cell,split,n,per_wk,gross,cost,net,clust_t,green,null_p95,worst,total,wk_dollar,mdd,ex5,h1,h2,imputed,mde,note
L wrapper G3,TRAIN,982,18.528301886792452,0.09876427321268075,0.07036273175332139,0.02840154145935935,0.3360582445924276,39.62264150943396,52.83018867924528,-1804.3440229507332,2789.031371309089,52.62323342092621,-5059.2029237309835,-0.30076471367366797,-0.038073982601933745,0.08579502048761052,34.317718940936864,0.1797986230211724,
L wrapper G3,VAL,531,23.08695652173913,0.12654133404511575,0.07482948134892235,0.05171185269619337,0.5824797325032587,52.17391304347826,60.86956521739131,-2120.753323078216,2745.8993781678673,119.38692948555945,-5373.655078090759,-0.21058499237193817,,0.05171185269619337,54.048964218455744,0.20159255744695664,
L stock G3,TRAIN,1183,22.32075471698113,-0.02652117807526689,0.074191919848819,-0.10071309792408588,-1.9727672162044412,35.84905660377358,39.71698113207538,-2241.7087125873645,-11914.35948441936,-224.79923555508225,-14321.026357089986,-0.35360072083525146,-0.09228973941649467,-0.10808186796559197,56.213017751479285,0.12590459638088616,
L stock G3,VAL,572,24.869565217391305,0.03195368188525047,0.07491919762318414,-0.04296551573793369,-0.5975911420423798,39.130434782608695,47.82608695652174,-1485.1221519845317,-2457.627500209807,-106.85336957433942,-4745.78507257118,-0.28028665280572584,,-0.04296551573793369,58.74125874125874,0.17604992887964468,
L wrapper X0,TRAIN,1083,20.433962264150942,-0.004765133738677121,0.06387958486571658,-0.0686447186043937,-1.3113668190222225,41.509433962264154,45.28301886792453,-1696.7596788424908,-7434.223024855837,-140.2683589595441,-9845.893341666244,-0.17853264754080367,-0.17664738927493906,0.02295481607693918,32.2253000923361,0.11581427035026068,
L wrapper X0,VAL,594,25.82608695652174,0.13450676486846186,0.06787435029291916,0.06663241457554268,0.9786414708946075,43.47826086956522,65.21739130434783,-976.6967146596228,3957.9654257872353,172.08545329509718,-4082.369127485472,-0.03524046718938424,,0.06663241457554268,49.66329966329967,0.15253300960351404,
L stock X0,TRAIN,1276,24.07547169811321,-0.0527992605836206,0.0696734972274427,-0.12247275781106327,-3.1162773442060128,28.30188679245283,35.84905660377358,-1717.8140123547023,-15627.523896691679,-294.8589414470128,-17227.39777972924,-0.23347349908272153,-0.13137434497396977,-0.11462150541664139,53.29153605015674,0.09498999944727599,
L stock X0,VAL,650,28.26086956521739,-0.05512231755406005,0.07155724144744552,-0.1266795590015056,-2.6377612539691464,30.434782608695656,34.78260869565217,-1814.3398230509104,-8234.171335097864,-358.00744935208104,-9133.91360692962,-0.23918911000492354,,-0.1266795590015056,53.53846153846153,0.13229263231605157,
