cell,split,obs,mu,p5,p95,outside
R3 base x n5 (= B2),TRAIN,32.075471698113205,30.756603773584906,24.528301886792452,37.735849056603776,inside
R3 base x n5 (= B2),VAL,43.47826086956522,49.47391304347826,39.130434782608695,60.86956521739131,inside
A base [no age condition (= B2)],TRAIN,32.075471698113205,30.756603773584906,24.528301886792452,37.735849056603776,inside
A base [no age condition (= B2)],VAL,43.47826086956522,49.47391304347826,39.130434782608695,60.86956521739131,inside
A le3 [consol_bars <= 3],TRAIN,35.84905660377358,40.29339622641509,33.9622641509434,47.16981132075472,inside
A le3 [consol_bars <= 3],VAL,52.17391304347826,45.184782608695656,34.78260869565217,56.52173913043478,inside
A le5 [consol_bars <= 5],TRAIN,32.075471698113205,36.43018867924528,30.18867924528302,43.39622641509434,inside
A le5 [consol_bars <= 5],VAL,56.52173913043478,51.802173913043475,43.47826086956522,60.86956521739131,inside
A le8 [consol_bars <= 8],TRAIN,32.075471698113205,30.52735849056604,24.528301886792452,37.735849056603776,inside
A le8 [consol_bars <= 8],VAL,34.78260869565217,46.65869565217392,34.78260869565217,56.52173913043478,inside
A le12 [consol_bars <= 12],TRAIN,32.075471698113205,33.53773584905661,28.207547169811328,39.62264150943396,inside
A le12 [consol_bars <= 12],VAL,43.47826086956522,49.97391304347826,39.130434782608695,60.86956521739131,inside
A ge20 [consol_bars >= 20 [CONTROL]],TRAIN,33.9622641509434,42.38396226415095,35.84905660377358,49.056603773584904,below
A ge20 [consol_bars >= 20 [CONTROL]],VAL,47.82608695652174,43.571739130434786,34.78260869565217,52.17391304347826,inside
B n5 [last-5-bar low (the B2 stop)] x ge20,TRAIN,33.9622641509434,42.38396226415095,35.84905660377358,49.056603773584904,below
B n5 [last-5-bar low (the B2 stop)] x ge20,VAL,47.82608695652174,43.571739130434786,34.78260869565217,52.17391304347826,inside
B n3 [last-3-bar low] x ge20,TRAIN,35.84905660377358,35.700943396226414,28.30188679245283,43.39622641509434,inside
B n3 [last-3-bar low] x ge20,VAL,39.130434782608695,37.189130434782605,26.08695652173913,47.82608695652174,inside
B b [shipped consolidation low K5/X4%] x ge20,TRAIN,33.9622641509434,42.38396226415095,35.84905660377358,49.056603773584904,below
B b [shipped consolidation low K5/X4%] x ge20,VAL,47.82608695652174,43.571739130434786,34.78260869565217,52.17391304347826,inside
B bb [the breakout bar's own low] x ge20,TRAIN,13.20754716981132,14.4,11.320754716981133,18.867924528301888,inside
B bb [the breakout bar's own low] x ge20,VAL,21.73913043478261,18.410869565217393,13.043478260869565,26.08695652173913,inside
B a05 [entry - 0.5 x ATR20d] x ge20,TRAIN,45.28301886792453,38.10377358490566,32.075471698113205,45.28301886792453,inside
B a05 [entry - 0.5 x ATR20d] x ge20,VAL,39.130434782608695,38.30869565217392,30.434782608695656,47.82608695652174,inside
B a10 [entry - 1.0 x ATR20d] x ge20,TRAIN,43.39622641509434,42.339622641509436,35.84905660377358,49.056603773584904,inside
B a10 [entry - 1.0 x ATR20d] x ge20,VAL,47.82608695652174,41.49130434782609,30.434782608695656,52.17391304347826,inside
C1 spy_r5>0,TRAIN,43.39622641509434,49.19622641509434,41.509433962264154,56.60377358490566,inside
C1 spy_r5>0,VAL,47.82608695652174,49.9804347826087,39.130434782608695,60.86956521739131,inside
C2 spy_r5>=+0.2%,TRAIN,11.320754716981133,12.416037735849057,9.433962264150944,16.9811320754717,inside
C2 spy_r5>=+0.2%,VAL,17.391304347826086,13.778260869565218,8.695652173913043,17.391304347826086,inside
C3 spy_r5>=+0.4%,TRAIN,3.7735849056603774,3.403773584905661,1.8867924528301887,3.7735849056603774,inside
D1 A x B x rv>=5,TRAIN,39.62264150943396,38.842452830188684,32.075471698113205,45.28301886792453,inside
D1 A x B x rv>=5,VAL,43.47826086956522,36.26304347826087,26.08695652173913,47.82608695652174,inside
D2 A x B x C x spread<=8%R,TRAIN,43.39622641509434,43.51320754716981,35.84905660377358,50.943396226415096,inside
D2 A x B x C x spread<=8%R,VAL,47.82608695652174,48.221739130434784,39.130434782608695,56.52173913043478,inside
