n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,tc,cost,r_pct_med,big_range,h1,h2,vgross,half_ok,mde,note
1622,30.60377358490566,-0.10693921533680749,-0.13987097723625172,-0.03895918684147366,-3.4158001457905294,32.075471698113205,1.8867924528301887,5,-2231.432721493132,1814.8908985813755,-17345.540727630174,-18928.988592607817,-327.27435335151273,25.0,-0.21816972125039877,49.136868064118374,R3 base x n5 (= B2),TRAIN,-2.9931691681122707,0.06798002849533383,3.1656046385076095,63.68680641183724,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False,0.08766022312870501,
706,30.695652173913043,0.012650779374544391,-0.02591279892455078,0.08272033029467893,0.2678074312316802,43.47826086956522,4.3478260869565215,4,-957.3728770391667,1410.7525100988917,893.1450238428342,-2940.0336675961444,38.83239234099279,40.0,-0.09302888820971138,57.082152974504254,R3 base x n5 (= B2),VAL,0.26162959495333094,0.07006955092013452,3.7189192395061186,66.43059490084985,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False,0.13226736123718896,
1622,30.60377358490566,-0.10693921533680749,-0.13987097723625172,-0.03895918684147366,-3.4158001457905294,32.075471698113205,1.8867924528301887,5,-2231.432721493132,1814.8908985813755,-17345.540727630174,-18928.988592607817,-327.27435335151273,25.0,-0.21816972125039877,49.136868064118374,A base [no age condition (= B2)],TRAIN,-2.9931691681122707,0.06798002849533383,3.1656046385076095,63.68680641183724,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False,0.08766022312870501,
706,30.695652173913043,0.012650779374544391,-0.02591279892455078,0.08272033029467893,0.2678074312316802,43.47826086956522,4.3478260869565215,4,-957.3728770391667,1410.7525100988917,893.1450238428342,-2940.0336675961444,38.83239234099279,40.0,-0.09302888820971138,57.082152974504254,A base [no age condition (= B2)],VAL,0.26162959495333094,0.07006955092013452,3.7189192395061186,66.43059490084985,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False,0.13226736123718896,
809,15.264150943396226,-0.05994748153133848,-0.1173268174354617,0.0072877939832516805,-1.4474433921899186,35.84905660377358,1.8867924528301887,7,-1116.5914141343144,1246.0668488183633,-4849.751255885282,-6545.778481921219,-91.5047406770808,41.66666666666667,-0.16834469044468148,100.0,A le3 [consol_bars <= 3],TRAIN,-1.2958050703558672,0.06723527551459015,5.200184077312467,89.74042027194066,0.017095942097684787,-4.1837221054678935e-05,0.055241016046704436,False,0.11596512111868744,
474,20.608695652173914,-0.010884284223619464,-0.0707259574659682,0.055241016046704436,-0.2055060121801343,52.17391304347826,4.3478260869565215,4,-902.7874138636125,1006.0946004118657,-515.9150721995622,-2308.8997429024857,-22.43109009563314,40.0,-0.11642056658178628,100.0,A le3 [consol_bars <= 3],VAL,-0.17911902453202513,0.0661253002703239,5.287573936872305,87.9746835443038,0.017095942097684787,-4.1837221054678935e-05,0.055241016046704436,False,0.14829734421307858,
1021,19.264150943396228,-0.08286314429241114,-0.14199486129732636,-0.01091836448941228,-2.255313841723425,32.075471698113205,1.8867924528301887,6,-1506.2984375735168,1066.1469500220612,-8460.327032255176,-8684.647120549234,-159.62881192934296,33.33333333333333,-0.19081659763052247,94.51518119490694,A le5 [consol_bars <= 5],TRAIN,-2.0066031964999715,0.07194477980299888,4.7106325706594845,81.88050930460334,-0.056128580361871995,0.024149037735139073,0.0991838573225814,False,0.10287561745351272,
550,23.91304347826087,0.02850099705658821,-0.03210021211549498,0.0991838573225814,0.5659369176191293,56.52173913043478,4.3478260869565215,5,-819.1037745694193,1492.781757152929,1567.5548381123517,-2065.754644694398,68.1545581787979,40.0,-0.07555728522078743,93.81818181818183,A le5 [consol_bars <= 5],VAL,0.5338329145178167,0.0706828602659932,4.774101063168221,82.18181818181817,-0.056128580361871995,0.024149037735139073,0.0991838573225814,False,0.14101004771728565,
1126,21.245283018867923,-0.12179539586206921,-0.1801321677640582,-0.047418590682385534,-3.458796110504577,32.075471698113205,1.8867924528301887,10,-1503.2641493977421,814.0157858851748,-13714.161574068994,-14973.603735859382,-258.7577655484716,25.0,-0.2334314020070805,87.47779751332149,A le8 [consol_bars <= 8],TRAIN,-3.0657386575668273,0.07437680517968366,4.40661507442329,80.37300177619893,-0.10982476977820571,0.004434348371214626,0.06948752942789164,False,0.09859705444275059,
599,26.043478260869566,-0.004986223336210648,-0.0669597172128171,0.06948752942789164,-0.10197758576960793,34.78260869565217,4.3478260869565215,5,-889.0423605884274,1619.1262296676452,-298.67477783901666,-3229.1603743200394,-12.985859906044203,60.0,-0.10894038865881639,89.48247078464107,A le8 [consol_bars <= 8],VAL,-0.09509323333154295,0.07447375276410227,4.438526409232135,80.13355592654425,-0.10982476977820571,0.004434348371214626,0.06948752942789164,False,0.13690680394152552,
1204,22.71698113207547,-0.09832909258439003,-0.15325063759480495,-0.02412807053217013,-2.8276473722608206,32.075471698113205,1.8867924528301887,8,-1394.1529154658672,1419.4100245722395,-11838.822747160559,-13729.090997489857,-223.37401409736904,33.33333333333333,-0.208922487488981,80.64784053156147,A le12 [consol_bars <= 12],TRAIN,-2.49189782462793,0.0742010220522199,4.220304044343564,78.40531561461795,-0.07648964470770162,0.019759722173733354,0.09214723216288041,False,0.09736767814020644,
615,26.73913043478261,0.01654294127174507,-0.043398626897995965,0.09214723216288041,0.3387842143181413,43.47826086956522,4.3478260869565215,8,-721.484319181033,1308.4473622253286,1017.3908882123218,-2378.848201761652,44.23438644401399,60.0,-0.08702371805983936,83.90243902439025,A le12 [consol_bars <= 12],VAL,0.3342446452473536,0.07560429089113535,4.250000000000007,78.3739837398374,-0.07648964470770162,0.019759722173733354,0.09214723216288041,False,0.13672489331922755,
1411,26.62264150943396,-0.0407433253624097,-0.06718735437626283,0.028407407193753516,-1.1032598247175978,33.9622641509434,1.8867924528301887,7,-1612.0937602399822,2110.4422821771823,-5748.883208636012,-9690.455900378027,-108.46949450256626,33.33333333333333,-0.14806215289387123,25.8681785967399,A ge20 [consol_bars >= 20 [CONTROL]],TRAIN,-0.9105037443001948,0.06915073255616323,1.7208063812991048,54.783841247342316,0.0051598100284874,0.049487323001717785,0.05029666048441367,True,0.10340384781431577,
714,31.043478260869566,-0.022816337251422746,-0.05401306646713132,0.05029666048441367,-0.44467740756962104,47.82608695652174,4.3478260869565215,5,-1843.3578001703734,1534.3115433068963,-1629.0864797515846,-6505.666305530678,-70.82984694572107,60.0,-0.1293619644725048,30.672268907563026,A ge20 [consol_bars >= 20 [CONTROL]],VAL,-0.40342650723903334,0.07311299773583642,1.9179744409431168,52.94117647058824,0.0051598100284874,0.049487323001717785,0.05029666048441367,True,0.1436676188546444,
1411,26.62264150943396,-0.0407433253624097,-0.06718735437626283,0.028407407193753516,-1.1032598247175978,33.9622641509434,1.8867924528301887,7,-1612.0937602399822,2110.4422821771823,-5748.883208636012,-9690.455900378027,-108.46949450256626,33.33333333333333,-0.14806215289387123,25.8681785967399,B n5 [last-5-bar low (the B2 stop)] x ge20,TRAIN,-0.9105037443001948,0.06915073255616323,1.7208063812991048,54.783841247342316,0.0051598100284874,0.049487323001717785,0.05029666048441367,True,0.10340384781431577,
714,31.043478260869566,-0.022816337251422746,-0.05401306646713132,0.05029666048441367,-0.44467740756962104,47.82608695652174,4.3478260869565215,5,-1843.3578001703734,1534.3115433068963,-1629.0864797515846,-6505.666305530678,-70.82984694572107,60.0,-0.1293619644725048,30.672268907563026,B n5 [last-5-bar low (the B2 stop)] x ge20,VAL,-0.40342650723903334,0.07311299773583642,1.9179744409431168,52.94117647058824,0.0051598100284874,0.049487323001717785,0.05029666048441367,True,0.1436676188546444,
941,17.754716981132077,-0.11215673538223898,-0.13474265240112343,-0.04181514085625482,-2.4299857947634225,35.84905660377358,1.8867924528301887,6,-1513.9384837162033,1709.544225963291,-10553.948799468686,-12193.488812469499,-199.13110942393746,41.66666666666667,-0.22232402944527546,20.935175345377257,B n3 [last-3-bar low] x ge20,TRAIN,-2.113080481950414,0.07034159452598417,1.499855783097788,57.49202975557917,-0.07869196670314253,-0.009150697921737028,-0.000670435045115178,False,0.1292348538608816,
559,24.304347826086957,-0.07471232564579154,-0.10275516276933182,-0.000670435045115178,-1.2685203222814256,39.130434782608695,4.3478260869565215,8,-1474.0193337540848,1260.4497226336575,-4176.419003599748,-7418.752213762724,-181.58343493911948,40.0,-0.18317390723019028,26.29695885509839,B n3 [last-3-bar low] x ge20,VAL,-1.1829479250444326,0.07404189060067637,1.6366341544056862,52.23613595706619,-0.07869196670314253,-0.009150697921737028,-0.000670435045115178,False,0.16491222736737976,
1411,26.62264150943396,-0.0407433253624097,-0.06718735437626283,0.028407407193753516,-1.1032598247175978,33.9622641509434,1.8867924528301887,7,-1612.0937602399822,2110.4422821771823,-5748.883208636012,-9690.455900378027,-108.46949450256626,33.33333333333333,-0.14806215289387123,25.8681785967399,B b [shipped consolidation low K5/X4%] x ge20,TRAIN,-0.9105037443001948,0.06915073255616323,1.7208063812991048,54.783841247342316,0.0051598100284874,0.049487323001717785,0.05029666048441367,True,0.10340384781431577,
714,31.043478260869566,-0.022816337251422746,-0.05401306646713132,0.05029666048441367,-0.44467740756962104,47.82608695652174,4.3478260869565215,5,-1843.3578001703734,1534.3115433068963,-1629.0864797515846,-6505.666305530678,-70.82984694572107,60.0,-0.1293619644725048,30.672268907563026,B b [shipped consolidation low K5/X4%] x ge20,VAL,-0.40342650723903334,0.07311299773583642,1.9179744409431168,52.94117647058824,0.0051598100284874,0.049487323001717785,0.05029666048441367,True,0.1436676188546444,
46,0.8679245283018868,-0.18294443893012374,-0.2162679428278877,-0.1067040519728348,-0.8892173479880261,13.20754716981132,54.71698113207547,6,-461.57492698002864,541.138891904094,-841.544419078569,-1104.60696691619,-15.878196586388095,27.27272727272727,-0.33376975479813714,28.26086956521739,B bb [the breakout bar's own low] x ge20,TRAIN,-0.83205389490437,0.07624038695728888,1.6757615630973943,69.56521739130434,-0.08831228762306065,-0.1380782382165672,0.1650885230246008,False,0.5760621181799572,
21,0.9130434782608695,0.09181640421672962,0.06604813295745456,0.1650885230246008,0.2766916269854415,21.73913043478261,60.86956521739131,2,-456.08489533521345,197.34815662079882,192.81444885513224,-532.700603722408,8.38323690674488,75.0,-0.0022668538828333417,23.809523809523807,B bb [the breakout bar's own low] x ge20,VAL,0.250096032318852,0.07327211880787124,1.29310344827586,61.904761904761905,-0.08831228762306065,-0.1380782382165672,0.1650885230246008,False,0.9291424341524072,
1321,24.92452830188679,-0.051589089546649126,-0.09919653904491939,0.00946117584762085,-1.893822404186066,45.28301886792453,1.8867924528301887,6,-1944.9757316950863,1179.1476038009253,-6814.91872911235,-8533.248988601601,-128.58337224740282,25.0,-0.1580776255210276,63.361090083270255,B a05 [entry - 0.5 x ATR20d] x ge20,TRAIN,-1.5082428985976515,0.06105026539426998,3.3961698499317983,44.58743376230129,0.028443163019180144,-0.007276502299380854,0.022007186654998748,False,0.07627402147705585,
566,24.608695652173914,-0.04548693322835955,-0.10322189022348714,0.022007186654998748,-1.0923696780329875,39.130434782608695,4.3478260869565215,6,-1479.9474956368795,793.0660159286407,-2574.5604207251495,-3997.458851905669,-111.93740959674562,40.0,-0.15429293138511718,70.84805653710248,B a05 [entry - 0.5 x ATR20d] x ge20,VAL,-0.9200150274604143,0.0674941198833583,3.384098147792546,39.57597173144876,0.028443163019180144,-0.007276502299380854,0.022007186654998748,False,0.11659369131221949,
