day,symbol,entry_m,break_m,exit_m,exit_price,why,split,half,wk,entry,stop,R,price,spread_mean_raw,net_R,cost_R,band_net_R,date,pnl_R
2025-01-10,MSTZ,612,611,776,18.45,stop,TRAIN,H1,2025-01-06,20.0088,18.45,1.5588000000000015,20.0088,0.0217950138504155,-1.0189163291316496,0.01891632913164965,-1.0630816166281756,2025-01-10,-1.0189163291316496
2025-01-10,SMCX,596,595,955,43.96,eod,TRAIN,H1,2025-01-06,45.2,42.4301,2.7699,45.2,0.1394015861571737,-0.5044346677342777,0.05676507677431449,-0.5291714502328612,2025-01-10,-0.5044346677342777
2025-01-10,SMCI,596,595,914,32.21,stop,TRAIN,H1,2025-01-06,33.22,32.21,1.009999999999998,33.22,0.0167262306136209,-1.0295170600134862,0.0295170600134861,-1.1642554455445548,2025-01-10,-1.0295170600134862
2025-01-10,UVXY,601,600,824,22.15,stop,TRAIN,H1,2025-01-06,23.0763,22.15,0.9263000000000012,23.0763,0.0129757343550447,-1.0237730695833365,0.023773069583336574,-1.1226178333153405,2025-01-10,-1.0237730695833365
2025-01-13,AVGX,572,571,955,30.33,eod,TRAIN,H1,2025-01-13,30.3,28.95,1.3500000000000014,30.3,0.0844099913867354,-0.049285919545731666,0.07150814176795207,-0.10257333333333503,2025-01-13,-0.049285919545731666
2025-01-13,DJT,584,583,955,42.86,eod,TRAIN,H1,2025-01-13,35.73,34.76,0.9699999999999989,35.73,0.0505809128630702,7.282166069213341,0.06834939470419617,7.164870103092794,2025-01-13,7.282166069213341
2025-01-13,HIMS,583,582,955,25.66,eod,TRAIN,H1,2025-01-13,25.415,24.21,1.2049999999999983,25.415,0.0589138576779023,0.145951155454024,0.057368346620665894,0.09782240663900511,2025-01-13,0.145951155454024
2025-01-13,NBIS,573,572,610,31.71,stop,TRAIN,H1,2025-01-13,33.115,31.71,1.4050000000000011,33.115,0.0367808219178078,-1.0354062789450589,0.035406278945058905,-1.1308458362989322,2025-01-13,-1.0354062789450589
2025-01-13,TSLL,606,605,626,24.64,stop,TRAIN,H1,2025-01-13,25.3999,24.64,0.7598999999999982,25.3999,0.0100843957622554,-1.0264408155839655,0.026440815583965584,-1.1645868232662195,2025-01-13,-1.0264408155839655
2025-01-13,U,572,571,955,21.75,eod,TRAIN,H1,2025-01-13,20.95,20.424,0.5259999999999998,20.95,0.0209625668449201,1.4648240174050968,0.05608853012342226,1.2991596958174922,2025-01-13,1.4648240174050968
2025-01-13,TSLT,605,604,626,33.81,stop,TRAIN,H1,2025-01-13,34.63,33.81,0.8200000000000003,34.63,0.0254663850756774,-1.0477492500922896,0.047749250092289496,-1.2080023170731706,2025-01-13,-1.0477492500922896
2025-01-14,NBIS,611,610,701,34.9302,stop,TRAIN,H1,2025-01-13,36.68,34.9302,1.7498000000000005,36.68,0.0503414634146332,-1.0369547967851374,0.036954796785137266,-1.1031446108126644,2025-01-14,-1.0369547967851374
2025-01-14,TSLQ,661,660,773,25.4881,stop,TRAIN,H1,2025-01-13,25.4881,25.03,0.4580999999999982,25.4881,0.0216658202133064,-0.06955044796617883,0.06955044796617883,-0.2014121851124217,2025-01-14,-0.06955044796617883
2025-01-15,CONL,573,572,577,39.31,stop,TRAIN,H1,2025-01-13,40.21,39.31,0.8999999999999986,40.21,0.0520302375809942,-1.0754824862011048,0.07548248620110479,-1.2482084444444448,2025-01-15,-1.0754824862011048
2025-01-15,IONQ,572,571,575,33.66,stop,TRAIN,H1,2025-01-13,33.66,32.41,1.25,33.66,0.037381116471399,-0.040676093177119205,0.040676093177119205,-0.14971968,2025-01-15,-0.040676093177119205
2025-01-15,OKLO,572,571,940,24.74,stop,TRAIN,H1,2025-01-13,24.74,23.81,0.9299999999999997,24.74,0.0533159268929502,-0.06796981386338732,0.06796981386338732,-0.14790795698924736,2025-01-15,-0.06796981386338732
2025-01-15,RKLB,594,593,704,25.02,stop,TRAIN,H1,2025-01-13,25.8714,25.02,0.8514000000000017,25.8714,0.0189323843416368,-1.0341915249490683,0.03419152494906829,-1.151734460887949,2025-01-15,-1.0341915249490683
2025-01-15,SMR,573,572,578,20.165,stop,TRAIN,H1,2025-01-13,20.89,20.165,0.7250000000000014,20.89,0.0428415300546445,-1.0704172828339922,0.07041728283399228,-1.1600046896551721,2025-01-15,-1.0704172828339922
2025-01-15,TEM,572,571,574,33.73,stop,TRAIN,H1,2025-01-13,33.73,33.22405,0.5059499999999986,33.73,0.1376271186440681,-0.2986838988913302,0.2986838988913302,-0.37066666666666764,2025-01-15,-0.2986838988913302
2025-01-16,CONL,660,659,955,44.15,eod,TRAIN,H1,2025-01-13,42.79,41.45,1.3399999999999963,42.79,0.0849583333333336,0.9385475124378128,0.07637786069651782,0.8991255223880616,2025-01-16,0.9385475124378128
2025-01-16,HUT,575,574,955,26.61,eod,TRAIN,H1,2025-01-13,26.4237,25.55,0.8736999999999995,26.4237,0.0267850467289712,0.1704340314421748,0.042797054743013874,0.06197120293006672,2025-01-16,0.1704340314421748
2025-01-16,NVD,690,689,955,29.17,eod,TRAIN,H1,2025-01-13,28.84,28.07,0.7699999999999996,28.84,0.0270524094266622,0.37837089684849323,0.05020053172293795,0.29290025974026235,2025-01-16,0.37837089684849323
2025-01-16,TSLQ,572,571,955,24.02,eod,TRAIN,H1,2025-01-13,23.32,22.9702,0.3498000000000019,23.32,0.0186822074215032,1.9206683607161021,0.08047514986135805,1.6300766152086799,2025-01-16,1.9206683607161021
2025-01-17,HUT,573,572,582,28.04,stop,TRAIN,H1,2025-01-13,28.04,27.6194,0.4206000000000003,28.04,0.0218087855297159,-0.07851827277630974,0.07851827277630974,-0.3706666666666664,2025-01-17,-0.07851827277630974
2025-01-17,MARA,573,572,955,20.015,eod,TRAIN,H1,2025-01-13,19.36,18.96,0.3999999999999986,19.36,0.0100488698839339,1.5926903252901736,0.04480967470983491,1.405820500000008,2025-01-17,1.5926903252901736
2025-01-17,MSTX,573,572,578,58.75,stop,TRAIN,H1,2025-01-13,58.75,57.28,1.4699999999999989,58.75,0.0893039443155458,-0.07673737708540537,0.07673737708540537,-0.2829591836734696,2025-01-17,-0.07673737708540537
2025-01-17,NNE,576,575,582,24.13,stop,TRAIN,H1,2025-01-13,24.13,23.76805,0.3619500000000002,24.13,0.0434677419354841,-0.14675988930925285,0.14675988930925285,-0.33333333333333315,2025-01-17,-0.14675988930925285
2025-01-17,OKLO,658,657,955,26.21,eod,TRAIN,H1,2025-01-13,25.805,24.59,1.2149999999999999,25.805,0.0369105691056915,0.2943921241928475,0.038941209140486835,0.2285599588477376,2025-01-17,0.2943921241928475
2025-01-17,SMR,577,576,955,22.05,eod,TRAIN,H1,2025-01-13,21.34,20.38,0.9600000000000009,21.34,0.036981132075472,0.6920217374213836,0.04756159591194995,0.6282895833333337,2025-01-17,0.6920217374213836
2025-01-17,TSLL,573,572,588,29.435,stop,TRAIN,H1,2025-01-13,29.435,28.99,0.4450000000000003,29.435,0.0101243599122161,-0.049209797555541765,0.049209797555541765,-0.3677721348314605,2025-01-17,-0.049209797555541765
2025-01-17,TSLR,573,572,955,47.63,eod,TRAIN,H1,2025-01-13,46.5,45.5627,0.9373000000000005,46.5,0.0485477018153724,1.1337099095109673,0.07188061646791034,0.9295145631067985,2025-01-17,1.1337099095109673
2025-01-17,TSLT,573,572,588,40.37,stop,TRAIN,H1,2025-01-13,40.37,39.76445,0.6055500000000009,40.37,0.0262333333333334,-0.06998816502903696,0.06998816502903696,-0.3706666666666661,2025-01-17,-0.06998816502903696
2025-01-21,ARQQ,667,666,793,28.55,stop,TRAIN,H1,2025-01-20,28.55,27.517,1.0330000000000013,28.55,0.2539473684210519,-0.25688999847149235,0.25688999847149235,-0.10004937076476271,2025-01-21,-0.25688999847149235
2025-01-21,ASTS,572,571,602,21.44,stop,TRAIN,H1,2025-01-20,21.44,20.9,0.5400000000000027,21.44,0.0453925619834707,-0.09994178145087117,0.09994178145087117,-0.2207525925925915,2025-01-21,-0.09994178145087117
2025-01-21,IONQ,574,573,611,40.17,stop,TRAIN,H1,2025-01-20,40.17,38.8,1.3700000000000045,40.17,0.0523862129916042,-0.0499665788259883,0.0499665788259883,-0.16302569343065637,2025-01-21,-0.0499665788259883
2025-01-21,LUNR,572,571,611,20.11,stop,TRAIN,H1,2025-01-20,20.11,19.28,0.8299999999999983,20.11,0.0230519768991562,-0.03746503240862201,0.03746503240862201,-0.1347127710843376,2025-01-21,-0.03746503240862201
2025-01-21,MRNA,572,571,607,35.96,stop,TRAIN,H1,2025-01-20,35.96,35.4206,0.5394000000000005,35.96,0.0376592082616178,-0.09648351550170144,0.09648351550170144,-0.3706666666666663,2025-01-21,-0.09648351550170144
2025-01-21,NNE,572,571,596,27.135,stop,TRAIN,H1,2025-01-20,27.135,26.4,0.735000000000003,27.135,0.0512149532710283,-0.08444755547078646,0.08444755547078646,-0.2052661224489788,2025-01-21,-0.08444755547078646
2025-01-21,OKLO,572,571,587,28.4541,stop,TRAIN,H1,2025-01-20,28.4541,27.29,1.1641000000000012,28.4541,0.0485416666666667,-0.051476081665378086,0.051476081665378086,-0.1359030976720212,2025-01-21,-0.051476081665378086
2025-01-21,SMR,573,572,598,23.16,stop,TRAIN,H1,2025-01-20,24.115,23.16,0.9549999999999983,24.115,0.0422950819672122,-1.0541885675049343,0.05418856750493434,-1.1401972774869114,2025-01-21,-1.0541885675049343
2025-01-21,TSLQ,572,571,930,23.085,stop,TRAIN,H1,2025-01-20,23.085,21.89,1.1950000000000003,23.085,0.022246723528188,-0.026343701697228446,0.026343701697228446,-0.10740803347280334,2025-01-21,-0.026343701697228446
2025-01-22,CONL,576,575,659,46.2356,stop,TRAIN,H1,2025-01-20,47.735,46.2356,1.4994000000000014,47.735,0.0811864406779649,-1.0666803792703514,0.06668037927035135,-1.1589803388021873,2025-01-22,-1.0666803792703514
2025-01-22,DXYZ,572,571,573,63.749199999999995,stop,TRAIN,H1,2025-01-20,64.72,63.749199999999995,0.9708000000000041,64.72,0.2763768115942057,-1.3111564190298768,0.31115641902987684,-1.471799999999998,2025-01-22,-1.3111564190298768
2025-01-22,LUNR,613,612,673,22.51,stop,TRAIN,H1,2025-01-20,23.105,22.51,0.5949999999999989,23.105,0.0162825651302605,-1.0426984287903538,0.04269842879035386,-1.191241428571429,2025-01-22,-1.0426984287903538
2025-01-22,MRNA,584,583,955,38.54,eod,TRAIN,H1,2025-01-20,37.36,36.0,1.3599999999999994,37.36,0.0499014084507043,0.8197930820215411,0.047853976801988475,0.7301205882352941,2025-01-22,0.8197930820215411
2025-01-22,OKLO,638,637,689,33.4,stop,TRAIN,H1,2025-01-20,34.56,33.4,1.1600000000000037,34.56,0.0361449752883036,-1.0428767028347443,0.042876702834744346,-1.1466799999999995,2025-01-22,-1.0428767028347443
2025-01-22,SMCX,596,595,955,46.22,eod,TRAIN,H1,2025-01-20,47.3775,43.3,4.077500000000001,47.3775,0.1227841291190315,-0.3185784498145997,0.0347035264546981,-0.3419144083384424,2025-01-22,-0.3185784498145997
2025-01-23,BE,590,589,955,27.5398,eod,TRAIN,H1,2025-01-20,25.57,24.81,0.7600000000000016,25.57,0.0300555555555554,2.538319058479526,0.05352304678362542,2.423100052631573,2025-01-23,2.538319058479526
2025-01-23,CONL,572,571,608,47.37,stop,TRAIN,H1,2025-01-20,47.37,45.74,1.6299999999999955,47.37,0.0755635245901647,-0.057982530423414086,0.057982530423414086,-0.16158110429447897,2025-01-23,-0.057982530423414086
2025-01-23,LUNR,573,572,710,21.58,stop,TRAIN,H1,2025-01-20,22.44,21.58,0.860000000000003,22.44,0.0430772748056698,-1.0603270637275228,0.06032706372752281,-1.1448772093023252,2025-01-23,-1.0603270637275228
2025-01-23,MSTX,572,571,609,56.289,stop,TRAIN,H1,2025-01-20,56.289,53.83,2.459000000000003,56.289,0.1661107313738898,-0.07670855281573385,0.07670855281573385,-0.16206836925579482,2025-01-23,-0.07670855281573385
2025-01-23,OKLO,572,571,955,38.89,eod,TRAIN,H1,2025-01-20,33.2,32.01,1.1900000000000048,33.2,0.0738565400843884,4.707332319256795,0.07418028578520003,4.625436974789896,2025-01-23,4.707332319256795
2025-01-23,PLTU,572,571,685,27.78,stop,TRAIN,H1,2025-01-20,27.78,27.23,0.5500000000000007,27.78,0.0711111111111113,-0.14949656565656583,0.14949656565656583,-0.2808305454545451,2025-01-23,-0.14949656565656583
2025-01-23,SMR,573,572,955,28.815,eod,TRAIN,H1,2025-01-20,25.344,24.61,0.7340000000000018,25.344,0.0620853080568718,4.629540724718147,0.09934210906930739,4.535957983651215,2025-01-23,4.629540724718147
2025-01-23,TEM,653,652,955,54.43,eod,TRAIN,H1,2025-01-20,50.31,49.15,1.1600000000000037,50.31,0.1182150101419878,3.4317560257396527,0.11996811219136841,3.3636524137930905,2025-01-23,3.4317560257396527
2025-01-23,BITU,572,571,608,59.22,stop,TRAIN,H1,2025-01-20,59.22,57.93,1.2899999999999991,59.22,0.0476533882783881,-0.05530340176619236,0.05530340176619236,-0.3250213953488374,2025-01-23,-0.05530340176619236
2025-01-23,BITX,572,571,608,61.73,stop,TRAIN,H1,2025-01-20,61.73,60.35,1.3799999999999955,61.73,0.0658519355750211,-0.06561154751813145,0.06561154751813145,-0.3167017391304358,2025-01-23,-0.06561154751813145
2025-01-24,BE,609,608,955,29.6,eod,TRAIN,H1,2025-01-20,28.595,27.79,0.8049999999999997,28.595,0.0383464566929133,1.186353469946695,0.062093735022252565,1.0730753416149104,2025-01-24,1.186353469946695
2025-01-24,BTDR,686,685,917,20.55,stop,TRAIN,H1,2025-01-20,20.55,19.995,0.5549999999999997,20.55,0.0293999999999996,-0.0677837837837831,0.0677837837837831,-0.13403783783783793,2025-01-24,-0.0677837837837831
2025-01-24,CONL,578,577,846,51.0,stop,TRAIN,H1,2025-01-20,51.0,49.1,1.8999999999999986,51.0,0.0620614828209767,-0.04340078043209303,0.04340078043209303,-0.18091578947368434,2025-01-24,-0.04340078043209303
2025-01-24,IONQ,572,571,581,42.135,stop,TRAIN,H1,2025-01-20,42.135,41.502975,0.6320249999999987,42.135,0.0411901595744681,-0.0918383917953692,0.0918383917953692,-0.3706666666666674,2025-01-24,-0.0918383917953692
2025-01-24,NBIS,572,571,955,41.6,eod,TRAIN,H1,2025-01-20,39.75,39.15375,0.5962499999999977,39.75,0.0586956521739127,2.9769968097712294,0.12572855710509515,2.731438155136281,2025-01-24,2.9769968097712294
2025-01-24,NEE,585,584,955,72.885,eod,TRAIN,H1,2025-01-20,71.11,68.0,3.1099999999999994,71.11,0.0433739837398367,0.547532802656003,0.02320674718322724,0.4165156270096483,2025-01-24,0.547532802656003
2025-01-24,NNE,586,585,638,42.0,stop,TRAIN,H1,2025-01-20,44.37,42.0,2.3699999999999974,44.37,0.0655696202531651,-1.0349551140308715,0.034955114030871384,-1.093407594936709,2025-01-24,-1.0349551140308715
2025-01-24,NVD,642,641,955,25.68,eod,TRAIN,H1,2025-01-20,24.65,24.28025,0.3697499999999998,24.65,0.0198951544346845,2.7046351468974095,0.08103084363673974,2.4564421906693754,2025-01-24,2.7046351468974095
2025-01-24,NVDS,642,641,955,22.71,eod,TRAIN,H1,2025-01-20,22.05,21.71925,0.3307500000000019,22.05,0.0158309037900873,1.9205354382763695,0.0749294143313293,1.6663990929705124,2025-01-24,1.9205354382763695
2025-01-24,OKLO,572,571,590,40.2692,stop,TRAIN,H1,2025-01-20,40.2692,39.2,1.069199999999995,40.2692,0.0735115864527621,-0.08381899219300647,0.08381899219300647,-0.20940586606808925,2025-01-24,-0.08381899219300647
2025-01-27,AMZZ,572,571,955,38.91,eod,TRAIN,H1,2025-01-27,37.1,36.32,0.7800000000000011,37.1,0.0319300051466803,2.260087172888862,0.060425647623949016,2.0555923076922986,2025-01-27,2.260087172888862
2025-01-27,ASAN,575,574,955,20.0,eod,TRAIN,H1,2025-01-27,19.415,18.9,0.5150000000000006,19.415,0.0495804195804197,1.0243428746011274,0.11157945549596045,0.9615256310679617,2025-01-27,1.0243428746011274
2025-01-27,DDOG,572,571,955,142.06,eod,TRAIN,H1,2025-01-27,138.94,136.8559,2.0841000000000065,138.94,0.1793913043478255,1.3840068593887866,0.11304222654758636,1.0247496761191872,2025-01-27,1.3840068593887866
2025-01-27,HIMS,588,587,786,30.478,stop,TRAIN,H1,2025-01-27,30.478,29.43,1.0480000000000018,30.478,0.0463551401869159,-0.05586482842262958,0.05586482842262958,-0.1454103053435112,2025-01-27,-0.05586482842262958
2025-01-27,IONQ,589,588,840,38.18,stop,TRAIN,H1,2025-01-27,40.4369,38.18,2.2569000000000017,40.4369,0.044728144989339,-1.026785203150046,0.026785203150046063,-1.089385050290221,2025-01-27,-1.026785203150046
2025-01-27,LUNR,643,642,671,21.86,stop,TRAIN,H1,2025-01-27,22.73,21.86,0.870000000000001,22.73,0.0262182741116749,-1.0403865219674424,0.04038652196744237,-1.1286033333333332,2025-01-27,-1.0403865219674424
