day,symbol,entry_m,break_m,exit_m,exit_price,why,split,half,wk,entry,stop,R,price,spread_mean_raw,net_R,cost_R,band_net_R,date,pnl_R
2025-04-09,SLB,605,604,800,33.245000000000005,target,TRAIN,H1,2025-04-07,31.975,31.34,0.6350000000000016,31.975,0.0162847754654985,1.9538129520228371,0.04618704797716287,1.7513531496062997,2025-04-09,1.9538129520228371
2025-04-09,WMT,602,601,955,89.525,eod,TRAIN,H1,2025-04-07,86.13,83.69,2.4399999999999977,86.13,0.0493909348441934,1.3567533053917296,0.03464013723122684,1.2386227049180383,2025-04-09,1.3567533053917296
2025-04-09,USD,602,601,652,31.11,stop,TRAIN,H1,2025-04-07,32.3,31.23,1.0699999999999967,32.3,0.0383133406034167,-1.159808729535905,0.04765919682562322,-1.2607485981308428,2025-04-09,-1.159808729535905
2025-04-09,BITU,602,601,652,28.53,stop,TRAIN,H1,2025-04-07,29.42,28.53,0.8900000000000006,29.42,0.0708383333333333,-1.0926161048689138,0.09261610486891377,-1.1627669662921347,2025-04-09,-1.0926161048689138
2025-04-09,GBTC,602,601,652,60.74495,stop,TRAIN,H1,2025-04-07,61.67,60.74495,0.9250499999999988,61.67,0.0351183333333331,-1.0644303803398012,0.06443038033980128,-1.2878000000000003,2025-04-09,-1.0644303803398012
2025-04-09,IBIT,602,601,652,43.715,stop,TRAIN,H1,2025-04-07,44.39,43.715,0.6749999999999972,44.39,0.0107662119230051,-1.0420551287748225,0.04205512877482255,-1.3240114074074087,2025-04-09,-1.0420551287748225
2025-04-10,SRTY,602,601,736,30.869999999999997,target,TRAIN,H1,2025-04-07,29.29,28.5,0.7899999999999991,29.29,0.0104927940492795,1.9714876024692665,0.028512397530733577,1.816815569620253,2025-04-10,1.9714876024692665
2025-04-10,TZA,602,601,738,21.290000000000003,target,TRAIN,H1,2025-04-07,20.19,19.64,0.5500000000000007,20.19,0.0103874734607218,1.9660300482532331,0.03396995174676687,1.818624181818182,2025-04-10,1.9660300482532331
2025-04-11,TSDD,623,622,775,46.72,stop,TRAIN,H1,2025-04-07,48.99,46.72,2.270000000000003,48.99,0.0842325196524617,-1.0455394359702475,0.045539435970247386,-1.106196784140969,2025-04-11,-1.0455394359702475
2025-04-11,TSLQ,623,622,773,37.1436,stop,TRAIN,H1,2025-04-07,38.93,37.1436,1.7864000000000004,38.93,0.0246624437406235,-1.0223226398010656,0.022322639801065546,-1.1072366883116882,2025-04-11,-1.0223226398010656
2025-04-11,UVIX,622,621,758,71.2101,stop,TRAIN,H1,2025-04-07,78.4094,71.2858,7.12360000000001,78.4094,0.2121475875118249,-1.0446082721533805,0.033981622706472085,-1.0579747245774604,2025-04-11,-1.0446082721533805
2025-04-14,SOXS,689,688,731,24.5191,target,TRAIN,H1,2025-04-14,23.3397,22.75,0.5897000000000006,23.3397,0.0107023514851486,1.9656196176273553,0.03438038237264471,1.8563242428353401,2025-04-14,1.9656196176273553
2025-04-23,SMMT,626,625,955,33.395,eod,TRAIN,H1,2025-04-21,32.035,30.6,1.4349999999999952,32.035,0.0626720647773287,0.8949421151377576,0.052793076499880805,0.8374881184669063,2025-04-23,0.8949421151377576
2025-04-23,AGQ,621,620,648,42.184886,target,TRAIN,H1,2025-04-21,40.9562,40.341857000000005,0.6143429999999981,40.9562,0.0387900355871885,1.909792652008424,0.09020734799157583,1.6709333333333323,2025-04-23,1.909792652008424
2025-04-25,BOIL,609,608,955,48.82,eod,TRAIN,H1,2025-04-21,48.2401,47.4,0.8400999999999996,48.2401,0.0651693989071039,0.5895947876358748,0.1006801796299297,0.40704716938459984,2025-04-25,0.5895947876358748
2025-04-28,TSDD,659,658,730,36.7635,target,TRAIN,H1,2025-04-28,34.6809,33.6396,1.0412999999999997,34.6809,0.0277338877338879,1.9596439376415173,0.04035606235848258,1.8354044396427542,2025-04-28,1.9596439376415173
2025-04-28,TSLQ,659,658,950,26.75,stop,TRAIN,H1,2025-04-28,27.655,26.75,0.9050000000000011,27.655,0.0145184544405999,-1.028065695514475,0.028065695514474992,-1.150450994475138,2025-04-28,-1.028065695514475
