day,symbol,entry_m,break_m,exit_m,exit_price,why,split,half,wk,entry,stop,R,price,spread_mean_raw,net_R,cost_R,band_net_R,date,pnl_R
2026-01-02,AAOI,582,581,955,39.41,eod,VAL,,2025-12-29,36.9015,35.76,1.1415000000000006,36.9015,0.0704605263157895,2.122450436867461,0.07509665029854529,2.0354715724923316,2026-01-02,2.122450436867461
2026-01-02,ALAB,572,571,618,176.2972,stop,VAL,,2025-12-29,176.2972,171.685,4.612200000000001,176.2972,0.340539215686276,-0.08912408301597412,0.08912408301597412,-0.2706266371796539,2026-01-02,-0.08912408301597412
2026-01-02,APLD,589,588,955,27.8,eod,VAL,,2025-12-29,25.66,24.65,1.0100000000000016,25.66,0.0194124168514414,2.0890055278698574,0.029806353318258764,1.9913584158415818,2026-01-02,2.0890055278698574
2026-01-02,ASTX,689,688,955,52.97,eod,VAL,,2025-12-29,44.31,42.28,2.030000000000001,44.31,0.2415020576131701,4.137459084919617,0.12855076729712805,4.186140788177336,2026-01-02,4.137459084919617
2026-01-02,BE,586,585,955,98.33,eod,VAL,,2025-12-29,92.285,88.86,3.424999999999997,92.285,0.0877111716621239,1.7282235995147102,0.03673990413492672,1.583004408759126,2026-01-02,1.7282235995147102
2026-01-02,BMNR,592,591,955,31.07,eod,VAL,,2025-12-29,28.756,27.53,1.225999999999999,28.756,0.0125261885576149,1.8674621626773138,0.01997666277130091,1.7697856443719426,2026-01-02,1.8674621626773138
2026-01-02,GLXY,596,595,955,24.82,eod,VAL,,2025-12-29,23.41,22.62,0.7899999999999991,23.41,0.0340191387559809,1.7295377990430643,0.05527232753921639,1.6362886075949388,2026-01-02,1.7295377990430643
2026-01-02,HUT,584,583,955,51.32,eod,VAL,,2025-12-29,48.35,46.801,1.5489999999999995,48.35,0.1000999999999999,1.8398747579083279,0.07749128469980628,1.7609141381536475,2026-01-02,1.8398747579083279
2026-01-02,INTC,572,571,955,39.465,eod,VAL,,2025-12-29,38.26,37.686099999999996,0.5739000000000019,38.26,0.0103729887859588,2.0545077735041692,0.04516115836549697,1.7285823314166269,2026-01-02,2.0545077735041692
2026-01-02,IREN,591,590,955,42.44,eod,VAL,,2025-12-29,39.87,38.07,1.7999999999999972,39.87,0.0183249860879245,1.4084516743956,0.019326103382180305,1.3167422222222245,2026-01-02,1.4084516743956
2026-01-02,MUU,572,571,955,121.35,eod,VAL,,2025-12-29,113.0,107.14,5.859999999999999,113.0,0.2823310810810818,1.3687370168803605,0.056177658887556624,1.288104095563139,2026-01-02,1.3687370168803605
2026-01-02,ETHU,589,588,955,60.21,eod,VAL,,2025-12-29,58.98,56.581,2.398999999999994,58.98,0.0477809343434341,0.4828599690106598,0.029853661668792948,0.3469065443934999,2026-01-02,0.4828599690106598
2026-01-05,ASTS,580,579,955,90.52,eod,VAL,,2026-01-05,84.75,80.88,3.8700000000000045,84.75,0.2548557692307684,1.4160439872788684,0.0749120850725499,1.3430571059431498,2026-01-05,1.4160439872788684
2026-01-05,HL,587,586,638,19.74,stop,VAL,,2026-01-05,19.74,19.1062,0.6337999999999973,19.74,0.0129326458266193,-0.03286312058475764,0.03286312058475764,-0.14389207952035404,2026-01-05,-0.03286312058475764
2026-01-05,HUT,572,571,955,58.3,eod,VAL,,2026-01-05,53.49,52.68765,0.8023500000000041,53.49,0.0943418013856809,5.849442510892118,0.14544749970172655,5.521691032591727,2026-01-05,5.849442510892118
2026-01-05,HYMC,572,571,955,28.02,eod,VAL,,2026-01-05,26.025,25.04,0.9849999999999994,26.025,0.1049592391304349,1.9078495034208802,0.11753120723902027,1.8780730964467023,2026-01-05,1.9078495034208802
2026-01-05,NNE,578,577,955,30.8,eod,VAL,,2026-01-05,29.55,28.0,1.5500000000000007,29.55,0.1008108108108101,0.7336252833478641,0.07282632955536132,0.7109677419354835,2026-01-05,0.7336252833478641
2026-01-05,OKLL,573,572,955,25.49,eod,VAL,,2026-01-05,21.8,20.87,0.9299999999999997,21.8,0.0818661971830984,3.869543873996667,0.0981980614872026,3.836617204301074,2026-01-05,3.869543873996667
2026-01-05,OKLO,573,572,955,89.79,eod,VAL,,2026-01-05,82.4,80.4,2.0,82.4,0.1108957952468017,3.6223331023765994,0.07266689762340085,3.4025650000000005,2026-01-05,3.6223331023765994
2026-01-05,QBTX,583,582,955,44.61,eod,VAL,,2026-01-05,40.1499,36.93,3.2199000000000026,40.1499,0.1472660699755905,1.3341662629349988,0.05100097828367041,1.3225437063262815,2026-01-05,1.3341662629349988
2026-01-05,QXO,604,603,955,23.3145,eod,VAL,,2026-01-05,21.76,20.93,0.8300000000000018,21.76,0.0226030053320407,1.8347977044192207,0.038093861845832085,1.7432678313252943,2026-01-05,1.8347977044192207
2026-01-05,RGTI,578,577,955,24.87,eod,VAL,,2026-01-05,23.955,23.55,0.4049999999999976,23.955,0.0126153195090985,2.2039992110886657,0.05526004817061391,1.9630666666666852,2026-01-05,2.2039992110886657
2026-01-05,UPST,572,571,955,50.72,eod,VAL,,2026-01-05,46.69,45.98965,0.7003500000000003,46.69,0.0808542713567844,5.610999826719805,0.1432658975609115,5.382448204469194,2026-01-05,5.610999826719805
2026-01-05,ZETA,574,573,955,21.595,eod,VAL,,2026-01-05,20.57,20.26145,0.3085500000000003,20.57,0.0207660455486545,3.2273568447620904,0.09463310824389716,2.95065888834872,2026-01-05,3.2273568447620904
2026-01-05,GDXU,580,579,955,266.73,eod,VAL,,2026-01-05,262.5,254.68,7.819999999999993,262.5,1.4308071367884398,0.3444177574439362,0.1965029586685986,0.31456572890025836,2026-01-05,0.3444177574439362
2026-01-05,SILJ,583,582,955,28.68,eod,VAL,,2026-01-05,28.56,28.05,0.509999999999998,28.56,0.0100395901257568,0.19316158798871486,0.04213252965834684,-0.0447529411764688,2026-01-05,0.19316158798871486
2026-01-06,ASTX,573,572,955,70.695,eod,VAL,,2026-01-05,65.4032,61.39,4.013199999999998,65.4032,0.1889098532494758,1.2647439715814117,0.05385465295760887,1.202952004385527,2026-01-06,1.2647439715814117
2026-01-06,ASTS,573,572,955,97.1,eod,VAL,,2026-01-05,92.96,90.19,2.769999999999996,92.96,0.1231594202898557,1.4364002092816428,0.058184628263485895,1.2566841877256338,2026-01-06,1.4364002092816428
2026-01-06,FIGR,575,574,955,56.13,eod,VAL,,2026-01-05,53.6368,52.1,1.5367999999999995,53.6368,0.0764171122994652,1.5583221809607868,0.06400993772739799,1.3867707756376901,2026-01-06,1.5583221809607868
2026-01-06,HL,575,574,955,22.155,eod,VAL,,2026-01-05,20.355,19.9,0.45500000000000185,20.355,0.0205518763796906,3.8921892826819846,0.0638546733619571,3.731571428571415,2026-01-06,3.8921892826819846
2026-01-06,LRCX,572,571,955,207.63,eod,VAL,,2026-01-05,199.265,196.27602499999998,2.9889750000000106,199.265,0.1608840864440076,2.717566026332095,0.08105222908990765,2.32605853177092,2026-01-06,2.717566026332095
2026-01-06,MCHP,572,571,955,75.06,eod,VAL,,2026-01-05,71.6182,70.543927,1.0742730000000051,71.6182,0.0318750000000001,3.146862445579461,0.056978663710248525,2.731200341067854,2026-01-06,3.146862445579461
2026-01-06,MUU,572,571,955,143.31,eod,VAL,,2026-01-05,129.81,123.8501,5.959900000000005,129.81,0.3112482566248277,2.2037496842858375,0.06138899253759751,2.110479236228794,2026-01-06,2.2037496842858375
2026-01-06,RKLX,573,572,575,47.73,stop,VAL,,2026-01-05,49.76,47.73,2.030000000000001,49.76,0.1496543504171626,-1.0833262809936761,0.08332628099367612,-1.1360884729064038,2026-01-06,-1.0833262809936761
2026-01-06,SKYT,614,613,955,28.04,eod,VAL,,2026-01-05,26.67,26.0,0.6700000000000017,26.67,0.0917924528301889,1.891441115178814,0.15333500422416216,1.848123731343275,2026-01-06,1.891441115178814
2026-01-06,SOXL,572,571,955,54.19,eod,VAL,,2026-01-05,51.77,50.99345,0.7765500000000003,51.77,0.0108512497815069,3.0750843477155194,0.041263601547236996,2.6437246796729044,2026-01-06,3.0750843477155194
2026-01-07,AXTI,579,578,955,24.43,eod,VAL,,2026-01-05,22.76,20.75,2.0100000000000016,22.76,0.0592622950819672,0.7966665198597163,0.03417925128456077,0.7740626865671627,2026-01-07,0.7966665198597163
2026-01-07,CRDO,672,671,955,141.18,eod,VAL,,2026-01-05,132.8801,130.8868985,1.9932014999999978,132.8801,0.1756869009584654,4.0484622749087595,0.1156425584460305,3.934605345721452,2026-01-07,4.0484622749087595
2026-01-07,CWVX,628,627,923,25.44,stop,VAL,,2026-01-05,25.44,24.88,0.5600000000000023,25.44,0.0685847299813779,-0.14064416068103142,0.14064416068103142,-0.22396285714285624,2026-01-07,-0.14064416068103142
2026-01-07,INTC,572,571,955,42.61,eod,VAL,,2026-01-05,40.8174,40.12,0.6974000000000018,40.8174,0.013579989577905,2.52700678293962,0.043397576108266306,2.244474815027239,2026-01-07,2.52700678293962
2026-01-07,IONX,572,571,573,26.49,stop,VAL,,2026-01-05,27.13,26.57,0.5599999999999987,27.13,0.0617748917748915,-1.2723194495980246,0.12946230674087797,-1.4119907142857187,2026-01-07,-1.2723194495980246
2026-01-07,MP,658,657,733,62.19,stop,VAL,,2026-01-05,62.19,61.257149999999996,0.932850000000002,62.19,0.0314945652173909,-0.0604283274024664,0.0604283274024664,-0.2879999999999994,2026-01-07,-0.0604283274024664
2026-01-07,OKLO,575,574,955,98.01,eod,VAL,,2026-01-05,96.25,92.81,3.4399999999999977,96.25,0.1343027888446219,0.46129221254516983,0.050335694431576164,0.3229427325581412,2026-01-07,0.46129221254516983
2026-01-07,PL,615,614,955,22.65,eod,VAL,,2026-01-05,22.2056,21.72,0.4856000000000016,22.2056,0.011895182636315,0.8721863619515686,0.04297014546193355,0.6895335914332723,2026-01-07,0.8721863619515686
2026-01-07,PRAX,572,571,878,282.0,stop,VAL,,2026-01-05,282.0,271.53,10.470000000000027,282.0,3.0823529411764725,-0.3051722006854311,0.3051722006854311,-0.19069340974211985,2026-01-07,-0.3051722006854311
2026-01-07,RGTI,582,581,766,25.4099,stop,VAL,,2026-01-05,25.4099,24.835,0.5748999999999995,25.4099,0.0102061248527678,-0.03543239668249751,0.03543239668249751,-0.22099408592798767,2026-01-07,-0.03543239668249751
2026-01-07,SMR,591,590,955,19.52,eod,VAL,,2026-01-05,19.41,18.48,0.9299999999999997,19.41,0.0108429118773947,0.09824848185226318,0.020031088040209363,0.02183204301075209,2026-01-07,0.09824848185226318
2026-01-08,ASTX,574,573,955,60.14,eod,VAL,,2026-01-05,60.11,55.5501,4.559899999999999,60.11,0.3429449541284402,-0.07390402292340603,0.08048311457015292,-0.08675295510866442,2026-01-08,-0.07390402292340603
2026-01-08,ASTS,574,573,596,90.3813,stop,VAL,,2026-01-05,90.3813,86.8501,3.5311999999999983,90.3813,0.1200990099009889,-0.04424884738926965,0.04424884738926965,-0.1812130731762574,2026-01-08,-0.04424884738926965
2026-01-08,BKSY,587,586,649,24.35,stop,VAL,,2026-01-05,25.96,24.35,1.6099999999999994,25.96,0.1182191780821917,-1.0796777503616097,0.07967775036160978,-1.0804211180124224,2026-01-08,-1.0796777503616097
2026-01-08,GLUE,584,583,955,25.2,eod,VAL,,2026-01-05,23.6401,22.77,0.8701000000000008,23.6401,0.090591397849462,1.6774400438461508,0.1153423949539845,1.6565768532352578,2026-01-08,1.6774400438461508
