,0
2016-01-31,0.0
2016-02-29,0.0
2016-03-31,0.0
2016-04-30,0.0
2016-05-31,0.0
2016-06-30,0.0
2016-07-31,0.0
2016-08-31,0.0
2016-09-30,0.0
2016-10-31,0.0
2016-11-30,0.0
2016-12-31,0.0
2017-01-31,0.0
2017-02-28,0.0
2017-03-31,0.0
2017-04-30,0.0
2017-05-31,0.0
2017-06-30,0.0
2017-07-31,-0.03113958019851526
2017-08-31,0.015640909396301694
2017-09-30,0.005817793948252659
2017-10-31,0.002604689854620812
2017-11-30,0.08000972352330504
2017-12-31,0.027298528752959017
2018-01-31,0.05303647177625437
2018-02-28,-0.03800756892018853
2018-03-31,-0.0012847569909136825
2018-04-30,-0.018122720833066208
2018-05-31,0.06936086781088324
2018-06-30,0.03208455234565655
2018-07-31,0.0917050164683173
2018-08-31,0.026455127198241835
2018-09-30,-0.012789550486720147
2018-10-31,-0.12172575782316675
2018-11-30,-0.012178608469866514
2018-12-31,0.025575477556754933
2019-01-31,0.10907278378671847
2019-02-28,0.07113229816467381
2019-03-31,0.006490405572593172
2019-04-30,0.0472780401353754
2019-05-31,-0.10468758081110607
2019-06-30,0.0785293908213116
2019-07-31,0.04312192262385661
2019-08-31,-0.029142698466773198
2019-09-30,0.09822536785632341
2019-10-31,-0.013293419105018023
2019-11-30,0.040428306161846894
2019-12-31,0.060610688396081525
2020-01-31,-0.018543080649663146
2020-02-29,-0.09864681099514161
2020-03-31,-0.33624643532574294
2020-04-30,0.0932238552817568
2020-05-31,0.19566004247573066
2020-06-30,0.1359958487352102
2020-07-31,0.04691652084029552
2020-08-31,0.10702747496731457
2020-09-30,0.07448337603014488
2020-10-31,0.011264537974780886
2020-11-30,0.17499254884692927
2020-12-31,0.07118690372006387
2021-01-31,0.024683768845023213
2021-02-28,0.06658632256083474
2021-03-31,0.04613976730963021
2021-04-30,0.032444710938444477
2021-05-31,-0.0378147713321757
2021-06-30,0.043892909817536685
2021-07-31,-0.02047356819001034
2021-08-31,0.0019155067761307265
2021-09-30,-0.05020958763012218
2021-10-31,0.0675300768632594
2021-11-30,-0.04500585940628188
2021-12-31,-0.03964187305206657
2022-01-31,-0.07895628805763333
2022-02-28,0.007889778151225268
2022-03-31,0.051902355884115625
2022-04-30,-0.07003130321087114
2022-05-31,-0.07810186537822161
2022-06-30,-0.0701414493251783
2022-07-31,0.11157316150344987
2022-08-31,-0.026161555599112818
2022-09-30,-0.18122629832773185
2022-10-31,0.10995683872592532
2022-11-30,0.056208874600636394
2022-12-31,-0.08319490837199961
2023-01-31,0.05452051330444552
2023-02-28,-0.021602260781659055
2023-03-31,0.012700553280270421
2023-04-30,-0.007923083225087835
2023-05-31,0.014395822935225455
2023-06-30,0.09872851720802367
2023-07-31,0.047773172858702306
2023-08-31,-0.040705810329565884
2023-09-30,-0.01254778817056279
2023-10-31,-0.07165573812646753
2023-11-30,0.09749095266171626
2023-12-31,0.08753482364751197
2024-01-31,-0.048111175407358764
2024-02-29,0.07917109060863425
2024-03-31,-0.014895645532543189
2024-04-30,-0.040041519891671595
2024-05-31,0.03355718767017324
2024-06-30,-0.08979453780875502
2024-07-31,0.050274101729097076
2024-08-31,0.004520297590397071
2024-09-30,0.008146787639109254
2024-10-31,-0.014750797737526855
2024-11-30,0.09446747666265609
2024-12-31,-0.06149163723635365
2025-01-31,0.049762450576593675
2025-02-28,-0.04062846421263766
2025-03-31,-0.09363541295671385
2025-04-30,0.009387236108379993
2025-05-31,0.041328016691293934
2025-06-30,0.08399524567215755
2025-07-31,0.08990356146101997
2025-08-31,0.03984911019529358
2025-09-30,-0.0386849660815316
2025-10-31,0.016585783400430154
2025-11-30,0.06618862680376636
2025-12-31,0.03018395853669187
2026-01-31,0.06272143175643219
2026-02-28,-0.009918336936185268
2026-03-31,-0.0599732951055143
2026-04-30,0.08432071135439978
2026-05-31,0.07944427419166478
2026-06-30,-0.1480111634538659
2026-07-31,-0.06621706459035381
2026-08-31,0.01274392557750903
2026-09-30,-0.06963451295088385
