cell,split,kind,H,n_trades,raw_bps,raw_t,bench,n_months,mean_bps,t,pct_pos,ex_jan_bps,mde_bps,ann_pct,mdd_pct,gross_bps_per_trade,alpha_bps_per_trade,net_alpha_bps_per_trade,honest_cost_bps,breakeven_bps,breakeven_x_cost,net_ex_top5_bps,net_wincap3x_bps,long_leg_share_pct,book_trades,book_trades_per_wk,book_usd_per_month,boot_p_train,sidak_p_8cells
F2-LS-20,TRAIN,L-S,20,4466,-39.913514044959165,-0.9142631596746874,self (L-S),71,-39.913514044959165,-0.9142631596746874,45.07042253521127,-36.43325741522847,87.31296590614275,-4.685864241480786,-35.968863231793314,163.162302852461,14.972474813772417,13.634240123399149,1.3382347,14.972474813772417,11.188228214100985,-179.50090435031274,-80.05489143615749,,1226,3.916932907348243,-143.01490480098553,0.3712,0.9755600527477779
F2-LS-20,VAL,L-S,20,1880,136.98033036239246,1.4235002858871302,self (L-S),24,136.98033036239246,1.4235002858871302,66.66666666666666,160.72904150988484,192.45564152033288,17.734364942260438,-13.161296267454558,29.47951798397587,-22.757558957409064,-24.023625037212447,1.266066,-22.757558957409064,-17.97501849301069,-215.7050734503813,-105.04815419991657,72.38807009300434,412,3.9561042524005487,-320.19262231215447,0.3712,0.9755600527477779
F2-LO-20,TRAIN,long-only,20,4466,139.7418648813819,1.6473629600376465,F2-MKT-20,71,-10.372265894957517,-0.3436240910504001,56.33802816901409,-22.27370535943671,60.36984114385737,-1.23759586236456,-18.77404328349265,163.162302852461,14.972474813772417,13.634240123399149,1.3382347,14.972474813772417,11.188228214100985,-179.50090435031274,-80.05489143615749,,1226,3.916932907348243,-143.01490480098553,0.7324,0.9999737040495474
F2-LO-20,VAL,long-only,20,1880,94.69841329000148,0.45645834466769497,F2-MKT-20,24,99.15741755635759,1.230511551847533,62.5,103.3342993965055,161.16454560297169,12.569749649982963,-9.265441984235402,29.47951798397587,-22.757558957409064,-24.023625037212447,1.266066,-22.757558957409064,-17.97501849301069,-215.7050734503813,-105.04815419991657,72.38807009300434,412,3.9561042524005487,-320.19262231215447,0.7324,0.9999737040495474
F2-LS-40,TRAIN,L-S,40,4466,47.880932930920714,1.2453123477840211,self (L-S),71,47.880932930920714,1.2453123477840211,61.97183098591549,77.2203587173645,76.89786906252515,5.899463658837556,-18.193044069354958,289.58957659521343,32.1782048746471,30.799040480767985,1.3791643,32.1782048746471,23.331668304808513,-245.673093905809,-107.77180463436575,87.2473494726065,678,2.1661341853035143,296.7347323933257,0.2004,0.8328977554085515
F2-LS-40,VAL,L-S,40,1880,-44.19966798948807,-0.912650708197868,self (L-S),24,-44.19966798948807,-0.912650708197868,45.83333333333333,-24.270174465922793,96.85998727106741,-5.176902773315028,-13.07576853897946,-183.06316707558258,-160.11852062771726,-161.42727408339005,1.3087535,-160.11852062771726,-122.34429309747802,-439.15085500086064,-262.90326175753586,,232,2.2277091906721536,-205.70312008472013,0.2004,0.8328977554085515
F2-LO-40,TRAIN,long-only,40,4466,201.42453986482678,2.500284415605874,F2-MKT-40,71,41.774844884984724,1.9679429398379724,54.929577464788736,42.63326907010492,42.455341605000186,5.129779511422483,-8.602902373737598,289.58957659521343,32.1782048746471,30.799040480767985,1.3791643,32.1782048746471,23.331668304808513,-245.673093905809,-107.77180463436575,87.2473494726065,678,2.1661341853035143,296.7347323933257,0.0506,0.3399241873581986
F2-LO-40,VAL,long-only,40,1880,-42.397659668068535,-0.23511097422183463,F2-MKT-40,24,-33.914995670012765,-0.7673691440489595,37.5,-27.76484576298886,88.39290954823413,-3.9947362080847704,-11.27014441096289,-183.06316707558258,-160.11852062771726,-161.42727408339005,1.3087535,-160.11852062771726,-122.34429309747802,-439.15085500086064,-262.90326175753586,,232,2.2277091906721536,-205.70312008472013,0.0506,0.3399241873581986
F2-LS-60,TRAIN,L-S,60,4466,46.939119090784544,1.723761151417927,self (L-S),71,46.939119090784544,1.723761151417927,60.56338028169014,65.18216663562677,54.46127968735516,5.7804102827542,-14.920385285573158,474.26291250430427,70.17894977009288,68.73360268097409,1.4453471,70.17894977009288,48.55508492946066,-313.2215498526232,-130.8277823587291,97.80596436001672,482,1.5399361022364217,151.2818106318597,0.0808,0.49034049810538705
F2-LS-60,VAL,L-S,60,1880,-43.73037875528539,-1.0252830160728001,self (L-S),24,-43.73037875528539,-1.0252830160728001,37.5,-13.104301782361015,85.3040147349526,-5.123252443999149,-13.300740512554166,-39.993749525684485,-200.6594244241558,-202.03907295945766,1.3796486,-200.6594244241558,-145.44241869517674,-582.2808531325601,-358.8225428217931,,161,1.5459533607681757,-1029.3713131211694,0.0808,0.49034049810538705
