veto,removed,removed_$,removed_R_mean,book_delta_$
ofi_range,9,-299.94272060666515,-0.2101467097078431,299.9427206066666
tai_range,57,3489.7292480601004,0.5450205059841009,-3489.729248060099
ofi_break60,12,-223.94790155756792,-0.03361970181799082,223.9479015575689
tai_break60,37,2865.1982576019336,0.5995589861938052,-2865.1982576019327
spread_at_break_bps,37,2327.0049268929906,0.5164188106088551,-2327.0049268929906
