id,trade_date,symbol,side,entry_price,stop_loss_price,take_profit_price,shares,risk_per_share,total_risk,risk_reward_ratio,order_id,order_status,fill_price,filled_at,exit_price,exit_reason,exited_at,pnl,pnl_pct,pattern_data,created_at,updated_at,filled_qty,real_stop_loss_price,partial_exit_price,partial_exit_shares,partial_exit_pnl,partial_exit_reason,partial_exited_at,news_catalyst,news_headline,news_reason,exit_trigger_price,exit_quote_bid,exit_quote_ask,exit_quote_bid_size,exit_quote_ask_size,exit_quote_spread,exit_limit_price,exit_pricing_method,exit_submitted_at,exit_fill_latency_ms,exit_slippage,exit_ofi,entry_quote_bid,entry_quote_ask,entry_quote_bid_size,entry_quote_ask_size,entry_quote_spread,entry_quote_ofi,entry_fill_quote_bid,entry_fill_quote_ask,strategy,entry_l2_depth,exit_l2_depth,bar_close_price,bar_close_at,loop_processed_at,quote_fetched_at,order_submitted_at,order_filled_at,bar_close_to_loop_ms,loop_to_quote_ms,quote_to_submit_ms,submit_to_fill_ms,drift_bar_to_ask_bps,drift_bar_to_fill_bps,drift_ask_to_fill_bps,reject_reason,scale_qty,scale_price,scale_pnl,scaled_at,filled_dt,exited_dt,hb,pb,fam,planned,planned_src,mid_dec,hs_dec_bps,eff_dec_bps,ratio_dec,mid_fill,hs_fill_bps,eff_fill_bps,ratio_fill,pos_in_spread_dec,pos_in_spread_fill,fill_vs_ask_dec_bps,fill_vs_ask_fill_bps,qspread_pct_dec,qspread_pct_fill,research_spread_pct,research_over_real,chase_bps,barclose_to_fill_bps
139,2026-05-21,YANG,buy,29.86,29.5,0.0,188,0.35930999999999713,67.55027999999946,0.0,a2e9fb87-5dd6-43ff-8474-c4dbb45cd398,closed,29.7797,2026-05-21T13:35:40.520000+00:00,29.492706,stop_loss,2026-05-21T13:54:17.098041+00:00,-53.954871999999995,-0.9637236103788822,"{""range_high"": 29.77, ""range_low"": 29.5, ""range_size"": 0.2699999999999996, ""composite_score"": 0.5847918863079101, ""quintile"": ""Q5"", ""adaptive_mult"": 1.5, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-21T13:35:02.139474+00:00,2026-05-21T13:54:17.098063+00:00,188.0,,,,,,,,,,29.5,29.5,29.51,100.0,300.0,,29.35,stop_bid,,,-0.1427059999999969,,29.7,29.71,100.0,200.0,0.010000000000001563,-576.6237377885361,29.75,29.76,orb,,,29.77,,,,2026-05-21T13:35:02.139386+00:00,2026-05-21T13:35:40.520000+00:00,,,,38380.0,,3.2583137386626504,23.460114439581766,,,,,,2026-05-21 13:35:40.520000+00:00,2026-05-21 13:54:17.098041+00:00,09:35-10:00,$20-50,stop,29.77,range_high,29.705,1.6832183134155132,25.14728160242383,14.939999999997662,29.755000000000003,1.6803898504455657,8.301125861198361,4.939999999998373,7.969999999998653,2.9699999999993643,23.464063289007722,6.620736010753393,0.033664366268310264,0.03360779700891132,0.8,23.803999999996282,3.2583137386626504,3.2583137386626504
140,2026-05-21,GRRR,buy,14.28,13.93,0.0,65,0.3527199999999997,22.92679999999998,0.0,7b82ef22-01df-4aa3-95b7-f5f8743a1655,closed,14.24,2026-05-21T13:35:06.385000+00:00,14.1229,tag_bb,2026-05-21T13:36:21.975494+00:00,-7.611500000000042,-0.8223314606741617,"{""range_high"": 14.24, ""range_low"": 13.93, ""range_size"": 0.3100000000000005, ""composite_score"": 0.2229675830276277, ""quintile"": ""Q3"", ""adaptive_mult"": 0.25, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-21T13:35:03.159794+00:00,2026-05-21T13:36:21.975506+00:00,65.0,,,,,,,,,,14.16,,,,,,14.09,force_exit_override,,,-0.03289999999999971,,14.14,14.23,100.0,100.0,0.08999999999999986,393.189812692887,14.14,14.23,orb,,,14.24,,,,2026-05-21T13:35:03.159704+00:00,2026-05-21T13:35:06.385000+00:00,,,,3225.0,,0.0,7.0274068868586,,,,,,2026-05-21 13:35:06.385000+00:00,2026-05-21 13:36:21.975494+00:00,09:35-10:00,$10-20,stop,14.24,range_high,14.185,31.723651744800797,38.773352132534164,1.2222222222222177,14.185,31.723651744800797,38.773352132534164,1.2222222222222177,1.111111111111109,1.111111111111109,7.04970038773337,7.04970038773337,0.6344730348960159,0.6344730348960159,1.2,1.8913333333333362,0.0,0.0
143,2026-05-21,IONZ,buy,3.12,2.9952,3.432,2053,0.12480000000000001,256.2144,2.4999999999999987,5a920d41-ed17-4f6c-bc5f-839fdf12896e,closed,3.139793,2026-05-21T14:28:12.401365+00:00,2.995,stop_loss,2026-05-21T14:40:16.662416+00:00,-297.2600289999999,-4.611546047780856,"{""pole_start_idx"": 47, ""pole_end_idx"": 50, ""flag_start_idx"": 51, ""flag_end_idx"": 55, ""pole_low"": 2.84, ""pole_high"": 3.11, ""pole_height"": 0.27, ""pole_gain_pct"": 9.507042253521128, ""flag_low"": 2.98, ""flag_high"": 3.12, ""retracement_pct"": 48.14814814814811, ""pullback_candle_count"": 5, ""avg_pole_volume"": 226469.75, ""avg_flag_volume"": 198747.2, ""breakout_level"": 3.12}",2026-05-21T14:27:01.466217+00:00,2026-05-21T14:40:16.662427+00:00,2053.0,2.9952,,,,,,0.0,IonQ Just Nuked The Shorts — This ETF Is The Smoking Wreckage,"Market roundup recap of ETF movements and price action, not a specific catalyst",2.995,2.99,3.0,37900.0,75400.0,0.009999999999999787,2.96,stop_bid,2026-05-21T14:39:25.299984+00:00,51362.42055892944,-0.03500000000000014,-17645.49993970223,3.11,3.12,27800.0,47500.0,0.010000000000000231,-31530.54443352075,3.07,3.08,bull_flag,,,3.12,2026-05-21T14:27:00+00:00,2026-05-21T14:27:00.508385+00:00,,2026-05-21T14:27:01.470903+00:00,2026-05-21T14:28:12.401365+00:00,508.0,,960.0,70930.0,,63.4391025641024,,,,,,,2026-05-21 14:28:12.401365+00:00,2026-05-21 14:40:16.662416+00:00,10:00-11:00,<$5,stop,3.12,breakout_level,3.115,16.051364365971477,79.59229534510382,4.958599999999854,3.075,16.26016260162639,210.70894308943048,12.958599999999675,2.979299999999949,6.979299999999861,63.54093097913306,194.4487804878048,0.32102728731942953,0.3252032520325278,1.9,5.842499999999865,63.4391025641024,63.4391025641024
145,2026-05-22,FLO,buy,7.69,7.4,0.0,897,0.2930099999999989,262.829969999999,0.0,6160df11-95a7-4656-a422-2b7e5642215f,closed,7.6695,2026-05-22T13:41:15.277000+00:00,7.6137,tag_bb,2026-05-22T13:42:16.874631+00:00,-50.05260000000046,-0.7275572071191149,"{""range_high"": 7.67, ""range_low"": 7.4, ""range_size"": 0.2699999999999996, ""composite_score"": 0.3131872194587975, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-22T13:35:02.045578+00:00,2026-05-22T13:42:16.874644+00:00,897.0,,,,,,,,,,7.62,,,,,,7.58,force_exit_override,,,-0.03369999999999962,,7.6,7.65,1100.0,500.0,0.05000000000000071,1289.4162588614274,7.65,7.67,orb,,,7.67,,,,2026-05-22T13:35:02.045486+00:00,2026-05-22T13:41:15.277000+00:00,,,,373231.0,,-0.6518904823985956,25.490196078431175,,,,,,2026-05-22 13:41:15.277000+00:00,2026-05-22 13:42:16.874631+00:00,09:35-10:00,$5-10,stop,7.67,range_high,7.625,32.786885245902106,58.36065573770519,1.779999999999983,7.66,13.054830287205986,12.402088772846037,0.9500000000000268,1.3899999999999915,0.9750000000000133,25.57377049180308,-0.6527415143599515,0.6557377049180421,0.26109660574411975,1.9,7.277000000000156,-0.6518904823985956,-0.6518904823985956
147,2026-05-22,SMWB,buy,4.11,3.81,0.0,1679,0.30229999999999935,507.5616999999989,0.0,77e3da41-19fb-4582-b10b-b67884b5779a,closed,4.11,2026-05-22T13:41:16.924000+00:00,4.15,tag_bb,2026-05-22T13:43:15.370041+00:00,67.16000000000005,0.9732360097323608,"{""range_high"": 4.1, ""range_low"": 3.81, ""range_size"": 0.2899999999999996, ""composite_score"": 0.3263520098565718, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-22T13:40:01.491244+00:00,2026-05-22T13:43:15.370057+00:00,1679.0,,,,,,,,,,4.14,,,,,,4.11,force_exit_override,,,-0.040000000000000036,,4.15,4.2,400.0,6300.0,0.04999999999999982,2725.7875986624,4.14,4.18,orb,,,4.1,,,,2026-05-22T13:40:01.491155+00:00,2026-05-22T13:41:16.924000+00:00,,,,75432.0,,24.390243902440673,-214.28571428571394,,,,,,2026-05-22 13:41:16.924000+00:00,2026-05-22 13:43:15.370041+00:00,09:35-10:00,<$5,stop,4.1,range_high,4.175000000000001,59.880239520957865,-155.68862275449192,-2.6000000000000245,4.16,48.076923076923116,-120.19230769230727,-2.4999999999999893,-0.8000000000000036,-0.7499999999999833,-215.56886227544874,-168.2692307692293,1.1976047904191574,0.9615384615384623,1.9,1.9759999999999982,24.390243902440673,24.390243902440673
148,2026-05-26,TRT,buy,15.53,14.53,0.0,444,0.9964399999999998,442.41935999999987,0.0,5a370f73-a6ad-4346-80b5-e6812deb656a,closed,15.53,2026-05-26T13:42:00.721000+00:00,16.2882,lock_stop,2026-05-26T18:09:44.597180+00:00,336.6408000000002,4.882163554410821,"{""range_high"": 15.48, ""range_low"": 14.53, ""range_size"": 0.9500000000000011, ""composite_score"": 0.36618651765279997, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-26T13:35:02.585338+00:00,2026-05-26T18:09:44.597194+00:00,444.0,,,,,,,,,,16.0,16.0,16.67,1200.0,100.0,,15.92,stop_bid,,,-0.36819999999999986,,15.3,15.47,200.0,500.0,0.16999999999999993,7204.68600411973,15.55,15.73,orb,,,15.48,,,,2026-05-26T13:35:02.585260+00:00,2026-05-26T13:42:00.721000+00:00,,,,418135.0,,32.29974160206649,38.78474466709678,,,,,,2026-05-26 13:42:00.721000+00:00,2026-05-26 18:09:44.597180+00:00,09:35-10:00,$10-20,target/lock,15.48,range_high,15.385000000000002,55.24861878453036,94.24764380890333,1.7058823529411513,15.64,57.54475703324799,-70.33248081841509,-1.2222222222222376,1.3529411764705808,-0.1111111111111188,38.99902502437355,-127.87723785166308,1.1049723756906071,1.1508951406649597,1.2,1.0426666666666684,32.29974160206649,32.29974160206649
149,2026-05-26,BRCB,buy,7.36,7.15,0.0,938,0.21161879999999833,198.49843439999844,0.0,fd4a3f45-03b4-42d8-8029-cd83e6470318,closed,7.35,2026-05-26T13:40:47.725000+00:00,7.1201,stop_loss,2026-05-26T14:19:44.059980+00:00,-215.6461999999998,-3.127891156462582,"{""range_high"": 7.3396, ""range_low"": 7.15, ""range_size"": 0.18959999999999955, ""composite_score"": 0.3520040100982091, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-26T13:37:02.043072+00:00,2026-05-26T14:19:44.059994+00:00,938.0,,,,,,,,,,7.15,7.15,7.18,100.0,100.0,,7.11,stop_bid,,,-0.010099999999999554,,7.22,7.28,100.0,500.0,0.0600000000000005,1921.1794744964884,7.28,7.35,orb,,,7.3396,,,,2026-05-26T13:37:02.042997+00:00,2026-05-26T13:40:47.725000+00:00,,,,225682.0,,14.16970952095447,96.15384615384532,,,,,,2026-05-26 13:40:47.725000+00:00,2026-05-26 14:19:44.059980+00:00,09:35-10:00,$5-10,stop,7.3396,range_high,7.25,41.37931034482793,137.93103448275812,3.3333333333332935,7.3149999999999995,47.8468899521527,47.846889952153305,1.0000000000000127,2.166666666666647,1.0,96.55172413793021,0.0,0.8275862068965585,0.956937799043054,1.9,1.985500000000017,14.16970952095447,14.16970952095447
150,2026-05-26,IHRT,buy,4.84,4.51,0.0,1425,0.33448999999999973,476.6482499999996,0.0,3767a593-5dad-4e04-ac9e-59fbb8c98f29,closed,4.84,2026-05-26T13:41:16.642000+00:00,4.82,tag_bb,2026-05-26T13:43:16.169638+00:00,-28.499999999999392,-0.41322314049585895,"{""range_high"": 4.83, ""range_low"": 4.51, ""range_size"": 0.3200000000000003, ""composite_score"": 0.4018667725565796, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-26T13:39:01.680612+00:00,2026-05-26T13:43:16.169650+00:00,1425.0,,,,,,,,,,4.85,,,,,,4.82,force_exit_override,,,0.0,,4.84,4.87,300.0,400.0,0.03000000000000025,-939.4386963933989,4.84,4.88,orb,,,4.83,,,,2026-05-26T13:39:01.680534+00:00,2026-05-26T13:41:16.642000+00:00,,,,134961.0,,20.70393374741157,-61.60164271047279,,,,,,2026-05-26 13:41:16.642000+00:00,2026-05-26 13:43:16.169638+00:00,09:35-10:00,<$5,stop,4.83,range_high,4.855,30.895983522142377,-30.89598352214329,-1.0000000000000295,4.859999999999999,41.152263374485635,-41.152263374484725,-0.9999999999999779,0.0,0.0,-61.79196704428475,-82.30452674897127,0.6179196704428476,0.8230452674897127,1.9,2.3084999999999978,20.70393374741157,20.70393374741157
151,2026-05-26,IPWR,buy,7.07,6.4,0.0,976,0.6740589999999989,657.8815839999988,0.0,a8d81abf-7d84-443d-9777-85055122cebe,closed,7.07,2026-05-26T14:02:27.860000+00:00,7.10847,force_close,2026-05-26T19:45:02.204000+00:00,37.546719999999354,0.5441301272984348,"{""range_high"": 7.053, ""range_low"": 6.4001, ""range_size"": 0.6528999999999998, ""composite_score"": 0.3484134805441898, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-26T13:40:01.678398+00:00,2026-05-26T19:45:02.584309+00:00,976.0,,,,,,,,,,,,,,,,,,,,,,6.52,6.58,100.0,5800.0,0.0600000000000005,-5263.710853645841,7.02,7.14,orb,,,7.053,,,,2026-05-26T13:40:01.678323+00:00,2026-05-26T14:02:27.860000+00:00,,,,1346181.0,,24.10321848858691,744.6808510638301,,,,,,2026-05-26 14:02:27.860000+00:00,2026-05-26 19:45:02.204000+00:00,10:00-11:00,$5-10,eod/force,7.053,range_high,6.55,45.801526717557635,793.893129770993,17.333333333333204,7.08,84.74576271186447,-14.124293785310433,-0.166666666666663,9.166666666666602,0.41666666666667224,748.0916030534354,-98.87005649717429,0.9160305343511527,1.6949152542372896,1.9,1.1209999999999989,24.10321848858691,24.10321848858691
154,2026-05-26,RYOJ,buy,3.7,3.552,4.07,1048,0.14800000000000002,155.104,2.5000000000000004,a63c2fbf-af63-4839-bf5b-28b2102bf041,closed,3.75876,2026-05-26T14:16:12.929438+00:00,3.8138,trail_stop,2026-05-26T14:19:27.583684+00:00,57.68191999999998,1.4643126988687754,"{""pole_start_idx"": 34, ""pole_end_idx"": 36, ""flag_start_idx"": 37, ""flag_end_idx"": 39, ""pole_low"": 3.3198, ""pole_high"": 3.61, ""pole_height"": 0.2902, ""pole_gain_pct"": 8.741490451232002, ""flag_low"": 3.5, ""flag_high"": 3.7, ""retracement_pct"": 37.90489317711918, ""pullback_candle_count"": 3, ""avg_pole_volume"": 3843.6666666666665, ""avg_flag_volume"": 1366.6666666666667, ""breakout_level"": 3.7}",2026-05-26T14:11:02.199360+00:00,2026-05-26T14:19:27.583693+00:00,1048.0,3.552,,,,,,0.0,RYojbaba Shares Resume Trade,Trading resumption announcement with no material business developments disclosed.,3.8,3.78,3.97,100.0,100.0,0.1900000000000004,3.75,stop_bid_rest,2026-05-26T14:19:10.942829+00:00,16640.843868255615,-0.06380000000000008,963.0739396516869,3.59,3.68,100.0,300.0,0.0900000000000003,2979.452700560522,3.67,3.9,bull_flag,,,3.7,2026-05-26T14:11:00+00:00,2026-05-26T14:11:01.002888+00:00,,2026-05-26T14:11:02.202113+00:00,2026-05-26T14:16:12.929438+00:00,1002.0,,1198.0,310727.0,,158.8108108108106,,,,,,,2026-05-26 14:16:12.929438+00:00,2026-05-26 14:19:27.583684+00:00,10:00-11:00,<$5,stop,3.7,breakout_level,3.635,123.79642365887251,340.46767537826776,2.7502222222222197,3.785,303.83091149273446,-69.32628797886404,-0.22817391304347864,1.8751111111111076,0.38591304347826166,216.6712517193946,-373.15719947159795,2.4759284731774502,6.076618229854689,1.9,0.3126739130434783,158.8108108108106,158.8108108108106
156,2026-05-27,SOFX,buy,8.91,8.65,0.0,775,0.2516400000000001,195.02100000000007,0.0,edd4d725-d460-4bd1-b769-6b3e95979d81,closed,8.8897,2026-05-27T13:36:15.037000+00:00,8.9901,lock_stop,2026-05-27T15:20:46.904794+00:00,77.81000000000037,1.1293969425289998,"{""range_high"": 8.88, ""range_low"": 8.655, ""range_size"": 0.22500000000000142, ""composite_score"": 0.3260563202776528, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-27T13:35:06.361582+00:00,2026-05-27T15:20:46.904811+00:00,775.0,,,,,,,,,,9.0,9.0,9.01,2100.0,500.0,,8.96,stop_bid,,,-0.030099999999999127,,8.79,8.8,100.0,600.0,0.010000000000001563,2717.8260175464793,8.92,8.95,orb,,,8.88,,,,2026-05-27T13:35:06.361506+00:00,2026-05-27T13:36:15.037000+00:00,,,,68675.0,,10.92342342342197,101.9318181818168,,,,,,2026-05-27 13:36:15.037000+00:00,2026-05-27 15:20:46.904794+00:00,09:35-10:00,$5-10,target/lock,8.88,range_high,8.795,5.6850483229116335,107.674815235929,18.93999999999695,8.934999999999999,16.78791270285359,-50.69949636261806,-3.0200000000000133,9.969999999998477,-1.0100000000000362,101.98976691301738,-67.48740906547263,0.11370096645823267,0.3357582540570718,1.9,5.658833333333452,10.92342342342197,10.92342342342197
157,2026-05-27,HIMZ,buy,28.49,26.21,0.0,242,2.275099699999995,550.5741273999987,0.0,ec419d1b-1fce-469e-a800-1f7fa5d66ae0,closed,28.439777,2026-05-27T13:39:02.706000+00:00,28.16,tag_bb,2026-05-27T13:40:30.481906+00:00,-67.70603399999982,-0.9837524394090688,"{""range_high"": 28.3999, ""range_low"": 26.21, ""range_size"": 2.189899999999998, ""composite_score"": 0.30709895148396676, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-27T13:35:07.752153+00:00,2026-05-27T13:40:30.481923+00:00,242.0,,,,,,,,,,28.3,,,,,,28.16,force_exit_override,,,0.0,,27.79,27.96,300.0,100.0,0.1700000000000017,2670.0430372028914,28.53,28.67,orb,,,28.3999,,,,2026-05-27T13:35:07.752080+00:00,2026-05-27T13:39:02.706000+00:00,,,,234953.0,,14.041246624108044,171.5940629470667,,,,,,2026-05-27 13:39:02.706000+00:00,2026-05-27 13:40:30.481906+00:00,09:35-10:00,$20-50,stop,28.3999,range_high,27.875,30.493273542601205,202.61058295964105,6.6444352941175735,28.6,24.475524475524573,-56.02202797202867,-2.2889000000000195,3.8222176470587867,-0.6444500000000096,172.11730941703985,-80.49755244755325,0.6098654708520241,0.4895104895104915,0.8,1.634285714285708,14.041246624108044,14.041246624108044
159,2026-05-28,TDOC,buy,7.03,6.66,0.0,982,0.36752999999999947,360.91445999999945,0.0,cf35e208-2bdc-41a2-afa3-baf41a561d93,closed,7.01,2026-05-28T13:58:12.750000+00:00,7.684,force_close,2026-05-28T19:45:01.677000+00:00,661.8680000000004,9.614835948644798,"{""range_high"": 7.01, ""range_low"": 6.6635, ""range_size"": 0.3464999999999998, ""composite_score"": 0.3563431348294967, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-28T13:35:03.265468+00:00,2026-05-28T19:45:02.702111+00:00,982.0,,,,,,,,,,,,,,,,,,,,,,6.82,6.86,300.0,600.0,0.040000000000000036,1491.8424178531952,7.01,7.02,orb,,,7.01,,,,2026-05-28T13:35:03.265379+00:00,2026-05-28T13:58:12.750000+00:00,,,,1389484.0,,0.0,218.65889212827912,,,,,,2026-05-28 13:58:12.750000+00:00,2026-05-28 19:45:01.677000+00:00,09:35-10:00,$5-10,eod/force,7.01,range_high,6.84,29.239766081871373,248.53801169590636,8.49999999999999,7.015,7.127583749108901,-7.127583749108901,-1.0,4.749999999999983,0.0,219.2982456140343,-14.255167498217801,0.5847953216374274,0.14255167498217802,1.9,13.32850000000028,0.0,0.0
161,2026-05-28,AMPX,buy,19.15,18.3,0.0,360,0.8422699999999992,303.2171999999997,0.0,12e90e4f-22cb-4f2e-9edf-5f9bfde5e035,closed,19.1,2026-05-28T13:38:05.382000+00:00,18.84,tag_bb,2026-05-28T13:39:22.209417+00:00,-93.60000000000056,-1.361256544502626,"{""range_high"": 19.09, ""range_low"": 18.305, ""range_size"": 0.7850000000000001, ""composite_score"": 0.3018710923970775, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-28T13:35:04.516996+00:00,2026-05-28T13:39:22.209434+00:00,360.0,,,,,,,,,,18.8221,,,,,,18.73,force_exit_override,,,-0.10999999999999943,,18.98,19.04,200.0,100.0,0.05999999999999872,-2468.7221012560726,18.91,18.96,orb,,,19.09,,,,2026-05-28T13:35:04.516928+00:00,2026-05-28T13:38:05.382000+00:00,,,,180865.0,,5.238344683080966,31.512605042018006,,,,,,2026-05-28 13:38:05.382000+00:00,2026-05-28 13:39:22.209417+00:00,09:35-10:00,$10-20,stop,19.09,range_high,19.009999999999998,15.78116780641734,47.34350341925483,3.000000000000178,18.935000000000002,13.203063110641855,87.14021653023455,6.599999999999872,2.000000000000059,3.7999999999999714,31.56233561283655,73.93715341959364,0.3156233561283468,0.2640612622128371,1.2,4.544399999999936,5.238344683080966,5.238344683080966
162,2026-05-28,BOIL,buy,27.41,26.99,0.0,205,0.4219899999999974,86.50794999999947,0.0,6276286e-d786-44ab-91c7-e346d17a4f0b,closed,27.34,2026-05-28T13:37:42.797000+00:00,29.9401,force_close,2026-05-28T19:45:02.250000+00:00,533.0205000000002,9.510241404535485,"{""range_high"": 27.33, ""range_low"": 26.99, ""range_size"": 0.33999999999999986, ""composite_score"": 0.6492173627370479, ""quintile"": ""Q5"", ""adaptive_mult"": 1.5, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-28T13:35:05.266743+00:00,2026-05-28T19:45:02.829013+00:00,205.0,,,,,,,,,,,,,,,,,,,,,,27.3,27.31,900.0,200.0,0.00999999999999801,720.972787644009,27.33,27.34,orb,,,27.33,,,,2026-05-28T13:35:05.266662+00:00,2026-05-28T13:37:42.797000+00:00,,,,157530.0,,3.658982802781399,10.984987184182035,,,,,,2026-05-28 13:37:42.797000+00:00,2026-05-28 19:45:02.250000+00:00,09:35-10:00,$20-50,eod/force,27.33,range_high,27.305,1.831166453030216,12.818165171214115,7.000000000001421,27.335,1.8291567587345094,1.8291567587338595,0.9999999999996447,4.0000000000007105,1.0,10.9869987181839,0.0,0.03662332906060432,0.03658313517469019,0.8,21.867999999996584,3.658982802781399,3.658982802781399
163,2026-05-29,SMCY,buy,8.0,7.72,0.0,863,0.2838396999999988,244.95366109999898,0.0,ff5319d6-b845-4e49-b7ff-33203ea14ea2,closed,7.99,2026-05-29T13:36:50.526000+00:00,7.9651,force_close,2026-05-29T19:45:01.885000+00:00,-21.488700000000506,-0.3116395494368034,"{""range_high"": 7.9799, ""range_low"": 7.72, ""range_size"": 0.2599, ""composite_score"": 0.30950731167828716, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-29T13:35:01.980742+00:00,2026-05-29T19:45:02.323103+00:00,863.0,,,,,,,,,,,,,,,,,,,,,,7.89,7.9,100.0,400.0,0.010000000000000675,-1229.9313529620888,7.99,8.0,orb,,,7.9799,,,,2026-05-29T13:35:01.980664+00:00,2026-05-29T13:36:50.526000+00:00,,,,108545.0,,12.656800210529507,113.9240506329112,,,,,,2026-05-29 13:36:50.526000+00:00,2026-05-29 19:45:01.885000+00:00,09:35-10:00,$5-10,eod/force,7.9799,range_high,7.895,6.333122229259453,120.3293223559223,18.99999999999885,7.995,6.25390869293295,-6.25390869293295,-1.0,9.999999999999378,0.0,113.99620012666226,-12.5078173858659,0.12666244458518905,0.125078173858659,1.9,15.190500000000323,12.656800210529507,12.656800210529507
164,2026-05-29,PLTG,buy,15.55,14.78,0.0,444,0.7664999999999988,340.3259999999995,0.0,18f7fa04-aa83-436e-9cf6-3330e88d2916,closed,15.53,2026-05-29T13:35:17.142000+00:00,15.415,tag_bb,2026-05-29T13:36:18.720161+00:00,-51.060000000000095,-0.7405022537025127,"{""range_high"": 15.5, ""range_low"": 14.78, ""range_size"": 0.7200000000000006, ""composite_score"": 0.30605276755919963, ""quintile"": ""Q4"", ""adaptive_mult"": 1.842, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-29T13:35:02.638774+00:00,2026-05-29T13:36:18.720180+00:00,444.0,,,,,,,,,,15.38,,,,,,15.3,force_exit_override,,,-0.11499999999999844,,15.33,15.39,2100.0,300.0,0.0600000000000005,-6765.934182923312,15.46,15.53,orb,,,15.5,,,,2026-05-29T13:35:02.638694+00:00,2026-05-29T13:35:17.142000+00:00,,,,14503.0,,19.354838709677008,90.96816114359895,,,,,,2026-05-29 13:35:17.142000+00:00,2026-05-29 13:36:18.720161+00:00,09:35-10:00,$10-20,stop,15.5,range_high,15.36,19.531250000000163,110.67708333333329,5.666666666666617,15.495000000000001,22.58793159083527,22.587931590834696,0.9999999999999745,3.333333333333294,1.0,91.14583333333256,0.0,0.3906250000000033,0.4517586318167054,1.2,2.656285714285771,19.354838709677008,19.354838709677008
165,2026-05-29,HPQ,buy,27.55,26.5,0.0,34,1.0524099999999947,35.78193999999982,0.0,329929f5-8e57-49c1-8425-88b938d55d01,closed,27.4721,2026-05-29T13:59:40.982000+00:00,27.271,stop_loss,2026-05-29T16:59:23.744846+00:00,-6.8374000000000095,-0.7320153901594718,"{""range_high"": 27.47, ""range_low"": 26.5, ""range_size"": 0.9699999999999989, ""composite_score"": 0.26218539132514407, ""quintile"": ""Q3"", ""adaptive_mult"": 0.25, ""lock_arm_at_r"": 1.75, ""lock_stop_r"": 0.5}",2026-05-29T13:35:03.196870+00:00,2026-05-29T16:59:23.744862+00:00,34.0,,,,,,,,,,24.59,27.27,27.28,1200.0,600.0,,27.13,stop_bid,,,-0.1410000000000018,,27.24,27.28,400.0,1000.0,0.0400000000000027,13600.089926681072,27.47,27.49,orb,,,27.47,,,,2026-05-29T13:35:03.196793+00:00,2026-05-29T13:59:40.982000+00:00,,,,1477785.0,,0.7644703312712819,70.41788856304983,,,,,,2026-05-29 13:59:40.982000+00:00,2026-05-29 16:59:23.744846+00:00,09:35-10:00,$20-50,stop,27.47,range_high,27.259999999999998,7.336757153338721,77.806309611153,10.604999999999436,27.479999999999997,3.6390101892284523,-2.87481804948901,-0.7899999999995968,5.802499999999674,0.1050000000001128,70.46955245781363,-6.5138282387181095,0.1467351430667744,0.07278020378456905,0.8,10.992000000000234,0.7644703312712819,0.7644703312712819
