book,split,n,n_fc,fc_share,d_per_fc,d_per_trade,d_pct_per_trade,tc,reason_changed,drift_med,drift_p5,drift_p95,drift_mean,spread_saving_R,spread_saving_pct,d_usd_per_wk
orb,TRAIN,204,64,31.372549019607842,-0.018839182048180147,-0.005910331622958472,-0.06022418492122192,-0.3342418717932273,4.6875,-0.08134931395411243,-2.8870686482463777,2.6186335530062688,-0.16460006844338093,,,-9.227354472578023
orb,VAL,136,57,41.911764705882355,-0.10396658616677155,-0.04357423096695573,-0.19276351456693702,-2.0522707326143728,1.7543859649122806,-0.11073067618105052,-2.7609542356377843,1.3417540109410213,-0.39350341504545905,,,-105.82313234832104
bf,TRAIN,33,0,0.0,,0.0020969172032401025,0.008476673888792741,1.008839436850976,0.0,,,,,,,0.4718063707290231
bf,VAL,15,1,6.666666666666667,-0.1120154023873699,-0.0074676934924913264,-0.033144654088050174,-1.0302042296151674,0.0,-0.49716981132075233,-0.49716981132075233,-0.49716981132075233,-0.49716981132075233,,,-1.4001925298421236
hod,TRAIN,1622,453,27.928483353884094,-0.01696311748730916,-0.00473754144374294,-0.010144061829787672,-2.288849785504171,1.3245033112582782,-0.03421329939373353,-0.9212165515431139,0.8989476708767935,-0.029063885219853754,0.018457539429692523,0.08395706134236601,-14.777485041828937
hod,VAL,706,233,33.0028328611898,-0.002259559917502967,-0.000745718782971942,-0.009571422544784686,-0.21559742224042236,2.1459227467811157,-0.05866585099330651,-1.0673601236542676,1.0057001128078809,-0.04006546308348497,0.018637152476054564,0.08840900363569326,-2.3930793671735953
