n_nights,n_fills,names_per_day,gross_bps,net_bps_2,t_dayclust_2,net_bps_5,t_dayclust_5,net_bps_10,t_dayclust_10,ex_top5_bps,ex_top1_bps,capped5_bps,flagged_30pct_nights,weekly_p10,weekly_green_share,weekly_gap_median,weekly_gap_p90,weekly_n_strong_weeks,universe_bps,placebo_margin_bps,placebo_t,null_pctile,sample,cell,n,period
1109,9362,8.441839495040577,9.752374095939201,7.752374095939201,1.652584587878289,4.752374095939197,1.2081547606515222,-0.24762590406080662,0.46743838194024395,-47.774074694278454,-18.52805627349656,-21.49109141423321,25,-0.32498805572176936,0.6333333333333333,,,0,4.088924351592172,5.663449744347025,1.2851343771729706,100.0,EXTENSION,1550,10,FULL
1109,17058,15.381424706943193,10.939758906438977,8.939758906438973,1.6932114403154754,5.939758906438973,1.1928047815845233,0.9397589064389676,0.35879368369960296,-37.06724457940501,-13.36061717256511,-12.528542143810736,27,-0.44021131674822106,0.6304347826086957,,,0,4.088924351592172,6.850834554846801,1.278963390933879,100.0,EXTENSION,1551,25,FULL
247,2196,8.890688259109313,51.425056577589785,49.4250565775898,3.367853328961277,46.42505657758979,3.1835287304784825,41.42505657758978,2.8763210663404903,-28.168910299875176,19.577676689956437,-4.211577668938066,7,-0.3936137863668428,0.75,,,0,8.785218579121997,42.6398379984678,2.5930853228341193,100.0,EXTENSION,1550,10,FULL-2020
247,4313,17.46153846153846,38.05878778135657,36.05878778135657,3.174581123653636,33.05878778135657,2.9635813985647967,28.05878778135656,2.6119151900833995,-25.671406781026025,10.797998433044413,0.6428375351663008,7,-0.3960765679467899,0.7368421052631579,,,0,8.785218579121997,29.273569202234576,2.357024877479237,100.0,EXTENSION,1551,25,FULL-2020
252,2374,9.420634920634921,-3.110299950999489,-5.110299950999486,-0.37600213328258836,-8.110299950999492,-0.5928230058962843,-13.110299950999499,-0.9541911269191118,-69.32310092354129,-36.09715736398031,-41.86875048877596,10,-0.4860343146055563,0.4444444444444444,,,0,9.417847842612469,-12.52814779361196,-0.9669766633414743,0.0,EXTENSION,1550,10,FULL-2021
252,4893,19.416666666666668,6.379199881652565,4.379199881652562,0.21815865444252783,1.3791998816525586,-0.0915807312246018,-3.620800118347447,-0.6078130406698161,-45.67881118400427,-20.587704628886677,-20.441514829738445,11,-0.6810548672909084,0.5714285714285714,,,0,9.417847842612469,-3.03864796095991,-0.6006455698278585,5.1,EXTENSION,1551,25,FULL-2021
239,1582,6.619246861924686,-13.073321666125803,-15.073321666125809,-0.24466195231462495,-18.073321666125807,-0.3991021096402081,-23.07332166612581,-0.6565023718495135,-51.79729647707147,-33.93159869457574,-29.65083792740233,3,-0.22835790324296268,1.0,,,0,-3.1577136830128216,-9.915607983112984,0.01574416453352778,0.0,EXTENSION,1550,10,FULL-2022
239,2120,8.870292887029288,-13.786304244100974,-15.786304244100977,-0.3476385390997068,-18.78630424410098,-0.503154843472944,-23.786304244100986,-0.7623486840950068,-48.36814959458481,-32.32646609689936,-27.42575269944978,3,-0.2713052073601042,0.5,,,0,-3.1577136830128216,-10.628590561088156,-0.0809789432707513,0.0,EXTENSION,1551,25,FULL-2022
249,2046,8.216867469879517,-1.6786952037174083,-3.6786952037174125,0.2798527467242386,-6.678695203717413,-0.09306877555467907,-11.678695203717417,-0.714604646019542,-34.78460288677795,-19.296474386970118,-14.743293182242805,1,-0.3231519849684856,0.3333333333333333,,,0,1.6225727767420708,-3.3012679804594836,0.3303235862042287,11.799999999999999,EXTENSION,1550,10,FULL-2023
249,3315,13.313253012048193,-4.032646070205034,-6.032646070205038,0.03949303957960254,-9.03264607020504,-0.35967569404,-14.032646070205043,-1.0249569167393373,-33.61441890367616,-20.159571070455762,-15.096320401250258,2,-0.4260394319626005,0.4,,,0,1.6225727767420708,-5.65521884694711,0.09134543018266435,0.0,EXTENSION,1551,25,FULL-2023
122,1164,9.540983606557377,8.481752051619628,6.481752051619626,0.5482692179784981,3.481752051619623,0.2689870717104143,-1.5182479483803817,-0.19648317206972546,-35.646220285078684,-16.5863362659712,-13.300821431864192,4,-0.3248253987566939,1.0,,,0,2.8716089775577767,5.610143074061846,0.5308606105690258,92.30000000000001,EXTENSION,1550,10,FULL-2024
122,2417,19.811475409836067,14.002737866918894,12.002737866918888,1.1727158018016077,9.002737866918888,0.7843573993588406,4.002737866918885,0.1370933952875618,-25.101883175009803,-6.95556063155207,-3.424576029543825,4,-0.3979246599050616,0.6666666666666666,,,0,2.8716089775577767,11.131128889361111,1.3998142552321224,100.0,EXTENSION,1551,25,FULL-2024
126,1229,9.753968253968255,14.847387452053534,12.847387452053528,0.776321884438967,9.847387452053534,0.5878241157382801,4.847387452053526,0.27366116790380185,-44.41504900241789,-10.60528730066854,-17.50027947336879,3,-0.37062008317936795,0.5,,,0,9.224804890614257,5.622582561439277,0.334716727055975,88.4,PANEL,1550,10,TRAIN
126,2760,21.904761904761905,19.57743424801474,17.577434248014736,1.2160221633768393,14.577434248014736,0.960491458216928,9.577434248014734,0.5346069496170768,-29.749327310372745,-2.9591281051925513,-4.10632195642671,3,-0.6600187350548143,0.5454545454545454,,,0,9.224804890614257,10.35262935740048,0.692097849427248,99.9,PANEL,1551,25,TRAIN
126,1229,9.753968253968255,14.847387452053534,12.847387452053528,0.776321884438967,9.847387452053534,0.5878241157382801,4.847387452053526,0.27366116790380185,-44.41504900241789,-10.60528730066854,-17.50027947336879,3,-0.37062008317936795,0.5,,,0,9.224804890614257,5.622582561439277,0.334716727055975,88.4,PANEL,1550,10,TRAIN-2025
126,2760,21.904761904761905,19.57743424801474,17.577434248014736,1.2160221633768393,14.577434248014736,0.960491458216928,9.577434248014734,0.5346069496170768,-29.749327310372745,-2.9591281051925513,-4.10632195642671,3,-0.6600187350548143,0.5454545454545454,,,0,9.224804890614257,10.35262935740048,0.692097849427248,99.9,PANEL,1551,25,TRAIN-2025
102,1003,9.833333333333334,18.656077924437135,16.65607792443713,0.8798252845250513,13.65607792443713,0.7137703365238737,8.656077924437122,0.4370120898552437,-48.03272561968481,-9.025651981395189,-20.957095156154434,4,-0.1677183989060185,0.5,,,0,0.916131442118974,17.739946482318153,0.9072310038185007,99.8,PANEL,1550,10,VAL
102,2270,22.254901960784313,13.256498811842032,11.256498811842027,0.5247190143721153,8.256498811842027,0.29353929827607367,3.256498811842024,-0.09176022855066265,-44.331792271247984,-13.397293585301128,-17.35661609684322,7,-0.49624860871563736,0.6666666666666666,,,0,0.916131442118974,12.340367369723053,0.5807549725311463,99.9,PANEL,1551,25,VAL
102,1003,9.833333333333334,18.656077924437135,16.65607792443713,0.8798252845250513,13.65607792443713,0.7137703365238737,8.656077924437122,0.4370120898552437,-48.03272561968481,-9.025651981395189,-20.957095156154434,4,-0.1677183989060185,0.5,,,0,0.916131442118974,17.739946482318153,0.9072310038185007,99.8,PANEL,1550,10,VAL-2026
102,2270,22.254901960784313,13.256498811842032,11.256498811842027,0.5247190143721153,8.256498811842027,0.29353929827607367,3.256498811842024,-0.09176022855066265,-44.331792271247984,-13.397293585301128,-17.35661609684322,7,-0.49624860871563736,0.6666666666666666,,,0,0.916131442118974,12.340367369723053,0.5807549725311463,99.9,PANEL,1551,25,VAL-2026
67,646,9.64179104477612,2.9929458646018516,0.9929458646018592,0.09616577307337017,-2.0070541353981493,-0.05019833215078823,-7.007054135398157,-0.29413850752438475,-55.59723213559616,-30.29496573901308,-31.046139825367444,6,-0.3465576750815518,1.0,,,0,7.825111548247858,-4.832165683646007,-0.20820514422264264,28.299999999999997,PANEL,1550,10,TEST
67,1264,18.865671641791046,-4.225695399436798,-6.225695399436795,-0.20054136503510128,-9.225695399436802,-0.4362364021124037,-14.225695399436805,-0.8290614639079074,-47.421998927126,-29.863607769756005,-25.37172791114294,6,-0.4975854098609057,0.5,,,0,7.825111548247858,-12.05080694768466,-0.7701376783661418,1.3,PANEL,1551,25,TEST
67,646,9.64179104477612,2.9929458646018516,0.9929458646018592,0.09616577307337017,-2.0070541353981493,-0.05019833215078823,-7.007054135398157,-0.29413850752438475,-55.59723213559616,-30.29496573901308,-31.046139825367444,6,-0.3465576750815518,1.0,,,0,7.825111548247858,-4.832165683646007,-0.20820514422264264,28.299999999999997,PANEL,1550,10,TEST-2026
