hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H9,MVO,2026-02-02 14:48:00+00:00,1.72,1.65,1.90,6934,2026-02-02 15:11:00+00:00,1.65,stop,-499.94,-4.19,fixed_risk,500,0.0721,499.94,11941.04
H9,NCI,2026-02-02 19:49:00+00:00,1.35,1.32,1.43,10000,2026-02-02 19:53:00+00:00,1.32,stop,-300.00,-2.22,fixed_risk,500,0.0300,300.00,13500.00
H9,SNES,2026-02-02 18:53:00+00:00,2.03,1.98,2.15,10000,2026-02-02 18:54:00+00:00,2.15,target,1250.00,6.16,fixed_risk,500,0.0500,500.00,20300.00
H9,ELAB,2026-02-03 18:27:00+00:00,2.35,2.32,2.42,10000,2026-02-03 18:37:00+00:00,2.32,stop,-300.00,-1.28,fixed_risk,500,0.0300,300.00,23500.00
H9,BNKK,2026-02-06 15:19:00+00:00,3.76,3.70,3.92,7692,2026-02-06 15:28:00+00:00,3.92,target,1249.95,4.32,fixed_risk,500,0.0650,499.98,28921.92
H9,NTWK,2026-02-06 18:58:00+00:00,3.41,3.35,3.56,8333,2026-02-06 19:59:00+00:00,3.44,eod,249.99,0.88,fixed_risk,500,0.0600,499.98,28415.53
H9,OPTX,2026-02-11 19:46:00+00:00,6.40,6.31,6.62,5561,2026-02-11 20:00:00+00:00,6.39,eod,-37.26,-0.10,fixed_risk,500,0.0899,499.93,35590.40
H9,ZNB,2026-02-11 14:54:00+00:00,0.27,0.26,0.30,10000,2026-02-11 15:13:00+00:00,0.26,stop,-117.00,-4.28,fixed_risk,500,0.0117,117.00,2731.00
H9,DBGI,2026-02-17 15:16:00+00:00,5.36,5.27,5.58,5561,2026-02-17 15:18:00+00:00,5.58,target,1249.83,4.19,fixed_risk,500,0.0899,499.93,29806.96
H9,GLXG,2026-02-17 14:48:00+00:00,2.64,2.60,2.75,10000,2026-02-17 14:51:00+00:00,2.75,target,1047.50,3.96,fixed_risk,500,0.0419,419.00,26419.00
H9,CDIO,2026-02-18 19:55:00+00:00,2.43,2.39,2.53,10000,2026-02-18 19:59:00+00:00,2.39,stop,-400.00,-1.65,fixed_risk,500,0.0400,400.00,24300.00
H9,INTS,2026-02-19 15:02:00+00:00,6.18,6.02,6.59,3111,2026-02-19 15:03:00+00:00,6.59,target,1249.84,6.50,fixed_risk,500,0.1607,499.94,19241.53
H9,KIDZ,2026-02-19 18:44:00+00:00,0.12,0.11,0.13,10000,2026-02-19 20:00:00+00:00,0.12,eod,-14.00,-1.17,fixed_risk,500,0.0060,59.90,1198.00
H9,NAMM,2026-02-19 14:46:00+00:00,2.65,2.59,2.80,8333,2026-02-19 15:10:00+00:00,2.80,target,1249.95,5.66,fixed_risk,500,0.0600,499.98,22082.45
H9,RLYB,2026-02-19 19:30:00+00:00,4.86,4.80,5.01,8305,2026-02-19 19:58:00+00:00,4.81,eod,-411.10,-1.02,fixed_risk,500,0.0602,499.96,40362.30
