hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H2,BTOG,2026-02-02 15:29:00+00:00,3.21,3.09,3.44,2083,2026-02-02 15:53:00+00:00,3.09,stop,-249.96,-3.74,fixed_risk,250,0.1200,249.96,6676.02
H2,MVO,2026-02-02 14:48:00+00:00,1.72,1.65,1.87,3467,2026-02-02 15:11:00+00:00,1.65,stop,-249.97,-4.19,fixed_risk,250,0.0721,249.97,5970.52
H2,PBM,2026-02-04 15:22:00+00:00,2.85,2.76,3.04,2702,2026-02-04 17:19:00+00:00,2.76,stop,-249.93,-3.24,fixed_risk,250,0.0925,249.93,7707.45
H2,BNKK,2026-02-06 15:19:00+00:00,3.76,3.70,3.89,3846,2026-02-06 15:28:00+00:00,3.89,target,499.98,3.46,fixed_risk,250,0.0650,249.99,14460.96
H2,NTWK,2026-02-06 18:58:00+00:00,3.41,3.35,3.53,4166,2026-02-06 19:04:00+00:00,3.53,target,499.92,3.52,fixed_risk,250,0.0600,249.96,14206.06
H2,JFB,2026-02-09 15:15:00+00:00,33.49,33.30,33.86,1351,2026-02-09 15:16:00+00:00,33.86,target,499.87,1.10,fixed_risk,250,0.1850,249.94,45244.99
H2,OPTX,2026-02-11 19:46:00+00:00,6.40,6.31,6.58,2780,2026-02-11 19:53:00+00:00,6.58,target,499.84,2.81,fixed_risk,250,0.0899,249.92,17792.00
H2,DBGI,2026-02-17 15:16:00+00:00,5.36,5.27,5.54,2780,2026-02-17 15:18:00+00:00,5.54,target,499.84,3.35,fixed_risk,250,0.0899,249.92,14900.80
H2,INTS,2026-02-19 15:02:00+00:00,6.18,6.02,6.51,1555,2026-02-19 15:03:00+00:00,6.51,target,499.78,5.20,fixed_risk,250,0.1607,249.89,9617.67
H2,NAMM,2026-02-19 14:46:00+00:00,2.65,2.59,2.77,4166,2026-02-19 14:48:00+00:00,2.77,target,499.92,4.53,fixed_risk,250,0.0600,249.96,11039.90
H2,RLYB,2026-02-19 19:30:00+00:00,4.86,4.80,4.98,4152,2026-02-19 19:58:00+00:00,4.81,eod,-205.52,-1.02,fixed_risk,250,0.0602,249.95,20178.72
H2,DBGI,2026-02-20 14:39:00+00:00,5.16,5.08,5.33,2941,2026-02-20 14:43:00+00:00,5.33,target,499.97,3.29,fixed_risk,250,0.0850,249.98,15175.56
H2,ELWT,2026-02-25 15:03:00+00:00,7.34,7.26,7.50,3188,2026-02-25 15:04:00+00:00,7.50,target,499.88,2.14,fixed_risk,250,0.0784,249.94,23402.47
H2,HCTI,2026-02-26 19:14:00+00:00,6.37,6.31,6.49,4166,2026-02-26 19:17:00+00:00,6.49,target,499.92,1.88,fixed_risk,250,0.0600,249.96,26537.42
H2,ASTI,2026-02-27 14:46:00+00:00,6.04,5.96,6.19,3333,2026-02-27 14:51:00+00:00,5.96,stop,-249.98,-1.24,fixed_risk,250,0.0750,249.98,20131.32
H2,AENT,2026-03-02 19:47:00+00:00,5.49,5.38,5.72,2173,2026-03-02 19:58:00+00:00,5.38,stop,-249.90,-2.09,fixed_risk,250,0.1150,249.90,11929.77
H2,BUUU,2026-03-02 15:16:00+00:00,14.99,14.79,15.39,1250,2026-03-02 15:25:00+00:00,14.79,stop,-250.00,-1.33,fixed_risk,250,0.2000,250.00,18737.50
H2,INDO,2026-03-02 14:51:00+00:00,7.37,7.28,7.55,2777,2026-03-02 14:52:00+00:00,7.55,target,499.86,2.44,fixed_risk,250,0.0900,249.93,20466.49
H2,RFIL,2026-03-02 14:46:00+00:00,12.28,12.14,12.54,1851,2026-03-02 14:52:00+00:00,12.54,target,499.77,2.20,fixed_risk,250,0.1350,249.88,22721.03
H2,EDSA,2026-03-03 14:36:00+00:00,2.84,2.74,3.03,2564,2026-03-03 14:44:00+00:00,3.03,target,499.98,6.87,fixed_risk,250,0.0975,249.99,7281.76
H2,JFB,2026-03-03 15:01:00+00:00,21.10,20.96,21.37,1851,2026-03-03 15:03:00+00:00,21.37,target,499.77,1.28,fixed_risk,250,0.1350,249.89,39056.10
H2,TOPS,2026-03-03 18:35:00+00:00,4.58,4.50,4.73,3337,2026-03-03 18:36:00+00:00,4.50,stop,-249.94,-1.64,fixed_risk,250,0.0749,249.94,15283.13
H2,VELO,2026-03-03 14:39:00+00:00,11.73,11.59,12.01,1786,2026-03-03 14:42:00+00:00,11.59,stop,-249.86,-1.19,fixed_risk,250,0.1399,249.86,20949.60
H2,NCI,2026-03-05 18:51:00+00:00,8.79,8.72,8.93,3571,2026-03-05 18:52:00+00:00,8.93,target,499.94,1.59,fixed_risk,250,0.0700,249.97,31389.09
H2,TVGN,2026-03-06 14:58:00+00:00,7.50,7.29,7.90,1250,2026-03-06 15:00:00+00:00,7.90,target,500.00,5.34,fixed_risk,250,0.2000,250.00,9368.75
H2,VELO,2026-03-06 15:10:00+00:00,12.61,12.50,12.83,2256,2026-03-06 15:14:00+00:00,12.83,target,499.93,1.76,fixed_risk,250,0.1108,249.96,28448.16
H2,NGNE,2026-03-09 13:45:00+00:00,22.60,22.41,22.97,1351,2026-03-09 13:46:00+00:00,22.41,stop,-249.94,-0.82,fixed_risk,250,0.1850,249.94,30532.60
H2,OPTX,2026-03-09 13:42:00+00:00,6.56,6.41,6.87,1623,2026-03-09 13:44:00+00:00,6.87,target,499.88,4.70,fixed_risk,250,0.1540,249.94,10645.26
H2,PHGE,2026-03-12 13:46:00+00:00,6.46,6.36,6.65,2574,2026-03-12 13:53:00+00:00,6.36,stop,-249.94,-1.50,fixed_risk,250,0.0971,249.94,16625.98
H2,BIAF,2026-03-13 13:43:00+00:00,2.12,2.05,2.26,3571,2026-03-13 13:44:00+00:00,2.26,target,499.94,6.60,fixed_risk,250,0.0700,249.97,7570.52
