hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H8,BTOG,2026-02-02 15:29:00+00:00,3.21,3.09,3.56,4166,2026-02-02 15:53:00+00:00,3.09,stop,-499.92,-3.74,fixed_risk,500,0.1200,499.92,13352.03
H8,MVO,2026-02-02 14:48:00+00:00,1.72,1.65,1.94,6934,2026-02-02 15:11:00+00:00,1.65,stop,-499.94,-4.19,fixed_risk,500,0.0721,499.94,11941.04
H8,NCI,2026-02-02 19:49:00+00:00,1.35,1.32,1.44,10000,2026-02-02 19:53:00+00:00,1.32,stop,-300.00,-2.22,fixed_risk,500,0.0300,300.00,13500.00
H8,SNES,2026-02-02 18:53:00+00:00,2.03,1.98,2.18,10000,2026-02-02 18:54:00+00:00,2.18,target,1500.00,7.39,fixed_risk,500,0.0500,500.00,20300.00
H8,ELAB,2026-02-03 18:27:00+00:00,2.35,2.32,2.44,10000,2026-02-03 18:37:00+00:00,2.32,stop,-300.00,-1.28,fixed_risk,500,0.0300,300.00,23500.00
H8,PBM,2026-02-04 15:22:00+00:00,2.85,2.76,3.13,5405,2026-02-04 17:19:00+00:00,2.76,stop,-499.96,-3.24,fixed_risk,500,0.0925,499.96,15417.76
H8,BNKK,2026-02-06 15:19:00+00:00,3.76,3.70,3.95,7692,2026-02-06 15:28:00+00:00,3.95,target,1499.94,5.19,fixed_risk,500,0.0650,499.98,28921.92
H8,NTWK,2026-02-06 18:58:00+00:00,3.41,3.35,3.59,8333,2026-02-06 19:59:00+00:00,3.44,eod,249.99,0.88,fixed_risk,500,0.0600,499.98,28415.53
H8,NCI,2026-02-11 15:25:00+00:00,0.98,0.97,1.01,10000,2026-02-11 15:26:00+00:00,1.01,target,300.00,3.06,fixed_risk,500,0.0100,100.00,9800.00
H8,OPTX,2026-02-11 19:46:00+00:00,6.40,6.31,6.67,5561,2026-02-11 20:00:00+00:00,6.39,eod,-37.26,-0.10,fixed_risk,500,0.0899,499.93,35590.40
H8,ZNB,2026-02-11 14:54:00+00:00,0.27,0.26,0.31,10000,2026-02-11 15:13:00+00:00,0.26,stop,-117.00,-4.28,fixed_risk,500,0.0117,117.00,2731.00
H8,DBGI,2026-02-17 15:16:00+00:00,5.36,5.27,5.63,5561,2026-02-17 15:23:00+00:00,5.63,target,1499.80,5.03,fixed_risk,500,0.0899,499.93,29806.96
H8,GLXG,2026-02-17 14:48:00+00:00,2.64,2.60,2.77,10000,2026-02-17 14:51:00+00:00,2.77,target,1257.00,4.76,fixed_risk,500,0.0419,419.00,26419.00
H8,CDIO,2026-02-18 19:55:00+00:00,2.43,2.39,2.55,10000,2026-02-18 19:59:00+00:00,2.39,stop,-400.00,-1.65,fixed_risk,500,0.0400,400.00,24300.00
H8,INTS,2026-02-19 15:02:00+00:00,6.18,6.02,6.67,3111,2026-02-19 15:42:00+00:00,6.67,target,1499.81,7.79,fixed_risk,500,0.1607,499.94,19241.53
H8,NAMM,2026-02-19 14:46:00+00:00,2.65,2.59,2.83,8333,2026-02-19 15:11:00+00:00,2.83,target,1499.94,6.79,fixed_risk,500,0.0600,499.98,22082.45
H8,RLYB,2026-02-19 19:30:00+00:00,4.86,4.80,5.04,8305,2026-02-19 19:58:00+00:00,4.81,eod,-411.10,-1.02,fixed_risk,500,0.0602,499.96,40362.30
H8,DBGI,2026-02-20 14:39:00+00:00,5.16,5.08,5.42,5882,2026-02-20 14:43:00+00:00,5.42,target,1499.91,4.94,fixed_risk,500,0.0850,499.97,30351.12
H8,EDSA,2026-02-23 14:41:00+00:00,0.84,0.83,0.87,10000,2026-02-23 15:01:00+00:00,0.83,stop,-100.00,-1.19,fixed_risk,500,0.0100,100.00,8378.00
H8,KXIN,2026-02-23 18:13:00+00:00,0.62,0.61,0.65,10000,2026-02-23 18:18:00+00:00,0.61,stop,-113.00,-1.83,fixed_risk,500,0.0113,113.00,6188.00
H8,ELPW,2026-02-24 19:42:00+00:00,0.41,0.40,0.45,10000,2026-02-24 19:58:00+00:00,0.45,target,426.00,10.33,fixed_risk,500,0.0142,142.00,4124.00
H8,ELWT,2026-02-25 15:03:00+00:00,7.34,7.26,7.58,6377,2026-02-25 15:05:00+00:00,7.58,target,1499.87,3.20,fixed_risk,500,0.0784,499.96,46812.28
H8,ASTI,2026-02-27 14:46:00+00:00,6.04,5.96,6.27,6666,2026-02-27 14:51:00+00:00,5.96,stop,-499.95,-1.24,fixed_risk,500,0.0750,499.95,40262.64
H8,AENT,2026-03-02 19:47:00+00:00,5.49,5.38,5.84,4347,2026-03-02 19:58:00+00:00,5.38,stop,-499.91,-2.09,fixed_risk,500,0.1150,499.91,23865.03
H8,BUUU,2026-03-02 15:16:00+00:00,14.99,14.50,16.46,1020,2026-03-02 15:25:00+00:00,14.50,stop,-499.80,-3.27,fixed_risk,500,0.4900,499.80,15289.80
