hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H3,BTOG,2026-02-02 15:29:00+00:00,3.21,3.09,3.44,8333,2026-02-02 15:53:00+00:00,3.09,stop,-999.96,-3.74,fixed_risk,1000,0.1200,999.96,26707.26
H3,MVO,2026-02-02 14:48:00+00:00,1.72,1.65,1.87,10000,2026-02-02 15:11:00+00:00,1.65,stop,-721.00,-4.19,fixed_risk,1000,0.0721,721.00,17221.00
H3,PBM,2026-02-04 15:22:00+00:00,2.85,2.76,3.04,10000,2026-02-04 17:19:00+00:00,2.76,stop,-925.00,-3.24,fixed_risk,1000,0.0925,925.00,28525.00
H3,BNKK,2026-02-06 15:19:00+00:00,3.76,3.70,3.89,10000,2026-02-06 15:28:00+00:00,3.89,target,1300.00,3.46,fixed_risk,1000,0.0650,650.00,37600.00
H3,NTWK,2026-02-06 18:58:00+00:00,3.41,3.35,3.53,10000,2026-02-06 19:04:00+00:00,3.53,target,1200.00,3.52,fixed_risk,1000,0.0600,600.00,34100.00
H3,JFB,2026-02-09 15:15:00+00:00,33.49,33.30,33.86,5405,2026-02-09 15:16:00+00:00,33.86,target,1999.85,1.10,fixed_risk,1000,0.1850,999.93,181013.45
H3,OPTX,2026-02-11 19:46:00+00:00,6.40,6.31,6.58,10000,2026-02-11 19:53:00+00:00,6.58,target,1798.00,2.81,fixed_risk,1000,0.0899,899.00,64000.00
H3,DBGI,2026-02-17 15:16:00+00:00,5.36,5.27,5.54,10000,2026-02-17 15:18:00+00:00,5.54,target,1798.00,3.35,fixed_risk,1000,0.0899,899.00,53600.00
H3,INTS,2026-02-19 15:02:00+00:00,6.18,6.02,6.51,6222,2026-02-19 15:03:00+00:00,6.51,target,1999.75,5.20,fixed_risk,1000,0.1607,999.88,38483.07
H3,NAMM,2026-02-19 14:46:00+00:00,2.65,2.59,2.77,10000,2026-02-19 14:48:00+00:00,2.77,target,1200.00,4.53,fixed_risk,1000,0.0600,600.00,26500.00
H3,RLYB,2026-02-19 19:30:00+00:00,4.86,4.80,4.98,10000,2026-02-19 19:58:00+00:00,4.81,eod,-495.00,-1.02,fixed_risk,1000,0.0602,602.00,48600.00
H3,DBGI,2026-02-20 14:39:00+00:00,5.16,5.08,5.33,10000,2026-02-20 14:43:00+00:00,5.33,target,1700.00,3.29,fixed_risk,1000,0.0850,850.00,51600.00
H3,ELWT,2026-02-25 15:03:00+00:00,7.34,7.26,7.50,10000,2026-02-25 15:04:00+00:00,7.50,target,1568.00,2.14,fixed_risk,1000,0.0784,784.00,73408.00
H3,HCTI,2026-02-26 19:14:00+00:00,6.37,6.31,6.49,10000,2026-02-26 19:17:00+00:00,6.49,target,1200.00,1.88,fixed_risk,1000,0.0600,600.00,63700.00
H3,ASTI,2026-02-27 14:46:00+00:00,6.04,5.96,6.19,10000,2026-02-27 14:51:00+00:00,5.96,stop,-750.00,-1.24,fixed_risk,1000,0.0750,750.00,60400.00
H3,AENT,2026-03-02 19:47:00+00:00,5.49,5.38,5.72,8695,2026-03-02 19:58:00+00:00,5.38,stop,-999.93,-2.09,fixed_risk,1000,0.1150,999.93,47735.55
H3,BUUU,2026-03-02 15:16:00+00:00,14.99,14.79,15.39,5000,2026-03-02 15:25:00+00:00,14.79,stop,-1000.00,-1.33,fixed_risk,1000,0.2000,1000.00,74950.00
H3,INDO,2026-03-02 14:51:00+00:00,7.37,7.28,7.55,10000,2026-03-02 14:52:00+00:00,7.55,target,1800.00,2.44,fixed_risk,1000,0.0900,900.00,73700.00
H3,RFIL,2026-03-02 14:46:00+00:00,12.28,12.14,12.54,7407,2026-03-02 14:52:00+00:00,12.54,target,1999.89,2.20,fixed_risk,1000,0.1350,999.94,90920.93
H3,EDSA,2026-03-03 14:36:00+00:00,2.84,2.74,3.03,10000,2026-03-03 14:44:00+00:00,3.03,target,1950.00,6.87,fixed_risk,1000,0.0975,975.00,28400.00
H3,JFB,2026-03-03 15:01:00+00:00,21.10,20.96,21.37,7407,2026-03-03 15:03:00+00:00,21.37,target,1999.89,1.28,fixed_risk,1000,0.1350,999.95,156287.70
H3,TOPS,2026-03-03 18:35:00+00:00,4.58,4.50,4.73,10000,2026-03-03 18:36:00+00:00,4.50,stop,-749.00,-1.64,fixed_risk,1000,0.0749,749.00,45799.00
H3,VELO,2026-03-03 14:39:00+00:00,11.73,11.59,12.01,7147,2026-03-03 14:42:00+00:00,11.59,stop,-999.87,-1.19,fixed_risk,1000,0.1399,999.87,83833.60
H3,NCI,2026-03-05 18:51:00+00:00,8.79,8.72,8.93,10000,2026-03-05 18:52:00+00:00,8.93,target,1400.00,1.59,fixed_risk,1000,0.0700,700.00,87900.00
