hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H5,KXIN,2026-02-23 18:13:00+00:00,0.62,0.61,0.64,10000,2026-02-23 18:18:00+00:00,0.61,stop,-113.00,-1.83,fixed_risk,500,0.0113,113.00,6188.00
H5,AIDX,2026-02-24 15:07:00+00:00,7.84,7.79,7.94,10000,2026-02-24 15:08:00+00:00,7.94,target,980.00,1.25,fixed_risk,500,0.0490,490.00,78440.00
H5,ELWT,2026-02-25 15:03:00+00:00,7.34,7.26,7.50,6377,2026-02-25 15:04:00+00:00,7.50,target,999.91,2.14,fixed_risk,500,0.0784,499.96,46812.28
H5,EDSA,2026-02-26 14:09:00+00:00,1.40,1.39,1.42,10000,2026-02-26 14:10:00+00:00,1.42,target,200.00,1.43,fixed_risk,500,0.0100,100.00,14000.00
H5,HCTI,2026-02-26 19:14:00+00:00,6.37,6.31,6.49,8333,2026-02-26 19:17:00+00:00,6.49,target,999.96,1.88,fixed_risk,500,0.0600,499.98,53081.21
H5,ASTI,2026-02-27 14:46:00+00:00,6.04,5.96,6.19,6666,2026-02-27 14:51:00+00:00,5.96,stop,-499.95,-1.24,fixed_risk,500,0.0750,499.95,40262.64
H5,AENT,2026-03-02 19:47:00+00:00,5.49,5.38,5.72,4347,2026-03-02 19:58:00+00:00,5.38,stop,-499.91,-2.09,fixed_risk,500,0.1150,499.91,23865.03
H5,BUUU,2026-03-02 15:16:00+00:00,14.99,14.54,15.89,1111,2026-03-02 15:25:00+00:00,14.54,stop,-499.62,-3.00,fixed_risk,500,0.4497,499.62,16653.89
H5,INDO,2026-03-02 14:51:00+00:00,7.37,7.28,7.55,5555,2026-03-02 14:52:00+00:00,7.55,target,999.90,2.44,fixed_risk,500,0.0900,499.95,40940.35
H5,JFB,2026-03-02 15:08:00+00:00,17.49,16.99,18.49,1000,2026-03-02 15:11:00+00:00,18.49,target,1000.00,5.72,fixed_risk,500,0.5000,500.00,17490.00
H5,RFIL,2026-03-02 14:46:00+00:00,12.28,12.14,12.54,3703,2026-03-02 14:52:00+00:00,12.54,target,999.81,2.20,fixed_risk,500,0.1350,499.90,45454.33
H5,JFB,2026-03-03 15:01:00+00:00,21.10,20.96,21.37,3703,2026-03-03 15:03:00+00:00,21.37,target,999.81,1.28,fixed_risk,500,0.1350,499.91,78133.30
H5,SBLX,2026-03-03 18:33:00+00:00,2.42,2.37,2.52,10000,2026-03-03 19:51:00+00:00,2.50,eod,780.00,3.22,fixed_risk,500,0.0500,500.00,24200.00
H5,TOPS,2026-03-03 18:35:00+00:00,4.58,4.50,4.73,6675,2026-03-03 18:36:00+00:00,4.50,stop,-499.96,-1.64,fixed_risk,500,0.0749,499.96,30570.83
H5,VELO,2026-03-03 14:39:00+00:00,11.73,11.59,12.01,3573,2026-03-03 14:42:00+00:00,11.59,stop,-499.86,-1.19,fixed_risk,500,0.1399,499.86,41910.93
H5,AIRS,2026-03-04 14:48:00+00:00,1.77,1.76,1.80,10000,2026-03-04 15:08:00+00:00,1.80,target,300.00,1.69,fixed_risk,500,0.0150,150.00,17750.00
H5,BTM,2026-03-04 15:12:00+00:00,5.24,5.21,5.30,10000,2026-03-04 15:16:00+00:00,5.30,target,600.00,1.15,fixed_risk,500,0.0300,300.00,52400.00
H5,BTOG,2026-03-04 15:18:00+00:00,2.61,2.59,2.65,10000,2026-03-04 15:20:00+00:00,2.65,target,400.00,1.53,fixed_risk,500,0.0200,200.00,26100.00
H5,TMDE,2026-03-04 19:34:00+00:00,2.36,2.33,2.42,10000,2026-03-04 19:39:00+00:00,2.42,target,600.00,2.54,fixed_risk,500,0.0300,300.00,23600.00
H5,NCI,2026-03-05 18:51:00+00:00,8.79,8.72,8.93,7142,2026-03-05 18:52:00+00:00,8.93,target,999.88,1.59,fixed_risk,500,0.0700,499.94,62778.18
H5,TVGN,2026-03-06 14:58:00+00:00,7.50,7.27,7.94,2223,2026-03-06 15:00:00+00:00,7.94,target,999.68,6.00,fixed_risk,500,0.2248,499.84,16661.39
H5,VELO,2026-03-06 15:10:00+00:00,12.61,12.50,12.83,4512,2026-03-06 15:14:00+00:00,12.83,target,999.86,1.76,fixed_risk,500,0.1108,499.93,56896.32
H5,NGNE,2026-03-09 13:45:00+00:00,22.60,22.41,22.97,2702,2026-03-09 13:46:00+00:00,22.41,stop,-499.87,-0.82,fixed_risk,500,0.1850,499.87,61065.20
H5,OPTX,2026-03-09 13:42:00+00:00,6.56,6.41,6.87,3246,2026-03-09 13:44:00+00:00,6.87,target,999.77,4.70,fixed_risk,500,0.1540,499.88,21290.51
H5,ATLN,2026-03-10 15:01:00+00:00,3.46,3.41,3.56,10000,2026-03-10 16:44:00+00:00,3.56,target,958.00,2.77,fixed_risk,500,0.0479,479.00,34610.00
H5,SBLX,2026-03-10 14:49:00+00:00,2.69,2.64,2.79,10000,2026-03-10 16:03:00+00:00,2.79,target,1000.00,3.72,fixed_risk,500,0.0500,500.00,26900.00
H5,CODX,2026-03-11 14:39:00+00:00,3.26,3.23,3.31,10000,2026-03-11 14:40:00+00:00,3.23,stop,-252.00,-0.77,fixed_risk,500,0.0252,252.00,32600.00
H5,PHGE,2026-03-12 13:46:00+00:00,6.46,6.36,6.65,5149,2026-03-12 13:53:00+00:00,6.36,stop,-499.97,-1.50,fixed_risk,500,0.0971,499.97,33258.42
H5,SPRC,2026-03-12 13:39:00+00:00,4.03,3.99,4.11,10000,2026-03-12 13:42:00+00:00,3.99,stop,-394.00,-0.98,fixed_risk,500,0.0394,394.00,40294.00
H5,BIAF,2026-03-13 13:43:00+00:00,2.12,2.06,2.25,7861,2026-03-13 13:44:00+00:00,2.25,target,999.92,6.00,fixed_risk,500,0.0636,499.96,16665.32
H5,PLYX,2026-03-13 18:33:00+00:00,6.80,6.71,6.98,5555,2026-03-13 18:34:00+00:00,6.98,target,999.90,2.65,fixed_risk,500,0.0900,499.95,37774.00
H5,QNTM,2026-03-13 13:55:00+00:00,2.56,2.53,2.64,10000,2026-03-13 14:10:00+00:00,2.53,stop,-386.00,-1.50,fixed_risk,500,0.0386,386.00,25650.00
