hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H5,MVO,2026-02-02 14:48:00+00:00,1.72,1.67,1.83,9678,2026-02-02 15:05:00+00:00,1.67,stop,-499.99,-3.00,fixed_risk,500,0.0517,499.99,16666.48
H5,NCI,2026-02-02 19:49:00+00:00,1.35,1.32,1.41,10000,2026-02-02 19:53:00+00:00,1.32,stop,-300.00,-2.22,fixed_risk,500,0.0300,300.00,13500.00
H5,SNES,2026-02-02 18:53:00+00:00,2.03,1.98,2.13,10000,2026-02-02 18:54:00+00:00,2.13,target,1000.00,4.93,fixed_risk,500,0.0500,500.00,20300.00
H5,ASTI,2026-02-03 19:20:00+00:00,6.17,6.13,6.26,10000,2026-02-03 19:21:00+00:00,6.13,stop,-450.00,-0.73,fixed_risk,500,0.0450,450.00,61750.00
H5,ELAB,2026-02-03 18:27:00+00:00,2.35,2.32,2.41,10000,2026-02-03 18:37:00+00:00,2.32,stop,-300.00,-1.28,fixed_risk,500,0.0300,300.00,23500.00
H5,PIII,2026-02-03 15:09:00+00:00,1.83,1.82,1.85,10000,2026-02-03 15:10:00+00:00,1.82,stop,-100.00,-0.55,fixed_risk,500,0.0100,100.00,18300.00
H5,BNKK,2026-02-06 15:19:00+00:00,3.76,3.70,3.89,7692,2026-02-06 15:28:00+00:00,3.89,target,999.96,3.46,fixed_risk,500,0.0650,499.98,28921.92
H5,NTWK,2026-02-06 18:58:00+00:00,3.41,3.35,3.53,8333,2026-02-06 19:04:00+00:00,3.53,target,999.96,3.52,fixed_risk,500,0.0600,499.98,28415.53
H5,QCLS,2026-02-06 14:37:00+00:00,3.65,3.63,3.70,10000,2026-02-06 14:41:00+00:00,3.70,target,460.00,1.26,fixed_risk,500,0.0230,230.00,36530.00
H5,HIND,2026-02-09 15:15:00+00:00,2.74,2.72,2.78,10000,2026-02-09 15:26:00+00:00,2.72,stop,-200.00,-0.73,fixed_risk,500,0.0200,200.00,27400.00
H5,JFB,2026-02-09 15:15:00+00:00,33.49,33.30,33.86,2702,2026-02-09 15:16:00+00:00,33.86,target,999.74,1.10,fixed_risk,500,0.1850,499.87,90489.98
H5,DBGI,2026-02-11 19:45:00+00:00,3.61,3.59,3.65,10000,2026-02-11 19:46:00+00:00,3.59,stop,-200.00,-0.55,fixed_risk,500,0.0200,200.00,36100.00
H5,NCI,2026-02-11 15:25:00+00:00,0.98,0.97,1.00,10000,2026-02-11 15:26:00+00:00,1.00,target,200.00,2.04,fixed_risk,500,0.0100,100.00,9800.00
H5,OPTX,2026-02-11 19:46:00+00:00,6.40,6.31,6.58,5561,2026-02-11 19:53:00+00:00,6.58,target,999.87,2.81,fixed_risk,500,0.0899,499.93,35590.40
H5,ZNB,2026-02-11 14:54:00+00:00,0.27,0.26,0.29,10000,2026-02-11 15:13:00+00:00,0.26,stop,-81.93,-3.00,fixed_risk,500,0.0082,81.93,2731.00
H5,ARTV,2026-02-12 18:49:00+00:00,3.96,3.94,4.00,10000,2026-02-12 19:15:00+00:00,4.00,target,400.00,1.01,fixed_risk,500,0.0200,200.00,39600.00
H5,DBGI,2026-02-17 15:16:00+00:00,5.36,5.27,5.54,5561,2026-02-17 15:18:00+00:00,5.54,target,999.87,3.35,fixed_risk,500,0.0899,499.93,29806.96
H5,GLXG,2026-02-17 14:48:00+00:00,2.64,2.60,2.73,10000,2026-02-17 14:51:00+00:00,2.73,target,838.00,3.17,fixed_risk,500,0.0419,419.00,26419.00
H5,AIRS,2026-02-18 15:16:00+00:00,1.95,1.94,1.97,10000,2026-02-18 15:17:00+00:00,1.97,target,200.00,1.03,fixed_risk,500,0.0100,100.00,19450.00
H5,BDMD,2026-02-18 18:00:00+00:00,1.31,1.30,1.33,10000,2026-02-18 18:01:00+00:00,1.33,target,200.00,1.53,fixed_risk,500,0.0100,100.00,13100.00
H5,CDIO,2026-02-18 19:55:00+00:00,2.43,2.39,2.51,10000,2026-02-18 19:59:00+00:00,2.39,stop,-400.00,-1.65,fixed_risk,500,0.0400,400.00,24300.00
H5,INTS,2026-02-19 15:02:00+00:00,6.18,6.02,6.51,3111,2026-02-19 15:03:00+00:00,6.51,target,999.88,5.20,fixed_risk,500,0.1607,499.94,19241.53
H5,NAMM,2026-02-19 14:46:00+00:00,2.65,2.59,2.77,8333,2026-02-19 14:48:00+00:00,2.77,target,999.96,4.53,fixed_risk,500,0.0600,499.98,22082.45
H5,RLYB,2026-02-19 19:30:00+00:00,4.86,4.80,4.98,8305,2026-02-19 19:58:00+00:00,4.81,eod,-411.10,-1.02,fixed_risk,500,0.0602,499.96,40362.30
H5,DBGI,2026-02-20 14:39:00+00:00,5.16,5.08,5.33,5882,2026-02-20 14:43:00+00:00,5.33,target,999.94,3.29,fixed_risk,500,0.0850,499.97,30351.12
H5,ABTS,2026-02-23 13:49:00+00:00,3.21,3.19,3.25,10000,2026-02-23 13:50:00+00:00,3.25,target,400.00,1.25,fixed_risk,500,0.0200,200.00,32100.00
H5,EDSA,2026-02-23 14:41:00+00:00,0.84,0.83,0.86,10000,2026-02-23 14:43:00+00:00,0.86,target,200.00,2.39,fixed_risk,500,0.0100,100.00,8378.00
