symbol,date,split,entry_price_book,pnl,pnl_pct,range_high,range_low,R,entry_bid,entry_ask,mid0,spread0,passive,new_entry,cost_new,terr,qerr,cost_old,delta_cost_share,delta_cost_R,dollar_move,shares,delta_cost_dollar,net_R,ratio
RGTU,2026-01-22,VAL,18.1764663,-493.5735749999975,-0.9874378057741569,18.1221,17.51,0.6120999999999981,18.11,18.16,18.135,0.0500000000000007,True,18.135,0.0,,,0.02500000000000035,0.02500000000000035,0.0408429995098847,-0.17948129999999907,2750.0000000000005,68.75000000000097,-0.2932221859173332,0.0408429995098847
RGTX,2026-01-22,VAL,14.563559999999995,-1982.7634799999817,-3.96578858465921,14.52,14.0,0.5199999999999996,14.51,14.53,14.52,0.0199999999999995,True,14.52,0.0,,,0.00999999999999975,0.00999999999999975,0.019230769230768767,-0.5775599999999946,3433.0,34.329999999999146,-1.1106923076922983,0.019230769230768767
BNAI,2026-01-23,VAL,10.89258,18820.30414752,37.6429103848675,10.86,10.4043,0.4557000000000002,10.82,10.87,10.845,0.0499999999999989,True,10.845,0.0,,,0.02499999999999945,0.02499999999999945,0.05486065393899372,4.100284128,4590.0,114.74999999999747,8.997770743910463,0.05486065393899372
NBIG,2026-01-26,VAL,8.804033099999998,-1968.4214691945456,-3.9369922311108656,8.7777,8.3,0.4776999999999987,8.77,8.81,8.79,0.0400000000000009,True,8.79,0.0,,,0.02000000000000045,0.02000000000000045,0.04186728072011829,-0.346614099171429,5679.000000000001,113.58000000000258,-0.7255894895780405,0.04186728072011829
NBIL,2026-01-26,VAL,12.41714,-1975.7915599007133,-3.95226246312988,12.38,11.61,0.7700000000000014,12.38,12.4,12.39,0.0199999999999995,True,12.39,0.0,,,0.00999999999999975,0.00999999999999975,0.012987012987012641,-0.49075796321428555,4025.9999999999995,40.25999999999899,-0.6373480041743957,0.012987012987012641
CRWU,2026-01-27,VAL,10.130299999999998,-889.583099999985,-1.7794142325498454,10.1,9.71,0.3899999999999988,10.1,10.12,10.11,0.0199999999999995,True,10.11,0.0,,,0.00999999999999975,0.00999999999999975,0.02564102564102508,-0.18025999999999695,4935.000000000001,49.34999999999878,-0.46220512820512183,0.02564102564102508
CRWG,2026-01-27,VAL,5.466349999999999,-1021.6996599999876,-2.043593988676149,5.45,5.23,0.2199999999999997,5.45,5.46,5.455,0.0099999999999997,True,5.455,0.0,,,0.00499999999999985,0.00499999999999985,0.022727272727272076,-0.11170999999999866,9145.999999999998,45.72999999999862,-0.5077727272727218,0.022727272727272076
NBIG,2026-01-27,VAL,8.124299999999998,2136.791880000012,4.273845131272872,8.1,7.72,0.3799999999999999,8.09,8.11,8.1,0.0199999999999995,False,8.17,0.0199999999999995,,,0.00999999999999975,-0.00999999999999975,-0.02631578947368356,0.34722000000000186,6154.000000000002,-61.539999999998486,0.9137368421052683,0.02631578947368356
ANL,2026-02-04,VAL,10.42117,-271.2463649999993,-0.5425974242815332,10.39,10.0,0.3900000000000005,10.34,10.41,10.375,0.0700000000000002,True,10.375,0.0,,,0.0350000000000001,0.0350000000000001,0.08974358974358988,-0.05654499999999985,4797.0,167.8950000000005,-0.14498717948717893,0.08974358974358988
CWVX,2026-02-06,VAL,24.19236,10078.133930640004,20.163762425284297,24.12,23.11,1.0100000000000016,24.11,24.15,24.13,0.0399999999999991,True,24.13,0.0,,,0.01999999999999955,0.01999999999999955,0.019801980198019327,4.878089995469508,2066.0,41.31999999999907,4.829792074722278,0.019801980198019327
MSTU,2026-02-13,VAL,4.97488,-1768.636184999997,-3.537446129353869,4.96,4.8037,0.1562999999999998,4.96,4.97,4.965,0.0099999999999997,True,4.965,0.0,,,0.00499999999999985,0.00499999999999985,0.03198976327575084,-0.17598369999999974,10049.999999999998,50.24999999999849,-1.1259353806781829,0.03198976327575084
MST,2026-02-13,VAL,3.45032,-1502.2819700000025,-3.004648844165183,3.44,3.35,0.0899999999999998,3.44,3.45,3.4450000000000003,0.0100000000000002,False,3.47,0.01,,,0.0050000000000001,-0.0049999999999999,-0.05555555555555457,-0.10367000000000014,14491.000000000005,-72.45499999999858,-1.151888888888893,0.05555555555555679
EVMN,2026-02-13,VAL,31.338735,-1515.0614271375048,-3.031015044161811,31.245,29.1,2.145,30.91,31.25,31.08,0.3399999999999998,True,31.08,0.0,,,0.1699999999999999,0.1699999999999999,0.07925407925407921,-0.9498817725000029,1595.0,271.14999999999986,-0.44283532517482654,0.07925407925407921
RGTU,2026-02-13,VAL,6.369049999999999,-278.5957149999928,-0.5572243898226437,6.35,6.01,0.3399999999999998,6.36,6.4,6.380000000000001,0.04,True,6.380000000000001,0.0,,,0.02,0.02,0.05882352941176474,-0.03548989999999908,7850.000000000001,157.00000000000003,-0.10438205882352677,0.05882352941176474
SPAI,2026-02-23,VAL,4.0931427,-179.86831799999993,-0.3597529106424752,4.0809,3.89,0.1908999999999996,4.04,4.1,4.07,0.0599999999999996,True,4.07,0.0,,,0.0299999999999998,0.0299999999999998,0.1571503404924037,-0.014725199999999996,12214.999999999998,366.44999999999754,-0.07713567312729191,0.1571503404924037
BNAI,2026-02-24,VAL,21.47423,11150.10737187001,22.30378002974232,21.41,20.72,0.6900000000000013,21.21,21.5,21.355,0.2899999999999991,True,21.355,0.0,,,0.14499999999999955,0.14499999999999955,0.21014492753623085,4.789565022280934,2327.999999999999,337.5599999999988,6.941398583015833,0.21014492753623085
MST,2026-02-25,VAL,3.5104999999999995,2720.087602000008,5.440551581358414,3.5,3.42,0.08,3.49,3.51,3.5,0.0199999999999995,False,3.51,0.0099999999999997,,,0.00999999999999975,5.0306980803327406e-17,6.288372600415926e-16,0.1909905632635871,14242.000000000002,7.16472020600989e-13,2.3873820407948387,0.12499999999999688
ANTX,2026-03-09,VAL,3.09927,24238.75590996,48.48000985908399,3.09,2.97,0.1199999999999996,3.08,3.1,3.09,0.02,True,3.09,0.0,,,0.01,0.01,0.08333333333333362,1.5025264015596327,16132.000000000004,161.32000000000005,12.521053346330314,0.08333333333333362
IRE,2026-03-11,VAL,4.803166399999999,4180.500052400007,8.361642436539379,4.7888,4.575,0.2138,4.78,4.79,4.785,0.0099999999999997,True,4.785,0.0,,,0.00499999999999985,0.00499999999999985,0.023386342376051684,0.40162360000000075,10408.999999999998,52.04499999999843,1.878501403180546,0.023386342376051684
IREX,2026-03-11,VAL,25.23548,4835.342569839998,9.672332167615094,25.16,24.19,0.9699999999999988,25.15,25.19,25.17,0.0400000000000027,True,25.17,0.0,,,0.02000000000000135,0.02000000000000135,0.020618556701032346,2.4408594496920735,1981.0000000000002,39.620000000002676,2.5163499481361615,0.020618556701032346
TURB,2026-03-12,VAL,4.4816046,1143.6160114824029,2.287379288212982,4.4682,4.254,0.2142000000000008,4.44,4.47,4.455,0.0299999999999993,True,4.455,0.0,,,0.01499999999999965,0.01499999999999965,0.07002801120447989,0.10251129540000026,11156.0,167.3399999999961,0.4785774761904756,0.07002801120447989
KLAR,2026-03-13,VAL,15.827339999999998,337.09689000000446,0.6742131021384606,15.78,15.27,0.5099999999999998,15.73,15.8,15.765,0.0700000000000002,False,15.95,0.0249999999999994,,,0.0350000000000001,0.0100000000000007,0.019607843137256283,0.10671000000000141,3159.0,31.59000000000221,0.20923529411764993,0.06862745098039238
ANNA,2026-03-20,VAL,4.112299999999999,28245.7251101,56.49445188341748,4.1,3.85,0.2499999999999995,4.06,4.12,4.09,0.0600000000000005,True,4.09,0.0,,,0.03000000000000025,0.03000000000000025,0.12000000000000123,2.3232213448017767,12158.0,364.740000000003,9.292885379207124,0.12000000000000123
BATL,2026-03-27,VAL,6.34899,-524.3072624999929,-1.048650257757519,6.33,5.81,0.5200000000000005,6.32,6.34,6.33,0.0199999999999995,True,6.33,0.0,,,0.00999999999999975,0.00999999999999975,0.019230769230768732,-0.0665786999999991,7875.0,78.74999999999804,-0.1280359615384597,0.019230769230768732
IREX,2026-03-31,VAL,16.30878,-1852.7924999999937,-3.706592399921994,16.26,15.72,0.5400000000000009,16.21,16.29,16.25,0.0799999999999983,True,16.25,0.0,,,0.03999999999999915,0.03999999999999915,0.07407407407407236,-0.604499999999998,3064.9999999999995,122.59999999999737,-1.119444444444439,0.07407407407407236
UGRO,2026-04-10,VAL,17.849387999999998,-244.15756799998545,-0.4883528779809975,17.796,16.97,0.8260000000000005,17.68,17.8,17.740000000000002,0.120000000000001,True,17.740000000000002,0.0,,,0.0600000000000005,0.0600000000000005,0.07263922518159863,-0.0871679999999948,2801.0,168.0600000000014,-0.10553026634381932,0.07263922518159863
NBIG,2026-04-14,VAL,17.5657396,-236.89990159999675,-0.4738747237264,17.5132,17.03,0.4832000000000001,17.41,17.52,17.465,0.1099999999999994,False,17.6,0.0550000000000014,,,0.0549999999999997,-1.700029006457271e-15,-3.5182719504496495e-15,-0.08323959999999885,2846.0000000000005,-4.838282552377394e-12,-0.17226738410595785,0.11382450331125764
SMU,2026-04-15,VAL,13.95173,1430.6367934599984,2.861900423818405,13.91,13.0827,0.8272999999999993,13.88,13.93,13.905,0.0499999999999989,True,13.905,0.0,,,0.02499999999999945,0.02499999999999945,0.030218783996131357,0.3992846199999996,3583.0,89.57499999999803,0.48263582739030575,0.030218783996131357
ROLR,2026-04-16,VAL,6.4192,7468.734191600005,14.937722682990964,6.4,6.15,0.25,6.37,6.42,6.395,0.0499999999999998,True,6.395,0.0,,,0.0249999999999999,0.0249999999999999,0.0999999999999996,0.9588822944665559,7789.000000000001,194.72499999999926,3.8355291778662237,0.0999999999999996
HOOG,2026-04-17,VAL,29.13715,-1065.4401706928577,-2.1309080687615056,29.05,27.8,1.25,28.95,29.14,29.045,0.1900000000000012,True,29.045,0.0,,,0.0950000000000006,0.0950000000000006,0.07600000000000048,-0.620885880357143,1716.0000000000005,163.02000000000106,-0.4967087042857144,0.07600000000000048
SKYQ,2026-04-20,VAL,9.65889,-932.6023631999924,-1.865413106474952,9.63,9.07,0.5600000000000005,9.61,9.64,9.625,0.0300000000000011,True,9.625,0.0,,,0.01500000000000055,0.01500000000000055,0.026785714285715242,-0.18017819999999848,5176.000000000001,77.64000000000286,-0.3217467857142827,0.026785714285715242
EFOI,2026-04-21,VAL,5.827429999999999,-1765.6762051500057,-3.531398360855483,5.81,5.6,0.2099999999999999,5.78,5.8,5.79,0.0199999999999995,True,5.79,0.0,,,0.00999999999999975,0.00999999999999975,0.04761904761904645,-0.20578976750000064,8580.000000000002,85.79999999999788,-0.9799512738095273,0.04761904761904645
IREX,2026-04-30,VAL,27.09103,-1527.6956084999956,-3.056433439407795,27.01,26.2893,0.7207000000000008,26.94,27.08,27.01,0.139999999999997,True,27.01,0.0,,,0.0699999999999985,0.0699999999999985,0.09712779242403,-0.8280192999999977,1844.9999999999998,129.1499999999972,-1.1489098099070303,0.09712779242403
LWLG,2026-05-13,VAL,17.01088,-52.57870999999336,-0.1051679866062058,16.96,16.272,0.6880000000000024,16.95,16.97,16.96,0.0199999999999995,True,16.96,0.0,,,0.00999999999999975,0.00999999999999975,0.01453488372092982,-0.01788999999999774,2939.0,29.389999999999265,-0.026002906976740812,0.01453488372092982
YSS,2026-05-18,VAL,26.51932,-1993.4880182982104,-3.9878598899109807,26.44,25.0,1.4400000000000013,26.33,26.5,26.415,0.1700000000000017,False,26.98,0.1050000000000004,,,0.08500000000000085,-0.019999999999999546,-0.013888888888888562,-1.0575533253571407,1885.0,-37.69999999999914,-0.7344120314980137,0.05902777777777832
IREG,2026-05-20,VAL,17.58259,5194.294625170007,10.391227921863406,17.53,17.0,0.5300000000000011,17.47,17.54,17.505,0.0700000000000002,False,17.71,0.0600000000000005,,,0.0350000000000001,-0.025000000000000397,-0.047169811320755366,1.8270470014667628,2843.0,-71.07500000000113,3.4472584933335075,0.06603773584905666
