symbol,date,split,bucket,n,median_hs_bps,p75_hs_bps
NCNA,2025-08-21,TRAIN,4,1,30.674846625766904,30.674846625766904
NCNA,2025-08-21,TRAIN,5,1,30.674846625766904,30.674846625766904
NCNA,2025-08-21,TRAIN,7,1,30.674846625766904,30.674846625766904
NCNA,2025-08-21,TRAIN,8,3,30.674846625766904,30.674846625766904
NCNA,2025-08-21,TRAIN,9,2,15.36098310291826,15.36098310291826
ASST,2025-08-26,TRAIN,0,15,69.23837784371938,79.20792079207928
ASST,2025-08-26,TRAIN,1,2,34.50219100086488,36.97496137814449
ASST,2025-08-26,TRAIN,3,7,29.498525073745682,29.527587660025674
ASST,2025-08-26,TRAIN,4,10,44.14169985953157,49.067713444553306
ASST,2025-08-26,TRAIN,5,2,39.053000500679964,43.91674415277936
ASST,2025-08-26,TRAIN,6,3,19.569471624266598,19.569471624266598
ASST,2025-08-26,TRAIN,7,2,14.672321344880018,17.120896484573308
ASST,2025-08-26,TRAIN,8,5,38.98635477582849,38.98635477582849
ASST,2025-08-26,TRAIN,9,3,38.98635477582849,38.98635477582849
ASST,2025-08-26,TRAIN,10,2,34.098824904954284,36.542589840391386
ASST,2025-08-26,TRAIN,11,1,29.211295034080084,29.211295034080084
CRWU,2025-09-09,TRAIN,0,169,35.186488388458706,38.74603733709032
CRWU,2025-09-09,TRAIN,1,209,35.038542396636174,38.50192509625461
CRWU,2025-09-09,TRAIN,2,240,31.152647975077834,34.662057562820955
CRWU,2025-09-09,TRAIN,3,337,38.26086956521719,41.608876560333215
CRWU,2025-09-09,TRAIN,4,169,41.66666666666701,41.66666666666701
CRWU,2025-09-09,TRAIN,5,226,34.7222222222221,38.26086956521719
CRWU,2025-09-09,TRAIN,6,214,30.832476875642293,34.27004797806765
CRWU,2025-09-09,TRAIN,7,221,27.24795640326978,27.397260273972623
CRWU,2025-09-09,TRAIN,8,194,30.727210652099647,34.10641200545751
CRWU,2025-09-09,TRAIN,9,139,30.853616729517185,37.52985329239208
CRWU,2025-09-09,TRAIN,10,180,30.91721058055646,37.891836031691156
CRWU,2025-09-09,TRAIN,11,134,30.98106712564539,34.41156228492761
CRWG,2025-09-09,TRAIN,0,213,19.518542615484872,19.54397394136824
CRWG,2025-09-09,TRAIN,1,512,19.392372333548966,19.54397394136824
CRWG,2025-09-09,TRAIN,2,590,12.870012870013168,19.218449711723412
CRWG,2025-09-09,TRAIN,3,546,19.292604501607876,25.67394094993584
CRWG,2025-09-09,TRAIN,4,315,19.26782273603099,19.292604501607876
CRWG,2025-09-09,TRAIN,5,502,12.870012870013168,19.292604501607876
CRWG,2025-09-09,TRAIN,6,793,12.690355329948968,12.706480304955257
CRWG,2025-09-09,TRAIN,7,529,12.610340479193232,18.903591682419815
CWVX,2025-09-09,TRAIN,0,174,25.795356835769777,25.795356835769777
CWVX,2025-09-09,TRAIN,1,257,21.340162185232913,25.619128949615924
CWVX,2025-09-09,TRAIN,2,315,21.08814846056546,25.402201524132305
CWVX,2025-09-09,TRAIN,3,230,25.510204081632107,29.818960393085277
CWVX,2025-09-09,TRAIN,4,166,21.177467174926182,29.623360135421194
CWVX,2025-09-09,TRAIN,5,281,16.863406408094825,21.23142250530816
CWVX,2025-09-09,TRAIN,6,245,12.56807708420585,16.79261125104918
CWVX,2025-09-09,TRAIN,7,406,12.48439450686615,20.790020790021085
CWVX,2025-09-09,TRAIN,8,166,16.6251039068998,20.790020790021085
CWVX,2025-09-09,TRAIN,9,114,16.750418760469397,25.06265664160422
CWVX,2025-09-09,TRAIN,10,178,18.912216135572578,25.27379949452422
CWVX,2025-09-09,TRAIN,11,97,21.03491796382024,25.231286795626787
OPAD,2025-09-11,TRAIN,0,23,36.719706242349275,42.959988423413826
OPAD,2025-09-11,TRAIN,1,7,24.570024570025137,36.80981595092056
OPAD,2025-09-11,TRAIN,2,191,24.271844660193658,36.363636363635585
OPAD,2025-09-11,TRAIN,3,4,60.3136308805788,60.3136308805788
OPAD,2025-09-11,TRAIN,4,8,60.3136308805788,60.3136308805788
OPAD,2025-09-11,TRAIN,5,19,48.30917874396138,48.30917874396138
OPAD,2025-09-11,TRAIN,6,17,60.3136308805788,60.3136308805788
OPAD,2025-09-11,TRAIN,7,44,36.275695284159916,60.3136308805788
OPAD,2025-09-11,TRAIN,8,13,24.213075060532173,24.213075060532173
OPAD,2025-09-11,TRAIN,9,14,24.213075060532173,24.213075060532173
OPAD,2025-09-11,TRAIN,10,31,48.19277108433739,48.19277108433739
OPAD,2025-09-11,TRAIN,11,10,24.038461538461025,24.038461538461025
ZONE,2025-09-12,TRAIN,0,4,44.642857142857174,47.4486233040702
ZONE,2025-09-12,TRAIN,1,5,44.642857142857174,44.642857142857174
ZONE,2025-09-12,TRAIN,2,50,44.543429844098036,66.51884700665146
ZONE,2025-09-12,TRAIN,3,4,44.24778761061951,52.608704192981364
ZONE,2025-09-12,TRAIN,4,3,44.24778761061951,44.24778761061951
ZONE,2025-09-12,TRAIN,5,6,44.15011037527598,44.22336830178363
ZONE,2025-09-12,TRAIN,6,23,44.24778761061951,55.24861878453019
ZONE,2025-09-12,TRAIN,7,10,60.87133350973616,66.48205560897078
ZONE,2025-09-12,TRAIN,8,62,33.29633740288497,44.4444444444435
ZONE,2025-09-12,TRAIN,9,14,33.07607497243688,52.73153286471782
ZONE,2025-09-12,TRAIN,10,3,11.001100110010766,22.038587541223823
ZONE,2025-09-12,TRAIN,11,13,33.07607497243688,44.15011037527598
CCUP,2025-09-15,TRAIN,0,121,25.974025974026,26.024723487312972
CCUP,2025-09-15,TRAIN,1,278,29.135642602784024,32.36245954692545
CCUP,2025-09-15,TRAIN,2,306,22.764227642276513,26.007802340702238
CCUP,2025-09-15,TRAIN,3,229,26.17801047120421,32.59452411994831
CCUP,2025-09-15,TRAIN,4,177,29.402156158118217,32.67973856209139
CCUP,2025-09-15,TRAIN,5,43,3.2583903551644795,3.2583903551644795
CCUP,2025-09-15,TRAIN,6,192,22.83849918433941,22.85341168788779
CCUP,2025-09-15,TRAIN,7,198,19.44264419961131,22.73465410847687
CCUP,2025-09-15,TRAIN,8,256,25.95717066839717,29.2112950340798
CCUP,2025-09-15,TRAIN,9,101,19.50585175552682,22.779043280182325
CCUP,2025-09-15,TRAIN,10,156,9.775171065493439,16.377333770061885
CCUP,2025-09-15,TRAIN,11,222,19.67213114754056,19.697964543663986
CRCG,2025-09-15,TRAIN,0,154,16.242555495397596,16.260162601625666
CRCG,2025-09-15,TRAIN,1,201,21.574973031283253,21.574973031283253
CRCG,2025-09-15,TRAIN,2,226,16.260162601625666,21.668472372697263
CRCG,2025-09-15,TRAIN,3,210,21.69197396963174,21.76278563656198
CRCG,2025-09-15,TRAIN,4,103,21.786492374727207,21.786492374727207
CRCG,2025-09-15,TRAIN,5,30,16.330974414806406,16.330974414806406
CRCG,2025-09-15,TRAIN,6,83,16.260162601625666,16.27780792186714
CRCG,2025-09-15,TRAIN,7,187,16.224986479177588,21.621646891624835
CRCG,2025-09-15,TRAIN,8,223,21.574973031283253,27.01242571582871
CRCG,2025-09-15,TRAIN,9,105,16.295491580663302,16.295491580663302
CRCG,2025-09-15,TRAIN,10,185,16.295491580663302,16.31321370310013
CRCG,2025-09-15,TRAIN,11,266,16.402405686166958,16.420361247948076
CRCA,2025-09-15,TRAIN,0,120,6.82128240109126,10.228435049437218
CRCA,2025-09-15,TRAIN,1,144,6.79347826086942,10.186757215619476
CRCA,2025-09-15,TRAIN,2,159,6.82128240109126,13.559322033898015
CRCA,2025-09-15,TRAIN,3,129,17.105713308245196,20.547945205479618
CRCA,2025-09-15,TRAIN,4,59,13.726835964309933,13.726835964309933
CRCA,2025-09-15,TRAIN,5,26,6.849315068493004,6.849315068493004
CRCA,2025-09-15,TRAIN,6,101,10.24940211821016,10.284538909838655
CRCA,2025-09-15,TRAIN,7,109,13.605442176871064,13.605442176871064
CRCA,2025-09-15,TRAIN,8,164,13.577732518669093,13.64256480218252
CRCA,2025-09-15,TRAIN,9,76,13.64256480218252,13.689253935660822
CRCA,2025-09-15,TRAIN,10,166,10.291595197255356,13.708019191226576
CRCA,2025-09-15,TRAIN,11,133,10.334137099551965,13.783597518952154
CCUP,2025-09-18,TRAIN,0,178,24.038461538461025,24.067388688327878
CCUP,2025-09-18,TRAIN,1,232,23.995200959808592,27.051397655545497
CCUP,2025-09-18,TRAIN,2,176,18.028846153846835,21.039975954313277
CCUP,2025-09-18,TRAIN,3,155,21.06530243755651,21.06530243755651
CCUP,2025-09-18,TRAIN,4,174,21.052631578947455,24.11091018685904
CCUP,2025-09-18,TRAIN,5,127,21.039975954313277,27.067669172933357
CCUP,2025-09-18,TRAIN,6,206,21.06530243755651,23.27987537286647
CCUP,2025-09-18,TRAIN,7,274,18.09408926417332,21.103406692794778
CCUP,2025-09-18,TRAIN,8,278,21.039975954313277,23.995200959808592
CCUP,2025-09-18,TRAIN,9,185,21.06530243755651,21.090689966857575
CCUP,2025-09-18,TRAIN,10,149,20.96436058700218,24.024024024024584
CCUP,2025-09-18,TRAIN,11,342,17.931858936043717,23.909145248056873
CRCG,2025-09-18,TRAIN,0,110,15.037593984962085,20.040080160320215
CRCG,2025-09-18,TRAIN,1,101,15.052684395384414,20.06018054162534
CRCG,2025-09-18,TRAIN,2,114,20.040080160320215,20.040080160320215
CRCG,2025-09-18,TRAIN,3,111,20.06018054162534,25.06265664160437
CRCG,2025-09-18,TRAIN,4,111,15.08295625942742,20.12072434607692
CRCG,2025-09-18,TRAIN,5,70,20.040080160320215,20.06018054162534
CRCG,2025-09-18,TRAIN,6,137,15.022533800700732,20.06018054162534
CRCG,2025-09-18,TRAIN,7,168,20.10050251256328,20.12072434607692
CRCG,2025-09-18,TRAIN,8,211,20.020020020019594,25.06265664160437
CRCG,2025-09-18,TRAIN,9,99,20.040080160320215,20.080321285141025
CRCG,2025-09-18,TRAIN,10,94,15.007503751875618,20.035065125245062
CRCG,2025-09-18,TRAIN,11,254,14.932802389248948,19.860973187685772
ANGX,2025-09-22,TRAIN,0,34,7.686395080706984,7.686395080706984
ANGX,2025-09-22,TRAIN,1,14,57.08765863971828,73.87655937693873
ANGX,2025-09-22,TRAIN,2,1,68.23351023502643,68.23351023502643
ANGX,2025-09-22,TRAIN,4,15,68.23351023502643,68.23351023502643
ANGX,2025-09-22,TRAIN,5,1,106.54490106544876,106.54490106544876
ANGX,2025-09-22,TRAIN,6,11,105.7401812688826,113.20754716981159
ANGX,2025-09-22,TRAIN,7,9,52.51312828207073,113.20754716981159
ANGX,2025-09-22,TRAIN,8,15,52.51312828207073,59.9700149925038
ANGX,2025-09-22,TRAIN,9,6,89.6860986547086,89.6860986547086
ANGX,2025-09-22,TRAIN,10,29,104.32190760059655,104.47761194029829
ANGX,2025-09-22,TRAIN,11,2,81.54188287620417,81.54188287620417
CRCA,2025-09-24,TRAIN,0,49,23.018743834265138,23.079459281239206
CRCA,2025-09-24,TRAIN,1,27,13.15789473684241,16.44737020076311
CRCA,2025-09-24,TRAIN,2,21,13.14924391847499,13.14924391847499
CRCA,2025-09-24,TRAIN,3,10,9.858692080184403,12.320126370900468
CRCA,2025-09-24,TRAIN,4,131,13.071895424836901,14.785992554177001
CRCA,2025-09-24,TRAIN,5,68,13.101868421707366,13.125513775649726
CRCA,2025-09-24,TRAIN,6,62,13.114754098360375,13.14924391847499
CRCA,2025-09-24,TRAIN,7,54,13.170893755946864,13.207859755592626
CRCA,2025-09-24,TRAIN,8,57,13.140604467805822,13.14924391847499
CRCA,2025-09-24,TRAIN,9,35,9.839291571006678,13.114754098360375
CRCA,2025-09-24,TRAIN,10,71,9.878169245966205,13.162225841100751
CRCA,2025-09-24,TRAIN,11,48,13.140604467805822,13.175230566534633
CRCG,2025-09-24,TRAIN,0,64,20.83333333333289,26.034892045055486
CRCG,2025-09-24,TRAIN,1,37,26.02811035918829,26.02811035918829
CRCG,2025-09-24,TRAIN,2,18,20.811654526535342,20.811654526535342
CRCG,2025-09-24,TRAIN,3,16,20.811654526535342,20.811654526535342
CRCG,2025-09-24,TRAIN,4,178,15.600624024961588,20.746887966805456
CRCG,2025-09-24,TRAIN,5,48,15.552099533436682,16.869658838571088
CRCG,2025-09-24,TRAIN,6,65,20.79002079002127,20.811654526535342
CRCG,2025-09-24,TRAIN,7,57,20.83333333333289,31.217481789802548
CRCG,2025-09-24,TRAIN,8,70,20.79002079002127,20.83333333333289
CRCG,2025-09-24,TRAIN,9,48,15.53599171413742,20.70393374741157
CRCG,2025-09-24,TRAIN,10,84,15.61686621551242,20.811654526535342
CRCG,2025-09-24,TRAIN,11,45,15.633142261594248,15.633142261594248
ZURA,2025-09-30,TRAIN,0,91,30.769230769230113,46.22496147919847
ZURA,2025-09-30,TRAIN,1,2,61.162079510703414,61.162079510703414
ZURA,2025-09-30,TRAIN,2,24,61.068844633400516,61.25617501764296
ZURA,2025-09-30,TRAIN,3,16,45.662100456620706,45.801526717557635
ZURA,2025-09-30,TRAIN,4,1,45.801526717557635,45.801526717557635
ZURA,2025-09-30,TRAIN,5,4,30.581039755351714,34.386161495903195
ZURA,2025-09-30,TRAIN,6,40,45.801526717557635,45.941807044410126
ZURA,2025-09-30,TRAIN,7,23,30.674846625766904,46.22496147919847
ZURA,2025-09-30,TRAIN,8,9,46.3678516228745,61.72839506172776
ZURA,2025-09-30,TRAIN,9,9,62.11180124223607,77.51937984496097
RZLV,2025-10-02,TRAIN,0,200,9.099181073703173,9.099181073703173
RZLV,2025-10-02,TRAIN,1,214,9.082652134423059,9.082652134423059
RZLV,2025-10-02,TRAIN,2,72,9.099181073703173,9.099181073703173
RZLV,2025-10-02,TRAIN,3,193,9.115770282588683,9.115770282588683
RZLV,2025-10-02,TRAIN,4,140,9.082652134423059,9.086784369243087
RZLV,2025-10-02,TRAIN,5,111,9.01713255184832,9.041598711613268
RZLV,2025-10-02,TRAIN,6,138,9.033423667569817,9.04977375565672
RZLV,2025-10-02,TRAIN,7,158,9.04977375565672,9.062080791588558
RZLV,2025-10-02,TRAIN,8,182,9.033423667569817,9.04977375565672
RZLV,2025-10-02,TRAIN,9,54,9.000900090008809,9.013074436388443
RZLV,2025-10-02,TRAIN,10,10,9.01713255184832,9.01713255184832
RZLV,2025-10-02,TRAIN,11,39,9.01713255184832,9.01713255184832
CCUP,2025-10-02,TRAIN,0,261,22.00565859792527,25.188916876574332
CCUP,2025-10-02,TRAIN,1,91,22.01950298836121,25.173064820641937
CCUP,2025-10-02,TRAIN,2,96,28.31078955646425,28.382213812677342
CCUP,2025-10-02,TRAIN,3,142,18.903591682419815,25.173064820641937
CCUP,2025-10-02,TRAIN,4,166,18.88574313645624,22.01950298836121
CCUP,2025-10-02,TRAIN,5,86,22.07505518763806,24.410451454340265
CCUP,2025-10-02,TRAIN,6,202,18.89168765743089,22.033364809568866
CCUP,2025-10-02,TRAIN,7,121,15.757957768673403,18.89168765743089
CCUP,2025-10-02,TRAIN,8,302,15.69858712715822,18.87979861548159
CCUP,2025-10-02,TRAIN,9,149,21.881838074398335,28.204324663114967
CCUP,2025-10-02,TRAIN,10,147,21.950454687990053,25.141420490257723
CCUP,2025-10-02,TRAIN,11,280,18.726591760299783,18.796992481203162
CRCG,2025-10-02,TRAIN,0,192,20.964360587002584,21.00840336134409
CRCG,2025-10-02,TRAIN,1,65,15.76458223857034,20.964360587002584
CRCG,2025-10-02,TRAIN,2,52,15.715034049241035,15.76458223857034
CRCG,2025-10-02,TRAIN,3,81,15.748031496062659,20.964360587002584
CRCG,2025-10-02,TRAIN,4,73,15.748031496062659,20.986358866737103
CRCG,2025-10-02,TRAIN,5,26,15.76458223857034,15.76458223857034
CRCG,2025-10-02,TRAIN,6,156,15.748031496062659,17.07002639561203
CRCG,2025-10-02,TRAIN,7,95,15.748031496062659,15.748031496062659
CRCG,2025-10-02,TRAIN,8,365,10.471204188482382,15.715034049241035
CRCG,2025-10-02,TRAIN,9,178,20.83333333333289,20.942408376963833
CRCG,2025-10-02,TRAIN,10,118,20.898641588296314,20.942408376963833
CRCG,2025-10-02,TRAIN,11,254,15.61686621551242,15.665796344647186
CRCA,2025-10-02,TRAIN,0,116,13.29787234042584,16.61957924033046
CRCA,2025-10-02,TRAIN,1,61,9.97672098437018,13.29787234042584
CRCA,2025-10-02,TRAIN,2,85,9.983361064891634,13.315579227696121
CRCA,2025-10-02,TRAIN,3,96,13.28021248340004,16.60577881102647
CRCA,2025-10-02,TRAIN,4,70,9.980041024630907,13.29787234042584
CRCA,2025-10-02,TRAIN,5,47,9.97672098437018,9.990009990009778
CRCA,2025-10-02,TRAIN,6,101,6.653359946772978,9.97672098437018
CRCA,2025-10-02,TRAIN,7,66,6.657789613848061,9.97672098437018
CRCA,2025-10-02,TRAIN,8,235,6.662225183211051,9.950248756218695
CRCA,2025-10-02,TRAIN,9,72,9.904258831297248,13.2450331125825
CRCA,2025-10-02,TRAIN,10,82,13.262599469495738,16.528925619834947
CRCA,2025-10-02,TRAIN,11,116,6.61375661375706,9.910802775025152
BTQ,2025-10-03,TRAIN,0,14,21.913805697589662,21.913805697589662
BTQ,2025-10-03,TRAIN,1,25,21.88183807439843,29.154518950437346
BTQ,2025-10-03,TRAIN,2,1,7.272727272727117,7.272727272727117
BTQ,2025-10-03,TRAIN,3,12,29.02232523014849,36.25815808556913
BTQ,2025-10-03,TRAIN,4,34,43.352601156069724,57.88712011577429
BTQ,2025-10-03,TRAIN,5,16,57.88712011577429,57.88712011577429
BTQ,2025-10-03,TRAIN,6,30,25.14633836466694,28.694404591104757
BTQ,2025-10-03,TRAIN,7,36,43.22766570605159,59.55130525974108
BTQ,2025-10-03,TRAIN,8,18,28.694404591104757,35.945363048167295
BTQ,2025-10-03,TRAIN,9,1,43.103448275862426,43.103448275862426
BTQ,2025-10-03,TRAIN,10,6,46.86898532028003,57.636887608069216
BTQ,2025-10-03,TRAIN,11,4,64.79481641468672,64.79481641468672
RGTZ,2025-10-16,TRAIN,0,375,21.186440677966587,26.46903123345723
RGTZ,2025-10-16,TRAIN,1,411,10.526315789473461,15.797788309636312
RGTZ,2025-10-16,TRAIN,2,378,15.814443858723966,15.864621893178814
RGTZ,2025-10-16,TRAIN,3,261,5.2770448548811535,5.293806246691258
RGTZ,2025-10-16,TRAIN,4,307,10.54852320675083,15.831134564643461
RGTZ,2025-10-16,TRAIN,5,237,10.493179433368088,15.78116780641734
RGTZ,2025-10-16,TRAIN,6,367,10.515247108306822,15.78116780641734
RGTZ,2025-10-16,TRAIN,7,614,15.682174594876821,20.898641588296314
RGTZ,2025-10-16,TRAIN,8,385,15.61686621551242,20.811654526535342
RGTZ,2025-10-16,TRAIN,9,424,15.682174594876821,20.898641588296314
RGTZ,2025-10-16,TRAIN,10,241,10.460251046024881,15.633142261594248
BTQ,2025-10-16,TRAIN,0,36,21.141649048625343,26.50236709176181
BTQ,2025-10-16,TRAIN,1,214,16.97792869269988,34.12969283276454
BTQ,2025-10-16,TRAIN,2,114,16.92047377326529,33.59934577857992
BTQ,2025-10-16,TRAIN,3,148,12.674271229404038,21.141649048625343
BTQ,2025-10-16,TRAIN,4,39,25.146689019279336,50.42016806722731
BTQ,2025-10-16,TRAIN,5,87,20.964360587001647,25.146689019279336
BTQ,2025-10-16,TRAIN,6,134,12.56807708420585,20.964360587001647
BTQ,2025-10-16,TRAIN,7,65,24.89626556016618,37.26708074534156
BTQ,2025-10-16,TRAIN,8,59,16.68056713928238,29.154518950436696
BTQ,2025-10-16,TRAIN,9,167,8.305647840532123,16.6251039068998
BTQ,2025-10-16,TRAIN,10,48,29.05770029057712,33.195020746888
BTQ,2025-10-16,TRAIN,11,54,12.468830084118931,16.6251039068998
NEUP,2025-10-28,TRAIN,3,4,88.2879505690893,114.46409989594207
NEUP,2025-10-28,TRAIN,6,15,41.322314049586815,52.356020942408186
NEUP,2025-10-28,TRAIN,7,5,103.95010395010449,114.46409989594207
NEUP,2025-10-28,TRAIN,8,4,103.95010395010449,103.95010395010449
BW,2025-11-06,TRAIN,0,3,79.52286282306169,79.52286282306169
BW,2025-11-06,TRAIN,1,33,29.498525073745682,49.2610837438422
BW,2025-11-06,TRAIN,2,45,19.607843137255358,29.268292682926205
BW,2025-11-06,TRAIN,3,20,48.6381783204308,58.36575875486342
BW,2025-11-06,TRAIN,4,41,48.87585532746806,48.87585532746806
BW,2025-11-06,TRAIN,5,2,39.13894324853233,39.13894324853233
BW,2025-11-06,TRAIN,6,83,19.531249999999584,29.268292682926205
BW,2025-11-06,TRAIN,7,11,19.531249999999584,29.382957884427274
BW,2025-11-06,TRAIN,8,26,29.382957884427274,29.382957884427274
BW,2025-11-06,TRAIN,9,375,19.723865877712488,29.382957884427274
BW,2025-11-06,TRAIN,10,9,39.292730844793745,39.292730844793745
BW,2025-11-06,TRAIN,11,3,39.292730844793745,39.292730844793745
CRWU,2025-11-12,TRAIN,0,149,29.970029970029334,30.060120240481208
CRWU,2025-11-12,TRAIN,1,85,25.06265664160437,29.99999999999936
CRWU,2025-11-12,TRAIN,2,181,25.2143217347448,30.241935483870325
CRWU,2025-11-12,TRAIN,3,91,25.2143217347448,25.2143217347448
CRWU,2025-11-12,TRAIN,4,156,25.11300853842326,30.181086519114935
CRWU,2025-11-12,TRAIN,5,116,24.912805181863835,24.98750624687603
CRWU,2025-11-12,TRAIN,6,64,24.937655860349484,24.937655860349484
CRWU,2025-11-12,TRAIN,7,200,24.863252113376785,29.79145978152954
CRWU,2025-11-12,TRAIN,8,173,19.860973187685772,24.81389578163719
CRWU,2025-11-12,TRAIN,9,322,24.64268112370661,24.76473501733479
CRWU,2025-11-12,TRAIN,10,195,24.76473501733479,29.498525073745682
CRWU,2025-11-12,TRAIN,11,82,19.920318725100064,24.807744592796922
CRWG,2025-11-12,TRAIN,0,373,9.30232558139515,18.518518518518945
CRWG,2025-11-12,TRAIN,1,322,9.285051067780676,9.30232558139515
CRWG,2025-11-12,TRAIN,2,330,9.337068160598202,18.656716417910882
CRWG,2025-11-12,TRAIN,3,207,9.354536950420755,9.354536950420755
CRWG,2025-11-12,TRAIN,4,295,9.285051067780676,18.518518518518945
CRWG,2025-11-12,TRAIN,5,234,9.233610341643386,9.250693802034954
CRWG,2025-11-12,TRAIN,6,182,9.267840593142425,18.48428835489794
CRWG,2025-11-12,TRAIN,7,325,9.216589861750956,9.250693802034954
CRWG,2025-11-12,TRAIN,8,299,9.19963201472003,9.19963201472003
CRWG,2025-11-12,TRAIN,9,629,9.182736455463532,9.19963201472003
CRWG,2025-11-12,TRAIN,10,464,9.165902841429684,9.182736455463532
CRWG,2025-11-12,TRAIN,11,327,9.233610341643386,18.382352941176897
CWVX,2025-11-12,TRAIN,0,239,12.195121951220337,18.23708206686891
CWVX,2025-11-12,TRAIN,1,141,12.195121951220337,18.259281801583164
CWVX,2025-11-12,TRAIN,2,291,12.269938650306488,15.346873272534292
CWVX,2025-11-12,TRAIN,3,145,12.285012285012023,18.416206261509735
CWVX,2025-11-12,TRAIN,4,266,18.214936247722747,18.281535648995206
CWVX,2025-11-12,TRAIN,5,231,18.17080557237999,18.192844147968074
CWVX,2025-11-12,TRAIN,6,158,18.214936247722747,18.23708206686891
CWVX,2025-11-12,TRAIN,7,314,12.121212121211864,18.126888217522275
CWVX,2025-11-12,TRAIN,8,301,12.091898428052948,18.126888217522275
CWVX,2025-11-12,TRAIN,9,543,12.077294685990081,18.08318264014535
CWVX,2025-11-12,TRAIN,10,365,18.061408789886297,18.08318264014535
CWVX,2025-11-12,TRAIN,11,194,12.106537530266086,18.105009052505213
DGNX,2025-11-17,TRAIN,1,1,42.19409282700407,42.19409282700407
DGNX,2025-11-17,TRAIN,2,18,41.91114836546507,59.8118690892514
NKLR,2025-11-20,TRAIN,0,1,58.1395348837214,58.1395348837214
NKLR,2025-11-20,TRAIN,3,1,67.89524733268698,67.89524733268698
NKLR,2025-11-20,TRAIN,6,1,67.89524733268698,67.89524733268698
NKLR,2025-11-20,TRAIN,7,6,43.5437150437875,48.40271055179159
NKLR,2025-11-20,TRAIN,9,1,48.40271055179159,48.40271055179159
IRE,2025-11-20,TRAIN,0,357,8.130081300813556,12.13101496158558
IRE,2025-11-20,TRAIN,1,324,8.038585209003044,12.024048096192127
IRE,2025-11-20,TRAIN,2,395,8.019246190857888,12.014417300760657
IRE,2025-11-20,TRAIN,3,246,8.058017727638829,12.072434607645617
IRE,2025-11-20,TRAIN,4,283,8.077544426494892,12.082158679017061
IRE,2025-11-20,TRAIN,5,267,8.064516129032086,12.091898428052946
IRE,2025-11-20,TRAIN,6,378,8.051529790660053,12.062726176115545
IRE,2025-11-20,TRAIN,7,407,7.9808459696726155,11.937922801432295
IRE,2025-11-20,TRAIN,8,586,7.9428117553612285,11.871784724970771
IRE,2025-11-20,TRAIN,9,330,11.871784724970771,11.890606420927917
IRE,2025-11-20,TRAIN,10,427,11.853022520742536,11.918951132300103
BMNG,2025-11-26,TRAIN,0,304,11.376564277588937,22.497273442057246
BMNG,2025-11-26,TRAIN,1,312,11.402508551881171,22.727272727273252
BMNG,2025-11-26,TRAIN,2,247,11.376564277588937,11.376564277588937
BMNG,2025-11-26,TRAIN,3,98,11.376564277588937,22.727272727273252
BMNG,2025-11-26,TRAIN,4,65,11.350737797956624,11.376564277588937
BMNG,2025-11-26,TRAIN,5,70,11.350737797956624,11.350737797956624
BMNG,2025-11-26,TRAIN,6,178,11.350737797956624,22.727272727273252
BMNG,2025-11-26,TRAIN,7,130,11.299435028248347,11.299435028248347
BMNG,2025-11-26,TRAIN,8,128,11.299435028248347,11.32502831257054
BMNG,2025-11-26,TRAIN,9,179,11.32502831257054,11.350737797956624
BMNG,2025-11-26,TRAIN,10,158,11.273957158963556,11.299435028248347
BMNG,2025-11-26,TRAIN,11,199,11.22334455667765,11.22334455667765
BMNU,2025-11-26,TRAIN,0,192,7.434944237918717,7.434944237918717
BMNU,2025-11-26,TRAIN,1,79,7.457121551081124,7.457121551081124
BMNU,2025-11-26,TRAIN,2,154,7.468259895444201,7.4794315632017
BMNU,2025-11-26,TRAIN,3,72,7.4794315632017,14.925373134328039
BMNU,2025-11-26,TRAIN,4,102,7.468259895444201,14.903129657227701
BMNU,2025-11-26,TRAIN,5,75,7.457121551081124,7.468259895444201
BMNU,2025-11-26,TRAIN,6,168,7.468259895444201,7.4794315632017
BMNU,2025-11-26,TRAIN,7,218,7.44601638123588,14.85884101040153
BMNU,2025-11-26,TRAIN,8,84,7.434944237918717,14.880952380952722
BMNU,2025-11-26,TRAIN,9,214,7.457121551081124,14.85884101040153
BMNU,2025-11-26,TRAIN,10,122,7.412898443291168,7.412898443291168
BMNU,2025-11-26,TRAIN,11,107,14.727540500736062,14.749262536873498
CRWU,2025-11-26,TRAIN,0,123,22.675736961451435,22.84843869002304
CRWU,2025-11-26,TRAIN,1,35,15.197568389057428,22.744503411675698
CRWU,2025-11-26,TRAIN,2,173,22.84843869002304,22.953328232593915
CRWU,2025-11-26,TRAIN,3,146,22.779043280181746,30.257186081694435
CRWU,2025-11-26,TRAIN,4,114,22.57336343115143,30.063898484951142
CRWU,2025-11-26,TRAIN,5,56,22.505626406601174,24.412090527793154
CRWU,2025-11-26,TRAIN,6,222,15.015015015014693,22.371364653243372
CRWU,2025-11-26,TRAIN,7,185,14.970059880239866,22.371364653243372
CRWU,2025-11-26,TRAIN,8,204,15.037593984962752,22.40477968633327
CRWU,2025-11-26,TRAIN,9,120,22.471910112359733,22.539444027047523
CRWU,2025-11-26,TRAIN,10,167,22.371364653243372,22.471910112359733
CRWU,2025-11-26,TRAIN,11,154,22.304832713754834,22.3380491437083
BMNG,2025-11-28,TRAIN,0,256,17.8731152568362,17.889087656529135
BMNG,2025-11-28,TRAIN,1,164,8.96860986547066,17.889087656529135
