n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,tc,note,cost,mde,h1,h2,vgross,half_ok
1622,30.60377358490566,-0.10693921533680749,-0.13987097723625172,-0.03895918684147366,-3.4158001457905294,32.075471698113205,1.8867924528301887,5,-2231.432721493132,1814.8908985813755,-17345.540727630174,-18928.988592607817,-327.27435335151273,25.0,-0.21816972125039877,49.136868064118374,F16-base  B2 (reference),TRAIN,-2.9931691681122707,,0.06798002849533383,0.08766022312870501,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False
706,30.695652173913043,0.012650779374544391,-0.02591279892455078,0.08272033029467893,0.2678074312316802,43.47826086956522,4.3478260869565215,4,-957.3728770391667,1410.7525100988917,893.1450238428342,-2940.0336675961444,38.83239234099279,40.0,-0.09302888820971138,57.082152974504254,F16-base  B2 (reference),VAL,0.26162959495333094,,0.07006955092013452,0.13226736123718896,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False
1618,30.528301886792452,-0.11515863401376783,-0.1481408354076632,-0.04680391425471026,-3.683505283182799,33.9622641509434,1.8867924528301887,5,-2205.535137747817,1497.142246831813,-18632.666983427636,-19734.193010541527,-351.559754404295,25.0,-0.22564997446695842,49.011124845488254,"F16-a1  1/anchor, 4 slots",TRAIN,-3.3209146113459056,,0.06835471975905758,0.08753731851849993,-0.08181558964351486,-0.014296053554020405,0.06847253225294694,False
710,30.869565217391305,-0.0022934169776412314,-0.04106947974228843,0.06847253225294694,-0.04862745659755396,47.82608695652174,4.3478260869565215,4,-1307.7693127522207,1357.3457182274972,-162.83260541252636,-4264.331574003574,-7.079678496196799,40.0,-0.1081211893011661,57.183098591549296,"F16-a1  1/anchor, 4 slots",VAL,-0.04580823772631207,,0.07076594923058815,0.1320564139420457,-0.08181558964351486,-0.014296053554020405,0.06847253225294694,False
1622,30.60377358490566,-0.10693921533680749,-0.13987097723625172,-0.03895918684147366,-3.4158001457905294,32.075471698113205,1.8867924528301887,5,-2231.432721493132,1814.8908985813755,-17345.540727630174,-18928.988592607817,-327.27435335151273,25.0,-0.21816972125039877,49.136868064118374,"F16-a2  2/anchor, 4 slots",TRAIN,-2.9931691681122707,,0.06798002849533383,0.08766022312870501,-0.07672468367398727,-0.0031885061681804477,0.08406273759879075,False
708,30.782608695652176,0.013967380494842802,-0.024423134746680637,0.08406273759879075,0.2951158823105231,43.47826086956522,4.3478260869565215,4,-957.3728770391667,1410.7525100988917,988.8905390348705,-2940.0336675961444,42.99524082760306,40.0,-0.09134549273159921,56.92090395480226,"F16-a2  2/anchor, 4 slots",VAL,0.2885757111907191,,0.07009535710394794,0.1325196905004571,-0.07672468367398727,-0.0031885061681804477,0.08406273759879075,False
1614,30.452830188679247,-0.11651666109456106,-0.14958060276452556,-0.04806080177170108,-3.7255839321441204,33.9622641509434,1.8867924528301887,5,-2205.535137747817,1497.142246831813,-18805.789100662158,-19907.315127776048,-354.8262094464558,25.0,-0.22735748135432657,49.13258983890954,"F16-a1n 1/anchor, 4 slots, NO REFILL",TRAIN,-3.3662495529524623,,0.06845585932286,0.08756926618937072,-0.08461386468090634,-0.014296053554020405,0.07294622972950676,False
704,30.608695652173914,0.002231492983478295,-0.036819428105362956,0.07294622972950676,0.04705211351114953,47.82608695652174,4.3478260869565215,4,-1307.7693127522207,1357.3457182274972,157.09710603687282,-4094.044350529781,6.830308958124905,40.0,-0.10430297077019753,57.52840909090909,"F16-a1n 1/anchor, 4 slots, NO REFILL",VAL,0.04439102755300034,,0.07071473674602848,0.1327927671571788,-0.08461386468090634,-0.014296053554020405,0.07294622972950676,False
2106,39.735849056603776,-0.11791463543224251,-0.15041966680992205,-0.04917073822803462,-4.284397600784647,26.41509433962264,1.8867924528301887,9,-2585.5136318494124,2183.615138696289,-24832.822222030274,-24832.822222030278,-468.5438155100052,25.0,-0.22915408833434361,47.198480531813864,"F16-a6  1/anchor, 6 slots",TRAIN,-3.538828285526504,,0.0687438972042079,0.07706123706861687,-0.08683805735495018,-0.015371954579018464,0.05800117150694154,False
994,43.21739130434783,-0.012659961115769884,-0.05073521668763829,0.05800117150694154,-0.3158719895940438,52.17391304347826,4.3478260869565215,4,-1299.7609067527017,1379.6936717247213,-1258.4001349075268,-5366.829067112821,-54.71304934380551,40.0,-0.11818909225452302,55.633802816901415,"F16-a6  1/anchor, 6 slots",VAL,-0.3039707836277003,,0.07066113262271143,0.11222233148850276,-0.08683805735495018,-0.015371954579018464,0.05800117150694154,False
