n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,tc,note,cost,mde,h1,h2,vgross,half_ok
1622,30.60377358490566,-0.10693921533680749,-0.13987097723625172,-0.03895918684147366,-3.4158001457905294,32.075471698113205,1.8867924528301887,5,-2231.432721493132,1814.8908985813755,-17345.540727630174,-18928.988592607817,-327.27435335151273,25.0,-0.21816972125039877,49.136868064118374,"F17-h0  15:55 flat [shipped, =B2]",TRAIN,-2.9931691681122707,,0.06798002849533383,0.08766022312870501,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False
706,30.695652173913043,0.012650779374544391,-0.02591279892455078,0.08272033029467893,0.2678074312316802,43.47826086956522,4.3478260869565215,4,-957.3728770391667,1410.7525100988917,893.1450238428342,-2940.0336675961444,38.83239234099279,40.0,-0.09302888820971138,57.082152974504254,"F17-h0  15:55 flat [shipped, =B2]",VAL,0.26162959495333094,,0.07006955092013452,0.13226736123718896,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False
1621,30.58490566037736,-0.07790343315312728,-0.13993111098900238,-0.0025740746478783547,-2.1907706044953175,37.735849056603776,1.8867924528301887,4,-3859.0409272927955,2081.3998277294777,-12628.14651412193,-15138.935999747111,-238.26691536079113,33.33333333333333,-0.21596601459002665,49.10549043800123,F17-h1a  next OPEN,TRAIN,-1.9367328030685729,,0.07532935850524893,0.09956752769147474,-0.04321971907210763,0.035970893441925604,0.03508089713444716,False
706,30.695652173913043,-0.04376696327518576,-0.02591279892455078,0.03508089713444716,-0.8210461109057259,34.78260869565217,4.3478260869565215,6,-1946.1899048744342,2141.3416900036486,-3089.947607228114,-7059.393249041589,-134.34554814035278,40.0,-0.1635606893124419,57.082152974504254,F17-h1a  next OPEN,VAL,-0.7591445191344978,,0.07884786040963292,0.14925775244868222,-0.04321971907210763,0.035970893441925604,0.03508089713444716,False
1621,30.58490566037736,-0.07790343315312728,-0.13993111098900238,-0.0025740746478783547,-2.1907706044953175,37.735849056603776,1.8867924528301887,4,-3859.0409272927955,2081.3998277294777,-12628.14651412193,-15138.935999747111,-238.26691536079113,33.33333333333333,-0.21596601459002665,49.10549043800123,"F17-h1b  next OPEN , prior-close stop",TRAIN,-1.9367328030685729,,0.07532935850524893,0.09956752769147474,-0.04321971907210763,0.035970893441925604,0.03508089713444716,False
706,30.695652173913043,-0.04376696327518576,-0.02591279892455078,0.03508089713444716,-0.8210461109057259,34.78260869565217,4.3478260869565215,6,-1946.1899048744342,2141.3416900036486,-3089.947607228114,-7059.393249041589,-134.34554814035278,40.0,-0.1635606893124419,57.082152974504254,"F17-h1b  next OPEN , prior-close stop",VAL,-0.7591445191344978,,0.07884786040963292,0.14925775244868222,-0.04321971907210763,0.035970893441925604,0.03508089713444716,False
1621,30.58490566037736,-0.1372369237950723,-0.13993111098900238,-0.06190756528982338,-3.567192349521417,35.84905660377358,1.8867924528301887,4,-3518.764388032697,2452.9078211363794,-22246.105347181216,-22954.96203417146,-419.73783673926823,25.0,-0.30087482435801094,49.10549043800123,F17-h2a  +1 session close,TRAIN,-3.2195535700759708,,0.07532935850524893,0.10772152129047824,-0.11198520535423762,-0.014418072488353613,0.11366293095362655,False
706,30.695652173913043,0.03481507054399358,-0.02591279892455078,0.11366293095362655,0.5659408692482006,43.47826086956522,4.3478260869565215,4,-1638.0488563289296,2558.6620926935343,2457.943980405948,-5659.994800788238,106.8671295828673,60.0,-0.16670535857744836,57.082152974504254,F17-h2a  +1 session close,VAL,0.5403622255589814,,0.07884786040963294,0.17224802593365982,-0.11198520535423762,-0.014418072488353613,0.11366293095362655,False
1621,30.58490566037736,-0.10093977330036201,-0.13993111098900238,-0.025610414795113112,-2.811560047426814,35.84905660377358,1.8867924528301887,5,-3920.1706400715193,1872.0198945464203,-16362.337251988685,-18432.252049751958,-308.723344377145,33.33333333333333,-0.24663724694737435,49.10549043800123,"F17-h2b  +1 session close , prior-close stop",TRAIN,-2.4962363824986262,,0.07532935850524893,0.10052474799522154,-0.07263987181978192,0.018988433272751907,0.05831126579426732,False
706,30.695652173913043,-0.020536594615365597,-0.02591279892455078,0.05831126579426732,-0.36013654460189604,39.130434782608695,4.3478260869565215,4,-1999.3269222659137,2822.9325258283425,-1449.8835798448108,-6801.4512435039205,-63.03841651499177,60.0,-0.18329771780214815,57.082152974504254,"F17-h2b  +1 session close , prior-close stop",VAL,-0.3295033537465079,,0.07884786040963293,0.1596685084724971,-0.07263987181978192,0.018988433272751907,0.05831126579426732,False
1621,30.58490566037736,-0.13298653805637337,-0.13993111098900238,-0.05765717955112444,-2.9479642356576403,39.62264150943396,1.8867924528301887,4,-4448.0550007413085,2604.735058573752,-21557.117818938124,-22117.27868702235,-406.7380720554363,33.33333333333333,-0.34288188933585423,49.10549043800123,F17-h3a  +2 session close,TRAIN,-2.6103357415097195,,0.07532935850524893,0.1263116770732389,-0.11702989046444674,-0.0013530101874089607,0.06709097376228287,False
706,30.695652173913043,-0.011756886647350057,-0.02591279892455078,0.06709097376228287,-0.15199785846950395,34.78260869565217,4.3478260869565215,7,-2875.722481051128,3449.914413638525,-830.0361973029129,-9878.269349043188,-36.08853031751795,60.0,-0.28133024269216117,57.082152974504254,F17-h3a  +2 session close,VAL,-0.1382272546156308,,0.07884786040963292,0.2165772790751845,-0.11702989046444674,-0.0013530101874089607,0.06709097376228287,False
1621,30.58490566037736,-0.10286513022895495,-0.13993111098900238,-0.027535771723706037,-2.844954436510877,37.735849056603776,1.8867924528301887,4,-3994.574796240152,2110.5474614001673,-16674.437610113597,-18895.279404957335,-314.61203037950185,33.33333333333333,-0.2538527174033569,49.10549043800123,"F17-h3b  +2 session close , prior-close stop",TRAIN,-2.458878239436936,,0.07532935850524891,0.10123971088771166,-0.08269294702810337,0.024770732260872678,0.04052723544473435,False
706,30.695652173913043,-0.0383206249648986,-0.02591279892455078,0.04052723544473435,-0.6819635234927719,34.78260869565217,4.3478260869565215,4,-1999.3269222659137,2603.956097928263,-2705.436122521842,-7455.729217427854,-117.62765750094967,60.0,-0.19609979666613378,57.082152974504254,"F17-h3b  +2 session close , prior-close stop",VAL,-0.620777461441842,,0.07884786040963293,0.15733649411654102,-0.08269294702810337,0.024770732260872678,0.04052723544473435,False
1621,30.58490566037736,-0.11882436173358982,-0.13993111098900238,-0.04349500322834089,-2.0272360462364225,41.509433962264154,1.8867924528301887,7,-4729.465141828784,4480.008870174866,-19261.42903701491,-19647.96445814761,-363.4231893776398,41.66666666666667,-0.43171712670170914,49.10549043800123,F17-h5a  +5 session close,TRAIN,-1.7740331811954397,,0.07532935850524893,0.16411912834310857,-0.07002070886603023,-0.01834021747336861,0.051422722774455594,False
