n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,tc,note,cost,mde,h1,h2,vgross,half_ok
1352,25.50943396226415,-0.0749122722250018,-0.1008308120919588,-0.006231805026138277,-2.163505459756317,33.9622641509434,1.8867924528301887,6,-1895.165862941793,1426.0910976899909,-10128.139204820245,-12910.829382761523,-191.09696612868387,25.0,-0.18390509408968708,45.93195266272189,F18-f30  mixed floor $30,TRAIN,-1.8491252499221984,,0.06868046719886352,0.09695115918664259,-0.06960018890297756,0.05226902162545301,0.027753405828456666,False
673,29.26086956521739,-0.0445110511086216,-0.07703865877241102,0.027753405828456666,-0.9155893087148133,52.17391304347826,4.3478260869565215,3,-1783.359927685267,1256.754127111323,-2995.5937396102336,-6284.437115032848,-130.24320607001016,40.0,-0.15228783824404835,52.897473997028236,F18-f30  mixed floor $30,VAL,-0.8873421075390627,,0.07226445693707827,0.136121011809412,-0.06960018890297756,0.05226902162545301,0.027753405828456666,False
944,17.81132075471698,-0.06095958025252969,-0.09455674263757605,0.009008624773230242,-1.4731084801453207,39.62264150943396,1.8867924528301887,6,-1881.9822514630632,1401.3194298466733,-5754.584375838802,-10559.257866002576,-108.57706369507173,25.0,-0.17023243790681358,43.11440677966102,F18-f50  mixed floor $50,TRAIN,-1.2677534178259382,,0.06996820502575994,0.1158684692998611,-0.1319917242673394,0.11680141497433864,0.00879336801805347,False
545,23.695652173913043,-0.0641557907875517,-0.10467920573879674,0.00879336801805347,-1.2107590562676604,47.82608695652174,4.3478260869565215,4,-1877.0354980785035,1117.3812242728388,-3496.49059792157,-6796.653612625687,-152.0213303444161,40.0,-0.17467072844779227,48.9908256880734,F18-f50  mixed floor $50,VAL,-1.0329454058548806,,0.07294915880560518,0.14836660793510748,-0.1319917242673394,0.11680141497433864,0.00879336801805347,False
1314,24.79245283018868,-0.08806199352364476,-0.12928104971362542,-0.018095088376705766,-2.378509858639379,33.9622641509434,1.8867924528301887,5,-1650.1778199858675,2135.2535940307807,-11571.345949006918,-13200.725497665248,-218.3272820567343,16.666666666666664,-0.197508217659012,52.89193302891933,F18-w5  WRAPPERS floor $5,TRAIN,-1.8687555661072297,,0.06996690514693897,0.10366725240620073,-0.11934425994750027,0.06441459563816822,0.09071505866891659,False
733,31.869565217391305,0.01608974931703182,-0.038763248019252974,0.09071505866891659,0.3275591086773066,52.17391304347826,4.3478260869565215,4,-2394.0306141139736,3109.5573078423186,1179.3786249384325,-7070.81929969851,51.27733151906228,60.0,-0.08802020205558156,75.30695770804911,F18-w5  WRAPPERS floor $5,VAL,0.2539381764358602,,0.07462530935188476,0.13753639234643047,-0.11934425994750027,0.06441459563816822,0.09071505866891659,False
1249,23.566037735849058,-0.09161785773358092,-0.12934036304253863,-0.02301516253543158,-2.4107315030477032,35.84905660377358,1.8867924528301887,5,-1650.1778199858675,1434.5411465618847,-11443.070430924256,-11920.728854742063,-215.9069892627218,16.666666666666664,-0.2018115835838493,47.55804643714972,F18-w10  WRAPPERS floor $10,TRAIN,-1.906815340797135,,0.06860269519814934,0.1064116851377747,-0.11328027240397591,0.0487040986101216,0.1107807319248303,False
693,30.130434782608695,0.03751472490554122,-0.01420198964725247,0.1107807319248303,0.7418544282562749,47.82608695652174,4.3478260869565215,4,-1591.8473681961748,2561.5009038645458,2599.7704359540057,-5066.89960945782,113.03349721539155,60.0,-0.06563929689905801,68.54256854256853,F18-w10  WRAPPERS floor $10,VAL,0.577372088732813,,0.0732660070192891,0.14159277849485147,-0.11328027240397591,0.0487040986101216,0.1107807319248303,False
831,15.679245283018869,-0.0464702811954181,-0.06326999668778158,0.020788079838915636,-0.979622588057848,39.62264150943396,1.8867924528301887,5,-1724.967354020288,1396.3421956346504,-3861.6803673392446,-7194.3991341981555,-72.86189372338197,25.0,-0.15456811914632593,31.64861612515042,F18-w30  WRAPPERS floor $30,TRAIN,-0.771586025384853,,0.06725836103433373,0.1328233841617861,-0.10552301536047567,0.1246623357594677,0.1259758907243702,False
477,20.73913043478261,0.05597624891690693,0.030455492268537287,0.1259758907243702,0.9207542251032927,56.52173913043478,4.3478260869565215,3,-988.6411827706197,1728.8522520339302,2670.0670733364605,-3024.776190433333,116.08987275375915,40.0,-0.04612306206467368,45.911949685534594,F18-w30  WRAPPERS floor $30,VAL,0.7463998470172654,,0.0699996418074633,0.1702229462479595,-0.10552301536047567,0.1246623357594677,0.1259758907243702,False
449,8.471698113207546,-0.0828421537858643,-0.1056745333674974,-0.01213616942045743,-1.285719982794971,41.509433962264154,7.547169811320755,5,-871.5834171082304,875.8371435662535,-3719.6127049853067,-5275.321505544978,-70.1813717921756,25.0,-0.19395353624264616,32.73942093541203,F18-w50  WRAPPERS floor $50,TRAIN,-1.004900319799165,,0.07070598436540688,0.18041100216563213,-0.21941071471347276,0.11416014850001784,0.09959235450076395,False
276,12.0,0.028103960016657242,-0.007328459591700997,0.09959235450076395,0.3572139460095325,43.47826086956522,4.3478260869565215,6,-691.0747096102955,1114.6482675665536,775.6692964597397,-2952.3750792260767,33.724752019988685,40.0,-0.07605431803491368,48.188405797101446,F18-w50  WRAPPERS floor $50,VAL,0.29302153176259876,,0.07148839448410675,0.22029119782613513,-0.21941071471347276,0.11416014850001784,0.09959235450076395,False
1204,22.71698113207547,-0.11398157674006619,-0.12698461791098203,-0.07361505866828684,-3.125587794084812,26.41509433962264,1.8867924528301887,13,-1402.6052654699615,1342.95067788274,-13723.381839503969,-14062.694321439662,-258.9317328208296,8.333333333333332,-0.22612437458866586,27.823920265780732,F18-s08  spread <= 8% of R,TRAIN,-2.562514013837205,,0.04036651807177934,0.10210828679206356,-0.13182265033005292,-0.019691545752826743,0.04731508506734266,False
596,25.91304347826087,0.005250472680345101,-0.013093303639378226,0.04731508506734266,0.1026382580985687,47.82608695652174,4.3478260869565215,6,-1450.3772371465805,1609.2729655125602,312.92817174856884,-5019.3385245743675,13.605572684720384,60.0,-0.0998074410183258,38.08724832214765,F18-s08  spread <= 8% of R,VAL,0.08487225874602956,,0.042064612386997546,0.14323434338536667,-0.13182265033005292,-0.019691545752826743,0.04731508506734266,False
1812,34.18867924528302,-0.0945092480572118,-0.14103597493869813,-0.0035865280537993676,-3.1172188155831924,35.84905660377358,1.8867924528301887,6,-3412.7489244265294,2517.3397991569,-17125.075747966774,-17687.325311646582,-323.11463675409004,16.666666666666664,-0.20415415684044189,53.14569536423841,F18-s25  spread <= 25% of R,TRAIN,-2.8485662734365786,,0.09092272000341242,0.08489166472283237,-0.04627098106378523,0.036716388951337504,0.012285927472910982,False
796,34.608695652173914,-0.08191753935488309,-0.12727305437685216,0.012285927472910982,-1.8227159710195222,30.434782608695656,4.3478260869565215,7,-2038.807978359327,1856.7750781333218,-6520.636132648693,-8459.505900121734,-283.5059188108127,40.0,-0.1905843123605117,55.778894472361806,F18-s25  spread <= 25% of R,VAL,-1.771645241972887,,0.09420346682779406,0.1258391948282413,-0.04627098106378523,0.036716388951337504,0.012285927472910982,False
1961,37.0,-0.16790230781943535,-0.21975256356455802,-0.05477282646912187,-5.718283415044836,30.18867924528302,1.8867924528301887,6,-3430.9209010486793,1965.356580453271,-32925.64256339127,-33064.518097737,-621.2385389319109,16.666666666666664,-0.28064378685210895,52.62621111677716,F18-s40  spread <= 40% of R,TRAIN,-5.0085138828109,,0.1131294813503135,0.08221461368240573,-0.07296485562135624,-0.03826196732609202,0.022387112064889643,False
854,37.130434782608695,-0.09111407146862252,-0.13845972041078533,0.022387112064889643,-2.0522892800086314,30.434782608695656,4.3478260869565215,6,-2592.0160968249556,2239.7652723243323,-7781.141703420361,-11162.871987038969,-338.31050884436354,40.0,-0.20049647261563125,51.87353629976581,F18-s40  spread <= 40% of R,VAL,-1.79009503862218,,0.11350118353351216,0.12430966852346959,-0.07296485562135624,-0.03826196732609202,0.022387112064889643,False
1991,37.56603773584906,-0.18092100095768318,-0.231372701279984,-0.04135885435992945,-6.128861942282054,26.41509433962264,1.8867924528301887,6,-3110.251320853996,1379.746524668536,-36021.37129067471,-36021.3712906747,-679.6485149183908,8.333333333333332,-0.2949532180765064,50.52737317930688,F18-soff  both spread gates OFF,TRAIN,-5.3897266450281895,,0.1395621465977537,0.08265462780075129,-0.05026843011498333,-0.033162388332618524,-0.0033589422367752957,False
890,38.69565217391305,-0.1629894133909206,-0.20920218251391676,-0.0033589422367752957,-3.659762500014754,26.08695652173913,4.3478260869565215,6,-2746.8198255683224,2756.0751807544452,-14506.057791791936,-15628.892462948077,-630.698164860519,20.0,-0.2765047142144286,48.87640449438202,F18-soff  both spread gates OFF,VAL,-3.322491354031292,,0.15963047115414536,0.12469944634186997,-0.05026843011498333,-0.033162388332618524,-0.0033589422367752957,False
