day,symbol,entry_m
2025-05-09,TSLR,577
2025-05-09,TSLT,577
2025-05-09,TTD,578
2025-05-09,VSTS,630
2025-05-12,AAOI,663
2025-05-12,ALLT,577
2025-05-12,ASO,579
2025-05-12,BLMN,577
2025-05-12,BRKR,577
2025-05-12,ETHD,630
2025-05-12,GOGO,577
2025-05-12,HCA,583
2025-05-12,HELE,577
2025-05-12,HIMZ,586
2025-05-12,HROW,580
2025-05-12,LABU,581
2025-05-12,NRG,598
2025-05-12,ONC,581
2025-05-12,REGN,579
2025-05-12,RNA,577
2025-05-12,SAIA,580
2025-05-12,SDRL,577
2025-05-12,SMCX,578
2025-05-12,TSDD,579
2025-05-12,TSLQ,579
2025-05-12,TTD,644
2025-05-12,W,614
2025-05-12,XPO,579
2025-05-13,ACHC,578
2025-05-13,APPX,583
2025-05-13,AS,580
2025-05-13,ASTS,577
2025-05-13,BIYA,631
2025-05-13,COIN,670
2025-05-13,CONL,577
2025-05-13,CTRI,578
2025-05-13,FLNC,577
2025-05-13,FSLR,577
2025-05-13,LABD,580
2025-05-13,LIF,578
2025-05-13,NNE,577
2025-05-13,NTCL,578
2025-05-13,NXT,577
2025-05-13,OM,745
2025-05-13,PLTU,578
2025-05-13,PTIR,579
2025-05-13,RGTX,584
2025-05-13,SMCX,581
2025-05-13,SMR,577
2025-05-13,TOST,579
2025-05-14,ACLX,579
2025-05-14,ARMG,577
2025-05-14,CHA,581
2025-05-14,CINT,660
2025-05-14,ETON,577
2025-05-14,EXEL,578
2025-05-14,GLBE,607
2025-05-14,LTBR,594
2025-05-14,LUNR,690
2025-05-14,NUTX,577
2025-05-14,OKLO,577
2025-05-14,OM,597
2025-05-14,PLTU,577
2025-05-14,PTIR,577
2025-05-14,QBTX,686
2025-05-14,RGC,597
2025-05-14,RUN,696
2025-05-14,SMCZ,577
2025-05-15,AEVA,580
2025-05-15,BKKT,589
2025-05-15,CRWV,679
2025-05-15,DXC,577
2025-05-15,EVTL,707
2025-05-15,EWCZ,577
2025-05-15,GRAL,582
2025-05-15,NTES,584
2025-05-15,NUTX,611
2025-05-15,RCAT,577
2025-05-15,RGC,580
2025-05-15,SMCL,770
2025-05-15,SMCZ,614
2025-05-15,SPIR,760
2025-05-15,VEON,599
2025-05-15,WKEY,799
2025-05-15,WMS,591
2025-05-15,XYF,722
2025-05-16,ACAD,578
2025-05-16,BTDR,738
2025-05-16,CDNA,682
2025-05-16,COIN,620
2025-05-16,CONL,588
2025-05-16,CRWV,579
2025-05-16,DUOT,577
2025-05-16,EVLV,577
2025-05-16,GLOB,585
2025-05-16,GPCR,577
2025-05-16,HIMZ,581
2025-05-16,INMB,841
2025-05-16,QBTX,587
2025-05-16,QVCGP,600
2025-05-16,REPL,577
2025-05-16,SION,761
2025-05-16,SMCX,580
2025-05-16,TNXP,581
2025-05-19,ACOG,601
2025-05-19,BBNX,731
2025-05-19,BHVN,577
2025-05-19,CONL,578
2025-05-19,CRWV,581
2025-05-19,GRAL,580
2025-05-19,HOOG,580
2025-05-19,JAGX,662
2025-05-19,LABU,577
2025-05-19,MRNA,577
2025-05-19,NBIS,585
2025-05-19,NTLA,577
2025-05-19,QBTX,607
2025-05-19,QNTM,591
2025-05-19,RKLX,591
2025-05-19,SLN,717
2025-05-19,SOC,607
2025-05-19,TEO,665
2025-05-19,TIC,664
2025-05-19,TSSI,577
2025-05-20,ARQQ,733
2025-05-20,ARRY,577
2025-05-20,MLYS,700
2025-05-20,NBIS,627
2025-05-20,PONY,779
2025-05-20,QBTS,584
2025-05-20,QBTX,581
2025-05-20,SKBL,717
2025-05-20,SPCB,577
2025-05-20,TRNS,577
2025-05-20,URGN,606
2025-05-20,XYF,584
2025-05-20,YALA,577
2025-05-21,ACLX,577
2025-05-21,APPX,585
2025-05-21,ARQQ,588
2025-05-21,BLOK,662
2025-05-21,CRWV,581
2025-05-21,EDBL,577
2025-05-21,HCAI,651
2025-05-21,IONX,583
2025-05-21,MWYN,815
2025-05-21,ORIC,581
2025-05-22,AAP,599
2025-05-22,AEVA,635
2025-05-22,ARQQ,604
2025-05-22,CLBR,587
2025-05-22,CTGO,688
2025-05-22,CVRX,620
2025-05-22,DXYZ,594
2025-05-22,GGLL,599
2025-05-22,LFMD,593
2025-05-22,LTBR,680
2025-05-22,ORIC,585
2025-05-22,QBTX,597
2025-05-22,REPL,581
2025-05-22,RL,582
2025-05-22,SERV,594
2025-05-22,XYF,655
2025-05-23,BAH,608
2025-05-23,CRWV,577
2025-05-23,FLR,578
2025-05-23,GME,609
2025-05-23,IONQ,577
2025-05-23,LEU,606
2025-05-23,LTBR,577
2025-05-23,NNE,577
2025-05-23,OKLO,585
2025-05-23,OTLY,632
2025-05-23,PLUS,581
2025-05-23,QBTX,578
2025-05-23,SEDG,577
2025-05-23,SMR,633
2025-05-27,CMP,581
2025-05-27,CRWV,577
2025-05-27,GME,749
2025-05-27,IDN,577
2025-05-27,KTOS,584
2025-05-27,LEU,582
2025-05-27,MSTZ,600
2025-05-27,QVCGP,605
2025-05-27,RYET,580
2025-05-27,SBET,596
2025-05-27,SMR,614
2025-05-27,TEM,597
2025-05-27,TEMT,593
2025-05-27,TMC,577
2025-05-27,VSTM,577
2025-05-27,WRD,577
2025-05-28,AIP,817
2025-05-28,ANAB,613
2025-05-28,AVR,651
2025-05-28,BULL,604
2025-05-28,CONI,577
2025-05-28,DFDV,603
2025-05-28,HOLO,578
2025-05-28,MNRO,579
2025-05-28,MP,715
2025-05-28,OUST,684
2025-05-28,QNTM,728
2025-05-28,SBET,623
2025-05-28,SCLX,612
2025-05-28,SMR,577
2025-05-28,U,582
2025-05-28,YMM,586
2025-05-29,AI,577
2025-05-29,AIYY,577
2025-05-29,ATS,581
2025-05-29,ELF,577
2025-05-29,EXOD,660
2025-05-29,EXPI,577
2025-05-29,HPQ,581
2025-05-29,ISSC,770
2025-05-29,MOV,577
2025-05-29,SMCZ,582
2025-05-29,TEMT,604
2025-05-29,YETI,578
2025-05-30,ESTC,648
2025-05-30,GMEU,582
2025-05-30,INOD,577
2025-05-30,LEU,579
2025-05-30,NNE,578
2025-05-30,NTAP,582
2025-05-30,NVD,698
2025-05-30,ORIC,584
2025-05-30,QNTM,601
2025-05-30,SMR,582
2025-05-30,TSLQ,776
2025-05-30,U,629
2025-06-02,ARVN,577
2025-06-02,BNTX,584
2025-06-02,CENX,578
2025-06-02,CRWV,578
2025-06-02,DOMO,758
2025-06-02,HCAI,585
2025-06-02,INVX,698
2025-06-02,JNUG,578
2025-06-02,KYMR,717
2025-06-02,LABU,578
2025-06-02,LYEL,595
2025-06-02,LZMH,578
2025-06-02,NUGT,580
2025-06-02,RIOX,577
2025-06-02,ROBN,580
2025-06-02,TIL,577
2025-06-02,USAU,578
2025-06-03,BCAX,697
2025-06-03,CRWV,598
2025-06-03,DDC,587
2025-06-03,DG,598
2025-06-03,DWTX,601
2025-06-03,GYRE,579
2025-06-03,HIMS,578
2025-06-03,HIMZ,577
2025-06-03,HOOG,739
2025-06-03,JFIN,606
2025-06-03,KYMR,582
2025-06-03,URGN,579
2025-06-03,VG,581
2025-06-04,AGEN,578
2025-06-04,ALGS,613
2025-06-04,AVGX,583
2025-06-04,CAPR,618
2025-06-04,CRWL,617
2025-06-04,GWRE,621
2025-06-04,HIMS,577
2025-06-04,HOLO,611
2025-06-04,MVLL,676
2025-06-04,MYGN,577
2025-06-04,PLAY,627
2025-06-04,RAPP,603
2025-06-04,RYET,735
2025-06-04,SBET,581
2025-06-04,SPCB,578
2025-06-04,SSSS,638
2025-06-04,TYRA,711
2025-06-04,VVPR,623
2025-06-05,ADUR,578
2025-06-05,AGX,579
2025-06-05,CONI,590
2025-06-05,ESOA,675
2025-06-05,FMST,577
2025-06-05,HL,578
2025-06-05,IQST,604
2025-06-05,NBIS,577
2025-06-05,NEGG,630
2025-06-05,OPRX,662
2025-06-05,PLTU,584
2025-06-05,SMG,622
2025-06-05,TBCH,698
2025-06-06,AGEN,577
2025-06-06,ARVN,577
2025-06-06,BYRN,603
2025-06-06,CRSP,577
2025-06-06,CRWL,591
2025-06-06,DFDV,642
2025-06-06,GRRR,585
2025-06-06,HIMZ,582
2025-06-06,IDT,577
2025-06-06,IOT,647
2025-06-06,JFIN,711
2025-06-06,LEGN,600
2025-06-06,NGNE,581
2025-06-06,PONY,666
2025-06-06,SA,577
2025-06-06,SPCB,692
2025-06-06,TARK,594
2025-06-06,TSDD,597
2025-06-06,TSLQ,597
2025-06-06,USAR,578
2025-06-06,VERA,592
2025-06-09,BTM,770
2025-06-09,ESOA,753
2025-06-09,ETOR,599
2025-06-09,FNKO,580
2025-06-09,GHRS,683
2025-06-09,IDN,580
2025-06-09,LE,582
2025-06-09,NBIS,598
2025-06-09,NVTS,595
2025-06-09,PTNM,660
2025-06-09,RDW,591
2025-06-09,RKLB,596
2025-06-09,WKEY,581
2025-06-10,ACLS,596
2025-06-10,AEHR,707
2025-06-10,CRMD,688
2025-06-10,DNLI,690
2025-06-10,NVTS,749
2025-06-10,QUIK,713
2025-06-10,RXRX,578
2025-06-10,SBET,583
2025-06-10,SMR,580
2025-06-10,STRZ,578
2025-06-10,UNFI,581
2025-06-10,VKTX,623
2025-06-11,ASST,656
2025-06-11,AZ,634
2025-06-11,GHRS,661
2025-06-11,GPCR,771
2025-06-11,GTLB,601
2025-06-11,IONL,618
2025-06-11,IONX,618
2025-06-11,KODK,616
2025-06-11,NAKA,577
2025-06-11,OKLO,579
2025-06-11,PSNL,750
2025-06-11,QUBT,579
2025-06-11,RGTX,611
2025-06-11,SBET,588
2025-06-11,SGMT,596
2025-06-11,SOFX,662
2025-06-11,TGEN,584
2025-06-11,THC,579
2025-06-12,ALT,741
2025-06-12,APLD,777
2025-06-12,DFDV,579
2025-06-12,KZIA,579
2025-06-12,NAKA,580
2025-06-12,OKLO,580
2025-06-12,TNXP,577
2025-06-12,TSLT,723
2025-06-12,USAR,578
2025-06-13,ALGS,708
2025-06-13,DAR,637
2025-06-13,DFDV,581
2025-06-13,DOGZ,589
2025-06-13,ELVN,577
2025-06-13,ESLT,580
2025-06-13,IQST,736
2025-06-13,PHAT,577
2025-06-13,RCAT,577
2025-06-13,RDW,694
2025-06-13,RDWR,599
2025-06-13,RUN,834
2025-06-13,SBET,596
2025-06-13,SOLT,734
2025-06-13,TGE,593
2025-06-13,TSLL,754
2025-06-16,ALMU,591
2025-06-16,ARMG,675
2025-06-16,ASTS,583
2025-06-16,GMEU,663
2025-06-16,IE,589
2025-06-16,INOD,577
2025-06-16,METC,774
2025-06-16,MP,578
2025-06-16,NNE,585
2025-06-16,PLTU,581
2025-06-16,PTIR,582
2025-06-16,SGMT,578
2025-06-16,SMCL,662
2025-06-16,SMR,584
2025-06-16,TMC,577
2025-06-16,UEC,577
2025-06-16,URGN,578
2025-06-17,ADUR,577
2025-06-17,DFDV,586
2025-06-17,ETHD,692
2025-06-17,FLNC,577
2025-06-17,FSLR,594
2025-06-17,GMEU,682
2025-06-17,JBL,604
2025-06-17,MUU,594
2025-06-17,NAKA,578
2025-06-17,NXT,589
2025-06-17,PCT,577
2025-06-17,PRTA,773
2025-06-17,RDDT,577
2025-06-17,RDTL,577
2025-06-17,RELY,579
2025-06-17,SRPT,578
2025-06-18,AEVA,581
2025-06-18,AMZE,718
2025-06-18,ARQQ,580
2025-06-18,DFDV,579
2025-06-18,LFMD,592
2025-06-18,MVLL,582
2025-06-18,OTLY,666
2025-06-18,PACS,602
2025-06-18,PBM,796
2025-06-18,QNTM,589
2025-06-18,RBNE,581
2025-06-18,RDDT,582
2025-06-18,RIOX,705
2025-06-18,RUN,604
2025-06-18,SKBL,836
2025-06-18,SRRK,580
2025-06-18,YSXT,772
2025-06-20,AMUU,583
2025-06-20,BKKT,744
2025-06-20,BKSY,682
2025-06-20,CRWV,587
2025-06-20,ETHD,807
2025-06-20,EVH,731
2025-06-20,GRPN,577
2025-06-20,GRRR,581
2025-06-20,LAKE,746
2025-06-20,LEU,586
2025-06-20,OSCR,650
2025-06-20,QNTM,594
2025-06-20,RGC,579
2025-06-20,RKLX,595
2025-06-20,SMCZ,646
2025-06-20,SSII,577
2025-06-20,UPB,672
2025-06-20,WHLR,577
2025-06-20,YSG,617
2025-06-20,ZETA,579
2025-06-23,AEVA,584
2025-06-23,AIP,586
2025-06-23,AMBR,712
2025-06-23,AREN,578
2025-06-23,CONL,599
2025-06-23,CRCL,585
2025-06-23,DFDV,609
2025-06-23,EPSM,595
2025-06-23,HNGE,604
2025-06-23,INV,816
2025-06-23,LIMN,582
2025-06-23,LMND,589
2025-06-23,MRAL,606
2025-06-23,MTR,732
2025-06-23,OSCR,587
2025-06-23,PAYS,582
2025-06-23,QUBT,589
2025-06-23,RBNE,578
2025-06-23,SPHR,606
2025-06-23,TARK,617
2025-06-24,AMBA,689
2025-06-24,AMRN,577
2025-06-24,AMUU,607
2025-06-24,CCL,578
2025-06-24,COIN,597
2025-06-24,CONL,590
2025-06-24,CRCL,586
2025-06-24,CUK,579
2025-06-24,DFDV,577
2025-06-24,IQST,626
2025-06-24,LIMN,623
2025-06-24,NVTS,577
2025-06-24,QNTM,577
2025-06-24,RGC,586
2025-06-24,UBRL,624
2025-06-24,WGS,603
2025-06-25,ADPT,623
2025-06-25,ALAR,834
2025-06-25,ALMU,693
2025-06-25,ASST,577
2025-06-25,AVAV,581
2025-06-25,BB,577
2025-06-25,BMBL,577
2025-06-25,BP,699
2025-06-25,CHYM,590
2025-06-25,DAKT,579
2025-06-25,HIMS,578
2025-06-25,HIMZ,578
2025-06-25,SBET,831
2025-06-25,SMCI,582
2025-06-25,SMCX,577
2025-06-25,TSLQ,589
2025-06-25,ZYBT,611
2025-06-26,AEVA,582
2025-06-26,AUPH,577
2025-06-26,AVAV,577
2025-06-26,BKSY,577
2025-06-26,IONL,579
2025-06-26,IONX,579
2025-06-26,JEF,577
2025-06-26,KTOS,626
2025-06-26,LEU,615
2025-06-26,MRAL,751
2025-06-26,NKTR,577
2025-06-26,NNNN,581
2025-06-26,OSCR,582
2025-06-26,WGMI,753
2025-06-27,CLBR,582
2025-06-27,CNXC,596
2025-06-27,FBRX,599
2025-06-27,GEOS,591
2025-06-27,KALV,711
2025-06-27,KTOS,581
2025-06-27,KULR,578
2025-06-27,MSTU,626
2025-06-27,PLTZ,577
2025-06-27,RIOX,761
2025-06-27,SKYE,579
2025-06-27,WFF,577
2025-06-30,AISP,590
2025-06-30,APPX,594
2025-06-30,ARCX,588
2025-06-30,BBAI,584
2025-06-30,BKKT,627
2025-06-30,CRVO,586
2025-06-30,EVEX,602
2025-06-30,FLNC,579
2025-06-30,JOBY,586
2025-06-30,LZMH,586
2025-06-30,METC,674
2025-06-30,MGNI,578
2025-06-30,MRAL,767
2025-06-30,MST,722
2025-06-30,NNNN,674
2025-06-30,QS,578
2025-06-30,SG,590
2025-06-30,SOFX,592
2025-06-30,SOLT,691
2025-06-30,TGEN,616
2025-07-01,AIRS,587
2025-07-01,AREN,833
2025-07-01,BIRD,604
2025-07-01,CLRO,578
2025-07-01,DAVA,745
2025-07-01,GHRS,748
2025-07-01,HOOG,577
2025-07-01,HOOX,597
2025-07-01,IREN,577
2025-07-01,JACK,678
2025-07-01,LMND,578
2025-07-01,NVD,670
2025-07-01,NXT,681
2025-07-01,OPRA,595
2025-07-01,PTNM,590
2025-07-01,ROBN,577
2025-07-01,SRI,591
2025-07-01,WYNN,608
2025-07-02,AMR,579
2025-07-02,AVBP,581
2025-07-02,BMNR,621
2025-07-02,CTOR,578
2025-07-02,ENVX,578
2025-07-02,GBX,638
2025-07-02,HOOX,587
2025-07-02,HOOY,610
2025-07-02,HUT,578
2025-07-02,IONL,758
2025-07-02,METC,577
2025-07-02,MRAL,581
2025-07-02,ONEW,708
2025-07-02,ONON,630
2025-07-02,ROBN,577
2025-07-02,SION,615
2025-07-02,SOLT,730
2025-07-07,AMBR,586
2025-07-07,BMNR,582
2025-07-07,CORZ,672
2025-07-07,CORZW,670
2025-07-07,KALV,731
2025-07-07,NCPL,579
2025-07-07,ORKA,699
2025-07-07,RGC,577
2025-07-07,SBET,577
2025-07-07,SDM,770
2025-07-07,YSG,687
2025-07-08,ASPI,719
2025-07-08,BBAI,580
2025-07-08,BKKT,584
2025-07-08,BMNR,581
2025-07-08,CC,662
2025-07-08,CIGL,603
2025-07-08,CNVS,618
2025-07-08,DOGZ,621
2025-07-08,FCX,779
2025-07-08,IONZ,674
2025-07-08,KULR,577
2025-07-08,MAZE,735
2025-07-08,NAKA,580
2025-07-08,QS,578
2025-07-08,SOFX,578
2025-07-08,YB,596
2025-07-09,AGEN,585
2025-07-09,ARQQ,593
2025-07-09,CNTA,736
2025-07-09,EXK,583
2025-07-09,FUTU,621
2025-07-09,KWM,577
2025-07-09,MB,702
2025-07-09,MFI,585
2025-07-09,MNTN,589
2025-07-09,QBTX,587
2025-07-09,QNTM,599
2025-07-09,RYTM,613
2025-07-09,TIGR,767
2025-07-10,AEHR,577
2025-07-10,AUPH,577
2025-07-10,AZZ,581
2025-07-10,CIGL,660
2025-07-10,METC,590
2025-07-10,NEGG,578
2025-07-10,OKLL,714
2025-07-10,RXST,610
2025-07-10,SBET,660
2025-07-10,SOFX,583
2025-07-10,TEMT,692
2025-07-10,UUUU,577
2025-07-10,ZBIO,708
2025-07-11,AIRO,585
2025-07-11,ATRO,584
2025-07-11,DDC,699
2025-07-11,DFDV,578
2025-07-11,HROW,582
2025-07-11,IONZ,661
2025-07-11,LGCY,763
2025-07-11,MB,720
2025-07-11,METCB,707
2025-07-11,MP,577
2025-07-11,NEGG,578
2025-07-11,OKLL,605
2025-07-11,RYET,591
2025-07-11,TAOX,595
2025-07-11,VVOS,581
2025-07-11,XRPI,684
2025-07-11,XXRP,593
2025-07-11,ZEPP,579
2025-07-14,APPX,578
2025-07-14,BMNR,580
2025-07-14,BULL,702
2025-07-14,CIFR,581
2025-07-14,INKT,580
2025-07-14,IREN,577
2025-07-14,LQDA,577
2025-07-14,MARA,578
2025-07-14,METC,577
2025-07-14,NRIX,829
2025-07-14,PTNM,599
2025-07-14,ROOT,578
2025-07-14,SBET,619
2025-07-14,TNXP,577
2025-07-14,WGMI,580
2025-07-15,AMUU,586
2025-07-15,ARCX,609
2025-07-15,IONZ,675
2025-07-15,MDXG,584
2025-07-15,MP,584
2025-07-15,OSS,647
2025-07-15,OUST,577
2025-07-15,PTNM,587
2025-07-15,USAR,593
2025-07-15,ZEPP,583
2025-07-16,BKKT,577
2025-07-16,BTM,578
2025-07-16,DXYZ,597
2025-07-16,GLUE,604
2025-07-16,JOBY,607
2025-07-16,MDGL,580
2025-07-16,PCT,717
2025-07-16,PTNM,577
2025-07-16,SOLT,741
2025-07-16,U,627
2025-07-16,UMAC,577
2025-07-17,AIR,578
2025-07-17,AIRO,586
2025-07-17,AIRS,582
2025-07-17,ARCX,588
2025-07-17,ASPI,578
2025-07-17,LE,594
2025-07-17,MCRI,579
2025-07-17,METC,578
2025-07-17,MP,612
2025-07-17,ORCX,598
2025-07-17,PDYN,577
2025-07-17,PGY,577
2025-07-17,QUBT,681
2025-07-17,RKLB,578
2025-07-17,VNET,577
2025-07-17,ZEPP,585
2025-07-18,AISP,651
2025-07-18,ASPI,703
2025-07-18,ASPN,666
2025-07-18,ATYR,578
2025-07-18,BTCS,579
2025-07-18,BULL,602
2025-07-18,ENVX,701
2025-07-18,ETOR,582
2025-07-18,EXOD,580
2025-07-18,FUTU,577
2025-07-18,GHRS,714
2025-07-18,HOOG,584
2025-07-18,HOOX,586
2025-07-18,MRAL,598
2025-07-18,NEGG,583
2025-07-18,NEON,591
2025-07-18,PGY,579
2025-07-18,QS,605
2025-07-18,RIOX,583
2025-07-18,ROBN,581
2025-07-18,SBET,613
2025-07-18,TGEN,577
2025-07-21,ALAB,577
2025-07-21,AVTX,619
2025-07-21,CRSP,581
2025-07-21,CTNM,577
2025-07-21,CVRX,586
2025-07-21,DNA,589
2025-07-21,GDXU,606
2025-07-21,GLXY,609
2025-07-21,IONZ,737
2025-07-21,IREN,581
2025-07-21,LE,719
2025-07-21,NVTS,577
2025-07-21,ORKA,591
2025-07-21,SBET,600
2025-07-21,SEDG,582
2025-07-21,SRPT,580
2025-07-21,VIR,577
2025-07-21,XRPT,622
2025-07-21,XXRP,622
2025-07-22,AEHR,577
2025-07-22,AGYS,617
2025-07-22,CLF,577
2025-07-22,CRL,580
2025-07-22,CURE,593
2025-07-22,DJT,584
2025-07-22,DQ,577
2025-07-22,ENVX,577
2025-07-22,FEIM,582
2025-07-22,ICLR,582
2025-07-22,IQV,577
2025-07-22,LCDL,578
2025-07-22,MEDP,580
2025-07-22,MNRO,705
2025-07-22,NAIL,578
2025-07-22,NOC,582
2025-07-22,SBET,643
2025-07-22,SEDG,582
2025-07-22,SOXS,595
2025-07-23,AMLX,696
2025-07-23,ASTX,581
2025-07-23,BKKT,585
2025-07-23,CALM,577
2025-07-23,DUOT,701
2025-07-23,FWRD,800
2025-07-23,GEV,594
2025-07-23,HIMZ,583
2025-07-23,OKLL,577
2025-07-23,OKLO,583
2025-07-23,ORIC,641
2025-07-23,PLAY,577
2025-07-23,QBTX,577
2025-07-23,RDTL,579
2025-07-23,SMU,579
2025-07-23,STLA,721
2025-07-23,UPB,751
2025-07-23,VITL,580
2025-07-24,ABVX,596
2025-07-24,AMDL,703
2025-07-24,BE,577
2025-07-24,BMNR,657
2025-07-24,CRL,598
2025-07-24,DNA,577
2025-07-24,HZO,614
2025-07-24,KSS,603
2025-07-24,LB,586
2025-07-24,LH,615
2025-07-24,NUTX,579
2025-07-24,OKLO,585
2025-07-24,TREE,631
2025-07-24,UBRL,597
2025-07-24,VKTX,625
2025-07-25,BELFB,579
2025-07-25,COKE,577
2025-07-25,LHAI,577
2025-07-25,OKLL,577
2025-07-25,PTIR,591
2025-07-25,SCHL,632
2025-07-25,TSLT,682
2025-07-25,YETI,626
2025-07-28,ATYR,578
2025-07-28,GEOS,578
2025-07-28,HUHU,756
2025-07-28,INBX,598
2025-07-28,IONZ,590
2025-07-28,LYEL,578
2025-07-28,NVNO,631
2025-07-28,PLTZ,783
2025-07-28,STEM,577
2025-07-28,SY,577
2025-07-28,TRON,577
2025-07-28,TSLG,659
2025-07-29,AMKR,578
2025-07-29,AMUU,599
2025-07-29,BMNR,580
2025-07-29,CECO,836
2025-07-29,CLS,577
2025-07-29,CR,592
2025-07-29,CWVX,716
2025-07-29,LASR,614
2025-07-29,LHAI,579
2025-07-29,MCVT,610
2025-07-29,MOD,585
2025-07-29,NEGG,577
2025-07-29,PII,591
2025-07-29,PTCT,626
2025-07-29,SCLX,810
2025-07-29,SUPV,729
2025-07-29,TAOX,654
2025-07-29,UVIX,689
2025-07-29,WHR,587
2025-07-30,AGEN,619
2025-07-30,ASTL,619
2025-07-30,BGLC,581
2025-07-30,BHVN,577
2025-07-30,BLKB,581
2025-07-30,CLH,577
2025-07-30,CMPR,630
2025-07-30,EDU,594
2025-07-30,FTAI,594
2025-07-30,LQDT,602
2025-07-30,NEGG,693
2025-07-30,OKLO,585
2025-07-30,PUMP,603
2025-07-30,REZI,579
2025-07-30,RGNX,579
2025-07-30,SHOO,590
2025-07-30,SOFI,644
2025-07-30,SOFX,610
2025-07-30,VSAT,590
2025-07-30,WGS,615
2025-07-31,AAMI,581
2025-07-31,ALAB,597
2025-07-31,ALNY,616
2025-07-31,APLS,577
2025-07-31,APPX,589
2025-07-31,CGNX,577
2025-07-31,CRWV,596
2025-07-31,CVNA,603
2025-07-31,FORM,607
2025-07-31,GNRC,583
2025-07-31,HOOG,599
2025-07-31,IDCC,577
2025-07-31,INOD,593
2025-07-31,LNC,624
2025-07-31,MCRB,692
2025-07-31,MENS,577
2025-07-31,MOD,578
2025-07-31,NBIS,611
2025-07-31,NEGG,588
2025-07-31,PI,592
2025-07-31,RGTX,582
2025-07-31,RILY,604
2025-07-31,ROBN,599
2025-07-31,SCLX,614
2025-07-31,SKWD,577
2025-07-31,SOFX,588
2025-07-31,SUPX,775
2025-07-31,UVIX,834
2025-07-31,VSEC,579
2025-07-31,WAY,579
2025-07-31,WCC,606
2025-08-01,AIRS,580
2025-08-01,BE,579
2025-08-01,BIO,594
2025-08-01,DRMA,592
2025-08-01,FDMT,580
2025-08-01,HOOW,706
2025-08-01,INOD,612
2025-08-01,IRTC,608
2025-08-01,MRAL,726
2025-08-01,NEGG,587
2025-08-01,QUBX,619
2025-08-01,RDDT,638
2025-08-01,SUPX,717
2025-08-01,UVIX,591
2025-08-01,VSAT,612
2025-08-01,WK,602
2025-08-01,WSC,594
2025-08-04,APLD,663
2025-08-04,ARCX,578
2025-08-04,ECOR,719
2025-08-04,FTRE,577
2025-08-04,GRPN,581
2025-08-04,HNI,578
2025-08-04,LFMD,577
2025-08-04,NEGG,578
2025-08-04,PBM,577
2025-08-04,QUBX,588
2025-08-04,RDDT,589
2025-08-04,RDTL,581
2025-08-04,SUPX,577
2025-08-04,TSEM,619
2025-08-04,U,583
2025-08-05,ACLS,578
2025-08-05,AHCO,577
2025-08-05,ANDE,577
2025-08-05,ARDX,577
2025-08-05,BR,578
2025-08-05,BWXT,592
2025-08-05,CRSP,595
2025-08-05,CSTL,593
2025-08-05,FDMT,577
2025-08-05,FLGT,639
2025-08-05,GDXU,583
2025-08-05,HIMS,584
2025-08-05,HIMZ,580
2025-08-05,INTW,586
2025-08-05,LGIH,600
2025-08-05,LMND,577
2025-08-05,MNTN,598
2025-08-05,MSOX,592
2025-08-05,OTTR,582
2025-08-05,QUBX,595
2025-08-05,RGTX,588
2025-08-05,SMU,584
2025-08-05,SUPX,582
2025-08-05,SYM,579
2025-08-05,TDW,591
2025-08-05,TREX,598
2025-08-05,UNHG,686
2025-08-05,VVX,653
2025-08-06,ADNT,579
2025-08-06,AEIS,578
2025-08-06,AMWD,611
2025-08-06,AZTA,578
2025-08-06,CXDO,577
2025-08-06,EQH,579
2025-08-06,FIG,586
2025-08-06,GILT,577
2025-08-06,HCKT,593
2025-08-06,HIPO,580
2025-08-06,HNGE,646
2025-08-06,KMPR,581
2025-08-06,LEU,585
2025-08-06,LMB,600
2025-08-06,MTCH,584
2025-08-06,NYT,619
2025-08-06,OSCR,577
2025-08-06,PRTA,627
2025-08-06,RDTL,577
2025-08-06,RIGL,613
2025-08-06,RNA,705
2025-08-06,SEAT,579
2025-08-06,SRRK,582
2025-08-06,SSRM,577
2025-08-06,SUPN,596
2025-08-06,TSLG,589
2025-08-06,TSLL,589
2025-08-06,TSLR,589
2025-08-06,TSLT,589
2025-08-06,VSAT,579
2025-08-06,WWW,578
2025-08-06,ZETA,577
2025-08-07,ACDC,577
2025-08-07,ADPT,577
2025-08-07,AMUU,598
2025-08-07,APP,594
2025-08-07,ASPN,577
2025-08-07,BLBD,579
2025-08-07,CDE,577
2025-08-07,ELAN,577
2025-08-07,EMPG,651
2025-08-07,ESTA,577
2025-08-07,HOOG,601
2025-08-07,IONQ,578
2025-08-07,IONX,577
2025-08-07,LOPE,592
2025-08-07,NATL,577
2025-08-07,POWI,623
2025-08-07,PRKS,577
2025-08-07,QBTX,579
2025-08-07,SBET,583
2025-08-07,SMCX,584
2025-08-07,SYM,604
2025-08-07,TFPM,578
2025-08-07,TNDM,710
2025-08-07,UPSX,689
2025-08-07,UVXY,766
2025-08-07,VITL,588
2025-08-07,VST,577
2025-08-07,Z,585
2025-08-07,ZBH,578
2025-08-07,ZD,626
2025-08-08,AEVA,577
2025-08-08,APPX,584
2025-08-08,BCYC,577
2025-08-08,BLBD,589
2025-08-08,BLFS,585
2025-08-08,CYD,587
2025-08-08,ETHT,595
2025-08-08,GCT,740
2025-08-08,GRRR,609
2025-08-08,GSAT,637
2025-08-08,HYPD,577
