day,symbol,entry_m
2025-04-07,DIS,615
2025-04-07,DISV,619
2025-04-07,DKS,616
2025-04-07,DLTR,616
2025-04-07,DRV,578
2025-04-07,DXJ,612
2025-04-07,DYNF,615
2025-04-07,ECPG,619
2025-04-07,EFSC,617
2025-04-07,EGBN,615
2025-04-07,EL,613
2025-04-07,EMN,616
2025-04-07,EPD,600
2025-04-07,EQH,615
2025-04-07,ESGU,615
2025-04-07,ESGV,615
2025-04-07,ETHW,613
2025-04-07,EWBC,617
2025-04-07,EWJV,622
2025-04-07,EZBC,618
2025-04-07,FBCG,613
2025-04-07,FCG,613
2025-04-07,FDVV,619
2025-04-07,FELC,616
2025-04-07,FELG,613
2025-04-07,FELV,618
2025-04-07,FESM,614
2025-04-07,FFBC,618
2025-04-07,FFLC,615
2025-04-07,FFSM,625
2025-04-07,FIBK,615
2025-04-07,FITB,615
2025-04-07,FLS,615
2025-04-07,FMDE,615
2025-04-07,FNCL,618
2025-04-07,FND,615
2025-04-07,FNDA,615
2025-04-07,FNDB,618
2025-04-07,FOX,616
2025-04-07,FOXA,616
2025-04-07,FUTU,599
2025-04-07,GABC,617
2025-04-07,GDDY,615
2025-04-07,GDXU,593
2025-04-07,GE,615
2025-04-07,GEO,613
2025-04-07,GLAD,614
2025-04-07,GNRC,615
2025-04-07,GPIQ,613
2025-04-07,GPIX,616
2025-04-07,GPN,615
2025-04-07,GVA,615
2025-04-07,H,616
2025-04-07,HACK,615
2025-04-07,HAL,613
2025-04-07,HALO,615
2025-04-07,HAS,616
2025-04-07,HGV,618
2025-04-07,HIPO,613
2025-04-07,HNI,616
2025-04-07,HOMB,615
2025-04-07,HOOD,594
2025-04-07,IART,614
2025-04-07,IBB,618
2025-04-07,IBCP,614
2025-04-07,IBIT,619
2025-04-07,IBOC,615
2025-04-07,IGV,613
2025-04-07,IHI,616
2025-04-07,IJH,616
2025-04-07,IJJ,616
2025-04-07,IJK,614
2025-04-07,IJS,616
2025-04-07,IMCG,616
2025-04-07,INDB,615
2025-04-07,IONQ,596
2025-04-07,IP,616
2025-04-07,IR,615
2025-04-07,ISCG,620
2025-04-07,ITA,615
2025-04-07,ITOT,615
2025-04-07,IUSG,613
2025-04-07,IVV,615
2025-04-07,IWB,615
2025-04-07,IWM,613
2025-04-07,IWO,613
2025-04-07,IWV,615
2025-04-07,IWY,613
2025-04-07,IYC,616
2025-04-07,IYE,615
2025-04-07,IYT,616
2025-04-07,JACK,616
2025-04-07,JAKK,615
2025-04-07,JANX,613
2025-04-07,JBTM,615
2025-04-07,JEPI,617
2025-04-07,JLL,615
2025-04-07,JPM,615
2025-04-07,KBWB,616
2025-04-07,KNTK,613
2025-04-07,KOP,617
2025-04-07,KRC,616
2025-04-07,KTOS,616
2025-04-07,LABU,613
2025-04-07,LAD,615
2025-04-07,LAMR,616
2025-04-07,LENZ,615
2025-04-07,LEU,589
2025-04-07,LIF,616
2025-04-07,LINC,662
2025-04-07,LIVN,616
2025-04-07,LLY,616
2025-04-07,LNG,597
2025-04-07,LOGI,613
2025-04-07,LQDT,615
2025-04-07,LULU,617
2025-04-07,LUV,616
2025-04-07,LYV,613
2025-04-07,MAR,615
2025-04-07,MCO,618
2025-04-07,MDGL,613
2025-04-07,MDY,616
2025-04-07,MDYG,616
2025-04-07,METU,600
2025-04-07,MGC,616
2025-04-07,MGK,613
2025-04-07,MHK,615
2025-04-07,MMSI,617
2025-04-07,MOAT,617
2025-04-07,MOG.A,617
2025-04-07,MPLX,615
2025-04-07,MSFT,618
2025-04-07,MSFU,613
2025-04-07,MTD,618
2025-04-07,MTDR,613
2025-04-07,MUR,613
2025-04-07,NAIL,615
2025-04-07,NATL,615
2025-04-07,NGVT,617
2025-04-07,NLOP,618
2025-04-07,NMM,582
2025-04-07,NOG,613
2025-04-07,NOVT,615
2025-04-07,NSSC,615
2025-04-07,NTB,616
2025-04-07,NTES,615
2025-04-07,NUE,613
2025-04-07,NUGT,596
2025-04-07,NUSC,616
2025-04-07,NVDA,596
2025-04-07,NVDL,591
2025-04-07,NVDU,591
2025-04-07,NVDX,590
2025-04-07,NVMI,600
2025-04-07,NWS,615
2025-04-07,OC,615
2025-04-07,ODD,603
2025-04-07,OEF,616
2025-04-07,OILD,585
2025-04-07,OLED,613
2025-04-07,OSIS,616
2025-04-07,PATK,615
2025-04-07,PAVE,615
2025-04-07,PBUS,616
2025-04-07,PGC,617
2025-04-07,PHIN,616
2025-04-07,PLTY,596
2025-04-07,PLUS,616
2025-04-07,PNR,615
2025-04-07,PRKS,615
2025-04-07,PRN,615
2025-04-07,PSX,615
2025-04-07,PTCT,615
2025-04-07,PVAL,617
2025-04-07,PVH,615
2025-04-07,PWR,613
2025-04-07,QDEL,615
2025-04-07,QQEW,616
2025-04-07,QQQX,618
2025-04-07,QUAL,616
2025-04-07,RACE,615
2025-04-07,RARE,615
2025-04-07,REM,618
2025-04-07,RNA,615
2025-04-07,RNST,616
2025-04-07,ROK,613
2025-04-07,RPD,615
2025-04-07,RRX,615
2025-04-07,SAIA,612
2025-04-07,SAIL,577
2025-04-07,SAP,615
2025-04-07,SARO,615
2025-04-07,SBUX,618
2025-04-07,SCHG,613
2025-04-07,SCHK,615
2025-04-07,SCHX,615
2025-04-07,SCL,618
2025-04-07,SDVY,616
2025-04-07,SE,584
2025-04-07,SECT,618
2025-04-07,SEE,615
2025-04-07,SEZL,596
2025-04-07,SF,616
2025-04-07,SGI,615
2025-04-07,SHAK,613
2025-04-07,SHLD,618
2025-04-07,SHOP,594
2025-04-07,SITM,581
2025-04-07,SKBL,697
2025-04-07,SKT,615
2025-04-07,SKYW,613
2025-04-07,SLB,616
2025-04-07,SLM,615
2025-04-07,SLYV,615
2025-04-07,SMC,664
2025-04-07,SMCL,580
2025-04-07,SMG,615
2025-04-07,SMH,602
2025-04-07,SNOW,599
2025-04-07,SNPE,615
2025-04-07,SOFX,589
2025-04-07,SOXS,583
2025-04-07,SPG,615
2025-04-07,SPMD,615
2025-04-07,SPSM,615
2025-04-07,SPT,614
2025-04-07,SPTM,615
2025-04-07,SPXC,618
2025-04-07,SPY,615
2025-04-07,SPYI,616
2025-04-07,SPYU,600
2025-04-07,SRCE,618
2025-04-07,SSB,615
2025-04-07,SSD,616
2025-04-07,STEL,616
2025-04-07,STEP,612
2025-04-07,STLD,613
2025-04-07,STRV,616
2025-04-07,STT,615
2025-04-07,SUN,618
2025-04-07,SYLD,616
2025-04-07,SYNA,615
2025-04-07,TCBI,615
2025-04-07,TECH,615
2025-04-07,TECL,595
2025-04-07,TGLS,617
2025-04-07,TMSL,619
2025-04-07,TMV,614
2025-04-07,TNK,581
2025-04-07,TNXP,577
2025-04-07,TOWN,616
2025-04-07,TREX,616
2025-04-07,TRMK,615
2025-04-07,TRN,615
2025-04-07,TRNO,615
2025-04-07,TROW,615
2025-04-07,TRU,613
2025-04-07,TSDD,584
2025-04-07,TSEM,610
2025-04-07,TSLQ,584
2025-04-07,TSLZ,584
2025-04-07,TSM,599
2025-04-07,TT,615
2025-04-07,TXN,615
2025-04-07,TXRH,616
2025-04-07,UBSI,615
2025-04-07,UCB,615
2025-04-07,UFPI,616
2025-04-07,UFPT,616
2025-04-07,UPST,577
2025-04-07,URI,615
2025-04-07,URTH,615
2025-04-07,USB,616
2025-04-07,USD,594
2025-04-07,USLM,615
2025-04-07,UTF,619
2025-04-07,UTG,613
2025-04-07,UVIX,583
2025-04-07,UVXY,584
2025-04-07,V,616
2025-04-07,VAC,619
2025-04-07,VC,615
2025-04-07,VDE,614
2025-04-07,VFH,616
2025-04-07,VGT,613
2025-04-07,VIG,619
2025-04-07,VIOO,614
2025-04-07,VIRT,615
2025-04-07,VIS,619
2025-04-07,VIST,617
2025-04-07,VNT,615
2025-04-07,VO,616
2025-04-07,VONE,616
2025-04-07,VOO,615
2025-04-07,VOOG,613
2025-04-07,VOOV,618
2025-04-07,VOT,615
2025-04-07,VRT,577
2025-04-07,VT,616
2025-04-07,VTI,615
2025-04-07,VUG,613
2025-04-07,VV,615
2025-04-07,WAB,616
2025-04-07,WES,618
2025-04-07,WFC,618
2025-04-07,WFRD,613
2025-04-07,WHD,613
2025-04-07,WING,615
2025-04-07,WK,616
2025-04-07,WSFS,616
2025-04-07,WSO,618
2025-04-07,XBI,616
2025-04-07,XENE,615
2025-04-07,XLE,616
2025-04-07,XLI,615
2025-04-07,XLK,613
2025-04-07,XLY,615
2025-04-07,XMHQ,616
2025-04-07,XMMO,615
2025-04-07,XSMO,613
2025-04-07,XYLD,616
2025-04-07,YETI,617
2025-04-07,ZBRA,615
2025-04-08,AAOI,586
2025-04-08,ALHC,591
2025-04-08,AREB,584
2025-04-08,GDXD,674
2025-04-08,GYRE,578
2025-04-08,MLYS,577
2025-04-08,MSTZ,674
2025-04-08,SDOW,675
2025-04-08,SPIR,600
2025-04-08,UVIX,592
2025-04-08,VG,581
2025-04-09,AA,805
2025-04-09,AAP,802
2025-04-09,ABM,841
2025-04-09,ABNB,802
2025-04-09,ACIW,802
2025-04-09,ACLX,808
2025-04-09,ACWI,805
2025-04-09,AEHR,577
2025-04-09,AER,805
2025-04-09,AGCO,802
2025-04-09,AGL,579
2025-04-09,AL,806
2025-04-09,ALAB,808
2025-04-09,AMBA,802
2025-04-09,AMR,580
2025-04-09,AMZN,806
2025-04-09,AOSL,593
2025-04-09,APO,802
2025-04-09,APPN,802
2025-04-09,AR,807
2025-04-09,AS,805
2025-04-09,AVGO,802
2025-04-09,AVUS,803
2025-04-09,AXTA,803
2025-04-09,BA,803
2025-04-09,BABX,806
2025-04-09,BBIO,807
2025-04-09,BBMC,809
2025-04-09,BBY,802
2025-04-09,BIP,806
2025-04-09,BIPC,804
2025-04-09,BJRI,802
2025-04-09,BKR,802
2025-04-09,BKU,802
2025-04-09,BLK,802
2025-04-09,BLX,804
2025-04-09,BN,802
2025-04-09,BNO,803
2025-04-09,BRKU,805
2025-04-09,BTU,581
2025-04-09,BURL,802
2025-04-09,BWIN,806
2025-04-09,BX,802
2025-04-09,BXC,805
2025-04-09,C,802
2025-04-09,CAKE,805
2025-04-09,CALF,802
2025-04-09,CALM,580
2025-04-09,CBZ,802
2025-04-09,CE,805
2025-04-09,CEG,807
2025-04-09,CGCV,821
2025-04-09,CGDG,807
2025-04-09,CGDV,804
2025-04-09,CGUS,804
2025-04-09,CHTR,805
2025-04-09,CLB,667
2025-04-09,CNMD,802
2025-04-09,CNOB,804
2025-04-09,CNQ,802
2025-04-09,COF,819
2025-04-09,COP,802
2025-04-09,COWZ,804
2025-04-09,CPRI,582
2025-04-09,CRBG,803
2025-04-09,CRL,802
2025-04-09,CRM,803
2025-04-09,CROX,803
2025-04-09,CRS,804
2025-04-09,CRWD,805
2025-04-09,CSX,805
2025-04-09,CUBI,802
2025-04-09,DBD,803
2025-04-09,DD,802
2025-04-09,DE,802
2025-04-09,DES,804
2025-04-09,DFAC,802
2025-04-09,DFAR,808
2025-04-09,DFAS,804
2025-04-09,DFAT,803
2025-04-09,DFAU,803
2025-04-09,DFEN,583
2025-04-09,DFH,802
2025-04-09,DFLV,805
2025-04-09,DFSV,805
2025-04-09,DGRO,805
2025-04-09,DHI,802
2025-04-09,DHR,804
2025-04-09,DINO,802
2025-04-09,DIS,804
2025-04-09,DJT,581
2025-04-09,DKS,808
2025-04-09,DOCN,582
2025-04-09,DORM,804
2025-04-09,DOV,806
2025-04-09,DPST,581
2025-04-09,DRV,577
2025-04-09,DUHP,803
2025-04-09,ECPG,583
2025-04-09,EL,802
2025-04-09,EMN,802
2025-04-09,EPAM,805
2025-04-09,ESS,807
2025-04-09,EUSA,809
2025-04-09,EVR,809
2025-04-09,EWZ,805
2025-04-09,FANG,802
2025-04-09,FBIN,802
2025-04-09,FC,803
2025-04-09,FELG,802
2025-04-09,FENY,805
2025-04-09,FESM,805
2025-04-09,FHB,806
2025-04-09,FIBK,807
2025-04-09,FISI,804
2025-04-09,FLQM,807
2025-04-09,FLUT,803
2025-04-09,FNDA,804
2025-04-09,FNDF,815
2025-04-09,FNDX,804
2025-04-09,FRDM,834
2025-04-09,FTDR,805
2025-04-09,FTGS,809
2025-04-09,FTV,805
2025-04-09,G,805
2025-04-09,GBX,802
2025-04-09,GDXU,577
2025-04-09,GGG,804
2025-04-09,GH,806
2025-04-09,GKOS,802
2025-04-09,GNR,814
2025-04-09,GOOG,804
2025-04-09,GPC,804
2025-04-09,GRBK,802
2025-04-09,GRID,821
2025-04-09,GS,802
2025-04-09,GSLC,804
2025-04-09,GTY,804
2025-04-09,HAFC,806
2025-04-09,HD,805
2025-04-09,HEDJ,819
2025-04-09,HELE,805
2025-04-09,HEZU,836
2025-04-09,HGV,805
2025-04-09,HIPO,808
2025-04-09,HOG,804
2025-04-09,HPQ,805
2025-04-09,HWM,802
2025-04-09,HZO,816
2025-04-09,IBB,804
2025-04-09,ICF,813
2025-04-09,IEX,803
2025-04-09,IGV,802
2025-04-09,IHDG,825
2025-04-09,IJH,802
2025-04-09,IJJ,805
2025-04-09,IJK,803
2025-04-09,IJR,802
2025-04-09,IJS,802
2025-04-09,ILMN,804
2025-04-09,IMAX,805
2025-04-09,IMCG,803
2025-04-09,INTA,802
2025-04-09,INTC,671
2025-04-09,INVH,805
2025-04-09,IONQ,816
2025-04-09,IONX,582
2025-04-09,IOO,810
2025-04-09,IR,803
2025-04-09,ISPY,810
2025-04-09,ITOT,802
2025-04-09,IVE,805
2025-04-09,IVOO,805
2025-04-09,IVV,802
2025-04-09,IVW,802
2025-04-09,IWB,803
2025-04-09,IWD,805
2025-04-09,IWF,802
2025-04-09,IWM,802
2025-04-09,IWN,802
2025-04-09,IWO,802
2025-04-09,IWP,804
2025-04-09,IWR,804
2025-04-09,IWV,804
2025-04-09,IWY,803
2025-04-09,IYE,802
2025-04-09,IYR,805
2025-04-09,JANX,802
2025-04-09,JGRO,804
2025-04-09,JPM,802
2025-04-09,KBE,803
2025-04-09,KBWB,804
2025-04-09,KFRC,805
2025-04-09,KGS,806
2025-04-09,KKR,802
2025-04-09,KLAC,802
2025-04-09,KNF,803
2025-04-09,KORU,805
2025-04-09,KYMR,804
2025-04-09,LABD,653
2025-04-09,LAMR,803
2025-04-09,LAZ,803
2025-04-09,LCII,804
2025-04-09,LEN,802
2025-04-09,LOGI,805
2025-04-09,LVS,804
2025-04-09,MA,805
2025-04-09,MAA,804
2025-04-09,MAGX,582
2025-04-09,MAS,803
2025-04-09,MCO,802
2025-04-09,MDY,804
2025-04-09,MELI,805
2025-04-09,META,805
2025-04-09,METC,577
2025-04-09,MGK,802
2025-04-09,MLI,803
2025-04-09,MMI,804
2025-04-09,MOAT,804
2025-04-09,MOS,804
2025-04-09,MPC,802
2025-04-09,MS,802
2025-04-09,MT,805
2025-04-09,MTDR,802
2025-04-09,MTH,802
2025-04-09,MTUM,804
2025-04-09,MU,805
2025-04-09,NDAQ,805
2025-04-09,NFLX,808
2025-04-09,NKE,803
2025-04-09,NNN,804
2025-04-09,NTGR,803
2025-04-09,NUVL,802
2025-04-09,NVDA,801
2025-04-09,NXPI,803
2025-04-09,O,803
2025-04-09,OEF,804
2025-04-09,OMCL,804
2025-04-09,OXY,802
2025-04-09,PAR,803
2025-04-09,PATK,802
2025-04-09,PBP,817
2025-04-09,PCAR,804
2025-04-09,PFBC,809
2025-04-09,PHM,802
2025-04-09,PLD,803
2025-04-09,PLTR,801
2025-04-09,PLTY,817
2025-04-09,PNFP,802
2025-04-09,PRAX,803
2025-04-09,PRFZ,802
2025-04-09,PRN,802
2025-04-09,PRVA,802
2025-04-09,PSX,802
2025-04-09,PTF,802
2025-04-09,PXF,825
2025-04-09,PYPL,804
2025-04-09,QCOM,804
2025-04-09,QDEL,803
2025-04-09,QQQX,804
2025-04-09,QTEC,802
2025-04-09,RDVY,805
2025-04-09,RECS,803
2025-04-09,REXR,805
2025-04-09,REZ,808
2025-04-09,RGEN,805
2025-04-09,RIOX,635
2025-04-09,RJF,804
2025-04-09,ROOT,814
2025-04-09,RPM,804
2025-04-09,RSP,803
2025-04-09,RSPH,808
2025-04-09,RUSHA,802
2025-04-09,RWJ,802
2025-04-09,RWL,805
2025-04-09,SANM,805
2025-04-09,SCHA,802
2025-04-09,SCHD,805
2025-04-09,SCHM,804
2025-04-09,SCHV,805
2025-04-09,SCHW,802
2025-04-09,SCHX,803
2025-04-09,SDVY,803
2025-04-09,SE,803
2025-04-09,SEE,803
2025-04-09,SFBS,802
2025-04-09,SGRY,803
2025-04-09,SHAK,804
2025-04-09,SII,818
2025-04-09,SIRI,802
2025-04-09,SITE,802
2025-04-09,SITM,809
2025-04-09,SKY,804
2025-04-09,SLB,802
2025-04-09,SLNO,805
2025-04-09,SLYG,802
2025-04-09,SMC,817
2025-04-09,SMCL,582
2025-04-09,SMCX,582
2025-04-09,SMH,802
2025-04-09,SMMD,803
2025-04-09,SN,809
2025-04-09,SNDK,817
2025-04-09,SPEU,826
2025-04-09,SPG,805
2025-04-09,SPGI,805
2025-04-09,SPGM,804
2025-04-09,SPHB,802
2025-04-09,SPMD,804
2025-04-09,SPMO,803
2025-04-09,SPSM,802
2025-04-09,SPUS,803
2025-04-09,SPY,802
2025-04-09,SPYG,803
2025-04-09,SPYI,803
2025-04-09,SPYV,804
2025-04-09,SPYX,804
2025-04-09,SRAD,805
2025-04-09,SRRK,807
2025-04-09,SSB,802
2025-04-09,STRV,804
2025-04-09,STVN,744
2025-04-09,SUI,803
2025-04-09,SWK,802
2025-04-09,SYLD,803
2025-04-09,TCAF,804
2025-04-09,TDIV,808
2025-04-09,TECK,805
2025-04-09,TECL,582
2025-04-09,TEL,803
2025-04-09,TER,805
2025-04-09,TFC,803
2025-04-09,TKR,804
2025-04-09,TMO,804
2025-04-09,TMSL,810
2025-04-09,TOL,802
2025-04-09,TRMK,803
2025-04-09,TRNO,802
2025-04-09,TRST,803
2025-04-09,TRU,803
2025-04-09,TTC,803
2025-04-09,TWLO,807
2025-04-09,UAL,582
2025-04-09,UCB,804
2025-04-09,UDOW,597
2025-04-09,UNFI,804
2025-04-09,UNM,802
2025-04-09,UNP,804
2025-04-09,URI,802
2025-04-09,URTH,802
2025-04-09,USAC,805
2025-04-09,USB,804
2025-04-09,USO,803
2025-04-09,USRT,810
2025-04-09,VB,803
2025-04-09,VBK,804
2025-04-09,VBR,803
2025-04-09,VDE,804
2025-04-09,VFH,805
2025-04-09,VIG,805
2025-04-09,VIOO,802
2025-04-09,VLUE,804
2025-04-09,VNQ,803
2025-04-09,VONE,804
2025-04-09,VOO,802
2025-04-09,VOOV,804
2025-04-09,VOT,804
2025-04-09,VPL,815
2025-04-09,VTV,805
2025-04-09,VTWO,802
2025-04-09,VV,804
2025-04-09,VXF,802
2025-04-09,VYM,805
2025-04-09,WCLD,802
2025-04-09,WDAY,805
2025-04-09,WGS,804
2025-04-09,WHR,803
2025-04-09,XBI,804
2025-04-09,XENE,802
2025-04-09,XHB,802
2025-04-09,XLB,803
2025-04-09,XLC,805
2025-04-09,XLE,802
2025-04-09,XLF,804
2025-04-09,XLI,802
2025-04-09,XLRE,803
2025-04-09,XLY,803
2025-04-09,XMHQ,803
2025-04-09,XMTR,802
2025-04-09,XOP,802
2025-04-09,XPRO,613
2025-04-09,XRT,802
2025-04-09,XSMO,802
2025-04-09,YINN,805
2025-04-09,ZBRA,803
2025-04-09,ZS,808
2025-04-09,ZWS,802
2025-04-10,BERZ,707
2025-04-10,ERY,611
2025-04-10,HIBS,600
2025-04-10,IONX,626
2025-04-10,ROBN,589
2025-04-10,SMMT,577
2025-04-10,USAR,587
2025-04-10,USAU,585
2025-04-11,AVGX,588
2025-04-11,CGON,824
2025-04-11,CRESY,691
2025-04-11,CYD,584
2025-04-11,DNA,582
2025-04-11,GDXU,578
2025-04-11,LTBR,577
2025-04-11,MSTX,581
2025-04-11,SDGR,594
2025-04-11,SLP,593
2025-04-11,SUPV,661
2025-04-11,USAU,579
2025-04-11,UVIX,624
2025-04-11,UVXY,666
2025-04-11,VMAR,612
2025-04-11,ZLAB,585
2025-04-14,BABX,600
2025-04-14,BMA,593
2025-04-14,ENGS,763
2025-04-14,FUTU,594
2025-04-14,LABD,583
2025-04-14,PAM,581
2025-04-14,RNAC,627
2025-04-14,ROOT,633
2025-04-14,SMMT,606
2025-04-14,SOXS,583
2025-04-14,TGS,585
2025-04-14,YALA,577
2025-04-15,ALGS,580
2025-04-15,CTGO,681
2025-04-15,DPST,582
2025-04-15,ENGS,623
2025-04-15,IE,624
2025-04-15,NCT,775
2025-04-15,NFXL,604
2025-04-15,RDW,581
2025-04-15,RKLB,579
2025-04-15,ROBN,590
2025-04-15,SMCL,594
2025-04-15,SMR,588
2025-04-16,KINS,697
2025-04-16,KMTS,625
2025-04-16,KRRO,701
2025-04-16,MP,577
2025-04-16,MSTU,580
2025-04-16,MUU,582
2025-04-16,NMAX,577
2025-04-16,PLAY,591
2025-04-16,PLCE,577
2025-04-16,SOXL,577
2025-04-16,VIST,585
2025-04-16,WIMI,602
2025-04-17,BHC,820
2025-04-17,BMI,583
2025-04-17,CAPR,598
2025-04-17,CAR,579
2025-04-17,HTZ,698
2025-04-17,JZXN,587
2025-04-17,MEXX,709
2025-04-17,MGNI,642
2025-04-17,NNOX,577
2025-04-17,TCBI,584
2025-04-17,ZYBT,581
2025-04-21,ARCT,616
2025-04-21,AVBP,721
2025-04-21,BERZ,706
2025-04-21,BKKT,635
2025-04-21,DUOT,594
2025-04-21,GYRE,585
2025-04-21,HSAI,590
2025-04-21,MLGO,578
2025-04-21,MSTZ,579
2025-04-21,NCTY,694
2025-04-21,QURE,580
2025-04-21,RIOX,630
2025-04-21,UPB,628
2025-04-22,BTDR,577
2025-04-22,FSLR,591
2025-04-22,HSAI,587
2025-04-22,IREN,577
2025-04-22,MASS,577
2025-04-22,MAZE,627
2025-04-22,MEDP,586
2025-04-22,NFLU,579
2025-04-22,NFXL,577
2025-04-22,ROBN,587
2025-04-22,TEM,584
2025-04-22,TSMX,727
2025-04-22,ZION,577
2025-04-23,ATHR,697
2025-04-23,BCAX,628
2025-04-23,BLFS,585
2025-04-23,BNTX,626
2025-04-23,BOOT,580
2025-04-23,DPST,579
2025-04-23,EDU,577
2025-04-23,EPSM,840
2025-04-23,FATN,766
2025-04-23,FND,584
2025-04-23,GRAL,577
2025-04-23,INOD,579
2025-04-23,LII,585
2025-04-23,MSTZ,598
2025-04-23,NBHC,585
2025-04-23,NVAX,624
2025-04-23,PKG,580
2025-04-23,PONY,577
2025-04-23,SMCI,579
2025-04-23,SMMT,622
2025-04-23,TEM,590
2025-04-23,TSDD,577
2025-04-23,TSLQ,577
2025-04-24,ALGS,625
2025-04-24,DAR,579
2025-04-24,HAS,578
2025-04-24,NCTY,588
2025-04-24,NFXL,580
2025-04-24,PLTU,581
2025-04-24,PSIX,582
2025-04-24,PTIR,582
2025-04-24,QBTS,587
2025-04-24,RKLB,583
2025-04-24,TECX,717
2025-04-24,UMAC,578
2025-04-24,YALA,577
2025-04-25,CPS,719
2025-04-25,FIX,587
2025-04-25,LBRDA,585
2025-04-25,LBRDK,584
2025-04-25,SBCF,582
2025-04-25,SOFX,587
2025-04-25,SXT,584
2025-04-25,TSLL,612
2025-04-25,TSLT,612
2025-04-25,UPXI,577
2025-04-25,VRSN,579
2025-04-25,ZYBT,580
2025-04-28,ADMA,583
2025-04-28,ALTS,589
2025-04-28,BERZ,686
2025-04-28,BOIL,604
2025-04-28,CLBR,801
2025-04-28,FUTU,583
2025-04-28,LXU,581
2025-04-28,NVCT,723
2025-04-28,RAPP,602
2025-04-28,SMCL,613
2025-04-28,SMMT,590
2025-04-28,TIGR,582
2025-04-28,UPXI,579
2025-04-28,URGN,581
2025-04-28,VEON,614
2025-04-28,ZBIO,599
2025-04-29,BBNX,757
2025-04-29,BHF,823
2025-04-29,BULL,582
2025-04-29,CHA,577
2025-04-29,DUOT,757
2025-04-29,HSAI,592
2025-04-29,KINS,720
2025-04-29,KNSA,584
2025-04-29,NSP,595
2025-04-29,SCLX,579
2025-04-29,TZOO,583
2025-04-29,VPG,582
2025-04-29,WRD,581
2025-04-30,ALMU,732
2025-04-30,APP,585
2025-04-30,COCO,577
2025-04-30,CSTM,676
2025-04-30,FSLR,667
2025-04-30,GIL,577
2025-04-30,KPTI,718
2025-04-30,MEXX,666
2025-04-30,NDRA,577
2025-04-30,NUTX,595
2025-04-30,PONY,578
2025-04-30,SIMO,605
2025-04-30,SMCL,588
2025-04-30,ULY,590
2025-04-30,USAU,756
2025-05-01,ARQQ,582
2025-05-01,EG,578
2025-05-01,HGV,584
2025-05-01,HLF,577
2025-05-01,HUT,671
2025-05-01,MGPI,580
2025-05-01,MLGO,578
2025-05-01,NMAX,591
2025-05-01,NTGR,581
2025-05-01,RIOX,626
2025-05-01,SMCL,606
2025-05-01,SMCX,606
2025-05-01,TSSI,791
2025-05-01,VAL,577
2025-05-01,WTIU,585
2025-05-02,ADPT,716
2025-05-02,ASTS,582
2025-05-02,CRTO,579
2025-05-02,DUOL,610
2025-05-02,FLGT,577
2025-05-02,HIMZ,587
2025-05-02,IRTC,577
2025-05-02,LQDA,820
2025-05-02,MAZE,696
2025-05-02,RCKY,668
2025-05-02,RIOX,582
2025-05-02,SMMT,603
2025-05-02,TEM,577
2025-05-05,CABO,596
2025-05-05,JFIN,718
2025-05-05,PONY,590
2025-05-05,PTCT,678
2025-05-05,SCLX,577
2025-05-05,SNBR,583
2025-05-05,UPC,796
2025-05-05,USAR,579
2025-05-05,ZGN,771
2025-05-06,CRMD,580
2025-05-06,FN,604
2025-05-06,HIMS,577
2025-05-06,HIMZ,577
2025-05-06,JJSF,587
2025-05-06,MD,580
2025-05-06,MRAL,694
2025-05-06,OMCL,580
2025-05-06,PRTA,579
2025-05-06,PRTH,578
2025-05-07,ATOM,577
2025-05-07,ATRO,577
2025-05-07,AZTA,577
2025-05-07,CC,577
2025-05-07,CPNG,589
2025-05-07,CRMD,774
2025-05-07,GGLS,663
2025-05-07,HALO,602
2025-05-07,HIMS,600
2025-05-07,HIMZ,578
2025-05-07,HRTG,589
2025-05-07,NRDS,577
2025-05-07,PLTU,579
2025-05-07,RGC,699
2025-05-07,SMCL,583
2025-05-07,SMCX,584
2025-05-07,TPB,623
2025-05-07,UPST,578
2025-05-08,BCE,580
2025-05-08,BKSY,577
2025-05-08,BROS,597
2025-05-08,CCSI,592
2025-05-08,DAVE,595
2025-05-08,DGII,592
2025-05-08,EE,589
2025-05-08,GRPN,577
2025-05-08,HDSN,577
2025-05-08,HIMS,605
2025-05-08,LEU,590
2025-05-08,LQDT,621
2025-05-08,PCVX,598
2025-05-08,PLTK,577
2025-05-08,PLTU,582
2025-05-08,PTIR,582
2025-05-08,PZZA,577
2025-05-08,QDEL,577
2025-05-08,RVMD,597
2025-05-08,SPB,581
2025-05-08,TEM,596
2025-05-08,TLN,584
2025-05-08,TSLL,691
2025-05-08,TSLR,690
2025-05-08,TSLT,691
2025-05-09,ACLX,578
2025-05-09,AMN,579
2025-05-09,BLFS,577
2025-05-09,CLDX,577
2025-05-09,COCO,580
2025-05-09,COMP,577
2025-05-09,EDN,599
2025-05-09,ETHD,639
2025-05-09,GDOT,577
2025-05-09,GRND,601
2025-05-09,HROW,582
2025-05-09,HUBG,581
2025-05-09,IONX,587
2025-05-09,JANX,578
2025-05-09,KINS,582
2025-05-09,LABU,580
2025-05-09,MNSO,577
2025-05-09,NGVC,580
2025-05-09,PAR,581
2025-05-09,PEN,598
2025-05-09,POWI,595
2025-05-09,RGC,600
2025-05-09,RNG,581
2025-05-09,SEZL,577
2025-05-09,SRPT,600
2025-05-09,TEO,714
2025-05-09,TOST,604
2025-05-09,TSLG,578
2025-05-09,TSLL,577
