,0
2016-01-31,0.0
2016-02-29,0.06365895999200011
2016-03-31,0.07960805339352861
2016-04-30,0.013354946783294519
2016-05-31,0.0035564543585733244
2016-06-30,0.01943220915540711
2016-07-31,0.0814404148934551
2016-08-31,0.03510350574818322
2016-09-30,0.02994097502041959
2016-10-31,-0.05163811901732207
2016-11-30,0.1111988205720098
2016-12-31,-0.007148359611229282
2017-01-31,0.012156264471930855
2017-02-28,0.011665292210064626
2017-03-31,0.019791342479603014
2017-04-30,-0.0018208447994505494
2017-05-31,-0.012317039848500189
2017-06-30,0.041772795913091576
2017-07-31,4.02919292421533e-05
2017-08-31,-0.0018031704904343249
2017-09-30,0.07822363500111118
2017-10-31,0.0034617723952026225
2017-11-30,0.03633990419970412
2017-12-31,0.01076385261495183
2018-01-31,0.016830869441966545
2018-02-28,-0.035162595527197804
2018-03-31,0.009654922218842232
2018-04-30,0.010704419495536133
2018-05-31,0.09495982824331306
2018-06-30,0.016243527639981936
2018-07-31,0.026179177847098778
2018-08-31,0.05015212006386327
2018-09-30,0.006012966512520812
2018-10-31,-0.12251266571298347
2018-11-30,-0.005795333353352583
2018-12-31,-0.11201228266581797
2019-01-31,0.12138192793376823
2019-02-28,0.06318695157729604
2019-03-31,-0.012594603225622336
2019-04-30,0.029896916210474522
2019-05-31,-0.08981024127764825
2019-06-30,0.09955525001809362
2019-07-31,0.02247820205683393
2019-08-31,-0.048752194464841137
2019-09-30,0.0090159416244191
2019-10-31,0.03404951643001963
2019-11-30,0.024419952735541983
2019-12-31,0.030193993375476902
2020-01-31,-0.051967473870385805
2020-02-29,-0.11456921559878452
2020-03-31,-0.22962293351935015
2020-04-30,0.209287263506015
2020-05-31,0.08208397564425063
2020-06-30,0.0658919837687797
2020-07-31,0.037521979531499605
2020-08-31,0.07331015201523794
2020-09-30,-0.031887750658295855
2020-10-31,0.008184241042782148
2020-11-30,0.20461083050712636
2020-12-31,0.09614469648981916
2021-01-31,0.11390873568314075
2021-02-28,0.08131123916126803
2021-03-31,-0.0006287279241465882
2021-04-30,0.011681865632422461
2021-05-31,0.037262675269018386
2021-06-30,0.031297842675879206
2021-07-31,-0.06413885594842139
2021-08-31,0.04882764168332421
2021-09-30,-0.04529140570193613
2021-10-31,0.05733394181397533
2021-11-30,-0.05269661008513904
2021-12-31,0.0038129321858952903
2022-01-31,-0.16791449631136168
2022-02-28,0.03721892138518168
2022-03-31,0.010762023091476003
2022-04-30,-0.14882741803470756
2022-05-31,-0.009560054398694673
2022-06-30,-0.10563562577229535
2022-07-31,0.11150338694798267
2022-08-31,-0.03729750828699585
2022-09-30,-0.11967776061742408
2022-10-31,0.09690557021305968
2022-11-30,0.05312091044766576
2022-12-31,-0.051958801418816924
2023-01-31,0.12309240797308152
2023-02-28,-0.03337799798700691
2023-03-31,-0.008583525798607994
2023-04-30,-0.050353827645027494
2023-05-31,0.022543906062216124
2023-06-30,0.09363458435095406
2023-07-31,0.038686613865252406
2023-08-31,-0.06569018015227057
2023-09-30,-0.0765331487579457
2023-10-31,-0.0685434905397696
2023-11-30,0.11077644847871793
2023-12-31,0.1291588415644389
2024-01-31,-0.0368830859079774
2024-02-29,0.09336595498894962
2024-03-31,0.029360493185264236
2024-04-30,-0.08725873306516174
2024-05-31,0.05344261519181259
2024-06-30,-0.025885337040699508
2024-07-31,0.05307701128264841
2024-08-31,-0.015523969424274364
2024-09-30,0.03124072700152536
2024-10-31,-0.00617325494176213
2024-11-30,0.11688383410293812
2024-12-31,-0.0728633584827667
2025-01-31,0.02067546761886674
2025-02-28,-0.09323660964377056
2025-03-31,-0.1077818621597344
2025-04-30,-0.015894597587381987
2025-05-31,0.08982212011970736
2025-06-30,0.06459106853884378
2025-07-31,-0.011546894434435573
2025-08-31,0.04503125948692244
2025-09-30,0.03179202794139191
2025-10-31,-0.014378421342632786
2025-11-30,0.027725621052691052
2025-12-31,0.02548424817370787
2026-01-31,0.005284940967500873
2026-02-28,-0.027753680313286844
2026-03-31,-0.059425428364768274
2026-04-30,0.13212516594629764
2026-05-31,0.04292268496726526
2026-06-30,0.05445167274495155
2026-07-31,-0.04777206334498174
2026-08-31,-0.006694417717678869
2026-09-30,0.09812082164047164
