day,symbol,m,px,pb,cb,sp_mean,n_q
2025-01-15,CWK,576,12.730857142857142,b,mid,0.04471698113207524,106
2025-02-06,ENVX,712,12.024641428571428,b,mid,0.010813397129186449,209
2026-04-06,PMT,604,11.963493571428572,b,mid,0.010909090909091208,187
2026-01-14,BTDR,579,13.005021428571428,b,mid,0.04182692307692327,520
2025-05-20,MIR,589,16.879619285714288,b,mid,0.03772373540856022,514
2025-03-18,ARQT,694,16.020107142857142,b,mid,0.03371428571428601,35
2026-03-13,HIMX,606,10.979465,b,mid,0.015267857142857385,672
2025-09-26,SKYT,582,16.842734999999998,b,mid,0.08191489361702138,376
2026-04-08,ET,581,18.798642142857144,b,mid,0.010153664302600333,846
2025-12-04,SHC,590,16.4495,b,mid,0.012821100917432023,436
2025-11-19,ZSL,662,11.619817142857144,b,mid,0.010013605442177272,1470
2026-01-14,VSH,595,16.5134,b,mid,0.04311827956989337,93
2025-10-17,GLL,754,13.95012142857143,b,mid,0.010000000000000429,1242
2026-03-09,XPEV,620,18.279205,b,mid,0.011060707138091944,1499
2025-02-12,UVXY,576,19.124963571428573,b,mid,0.010300601202404754,2495
2025-12-26,BHVN,577,10.707442857142858,b,mid,0.05114361702127661,376
2025-06-24,SCO,577,17.625332142857143,b,mid,0.010019880715706008,2012
2025-08-28,TVTX,582,18.85175857142857,b,mid,0.049126984126984,126
2026-02-11,MAT,576,15.26207142857143,b,mid,0.022480782669461987,1431
2025-02-06,UMAC,583,12.08900785714286,b,mid,0.07315789473684195,38
2025-11-04,AUPH,578,15.605864285714286,b,mid,0.056837944664031595,253
2025-11-06,FSLY,577,10.16785,b,mid,0.04116621983914193,746
2025-05-05,CNK,575,28.1,c,entry,0.05669172932330815,399
2025-08-07,PRMB,575,24.215,c,entry,0.06696644295302008,1490
2025-11-13,MRP,575,31.88,c,entry,0.2785416666666676,48
2025-01-24,CPRI,575,25.179012142857143,c,entry,0.08094117647058877,170
2025-06-27,CPNG,575,30.57,c,entry,0.011566820276497657,1302
2026-01-02,STM,575,27.71,c,entry,0.010296657904618733,2663
2025-04-14,MP,575,25.63,c,entry,0.10535714285714283,252
2025-10-10,MRP,575,30.631,c,entry,0.1460396039603968,101
2026-03-31,CNTA,575,40.1,c,entry,0.0227298050139264,359
2026-05-11,B,575,45.96928785714286,c,entry,0.047204206836108195,2282
2025-03-13,OS,575,20.795,c,entry,0.6900000000000013,2
2025-01-17,DFNS,575,33.34746214285715,c,entry,0.3018688524590166,305
2025-05-12,SRLN,575,41.03864071428571,c,entry,0.00999999999999801,117
2025-04-17,VIST,575,45.52,c,entry,0.2041708542713576,199
2025-07-24,TIGO,575,42.53,c,entry,0.2170967741935486,93
2025-03-06,KGS,575,37.80770714285715,c,entry,0.45925925925925787,81
2026-02-13,CART,575,38.060343571428575,c,entry,0.07460805084745724,944
2025-06-10,AUB,575,32.34,c,entry,0.10761904761904996,210
2025-04-03,URTY,575,31.86,c,entry,0.04810613163322692,5333
2025-10-17,TFC,575,42.06,c,entry,0.040112852664577,1595
2025-01-24,SMR,575,28.32,c,entry,0.0895450980392159,1275
2026-02-17,WAY,575,24.565,c,entry,0.30589743589743573,117
2026-05-28,UMAC,575,27.84,c,entry,0.065503462972829,3754
2025-09-12,AKR,575,20.095,c,entry,0.03483870967742022,62
2025-06-20,AMH,575,36.67557142857142,c,entry,0.09728813559321917,118
2025-10-24,EPRT,575,30.904070714285712,c,entry,0.24718750000000045,32
2025-04-14,YPF,575,34.57,c,entry,0.16544850498338906,301
2025-06-17,SGRY,575,20.060069285714285,c,entry,0.056729729729728735,370
2026-05-05,PINS,575,22.64,c,entry,0.01493957182320428,5792
2025-09-16,AMKR,575,27.33659857142857,c,entry,0.06078726968174223,597
2025-10-08,PENG,575,22.54,c,entry,0.08498251748251719,572
2025-12-03,AEO,575,23.66,c,entry,0.04795368421052614,2375
2025-12-22,FLY,575,26.5,c,entry,0.21145945945946,185
2025-04-04,AMLP,575,48.95,c,entry,0.03804638715432614,1121
2026-03-19,TECK,575,45.1,c,entry,0.045755102040816065,980
2025-08-25,KDP,575,32.46340142857143,c,entry,0.013903177004538832,1322
2025-11-17,AMLP,575,46.98,c,entry,0.025672191528546384,543
2026-05-29,PRA,575,23.875,c,entry,0.01636363636363666,22
2026-01-30,MAN,575,34.965,c,entry,0.36602739726027483,73
2026-04-08,YETI,575,37.9101,c,entry,0.6345454545454562,11
2025-12-02,IMAX,575,36.576586428571424,c,entry,0.7100000000000009,18
2025-03-27,RPRX,575,31.891607142857143,c,entry,0.03806338028168967,284
2025-07-10,LTM,575,41.26,c,entry,0.14263157894736747,57
2026-01-21,OZK,575,48.09792928571429,c,entry,0.5097619047619046,42
2026-03-19,EMLC,575,25.0301,c,entry,0.010000000000000057,158
2025-06-30,BE,575,24.0787,c,entry,0.057539267015706594,764
2025-02-27,BBWI,575,37.75,c,entry,0.18191126279863457,586
2026-05-01,FIVN,575,20.627714285714287,c,entry,0.07452830188679258,424
2026-05-07,CPRX,575,31.09,c,entry,0.010000000000001563,63
2025-06-02,VERA,575,31.241229285714287,c,entry,0.1963636363636347,88
2025-09-02,CYTK,575,46.03044357142857,c,entry,0.23329842931937164,191
2025-12-04,FBL,575,33.818325,c,entry,0.02480660220073359,5998
2026-02-11,TDC,575,39.22470428571428,c,entry,0.21896882494004805,417
2025-04-09,VFLO,575,29.645,c,entry,0.02275276125743425,1177
2025-03-17,UUP,575,28.325,c,entry,0.00999999999999801,96
2025-01-21,SMR,575,24.75,c,entry,0.06408800567778565,1409
2026-05-22,AKAN,575,28.42709571428572,c,entry,0.4515555555555561,45
2025-10-24,GNTX,575,24.35,c,entry,0.1341813602015111,397
2026-02-24,CTRI,575,30.84,c,entry,0.6111111111111095,18
2025-03-10,ESI,575,25.5562,c,entry,0.14142857142857257,70
2025-03-04,CGCP,575,22.6532,c,entry,0.010000000000001527,97
2025-01-14,TSLL,575,28.6,c,entry,0.010847158489233809,5666
2025-04-11,B,575,20.345335714285717,c,entry,0.011928888888888989,2250
2025-03-12,EWC,575,39.71,c,entry,0.015228677379481035,809
2026-02-27,NFXL,575,27.64,c,entry,0.03925640444343674,4411
2026-05-26,YANG,575,29.38,c,entry,0.011128298453139271,2198
2025-06-18,ENB,575,45.21,c,entry,0.0317127527858033,2423
2025-11-18,BRBR,575,24.02,c,entry,0.23935185185185187,216
2026-01-21,ILF,575,33.535,c,entry,0.009999999999999929,748
2025-10-03,BKLN,575,20.928464285714288,c,entry,0.00999999999999801,5
2025-12-23,SEE,955,41.25,c,late,0.00999999999999801,143
2026-02-18,TPH,955,46.345,c,late,0.00999999999999801,53
2025-01-06,STM,955,26.1692,c,late,0.010000000000000474,695
2026-04-16,HGER,954,31.34,c,late,0.05000000000000071,13
2025-11-19,MRP,955,29.17,c,late,0.010625832223701736,751
2026-01-16,ARKB,955,31.665,c,late,0.010008726003490639,1146
2025-12-29,LEVI,955,21.105,c,late,0.01061643835616283,146
2025-04-14,AU,955,42.715,c,late,0.01430000000000188,200
2025-04-16,TIGO,955,30.74,c,late,0.026865671641790843,134
2025-02-12,UVIX,955,28.25,c,late,0.014155726573109999,2209
2025-04-11,GLNG,955,37.11,c,late,0.028666666666666587,345
2025-03-24,SCHM,955,27.175,c,late,0.010000000000000033,527
2026-02-23,JMBS,955,46.345,c,late,0.00999999999999801,5
2025-02-14,SHYG,926,43.09030428571429,c,late,0.00999999999999801,37
2025-06-18,TRP,955,47.73,c,late,0.010107526881721616,1209
2025-11-12,ETHW,955,24.455,c,late,0.00999999999999932,976
2025-04-21,GXO,955,33.09,c,late,0.0389473684210508,114
2026-04-13,PLTU,955,35.73,c,late,0.02437543614794194,1433
2026-04-20,CTA,955,28.91,c,late,0.016727272727274308,55
2025-12-16,FNDF,955,44.435,c,late,0.00999999999999801,539
2025-03-13,OS,955,20.35,c,late,0.02023255813953503,172
2025-05-28,VIK,955,44.25,c,late,0.014006410256408973,312
2025-03-06,ACI,955,21.03,c,late,0.010000000000001008,659
2025-06-09,BRZE,955,30.65,c,late,0.02991489361702122,235
2025-03-12,FLEX,955,34.33,c,late,0.016323155216284586,786
2025-01-17,ARQQ,955,26.42,c,late,0.17759259259259214,54
2025-01-15,ARQQ,955,20.59,c,late,0.1612765957446808,47
2025-03-24,SARO,950,28.822835714285716,c,late,0.037614678899082876,109
2025-04-01,TBIL,955,49.84,c,late,0.010000000000005116,12
2025-09-17,BAI,927,34.35581571428572,c,late,0.015214521452145963,303
2025-08-27,VNT,955,43.49,c,late,0.02150289017341077,173
2025-04-14,AAPU,955,22.342,c,late,0.016067700094906677,3161
2025-12-26,FIG,955,38.45,c,late,0.024924242424244087,264
2025-06-24,SRAD,955,27.21,c,late,0.018413461538461122,208
2025-11-14,GBCI,955,42.345,c,late,0.022773722627737986,137
2025-03-31,CRSP,955,33.99,c,late,0.020919540229885306,348
2025-09-09,SCHA,955,27.5034,c,late,0.010000000000000087,703
2025-03-18,VIK,955,38.87,c,late,0.019587912087911157,364
2025-03-05,YOU,955,25.08,c,late,0.012168674698796119,166
2025-05-15,DUHP,955,34.29,c,late,0.010157480314959002,508
2026-04-08,FELC,955,37.69,c,late,0.010020746887965828,482
2025-12-12,GLPI,955,43.485,c,late,0.012022471910112402,356
2026-05-19,RAMP,955,37.711,c,late,0.00999999999999801,76
2025-05-19,AMLP,955,48.85,c,late,0.016892430278884724,251
2025-09-12,RNA,955,44.83,c,late,0.05029850746268546,737
2025-02-05,MP,955,23.605,c,late,0.01031390134529126,223
2025-05-05,PYLD,955,25.94,c,late,0.010000000000001563,26
2025-04-29,SPBO,955,28.945,c,late,0.009999999999999174,58
2025-10-20,DFIC,955,33.105,c,late,0.00999999999999801,17
2025-06-27,IAUM,955,32.6154,c,late,0.00999999999999801,332
2025-03-07,EWU,955,37.86,c,late,0.00999999999999801,600
2025-10-07,METU,955,40.05,c,late,0.04078730904817968,851
2026-04-20,HGER,954,31.075,c,late,0.030000000000001137,24
2026-04-06,SCMB,955,25.505,c,late,0.010000000000001563,10
2025-01-03,LUNR,955,21.925,c,late,0.010207570207570528,819
2026-01-20,SPLB,955,22.5459,c,late,0.010000000000001563,35
2025-04-28,EWA,955,24.515,c,late,0.010000000000001164,365
2025-04-02,BITU,955,36.67,c,late,0.01411134903640241,934
2025-04-28,FLJP,955,30.76,c,late,0.011286549707602504,171
2025-10-24,BKLN,955,20.85,c,late,0.010000000000001563,15
2026-02-18,CHYM,955,20.55,c,late,0.013460076045627049,263
2025-03-12,GLNG,955,34.13,c,late,0.014232558139534961,215
2026-01-23,KOLD,955,21.325,c,late,0.011183745583038729,566
2025-07-07,SPAB,955,25.32,c,late,0.010000000000001563,69
2026-05-07,WGS,955,40.49,c,late,0.05419354838709854,124
2025-03-24,CPRX,955,25.66,c,late,0.013500000000000335,100
2025-08-11,ALKT,955,20.67,c,late,0.0211881188118807,202
2025-12-30,CTRI,955,25.54,c,late,0.020697674418604293,172
2025-02-21,WAY,955,42.24,c,late,0.02456140350877203,855
2025-03-19,EPRT,955,31.88,c,late,0.014050632911392937,158
2025-03-27,GM,578,46.807497857142856,c,mid,0.02293347487614975,2826
2025-12-03,CNK,635,23.667214285714287,c,mid,0.017119155354449564,663
2025-09-17,WBTN,576,20.61,c,mid,0.11246153846153852,195
2025-05-09,DKNG,578,36.41380571428571,c,mid,0.028243243243243413,2516
2025-04-30,BBIO,577,38.73034928571428,c,mid,0.251383647798742,159
2025-07-03,PSQ,581,33.59421785714285,c,mid,0.010004559963521878,2193
2025-03-31,COPX,595,38.61828357142857,c,mid,0.034402515723269224,159
2025-06-30,FBND,755,45.70351,c,mid,0.009999999999998602,48
2025-04-04,ANGL,606,27.973864285714285,c,mid,0.010000000000000068,133
2025-05-12,SPAB,578,25.157682857142856,c,mid,0.010000000000001407,68
2026-01-09,RKT,589,22.24871428571429,c,mid,0.010644876325088195,2264
2025-08-25,RHI,581,37.361377857142855,c,mid,0.09650000000000034,100
2025-08-13,UUP,867,27.33,c,mid,0.00999999999999801,59
2026-02-05,REYN,576,23.13892857142857,c,mid,0.06230769230769221,104
2025-06-27,SPDW,579,40.29177,c,mid,0.00999999999999801,320
2025-01-24,RKLB,593,32.395142142857146,c,mid,0.02934362934362953,1295
2025-05-21,LEGN,577,29.471067857142856,c,mid,0.11802547770700662,157
2025-04-11,AU,590,41.958545,c,mid,0.04931263858093166,451
2026-03-09,HIMS,581,21.71566857142857,c,mid,0.021908269166387613,5974
2025-05-08,KVUE,582,24.680822142857146,c,mid,0.013987621573828159,1131
2026-04-24,GNTX,576,23.46717857142857,c,mid,0.12376404494382032,178
2025-08-28,BILL,576,45.642113571428574,c,mid,0.08732227488151667,844
2025-12-15,ETHW,576,22.45994142857143,c,mid,0.010023375409069451,2139
2025-01-03,MNSO,577,26.843567857142855,c,mid,0.05825095057034199,263
2025-04-23,VNT,578,30.622097142857143,c,mid,0.3627272727272752,11
2025-09-29,EWG,603,41.24199,c,mid,0.00999999999999801,408
2025-05-14,KVYO,581,35.64692142857143,c,mid,0.11385321100917435,109
2026-05-11,MRAM,576,37.02519071428571,c,mid,0.159006622516556,1057
2026-05-05,SPTL,583,25.866994285714288,c,mid,0.009999999999998973,236
2025-06-30,FROG,594,44.00691071428572,c,mid,0.12648648648648878,37
2025-01-15,KTOS,583,33.437604285714286,c,mid,0.05093750000000108,128
2026-02-11,MGY,577,26.292214285714287,c,mid,0.01618801652892545,968
2025-09-09,NWSA,577,29.332499285714285,c,mid,0.01217840375586848,1065
2026-03-20,GBCI,583,42.95,c,mid,0.3621428571428599,42
2025-03-03,EEM,576,43.53,c,mid,0.009999999999999397,1420
2025-11-25,APG,601,38.048195,c,mid,0.06543478260869597,138
2025-04-03,URTY,576,31.638687857142852,c,mid,0.0639971550497863,2812
2025-03-12,ASB,576,21.261942857142856,c,mid,0.056307053941908686,241
2025-11-11,MLYS,576,42.21445857142857,c,mid,0.7818918918918919,37
2025-08-20,HTHT,623,35.26035714285714,c,mid,0.02500000000000059,60
2026-03-13,IYZ,615,39.27771142857143,c,mid,0.010168224299065137,1070
2026-03-24,JEF,576,40.27944642857143,c,mid,0.11714876033057799,242
2026-03-19,EMLC,577,25.058829285714285,c,mid,0.009999999999999941,195
2026-05-26,NASA,576,41.74845571428572,c,mid,0.03985929648241197,995
2026-05-15,FIG,581,22.306964285714287,c,mid,0.02746415770609316,2232
2025-04-23,UUP,577,27.294627857142856,c,mid,0.010000000000000241,1045
2026-02-05,BCE,578,25.204122142857145,c,mid,0.03668012924071073,1238
2025-01-02,MNSO,577,24.774360714285717,c,mid,0.032682926829268634,82
2026-01-05,SPTL,581,26.45626857142857,c,mid,0.009999999999999036,246
2025-06-25,BKLN,578,20.858785,c,mid,0.00999999999999801,7
2026-04-16,HIMS,584,25.71592857142857,c,mid,0.01679245283018857,3657
2025-11-14,LAUR,586,29.895,c,mid,0.13413043478260966,46
2026-03-05,BILI,600,25.440285,c,mid,0.012577854671280227,578
2026-01-05,TS,628,40.21185714285714,c,mid,0.021052631578947597,608
2025-09-10,FITB,579,46.13245214285714,c,mid,0.018418418418417806,999
2026-04-08,YETI,595,37.76818714285714,c,mid,0.10308510638297938,94
2026-01-05,PBF,600,30.53955714285714,c,mid,0.1359627329192544,322
2025-10-17,HODL,583,29.84842857142857,c,mid,0.010007355645458058,2719
2026-02-09,SHYG,577,42.82975785714286,c,mid,0.00999999999999801,60
2025-06-18,HTHT,589,34.31215857142857,c,mid,0.15250000000000163,4
2025-10-27,DFAC,604,39.40260642857143,c,mid,0.00999999999999801,433
2025-10-23,DOW,580,23.892742857142856,c,mid,0.014929061784896794,2185
2025-04-08,ASHR,765,23.910364285714284,c,mid,0.010015337423312634,652
2025-06-12,SH,580,41.24504928571429,c,mid,0.010008554319929574,1169
2025-09-24,QURE,577,39.66809071428571,c,mid,0.15465388711395134,939
2025-09-04,CTRI,576,20.63417857142857,c,mid,0.024617486338797682,366
2026-03-18,DOCU,583,49.58192857142857,c,mid,0.06403047091412797,722
2025-03-12,EWC,581,39.630744285714286,c,mid,0.01583999999999942,500
2026-04-09,FETH,650,21.741714285714284,c,mid,0.00999999999999992,2150
2026-03-19,TECK,579,44.84668785714286,c,mid,0.06188654353561939,758
2026-04-08,UAL,575,101.02958785714286,d,entry,0.13675159235668788,1099
2025-04-28,NTR,575,54.87,d,entry,0.08793103448275681,58
2025-06-24,IJH,575,61.27,d,entry,0.010227586206896757,1450
2025-05-08,SN,575,88.14,d,entry,0.28507692307692234,130
2025-03-13,DG,575,77.75057857142858,d,entry,0.19933734939758915,332
2026-01-27,ZS,575,226.55,d,entry,0.5823351648351653,364
2025-05-22,SNOW,575,195.86,d,entry,0.3072195704057258,838
2026-03-09,PB,575,67.765,d,entry,0.5689999999999941,10
2026-04-21,DHI,575,163.63,d,entry,0.7455895196506542,229
2025-02-13,RDDT,575,198.5,d,entry,0.7071515151515155,825
2025-04-10,STZ,575,181.35,d,entry,1.036267281105998,217
2025-08-27,CBRL,575,59.5,d,entry,0.30273972602739696,876
2025-04-09,IWP,575,104.11,d,entry,0.3348467966573825,1077
2025-01-02,SPY,575,587.8,d,entry,0.029301353835861025,5983
2025-05-16,AMAT,575,165.35,d,entry,0.18534374999999997,640
2025-12-10,SATS,575,99.65832857142856,d,entry,0.22153970826580235,617
2025-05-20,RMD,575,249.19,d,entry,1.4637499999999868,24
2025-12-16,HUM,575,267.5890157142857,d,entry,0.8802688172042907,186
2025-06-24,IJH,575,61.344033571428575,d,entry,0.010227586206896757,1450
2025-10-01,USMV,575,95.03403142857142,d,entry,0.014194236926361223,1874
2026-05-14,ORA,575,134.8,d,entry,1.2528828828828786,111
2026-01-12,AKAM,575,92.32336714285714,d,entry,0.23520833333333327,144
2025-07-23,LW,575,56.10697,d,entry,0.1691103202846973,281
2025-07-24,NOW,575,1029.433585,d,entry,3.2830978260869745,184
2025-06-13,FANG,575,155.47,d,entry,0.4084986595174301,373
2025-05-14,PVH,575,85.51,d,entry,0.5745454545454488,11
2026-03-20,EQR,575,59.25,d,entry,0.15945945945946133,37
2025-07-18,NSC,575,276.51,d,entry,0.6939181286549829,171
2025-12-05,DOCU,575,65.9,d,entry,0.13790613718411743,277
2025-05-09,EXPE,575,152.33569285714285,d,entry,0.28123839009287505,323
2025-04-17,UNH,575,480.0552478571428,d,entry,0.4406418918918878,888
2026-03-17,SMTC,575,83.73574214285715,d,entry,0.6003076923076897,130
2025-06-02,NUE,575,122.28,d,entry,0.2611764705882372,204
2025-03-10,WSM,575,190.3,d,entry,1.5681355932203387,59
2025-09-12,RH,575,229.59295857142857,d,entry,1.0922568093385203,257
2025-05-29,ELF,575,115.6101,d,entry,0.45873156342183047,1017
2025-10-13,MP,575,88.54532285714286,d,entry,0.20750822755054105,2127
2025-05-29,LYV,575,135.5,d,entry,0.2604310344827616,116
2026-04-24,MXL,575,55.57414857142857,d,entry,0.23837554045707263,1619
2026-03-17,AGG,575,99.765,d,entry,0.010000000000001412,353
2025-08-12,MNDY,575,179.44230642857144,d,entry,0.5588059701492507,268
2025-06-17,FSLR,575,138.774,d,entry,0.38332797427652476,622
2025-10-02,MDB,575,330.3276207142857,d,entry,1.0336363636363681,55
2025-09-30,CRH,575,120.785,d,entry,0.10177691309987011,771
2025-08-04,W,575,72.53439285714285,d,entry,0.20969604863221952,658
2025-07-09,DOCS,575,63.8134,d,entry,0.2175438596491228,57
2025-12-26,AGQ,575,181.91,d,entry,0.12439578078422307,4361
2025-12-03,DLTR,575,109.72,d,entry,0.5843093922651948,181
2026-01-30,KLAC,575,1559.83,d,entry,6.968428571428566,140
2026-04-22,TWLO,575,152.7,d,entry,0.5743502824858779,177
2025-03-04,TECL,575,69.79,d,entry,0.07217508677207912,2593
2025-09-24,KKR,575,148.3216857142857,d,entry,0.6496846153846156,1300
2025-05-08,ARM,575,115.10284928571429,d,entry,0.23889400921659168,651
2025-09-03,TIGO,575,50.1316,d,entry,0.14096774193548126,31
2025-08-26,IBKR,575,63.05,d,entry,0.04529100529100573,945
2026-01-16,MTB,575,211.55,d,entry,1.087234042553194,47
2025-12-09,GPC,575,127.525,d,entry,1.2254545454545367,22
2025-10-31,TWLO,575,128.28,d,entry,0.48462450592885237,253
2026-05-21,IBM,575,234.59,d,entry,0.24070899470899468,945
2026-04-28,SHY,575,82.515,d,entry,0.009999999999990905,70
2026-02-11,NKTR,575,63.12268785714286,d,entry,0.3784455958549231,193
2025-07-22,THC,575,181.01,d,entry,1.4046666666666752,135
2026-04-23,LVS,575,52.30950714285714,d,entry,0.14551724137930996,319
2025-10-07,FIG,575,60.5,d,entry,0.12526613816534582,883
2025-09-18,MBB,575,95.055,d,entry,0.012789855072464287,276
2026-05-18,NEE,575,89.58135714285714,d,entry,0.07294668226642126,5983
2025-04-17,DHI,575,120.015,d,entry,0.6029487179487197,234
2025-10-23,INSM,575,157.0,d,entry,1.8153488372093076,43
2025-06-13,BG,575,80.61358785714286,d,entry,0.4565734265734238,143
2025-07-15,MP,575,56.68,d,entry,0.09434487682970377,2801
2025-12-19,CMS,955,69.26,d,late,0.016751824817517507,548
2025-04-03,PCOR,955,62.15,d,late,0.033919597989949354,199
2025-12-17,IEI,955,119.65,d,late,0.009999999999990905,84
2026-02-12,BBIO,936,76.88178571428571,d,late,0.05202072538860055,193
2026-04-08,ROKU,955,100.955,d,late,0.09129496402877753,278
2026-03-20,PLD,955,127.975,d,late,0.056613545816732135,753
2025-07-18,ABT,955,123.65,d,late,0.016188455008489696,1178
2025-09-02,IXUS,955,79.26,d,late,0.009999999999992444,240
2026-04-01,BLV,955,68.5,d,late,0.010000000000005116,289
2025-12-18,VCIT,955,83.77,d,late,0.010000000000005116,93
2025-03-25,AEP,955,102.41,d,late,0.019146049481244917,1253
2025-03-03,PAYX,955,153.45,d,late,0.09313253012048232,332
2025-09-19,TRV,938,278.32000714285715,d,late,0.21645833333334727,48
2025-04-17,TMHC,955,56.42,d,late,0.05553264604810939,291
2026-04-20,VONV,955,99.64,d,late,0.010916666666667574,720
2025-11-20,EDV,955,67.916,d,late,0.010023809523807208,420
2026-04-27,EMXC,955,90.705,d,late,0.010026455026451922,378
2025-04-21,IWR,955,78.51,d,late,0.022243478260868785,575
2025-04-29,SYY,955,70.03,d,late,0.016046511627905997,430
2026-03-16,KORU,955,380.145,d,late,2.524785276073623,163
2025-05-16,AMAT,955,165.37,d,late,0.03849378881987431,644
2026-02-23,EDV,955,67.95,d,late,0.009999999999998793,218
2025-03-26,SCI,955,80.0,d,late,0.03269841269841168,189
2025-03-25,NET,955,126.88,d,late,0.07892682926829486,205
2025-03-20,GKOS,955,100.98,d,late,0.14213235294117801,136
2025-12-24,NKE,955,60.07,d,late,0.017500000000001847,4
2025-10-20,QRVO,955,93.27,d,late,0.060823754789273286,522
2026-04-10,VEEV,955,151.29,d,late,0.04540942928039275,403
2025-12-05,LSCC,955,78.48,d,late,0.08259593679458253,443
2026-02-04,WBS,955,72.49,d,late,0.01936344969199396,487
2026-01-06,HYD,955,51.14,d,late,0.00999999999999801,22
2026-01-16,BITB,955,51.835,d,late,0.010025906735751941,1544
2026-01-14,MKC,955,68.525,d,late,0.023101265822783497,158
2025-03-12,MBB,955,93.065,d,late,0.010249999999993698,160
2025-06-16,CE,955,56.14,d,late,0.023490566037735132,106
2025-06-04,DYNF,955,52.4654,d,late,0.010077922077920073,770
2025-12-02,IONS,955,81.16,d,late,0.09722222222222121,630
2025-05-01,WGS,955,62.185,d,late,0.1453602305475504,347
2026-02-04,EDU,955,62.906,d,late,0.037653631284916805,179
2025-04-21,IWD,955,172.84,d,late,0.0273253105590052,2576
2026-05-18,EMXC,955,93.54,d,late,0.010352385045121627,2327
2026-04-20,SEI,955,64.765,d,late,0.06962025316455828,237
2025-06-25,ICSH,955,50.6501,d,late,0.00999999999999801,5
2025-10-06,EWW,912,65.64727142857143,d,late,0.010037735849057663,265
2025-11-19,VTIP,955,50.035,d,late,0.00999999999999801,10
2025-08-26,IBKR,950,63.23571214285714,d,late,0.01702060221869978,631
2025-11-12,VGK,955,82.27,d,late,0.010000000000002871,538
2025-02-12,SPY,955,603.325,d,late,0.016698018139060286,5954
2026-02-24,BXP,955,59.46,d,late,0.01602209944751192,181
2025-03-19,JBHT,955,146.435,d,late,0.14540669856459268,209
2025-04-15,NBIX,955,96.06,d,late,0.15069306930693074,202
2025-04-30,SBUX,955,80.135,d,late,0.014554455445544557,2020
2025-02-19,VCSH,955,78.365,d,late,0.010000000000005116,11
2026-01-09,BBJP,955,68.955,d,late,0.009999999999996791,297
2025-05-16,FISV,955,166.94,d,late,0.03829867674858049,529
2026-04-21,EFG,955,118.92,d,late,0.01657363049364815,4801
2026-02-09,PNW,955,93.2,d,late,0.037698412698408526,126
2025-09-19,WBS,955,61.47,d,late,0.04771260997067387,341
2026-03-04,VCSH,955,79.735,d,late,0.009999999999990905,26
2025-12-05,NFLX,955,100.015,d,late,0.016681199860482398,5734
2025-08-19,PLD,955,110.61,d,late,0.03917874396135355,207
2026-03-19,VLUE,906,146.24914285714286,d,late,0.02392397302268603,3262
2025-12-08,ULS,955,77.9,d,late,0.019610619469024836,565
2025-11-14,HAE,955,73.45,d,late,0.042325581395348345,172
2026-04-06,HOLX,955,76.03,d,late,0.010000000000005116,236
2025-03-05,RSG,955,235.75,d,late,0.19160377358490327,106
2026-04-27,VGT,955,104.24,d,late,0.013666245259166711,791
2025-04-28,BOIL,955,53.64,d,late,0.08711462450592902,253
2025-08-15,TRV,952,265.4428142857143,d,late,0.1533333333333295,57
2026-04-13,STRC,955,100.005,d,late,0.010000000000005116,25
2025-03-18,GGAL,579,55.21478785714286,d,mid,0.3428333333333336,60
2026-03-31,MRVL,743,95.85605142857142,d,mid,0.027085106382979396,1410
2025-09-19,PLD,587,115.19196428571428,d,mid,0.11693251533742237,163
2026-02-12,IQV,577,163.51648857142857,d,mid,1.2868032786885275,244
2026-03-11,FANG,616,173.8115014285714,d,mid,0.22343023255813851,344
2025-06-10,LOAR,576,83.80109142857143,d,mid,0.3315384615384606,13
2026-02-06,LNT,577,66.98656428571428,d,mid,0.061519337016573084,362
2025-07-29,SWK,578,67.71776285714286,d,mid,0.12413265306122419,196
2025-10-16,AIG,576,78.16417857142856,d,mid,0.09373068432671006,453
2025-10-31,ROKU,577,108.81332071428572,d,mid,0.38098201936376136,723
2026-02-24,ITRI,576,94.82026857142856,d,mid,0.4183431952662744,169
2025-07-11,BYD,578,82.31875214285715,d,mid,0.33301587301587554,63
2026-01-15,LPX,786,93.31955357142856,d,mid,0.22480769230768735,52
2025-04-28,SMG,577,55.03,d,mid,0.3121052631578925,38
2025-05-13,ONON,671,56.85478571428571,d,mid,0.02994594594594585,1665
2025-10-06,FWONK,580,104.85,d,mid,0.9433333333333334,24
2025-05-19,KMB,576,141.21,d,mid,0.40231707317072385,82
2025-06-18,EMXC,603,60.65882142857143,d,mid,0.010331491712706095,543
2025-10-02,TRU,578,71.1842857142857,d,mid,0.15726655348047638,589
2025-07-14,FNF,576,52.33,d,mid,0.2672222222222239,36
2025-08-26,VGIT,667,59.84425214285714,d,mid,0.010000000000003277,143
2025-03-18,ECL,579,251.21,d,mid,0.6291525423728747,59
2026-01-16,SPG,577,181.31849,d,mid,0.5572500000000027,40
2025-07-09,VGLT,579,54.92916214285714,d,mid,0.00999999999999883,642
2026-02-25,PICK,656,64.34912214285714,d,mid,0.2841176470588234,17
2025-09-30,JEPQ,585,57.425,d,mid,0.010046296296295701,1296
2025-05-29,BURL,603,235.77053571428573,d,mid,1.1046728971962605,107
2025-06-06,XLY,581,212.50782142857145,d,mid,0.017089681774351374,5185
2025-10-28,NVS,576,124.55670714285716,d,mid,0.06728842832469789,579
2025-06-12,EZU,705,59.91659571428571,d,mid,0.010000000000000937,187
