day,symbol,rvol,rk,side,prev_close,atr14,adv20,status,entry,R,stop,tgt,exit,exit_m,reason,gross_r,cost_ps,net_r,shares,pnl
2025-01-02,U,7.947935591964907,1,short,22.47,1.425178571428571,10442356.7,ok,24.41,0.1425178571428571,24.552517857142856,22.98482142857143,24.552517857142856,575.0,stop,-0.9999999999999925,0.06794667949173622,-1.4767590592077644,2703,-568.8856425233029
2025-01-02,CALY,7.645736110924324,2,long,7.86,0.3578071428571427,2390365.1,ok,8.9444,0.03578071428571427,8.908619285714286,9.302207142857142,9.302207142857142,590.0,target,9.99999999999999,0.03270465864982268,9.085969654248052,2,0.6502049684146393
2025-01-02,DNA,4.002760086688643,3,long,9.82,1.0991571428571427,1510232.6,ok,10.64,0.10991571428571428,10.530084285714286,11.739157142857144,10.530084285714286,575.0,stop,-0.9999999999999984,0.03906883718530061,-1.3554436000274277,0,-0.0
2025-01-02,VSAT,3.5260861147103943,4,long,8.51,0.6713071428571425,2626610.8,ok,9.23,0.06713071428571425,9.162869285714287,9.901307142857142,9.162869285714287,575.0,stop,-0.9999999999999936,0.03789577381763918,-1.5645072336985866,0,-0.0
2025-01-02,XPEV,3.234526214368222,5,short,11.82,0.5728571428571427,9088712.45,ok,11.25,0.05728571428571427,11.307285714285713,10.677142857142858,11.307285714285713,582.0,stop,-0.9999999999999865,0.03516876448656034,-1.6139185820596433,0,-0.0
2025-01-02,SBIT,2.5039381260396527,6,short,11.81,0.9577357142857142,6313156.15,ok,10.93,0.09577357142857143,11.025773571428571,9.972264285714285,11.025773571428571,575.0,stop,-1.0000000000000002,0.040259013919684665,-1.4203561934589661,0,-0.0
2025-01-02,MNSO,2.239553424866827,7,long,23.89,0.8563928571428574,1322677.05,ok,24.86,0.08563928571428575,24.774360714285713,25.716392857142857,24.774360714285713,577.0,stop,-1.0000000000000084,0.04826611550554807,-1.5635978289984425,0,-0.0
2025-01-02,TSLQ,2.00911939858119,9,long,26.77,2.986814285714286,11144268.45,ok,29.72,0.2986814285714286,29.42131857142857,32.70681428571429,29.42131857142857,582.0,stop,-0.9999999999999961,0.05625164401739836,-1.188333249530929,0,-0.0
2025-01-02,FRO,1.6372098975609384,10,long,14.19,0.4814000000000001,3225025.9,ok,14.71,0.048140000000000016,14.66186,15.191400000000002,14.66186,688.0,stop,-1.000000000000001,0.043711141484190065,-1.9080004462856275,0,-0.0
2025-01-02,KTOS,1.6275969123191245,11,long,26.38,1.0538714285714286,1143802.45,ok,26.54,0.10538714285714286,26.434612857142856,27.59387142857143,26.434612857142856,575.0,stop,-1.0000000000000047,0.07294078271103635,-1.6921222146605819,0,-0.0
2025-01-02,GCT,1.4133322360299563,12,long,18.52,1.1285714285714283,1361272.55,ok,18.98,0.11285714285714284,18.86714285714286,20.10857142857143,18.86714285714286,575.0,stop,-0.9999999999999856,0.06433155550228724,-1.5700264411594929,0,-0.0
2025-01-02,SPY,1.3977607673627634,13,short,586.08,7.796157142857153,51394527.8,ok,587.8,0.7796157142857153,588.5796157142856,580.0038428571428,588.5796157142856,589.0,stop,-0.9999999999999583,1.4286258299596726,-2.8324743893452027,0,-0.0
2025-01-02,STM,1.265901606379459,14,short,24.97,0.6457357142857146,5315358.9,ok,24.875,0.06457357142857147,24.93957357142857,24.229264285714287,24.94,578.0,stop,-1.0066037631494722,0.04835379449848392,-1.7554208632222292,0,-0.0
2025-01-02,AIOT,1.2648706648783292,15,long,6.66,0.3968785714285715,2063718.4,ok,6.605,0.03968785714285716,6.5653121428571435,7.001878571428572,6.56,576.0,stop,-1.133848064359396,0.02562659983004008,-1.7795518557683572,0,-0.0
2025-01-02,GRRR,1.2516048665033426,16,short,18.06,2.8958285714285714,3573388.85,ok,19.0984,0.28958285714285714,19.38798285714286,16.20257142857143,19.38798285714286,580.0,stop,-1.0000000000000007,0.05500956309122257,-1.1899613935506044,0,-0.0
2025-01-02,NNOX,1.2197145687327886,17,long,7.2,0.6276571428571428,4763456.75,ok,7.36,0.06276571428571429,7.2972342857142865,7.9876571428571435,7.9876571428571435,587.0,target,10.000000000000004,0.02853395976973981,9.545389388227928,0,0.0
2025-01-02,TGTX,1.1892848408488232,18,short,30.1,1.7977071428571425,1958664.85,ok,30.17,0.17977071428571426,30.349770714285714,28.37229285714286,30.349770714285714,579.0,stop,-0.9999999999999918,0.05719859260017795,-1.3181752535580922,0,-0.0
2025-01-02,HMY,1.1858089632268254,19,long,8.21,0.28571428571428575,4662437.3,ok,8.5,0.028571428571428577,8.471428571428572,8.785714285714286,8.471428571428572,576.0,stop,-0.9999999999999962,0.031004328465000074,-2.0851514962749986,0,-0.0
2025-01-03,CRNC,47.424431576836405,1,long,7.93,0.8523714285714282,2065770.55,ok,11.6598,0.08523714285714283,11.574562857142858,12.51217142857143,11.574562857142858,575.0,stop,-0.9999999999999943,0.04219584473608865,-1.4950405811561311,5660,-721.2707097776874
2025-01-03,NNOX,5.67183327427238,2,long,8.87,0.7255142857142857,5312996.6,ok,9.28,0.07255142857142857,9.207448571428571,10.005514285714286,9.207448571428571,634.0,stop,-0.9999999999999912,0.03315959412268882,-1.4570494995841714,0,-0.0
2025-01-03,PTLE,3.4780681733567724,3,long,12.19,1.6109428571428566,1037765.05,ok,11.94,0.16109428571428566,11.778905714285713,13.550942857142855,11.778905714285713,592.0,stop,-1.000000000000004,0.03667809201445922,-1.2276809003611187,0,-0.0
2025-01-03,MNSO,3.061567470077062,4,short,25.21,0.9356785714285716,1121113.15,ok,26.75,0.09356785714285716,26.843567857142858,25.81432142857143,26.843567857142858,577.0,stop,-1.000000000000011,0.051480775245115615,-1.5501972238876545,0,-0.0
2025-01-03,ACMR,1.8835570003444129,5,long,15.57,0.5495285714285715,1476911.5,ok,16.12,0.05495285714285715,16.065047142857143,16.66952857142857,16.065047142857143,575.0,stop,-1.000000000000018,0.05575450766731257,-2.014587968053643,0,-0.0
2025-01-03,MBLY,1.8584840418137842,6,long,20.02,1.359892857142857,6816028.85,ok,21.11,0.1359892857142857,20.974010714285715,22.469892857142856,20.974010714285715,575.0,stop,-0.9999999999999918,0.0593845754871895,-1.4366856931064094,0,-0.0
2025-01-03,U,1.722519884863443,7,long,24.51,1.5866071428571422,11753142.9,ok,24.58,0.15866071428571424,24.421339285714286,26.166607142857142,24.421339285714286,576.0,stop,-0.9999999999999897,0.04777050866276044,-1.3010859296696111,0,-0.0
2025-01-03,MP,1.5424460046090358,8,long,16.39,0.7956928571428572,2878063.6,ok,17.08,0.07956928571428573,17.000430714285713,17.875692857142855,17.000430714285713,575.0,stop,-0.9999999999999951,0.05862566993268214,-1.7367876864345937,0,-0.0
2025-01-03,GRRR,1.4389346465410247,9,short,24.33,3.3751071428571433,3865880.0,ok,23.56,0.33751071428571433,23.897510714285712,20.184892857142856,23.897510714285712,578.0,stop,-0.9999999999999967,0.046282617409953535,-1.1371293279026768,0,-0.0
2025-01-03,STM,1.3856546167122183,10,long,24.3,0.6814500000000001,5279099.7,ok,24.13,0.06814500000000001,24.061854999999998,24.81145,24.061854999999998,576.0,stop,-1.000000000000018,0.04706059977390161,-1.690595051344968,0,-0.0
2025-01-03,AIOT,1.366117876399065,11,long,6.3,0.418307142857143,2151118.8,ok,6.38,0.041830714285714304,6.338169285714286,6.798307142857143,6.665,955.0,time,6.813175554531019,0.02289574970960182,6.26583252918323,0,0.0
2025-01-03,SPY,1.2242600257747518,12,long,584.64,8.152942857142866,52559395.1,ok,588.07,0.8152942857142866,587.2547057142858,596.2229428571429,587.2547057142858,591.0,stop,-0.9999999999999314,1.4276536579642125,-2.7510899842912258,0,-0.0
2025-01-03,UNG,1.2233409659738554,13,short,17.01,1.0224642857142858,9875790.6,ok,16.1397,0.10224642857142859,16.24194642857143,15.117235714285716,16.24194642857143,588.0,stop,-1.0000000000000135,0.04743177855915219,-1.463896678073387,0,-0.0
2025-01-03,TXG,1.2080707133798951,14,short,14.19,0.8882071428571426,1619666.6,ok,14.23,0.08882071428571427,14.318820714285716,13.341792857142858,14.318820714285716,579.0,stop,-1.0000000000000098,0.04264645708607199,-1.4801408931354656,0,-0.0
2025-01-03,FRO,1.1678407189221394,16,short,14.69,0.4828285714285715,3044736.6,ok,14.57,0.048282857142857155,14.618282857142857,14.087171428571429,14.255,955.0,time,6.5240546777915736,0.03447532318172368,5.810026444546809,0,0.0
2025-01-03,NVDX,1.1674929471760815,17,long,14.87,1.2922785714285705,10756405.35,ok,15.475,0.12922785714285706,15.345772142857143,16.76727857142857,16.15,955.0,time,5.223331988348372,0.03656467448033195,4.940384678931093,0,0.0
2025-01-03,RGTI,1.1181979021420043,18,long,20.0,3.1581500000000005,185848192.1,ok,19.27,0.31581500000000007,18.954185,22.428150000000002,18.954185,611.0,stop,-1.0000000000000018,0.05484262254269796,-1.1736542676652424,0,-0.0
2025-01-03,POET,1.1140834634609027,19,long,6.17,0.7417785714285714,3408408.4,ok,6.504,0.07417785714285714,6.429822142857143,7.245778571428571,6.429822142857143,601.0,stop,-0.9999999999999961,0.025307482204642153,-1.3411730020173387,0,-0.0
2025-01-03,LUNR,1.081144120537563,20,long,19.32,1.9848571428571427,17537175.2,ok,20.2147,0.19848571428571427,20.016214285714288,22.19955714285714,21.925,955.0,time,8.61674103929754,0.0371455336229611,8.429596419058065,0,0.0
2025-01-06,CRNC,14.484337295865807,1,long,19.33,1.6473714285714285,10068289.15,ok,26.5163,0.16473714285714286,26.35156285714286,28.16367142857143,26.35156285714286,575.0,stop,-0.9999999999999936,0.07280790437224818,-1.441964107847766,2489,-591.2496225539517
2025-01-06,PRM,9.47147925301352,2,short,12.4,0.4615142857142856,1075155.65,ok,12.38,0.046151428571428565,12.42615142857143,11.918485714285715,12.42615142857143,576.0,stop,-1.0000000000000109,0.037981541256781805,-1.8229765021899218,0,-0.0
2025-01-06,MP,7.303917489392294,3,short,18.2,0.8778357142857143,2799950.6,ok,19.25,0.08778357142857143,19.33778357142857,18.372164285714284,19.33778357142857,576.0,stop,-0.9999999999999858,0.055189810445470174,-1.6287031792774151,0,-0.0
2025-01-06,SERV,4.463729124659635,4,long,19.03,2.7416357142857146,12831263.2,ok,23.04,0.27416357142857145,22.76583642857143,25.781635714285713,22.76583642857143,575.0,stop,-0.9999999999999946,0.06401736254267755,-1.233500615012796,0,-0.0
2025-01-06,KTOS,4.301646211607965,5,short,27.48,1.0771071428571428,1133007.05,ok,28.7181,0.10771071428571428,28.825810714285716,27.640992857142855,28.825810714285716,576.0,stop,-1.0000000000000149,0.05475642039744399,-1.5083655861031455,0,-0.0
2025-01-06,MNSO,3.6665933935456545,6,short,27.56,1.0035357142857144,1073098.6,ok,25.9956,0.10035357142857144,26.09595357142857,24.992064285714285,24.992064285714285,637.0,target,10.0,0.04977036543084477,9.504049883603098,0,0.0
2025-01-06,NNOX,3.421663687753665,7,long,9.25,0.7648,5622048.25,ok,9.9765,0.07648,9.90002,10.741299999999999,10.741299999999999,578.0,target,9.99999999999999,0.03432830768544168,9.551146604531349,0,0.0
2025-01-06,PATH,3.188107932829586,8,short,13.28,0.4875928571428575,10401233.95,ok,13.94,0.048759285714285755,13.988759285714286,13.452407142857142,13.988759285714286,581.0,stop,-1.0000000000000142,0.041882359218714714,-1.8589617055535432,0,-0.0
2025-01-06,SEDG,3.0071961603250252,9,long,15.28,1.4014857142857144,4808510.15,ok,18.1926,0.14014857142857146,18.052451428571427,19.594085714285715,18.052451428571427,587.0,stop,-1.0000000000000036,0.05232319643632722,-1.3733409188761865,0,-0.0
2025-01-06,STM,2.918744638624239,10,long,24.41,0.7010928571428572,5271598.6,ok,25.86,0.07010928571428572,25.789890714285715,26.561092857142857,26.1692,955.0,time,4.410257455197506,0.04513719653994832,3.766445496766,0,0.0
2025-01-06,CPRI,2.875134228016054,11,long,20.28,0.7625785714285718,3236220.95,ok,21.55,0.07625785714285718,21.473742142857144,22.312578571428574,21.473742142857144,575.0,stop,-0.999999999999988,0.06055431741820212,-1.7940731576650804,0,-0.0
2025-01-06,QS,2.7138551299014226,12,long,6.0,0.49230714285714283,20253420.45,ok,6.59,0.04923071428571429,6.540769285714285,7.082307142857143,6.540769285714285,639.0,stop,-1.000000000000008,0.02557932395671277,-1.5195805977597963,0,-0.0
2025-01-06,VSAT,2.6819475316070394,13,long,9.08,0.7205928571428569,2740619.9,ok,9.87,0.0720592857142857,9.797940714285714,10.590592857142855,9.797940714285714,576.0,stop,-0.9999999999999963,0.03482861892668358,-1.4833328360314093,0,-0.0
2025-01-06,OUST,2.4712369773716447,14,long,14.64,1.5216499999999997,1980533.8,ok,15.45,0.152165,15.297835,16.97165,15.297835,575.0,stop,-1.0000000000000007,0.0535773919984286,-1.3521006275978622,0,-0.0
2025-01-06,SOXS,2.419359844424229,15,short,20.41,1.7791499999999996,35601809.7,ok,18.445,0.17791499999999996,18.622915,16.66585,18.622915,897.0,stop,-0.999999999999993,0.05326690742313359,-1.299395258539934,0,-0.0
2025-01-06,DHT,2.3985227884982554,16,short,9.35,0.28089285714285733,1599060.9,ok,9.38,0.028089285714285733,9.408089285714286,9.099107142857143,9.408089285714286,580.0,stop,-0.999999999999995,0.033557932413270215,-2.194687994369436,0,-0.0
2025-01-06,WOLF,2.397005721893576,17,long,7.17,0.6774500000000002,10499360.9,ok,7.8,0.06774500000000003,7.732254999999999,8.477450000000001,7.732254999999999,576.0,stop,-1.0000000000000053,0.028979823630630536,-1.4277780445882484,0,-0.0
