day,symbol,rvol,rk,side,prev_close,atr14,adv20,status,entry,R,stop,tgt,exit,exit_m,reason,gross_r,cost_ps,net_r,shares,pnl
2025-01-02,U,7.947935591964907,1,short,22.47,1.425178571428571,10442356.7,ok,24.41,0.1425178571428571,24.552517857142856,22.98482142857143,24.552517857142856,575.0,stop,-0.9999999999999925,0.06794667949173622,-1.4767590592077644,2703,-568.8856425233029
2025-01-02,TSLQ,2.00911939858119,3,long,26.77,2.986814285714286,11144268.45,ok,29.72,0.2986814285714286,29.42131857142857,32.70681428571429,29.42131857142857,582.0,stop,-0.9999999999999961,0.05625164401739836,-1.188333249530929,0,-0.0
2025-01-02,SPY,1.3977607673627634,4,short,586.08,7.796157142857153,51394527.8,ok,587.8,0.7796157142857153,588.5796157142856,580.0038428571428,588.5796157142856,589.0,stop,-0.9999999999999583,1.4286258299596726,-2.8324743893452027,0,-0.0
2025-01-02,STM,1.265901606379459,5,short,24.97,0.6457357142857146,5315358.9,ok,24.875,0.06457357142857147,24.93957357142857,24.229264285714287,24.94,578.0,stop,-1.0066037631494722,0.04835379449848392,-1.7554208632222292,0,-0.0
2025-01-03,MBLY,1.8584840418137842,1,long,20.02,1.359892857142857,6816028.85,ok,21.11,0.1359892857142857,20.974010714285715,22.469892857142856,20.974010714285715,575.0,stop,-0.9999999999999918,0.0593845754871895,-1.4366856931064094,3126,-610.738690115808
2025-01-03,U,1.722519884863443,2,long,24.51,1.5866071428571422,11753142.9,ok,24.58,0.15866071428571424,24.421339285714286,26.166607142857142,24.421339285714286,576.0,stop,-0.9999999999999897,0.04777050866276044,-1.3010859296696111,0,-0.0
2025-01-03,STM,1.3856546167122183,3,long,24.3,0.6814500000000001,5279099.7,ok,24.13,0.06814500000000001,24.061854999999998,24.81145,24.061854999999998,576.0,stop,-1.000000000000018,0.04706059977390161,-1.690595051344968,0,-0.0
2025-01-03,SPY,1.2242600257747518,4,long,584.64,8.152942857142866,52559395.1,ok,588.07,0.8152942857142866,587.2547057142858,596.2229428571429,587.2547057142858,591.0,stop,-0.9999999999999314,1.4276536579642125,-2.7510899842912258,0,-0.0
2025-01-03,RGTI,1.1181979021420043,5,long,20.0,3.1581500000000005,185848192.1,ok,19.27,0.31581500000000007,18.954185,22.428150000000002,18.954185,611.0,stop,-1.0000000000000018,0.05484262254269796,-1.1736542676652424,0,-0.0
2025-01-06,STM,2.918744638624239,1,long,24.41,0.7010928571428572,5271598.6,ok,25.86,0.07010928571428572,25.789890714285715,26.561092857142857,26.1692,955.0,time,4.410257455197506,0.04513719653994832,3.766445496766,2552,673.8882744300535
