day,symbol,hour,entry_m,entry,gate5,is_sig,sig_day,rr_bare,why_bare,exitm_bare
2026-04-01,AAMI,9,600,57.47,False,False,True,-1.0489999999999995,stop,835
2026-04-01,AAMI,10,663,56.96,True,True,True,-1.1023174157303366,stop,870
2026-04-01,AAMI,12,784,56.76,True,False,True,-1.0489999999999973,stop,892
2026-04-01,AAMI,13,842,56.07,True,False,True,0.1382200820403076,eod,955
2026-04-01,AAMI,14,903,55.67,True,False,True,0.49847314532063985,eod,955
2026-04-01,AEHR,9,600,38.72,False,False,True,-1.0490000000000006,stop,646
2026-04-01,AEHR,10,660,38.175,False,False,True,2.311722331368696,eod,955
2026-04-01,AEHR,11,720,39.3,False,False,True,-1.0922137404580134,stop,734
2026-04-01,AEHR,12,780,38.49,False,False,True,1.8836061314627033,eod,955
2026-04-01,AEHR,13,840,39.79,True,True,True,-1.048999999999997,stop,859
2026-04-01,AEHR,14,900,39.11,True,False,True,1.0611096906162043,eod,955
2026-04-01,AGIO,9,600,36.085,True,False,True,-1.0490000000000004,stop,609
2026-04-01,AGIO,10,660,34.54,True,False,True,-0.5211349160393716,eod,955
2026-04-01,AGIO,11,721,34.035,True,True,True,0.21301601292787245,eod,955
2026-04-01,AGIO,12,780,34.21,True,False,True,-0.04384682841274621,eod,955
2026-04-01,AGIO,13,842,34.34,True,False,True,-0.23296447291788605,eod,955
2026-04-01,AGIO,14,900,34.01,True,False,True,0.24992649220817684,eod,955
2026-04-01,ALB,9,600,181.7077,False,False,False,-1.0490000000000022,stop,618
2026-04-01,ALB,10,660,179.25,False,False,False,-0.32635983263597906,eod,955
2026-04-01,ALB,11,720,179.01,False,False,False,-0.2597620244679015,eod,955
2026-04-01,ALB,12,780,179.19,False,False,False,-0.309727105307212,eod,955
2026-04-01,ALB,13,840,177.19,False,False,False,0.25114284101812,eod,955
2026-04-01,ALB,14,900,177.97,False,False,False,0.03090408495814275,eod,955
2026-04-01,ALTG,12,785,5.3704,False,False,False,-1.0768285416356294,stop,874
2026-04-01,ALTG,13,841,5.36,False,False,False,-0.8395522388059792,eod,955
2026-04-01,ALTG,14,904,5.29,False,False,False,-0.18903591682420035,eod,955
2026-04-01,ANAB,9,601,56.13,False,False,True,-1.0490000000000008,stop,604
2026-04-01,ANAB,10,660,54.915,False,True,True,1.434034416826004,eod,955
2026-04-01,ANAB,11,720,55.31,False,False,True,1.0667148797685757,eod,955
2026-04-01,ANAB,12,780,55.755,False,False,True,0.6591337099811682,eod,955
2026-04-01,ANAB,13,840,56.425,False,False,True,0.057598582188750275,eod,955
2026-04-01,ANAB,14,900,56.01,False,False,True,0.42849491162292647,eod,955
2026-04-01,AORT,10,660,35.6,False,False,True,-1.049000000000003,stop,778
2026-04-01,AORT,11,720,35.26,False,False,True,-1.0490000000000033,stop,872
2026-04-01,AORT,12,780,34.84,False,False,True,-1.09659873708381,stop,886
2026-04-01,AORT,13,840,34.79,False,False,True,-1.1698907732107,stop,887
2026-04-01,AORT,14,901,33.97,False,True,True,0.27965852222548926,eod,955
2026-04-01,ARMG,9,601,10.45,False,False,True,-1.049000000000003,stop,676
2026-04-01,ARMG,10,660,10.38,False,False,True,-1.0490000000000006,stop,681
2026-04-01,ARMG,11,720,9.9499,False,False,True,1.106041266746404,eod,955
2026-04-01,ARMG,12,782,10.07,False,False,True,0.4965243296921542,eod,955
2026-04-01,ARMG,13,840,10.15,False,False,True,0.09852216748768292,eod,955
2026-04-01,ARMG,14,901,10.11,False,True,True,0.2967359050445136,eod,955
2026-04-01,ARVN,9,602,10.715,False,False,True,2.589827344843679,eod,955
2026-04-01,ARVN,10,660,10.85,False,False,True,1.9354838709677369,eod,955
2026-04-01,ARVN,11,720,11.24,False,True,True,-1.072108540925271,stop,732
2026-04-01,ARVN,12,781,11.16,False,False,True,0.4928315412186348,eod,955
2026-04-01,ARVN,13,840,11.1,False,False,True,0.765765765765767,eod,955
2026-04-01,ARVN,14,900,11.02,False,False,True,1.1343012704174245,eod,955
2026-04-01,ASM,9,600,6.49,False,False,False,0.7742681047765724,eod,955
2026-04-01,ASM,10,660,6.66,False,False,False,-0.5217717717717743,eod,955
2026-04-01,ASM,11,720,6.785,False,False,False,-1.0490000000000022,stop,853
2026-04-01,ASM,12,780,6.735,False,False,False,-1.0489999999999973,stop,859
2026-04-01,ASM,13,840,6.68,False,False,False,-0.6699101796407176,eod,955
2026-04-01,ASM,14,900,6.605,False,False,False,-0.10976532929599402,eod,955
2026-04-01,ATEC,9,600,10.8,False,False,False,2.1296296296296147,eod,955
2026-04-01,ATEC,10,660,11.17,False,False,False,0.4028648164726944,eod,955
2026-04-01,ATEC,11,720,11.35,False,False,False,-1.048999999999998,stop,875
2026-04-01,ATEC,12,780,11.36,False,False,False,-1.061311619718303,stop,874
2026-04-01,ATEC,13,840,11.285,False,False,False,-0.11076650420912884,eod,955
2026-04-01,ATEC,14,900,11.135,False,False,False,0.5612932195779083,eod,955
2026-04-01,AUGO,9,600,84.555,False,True,True,1.5995505883744243,eod,955
2026-04-01,AUGO,10,660,87.07,False,False,True,0.10910761456300222,eod,955
2026-04-01,AUGO,11,720,88.64,False,False,True,-1.0586924638989172,stop,852
2026-04-01,AUGO,12,780,89.0,True,False,True,-1.049000000000001,stop,822
2026-04-01,AUGO,13,840,87.395,True,False,True,-1.0490000000000015,stop,860
2026-04-01,AUGO,14,900,86.74,True,True,True,0.2997463684574638,eod,955
2026-04-01,BEAM,9,600,24.67,True,False,False,-1.049000000000001,stop,948
2026-04-01,BEAM,10,660,24.675,True,False,False,-1.049000000000002,stop,947
2026-04-01,BEAM,11,720,24.86,True,False,False,-1.0489999999999975,stop,855
2026-04-01,BEAM,12,780,24.79,True,False,False,-1.049,stop,859
2026-04-01,BEAM,13,840,24.665,True,False,False,-1.0490000000000002,stop,948
2026-04-01,BEAM,14,900,24.39,True,False,False,-0.36900369003689976,eod,955
2026-04-01,BL,9,600,37.015,False,False,False,-1.049,stop,913
2026-04-01,BL,10,662,36.93,False,False,False,-1.049,stop,917
2026-04-01,BL,11,720,36.98,False,False,False,-1.0630475932936725,stop,915
2026-04-01,BL,12,780,37.02,False,False,False,-1.0490000000000004,stop,913
2026-04-01,BL,13,841,37.015,False,False,False,-1.049,stop,913
2026-04-01,BL,14,900,36.435,False,False,False,-0.2538767668450685,eod,955
2026-04-01,BLCO,9,600,16.17,False,False,True,1.1750154607297454,eod,955
2026-04-01,BLCO,10,661,16.565,False,True,True,-0.04527618472683556,eod,955
2026-04-01,BLCO,11,720,16.63,False,False,True,-0.2405291641611499,eod,955
2026-04-01,BLCO,12,781,16.58,False,False,True,-0.09047044632086078,eod,955
2026-04-01,BLCO,13,840,16.56,False,False,True,-0.030193236714969925,eod,955
2026-04-01,BLCO,14,900,16.44,False,False,True,0.33454987834549593,eod,955
2026-04-01,BOBS,9,600,11.58,False,True,True,0.4317789291882536,eod,955
2026-04-01,BOBS,10,660,11.62,False,False,True,0.2581755593803806,eod,955
2026-04-01,BOBS,11,720,11.84,False,False,True,-1.0489999999999986,stop,949
2026-04-01,BOBS,12,780,11.99,False,False,True,-1.048999999999999,stop,932
2026-04-01,BOBS,13,840,11.93,False,False,True,-1.0490000000000006,stop,932
2026-04-01,BOBS,14,900,11.84,False,False,True,-1.0489999999999986,stop,949
2026-04-01,CAG,9,600,15.355,False,True,True,0.6024096385542124,eod,955
2026-04-01,CAG,10,660,15.3,False,False,True,0.7843137254901885,eod,955
2026-04-01,CAG,11,720,15.635,False,False,True,-0.30380556443876167,eod,955
2026-04-01,CAG,12,780,15.505,False,False,True,0.11286681715575084,eod,955
