day,symbol,hour,entry_m,entry,gate5,is_sig,sig_day,rr_bare,why_bare,exitm_bare
2025-05-01,AAON,9,600,95.96,False,False,True,0.5887869945810794,eod,955
2025-05-01,AAON,10,660,96.52,False,False,True,-1.049000000000003,stop,820
2025-05-01,AAON,11,720,94.99,False,False,True,1.1053795136330191,eod,955
2025-05-01,AAON,12,780,95.095,False,True,True,1.0489510489510525,eod,955
2025-05-01,AAON,13,841,94.5,False,False,True,1.3703703703703718,eod,955
2025-05-01,AAON,14,900,95.995,False,False,True,0.5703422053231938,eod,955
2025-05-01,AEIS,9,601,109.805,False,False,True,-0.152543144665547,eod,955
2025-05-01,AEIS,10,660,113.105,False,True,True,-1.0489999999999975,stop,836
2025-05-01,AEIS,11,722,112.1,False,True,True,-1.049000000000001,stop,862
2025-05-01,AEIS,12,780,111.96,False,True,True,-1.0490000000000024,stop,863
2025-05-01,AEIS,13,840,111.17,False,True,True,-1.0489999999999982,stop,951
2025-05-01,AEIS,14,900,110.265,False,False,True,-0.36049517072507087,eod,955
2025-05-01,AFMD,10,660,1.0601,False,False,False,1.4102443165739136,eod,954
2025-05-01,AFMD,12,781,1.09,True,False,False,0.0,eod,954
2025-05-01,AFMD,13,842,1.1148,True,False,False,-1.1611948331539226,stop,851
2025-05-01,AGI,9,600,23.92,False,True,True,3.835702341137113,eod,955
2025-05-01,AGI,10,660,24.99,False,False,True,1.5306122448979589,eod,955
2025-05-01,AGI,11,720,25.23,False,True,True,1.0404280618311508,eod,955
2025-05-01,AGI,12,780,25.84,False,True,True,-0.164473684210528,eod,955
2025-05-01,AGI,13,840,25.67,False,True,True,0.16556291390727926,eod,955
2025-05-01,AGI,14,900,25.805,False,True,True,-0.09688044952528688,eod,955
2025-05-01,ALGN,9,600,185.14,False,True,True,-1.0490000000000013,stop,669
2025-05-01,ALGN,10,660,183.2,False,False,True,-1.0490000000000033,stop,686
2025-05-01,ALGN,11,720,179.855,False,False,True,-0.6407939729226241,eod,955
2025-05-01,ALGN,12,780,177.875,False,False,True,-0.09135628952916043,eod,955
2025-05-01,ALGN,13,840,178.435,False,False,True,-0.24798946395045512,eod,955
2025-05-01,ALGN,14,900,179.43,False,False,True,-0.5238811792899706,eod,955
2025-05-01,AMN,9,600,20.765,False,True,True,-1.0490000000000013,stop,874
2025-05-01,AMN,10,660,20.84,False,False,True,-1.080638195777341,stop,865
2025-05-01,AMN,11,720,20.63,False,False,True,-0.3150751333010146,eod,955
2025-05-01,AMN,12,781,20.47,False,False,True,0.07327796775769668,eod,955
2025-05-01,AMN,13,840,20.52,False,False,True,-0.04873294346978463,eod,955
2025-05-01,AMN,14,900,20.405,False,False,True,0.23278608184268226,eod,955
2025-05-01,APD,9,600,263.5,False,True,True,2.104364326375714,eod,955
2025-05-01,APD,10,660,268.61,False,False,True,1.1131380067756111,eod,955
2025-05-01,APD,11,720,271.84,True,True,True,0.5058122424955852,eod,955
2025-05-01,APD,12,780,269.465,True,True,True,0.9509583804946854,eod,955
2025-05-01,APD,13,840,272.07,True,False,True,0.4631161098246752,eod,955
2025-05-01,APD,14,900,272.945,True,False,True,0.3013427613621743,eod,955
2025-05-01,ATMU,9,600,35.47,False,False,True,-0.0986749365661123,eod,955
2025-05-01,ATMU,10,660,35.81,False,True,True,-0.5724657916783068,eod,955
2025-05-01,ATMU,11,720,35.37,False,False,True,0.042408821034776854,eod,955
2025-05-01,ATMU,12,780,35.13,False,False,True,0.3842869342442279,eod,955
2025-05-01,ATMU,13,841,35.21,False,False,True,0.2698097131496701,eod,955
2025-05-01,ATMU,14,900,35.4,False,False,True,0.0,eod,955
2025-05-01,ATRC,9,600,28.8,False,False,True,1.1545138888888864,eod,955
2025-05-01,ATRC,10,660,28.885,False,False,True,1.0039813051756936,eod,955
