day,symbol,hour,entry_m,entry,gate5,is_sig,sig_day,rr_bare,why_bare,exitm_bare
2025-10-01,AGYS,9,602,102.53,False,False,True,-1.0489999999999988,stop,709
2025-10-01,AGYS,11,720,99.75,False,False,True,0.8771929824561383,eod,955
2025-10-01,AGYS,12,781,99.59,False,True,True,0.9589316196405255,eod,955
2025-10-01,AGYS,13,844,100.41,False,False,True,0.5427746240414313,eod,955
2025-10-01,AGYS,14,900,100.74,False,False,True,0.3772086559460006,eod,955
2025-10-01,AMPL,9,600,10.705,False,False,False,-1.0490000000000028,stop,646
2025-10-01,AMPL,10,660,10.54,False,False,False,-1.0489999999999964,stop,703
2025-10-01,AMPL,11,720,10.13,False,False,False,-0.5923000987166871,eod,955
2025-10-01,AMPL,12,780,10.23,False,False,False,-1.0489999999999995,stop,948
2025-10-01,AMPL,13,841,10.14,False,False,False,-0.6410256410256453,eod,955
2025-10-01,AMPL,14,900,10.16,False,False,False,-0.7381889763779519,eod,955
2025-10-01,APPX,9,601,144.7,False,False,False,-1.0614270905321288,stop,751
2025-10-01,APPX,10,661,149.68,False,False,False,-1.0694899118118624,stop,679
2025-10-01,APPX,11,720,144.4151,False,False,False,-1.1343619884624174,stop,757
2025-10-01,APPX,12,780,142.5451,False,False,False,-0.2539196366623576,eod,955
2025-10-01,APPX,13,840,141.4801,False,False,False,0.12054698858709183,eod,955
2025-10-01,APPX,14,902,142.4943,False,False,False,-0.23618488599193288,eod,955
2025-10-01,AQN,9,600,5.66,False,False,False,0.6625441696113091,eod,955
2025-10-01,AQN,10,660,5.69,False,False,False,0.3954305799648488,eod,955
2025-10-01,AQN,11,720,5.725,True,False,False,0.08733624454149023,eod,955
2025-10-01,AQN,12,780,5.74,True,False,False,-0.043554006968640264,eod,955
2025-10-01,AQN,13,840,5.73,True,False,False,0.043630017452005954,eod,955
2025-10-01,AQN,14,900,5.75,True,False,False,-0.13043478260869262,eod,955
2025-10-01,AVGG,9,600,27.0698,False,False,True,1.9952123768923302,eod,955
2025-10-01,AVGG,10,661,27.78,False,False,True,0.6659467242620521,eod,955
2025-10-01,AVGG,11,720,28.6597,True,True,True,-1.0603390824049115,stop,907
2025-10-01,AVGG,12,781,28.84,True,False,True,-1.1411407766990256,stop,863
2025-10-01,AVGG,13,841,28.62,True,True,True,-1.0622641509433974,stop,921
2025-10-01,AVGG,14,901,28.15,True,False,True,0.0,eod,955
2025-10-01,AXGN,9,600,17.695,False,False,True,-1.0489999999999986,stop,630
2025-10-01,AXGN,10,661,17.1,False,False,True,2.339181286549708,eod,955
2025-10-01,AXGN,11,720,17.305,False,True,True,1.7191563132042738,eod,955
2025-10-01,AXGN,12,781,17.37,False,False,True,1.5256188831318278,eod,955
2025-10-01,AXGN,13,840,17.31,False,False,True,1.7042172154823816,eod,955
2025-10-01,AXGN,14,900,17.81,False,False,True,0.25266704098820764,eod,955
2025-10-01,BIVI,9,602,1.95,False,False,True,1.0256410256410287,eod,956
2025-10-01,BIVI,10,662,1.9411,False,False,True,1.2595950749574925,eod,956
2025-10-01,BIVI,11,723,1.9901,True,True,True,-0.0025124365609765515,eod,956
2025-10-01,BIVI,12,782,1.99,True,False,True,0.0,eod,956
