day,symbol,hour,entry_m,entry,gate5,is_sig,sig_day,rr_bare,why_bare,exitm_bare
2026-03-02,AERO,10,663,18.295,False,True,True,-1.0489999999999997,stop,909
2026-03-02,AERO,11,721,18.265,False,False,True,-1.0490000000000024,stop,909
2026-03-02,AERO,12,780,18.26,False,False,True,-1.0490000000000013,stop,909
2026-03-02,AERO,13,840,18.145,False,False,True,-1.0490000000000044,stop,909
2026-03-02,AERO,14,900,18.01,False,False,True,-0.40255413659079275,eod,955
2026-03-02,AII,9,600,20.515,False,False,True,1.6451377041189412,eod,955
2026-03-02,AII,10,660,20.8,False,True,True,0.9375000000000006,eod,955
2026-03-02,AII,12,781,20.8,False,True,True,0.9375000000000006,eod,955
2026-03-02,AII,13,840,20.915,False,True,True,0.6574229022232865,eod,955
2026-03-02,AII,14,900,20.91,False,False,True,0.6695361071257818,eod,955
2026-03-02,AIYY,10,663,10.84,True,False,False,0.32287822878228767,eod,955
2026-03-02,AIYY,11,723,10.81,True,False,False,0.4625346901017547,eod,955
2026-03-02,AIYY,12,780,10.73,True,False,False,0.8387698042870413,eod,955
2026-03-02,AIYY,13,845,10.8,True,False,False,0.5092592592592541,eod,955
2026-03-02,ALTI,9,600,4.385,False,False,True,2.337514253135694,eod,957
2026-03-02,ALTI,10,660,4.45,False,False,True,1.5730337078651577,eod,957
2026-03-02,ALTI,11,722,4.595,True,True,True,-0.05440696409140262,eod,957
2026-03-02,ALTI,12,784,4.625,True,False,True,-0.3783783783783789,eod,957
2026-03-02,ALTI,13,840,4.575,True,False,True,0.16393442622950485,eod,957
2026-03-02,ALTI,14,902,4.635,True,False,True,-0.4854368932038839,eod,957
2026-03-02,AMPH,9,600,20.36,False,True,True,-1.0489999999999968,stop,741
2026-03-02,AMPH,10,660,20.07,False,False,True,2.291978076731442,eod,955
2026-03-02,AMPH,11,720,20.06,False,False,True,2.318045862412765,eod,955
2026-03-02,AMPH,12,780,20.0299,False,True,True,2.3966669828606237,eod,955
2026-03-02,AMPH,13,840,20.19,False,False,True,1.9811788013868163,eod,955
2026-03-02,AMPH,14,900,20.53,False,False,True,1.1203117389186525,eod,955
2026-03-02,AMPY,9,600,5.935,False,False,True,-1.0490000000000017,stop,725
2026-03-02,AMPY,10,660,5.92,False,True,True,-1.0489999999999986,stop,726
2026-03-02,AMPY,11,720,5.84,False,False,True,-1.0490000000000022,stop,741
2026-03-02,AMPY,12,780,5.775,False,False,True,0.9956709956709904,eod,955
2026-03-02,AMPY,13,840,5.855,False,False,True,0.29888983774551087,eod,955
2026-03-02,AMPY,14,900,5.815,False,False,True,0.6448839208942337,eod,955
2026-03-02,ARKB,9,600,22.3,False,False,True,1.6143497757847454,eod,955
2026-03-02,ARKB,10,660,22.96,True,False,True,0.1306620209059208,eod,955
2026-03-02,ARKB,11,720,23.06,True,True,True,-0.08673026886383133,eod,955
2026-03-02,ARKB,12,780,22.98,True,False,True,0.08703220191470624,eod,955
2026-03-02,ARKB,13,840,22.88,True,False,True,0.3059440559440576,eod,955
2026-03-02,ARKB,14,900,22.9,True,False,True,0.2620087336244552,eod,955
2026-03-02,ARKF,9,600,38.88,False,False,True,1.2860082304526754,eod,955
2026-03-02,ARKF,10,660,39.6,False,False,True,0.35353535353535426,eod,955
2026-03-02,ARKF,11,720,39.64,False,False,True,0.30272452068617817,eod,955
2026-03-02,ARKF,12,780,39.829,True,True,True,0.06402370132315902,eod,955
2026-03-02,ARKF,13,840,39.73,True,False,True,0.1887742260256798,eod,955
2026-03-02,ARKF,14,900,39.83,True,False,True,0.06276675872458497,eod,955
2026-03-02,ARKO,9,600,6.2,False,False,True,-1.0490000000000013,stop,687
2026-03-02,ARKO,10,660,6.16,False,False,True,1.0551948051948064,eod,955
2026-03-02,ARKO,11,721,6.15,False,True,True,1.1382113821138165,eod,955
2026-03-02,ARKO,12,780,6.27,False,True,True,0.15948963317384743,eod,955
2026-03-02,ARKO,13,840,6.255,False,False,True,0.2797761790567563,eod,955
2026-03-02,ARKO,14,900,6.33,False,False,True,-0.31595576619273374,eod,955
2026-03-02,ARLO,9,600,15.065,False,True,True,0.6471954862263546,eod,955
2026-03-02,ARLO,10,660,15.62,False,True,True,-1.0489999999999995,stop,719
2026-03-02,ARLO,11,720,15.31,False,True,True,-1.0490000000000017,stop,750
2026-03-02,ARLO,12,780,14.93,False,False,True,1.105157401205625,eod,955
2026-03-02,ARLO,13,840,15.14,False,False,True,0.39630118890356475,eod,955
2026-03-02,ARLO,14,900,15.0,False,False,True,0.8666666666666639,eod,955
2026-03-02,AVBP,9,600,22.93,False,False,True,-1.0490000000000013,stop,631
2026-03-02,AVBP,10,660,22.315,False,False,True,1.4228097692135264,eod,955
2026-03-02,AVBP,11,720,22.6,False,False,True,-1.0490000000000028,stop,822
2026-03-02,AVBP,12,785,22.68,False,False,True,-1.0520833333333235,stop,820
2026-03-02,AVBP,13,841,22.085,False,False,True,1.9583427665836466,eod,955
2026-03-02,AVBP,14,900,22.5,False,True,True,1.0,eod,955
2026-03-02,BBAR,9,600,14.66,False,False,True,-1.1062414733969992,stop,712
2026-03-02,BBAR,10,660,14.69,False,False,True,-1.0490000000000006,stop,711
2026-03-02,BBAR,11,720,14.39,False,False,True,-1.0489999999999997,stop,773
2026-03-02,BBAR,12,780,14.06,False,True,True,2.027027027027027,eod,955
2026-03-02,BBAR,13,840,14.26,False,True,True,1.297335203366064,eod,955
2026-03-02,BBAR,14,900,14.14,False,False,True,1.7326732673267338,eod,955
2026-03-02,BBBY,9,600,5.19,False,False,False,0.38535645472061814,eod,955
2026-03-02,BBBY,10,660,5.29,False,False,False,-0.5671077504725843,eod,955
2026-03-02,BBBY,11,720,5.365,False,False,False,-1.048999999999996,stop,836
2026-03-02,BBBY,12,780,5.34,False,False,False,-1.0490000000000015,stop,908
2026-03-02,BBBY,13,841,5.27,False,False,False,-0.3795066413662144,eod,955
2026-03-02,BBBY,14,901,5.27,False,False,False,-0.3795066413662144,eod,955
2026-03-02,BBNX,9,600,12.38,False,False,True,-1.0788570274636502,stop,743
2026-03-02,BBNX,10,660,12.435,False,False,True,-1.048999999999999,stop,741
2026-03-02,BBNX,11,722,12.245,False,True,True,1.2045732952225423,eod,955
2026-03-02,BBNX,12,780,12.17,False,False,True,1.5201314708299103,eod,955
2026-03-02,BBNX,13,841,12.2,False,False,True,1.3934426229508203,eod,955
2026-03-02,BBNX,14,900,12.325,False,False,True,0.8722109533468517,eod,955
2026-03-02,BLOK,9,600,53.35,False,False,False,0.9090909090909078,eod,955
2026-03-02,BLOK,10,660,54.34,True,False,False,-0.018402649981600162,eod,955
2026-03-02,BLOK,11,721,54.53,True,False,False,-0.19255455712451905,eod,955
2026-03-02,BLOK,12,781,54.385,True,False,False,-0.05975912475866309,eod,955
2026-03-02,BLOK,13,840,54.1,True,False,False,0.2033271719038805,eod,955
2026-03-02,BLOK,14,900,54.13,True,False,False,0.17550341769813213,eod,955
2026-03-02,BLTE,9,601,180.84,False,False,True,-1.048999999999996,stop,768
2026-03-02,BLTE,10,660,182.2,False,False,True,-1.1411141602634451,stop,768
