day,symbol,hour,entry_m,entry,gate5,is_sig,sig_day,rr_bare,why_bare,exitm_bare
2025-04-01,ACHC,9,600,29.53,False,False,True,0.643413477819163,eod,955
2025-04-01,ACHC,10,660,29.99,False,False,True,-0.13337779259752924,eod,955
2025-04-01,ACHC,11,720,30.49,False,False,True,-1.0490000000000015,stop,891
2025-04-01,ACHC,12,780,30.875,False,True,True,-1.049000000000002,stop,858
2025-04-01,ACHC,13,840,30.7,False,False,True,-1.049000000000001,stop,865
2025-04-01,ACHC,14,900,30.01,False,False,True,-0.16661112962346095,eod,955
2025-04-01,ACIW,9,600,54.75,False,False,False,1.7945205479452104,eod,955
2025-04-01,ACIW,10,660,55.46,False,False,False,1.1314460872701055,eod,955
2025-04-01,ACIW,11,720,56.84,True,False,False,-0.10995777621393377,eod,955
2025-04-01,ACIW,12,781,56.46,True,False,False,0.22582359192348703,eod,955
2025-04-01,ACIW,13,840,56.22,True,False,False,0.440234791889011,eod,955
2025-04-01,ACIW,14,900,56.375,True,False,False,0.30155210643015884,eod,955
2025-04-01,AIP,9,600,6.79,False,False,True,1.4727540500736422,eod,955
2025-04-01,AIP,10,662,6.85,False,False,True,1.0218978102189789,eod,955
2025-04-01,AIP,11,722,6.905,False,False,True,0.6154960173787083,eod,955
2025-04-01,AIP,12,780,6.83,False,False,True,1.1713030746705677,eod,955
2025-04-01,AIP,13,841,6.895,False,True,True,0.6889050036258197,eod,955
2025-04-01,AIP,14,900,6.945,False,False,True,0.32397408207343253,eod,955
2025-04-01,ANGI,9,600,15.0,True,False,True,-1.0489999999999982,stop,680
2025-04-01,ANGI,10,660,14.79,True,False,True,0.11832319134550426,eod,955
2025-04-01,ANGI,11,720,14.77,True,False,True,0.18618821936357335,eod,955
2025-04-01,ANGI,12,780,14.93,True,False,True,-0.3516409912927002,eod,955
2025-04-01,ANGI,13,840,14.815,True,True,True,0.0337495781302726,eod,955
2025-04-01,ANGI,14,900,14.94,True,True,True,-0.38487282463186157,eod,955
2025-04-01,ATER,10,660,2.13,False,False,False,0.46948356807511565,eod,959
2025-04-01,ATER,14,900,2.1,True,False,False,1.190476190476179,eod,959
2025-04-01,AXSM,9,600,110.485,False,True,True,-1.0490000000000013,stop,616
2025-04-01,AXSM,10,660,109.71,False,True,True,0.9525111658007511,eod,955
2025-04-01,AXSM,11,721,110.145,False,False,True,0.7512824004721056,eod,955
2025-04-01,AXSM,12,780,109.74,False,False,True,0.9385821031529076,eod,955
2025-04-01,AXSM,13,840,109.29,False,False,True,1.1483209808765626,eod,955
2025-04-01,AXSM,14,900,110.07,False,True,True,0.7858635413827558,eod,955
2025-04-01,BAND,9,600,12.93,False,False,True,2.320185614849191,eod,955
2025-04-01,BAND,10,661,13.08,False,False,True,1.720183486238532,eod,955
2025-04-01,BAND,11,720,13.25,False,False,True,1.056603773584901,eod,955
2025-04-01,BAND,12,780,13.39,False,False,True,0.522778192681102,eod,955
2025-04-01,BAND,13,840,13.39,False,False,True,0.522778192681102,eod,955
2025-04-01,BAND,14,900,13.43,False,True,True,0.3723008190617991,eod,955
2025-04-01,BBIO,9,600,33.97,False,False,False,-1.049000000000001,stop,835
2025-04-01,BBIO,10,660,34.14,False,False,False,-1.0490000000000013,stop,824
