day,symbol,hour,entry_m,entry,gate5,f_hrv3,f_sus,f_abs,f_mir,price,rr_bare,why_bare,exitm_bare,rr_tgt,why_tgt,exitm_tgt,rr_lock,why_lock,exitm_lock
2025-07-01,AES,12,780,10.7,False,True,False,False,False,10.7,0.09345794392523978,eod,955,0.09345794392523978,eod,955,0.09345794392523978,eod,955
2025-07-01,AGCO,11,720,108.915,True,True,False,True,False,108.915,-0.3833264472294933,eod,955,-0.3833264472294933,eod,955,-0.3833264472294933,eod,955
2025-07-01,AHCO,9,600,9.105,False,True,False,False,True,9.105,1.565074135090609,eod,955,1.565074135090609,eod,955,0.44949999999999574,lock_stop,774
2025-07-01,AHCO,11,721,9.235,False,True,True,True,False,9.235,0.8391987005955691,eod,955,0.8391987005955691,eod,955,0.8391987005955691,eod,955
2025-07-01,ALGT,11,721,57.42,False,True,False,False,True,57.42,0.6792058516196443,eod,955,0.6792058516196443,eod,955,0.4284482758620679,lock_stop,776
2025-07-01,ANDE,12,780,37.53,True,True,False,False,False,37.53,0.3597122302158227,eod,955,0.3597122302158227,eod,955,0.3597122302158227,eod,955
2025-07-01,AR,11,720,38.41,False,False,True,False,False,38.41,-0.9632908096849709,eod,955,-0.9632908096849709,eod,955,-0.9632908096849709,eod,955
2025-07-01,AR,12,780,38.39,False,False,True,False,False,38.39,-0.9377442042198461,eod,955,-0.9377442042198461,eod,955,-0.9377442042198461,eod,955
2025-07-01,ARQ,14,900,5.575,False,True,False,True,False,5.575,-1.0490000000000024,stop,949,-1.0490000000000024,stop,949,-1.0490000000000024,stop,949
2025-07-01,AVAV,9,600,267.5296,False,True,False,False,False,267.5296,-1.0489999999999953,stop,639,-1.0489999999999953,stop,639,-1.0489999999999953,stop,639
2025-07-01,AVD,13,840,4.055,True,True,False,False,False,4.055,-0.5548705302096157,eod,955,-0.5548705302096157,eod,955,-0.5548705302096157,eod,955
2025-07-01,BBNX,12,780,13.6,False,True,False,True,False,13.6,1.2867647058823506,eod,955,1.2867647058823506,eod,955,1.2867647058823506,eod,955
2025-07-01,BCAX,12,783,9.32,False,True,False,False,True,9.32,1.1802575107296027,eod,955,1.1802575107296027,eod,955,1.1802575107296027,eod,955
2025-07-01,BLCO,12,780,13.67,True,True,False,False,False,13.67,-1.0490000000000002,stop,953,-1.0490000000000002,stop,953,-1.0490000000000002,stop,953
2025-07-01,BUR,10,660,13.25,False,True,False,True,False,13.25,-1.0490000000000017,stop,778,-1.0490000000000017,stop,778,-1.0490000000000017,stop,778
2025-07-01,BUR,13,840,12.99,False,True,False,True,False,12.99,0.5581216320246322,eod,955,0.5581216320246322,eod,955,0.5581216320246322,eod,955
2025-07-01,BUSE,12,780,23.73,False,True,False,True,False,23.73,0.305520438263801,eod,955,0.305520438263801,eod,955,0.305520438263801,eod,955
2025-07-01,BUSE,13,840,23.91,False,True,False,True,False,23.91,-0.07319113341698048,eod,955,-0.07319113341698048,eod,955,-0.07319113341698048,eod,955
2025-07-01,CELC,10,660,13.01,False,True,False,False,True,13.01,-1.0489999999999995,stop,782,-1.0489999999999995,stop,782,0.44950000000000284,lock_stop,746
2025-07-01,CELC,12,780,12.86,False,True,False,False,True,12.86,-1.048999999999999,stop,782,-1.048999999999999,stop,782,-1.048999999999999,stop,782
2025-07-01,CENTA,12,780,32.11,False,True,False,True,False,32.11,0.015571473061348531,eod,955,0.015571473061348531,eod,955,0.015571473061348531,eod,955
2025-07-01,CHRD,12,780,100.97,True,True,False,False,False,100.97,-0.1386550460532834,eod,955,-0.1386550460532834,eod,955,-0.1386550460532834,eod,955
2025-07-01,CLB,9,600,11.575,False,True,False,True,False,11.575,-1.0490000000000026,stop,608,-1.0490000000000026,stop,608,-1.0490000000000026,stop,608
2025-07-01,CMPR,12,780,48.765,True,True,False,True,False,48.765,0.09740592638162457,eod,955,0.09740592638162457,eod,955,0.09740592638162457,eod,955
2025-07-01,CMPR,13,841,48.97,True,True,False,True,False,48.97,-0.11231366142536209,eod,955,-0.11231366142536209,eod,955,-0.11231366142536209,eod,955
2025-07-01,CMPR,14,900,49.555,True,True,True,False,False,49.555,-0.7012410453031966,eod,955,-0.7012410453031966,eod,955,-0.7012410453031966,eod,955
2025-07-01,COCO,12,780,37.715,True,True,True,True,False,37.715,-1.0631711520615104,stop,900,-1.0631711520615104,stop,900,-1.0631711520615104,stop,900
2025-07-01,COCO,13,840,37.07,True,True,True,False,False,37.07,-0.13690315619099225,eod,955,-0.13690315619099225,eod,955,-0.13690315619099225,eod,955
2025-07-01,COCO,14,900,36.95,True,True,True,True,False,36.95,0.025033829499318042,eod,955,0.025033829499318042,eod,955,0.025033829499318042,eod,955
2025-07-01,CONY,11,720,8.7701,False,True,False,False,False,8.7701,-0.02907606526720773,eod,955,-0.02907606526720773,eod,955,-0.02907606526720773,eod,955
2025-07-01,CONY,13,840,8.82,False,False,True,False,False,8.82,-0.31179138321995126,eod,955,-0.31179138321995126,eod,955,-0.31179138321995126,eod,955
2025-07-01,CRCT,11,721,6.9,False,False,True,False,False,6.9,-0.10869565217391725,eod,955,-0.10869565217391725,eod,955,-0.10869565217391725,eod,955
2025-07-01,CRCT,12,780,6.955,False,True,True,True,False,6.955,-0.503235082674337,eod,955,-0.503235082674337,eod,955,-0.503235082674337,eod,955
2025-07-01,CRUS,11,720,108.11,False,True,False,False,True,108.11,0.32143187494219216,eod,955,0.32143187494219216,eod,955,0.32143187494219216,eod,955
2025-07-01,CTNM,12,784,4.01,True,True,False,False,True,4.01,-1.4201995012468778,stop,913,-1.4201995012468778,stop,913,-1.4201995012468778,stop,913
2025-07-01,CUBI,11,720,61.19,False,True,False,False,True,61.19,0.7599280928256222,eod,955,0.7599280928256222,eod,955,0.7599280928256222,eod,955
2025-07-01,CVI,14,900,28.125,False,True,False,True,False,28.125,-0.13333333333333208,eod,955,-0.13333333333333208,eod,955,-0.13333333333333208,eod,955
2025-07-01,CYD,13,840,22.81,False,True,False,True,False,22.81,0.8548882069267896,eod,955,0.8548882069267896,eod,955,0.8548882069267896,eod,955
2025-07-01,DDS,11,720,447.84,True,True,False,False,True,447.84,-1.0490000000000024,stop,780,-1.0490000000000024,stop,780,-1.0490000000000024,stop,780
2025-07-01,DDS,12,780,439.09,True,True,False,False,False,439.09,1.0032111867726399,eod,955,1.0032111867726399,eod,955,1.0032111867726399,eod,955
2025-07-01,DDS,13,840,444.14,True,True,True,False,False,444.14,0.42328995361822597,eod,955,0.42328995361822597,eod,955,0.42328995361822597,eod,955
2025-07-01,DHC,12,780,3.75,True,True,False,False,True,3.75,0.20000000000000118,eod,955,0.20000000000000118,eod,955,0.20000000000000118,eod,955
2025-07-01,DHC,13,840,3.75,True,True,False,True,False,3.75,0.20000000000000118,eod,955,0.20000000000000118,eod,955,0.20000000000000118,eod,955
2025-07-01,DHC,14,900,3.765,True,True,True,True,False,3.765,0.0,eod,955,0.0,eod,955,0.0,eod,955
2025-07-01,DJTU,12,780,10.995,True,True,False,False,False,10.995,-1.1175989085948062,stop,891,-1.1175989085948062,stop,891,-1.1175989085948062,stop,891
2025-07-01,DNLI,14,900,14.07,False,True,False,True,False,14.07,-0.4975124378109479,eod,955,-0.4975124378109479,eod,955,-0.4975124378109479,eod,955
2025-07-01,DOW,11,720,28.185,True,True,False,False,True,28.185,-1.0489999999999997,stop,776,-1.0489999999999997,stop,776,-1.0489999999999997,stop,776
2025-07-01,DTM,9,600,108.52,False,True,False,False,False,108.52,-1.0695286583118293,stop,647,-1.0695286583118293,stop,647,-1.0695286583118293,stop,647
2025-07-01,DYN,9,600,8.985,False,True,False,False,True,8.985,-1.078464106844736,stop,877,-1.078464106844736,stop,877,-1.078464106844736,stop,877
2025-07-01,DYN,11,720,9.045,True,False,True,False,False,9.045,-1.0490000000000017,stop,857,-1.0490000000000017,stop,857,-1.0490000000000017,stop,857
2025-07-01,EGBN,12,781,20.23,True,True,False,True,False,20.23,0.42016806722688405,eod,955,0.42016806722688405,eod,955,0.42016806722688405,eod,955
2025-07-01,FBIN,11,720,54.59,True,True,False,False,False,54.59,-1.049,stop,781,-1.049,stop,781,-1.049,stop,781
2025-07-01,FBIN,12,780,53.525,True,True,False,False,False,53.525,-0.2475478748248481,eod,955,-0.2475478748248481,eod,955,-0.2475478748248481,eod,955
2025-07-01,FTV,9,600,51.78,False,True,False,True,False,51.78,1.2359984550019296,eod,955,2.0,target,712,1.2359984550019296,eod,955
2025-07-01,FUL,10,660,60.63,False,True,False,False,False,60.63,1.030842817087249,eod,955,1.030842817087249,eod,955,1.030842817087249,eod,955
2025-07-01,GBX,11,720,48.03,False,True,False,False,True,48.03,-0.8796585467416191,eod,955,-0.8796585467416191,eod,955,-0.8796585467416191,eod,955
2025-07-01,GBX,12,780,47.3984,True,True,False,False,False,47.3984,-0.22511308398595664,eod,955,-0.22511308398595664,eod,955,-0.22511308398595664,eod,955
2025-07-01,GBX,13,841,47.8414,True,True,True,True,False,47.8414,-0.6860167135577103,eod,955,-0.6860167135577103,eod,955,-0.6860167135577103,eod,955
2025-07-01,GBX,14,900,48.02,True,True,True,True,False,48.02,-0.8694294044148281,eod,955,-0.8694294044148281,eod,955,-0.8694294044148281,eod,955
2025-07-01,GEV,11,720,485.94,False,True,False,False,True,485.94,1.611310038276335,eod,955,1.611310038276335,eod,955,1.611310038276335,eod,955
2025-07-01,GEV,12,780,496.17,False,True,True,False,True,496.17,0.547191486788802,eod,955,0.547191486788802,eod,955,0.547191486788802,eod,955
2025-07-01,GFS,12,780,39.835,True,True,False,True,False,39.835,-0.3828291703276004,eod,955,-0.3828291703276004,eod,955,-0.3828291703276004,eod,955
2025-07-01,HAS,12,780,77.41,False,True,True,True,False,77.41,-0.06459113809584982,eod,955,-0.06459113809584982,eod,955,-0.06459113809584982,eod,955
2025-07-01,HE,12,780,11.0,False,True,False,False,False,11.0,0.8177272727272701,eod,955,0.8177272727272701,eod,955,0.8177272727272701,eod,955
