day,symbol,hour,entry_m,entry,gate5,is_sig,sig_day,rr_bare,why_bare,exitm_bare
2025-03-03,AMR,9,600,140.825,False,True,True,-1.0591088230072812,stop,794
2025-03-03,AMR,10,661,140.92,False,False,True,-1.0921019017882487,stop,794
2025-03-03,AMR,11,720,140.765,False,False,True,-1.116314424750471,stop,795
2025-03-03,AMR,12,780,139.19,False,False,True,-1.0490000000000035,stop,808
2025-03-03,AMR,13,840,136.09,False,True,True,-1.0490000000000024,stop,897
2025-03-03,AMR,14,900,133.17,False,False,True,-0.6964781857775748,eod,955
2025-03-03,AMRX,9,600,8.89,False,False,True,-0.6749156355455642,eod,955
2025-03-03,AMRX,10,660,8.9,False,False,True,-0.7303370786516864,eod,955
2025-03-03,AMRX,11,720,9.105,True,True,True,-1.0489999999999997,stop,804
2025-03-03,AMRX,12,780,8.965,True,False,True,-1.049000000000004,stop,937
2025-03-03,AMRX,13,840,8.905,True,False,True,-0.7580011229646229,eod,955
2025-03-03,AMRX,14,900,8.88,True,False,True,-0.6193693693693763,eod,955
2025-03-03,ARKG,9,600,23.9,False,False,True,-1.049,stop,899
2025-03-03,ARKG,10,660,23.91,False,False,True,-1.0490000000000017,stop,894
2025-03-03,ARKG,11,720,24.0,False,False,True,-1.0490000000000026,stop,892
2025-03-03,ARKG,12,780,24.02,False,False,True,-1.0489999999999988,stop,892
2025-03-03,ARKG,13,840,23.67,False,True,True,-1.0489999999999968,stop,912
2025-03-03,ARKG,14,900,23.42,False,False,True,-0.6938514090520997,eod,955
2025-03-03,ARKQ,9,600,72.5,False,True,True,-1.1454551724137918,stop,899
2025-03-03,ARKQ,10,660,72.79,False,False,True,-1.048999999999997,stop,812
2025-03-03,ARKQ,11,722,73.0866,False,False,True,-1.1958484865898882,stop,808
2025-03-03,ARKQ,12,785,72.0,False,False,True,-1.0559375000000017,stop,902
2025-03-03,ARKQ,13,840,71.745,False,False,True,-1.1465398285594874,stop,910
2025-03-03,ARKQ,14,901,70.64,False,False,True,-0.45937146092865155,eod,956
