day,symbol,hour,entry_m,entry,gate5,f_hrv3,f_sus,f_abs,f_mir,price,rr_bare,why_bare,exitm_bare,rr_tgt,why_tgt,exitm_tgt,rr_lock,why_lock,exitm_lock
2025-01-07,COHR,13,840,98.17,False,True,False,True,False,98.17,-0.4889477437098933,eod,955,-0.4889477437098933,eod,955,-0.4889477437098933,eod,955
2025-01-07,CVNA,11,720,197.84,False,False,True,False,False,197.84,0.24767488879902597,eod,955,0.24767488879902597,eod,955,0.24767488879902597,eod,955
2025-01-07,CVNA,12,780,202.09,False,False,True,False,False,202.09,-1.048999999999997,stop,882,-1.048999999999997,stop,882,-1.048999999999997,stop,882
2025-01-07,EGAN,13,840,7.29,True,True,False,False,True,7.29,-1.0489999999999995,stop,851,-1.0489999999999995,stop,851,-1.0489999999999995,stop,851
2025-01-07,EGAN,14,900,7.11,True,True,True,False,True,7.11,0.3164556962025314,eod,956,0.3164556962025314,eod,956,0.3164556962025314,eod,956
2025-01-07,LAZR,9,600,9.75,True,True,False,False,True,9.75,-2.001380000000003,stop,601,-2.001380000000003,stop,601,-2.001380000000003,stop,601
2025-01-07,LAZR,10,660,9.715,True,True,False,True,False,9.715,-1.0489999999999973,stop,676,-1.0489999999999973,stop,676,-1.0489999999999973,stop,676
2025-01-07,LAZR,11,720,9.37,True,False,True,False,False,9.37,-1.0490000000000044,stop,763,-1.0490000000000044,stop,763,-1.0490000000000044,stop,763
2025-01-07,LAZR,12,780,9.06,True,False,True,False,False,9.06,-1.0489999999999984,stop,845,-1.0489999999999984,stop,845,-1.0489999999999984,stop,845
2025-01-07,SDA,12,780,9.28,False,True,False,True,False,9.28,-0.5926724137930975,eod,955,-0.5926724137930975,eod,955,-0.5926724137930975,eod,955
2025-01-07,SKRE,14,900,13.515,False,True,False,True,False,13.515,-0.17684054753977207,eod,956,-0.17684054753977207,eod,956,-0.17684054753977207,eod,956
2025-01-07,TARA,13,840,6.1125,True,True,False,True,False,6.1125,-1.0489999999999997,stop,934,-1.0489999999999997,stop,934,-1.0489999999999997,stop,934
2025-01-07,VENU,9,600,10.0,False,True,False,True,False,10.0,-1.0490000000000015,stop,646,-1.0490000000000015,stop,646,-1.0490000000000015,stop,646
2025-01-07,VENU,11,725,9.55,False,False,True,False,False,9.55,1.3089005235602045,eod,956,2.0,target,781,1.3089005235602045,eod,956
2025-01-08,ATNI,9,600,15.36,False,True,False,False,True,15.36,2.9296875000000075,eod,955,2.0,target,812,2.9296875000000075,eod,955
2025-01-08,BETR,12,781,9.21,False,True,False,False,False,9.21,-1.048999999999999,stop,785,-1.048999999999999,stop,785,-1.048999999999999,stop,785
2025-01-08,BETR,13,841,9.2,False,True,False,True,False,9.2,-0.14945652173913024,eod,955,-0.14945652173913024,eod,955,-0.14945652173913024,eod,955
2025-01-08,BETR,14,901,9.25,False,True,True,True,False,9.25,-1.1840000000000046,stop,903,-1.1840000000000046,stop,903,-1.1840000000000046,stop,903
2025-01-08,BNED,14,900,9.67,False,True,False,False,True,9.67,0.956566701137539,eod,955,0.956566701137539,eod,955,0.956566701137539,eod,955
2025-01-08,CEPU,10,660,15.6361,False,True,False,False,True,15.6361,-1.048999999999999,stop,912,-1.048999999999999,stop,912,-1.048999999999999,stop,912
2025-01-08,CEPU,12,780,15.63,False,True,False,True,False,15.63,-1.0490000000000024,stop,912,-1.0490000000000024,stop,912,-1.0490000000000024,stop,912
2025-01-08,COYA,12,781,6.27,False,True,False,False,True,6.27,-1.0489999999999986,stop,875,-1.0489999999999986,stop,875,-1.0489999999999986,stop,875
2025-01-08,DMAC,10,661,5.47,False,True,False,False,False,5.47,0.0914076782449788,eod,955,0.0914076782449788,eod,955,0.0914076782449788,eod,955
2025-01-08,EOLS,10,661,10.35,False,True,False,True,False,10.35,-1.0489999999999966,stop,829,-1.0489999999999966,stop,829,-1.0489999999999966,stop,829
2025-01-08,ETON,14,900,11.995,False,False,True,False,False,11.995,0.012505210504377274,eod,955,0.012505210504377274,eod,955,0.012505210504377274,eod,955
2025-01-08,LXEO,14,901,7.01,False,True,False,True,False,7.01,-1.048999999999997,stop,953,-1.048999999999997,stop,953,-1.048999999999997,stop,953
2025-01-08,MGTX,14,902,6.4,False,True,False,False,False,6.4,-0.3515624999999991,eod,955,-0.3515624999999991,eod,955,-0.3515624999999991,eod,955
2025-01-08,NAIL,14,900,82.5,False,True,False,False,False,82.5,-0.07878787878787576,eod,955,-0.07878787878787576,eod,955,-0.07878787878787576,eod,955
2025-01-08,NPCE,9,601,12.22,False,True,False,False,False,12.22,-1.048999999999998,stop,665,-1.048999999999998,stop,665,-1.048999999999998,stop,665
2025-01-08,ONEW,13,840,15.65,False,True,False,True,False,15.65,0.5750798722044708,eod,955,0.5750798722044708,eod,955,0.5750798722044708,eod,955
2025-01-08,PAL,10,660,9.56,False,True,False,False,True,9.56,1.0983263598326296,eod,955,2.0,target,863,0.3679916317991672,lock_stop,892
2025-01-08,PAL,11,720,9.705,True,True,True,False,False,9.705,0.33487892838742556,eod,955,0.33487892838742556,eod,955,0.33487892838742556,eod,955
2025-01-08,PAL,14,900,9.84,True,True,False,True,False,9.84,-0.3556910569105712,eod,955,-0.3556910569105712,eod,955,-0.3556910569105712,eod,955
