cell,split,conv,n_trades,raw_bps,mean_bps,t,nw_t,pct_pos,ex_jan_bps,mde_bps,mdd_pct,worst_bps,n_months,ex_top_1_bps,ex_top_1_t,ex_top_5_bps,ex_top_5_t,lls,honest_cost_bps,ends_mid_hold,book_n,book_usd_mo,book_raw_usd_mo,book_t,book_mde_usd,book_pct_pos,book_worst,book_mdd_usd,tr_wk,boot_p
F4-LO,TRAIN,sealed,61552,164.97880255213363,15.250687880647522,0.36572954417019016,0.3374288715166198,52.77777777777778,5.469325714393907,83.39871975751952,-19.50478890940861,-839.0596629777758,72,-122.07197913841121,-3.5376852190981407,-387.47702163993876,-9.61137709509191,,10.0,0,6180,574.6769338313251,1579.3801581449798,0.9026874440971903,1273.257842654674,52.77777777777778,-10403.587195622462,-25785.467253749786,19.7444089456869,0.7506498700259948
F4-LO,VAL,sealed,24099,-55.759264521080866,-55.147074985615745,-0.6954514580607013,-0.7184217419347422,45.83333333333333,-7.603473168904175,158.5935994422844,-12.380257217613956,-1266.5681592925093,24,-214.94720061679425,-3.12983230690571,-490.2972229722443,-8.902493873811594,,10.0,0,2060,-1277.3302978872134,-1275.7461097825833,-1.3218027945775062,1932.7093317206857,50.0,-9034.767793008898,-31221.624602571654,19.780521262002743,
F4-LO,VAL,complete,24337,-60.91118517334408,-55.87547403253415,-0.7059307366355657,-0.7302621533523335,45.83333333333333,-8.39809031099698,158.30299244040333,-12.380257217613956,-1266.5681592925093,24,-217.16134642833308,-3.1763647441124876,-494.543736384623,-9.044250016902193,,10.0,0,2080,-1203.1947872973153,-1229.4955784654956,-1.2124965040661688,1984.6569177929014,50.0,-9034.767793008898,-31221.624602571654,19.972565157750342,
F3-LO-12-1,TRAIN,sealed,11283,179.88114551397985,60.77876596678858,1.254912231512062,1.339822586763296,60.3448275862069,24.622433726449906,96.86536546632486,-12.260376267441686,-848.8281765545091,58,-5.073792132905569,-0.11785942253752889,-136.93499083479898,-3.3411501222327082,,10.0,0,1140,653.990541529131,1438.7320215458321,0.8206150023612059,1593.9034496014913,50.0,-15218.63747573364,-18671.17782361204,3.642172523961661,0.15916816636672665
F3-LO-12-1,VAL,sealed,5348,-15.101429842320814,8.00543892837291,0.1155350132402811,0.13060157590194768,58.333333333333336,58.949421639827754,138.58030918685742,-14.551845130478124,-694.9762466460063,24,-38.94180879079473,-0.5993560494875961,-141.31006549480955,-2.389843614497789,,10.0,0,460,593.582099620556,411.23949285141947,0.6160598772597139,1927.0272956611268,58.333333333333336,-8782.047037688466,-13166.58382440313,4.4170096021947876,
F3-LO-12-1,VAL,complete,5577,18.227676022275716,9.406069868971855,0.1357296299962449,0.15301758413021016,58.333333333333336,60.4773826659357,138.6000959294162,-14.551845130478124,-694.9762466460063,24,-42.10644153483457,-0.6473093721992064,-149.21106497665994,-2.5091648238080544,,10.0,0,480,515.3352862009782,542.0291813618298,0.5334180393272897,1932.200443955303,54.166666666666664,-8782.047037688466,-13166.58382440313,4.609053497942387,
F3-LS-12-1,TRAIN,sealed,21805,-5.01434261499188,-5.01434261499188,-0.06527443499514896,-0.07303221221228118,46.55172413793103,-39.99467959448674,153.63879029713652,-38.88012861232133,-1588.868697652619,58,-121.81795620530715,-1.6120305960831973,-373.46794533966124,-4.76556552700465,218.79299298353908,11.207455694958561,0,1140,653.990541529131,1438.7320215458321,0.8206150023612059,1593.9034496014913,50.0,-15218.63747573364,-18671.17782361204,3.642172523961661,0.9338132373525295
F3-LS-12-1,VAL,sealed,10246,81.79187012176398,81.79187012176398,0.642633457019437,0.6389965107784357,66.66666666666666,138.47137795433022,254.55216882456875,-24.944022231631934,-1539.9089661250164,24,-22.26451840930982,-0.18453345350343808,-266.78120719430905,-2.5112065521535207,0.16090476229813,11.189988195160947,0,460,593.582099620556,411.23949285141947,0.6160598772597139,1927.0272956611268,58.333333333333336,-8782.047037688466,-13166.58382440313,4.4170096021947876,
F3-LS-12-1,VAL,complete,10689,56.092046675403765,56.092046675403765,0.42381859413244716,0.4225373725663509,66.66666666666666,110.43520692193725,264.69837544633305,-24.944022231631934,-1539.9089661250164,24,-53.5355748938048,-0.42377852505905694,-306.0598108221936,-2.751505082040494,0.2465921356862594,11.188337810566269,0,480,515.3352862009782,542.0291813618298,0.5334180393272897,1932.200443955303,54.166666666666664,-8782.047037688466,-13166.58382440313,4.609053497942387,
F3-LO-6-1,TRAIN,sealed,12639,182.94180644277603,32.224642867332236,0.7003219706926648,0.7326072754352072,57.8125,34.622782698998094,92.02807912897529,-17.71299779919585,-1104.7264138529001,64,-35.71545473349739,-0.894114784562464,-168.46754481903167,-4.622527597914682,,10.0,0,1260,200.6565916865572,1177.7525234437057,0.2567009340654923,1563.349135577072,48.4375,-15131.377808431045,-27387.044976783265,4.02555910543131,0.4511097780443911
F3-LO-6-1,VAL,sealed,5457,-55.60859128711852,-30.83064715815792,-0.4427819380008297,-0.4750643388234522,58.333333333333336,16.33103678478515,139.2588292890129,-12.70557457933652,-850.3623398096116,24,-84.65770156218527,-1.2813624245705328,-199.9400724785191,-3.189974477346233,,10.0,0,460,-271.83106189639915,-473.632468005205,-0.29126940957099995,1866.5266791783536,37.5,-10739.476405734667,-11923.143762770007,4.4170096021947876,
F3-LO-6-1,VAL,complete,5688,-37.52012206507611,-44.9153052215429,-0.6375350027309294,-0.6898732976647388,54.166666666666664,0.9659552610924438,140.90302502339415,-14.142780744450324,-850.3623398096116,24,-100.02151124911823,-1.4899054756525294,-219.73176203667478,-3.485012855940167,,10.0,0,480,-195.3630111918476,-177.04766303699776,-0.20696450441265568,1887.889053693222,37.5,-10739.476405734667,-11923.143762770007,4.609053497942387,
F3-LS-6-1,TRAIN,sealed,24330,29.779886776174926,29.779886776174926,0.5009681960590507,0.5990598109854592,46.875,23.635724886685313,118.88933074172508,-24.565035036344575,-1148.1140683551848,64,-85.36025319469698,-1.4771335024288557,-333.227975910746,-5.483289335739248,1.073447629651333,11.200032294052022,0,1260,200.6565916865572,1177.7525234437057,0.2567009340654923,1563.349135577072,48.4375,-15131.377808431045,-27387.044976783265,4.02555910543131,0.5322935412917417
F3-LS-6-1,VAL,sealed,10461,-5.2763504491441795,-5.2763504491441795,-0.0473460280789551,-0.04461951572397892,58.333333333333336,40.282104315153966,222.8846077793576,-26.632536199196288,-1029.7068782022288,24,-107.50304117448087,-0.994047597600747,-365.1451059062059,-3.754981042855748,,11.190555851439132,0,460,-271.83106189639915,-473.632468005205,-0.29126940957099995,1866.5266791783536,37.5,-10739.476405734667,-11923.143762770007,4.4170096021947876,
F3-LS-6-1,VAL,complete,10912,-41.58369129975502,-41.58369129975502,-0.3504545909528359,-0.3300471594479988,58.333333333333336,0.6740961144875839,237.31286376757066,-33.0990088564247,-1029.7068782022288,24,-148.27013832972955,-1.2955148964129743,-411.9974276026357,-4.036654541341908,,11.189352482195224,0,480,-195.3630111918476,-177.04766303699776,-0.20696450441265568,1887.889053693222,37.5,-10739.476405734667,-11923.143762770007,4.609053497942387,
F3-LO-RES,TRAIN,sealed,8719,157.9312989127882,25.69415486518714,0.5816459415269858,0.6518394674568309,45.65217391304348,-2.362679092074941,88.34981225084347,-11.422762479714644,-575.8639922674336,46,-33.24383479138184,-0.9219495903363875,-143.11345438956204,-3.555817001724711,,10.0,0,900,460.6622176505241,1330.7433396611282,0.9113059042710403,1010.9935982890638,52.17391304347826,-9487.897947255025,-13007.285431135513,2.8753993610223643,0.5010997800439912
F3-LO-RES,VAL,sealed,5030,36.30386325721621,50.84219489212264,1.0246647701242735,1.060118615744324,66.66666666666666,72.2807535661055,99.23673844267408,-5.586396132579918,-498.86589150590186,24,10.476583077437217,0.22253744567353334,-73.32014578233324,-1.5520427999868893,,10.0,0,460,350.63174802652117,226.5633893964887,0.6022463946890769,1164.4129416749522,62.5,-6407.96965551561,-8605.521035577241,4.4170096021947876,
F3-LO-RES,VAL,complete,5256,64.64883739182562,46.918776560053445,0.9383727054342915,0.9826771391515798,66.66666666666666,68.00066084021182,100.00030113480081,-5.586396132579918,-498.86589150590186,24,5.046625628501166,0.10643737985113945,-83.15175559817945,-1.7128647327655138,,10.0,0,480,168.59619330477327,260.3005343190227,0.2711158651352388,1243.720600568127,62.5,-6407.96965551561,-11664.378520751556,4.609053497942387,
F3-LS-RES,TRAIN,sealed,17025,-12.807533920886312,-12.807533920886312,-0.1933433901896623,-0.21867541172724236,36.95652173913043,-50.7189783013122,132.48483859026805,-24.66942220891184,-710.0027206302151,46,-112.26392722166923,-1.908281824187907,-316.7838351139881,-4.996422275940578,,11.221138381931333,0,900,460.6622176505241,1330.7433396611282,0.9113059042710403,1010.9935982890638,52.17391304347826,-9487.897947255025,-13007.285431135513,2.8753993610223643,0.8150369926014797
