month,days,green,red,day_wr_pct,picks,best_day,worst_day,pnl,cum_pnl,intra_dd
2025-01,7,1,3,14.285714285714285,9,336.24667023999984,-225.77034417390507,-212.42120585390455,-212.42120585390455,-225.77034417390507
2025-02,8,1,4,12.5,9,332.00377206400066,-161.37595614000006,-109.61016108739187,-322.0313669412964,-334.2213254816668
2025-03,4,3,0,75.0,6,313.9278917600003,0.0,503.94400434948085,181.91263740818442,0.0
2025-04,3,2,0,66.66666666666666,3,375.52802851400077,0.0,554.7048425940005,736.617480002185,0.0
2025-05,7,3,3,42.857142857142854,9,1231.5921853208874,-210.1269065571427,1509.2312275061327,2245.8487075083176,-210.12690655714277
2025-06,9,3,3,33.33333333333333,16,290.18712504,-160.178113333333,444.088704941364,2689.9374124496817,-160.178113333333
2025-07,9,2,4,22.22222222222222,10,94.27044295661335,-115.4496634437141,-135.99238755801855,2553.9450248916633,-303.54484855463227
2025-08,4,1,2,25.0,5,157.91378444799992,-95.15629583035704,5.130875641642646,2559.0759005333057,-95.15629583035704
2025-09,9,4,4,44.44444444444444,18,868.0533074173463,-124.78120000000034,1560.7570200253513,4119.832920558657,-141.4831237466641
2025-10,9,2,5,22.22222222222222,15,1670.1664882056539,-100.01059466666602,2005.9599479421079,6125.792868500765,-209.89986426666542
2025-11,8,2,6,25.0,20,354.3401348363999,-422.60733895999897,-793.0423465579302,5332.750521942835,-1020.4073803879984
2025-12,11,3,5,27.27272727272727,19,550.5376784000009,-409.55580780666565,-235.13694590711503,5097.61357603572,-414.2776918483565
2026-01,8,3,4,37.5,15,1254.686943168,-262.94753527301725,822.9127060251766,5920.526282060897,-360.5267846271415
2026-02,11,3,4,27.27272727272727,20,951.8078583760005,-337.6383531424998,475.3575412498486,6395.883823310745,-438.2146577187
2026-03,8,4,2,50.0,13,1883.048340673333,-419.5373658266649,2128.3275255948292,8524.211348905574,-454.4911833266642
2026-04,13,2,7,15.384615384615385,19,497.91561277333363,-203.85846856666666,-97.96690716215049,8426.244441743424,-551.3951388104374
2026-05,6,2,3,33.33333333333333,7,346.28630834466713,-132.89920121988067,222.82211901812067,8649.066560761545,-136.40444855321357
2026-06,12,1,5,8.333333333333332,21,205.78993357466695,-239.36570079999998,-389.586029652,8259.480531109544,-285.2655068
2026-07,14,7,5,50.0,32,1405.6313969956675,-482.5699107603791,1451.9666939013607,9711.447225010905,-913.3703177937116
2026-08,14,2,7,14.285714285714285,29,701.0759580729072,-337.47718423333174,-43.64365118804125,9667.803573822863,-554.2340376809505
2026-09,7,0,4,0.0,9,0.0,-107.24834999999975,-232.37536750161826,9435.428206321245,-125.12701750161851
