cell,split,weeks,picks,picks_per_wk,fills,green_wk_pct,flat_wk_pct,red_wk_pct,red_streak,worst_wk,green_mo_pct,worst_mo,mdd,pnl,totR,R_pick,R_pick_ex1,R_pick_ex5,wr_fills,t,top1_share,top5_share,top10_share,mde80_green_pp,label,dump
L_rs15,TRAIN,53,108,2.0377358490566038,86,33.9622641509434,37.735849056603776,28.30188679245283,3,-418.3564857054276,66.66666666666666,-109.61016108739183,-600.9610949619787,5567.557409380482,41.438943354189064,0.38369391994619506,0.28479004946988573,0.13015226516648318,39.53488372093023,2.657176230538258,15.591277172190617,55.87646789462356,96.80459244161813,25.75902967971626,range-size veto 2.221 -> 1.5,meas
L_rs15,VAL,22,54,2.4545454545454546,41,31.818181818181817,22.727272727272727,45.45454545454545,3,-337.6383531424998,100.0,93.65945867812061,-554.6262835027364,3873.1188599765705,23.6078628953933,0.437182646210987,0.27573483312364566,0.023660716670216173,31.70731707317073,1.5667943154133752,48.61839795654307,120.15672558945134,146.49787243769205,39.32182422339339,range-size veto 2.221 -> 1.5,meas
L_rs10,TRAIN,53,108,2.0377358490566038,86,33.9622641509434,37.735849056603776,28.30188679245283,3,-418.3564857054276,66.66666666666666,-109.61016108739183,-600.9610949619787,5567.557409380482,41.438943354189064,0.38369391994619506,0.28479004946988573,0.13015226516648318,39.53488372093023,2.657176230538258,15.591277172190617,55.87646789462356,96.80459244161813,25.75902967971626,range-size veto 2.221 -> 1.0,meas
L_rs10,VAL,22,54,2.4545454545454546,41,31.818181818181817,22.727272727272727,45.45454545454545,3,-337.6383531424998,100.0,93.65945867812061,-554.6262835027364,3873.1188599765705,23.6078628953933,0.437182646210987,0.27573483312364566,0.023660716670216173,31.70731707317073,1.5667943154133752,48.61839795654307,120.15672558945134,146.49787243769205,39.32182422339339,range-size veto 2.221 -> 1.0,meas
L_rsoff,TRAIN,53,108,2.0377358490566038,86,33.9622641509434,37.735849056603776,28.30188679245283,3,-418.3564857054276,66.66666666666666,-109.61016108739183,-600.9610949619787,5567.557409380482,41.438943354189064,0.38369391994619506,0.28479004946988573,0.13015226516648318,39.53488372093023,2.657176230538258,15.591277172190617,55.87646789462356,96.80459244161813,25.75902967971626,range-size veto OFF,meas
L_rsoff,VAL,22,54,2.4545454545454546,41,31.818181818181817,22.727272727272727,45.45454545454545,3,-337.6383531424998,100.0,93.65945867812061,-554.6262835027364,3873.1188599765705,23.6078628953933,0.437182646210987,0.27573483312364566,0.023660716670216173,31.70731707317073,1.5667943154133752,48.61839795654307,120.15672558945134,146.49787243769205,39.32182422339339,range-size veto OFF,meas
L_catoff,TRAIN,53,282,5.320754716981132,210,47.16981132075472,7.547169811320755,45.283018867924525,4,-895.3730616863788,58.333333333333336,-1039.49960472683,-2638.748236888041,6515.078327993131,49.301868355805574,0.17482932041065807,0.11019029217431575,-0.057411044041221736,36.19047619047619,2.271524689804291,13.323758575359088,59.45352129585299,101.64960493742103,27.152401367926995,catalyst veto OFF,meas
L_catoff,VAL,22,177,8.045454545454545,140,54.54545454545455,4.545454545454546,40.90909090909091,2,-363.7217806423805,100.0,219.85977514565027,-697.8461626630865,4287.206947665862,26.42185170310263,0.14927599832261373,0.04997824485167777,-0.08263297836730844,32.857142857142854,1.4993019472323756,43.922496946375425,111.6782533730356,153.05833047269292,42.03679830482468,catalyst veto OFF,meas
L_thr05,TRAIN,53,105,1.9811320754716981,84,33.9622641509434,37.735849056603776,28.30188679245283,3,-418.3564857054276,75.0,-109.61016108739183,-559.9916696555719,5673.034098080109,43.02959299379317,0.409805647559935,0.30852810566419414,0.15016344127864034,40.476190476190474,2.776804301647233,15.301394146584036,54.83757676372933,95.00473936738499,25.75902967971626,composite threshold -> -0.5,meas
L_thr05,VAL,22,53,2.409090909090909,40,31.818181818181817,22.727272727272727,45.45454545454545,3,-337.6383531424998,100.0,159.12033712478714,-489.1654050560701,3938.5797384232374,24.85679984689909,0.4689962235263979,0.3050554443665195,0.04911267003373636,32.5,1.6602156406957367,47.81033940491424,118.159669459896,144.0630151903488,39.32182422339339,composite threshold -> -0.5,meas
L_thrall,TRAIN,53,105,1.9811320754716981,84,33.9622641509434,37.735849056603776,28.30188679245283,3,-418.3564857054276,75.0,-109.61016108739183,-559.9916696555719,5673.034098080109,43.02959299379317,0.409805647559935,0.30852810566419414,0.15016344127864034,40.476190476190474,2.776804301647233,15.301394146584036,54.83757676372933,95.00473936738499,25.75902967971626,composite threshold OFF (all candidates rank),meas
L_thrall,VAL,22,53,2.409090909090909,40,31.818181818181817,22.727272727272727,45.45454545454545,3,-337.6383531424998,100.0,159.12033712478714,-489.1654050560701,3938.5797384232374,24.85679984689909,0.4689962235263979,0.3050554443665195,0.04911267003373636,32.5,1.6602156406957367,47.81033940491424,118.159669459896,144.0630151903488,39.32182422339339,composite threshold OFF (all candidates rank),meas
F0,TRAIN,53,105,1.9811320754716981,84,33.9622641509434,37.735849056603776,28.30188679245283,3,-418.3564857054276,75.0,-109.61016108739183,-559.9916696555719,5673.034098080109,43.02959299379317,0.409805647559935,0.30852810566419414,0.15016344127864034,40.476190476190474,2.776804301647233,15.301394146584036,54.83757676372933,95.00473936738499,25.75902967971626,F0 = shipped B+,meas
F0,VAL,22,53,2.409090909090909,40,31.818181818181817,22.727272727272727,45.45454545454545,3,-337.6383531424998,100.0,159.12033712478714,-489.1654050560701,3938.5797384232374,24.85679984689909,0.4689962235263979,0.3050554443665195,0.04911267003373636,32.5,1.6602156406957367,47.81033940491424,118.159669459896,144.0630151903488,39.32182422339339,F0 = shipped B+,meas
F1,TRAIN,53,108,2.0377358490566038,86,33.9622641509434,37.735849056603776,28.30188679245283,3,-418.3564857054276,66.66666666666666,-109.61016108739183,-600.9610949619787,5567.557409380482,41.438943354189064,0.38369391994619506,0.28479004946988573,0.13015226516648318,39.53488372093023,2.657176230538258,15.591277172190617,55.87646789462356,96.80459244161813,25.75902967971626,F1 = F0 - range-size,meas
F1,VAL,22,54,2.4545454545454546,41,31.818181818181817,22.727272727272727,45.45454545454545,3,-337.6383531424998,100.0,93.65945867812061,-554.6262835027364,3873.1188599765705,23.6078628953933,0.437182646210987,0.27573483312364566,0.023660716670216173,31.70731707317073,1.5667943154133752,48.61839795654307,120.15672558945134,146.49787243769205,39.32182422339339,F1 = F0 - range-size,meas
F2,TRAIN,53,120,2.2641509433962264,95,33.9622641509434,30.18867924528302,35.84905660377358,4,-496.4063701737846,58.333333333333336,-162.31517927959675,-812.5061247159965,4699.647647352793,34.574825411548794,0.28812354509623994,0.19765785848447123,0.05624046582755269,36.84210526315789,2.1630384715227806,18.47060402296971,66.1954823383313,114.68202860143693,25.75902967971626,"F2 = F0 - range-size, PDR 8.0",meas
F2,VAL,22,62,2.8181818181818183,47,31.818181818181817,22.727272727272727,45.45454545454545,3,-337.6383531424998,100.0,33.35683762895404,-653.9761165170221,3575.995980465619,21.48036610973627,0.3464575178989721,0.20469589130977356,-0.08180788348830509,29.78723404255319,1.4118988340015428,52.658010550340364,130.14032526203724,158.67010919038756,39.32182422339339,"F2 = F0 - range-size, PDR 8.0",meas
F3,TRAIN,53,140,2.641509433962264,107,37.735849056603776,22.641509433962263,39.62264150943396,5,-418.3564857054276,66.66666666666666,-377.8042159065908,-715.9732867311168,4642.953419399323,35.00756939262552,0.2500540670901823,0.17214761798727782,0.026588334648990554,34.57943925233645,2.1700055925809814,18.69614508279193,67.00378288028779,116.08238920909027,26.36520743137772,F3 = F0 - range-size - G1,meas
F3,VAL,22,79,3.590909090909091,64,36.36363636363637,9.090909090909092,54.54545454545455,4,-305.3353433083002,80.0,-88.2207530584632,-740.642207969403,3726.3259979530353,23.92091165773628,0.3027963500979276,0.19137172971661806,-0.032441714511956384,31.25,1.484151119788468,50.53364471352584,124.89011436175446,156.59885286836212,40.6114054292528,F3 = F0 - range-size - G1,meas
F4,TRAIN,53,491,9.264150943396226,353,41.509433962264154,1.8867924528301887,56.60377358490566,4,-542.5917957106652,50.0,-777.7046565281424,-1468.8835760319741,1887.6764712741724,12.193822389197514,0.02483466881710288,-0.0280840933868173,-0.15290132875789728,22.379603399433428,0.570461082158586,45.98527982029752,181.24773422757963,313.18368140634755,26.801025508915895,F4 = F0 - range-size - G1 - PDR,meas
F4,VAL,22,246,11.181818181818182,180,31.818181818181817,4.545454545454546,63.63636363636363,3,-496.36041209490406,80.0,-410.46036554922455,-973.2268091722358,3845.2725487020616,23.347112901355253,0.09490696301363924,0.0038927841816583457,-0.13093315932522306,26.111111111111114,1.240038000575672,48.97047782240922,121.23799207846169,162.2219043636376,39.32182422339339,F4 = F0 - range-size - G1 - PDR,meas
F5,TRAIN,53,1487,28.056603773584907,1048,39.62264150943396,0.0,60.37735849056604,10,-1102.3968940518278,33.33333333333333,-2720.6465240912767,-6215.785954800582,-5554.919688928714,-105.57418488788664,-0.07099810685130238,-0.12589146132514786,-0.23703842125104335,23.091603053435115,-2.8713524002072375,,,,26.603811457067643,F5 = F4 - catalyst,meas
F5,VAL,22,697,31.681818181818183,519,54.54545454545455,0.0,45.45454545454545,3,-763.4369333505624,60.0,-618.3381013694566,-1608.3186872276326,2219.2496804641987,10.231247710905766,0.01467897806442721,-0.05024195350819741,-0.18235884431166507,26.589595375722542,0.3536022436262497,84.85067530929902,215.74309009877567,299.96505471260144,42.03679830482468,F5 = F4 - catalyst,meas
F6,TRAIN,53,1971,37.18867924528302,1293,35.84905660377358,0.0,64.15094339622641,8,-1358.917064413857,25.0,-3362.214607210132,-9551.662025647498,-7267.844110082316,-118.60147427044282,-0.06017324924933679,-0.11242900220116767,-0.2181439091962799,22.2737819025522,-2.979497638587854,,,,26.084077612571903,F6 = CEILING (every gate off),meas
F6,VAL,22,816,37.09090909090909,595,63.63636363636363,0.0,36.36363636363637,2,-903.2099676794996,80.0,-983.3666611020467,-1380.8694414831398,7990.400081121548,47.676777699418224,0.058427423651247826,-0.04343658491773598,-0.1685925702427416,26.554621848739497,1.0777489208667024,51.665109034447134,109.36544602569738,141.61056628385208,40.6114054292528,F6 = CEILING (every gate off),meas
