symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_sized_pnl,month
ICG,2025-01-02,3.8916399999999993,4868.944591030007,9.737929941139578,scale_lock,1,1,6.723684210526318,15510.0,2.873971421723352,86.87921372143586,1.0,0.29549902152642,-2.631578947368412,0.0,-1.1656084183196438,15.151515151515152,37.27272727272727,0.0243902439024388,290654.1,28.56218521762836,-68.43853820598007,28.461057763336928,3.982868296026101,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.3333333333335,324.59630606866716,0.13315469506960256,Q2,3,324.59630606866716,2025-01
PDYN,2025-01-06,11.25,0.0,0.0,no_fill,0,0,5.027422303473498,418357.0,2.259526236022852,70.92346546269323,3.0,0.8547272727272723,2.1032906764168207,0.0,2.1735605994377054,6.110572259941794,25.41222114451988,0.1908396946564886,12774632.2,24.19231515645696,-26.82274247491639,21.18136493502314,0.6386938482659407,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,0.0,0.3649216898112501,Q4,0,0.0,2025-01
ONDS,2025-01-06,3.0881367,-2123.739311405144,-4.247739164433456,stop,0,1,6.193442622950815,608321.0,2.797847232409417,76.77866864786543,2.0,0.8734780307040771,0.1639344262295193,1.0,1.6452672033877531,8.928571428571429,22.85714285714286,0.0625,10065817.85,22.437587898389623,-10.294117647058826,13.625823238477478,3.70784953157085,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.3333333333335,-141.58262076034293,0.3149203229580255,Q4,0,-141.58262076034293,2025-01
SMST,2025-01-07,4.76425,-2191.252139999997,-4.382851445663005,stop,0,1,4.077253218884128,879413.0,1.958415098978716,50.45808244133554,2.0,0.6315789473684204,0.429184549356214,1.0,0.6042332236919158,7.126436781609208,36.09195402298852,0.0636942675159233,24044255.95,17.6686483218455,-45.65597667638484,14.897888249364168,1.1739609684199857,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0,3333.3333333333335,-146.0834759999998,0.36860664843146196,Q4,0,-146.0834759999998,2025-01
KITT,2025-01-10,3.2898399999999994,-1218.1637741999912,-2.436376845074516,tag_bb,1,1,5.414012738853501,641675.0,2.577873337132284,52.910664147325015,2.0,1.0,4.458598726114639,1.0,2.177481036016809,7.534246575342472,45.54794520547944,0.1503759398496239,11000529.8,22.838430553779933,-48.01324503311258,35.66214615388342,0.7483751373502029,0.3174711545026308,-0.1194783914794916,-0.6123937641011745,1.2672413975357937,4.0,10.0,3333.3333333333335,-81.2109182799994,0.40303753572838147,Q4,0,-81.2109182799994,2025-01
SERV,2025-01-14,16.368859699999998,-2029.626403799992,-4.060024413307161,stop,0,1,3.684889434889434,737960.0,1.763282996922146,74.299153379325,2.0,0.4754125687614568,-1.687960687960704,1.0,-0.0229452345962809,10.148849797023017,19.21515561569688,0.0140845070422532,13171763.2,17.163129219677838,-33.14168377823409,14.564956742793944,1.037862797290495,0.2156352683461101,-0.0616100766703199,0.5108446997712426,1.0963599200950664,1.0,14.0,3333.3333333333335,-135.30842691999948,0.35568899791366115,Q4,0,-135.30842691999948,2025-01
BFLY,2025-01-15,3.638884,3534.147840000001,7.06854079437542,eod,1,1,2.7528089887640537,106512.0,1.4348428931724906,38.92797637708977,2.0,0.6122448979591822,0.8426966292134775,1.0,0.1302090038199817,5.637982195845695,12.72997032640949,0.2540792540792541,4139579.0,11.028874189115893,-19.96762735488512,8.291799674065564,0.9041525720369148,0.2303718133310771,0.0558990429406161,1.397310156478124,1.1726113369427296,2.0,15.0,3333.3333333333335,235.6098560000001,0.4048899211429048,Q4,0,235.6098560000001,2025-01
ARQQ,2025-01-16,23.86137,0.0,0.0,scale_eod,1,1,7.428825622775792,109456.0,2.367766447603143,58.52490520314221,4.0,0.8862275449101809,4.982206405693955,1.0,3.333897672508748,9.179213210296265,25.88635259834872,0.0956848030018764,1294414.1,24.12943322500364,-57.416177306308015,18.30061229943164,1.0320507170000697,0.1582012184859707,-0.0858325759870731,0.2353318263099264,1.0145048394102745,3.0,16.0,3333.3333333333335,0.0,0.3686815103556574,Q4,0,0.0,2025-01
MOB,2025-01-22,3.1282567,1063.5935299000005,2.1272327171871805,eod,1,1,3.963333333333333,20744.0,1.7375828555732034,80.5285866481501,1.0,0.4205214465937748,1.6666666666666607,0.0,-0.9122286133439492,10.294117647058815,27.205882352941167,0.1351351351351353,479518.65,17.070426711998614,-40.0,11.292997185284223,1.4860193654615936,0.1187945603379924,-0.0198871138104028,0.4759141033081842,0.6445171453300713,2.0,22.0,3333.3333333333335,70.9062353266667,0.32289777926719465,Q4,0,70.9062353266667,2025-01
PDYN,2025-01-23,10.320869999999998,-2468.172395579996,-4.936908163472922,stop,0,1,6.599999999999984,614192.0,2.958620841944104,43.00096187001729,3.0,0.8610606060606065,1.982999999999997,1.0,2.5504180506301166,5.152471083070455,25.657202944269187,0.0368852459016392,15734920.2,23.77533164655521,-33.11036789297658,20.947669532721765,1.958326614201704,0.0660283922086459,0.0165070980521661,-0.1055339357562331,0.5870477597970133,3.0,23.0,3333.3333333333335,-164.54482637199976,0.3080301153639203,Q4,0,-164.54482637199976,2025-01
