week_start,coin,cell,position,weekly_return_gross,fee
2019-06-24,BTC,C1,1,-0.004754285504701583,0.0
2019-06-24,ETH,C1,1,-0.05035341417547512,0.0
2019-06-24,SOL,C1,0,nan,0.0
2019-07-01,BTC,C1,1,0.051215669654784746,0.0
2019-07-01,ETH,C1,1,0.04039059032401249,0.0
2019-07-01,SOL,C1,0,nan,0.0
2019-07-08,BTC,C1,1,-0.10831025416301487,0.0
2019-07-08,ETH,C1,1,-0.2588934103439223,0.0
2019-07-08,SOL,C1,0,nan,0.0
2019-07-15,BTC,C1,1,0.04088486737997554,0.0
2019-07-15,ETH,C1,0,-0.0015055572775981574,0.0015
2019-07-15,SOL,C1,0,nan,0.0
2019-07-22,BTC,C1,1,-0.0990174832273385,0.0
2019-07-22,ETH,C1,0,-0.06168787972859102,0.0
2019-07-22,SOL,C1,0,nan,0.0
2019-07-29,BTC,C1,1,0.14551634222567822,0.0
2019-07-29,ETH,C1,0,0.04825597882597599,0.0
2019-07-29,SOL,C1,0,nan,0.0
2019-08-05,BTC,C1,1,0.05572649197300272,0.0
2019-08-05,ETH,C1,0,-0.024257180215519147,0.0
2019-08-05,SOL,C1,0,nan,0.0
2019-08-12,BTC,C1,1,-0.1068464730290456,0.0
2019-08-12,ETH,C1,0,-0.10207476549142835,0.0
2019-08-12,SOL,C1,0,nan,0.0
2019-08-19,BTC,C1,1,-0.015862342654933803,0.0
2019-08-19,ETH,C1,0,-0.04003705228489096,0.0
2019-08-19,SOL,C1,0,nan,0.0
2019-08-26,BTC,C1,1,-0.041320399223480186,0.0
2019-08-26,ETH,C1,0,-0.08475394017368931,0.0
2019-08-26,SOL,C1,0,nan,0.0
2019-09-02,BTC,C1,0,0.06763448479419631,0.003
2019-09-02,ETH,C1,0,0.06120775493469233,0.0
2019-09-02,SOL,C1,0,nan,0.0
2019-09-09,BTC,C1,1,-0.007503920533577846,0.003
2019-09-09,ETH,C1,0,0.04343746550391869,0.0
2019-09-09,SOL,C1,0,nan,0.0
2019-09-16,BTC,C1,0,-0.02671852040212208,0.003
2019-09-16,ETH,C1,0,0.1171647712245436,0.0
2019-09-16,SOL,C1,0,nan,0.0
2019-09-23,BTC,C1,0,-0.19794576213720505,0.0
2019-09-23,ETH,C1,0,-0.19857954545454548,0.0
2019-09-23,SOL,C1,0,nan,0.0
2019-09-30,BTC,C1,0,-0.02334192046788275,0.0
2019-09-30,ETH,C1,0,0.004844617747843616,0.0
2019-09-30,SOL,C1,0,nan,0.0
2019-10-07,BTC,C1,0,0.053459447761383894,0.0
2019-10-07,ETH,C1,0,0.06408748824082777,0.0
2019-10-07,SOL,C1,0,nan,0.0
2019-10-14,BTC,C1,0,-0.006270513000227074,0.0
2019-10-14,ETH,C1,0,-0.03204774008177691,0.0
2019-10-14,SOL,C1,0,nan,0.0
2019-10-21,BTC,C1,0,0.15867985674937812,0.0
2019-10-21,ETH,C1,0,0.049434866993949056,0.0
2019-10-21,SOL,C1,0,nan,0.0
2019-10-28,BTC,C1,0,-0.034819688441609875,0.0
2019-10-28,ETH,C1,0,-0.012565274151436046,0.0
2019-10-28,SOL,C1,0,nan,0.0
2019-11-04,BTC,C1,0,-0.016995670073049807,0.0
2019-11-04,ETH,C1,0,0.04092987385005231,0.0
2019-11-04,SOL,C1,0,nan,0.0
2019-11-11,BTC,C1,0,-0.05943368258968862,0.0
2019-11-11,ETH,C1,1,-0.027201524132091537,0.003
2019-11-11,SOL,C1,0,nan,0.0
2019-11-18,BTC,C1,0,-0.18848224187833063,0.0
2019-11-18,ETH,C1,0,-0.2384397780437384,0.003
2019-11-18,SOL,C1,0,nan,0.0
2019-11-25,BTC,C1,0,0.07119617751872043,0.0
2019-11-25,ETH,C1,0,0.0766483320237159,0.0
2019-11-25,SOL,C1,0,nan,0.0
2019-12-02,BTC,C1,0,0.01604681052560375,0.0
2019-12-02,ETH,C1,0,-0.0018577494692144647,0.0
2019-12-02,SOL,C1,0,nan,0.0
2019-12-09,BTC,C1,0,-0.051997906821604434,0.0
2019-12-09,ETH,C1,0,-0.05304440308428604,0.0
2019-12-09,SOL,C1,0,nan,0.0
2019-12-16,BTC,C1,0,0.05352969267936403,0.0
2019-12-16,ETH,C1,0,-0.07258177734100801,0.0
2019-12-16,SOL,C1,0,nan,0.0
2019-12-23,BTC,C1,0,-0.014969249577706623,0.0
2019-12-23,ETH,C1,0,0.016954283984256913,0.0
2019-12-23,SOL,C1,0,nan,0.0
2019-12-30,BTC,C1,0,-0.004167326482080735,0.0
2019-12-30,ETH,C1,0,0.0075171181899373885,0.0
2019-12-30,SOL,C1,0,nan,0.0
2020-01-06,BTC,C1,0,0.11244502313241744,0.0
2020-01-06,ETH,C1,0,0.08266233286547986,0.0
2020-01-06,SOL,C1,0,nan,0.0
2020-01-13,BTC,C1,1,0.0631340127086597,0.003
2020-01-13,ETH,C1,0,0.13803220524017457,0.0
2020-01-13,SOL,C1,0,nan,0.0
2020-01-20,BTC,C1,1,-0.010035946916241878,0.0
2020-01-20,ETH,C1,1,0.006715030877150863,0.0015
2020-01-20,SOL,C1,0,nan,0.0
2020-01-27,BTC,C1,1,0.08325604018392485,0.0
2020-01-27,ETH,C1,1,0.12250610446072296,0.0
2020-01-27,SOL,C1,0,nan,0.0
2020-02-03,BTC,C1,1,0.08788748755571119,0.0
2020-02-03,ETH,C1,1,0.21248938879456714,0.0
2020-02-03,SOL,C1,0,nan,0.0
2020-02-10,BTC,C1,1,-0.02374178956866413,0.0
2020-02-10,ETH,C1,1,0.13284907889554964,0.0
2020-02-10,SOL,C1,0,nan,0.0
2020-02-17,BTC,C1,1,0.0025931568910368963,0.0
2020-02-17,ETH,C1,1,0.06029587855846108,0.0
2020-02-17,SOL,C1,0,nan,0.0
2020-02-24,BTC,C1,1,-0.14151000362304256,0.0
2020-02-24,ETH,C1,1,-0.2065209471766849,0.0
2020-02-24,SOL,C1,0,nan,0.0
2020-03-02,BTC,C1,1,-0.05809174354946478,0.0
2020-03-02,ETH,C1,1,-0.08438547357788895,0.0
2020-03-02,SOL,C1,0,nan,0.0
2020-03-09,BTC,C1,0,-0.33285748423101624,0.0015
2020-03-09,ETH,C1,1,-0.37913052198766495,0.0
2020-03-09,SOL,C1,0,nan,0.0
2020-03-16,BTC,C1,0,0.08501715379463581,0.0
2020-03-16,ETH,C1,0,-0.012195121951219412,0.003
2020-03-16,SOL,C1,0,nan,0.0
2020-03-23,BTC,C1,0,0.011081404045701015,0.0
2020-03-23,ETH,C1,0,0.017660044150110243,0.0
2020-03-23,SOL,C1,0,nan,0.0
2020-03-30,BTC,C1,0,0.15173539664994462,0.0
2020-03-30,ETH,C1,0,0.14638065397284494,0.0
2020-03-30,SOL,C1,0,nan,0.0
2020-04-06,BTC,C1,0,0.01934360779473132,0.0
2020-04-06,ETH,C1,0,0.1112201275492326,0.0
2020-04-06,SOL,C1,0,nan,0.0
2020-04-13,BTC,C1,0,0.03152036779797762,0.0
2020-04-13,ETH,C1,0,0.13534308779011095,0.0
2020-04-13,SOL,C1,0,nan,0.0
2020-04-20,BTC,C1,0,0.08027915859241164,0.0
2020-04-20,ETH,C1,0,0.09648927896900328,0.0
2020-04-20,SOL,C1,0,nan,0.0
2020-04-27,BTC,C1,0,0.15612041959678136,0.0
2020-04-27,ETH,C1,1,0.06317442626272873,0.003
2020-04-27,SOL,C1,0,nan,0.0
2020-05-04,BTC,C1,1,-0.019268845252216282,0.0015
2020-05-04,ETH,C1,1,-0.10597541217954831,0.0
2020-05-04,SOL,C1,0,nan,0.0
2020-05-11,BTC,C1,1,0.10986647590157705,0.0
2020-05-11,ETH,C1,0,0.10340049035284093,0.0015
2020-05-11,SOL,C1,0,nan,0.0
2020-05-18,BTC,C1,1,-0.09946896585205633,0.0
2020-05-18,ETH,C1,1,-0.03439281228866775,0.0015
2020-05-18,SOL,C1,0,nan,0.0
2020-05-25,BTC,C1,1,0.08374836834462407,0.0
2020-05-25,ETH,C1,1,0.15837918959479746,0.0
2020-05-25,SOL,C1,0,nan,0.0
2020-06-01,BTC,C1,1,0.03161636998095951,0.0
2020-06-01,ETH,C1,1,0.05618414233891866,0.0
2020-06-01,SOL,C1,0,nan,0.0
2020-06-08,BTC,C1,1,-0.041540003631890365,0.0
2020-06-08,ETH,C1,1,-0.05245941857137004,0.0
2020-06-08,SOL,C1,0,nan,0.0
2020-06-15,BTC,C1,1,-0.005074876098521752,0.0
2020-06-15,ETH,C1,1,-0.01600932079054118,0.0
2020-06-15,SOL,C1,0,nan,0.0
2020-06-22,BTC,C1,1,-0.019207741194165795,0.0
2020-06-22,ETH,C1,1,-0.013770117966934281,0.0
2020-06-22,SOL,C1,0,nan,0.0
2020-06-29,BTC,C1,1,-0.005128255756809863,0.0
2020-06-29,ETH,C1,1,0.011783538618880263,0.0
2020-06-29,SOL,C1,0,nan,0.0
2020-07-06,BTC,C1,1,0.025789990749122582,0.0
2020-07-06,ETH,C1,1,0.0668893381383493,0.0
2020-07-06,SOL,C1,0,nan,0.0
2020-07-13,BTC,C1,1,-0.010138327111533396,0.0
2020-07-13,ETH,C1,1,-0.014994232987312506,0.0
2020-07-13,SOL,C1,0,nan,0.0
2020-07-20,BTC,C1,1,0.07846137307131418,0.0
2020-07-20,ETH,C1,1,0.30068584810973564,0.0
2020-07-20,SOL,C1,0,nan,0.0
2020-07-27,BTC,C1,1,0.11476769967195422,0.0
2020-07-27,ETH,C1,1,0.1975114140569738,0.0
2020-07-27,SOL,C1,0,nan,0.0
2020-08-03,BTC,C1,1,0.05512692207642056,0.0
2020-08-03,ETH,C1,1,0.047496308229292517,0.0
2020-08-03,SOL,C1,0,nan,0.0
2020-08-10,BTC,C1,1,0.01962900915877741,0.0
2020-08-10,ETH,C1,1,0.11142154098528745,0.0
2020-08-10,SOL,C1,0,nan,0.0
2020-08-17,BTC,C1,1,-0.022069534102538868,0.0
2020-08-17,ETH,C1,1,-0.09891377043887362,0.0
2020-08-17,SOL,C1,0,-0.036210712704736636,0.0
2020-08-24,BTC,C1,1,0.005412890663901049,0.0
2020-08-24,ETH,C1,1,0.09781941031941033,0.0
2020-08-24,SOL,C1,0,0.35118500826749965,0.0
2020-08-31,BTC,C1,1,-0.12426427077738611,0.0
2020-08-31,ETH,C1,1,-0.1773907772648855,0.0
2020-08-31,SOL,C1,0,-0.302354567498357,0.0
2020-09-07,BTC,C1,0,0.0075030055899585335,0.0015
2020-09-07,ETH,C1,1,0.03848660904066881,0.0
2020-09-07,SOL,C1,0,0.0607763521195388,0.0
2020-09-14,BTC,C1,1,0.05685174647047675,0.0015
2020-09-14,ETH,C1,1,0.01258084763802092,0.0
2020-09-14,SOL,C1,0,-0.12334639882410581,0.0
2020-09-21,BTC,C1,1,-0.013371452014050988,0.0
2020-09-21,ETH,C1,1,-0.03627641224665812,0.0
2020-09-21,SOL,C1,0,0.1023124214056168,0.0
2020-09-28,BTC,C1,1,-0.00999047730424174,0.0
2020-09-28,ETH,C1,1,-0.014654063426366104,0.0
2020-09-28,SOL,C1,0,-0.20204708939379534,0.0
2020-10-05,BTC,C1,1,0.06585028809501048,0.0
2020-10-05,ETH,C1,1,0.061957200431401516,0.0
2020-10-05,SOL,C1,0,-0.03784599499622732,0.0
2020-10-12,BTC,C1,1,0.011796971066987183,0.0
2020-10-12,ETH,C1,1,0.010556698826736488,0.0
2020-10-12,SOL,C1,0,-0.08630510153541371,0.0
2020-10-19,BTC,C1,1,0.13270289677427205,0.0
2020-10-19,ETH,C1,1,0.07333650692901728,0.0
2020-10-19,SOL,C1,0,-0.19026968423905666,0.0
2020-10-26,BTC,C1,1,0.05616809059958672,0.0
2020-10-26,ETH,C1,1,-0.0225945546384132,0.0
2020-10-26,SOL,C1,0,-0.10315202231520226,0.0
2020-11-02,BTC,C1,1,0.12452212660111672,0.0
2020-11-02,ETH,C1,1,0.14523041242311185,0.0
2020-11-02,SOL,C1,0,0.33833043045533717,0.0
2020-11-09,BTC,C1,1,0.031140348042985266,0.0
2020-11-09,ETH,C1,1,-0.013691694732439696,0.0
2020-11-09,SOL,C1,0,-0.052289100627469165,0.0
