day,symbol,split,leg,leg_m,price,rpct,sp_mean,sp_med,n_q,err
2025-02-21,NVAX,TRAIN,exit,795,8.1,0.0200000000000001,0.016950732356857436,0.019999999999999574,751,
2025-07-03,MIMI,TRAIN,entry,780,6.98,0.0199999999999999,0.13571428571428598,0.20999999999999996,7,
2025-07-03,MIMI,TRAIN,exit,955,6.98,0.0199999999999999,,,0,
2025-11-06,DDOG,TRAIN,entry,900,194.0,0.0199999999999999,0.12774566473988683,0.12999999999999545,173,
2025-11-06,DDOG,TRAIN,exit,955,194.0,0.0199999999999999,0.2631958762886606,0.21000000000000796,1455,
2025-06-17,NXT,TRAIN,entry,600,59.5,0.0199999999999999,0.12422222222222278,0.120000000000001,90,
2025-06-17,NXT,TRAIN,exit,955,59.5,0.0199999999999999,0.04975225225225249,0.04999999999999716,444,
2025-06-25,BRKR,TRAIN,entry,900,41.66,0.0199999999999999,0.0844627299128754,0.07000000000000028,1033,
2025-06-25,BRKR,TRAIN,exit,955,41.66,0.0199999999999999,0.03226256983240165,0.02999999999999403,358,
2025-05-01,EG,TRAIN,entry,600,345.42,0.02,2.81444444444443,3.0299999999999727,18,
2025-05-01,EG,TRAIN,exit,955,345.42,0.02,0.37819444444443523,0.3649999999999807,72,
2025-05-22,SJT,TRAIN,entry,660,7.05,0.02,0.08999999999999986,0.08999999999999986,9,
2025-05-22,SJT,TRAIN,exit,840,7.05,0.02,0.023809523809524107,0.020000000000000462,42,
2025-08-22,PFSI,TRAIN,entry,660,109.77,0.02,0.24846153846153932,0.23000000000000398,26,
2025-08-22,PFSI,TRAIN,exit,955,109.77,0.02,0.058000000000001134,0.060000000000002274,120,
2025-07-22,BIO,TRAIN,entry,600,246.99,0.0199999999999999,2.3928571428571552,2.5700000000000216,7,
2025-07-22,BIO,TRAIN,exit,955,246.99,0.0199999999999999,0.9530952380952409,1.0,84,
2025-04-02,UWMC,TRAIN,entry,600,5.68,0.0199999999999999,0.010000000000000116,0.009999999999999787,70,
2025-04-02,UWMC,TRAIN,exit,640,5.68,0.0199999999999999,0.009999999999999887,0.009999999999999787,160,
2025-02-14,DELL,TRAIN,entry,840,114.5855,0.02,0.0863387978142088,0.0899999999999892,366,
2025-02-14,DELL,TRAIN,exit,955,114.5855,0.02,0.034384485666104504,0.030000000000001137,593,
2025-01-22,EWTX,TRAIN,entry,600,26.895,0.02,0.16666666666666785,0.1700000000000017,3,
2025-01-22,EWTX,TRAIN,exit,955,26.895,0.02,0.05208333333333351,0.05000000000000071,144,
2025-06-02,BNTX,TRAIN,entry,600,110.34,0.02,0.30651162790697395,0.29999999999999716,86,
2025-06-02,BNTX,TRAIN,exit,622,110.34,0.02,0.46661016949152295,0.480000000000004,177,
2025-07-21,AUDC,TRAIN,entry,600,10.8935,0.0199999999999999,0.027142857142856563,0.02999999999999936,7,
2025-07-21,AUDC,TRAIN,exit,713,10.8935,0.0199999999999999,0.03076923076923066,0.02999999999999936,13,
2025-05-20,TRNS,TRAIN,entry,660,94.48,0.02,0.741034482758621,0.6500000000000057,29,
2025-05-20,TRNS,TRAIN,exit,695,94.48,0.02,1.3250000000000004,0.980000000000004,30,
2025-06-09,TLN,TRAIN,entry,600,270.0,0.0199999999999999,1.0225000000000084,1.0299999999999727,156,
2025-06-09,TLN,TRAIN,exit,955,270.0,0.0199999999999999,0.5146428571428459,0.5199999999999818,56,
2025-09-09,YPF,TRAIN,entry,660,27.43,0.02,0.022926829268292367,0.019999999999999574,82,
2025-09-09,YPF,TRAIN,exit,955,27.43,0.02,0.010468749999999721,0.010000000000001563,128,
2025-05-30,ULTA,TRAIN,entry,600,484.48,0.0199999999999999,1.3951807228915636,1.2699999999999818,83,
2025-05-30,ULTA,TRAIN,exit,955,484.48,0.0199999999999999,0.6556410256410246,0.46999999999999886,312,
2025-10-23,PKG,TRAIN,entry,600,209.61,0.02,1.4028205128205196,1.450000000000017,78,
2025-10-23,PKG,TRAIN,exit,955,209.61,0.02,0.297420814479638,0.3100000000000023,221,
2025-04-09,NTB,TRAIN,entry,840,37.64,0.02,0.24049999999999958,0.25,40,
2025-04-09,NTB,TRAIN,exit,955,37.64,0.02,0.12588235294117756,0.14000000000000057,34,
2025-07-24,GL,TRAIN,entry,600,130.425,0.0199999999999999,0.6506469002695404,0.6400000000000148,371,
2025-07-24,GL,TRAIN,exit,955,130.425,0.0199999999999999,0.11388429752066,0.10999999999998522,121,
2025-03-20,NNNN,TRAIN,entry,841,7.25,0.02,0.08999999999999986,0.08999999999999986,2,
2025-03-20,NNNN,TRAIN,exit,924,7.25,0.02,0.010000000000000675,0.010000000000000675,2,
2025-09-17,OSS,TRAIN,entry,660,6.83,0.02,0.022608695652173893,0.03000000000000025,23,
2025-09-17,OSS,TRAIN,exit,955,6.83,0.02,0.040105263157894686,0.019999999999999574,95,
2025-11-07,CRSR,TRAIN,entry,900,6.6344,0.0199999999999999,0.012203389830508215,0.009999999999999787,59,
2025-11-07,CRSR,TRAIN,exit,955,6.6344,0.0199999999999999,0.010624999999999822,0.009999999999999787,144,
2025-11-25,AVBP,TRAIN,entry,660,22.76,0.02,0.16999999999999993,0.16999999999999993,2,
2025-11-25,AVBP,TRAIN,exit,955,22.76,0.02,0.057804878048780775,0.05000000000000071,41,
2025-11-10,MNPR,TRAIN,entry,660,83.05,0.02,1.9753846153846193,1.7900000000000063,13,
2025-11-10,MNPR,TRAIN,exit,666,83.05,0.02,3.745555555555558,3.7749999999999986,36,
2025-06-27,RDVT,TRAIN,entry,780,51.23,0.0199999999999999,0.14000000000000057,0.14000000000000057,1,
2025-06-27,RDVT,TRAIN,exit,955,51.23,0.0199999999999999,0.13947368421052286,0.1599999999999966,19,
2025-06-04,CANG,TRAIN,entry,600,5.16,0.02,0.040000000000000036,0.040000000000000036,3,
2025-06-04,CANG,TRAIN,exit,671,5.16,0.02,0.024666666666666347,0.019999999999999574,30,
2025-02-27,PRVA,TRAIN,entry,600,25.475,0.0199999999999999,0.23200000000000057,0.22000000000000242,20,
2025-02-27,PRVA,TRAIN,exit,628,25.475,0.0199999999999999,0.06555555555555506,0.05999999999999872,45,
2025-05-28,BNED,TRAIN,entry,720,11.8,0.02,0.043999999999999546,0.040000000000000924,55,
2025-05-28,BNED,TRAIN,exit,955,11.8,0.02,0.01329411764705854,0.009999999999999787,85,
2025-04-04,M,TRAIN,entry,720,11.365,0.0199999999999999,0.010055045871559917,0.009999999999999787,545,
2025-04-04,M,TRAIN,exit,852,11.365,0.0199999999999999,0.009999999999999787,0.009999999999999787,296,
2025-08-26,REAX,TRAIN,entry,600,5.3,0.0199999999999999,0.011797752808989141,0.010000000000000675,178,
2025-08-26,REAX,TRAIN,exit,955,5.3,0.0199999999999999,0.00999999999999986,0.009999999999999787,109,
2025-10-13,NVA,TRAIN,entry,781,36.0831,0.02,0.342352941176471,0.3299999999999983,17,
2025-10-13,NVA,TRAIN,exit,956,36.0831,0.02,1.1209999999999993,1.1199999999999974,10,
2025-05-13,ONTO,TRAIN,entry,720,98.15,0.02,0.21537037037037055,0.21999999999999886,54,
2025-05-13,ONTO,TRAIN,exit,955,98.15,0.02,0.08717857142857248,0.09000000000000341,280,
2025-04-09,OSBC,TRAIN,entry,840,15.51,0.02,0.1550000000000003,0.16000000000000014,28,
2025-04-09,OSBC,TRAIN,exit,955,15.51,0.02,0.03557377049180287,0.03999999999999915,122,
2025-10-14,LEGN,TRAIN,entry,720,33.65,0.02,0.07086330935251707,0.07000000000000028,139,
2025-10-14,LEGN,TRAIN,exit,841,33.65,0.02,0.051546961325967,0.04999999999999716,181,
2025-08-13,SSYS,TRAIN,entry,600,9.9125,0.0199999999999999,0.04612403100775177,0.05000000000000071,129,
2025-08-13,SSYS,TRAIN,exit,609,9.9125,0.0199999999999999,0.020406504065040576,0.019999999999999574,123,
2025-11-19,VVV,TRAIN,entry,600,29.87,0.02,0.13538461538461483,0.14999999999999858,26,
2025-11-19,VVV,TRAIN,exit,613,29.87,0.02,0.05760416666666616,0.05999999999999872,96,
2025-09-18,EFTY,TRAIN,entry,781,9.43,0.0200000000000001,0.17555555555555535,0.14000000000000057,9,
2025-09-18,EFTY,TRAIN,exit,957,9.43,0.0200000000000001,0.0600000000000005,0.0600000000000005,2,
2025-04-23,BNTX,TRAIN,entry,660,116.995,0.02,0.3695000000000037,0.3400000000000034,120,
2025-04-23,BNTX,TRAIN,exit,955,116.995,0.02,0.2946031746031753,0.20000000000000284,63,
2025-07-29,MOD,TRAIN,entry,600,113.145,0.02,0.7827586206896522,0.6800000000000068,116,
2025-07-29,MOD,TRAIN,exit,955,113.145,0.02,0.12118279569892866,0.14000000000000057,93,
2025-09-22,SMCI,TRAIN,entry,780,48.25,0.02,0.01348423605497137,0.010000000000005116,2474,
2025-09-22,SMCI,TRAIN,exit,955,48.25,0.02,0.011479078819332064,0.00999999999999801,3083,
2025-08-05,JBTM,TRAIN,entry,600,143.75,0.02,0.8861538461538535,0.7800000000000011,13,
2025-08-05,JBTM,TRAIN,exit,955,143.75,0.02,0.331897810218982,0.3499999999999943,137,
2025-04-24,SYRE,TRAIN,entry,782,14.79,0.0199999999999999,0.08499999999999996,0.08499999999999996,6,
2025-04-24,SYRE,TRAIN,exit,955,14.79,0.0199999999999999,0.04443037974683571,0.049999999999998934,79,
2025-09-17,WBTN,TRAIN,entry,840,21.3,0.02,0.13041958041958104,0.129999999999999,143,
2025-09-17,WBTN,TRAIN,exit,846,21.3,0.02,0.1292261904761911,0.11000000000000298,336,
2025-08-15,CORZ,TRAIN,entry,720,14.735,0.02,0.010127272727272511,0.009999999999999787,550,
2025-08-15,CORZ,TRAIN,exit,955,14.735,0.02,0.010021141649048455,0.009999999999999787,1419,
2025-08-27,NN,TRAIN,entry,840,18.09,0.0199999999999999,0.04068181818181873,0.040000000000000924,44,
2025-08-27,NN,TRAIN,exit,955,18.09,0.0199999999999999,0.021443298969072076,0.019999999999999574,194,
2026-04-22,OBE,VAL,entry,780,12.33,0.02,0.01146596858638719,0.009999999999999787,191,
2026-04-22,OBE,VAL,exit,955,12.33,0.02,0.010000000000000005,0.009999999999999787,293,
2026-04-20,NKTR,VAL,entry,720,108.97,0.02,0.377906976744189,0.4000000000000057,43,
2026-04-20,NKTR,VAL,exit,955,108.97,0.02,0.18348484848484933,0.14499999999999602,66,
2026-02-09,ASX,VAL,entry,600,22.1,0.02,0.010006761325219873,0.010000000000001563,1479,
2026-02-09,ASX,VAL,exit,955,22.1,0.02,0.009999999999999523,0.00999999999999801,303,
2026-02-25,SLDE,VAL,entry,600,19.09,0.0200000000000001,0.08319999999999965,0.07000000000000028,75,
2026-02-25,SLDE,VAL,exit,955,19.09,0.0200000000000001,0.014415094339623326,0.010000000000001563,265,
2026-01-15,FTAI,VAL,entry,600,270.75,0.02,0.5715957446808513,0.7049999999999841,94,
2026-01-15,FTAI,VAL,exit,631,270.75,0.02,0.6894999999999897,0.75,40,
2026-05-27,BBAR,VAL,entry,600,17.34,0.0200000000000001,0.11714285714285803,0.120000000000001,21,
2026-05-27,BBAR,VAL,exit,607,17.34,0.0200000000000001,0.13465753424657542,0.14000000000000057,73,
2026-02-03,RLAY,VAL,entry,900,8.575,0.02,0.01607843137254972,0.019999999999999574,51,
2026-02-03,RLAY,VAL,exit,922,8.575,0.02,0.011940928270042157,0.009999999999999787,474,
2026-04-30,GPI,VAL,entry,660,343.31,0.0199999999999999,3.1200000000000045,3.1200000000000045,10,
2026-04-30,GPI,VAL,exit,744,343.31,0.0199999999999999,1.9847222222222092,2.0299999999999727,36,
2026-02-24,ADUS,VAL,entry,660,108.85,0.02,0.7523076923076891,0.7399999999999949,13,
2026-02-24,ADUS,VAL,exit,955,108.85,0.02,0.5989873417721514,0.710000000000008,79,
2026-01-09,OUST,VAL,entry,600,29.1599,0.0199999999999999,0.08354430379746891,0.05000000000000071,79,
2026-01-09,OUST,VAL,exit,619,29.1599,0.0199999999999999,0.05641509433962213,0.03999999999999915,212,
2026-04-23,ALMS,VAL,entry,600,27.11,0.02,0.12249999999999901,0.11999999999999922,12,
2026-04-23,ALMS,VAL,exit,955,27.11,0.02,0.036000000000000705,0.030000000000001137,65,
2026-02-23,TDW,VAL,entry,600,80.9999,0.0199999999999999,0.3814285714285737,0.3500000000000014,14,
2026-02-23,TDW,VAL,exit,955,80.9999,0.0199999999999999,0.1446153846153814,0.12999999999999545,104,
2026-01-07,APOG,VAL,entry,600,32.952,0.0199999999999999,0.375714285714281,0.44999999999999574,7,
2026-01-07,APOG,VAL,exit,955,32.952,0.0199999999999999,0.040476190476189784,0.03999999999999915,84,
2026-04-29,GFR,VAL,entry,840,6.4,0.02,0.010000000000000675,0.010000000000000675,88,
2026-04-29,GFR,VAL,exit,918,6.4,0.02,0.024269662921348256,0.019999999999999574,267,
2026-02-19,CDNL,VAL,entry,660,31.61,0.0199999999999999,0.25,0.25,3,
2026-02-19,CDNL,VAL,exit,872,31.61,0.0199999999999999,0.12959999999999838,0.11999999999999744,25,
2026-01-23,BAND,VAL,entry,600,14.785,0.02,0.14999999999999858,0.14999999999999858,2,
2026-01-23,BAND,VAL,exit,610,14.785,0.02,0.08740000000000006,0.08000000000000007,50,
2026-02-09,ATEN,VAL,entry,600,20.54,0.02,0.06338461538461523,0.05999999999999872,65,
2026-02-09,ATEN,VAL,exit,634,20.54,0.02,0.07754716981131973,0.08000000000000185,53,
2026-05-11,P,VAL,entry,600,87.77,0.0199999999999999,0.30725961538461355,0.3499999999999943,208,
2026-05-11,P,VAL,exit,614,87.77,0.0199999999999999,0.12501779359430826,0.10999999999999943,281,
2026-05-14,OPRX,VAL,entry,660,5.3,0.0199999999999999,0.01749999999999972,0.019999999999999574,28,
2026-05-14,OPRX,VAL,exit,955,5.3,0.0199999999999999,0.012682926829268852,0.010000000000000675,123,
2026-05-13,MIRM,VAL,entry,600,114.65,0.02,1.117499999999999,0.8799999999999955,24,
2026-05-13,MIRM,VAL,exit,955,114.65,0.02,0.15426470588235539,0.1700000000000017,68,
2026-03-04,SKM,VAL,entry,720,31.0687,0.0199999999999999,0.12853556485355644,0.14999999999999858,239,
2026-03-04,SKM,VAL,exit,955,31.0687,0.0199999999999999,0.023872340425532126,0.019999999999999574,235,
2026-03-12,MEOH,VAL,entry,720,58.19,0.02,0.1183856502242162,0.11000000000000654,223,
2026-03-12,MEOH,VAL,exit,955,58.19,0.02,0.054535104364326153,0.04999999999999716,527,
2026-01-14,GSM,VAL,entry,840,5.38,0.0199999999999999,0.009999999999999787,0.009999999999999787,9,
2026-01-14,GSM,VAL,exit,955,5.38,0.0199999999999999,0.009999999999999787,0.009999999999999787,25,
2026-02-02,SION,VAL,entry,600,44.62,0.02,0.7018181818181811,0.7299999999999969,11,
2026-02-02,SION,VAL,exit,955,44.62,0.02,0.22352941176470445,0.25,17,
2026-05-08,INOD,VAL,entry,840,83.605,0.02,0.27105263157894766,0.2700000000000031,152,
2026-05-08,INOD,VAL,exit,862,83.605,0.02,0.11666666666666851,0.09000000000000341,273,
2026-03-31,CHA,VAL,entry,600,9.36,0.02,0.03925925925925921,0.040000000000000924,27,
2026-03-31,CHA,VAL,exit,770,9.36,0.02,0.026949152542372772,0.02999999999999936,118,
2026-01-08,GDS,VAL,entry,660,41.435,0.0199999999999999,0.059034749034749937,0.04999999999999716,259,
2026-01-08,GDS,VAL,exit,812,41.435,0.0199999999999999,0.05962962962963027,0.060000000000002274,54,
2026-05-08,PTCT,VAL,entry,840,79.21,0.0199999999999999,0.2190825688073398,0.1799999999999926,109,
2026-05-08,PTCT,VAL,exit,955,79.21,0.0199999999999999,0.0832216494845369,0.06999999999999318,388,
2026-02-02,SION,VAL,entry,840,43.69,0.02,0.30714285714285844,0.240000000000002,28,
2026-02-02,SION,VAL,exit,955,43.69,0.02,0.22352941176470445,0.25,17,
2026-04-29,COCO,VAL,entry,840,66.205,0.02,0.2999999999999983,0.29999999999999716,24,
2026-04-29,COCO,VAL,exit,955,66.205,0.02,0.06622568093385345,0.060000000000002274,257,
2026-01-30,BEPC,VAL,entry,660,41.81,0.0199999999999999,0.05328000000000026,0.04999999999999716,125,
2026-01-30,BEPC,VAL,exit,955,41.81,0.0199999999999999,0.02821917808219276,0.030000000000001137,292,
2026-01-08,AIR,VAL,entry,600,95.93,0.0199999999999999,0.3577777777777824,0.31500000000000483,18,
2026-01-08,AIR,VAL,exit,955,95.93,0.0199999999999999,0.17158536585365847,0.19500000000000028,82,
2026-01-14,DIBS,VAL,entry,600,6.1701,0.02,0.04799999999999986,0.04999999999999982,10,
2026-01-14,DIBS,VAL,exit,955,6.1701,0.02,0.02624999999999944,0.02999999999999936,8,
2026-02-25,SAM,VAL,entry,600,217.64,0.02,5.955000000000006,6.300000000000011,14,
2026-02-25,SAM,VAL,exit,605,217.64,0.02,7.818297872340426,7.079999999999984,47,
2026-01-21,CRUS,VAL,entry,660,132.11,0.02,0.5200000000000102,0.5200000000000102,6,
2026-01-21,CRUS,VAL,exit,955,132.11,0.02,0.3905555555555496,0.4399999999999977,90,
2026-01-21,DCOM,VAL,entry,660,34.19,0.0199999999999999,0.11999999999999744,0.11999999999999744,12,
2026-01-21,DCOM,VAL,exit,955,34.19,0.0199999999999999,0.042038834951455155,0.03999999999999915,206,
2026-05-08,VPG,VAL,entry,600,66.35,0.0199999999999999,1.2683333333333309,1.269999999999996,6,
2026-05-08,VPG,VAL,exit,605,66.35,0.0199999999999999,0.4738732394366187,0.39000000000000057,142,
2026-01-02,MNPR,VAL,entry,600,69.5,0.02,0.8433333333333318,0.8199999999999932,30,
2026-01-02,MNPR,VAL,exit,957,69.5,0.02,0.5988888888888889,0.6700000000000017,9,
2026-01-23,PAYO,VAL,entry,840,6.21,0.02,0.009999999999999787,0.009999999999999787,63,
2026-01-23,PAYO,VAL,exit,955,6.21,0.02,0.009999999999999787,0.009999999999999787,99,
2026-02-18,ABX,VAL,entry,720,8.7896,0.0199999999999999,0.029729729729730328,0.02999999999999936,111,
2026-02-18,ABX,VAL,exit,736,8.7896,0.0199999999999999,0.02876543209876609,0.02999999999999936,81,
2026-01-07,IMTX,VAL,entry,900,10.07,0.0199999999999999,0.04240740740740755,0.03999999999999915,54,
2026-01-07,IMTX,VAL,exit,955,10.07,0.0199999999999999,0.020833333333332888,0.019999999999999574,24,
2026-01-23,BYRN,VAL,entry,780,16.405,0.0199999999999999,0.3207142857142866,0.370000000000001,14,
2026-01-23,BYRN,VAL,exit,955,16.405,0.0199999999999999,0.023939393939393427,0.019999999999999574,66,
2026-02-20,ST,VAL,entry,660,37.61,0.02,0.06326530612244843,0.060000000000002274,98,
2026-02-20,ST,VAL,exit,955,37.61,0.02,0.013590733590733218,0.00999999999999801,259,
2026-04-17,SHAZ,VAL,entry,662,36.67,0.02,0.3278787878787872,0.3100000000000023,33,
2026-04-17,SHAZ,VAL,exit,677,36.67,0.02,,,0,
2026-02-27,IPI,VAL,entry,660,36.875,0.0199999999999999,0.23000000000000398,0.23000000000000398,5,
2026-02-27,IPI,VAL,exit,955,36.875,0.0199999999999999,0.19999999999999574,0.19999999999999574,5,
2026-04-21,HWKN,VAL,entry,661,170.5,0.0199999999999999,0.783333333333322,0.9499999999999886,3,
2026-04-21,HWKN,VAL,exit,957,170.5,0.0199999999999999,0.38844444444444676,0.4000000000000057,90,
2026-02-12,AKAM,VAL,entry,600,104.13,0.0199999999999999,0.14052083333333446,0.15000000000000568,96,
2026-02-12,AKAM,VAL,exit,650,104.13,0.0199999999999999,0.0811940298507451,0.0899999999999892,201,
2026-05-11,STRT,VAL,entry,720,64.88,0.02,1.2800000000000011,1.2800000000000011,1,
2026-05-11,STRT,VAL,exit,893,64.88,0.02,1.269999999999996,1.269999999999996,2,
2026-05-06,FLEX,VAL,entry,780,129.86,0.0200000000000001,0.1161497326203213,0.10999999999998522,187,
2026-05-06,FLEX,VAL,exit,895,129.86,0.0200000000000001,0.18109634551494977,0.12999999999999545,301,
2026-01-21,ALLY,VAL,entry,600,42.89,0.0199999999999999,0.0863928571428567,0.09000000000000341,280,
2026-01-21,ALLY,VAL,exit,955,42.89,0.0199999999999999,0.013159340659341556,0.010000000000005116,364,
2026-05-12,HLIO,VAL,entry,600,77.41,0.0199999999999999,0.7378571428571407,0.5699999999999932,56,
2026-05-12,HLIO,VAL,exit,955,77.41,0.0199999999999999,0.2683673469387794,0.21000000000000796,49,
2026-02-02,MAZE,VAL,entry,600,46.08,0.0199999999999999,0.27111111111111136,0.2700000000000031,27,
2026-02-02,MAZE,VAL,exit,955,46.08,0.0199999999999999,0.15202702702702703,0.14999999999999858,74,
2026-03-10,AESI,VAL,entry,600,12.32,0.0199999999999999,0.030135135135134494,0.02999999999999936,74,
2026-03-10,AESI,VAL,exit,955,12.32,0.0199999999999999,0.010402930402930747,0.009999999999999787,273,
2026-01-27,TCPC,VAL,entry,600,5.3545,0.02,0.010000000000000675,0.010000000000000675,6,
2026-01-27,TCPC,VAL,exit,955,5.3545,0.02,0.009999999999999946,0.009999999999999787,272,
2026-02-02,KRMD,VAL,entry,720,5.7265,0.02,0.04857142857142845,0.04999999999999982,28,
2026-02-02,KRMD,VAL,exit,955,5.7265,0.02,0.010705128205128426,0.010000000000000675,156,
2026-02-04,ALGT,VAL,entry,660,99.52,0.02,0.2096153846153858,0.23000000000000398,26,
2026-02-04,ALGT,VAL,exit,955,99.52,0.02,0.2143089430894295,0.1700000000000017,123,
2026-03-19,YPF,VAL,entry,720,42.02,0.02,0.0632061068702306,0.060000000000002274,131,
2026-03-19,YPF,VAL,exit,955,42.02,0.02,0.011925925925926817,0.00999999999999801,135,
2026-02-02,ARDT,VAL,entry,660,8.57,0.02,0.031515151515150844,0.02999999999999936,33,
2026-02-02,ARDT,VAL,exit,955,8.57,0.02,0.019583333333332915,0.019999999999999574,48,
2026-04-23,OBE,VAL,entry,600,13.24,0.02,0.03378176382660682,0.030000000000001137,669,
2026-04-23,OBE,VAL,exit,955,13.24,0.02,0.011115537848606161,0.010000000000001563,251,
2026-02-23,FET,VAL,entry,600,61.315,0.02,0.28500000000000014,0.28500000000000014,8,
2026-02-23,FET,VAL,exit,955,61.315,0.02,0.16964912280701658,0.18999999999999773,57,
2026-01-21,IMCR,VAL,entry,900,35.3,0.02,0.21000000000000085,0.21000000000000085,2,
2026-01-21,IMCR,VAL,exit,955,35.3,0.02,0.1207692307692286,0.10999999999999943,13,
2026-05-29,AI,VAL,entry,720,10.925,0.02,0.009999999999999787,0.009999999999999787,80,
2026-05-29,AI,VAL,exit,955,10.925,0.02,0.01002141327623105,0.009999999999999787,467,
2026-02-12,HNGE,VAL,entry,600,39.86,0.02,0.1091304347826083,0.09000000000000341,69,
2026-02-12,HNGE,VAL,exit,848,39.86,0.02,0.10513888888888909,0.10999999999999943,72,
2026-02-26,HGTY,VAL,entry,661,12.1,0.02,0.13888888888888948,0.14000000000000057,9,
2026-02-26,HGTY,VAL,exit,955,12.1,0.02,0.04084745762711844,0.049999999999998934,59,
2026-05-12,NOVT,VAL,entry,600,158.82,0.02,1.3006666666666775,1.2900000000000205,15,
2026-05-12,NOVT,VAL,exit,955,158.82,0.02,0.5024827586206856,0.4800000000000182,145,
2026-04-17,CALY,VAL,entry,720,15.32,0.02,0.009999999999999787,0.009999999999999787,257,
2026-04-17,CALY,VAL,exit,955,15.32,0.02,0.010375426621160188,0.009999999999999787,293,
2026-03-23,ETON,VAL,entry,600,23.8349,0.0199999999999999,0.25,0.25,1,
2026-03-23,ETON,VAL,exit,955,23.8349,0.0199999999999999,0.03388059701492587,0.030000000000001137,134,
2026-04-02,CLDX,VAL,entry,660,31.255,0.0199999999999999,0.14632352941176333,0.13999999999999702,68,
2026-04-02,CLDX,VAL,exit,955,31.255,0.0199999999999999,0.03274949083503061,0.020000000000003126,491,
2026-05-26,TX,VAL,entry,600,49.51,0.02,0.4805555555555594,0.480000000000004,18,
2026-05-26,TX,VAL,exit,955,49.51,0.02,0.06931818181818071,0.07000000000000028,88,
2026-05-13,RVI,VAL,entry,780,73.5,0.0199999999999999,0.9090909090909091,1.0,11,
2026-05-13,RVI,VAL,exit,784,73.5,0.0199999999999999,0.8300000000000037,0.9500000000000028,13,
2026-02-24,STAA,VAL,entry,780,19.69,0.0199999999999999,0.02465517241379359,0.020000000000003126,58,
2026-02-24,STAA,VAL,exit,955,19.69,0.0199999999999999,0.014690721649484872,0.010000000000001563,194,
2026-05-12,CEVA,VAL,entry,600,38.125,0.02,0.1528571428571422,0.14000000000000057,70,
2026-05-12,CEVA,VAL,exit,609,38.125,0.02,0.16476190476190447,0.1599999999999966,63,
2026-03-02,ECPG,VAL,entry,720,71.6601,0.0199999999999999,0.28000000000000114,0.28000000000000114,2,
2026-03-02,ECPG,VAL,exit,955,71.6601,0.0199999999999999,0.10281249999999797,0.10999999999999943,64,
2026-04-30,QTWO,VAL,entry,660,49.965,0.0199999999999999,0.2488349514563102,0.19999999999999574,103,
2026-04-30,QTWO,VAL,exit,955,49.965,0.0199999999999999,0.058678160919540194,0.05000000000000426,174,
2026-02-27,DELL,VAL,entry,660,145.6299,0.02,0.1354954954954962,0.12999999999999545,333,
2026-02-27,DELL,VAL,exit,930,145.6299,0.02,0.055259259259260264,0.05000000000001137,540,
2026-01-08,AAMI,VAL,entry,720,50.43,0.02,0.21272727272727465,0.22000000000000597,22,
2026-01-08,AAMI,VAL,exit,956,50.43,0.02,0.07709677419354703,0.0799999999999983,31,
2026-03-09,OSIS,VAL,entry,720,273.865,0.02,2.040235294117638,1.7799999999999727,85,
2026-03-09,OSIS,VAL,exit,922,273.865,0.02,2.5715624999999864,2.2099999999999795,32,
2026-02-19,XNCR,VAL,entry,660,11.75,0.0199999999999999,0.10488372093023206,0.09999999999999964,43,
2026-02-19,XNCR,VAL,exit,955,11.75,0.0199999999999999,0.022170542635658964,0.019999999999999574,129,
2026-03-16,NBIS,VAL,entry,780,131.44,0.02,0.08531818181818322,0.07999999999998408,440,
2026-03-16,NBIS,VAL,exit,955,131.44,0.02,0.0730769230769237,0.06999999999999318,949,
2026-01-09,OCS,VAL,entry,660,23.5704,0.02,0.17999999999999972,0.17999999999999972,1,
2026-01-09,OCS,VAL,exit,955,23.5704,0.02,0.07000000000000028,0.07000000000000028,1,
2026-03-04,IRTC,VAL,entry,600,128.85,0.0199999999999999,1.2181481481481413,1.5199999999999818,54,
2026-03-04,IRTC,VAL,exit,602,128.85,0.0199999999999999,1.5085714285714127,1.7399999999999807,7,
2026-01-06,CAMT,VAL,entry,600,132.76,0.02,0.2853260869565258,0.28000000000000114,92,
2026-01-06,CAMT,VAL,exit,955,132.76,0.02,0.18391304347826043,0.15000000000000568,23,
2026-05-07,ALB,VAL,entry,600,217.625,0.0199999999999999,0.7969306930693104,0.8800000000000239,101,
2026-05-07,ALB,VAL,exit,955,217.625,0.0199999999999999,0.22733333333333677,0.21999999999999886,525,
2026-01-27,SMHI,VAL,entry,720,6.93,0.02,0.09999999999999964,0.09999999999999964,2,
2026-01-27,SMHI,VAL,exit,955,6.93,0.02,0.0286111111111105,0.02999999999999936,36,
2026-05-07,WHR,VAL,entry,600,47.625,0.02,0.09750936329588031,0.0800000000000054,534,
2026-05-07,WHR,VAL,exit,606,47.625,0.02,0.0920080862533693,0.0899999999999963,742,
2026-01-26,CVRX,VAL,entry,600,7.695,0.02,0.032727272727272785,0.03000000000000025,33,
2026-01-26,CVRX,VAL,exit,955,7.695,0.02,0.011868131868131616,0.009999999999999787,91,
2026-03-31,MXL,VAL,entry,780,17.26,0.0200000000000001,0.04979591836734641,0.03999999999999915,147,
2026-03-31,MXL,VAL,exit,955,17.26,0.0200000000000001,0.022786885245901795,0.019999999999999574,244,
2026-02-04,ALGN,VAL,entry,900,162.74,0.0200000000000001,0.36971631205673916,0.3499999999999943,141,
