day,symbol,hour,entry_m,entry,ref,sess_open,hour_high,price,gate5,f_mir2,f_up2,f_abs,f_rand,filled_cap,uptick,low_to_entry,sess_low,stop_a,rpct_a,rr_a_bare,why_a_bare,exitm_a_bare,rr_a_tgt,why_a_tgt,exitm_a_tgt,stop_b,rpct_b,rr_b_bare,why_b_bare,exitm_b_bare,rr_b_tgt,why_b_tgt,exitm_b_tgt
2025-03-03,AMR,9,600,140.825,140.995,140.89,146.6198,140.825,False,False,False,True,False,True,False,140.27,130.87,143.64149999999998,0.019999999999999934,3.3765311556896935,eod,955,2.0,target,820,146.6198,0.04114894372448081,1.6411265272313067,eod,955,1.6411265272313067,eod,955
2025-03-03,AMR,13,840,136.09,135.63,140.89,139.34,136.09,False,True,False,False,False,True,True,134.73,130.87,138.8118,0.02000000000000001,1.7543537364979067,eod,955,1.7543537364979067,eod,955,139.34,0.023881255051803954,1.469230769230771,eod,955,1.469230769230771,eod,955
2025-03-03,AMRX,11,720,9.105,9.11,8.69,9.16,9.105,True,True,True,False,False,True,False,8.68,8.68,9.2871,0.020000000000000014,1.8396485447556319,eod,955,1.8396485447556319,eod,955,9.196050000000001,0.010000000000000106,3.679297089511228,eod,955,2.0,target,805
2025-03-03,ARKW,9,600,107.61,107.73,110.31,110.8999,107.61,False,True,False,False,False,True,False,107.305,102.91,109.7622,0.02000000000000007,1.8887649846668448,eod,955,2.0,target,940,110.8999,0.03057243750580804,1.2355998662573313,eod,955,1.2355998662573313,eod,955
2025-03-03,AVBP,9,600,22.755,22.8,23.55,23.65,22.755,False,True,False,False,False,True,False,22.73,21.92,23.2101,0.020000000000000073,-1.0947703801362287,stop,774,-1.0947703801362287,stop,774,23.65,0.03933201494177102,0.7821229050279326,eod,955,0.7821229050279326,eod,955
2025-03-03,AVBP,10,660,22.975,22.9475,23.55,23.02,22.975,False,False,False,True,False,True,True,22.54,21.92,23.434500000000003,0.020000000000000087,2.002176278563651,eod,955,2.0,target,935,23.20475,0.009999999999999966,-1.2110119695320916,stop,774,-1.2110119695320916,stop,774
2025-03-03,AVBP,12,780,23.13,23.06,23.55,23.23,23.13,False,False,False,True,False,True,True,22.54,21.92,23.5926,0.020000000000000084,2.3238218763510483,eod,955,2.0,target,927,23.3613,0.010000000000000042,4.647643752702097,eod,955,2.0,target,828
2025-03-03,BABX,14,900,35.71,35.79,37.63,36.89,35.71,False,True,False,False,False,True,False,35.62,35.11,36.4242,0.01999999999999995,0.24502940352843,eod,955,0.24502940352843,eod,955,36.89,0.033043965275833094,0.14830508474576637,eod,955,0.14830508474576637,eod,955
2025-03-03,BAND,13,840,15.56,15.54,15.97,15.88,15.56,False,True,False,False,False,True,True,15.46,14.96,15.8712,0.019999999999999966,1.205012853470439,eod,955,1.205012853470439,eod,955,15.88,0.02056555269922881,1.171874999999999,eod,955,1.171874999999999,eod,955
2025-03-03,BKV,13,840,19.685,19.69,20.22,19.89,19.685,False,False,False,True,False,True,False,19.33,19.03,20.078699999999998,0.019999999999999952,1.0795021590043135,eod,955,1.0795021590043135,eod,955,19.89,0.010414020828041751,2.0731707317072847,eod,955,2.0,target,897
2025-03-03,BOOM,13,840,8.31,8.315,8.53,8.58,8.31,False,True,False,False,False,True,False,8.28,8.16,8.4762,0.019999999999999987,0.7166064981949541,eod,955,0.7166064981949541,eod,955,8.58,0.032490974729241826,0.44111111111111667,eod,955,0.44111111111111667,eod,955
