day,symbol,hour,entry_m,entry,ref,sess_open,hour_high,price,gate5,f_mir2,f_up2,f_abs,f_rand,filled_cap,uptick,low_to_entry,sess_low,stop_a,rpct_a,rr_a_bare,why_a_bare,exitm_a_bare,rr_a_tgt,why_a_tgt,exitm_a_tgt,stop_b,rpct_b,rr_b_bare,why_b_bare,exitm_b_bare,rr_b_tgt,why_b_tgt,exitm_b_tgt
2025-10-01,AGYS,12,781,99.59,100.015,104.74,100.19,99.59,False,False,False,True,False,True,False,98.0,98.0,101.5818,0.019999999999999976,-1.0509999999999955,stop,853,-1.0509999999999955,stop,853,100.58590000000001,0.01000000000000006,-1.1009999999999838,stop,844,-1.1009999999999838,stop,844
2025-10-01,AVGG,11,720,28.6597,28.63,27.19,28.649,28.6597,True,True,True,False,False,True,True,26.9,26.9,29.232894,0.020000000000000028,0.8892277309253088,eod,955,0.8892277309253088,eod,955,28.946297,0.010000000000000014,1.7784554618506176,eod,955,2.0,target,907
2025-10-01,AVGG,13,841,28.62,28.58,27.19,28.927,28.62,True,False,False,True,False,True,True,26.9,26.9,29.192400000000003,0.020000000000000063,0.8211041229909171,eod,955,0.8211041229909171,eod,955,28.927,0.010726764500349357,1.530944625407181,eod,955,2.0,target,923
2025-10-01,BIVI,11,723,1.9901,1.9989,1.89,2.035,1.9901,True,True,True,False,False,True,False,1.89,1.89,2.029902,0.019999999999999945,0.0025124365609765654,eod,956,0.0025124365609765654,eod,956,2.035,0.022561680317572063,0.0022271714922046464,eod,956,0.0022271714922046464,eod,956
2025-10-01,CAG,9,600,18.84,18.84,18.835,19.0,18.84,False,False,False,True,False,True,False,18.43,18.43,19.2168,0.019999999999999966,-1.0509999999999968,stop,856,-1.0509999999999968,stop,856,19.0284,0.010000000000000077,-1.1009999999999796,stop,647,-1.1009999999999796,stop,647
2025-10-01,CALM,9,600,93.26,93.285,87.0,93.68,93.26,True,True,True,False,False,True,False,86.64,86.64,95.1252,0.020000000000000014,0.2090928586746731,eod,955,0.2090928586746731,eod,955,94.19260000000001,0.010000000000000083,-1.2221804632210707,stop,602,-1.2221804632210707,stop,602
2025-10-01,CHEF,14,900,55.09,55.15,57.7,55.6173,55.09,False,False,False,True,False,True,False,54.2,54.2,56.19180000000001,0.020000000000000077,0.13614086041024243,eod,955,0.13614086041024243,eod,955,55.6409,0.009999999999999974,0.2722817208204866,eod,955,0.2722817208204866,eod,955
2025-10-01,CRMG,12,780,11.32,11.3096,11.58,11.4299,11.32,False,False,False,True,False,True,True,11.29,11.26,11.5464,0.019999999999999993,-0.7729681978798542,eod,955,-0.7729681978798542,eod,955,11.433200000000001,0.010000000000000075,-1.2053445229681743,stop,941,-1.2053445229681743,stop,941
2025-10-01,CURE,9,600,87.45,87.4976,84.56,87.65,87.45,False,True,True,False,False,True,False,84.56,84.56,89.199,0.019999999999999945,-1.051572327044023,stop,803,-1.051572327044023,stop,803,88.3245,0.009999999999999972,-1.1009999999999827,stop,681,-1.1009999999999827,stop,681
2025-10-01,DGX,12,780,183.77,183.39,190.68,184.64,183.77,False,False,False,True,False,True,True,181.91,181.81,187.4454,0.01999999999999998,0.3700277520814102,eod,955,0.3700277520814102,eod,955,185.60770000000002,0.010000000000000066,0.7400555041628146,eod,955,0.7400555041628146,eod,955
