day,symbol,hour,entry_m,entry,ref,sess_open,hour_high,price,gate5,f_mir2,f_up2,f_abs,f_rand,filled_cap,uptick,low_to_entry,sess_low,stop_a,rpct_a,rr_a_bare,why_a_bare,exitm_a_bare,rr_a_tgt,why_a_tgt,exitm_a_tgt,stop_b,rpct_b,rr_b_bare,why_b_bare,exitm_b_bare,rr_b_tgt,why_b_tgt,exitm_b_tgt
2025-05-01,AAON,12,780,95.095,95.095,100.0,95.86,95.095,False,False,False,True,False,True,False,94.15,94.12,96.9969,0.019999999999999976,-1.0509999999999966,stop,943,-1.0509999999999966,stop,943,96.04595,0.010000000000000063,-1.1009999999999889,stop,882,-1.1009999999999889,stop,882
2025-05-01,AEIS,10,660,113.105,113.075,110.26,113.4733,113.105,False,True,True,False,False,True,True,108.13,108.07,115.36710000000001,0.02000000000000003,1.606913929534503,eod,955,1.606913929534503,eod,955,114.23605,0.010000000000000016,-1.1009999999999893,stop,678,-1.1009999999999893,stop,678
2025-05-01,AEIS,12,780,111.96,111.95,110.26,112.84,111.96,False,False,False,True,False,True,True,108.13,108.07,114.19919999999999,0.019999999999999973,1.112004287245444,eod,955,1.112004287245444,eod,955,113.0796,0.010000000000000049,2.224008574490874,eod,955,2.0,target,863
2025-05-01,AGI,9,600,23.92,23.9,25.24,25.75,23.92,False,True,False,False,False,True,True,23.84,23.84,24.398400000000002,0.020000000000000025,-1.050999999999998,stop,609,-1.050999999999998,stop,609,25.75,0.07650501672240795,-1.0140710382513654,stop,774,-1.0140710382513654,stop,774
2025-05-01,AGI,12,780,25.84,25.83,25.24,25.87,25.84,False,True,True,False,False,True,True,23.84,23.84,26.3568,0.019999999999999997,0.164473684210528,eod,955,0.164473684210528,eod,955,26.0984,0.010000000000000068,0.3289473684210537,eod,955,0.3289473684210537,eod,955
2025-05-01,ALGN,9,600,185.14,184.75,190.0,191.6132,185.14,False,True,False,False,False,True,True,182.49,176.5,188.84279999999998,0.019999999999999983,2.049800151236897,eod,955,2.0,target,769,191.6132,0.03496381116992557,1.1725267255762144,eod,955,1.1725267255762144,eod,955
2025-05-01,AMN,9,600,20.765,20.67,20.68,20.93,20.765,False,False,False,True,False,True,True,19.9,19.9,21.180300000000003,0.020000000000000094,0.6380929448591363,eod,955,0.6380929448591363,eod,955,20.97265,0.010000000000000047,-1.1009999999999869,stop,601,-1.1009999999999869,stop,601
2025-05-01,ATMU,10,660,35.81,35.79,34.9,35.92,35.81,False,False,False,True,False,True,True,33.9301,33.9301,36.5262,0.020000000000000014,0.5724657916783068,eod,955,0.5724657916783068,eod,955,36.1681,0.010000000000000007,1.1449315833566136,eod,955,1.1449315833566136,eod,955
2025-05-01,ATRC,12,780,28.765,28.76,29.92,28.83,28.765,False,False,False,True,False,True,True,28.29,28.29,29.340300000000003,0.020000000000000073,-1.0509999999999957,stop,819,-1.0509999999999957,stop,819,29.05265,0.009999999999999976,-1.1009999999999898,stop,801,-1.1009999999999898,stop,801
2025-05-01,AXGN,11,721,16.9,16.89,16.32,17.26,16.9,True,False,False,True,False,True,True,16.04,16.04,17.238,0.02000000000000006,1.1242603550295796,eod,955,1.1242603550295796,eod,955,17.26,0.02130177514792917,1.055555555555544,eod,955,1.055555555555544,eod,955
2025-05-01,BLDR,9,600,116.89,116.46,116.05,117.28,116.89,False,False,False,True,False,True,True,111.89,111.42,119.2278,0.02000000000000001,1.8992214902900142,eod,955,2.0,target,829,118.05890000000001,0.010000000000000066,-1.1009999999999942,stop,602,-1.1009999999999942,stop,602
2025-05-01,BR,9,600,227.76,226.97,237.18,237.18,227.76,False,True,False,False,False,True,True,224.195,224.195,232.3152,0.02000000000000006,-1.0509999999999973,stop,685,-1.0509999999999973,stop,685,237.18,0.04135932560590102,-0.1804670912951183,eod,955,-0.1804670912951183,eod,955
2025-05-01,CMP,14,900,13.26,13.26,13.31,13.351,13.26,False,False,False,True,False,True,False,13.17,12.99,13.5252,0.020000000000000007,0.6033182503770742,eod,955,0.6033182503770742,eod,955,13.3926,0.010000000000000004,1.2066365007541484,eod,955,1.2066365007541484,eod,955
2025-05-01,CMPR,9,600,38.21,38.365,40.05,40.07,38.21,False,True,False,False,False,True,False,35.21,35.21,38.9742,0.020000000000000063,-1.0509999999999977,stop,619,-1.0509999999999977,stop,619,40.07,0.04867835645119077,-0.4892473118279553,eod,955,-0.4892473118279553,eod,955
2025-05-01,CMPR,10,660,39.47,39.47,40.05,39.53,39.47,False,True,True,False,False,True,False,35.21,35.21,40.2594,0.020000000000000014,0.44337471497339903,eod,955,0.44337471497339903,eod,955,39.8647,0.010000000000000007,-1.1009999999999884,stop,854,2.0,target,773
2025-05-01,EG,9,600,345.42,345.41,325.0,350.88,345.42,True,True,True,False,False,True,True,325.0,325.0,352.32840000000004,0.020000000000000084,0.8866018180765408,eod,955,0.8866018180765408,eod,955,350.88,0.015806843842278904,1.121794871794876,eod,955,1.121794871794876,eod,955
2025-05-01,ESE,14,900,161.98,161.985,157.62,162.56,161.98,False,False,False,True,False,True,False,155.305,155.305,165.21959999999999,0.019999999999999976,-0.13890603778244773,eod,955,-0.13890603778244773,eod,955,163.5998,0.009999999999999988,-0.27781207556489546,eod,955,-0.27781207556489546,eod,955
2025-05-01,EXTR,10,660,13.63,13.63,13.32,13.65,13.63,False,False,False,True,False,True,False,13.3,13.3,13.902600000000001,0.020000000000000046,-1.0509999999999926,stop,859,-1.0509999999999926,stop,859,13.766300000000001,0.010000000000000023,-1.1009999999999893,stop,796,-1.1009999999999893,stop,796
2025-05-01,FRST,10,662,8.53,8.525,8.2,8.565,8.53,False,True,True,False,False,True,True,8.16,8.16,8.7006,0.02000000000000004,-1.1061547479484175,stop,847,-1.1061547479484175,stop,847,8.6153,0.01000000000000002,-1.1009999999999867,stop,824,-1.1009999999999867,stop,824
2025-05-01,GL,9,600,114.12,113.965,111.13,118.9482,114.12,True,True,True,False,False,True,True,111.13,111.13,116.4024,0.01999999999999996,-1.0740689624956126,stop,604,-1.0740689624956126,stop,604,118.9482,0.04230809674027335,-1.0246361376910633,stop,751,-1.0246361376910633,stop,751
2025-05-01,GPK,9,600,21.39,21.38,21.39,22.21,21.39,False,False,False,True,False,True,True,21.17,20.86,21.817800000000002,0.02000000000000006,-1.0509999999999937,stop,605,-1.0509999999999937,stop,605,22.21,0.038335670874240314,0.012195121951221414,eod,955,0.012195121951221414,eod,955
2025-05-01,GPK,10,660,21.9,21.9,21.39,21.94,21.9,False,True,True,False,False,True,False,21.17,20.86,22.337999999999997,0.01999999999999995,1.1872146118721483,eod,955,2.0,target,899,22.119,0.010000000000000056,2.3744292237442775,eod,955,2.0,target,709
2025-05-01,GPK,11,720,21.4,21.39,21.39,21.9,21.4,False,True,False,False,False,True,True,21.17,20.86,21.828,0.02000000000000004,0.04672897196261574,eod,955,0.04672897196261574,eod,955,21.9,0.023364485981308414,0.03999999999999915,eod,955,0.03999999999999915,eod,955
2025-05-01,GPK,12,780,21.48,21.475,21.39,21.51,21.48,False,False,False,True,False,True,True,21.17,20.86,21.9096,0.020000000000000028,0.23277467411545918,eod,955,0.23277467411545918,eod,955,21.6948,0.010000000000000014,0.46554934823091837,eod,955,2.0,target,896
2025-05-01,GPK,14,900,21.005,21.0007,21.39,21.56,21.005,False,True,False,False,False,True,True,20.96,20.86,21.4251,0.02000000000000007,-1.0509999999999957,stop,951,-1.0509999999999957,stop,951,21.56,0.026422280409426315,-0.675675675675676,eod,955,-0.675675675675676,eod,955
2025-05-01,GVA,9,601,80.06,80.04,79.62,81.81,80.06,False,False,False,True,False,True,True,76.57,76.57,81.66120000000001,0.02000000000000007,-1.0509999999999904,stop,657,-1.0509999999999904,stop,657,81.81,0.0218586060454659,0.12571428571428506,eod,955,0.12571428571428506,eod,955
