day,symbol,hour,entry_m,entry,ref,sess_open,hour_high,price,gate5,f_mir2,f_up2,f_abs,f_rand,filled_cap,uptick,low_to_entry,sess_low,stop_a,rpct_a,rr_a_bare,why_a_bare,exitm_a_bare,rr_a_tgt,why_a_tgt,exitm_a_tgt,stop_b,rpct_b,rr_b_bare,why_b_bare,exitm_b_bare,rr_b_tgt,why_b_tgt,exitm_b_tgt
2026-03-02,AERO,9,600,18.315,18.04,18.5,18.94,18.315,False,True,False,False,False,True,True,18.0,17.7,18.6813,0.01999999999999994,1.2285012285012398,eod,955,1.2285012285012398,eod,955,18.94,0.03412503412503412,0.7200000000000045,eod,955,0.7200000000000045,eod,955
2026-03-02,AERO,10,663,18.295,18.28,18.5,18.55,18.295,False,False,False,True,False,True,True,18.0,17.7,18.6609,0.019999999999999993,1.175184476632969,eod,955,1.175184476632969,eod,955,18.55,0.01393823449029784,1.686274509803941,eod,955,2.0,target,913
2026-03-02,AII,11,721,20.95,20.79,20.27,21.13,20.95,False,False,False,True,False,True,True,20.15,20.15,21.369,0.020000000000000025,-0.5727923627685005,eod,955,-0.5727923627685005,eod,955,21.159499999999998,0.009999999999999927,-1.1009999999999815,stop,952,-1.1009999999999815,stop,952
2026-03-02,AII,12,781,20.8,20.8,20.27,20.95,20.8,False,False,False,True,False,True,False,20.15,20.15,21.216,0.020000000000000018,-0.9375000000000006,eod,955,-0.9375000000000006,eod,955,21.008000000000003,0.010000000000000094,-1.5918749999999626,stop,812,-1.5918749999999626,stop,812
2026-03-02,AII,13,840,20.915,20.915,20.27,21.11,20.915,False,False,False,True,False,True,False,20.15,20.15,21.3333,0.0200000000000001,-0.6574229022232865,eod,955,-0.6574229022232865,eod,955,21.12415,0.01000000000000005,-1.1009999999999927,stop,952,-1.1009999999999927,stop,952
2026-03-02,ALTI,11,722,4.595,4.6,4.36,4.63,4.595,True,True,True,False,False,True,False,4.31,4.31,4.6869,0.019999999999999973,0.05440696409140262,eod,957,0.05440696409140262,eod,957,4.64095,0.010000000000000083,-1.1009999999999938,stop,764,-1.1009999999999938,stop,764
2026-03-02,AMPH,9,600,20.36,20.38,20.3,20.75,20.36,False,False,False,True,False,True,False,19.99,19.95,20.7672,0.01999999999999998,-1.0509999999999955,stop,880,-1.0509999999999955,stop,880,20.75,0.019155206286836965,-1.053205128205118,stop,880,-1.053205128205118,stop,880
2026-03-02,AMPH,12,780,20.0299,20.0201,20.3,20.12,20.0299,False,False,False,True,False,True,True,19.95,19.95,20.430498,0.01999999999999993,-1.0509999999999904,stop,844,-1.0509999999999904,stop,844,20.230199000000002,0.010000000000000056,-1.1009999999999829,stop,813,-1.1009999999999829,stop,813
2026-03-02,AMPY,10,660,5.92,5.92,6.0,6.05,5.92,False,False,False,True,False,True,False,5.76,5.705,6.0384,0.02000000000000005,0.2533783783783799,eod,955,0.2533783783783799,eod,955,6.05,0.021959459459459443,0.23076923076923286,eod,955,0.23076923076923286,eod,955
2026-03-02,ARKF,12,780,39.829,39.81,37.99,39.92,39.829,True,False,False,True,False,True,True,37.99,37.99,40.62558,0.01999999999999997,-0.06402370132315902,eod,955,-0.06402370132315902,eod,955,40.22729,0.010000000000000073,-0.1280474026463169,eod,955,-0.1280474026463169,eod,955
2026-03-02,ARKO,11,721,6.15,6.15,6.38,6.18,6.15,False,False,False,True,False,True,False,6.06,6.06,6.273000000000001,0.020000000000000035,-1.0509999999999944,stop,739,-1.0509999999999944,stop,739,6.2115,0.009999999999999945,-1.1009999999999867,stop,735,-1.1009999999999867,stop,735
2026-03-02,ARLO,9,600,15.065,15.065,15.16,15.335,15.065,False,False,False,True,False,True,False,14.78,14.78,15.366299999999999,0.019999999999999966,-1.0509999999999948,stop,621,-1.0509999999999948,stop,621,15.335,0.017922336541652928,-1.0567962962962907,stop,618,-1.0567962962962907,stop,618
2026-03-02,ARLO,10,660,15.62,15.62,15.16,15.63,15.62,False,True,True,False,False,True,False,14.78,14.78,15.9324,0.020000000000000014,1.1523687580025581,eod,955,2.0,target,751,15.7762,0.010000000000000007,2.3047375160051162,eod,955,2.0,target,720
2026-03-02,BBAR,12,780,14.06,14.04,14.44,14.48,14.06,False,True,False,False,False,True,True,14.02,13.9922,14.3412,0.020000000000000007,-1.0509999999999955,stop,812,-1.0509999999999955,stop,812,14.48,0.029871977240398286,-1.0344761904761879,stop,918,-1.0344761904761879,stop,918
2026-03-02,BRKU,10,660,22.37,22.3838,23.54,22.9,22.37,False,True,False,False,False,True,False,22.24,22.02,22.817400000000003,0.02000000000000008,0.0,eod,955,0.0,eod,955,22.9,0.02369244523915948,0.0,eod,955,0.0,eod,955
2026-03-02,BRKU,11,721,22.18,22.18,23.54,22.64,22.18,False,False,False,True,False,True,False,22.12,22.02,22.6236,0.02,-0.42831379621280724,eod,955,-0.42831379621280724,eod,955,22.64,0.020739404869251618,-0.41304347826087157,eod,955,-0.41304347826087157,eod,955
2026-03-02,BRKU,12,780,22.225,22.2299,23.54,22.3299,22.225,False,False,False,True,False,True,False,22.06,22.02,22.669500000000003,0.020000000000000063,-0.3262092238470171,eod,955,-0.3262092238470171,eod,955,22.44725,0.009999999999999952,-1.1359055118110024,stop,872,-1.1359055118110024,stop,872
2026-03-02,BRKU,13,840,22.142,22.1499,23.54,22.326,22.142,False,False,False,True,False,True,False,22.06,22.02,22.58484,0.020000000000000018,-0.5148586396892814,eod,955,-0.5148586396892814,eod,955,22.36342,0.010000000000000089,-1.2663716014813213,stop,869,-1.2663716014813213,stop,869
2026-03-02,BSOL,9,600,11.43,11.435,11.1,11.475,11.43,False,True,True,False,False,True,False,11.1,11.1,11.6586,0.02000000000000001,-1.0509999999999944,stop,611,-1.0509999999999944,stop,611,11.5443,0.010000000000000005,-1.1009999999999898,stop,605,-1.1009999999999898,stop,605
2026-03-02,CDRE,11,723,46.115,46.43,44.3,47.3799,46.115,True,False,False,True,False,False,False,44.065,44.065,47.0373,0.019999999999999997,0.09216090209259553,eod,955,0.09216090209259553,eod,955,47.3799,0.027429252954570035,0.06719898806229824,eod,955,0.06719898806229824,eod,955
2026-03-02,CF,9,600,104.905,105.14,107.6,107.8,104.905,False,True,False,False,False,True,False,104.285,102.54,107.0031,0.02000000000000002,0.48853724798627546,eod,955,0.48853724798627546,eod,955,107.8,0.0275963967399075,0.35405872193437204,eod,955,0.35405872193437204,eod,955
2026-03-02,CLB,9,600,17.21,17.22,17.96,18.0,17.21,False,True,False,False,False,True,False,16.65,16.65,17.5542,0.020000000000000042,-0.14526438117373797,eod,955,-0.14526438117373797,eod,955,18.0,0.045903544450900585,-0.06329113924050729,eod,955,-0.06329113924050729,eod,955
2026-03-02,CRC,9,600,59.51,59.51,62.0,62.48,59.51,False,True,False,False,False,True,False,58.775,58.775,60.7002,0.020000000000000073,-1.0844731977818811,stop,686,-1.0844731977818811,stop,686,62.48,0.04990757855822549,-0.5993265993265999,eod,955,-0.5993265993265999,eod,955
2026-03-02,CSIQ,12,780,16.84,16.83,17.02,16.975,16.84,False,False,False,True,False,True,True,16.23,16.23,17.1768,0.020000000000000014,-1.0509999999999937,stop,954,-1.0509999999999937,stop,954,17.0084,0.010000000000000111,-1.1009999999999878,stop,816,-1.1009999999999878,stop,816
2026-03-02,CSIQ,13,840,16.87,16.855,17.02,17.01,16.87,False,False,False,True,False,True,True,16.23,16.23,17.2074,0.019999999999999928,-0.9039715471250764,eod,955,-0.9039715471250764,eod,955,17.038700000000002,0.01000000000000007,-1.1009999999999813,stop,858,-1.1009999999999813,stop,858
2026-03-02,CYD,10,660,46.61,46.66,49.28,47.08,46.61,False,False,False,True,False,True,False,46.0,46.0,47.5422,0.020000000000000035,-0.3164556962025329,eod,955,-0.3164556962025329,eod,955,47.08,0.010083673031538272,-0.6276595744680903,eod,955,-0.6276595744680903,eod,955
2026-03-02,CYD,11,720,46.8,46.8,49.28,47.0,46.8,False,False,False,True,False,True,False,46.0,46.0,47.736,0.02,-0.11217948717949144,eod,955,-0.11217948717949144,eod,955,47.268,0.010000000000000077,-0.22435897435898117,eod,955,-0.22435897435898117,eod,955
2026-03-02,DCO,10,661,131.125,131.125,125.24,131.72,131.125,True,False,False,True,False,True,False,124.18,124.18,133.7475,0.020000000000000018,0.4080076263107692,eod,955,0.4080076263107692,eod,955,132.43625,0.010000000000000009,0.8160152526215384,eod,955,0.8160152526215384,eod,955
2026-03-02,DFEN,9,600,95.4236,95.355,95.0,95.6,95.4236,False,False,False,True,False,True,True,92.5101,92.5101,97.332072,0.020000000000000035,-1.0866284650757265,stop,613,-1.0866284650757265,stop,613,96.37783599999999,0.009999999999999943,-1.1009999999999878,stop,602,-1.1009999999999878,stop,602
2026-03-02,DORM,12,784,115.93,115.545,119.47,116.06,115.93,False,False,False,True,False,True,True,113.54,113.25,118.24860000000001,0.020000000000000028,0.07763305442939987,eod,955,0.07763305442939987,eod,955,117.08930000000001,0.010000000000000014,0.15526610885879974,eod,955,2.0,target,844
2026-03-02,DRIP,9,600,5.61,5.615,5.45,5.7799,5.61,True,True,True,False,False,True,False,5.4,5.4,5.722200000000001,0.02000000000000009,-1.0509999999999928,stop,741,-1.0509999999999928,stop,741,5.7799,0.030285204991087212,0.5297233666862927,eod,955,0.5297233666862927,eod,955
2026-03-02,DRIP,10,660,5.55,5.555,5.45,5.65,5.55,True,False,False,True,False,True,False,5.4,5.4,5.661,0.01999999999999996,-1.0509999999999913,stop,729,-1.0509999999999913,stop,729,5.65,0.018018018018018115,-1.0564999999999924,stop,727,-1.0564999999999924,stop,727
2026-03-02,DRIP,11,720,5.605,5.605,5.45,5.6401,5.605,True,False,False,True,False,True,False,5.4,5.4,5.7171,0.019999999999999976,-1.0509999999999924,stop,738,-1.0509999999999924,stop,738,5.66105,0.009999999999999988,-1.100999999999993,stop,729,-1.100999999999993,stop,729
2026-03-02,DRNZ,9,600,28.28,28.28,27.16,28.29,28.28,False,True,True,False,False,True,False,27.07,26.46,28.8456,0.019999999999999993,2.5459688826025486,eod,955,2.0,target,686,28.562800000000003,0.010000000000000061,-1.1009999999999853,stop,613,-1.1009999999999853,stop,613
2026-03-02,DRNZ,14,900,26.61,26.63,27.16,26.89,26.61,True,False,False,True,False,True,False,26.61,26.46,27.1422,0.019999999999999983,-0.43216835776024165,eod,955,-0.43216835776024165,eod,955,26.89,0.010522360015031986,-0.8214285714285696,eod,955,-0.8214285714285696,eod,955
2026-03-02,ECPG,11,720,71.6601,71.8,66.73,71.91,71.6601,True,True,True,False,False,True,False,66.025,66.025,73.093302,0.01999999999999992,0.5024413864898354,eod,955,0.5024413864898354,eod,955,72.376701,0.00999999999999996,1.0048827729796708,eod,955,1.0048827729796708,eod,955
2026-03-02,EDC,9,600,74.345,74.295,72.16,74.935,74.345,False,True,True,False,False,True,True,72.14,72.14,75.8319,0.020000000000000077,-1.0631851503127163,stop,861,-1.0631851503127163,stop,861,75.08845,0.009999999999999943,-1.130015468424239,stop,614,-1.130015468424239,stop,614
