cell,name,n_signal,n,unshortable,ssr,ssr_blocked,cap_skipped,cf_unfilled,cf_filled,TRAIN_n,TRAIN_g,TRAIN_gpct,TRAIN_ti,TRAIN_tc,TRAIN_cost,TRAIN_net,TRAIN_tin,TRAIN_tcn,TRAIN_mde,TRAIN_ex5,TRAIN_ex5net,TRAIN_wk,TRAIN_bk,TRAIN_green,TRAIN_null95,TRAIN_null50,TRAIN_total,TRAIN_wkmean,TRAIN_worst,TRAIN_streak,TRAIN_bekx,VAL_n,VAL_g,VAL_gpct,VAL_ti,VAL_tc,VAL_cost,VAL_net,VAL_tin,VAL_tcn,VAL_mde,VAL_ex5,VAL_ex5net,VAL_wk,VAL_bk,VAL_green,VAL_null95,VAL_null50,VAL_total,VAL_wkmean,VAL_worst,VAL_streak,VAL_bekx,h1,h2,h1net,h2net
S1,MIR2  |hour ret|>2%   stop 2%      bare,2473,2100,0.07238172260412457,0.10594419733117671,0.06389001213101496,0.02911443590780427,0.24108247758967682,0.15119376734125692,1269,0.1529109376497015,0.30582187529940247,5.124987900807587,4.639369380870329,0.12402980427763932,0.02888113337206218,0.96297013939715,0.8811249184671995,0.10074143060991836,0.024769793650812267,-0.09895942584995894,16.735849056603772,887,52.83018867924528,58.490566037735846,50.943396226415096,1971.019004386469,37.189037818612626,-789.8707069395307,3,1.232856397220559,831,0.12928025852760217,0.25856051705520383,3.088648754890968,2.550413645824649,0.12519488231754475,0.004085376210057416,0.09705563875322944,0.08016617852149295,0.15382809362804994,-0.03220256038875113,-0.1573675515494369,21.608695652173914,497,60.86956521739131,60.86956521739131,52.17391304347826,2140.383828402755,93.0601664522937,-1228.005001219501,5,1.032632134272831,0.16097641030297857,0.14654046559633738,0.03770752959301002,0.02190964975608082
S2,MIR2  |hour ret|>2%   stop 2%      +2R,2473,2100,0.07238172260412457,0.10594419733117671,0.06389001213101496,0.02911443590780427,0.014298909038758264,0.16769424574282604,1269,0.17402891395342718,0.34805782790685386,5.852565067442627,5.3278309687619885,0.1264571425616995,0.04757177139172769,1.5978262746447744,1.4742609116934364,0.10040089080120239,0.17258887366474693,0.04611427670295845,17.71698113207547,939,58.490566037735846,60.37735849056604,54.71698113207547,3507.123069656006,66.17213338973596,-851.7195818185007,3,1.3761888844555936,831,0.14351359511832412,0.2870271902366477,3.6779985466261205,3.0351715554464427,0.12796975074095643,0.015543844377367725,0.3974891882391425,0.3284829773092892,0.14340142244703918,0.14351359511832412,0.015543844377367725,24.043478260869566,553,60.86956521739131,60.86956521739131,52.17391304347826,1873.2044087897214,81.44366994737919,-1193.0224625386584,3,1.1214649890881825,0.17193476948895178,0.17568296317783652,0.04605933868424949,0.04876635857958072
S3,UP2   hour ret>+2%    stop 2%      bare,2013,1726,0.06954793840039741,0.08892200695479384,0.05414803775459513,0.030799801291604534,0.2798963119712731,0.23775847998885005,1071,0.23772578560425334,0.47545157120850573,7.225611927161661,6.186049290277001,0.12565054832751427,0.11207523727673906,3.3868280300268174,2.9367513282139046,0.10789617908696544,0.11039057975871472,-0.015022458468850197,15.150943396226415,803,58.490566037735846,67.9245283018868,60.37735849056604,6902.229946698231,130.23075371128738,-737.3872082084899,3,1.8919597945932516,655,0.20067095397698148,0.40134190795396246,4.1856742674782454,3.5345483072568387,0.12753173751274963,0.0731392164642319,1.5161561068701312,1.2831171591277366,0.16704550967422296,0.03781911326566441,-0.0897123336899981,20.0,460,60.86956521739131,69.56521739130434,56.52173913043478,3861.92278656695,167.90968637247607,-1258.8801647548328,3,1.5734981573266809,0.26216647910588986,0.2180248555978751,0.13741143495705618,0.09165246747709052
S4,UP2   hour ret>+2%    stop 2%      +2R,2013,1726,0.06954793840039741,0.08892200695479384,0.05414803775459513,0.030799801291604534,0.20813581220728453,0.25167956295788063,1071,0.26039443819359176,0.5207888763871826,7.9836993910017515,6.850228830565434,0.12841834357783471,0.13197609461575707,4.039783800811104,3.5216472024735133,0.1069625959375211,0.2587686386031185,0.13032777784740626,15.716981132075471,833,62.264150943396224,69.81132075471697,62.264150943396224,8901.65587846034,167.95577129170454,-905.5019165979086,3,2.0277043834922694,655,0.19438226591806848,0.3887645318361364,4.4128881438981855,3.732579767420244,0.13060179972258887,0.06378046619547964,1.443949722388537,1.224778061136835,0.1534791693051972,0.19438226591806848,0.06378046619547964,21.695652173913043,499,56.52173913043478,69.56521739130434,56.52173913043478,3371.322939792511,146.5792582518483,-892.9607187568212,3,1.4883582487450833,0.27190862358509293,0.2511131892608134,0.14420204513170556,0.12212111258097899
S5,MIR2  |hour ret|>2%   stop hr-high bare,2473,2100,0.07238172260412457,0.10594419733117671,0.06389001213101496,0.02911443590780427,0.3063753736968488,0.2054645428481288,1269,0.21857823421204886,0.205716500930595,5.205946201355704,4.404767879258314,0.18059719079155245,0.03798104342049641,0.9029110206406025,0.7469226738426691,0.1417652030776249,-0.009202061718910639,-0.1864621257326806,17.32075471698113,918,50.943396226415096,56.60377358490566,49.056603773584904,2627.6310450879705,49.57794424694284,-1807.1039278723088,6,1.2103080521575478,831,0.19348478883633471,0.3001012380696372,3.5217377998650696,3.022762412745542,0.16873751633664189,0.02474727249969283,0.44948641059923194,0.3835797552835812,0.20191183589386033,-0.06130733131865719,-0.22639561057438992,21.82608695652174,502,56.52173913043478,69.56521739130434,56.52173913043478,5487.925582452655,238.6054601066372,-1120.4634474295626,4,1.1466613533075862,0.2734159659244348,0.17526493412892308,0.09656156803334552,-0.008288482366803305
S6,MIR2  |hour ret|>2%   stop hr-high +2R,2473,2100,0.07238172260412457,0.10594419733117671,0.06389001213101496,0.02911443590780427,0.2526082083196361,0.18471310633218288,1269,0.20698987906213367,0.2067462845509882,6.024345864988478,5.431015419824515,0.18824286641735027,0.018747012644783425,0.5485537842720434,0.4881718157052873,0.11601165447694907,0.2055265430046117,0.01723900263872228,18.88679245283019,1001,43.39622641509434,52.83018867924528,47.16981132075472,-1349.2421284366876,-25.45739864974882,-1751.4522282860846,3,1.0995894984047878,831,0.14691252389822998,0.21291687143980084,3.5335590737887026,3.4199278492956795,0.17500408240589505,-0.028091558507665124,-0.6776408239182541,-0.651807133511645,0.15279826825818274,0.14691252389822998,-0.028091558507665124,24.695652173913043,568,52.17391304347826,56.52173913043478,47.82608695652174,69.80374662618894,3.034945505486476,-1422.0165516746504,5,0.839480553130692,0.25645844068734236,0.16791739033136238,0.07168826630443736,-0.023068364011642823
P1,"PLACEBO volume, no price (|ret|<=1%) bare",2251,1943,0.06441581519324746,0.10128831630386495,0.06308307418924922,0.011994669035984007,-0.29269374333477716,0.023084331350398526,1192,0.02500755041409838,0.05001510082819666,1.0766528614314643,0.8659833514590214,0.10950406816936047,-0.08449651775526211,-3.6187862339086903,-2.911285349987318,0.0777018657988501,-0.0763408602623158,-0.1859094755404148,15.320754716981131,812,28.30188679245283,41.509433962264154,33.9622641509434,-6808.723215535594,-128.46647576482252,-914.9464231740201,12,0.2283709713452962,751,0.008005014273643677,0.016010028547287364,0.24172808098090362,0.19467400374245558,0.11055981074615844,-0.10255479647251477,-3.0797814381134683,-2.477693586302842,0.11997760354224425,-0.11047652165524592,-0.2210934625896683,18.869565217391305,434,26.08695652173913,39.130434782608695,26.08695652173913,-4712.414094967329,-204.88756934640563,-1190.0534031444333,5,0.07240437750045464,0.007608449432604388,0.035980170868911976,-0.10213779823667708,-0.07337116850501271
P2,"PLACEBO random other hour, same name-days",2013,1776,0.055638350720317975,0.10283159463487332,0.05663189269746647,0.011922503725782407,-0.037162366996783845,0.030947047894980935,1092,0.004115237349499359,0.00823047469899885,0.17635117383323243,0.12515540319794835,0.10801071474803786,-0.10389547739853852,-4.432334713181176,-3.155713617600304,0.07678571084179213,-0.09396847707334277,-0.20199915170181698,14.679245283018869,778,30.18867924528302,37.735849056603776,30.18867924528302,-7714.260991853405,-145.55209418591332,-925.3224526277295,11,0.03810026958065396,684,0.06729223069105555,0.13458446138211055,1.674855325391103,1.3868566830623963,0.10904451818165994,-0.041752287490604376,-1.036680501492544,-0.8582813430246945,0.14098627232913194,-0.07821809211682318,-0.18708197106835175,18.347826086956523,422,52.17391304347826,60.86956521739131,52.17391304347826,1732.2434926067192,75.3149344611617,-753.3340025220057,4,0.6171078731252843,-0.025957187900456084,0.02551473744899743,-0.13385186587957598,-0.08257854891830181
S1-noETB,S1 without the borrow rail,2473,2252,0.07238172260412457,0.10594419733117671,0.06389001213101496,0.02911443590780427,0.24108247758967682,0.15119376734125692,1365,0.17724599771492924,0.3544919954298578,5.6457011490637266,4.928958620943265,0.1237218161302144,0.05352418158471485,1.6976499178245386,1.4982320455468634,0.10715246213531897,0.0354226042796011,-0.08801045057683853,17.67924528301887,937,52.83018867924528,60.37735849056604,54.71698113207547,4652.451867935033,87.78211071575534,-907.8352151724931,3,1.4326171669544672,887,0.11609367127983251,0.23218734255966464,2.8892563521060675,2.229330142552558,0.12463201086821069,-0.008538339588378161,-0.2113188557640249,-0.163069600588926,0.1496645751235889,-0.04465940151724138,-0.16922319656928825,22.391304347826086,515,60.86956521739131,65.21739130434783,52.17391304347826,2805.7884294737,121.99080128146522,-1118.2974466017445,5,0.9314916005214194,0.1898502973568036,0.16724205949719984,0.06666608823201717,0.04309354871353139
S1-noSSR,S1 ignoring SSR,2473,2240,0.07238172260412457,0.10594419733117671,0.06389001213101496,0.02911443590780427,0.24108247758967682,0.15119376734125692,1336,0.14712895795157369,0.2942579159031468,5.0588808040859075,4.535784961531298,0.12438187646361722,0.02274708148795647,0.7780074174273813,0.705068833425826,0.09901274653624159,0.019685241085976562,-0.10441541493436585,17.339622641509433,919,52.83018867924528,56.60377358490566,50.943396226415096,1420.8877006862629,26.80920189974081,-849.927792318445,3,1.1828809962889584,904,0.14130662172105374,0.28261324344210703,3.46980145078718,3.0024877021033225,0.12546066181835214,0.01584595990270162,0.3870339953916755,0.33492920100831897,0.15240177358298876,-0.024410544122270027,-0.1498625764776049,22.0,506,60.86956521739131,69.56521739130434,56.52173913043478,4244.603933406519,184.54799710463126,-858.6721337339219,3,1.1263022183450948,0.16463675187646729,0.13336614668441132,0.041044515660574356,0.008363536977930632
