day,symbol,m,sp_mean,sp_med,mid_med,n_q,err
2025-01-07,EGAN,840,0.09055555555555544,0.08999999999999986,7.295,18,
2025-01-07,EGAN,853,0.06250000000000006,0.07000000000000028,7.135,16,
2025-01-07,EGAN,900,0.040000000000000036,0.040000000000000036,7.109999999999999,4,
2025-01-07,EGAN,956,0.009999999999999787,0.009999999999999787,7.155,2,
2025-01-07,TARA,840,,,,0,
2025-01-07,TARA,934,0.028305084745762408,0.02999999999999936,6.0,59,
2025-01-07,TARA,955,0.029117647058822936,0.02999999999999936,5.955,34,
2025-01-08,PAL,900,0.033999999999999274,0.02999999999999936,9.825,15,
2025-01-08,PAL,955,0.019874999999999577,0.019999999999999574,9.76,160,
2025-01-10,ACOG,902,,,,0,
2025-01-10,ACOG,955,0.10000000000000053,0.10000000000000053,6.1,3,
2025-01-10,RNA,600,0.20277372262773674,0.19000000000000128,30.045,137,
2025-01-10,RNA,605,0.12960317460317547,0.11999999999999922,30.7225,126,
2025-01-10,RNA,720,0.03991935483870999,0.03999999999999915,29.895,124,
2025-01-10,RNA,822,0.07812500000000118,0.08000000000000185,29.369999999999997,48,
2025-01-10,RNA,823,0.10666666666666848,0.11000000000000298,29.299999999999997,27,
2025-01-10,RNA,900,0.05965517241379361,0.07000000000000028,28.975,29,
2025-01-10,RNA,955,0.03877551020408163,0.03999999999999915,29.485,245,
2025-01-10,TKNO,600,0.2160000000000002,0.22000000000000064,7.965,5,
2025-01-10,TKNO,602,0.25,0.25,7.965,1,
2025-01-10,TKNO,626,0.11374999999999913,0.129999999999999,8.215,8,
2025-01-10,TKNO,660,,,,0,
2025-01-10,TKNO,955,0.0600000000000005,0.0600000000000005,8.11,10,
2025-01-13,CTKB,720,0.016923076923076562,0.019999999999999574,7.16,13,
2025-01-13,CTKB,955,0.010660377358490339,0.009999999999999787,7.2,106,
2025-01-13,IRON,600,0.9500000000000007,0.8949999999999996,58.557500000000005,10,
2025-01-13,IRON,955,0.2965909090909084,0.30999999999999517,58.805,44,
2025-01-13,KTOS,720,0.016000000000000368,0.019999999999999574,30.54,45,
2025-01-13,KTOS,765,0.03722222222222241,0.03999999999999915,30.8,72,
2025-01-13,KTOS,955,0.02027863777089803,0.010000000000001563,30.935000000000002,323,
2025-01-14,ANAB,600,0.19666666666666693,0.22000000000000064,14.8,75,
2025-01-14,ANAB,955,0.04642857142857088,0.03999999999999915,14.91,28,
2025-01-14,BROS,660,0.1343055555555549,0.13999999999999346,59.5625,72,
2025-01-14,BROS,955,0.033701492537314026,0.030000000000001137,58.94,335,
2025-01-14,DJT,600,0.054028400597906555,0.04999999999999716,40.285,1338,
2025-01-14,DJT,607,0.05376379690949248,0.05000000000000426,41.095,906,
2025-01-14,DJT,608,0.04823465310570286,0.04999999999999716,41.47,2753,
2025-01-14,DJT,660,0.04586538461538303,0.04999999999999716,39.305,520,
2025-01-14,DJT,880,0.03233885819521167,0.030000000000001137,40.254999999999995,543,
2025-01-14,DJT,955,0.0204280155642025,0.020000000000003126,39.445,514,
2025-01-14,PENN,900,0.029047619047619735,0.030000000000001137,20.509999999999998,378,
2025-01-14,PENN,955,0.011965442764579155,0.010000000000001563,20.595,463,
2025-01-14,SRAD,783,0.04480769230769228,0.05000000000000071,19.525,52,
2025-01-14,SRAD,807,0.051842105263157114,0.05999999999999872,19.715,38,
2025-01-14,SRAD,857,0.03932203389830401,0.03999999999999915,19.945,59,
2025-01-14,SRAD,900,0.05593750000000208,0.060000000000002274,19.75,32,
2025-01-14,SRAD,955,0.021597938144330125,0.019999999999999574,19.585,194,
2025-01-14,TYRA,844,0.08108108108108195,0.08999999999999986,16.255000000000003,37,
2025-01-14,TYRA,864,0.10484374999999863,0.09999999999999787,16.42,64,
2025-01-14,TYRA,955,0.029152542372881517,0.030000000000001137,16.045,59,
2025-01-14,UWMC,780,0.010000000000000158,0.009999999999999787,5.805,91,
2025-01-14,UWMC,955,0.010056497175141234,0.009999999999999787,5.805,177,
2025-01-15,GPRK,720,0.021615384615384727,0.019999999999999574,11.39,130,
2025-01-15,GPRK,955,0.012947368421052355,0.009999999999999787,11.425,95,
2025-01-15,MTLS,840,0.02000000000000135,0.02000000000000135,8.04,2,
2025-01-15,MTLS,955,0.01086956521739115,0.009999999999999787,8.055,23,
2025-01-15,TECX,902,0.9816666666666632,0.9799999999999969,40.08,6,
2025-01-15,TECX,918,0.5933333333333329,0.5600000000000023,40.565,9,
2025-01-15,TECX,923,0.5133333333333335,0.38000000000000256,40.81,15,
2025-01-16,EVH,900,0.013703703703703411,0.009999999999999787,10.32,27,
2025-01-16,EVH,955,0.010263736263736284,0.009999999999999787,10.125,455,
2025-01-16,HIMX,600,0.02204419889502803,0.02000000000000135,8.795,181,
2025-01-16,HIMX,720,0.010930232558139467,0.009999999999999787,8.805,43,
2025-01-16,HIMX,730,0.010000000000000234,0.009999999999999787,8.895,131,
2025-01-16,HIMX,955,0.010547945205480235,0.010000000000001563,8.795,365,
2025-01-16,MTRX,841,0.049999999999998934,0.049999999999998934,14.325,1,
2025-01-16,MTRX,859,0.035714285714284956,0.03999999999999915,14.48,14,
2025-01-16,MTRX,955,0.03392156862745026,0.02999999999999936,14.34,51,
2025-01-17,NCTY,721,,,,0,
2025-01-17,NCTY,955,0.1700000000000017,0.1700000000000017,16.695,1,
2025-01-17,SMTC,720,0.1949999999999946,0.20999999999999375,74.995,20,
2025-01-17,SMTC,955,0.08245033112582585,0.06999999999999318,74.415,302,
2025-01-21,ETON,660,,,,0,
2025-01-21,ETON,705,0.08630434782608774,0.10000000000000142,15.18,46,
2025-01-21,ETON,751,0.07458333333333382,0.07000000000000028,14.920000000000002,24,
2025-01-21,ETON,842,0.06722222222222257,0.07000000000000028,15.059999999999999,18,
2025-01-21,ETON,883,0.08475609756097506,0.08999999999999986,15.260000000000002,82,
2025-01-21,ETON,900,0.10000000000000142,0.10000000000000142,15.25,2,
2025-01-21,ETON,905,0.08000000000000007,0.08000000000000007,15.329999999999998,1,
2025-01-21,ETON,955,0.044700854700854734,0.049999999999998934,15.285,117,
2025-01-21,HCAT,840,0.010869565217391073,0.009999999999999787,5.865,69,
2025-01-21,HCAT,902,0.01129999999999976,0.009999999999999787,5.755,100,
2025-01-21,HCAT,955,0.010217391304347609,0.009999999999999787,5.695,138,
2025-01-21,JBLU,660,0.010000000000000328,0.009999999999999787,8.215,105,
2025-01-21,JBLU,684,0.010000000000000743,0.010000000000001563,8.295,145,
2025-01-21,JBLU,900,0.010000000000000243,0.010000000000000675,7.895,257,
2025-01-21,JBLU,955,0.009999999999999882,0.009999999999999787,7.965,795,
2025-01-21,KODK,900,0.010000000000000675,0.010000000000000675,7.6850000000000005,85,
2025-01-21,KODK,907,0.011546052631578973,0.009999999999999787,7.785,304,
2025-01-21,KODK,955,0.010201729106628258,0.009999999999999787,7.675,347,
2025-01-21,NVCT,843,0.07909090909090927,0.08999999999999986,5.845000000000001,11,
2025-01-21,NVCT,845,0.06173913043478245,0.05999999999999961,5.890000000000001,23,
2025-01-21,NVCT,867,0.19166666666666643,0.19499999999999984,5.682499999999999,6,
2025-01-21,NVCT,901,,,,0,
2025-01-21,NVCT,909,0.15500000000000025,0.15500000000000025,5.672499999999999,4,
2025-01-21,NVCT,955,0.08124999999999993,0.08499999999999996,5.7075,8,
2025-01-21,RDDT,660,0.5741975308642027,0.6000000000000227,183.975,81,
2025-01-21,RDDT,768,0.2849999999999968,0.23499999999999943,186.79500000000002,228,
2025-01-21,RDDT,772,0.3892817679558084,0.3400000000000034,187.85,181,
2025-01-21,RDDT,780,0.23208333333334372,0.2400000000000091,188.99,24,
2025-01-21,RDDT,795,0.5154761904761884,0.539999999999992,190.52249999999998,168,
2025-01-21,RDDT,955,0.19036697247706708,0.1799999999999926,188.325,218,
2025-01-21,TVTX,600,0.10986301369863082,0.120000000000001,18.89,73,
2025-01-21,TVTX,605,0.09446969696969798,0.10000000000000142,19.09,132,
2025-01-21,TVTX,714,0.054117647058823236,0.05000000000000071,19.509999999999998,153,
2025-01-21,TVTX,900,0.03555555555555493,0.03999999999999915,19.66,27,
2025-01-21,TVTX,955,0.016257668711657132,0.010000000000001563,19.505000000000003,163,
2025-01-22,CERT,660,0.03235955056179884,0.030000000000001137,13.375,89,
2025-01-22,CERT,955,0.009999999999999787,0.009999999999999787,13.004999999999999,49,
2025-01-22,CLS,600,0.15357388316151413,0.14000000000000057,126.88,291,
2025-01-22,CLS,660,0.12237037037037028,0.11999999999999034,123.5,270,
2025-01-22,CLS,955,0.07056466302367814,0.06999999999999318,123.545,549,
2025-01-22,EWTX,600,0.16666666666666785,0.1700000000000017,26.895,3,
2025-01-22,EWTX,900,0.08974358974358874,0.08999999999999986,27.155,39,
2025-01-22,EWTX,955,0.05208333333333351,0.05000000000000071,27.0825,144,
2025-01-22,LUNG,662,0.024313725490196447,0.03000000000000025,6.275,51,
2025-01-22,LUNG,955,0.020579710144927175,0.019999999999999574,6.08,69,
2025-01-22,SPIR,660,0.17999999999999972,0.17999999999999972,18.9,2,
2025-01-22,SPIR,720,0.17066666666666735,0.17999999999999972,18.855,135,
2025-01-22,SPIR,723,0.17888888888889168,0.18000000000000327,19.08,45,
2025-01-22,SPIR,900,0.0757894736842105,0.07499999999999929,19.0225,76,
2025-01-22,SPIR,955,0.027523809523809967,0.019999999999999574,19.025,105,
2025-01-22,TMCI,841,0.019999999999999574,0.019999999999999574,9.34,2,
2025-01-22,TMCI,893,0.029716981132075274,0.02999999999999936,9.52,106,
2025-01-22,TMCI,955,0.016993865030674484,0.009999999999999787,9.425,163,
2025-01-22,UPB,780,0.1033333333333329,0.09999999999999964,10.969999999999999,3,
