day,symbol,hour,entry_m,entry,ref,sess_open,hour_high,price,gate5,f_mir2,f_up2,f_abs,f_rand,filled_cap,uptick,low_to_entry,sess_low,stop_a,rpct_a,rr_a_bare,why_a_bare,exitm_a_bare,rr_a_tgt,why_a_tgt,exitm_a_tgt,stop_b,rpct_b,rr_b_bare,why_b_bare,exitm_b_bare,rr_b_tgt,why_b_tgt,exitm_b_tgt
2026-04-01,AAMI,10,663,56.96,57.11,55.51,58.355,56.96,True,False,False,True,False,True,False,55.13,55.13,58.0992,0.020000000000000042,0.6451896067415711,eod,955,0.6451896067415711,eod,955,58.355,0.024490870786516784,0.5268817204301086,eod,955,0.5268817204301086,eod,955
2026-04-01,AEHR,13,840,39.79,39.765,38.2,40.73,39.79,True,True,True,False,False,True,True,37.73,37.73,40.5858,0.019999999999999997,-0.1884895702437781,eod,955,-0.1884895702437781,eod,955,40.73,0.02362402613722035,-0.15957446808510525,eod,955,-0.15957446808510525,eod,955
2026-04-01,ANAB,10,660,54.915,54.915,55.94,56.13,54.915,False,True,False,False,False,True,False,54.23,54.23,56.0133,0.020000000000000035,-1.0509999999999968,stop,782,-1.0509999999999968,stop,782,56.13,0.022125102431029834,-1.0461975308641942,stop,782,-1.0461975308641942,stop,782
2026-04-01,ARMG,14,901,10.11,10.0954,10.15,10.17,10.11,False,False,False,True,False,True,True,9.86,9.86,10.312199999999999,0.019999999999999952,-0.2967359050445136,eod,955,-0.2967359050445136,eod,955,10.2111,0.010000000000000063,-1.1891196834816915,stop,914,-1.1891196834816915,stop,914
2026-04-01,ARVN,11,720,11.24,11.265,10.79,11.265,11.24,False,True,True,False,False,True,False,10.65,10.65,11.4648,0.02000000000000001,-0.13345195729537077,eod,955,-0.13345195729537077,eod,955,11.352400000000001,0.010000000000000083,-0.2669039145907394,eod,955,2.0,target,732
2026-04-01,AUGO,9,600,84.555,84.2,84.5,86.99,84.555,False,False,False,True,False,True,True,83.7,83.7,86.24610000000001,0.020000000000000066,-1.050999999999998,stop,629,-1.050999999999998,stop,629,86.99,0.028797823901602362,-1.0357248459958877,stop,641,-1.0357248459958877,stop,641
2026-04-01,AUGO,14,900,86.74,86.67,84.5,87.42,86.74,True,False,False,True,False,True,True,83.7,83.7,88.4748,0.02000000000000008,-0.2997463684574638,eod,955,-0.2997463684574638,eod,955,87.6074,0.01000000000000004,-1.100999999999995,stop,941,-1.100999999999995,stop,941
2026-04-01,BLCO,10,661,16.565,16.565,16.07,16.58,16.565,False,True,True,False,False,True,False,15.89,15.89,16.8963,0.019999999999999928,0.04527618472683556,eod,955,0.04527618472683556,eod,955,16.73065,0.009999999999999964,-1.1009999999999975,stop,793,-1.1009999999999975,stop,793
2026-04-01,BOBS,9,600,11.58,11.64,12.0,12.0,11.58,False,True,False,False,False,True,False,11.3,11.3,11.8116,0.02000000000000002,-1.0873056994818582,stop,699,-1.0873056994818582,stop,699,12.0,0.03626943005181347,-1.0285714285714254,stop,777,-1.0285714285714254,stop,777
2026-04-01,CAG,9,600,15.355,15.355,15.875,16.07,15.355,False,True,False,False,False,True,False,15.285,15.075,15.6621,0.02000000000000001,-1.0509999999999946,stop,700,-1.0509999999999946,stop,700,16.07,0.046564636926082696,-0.25874125874125703,eod,955,-0.25874125874125703,eod,955
2026-04-01,CALM,9,600,82.08,82.0612,82.14,84.99,82.08,False,False,False,True,False,True,True,80.43,80.43,83.7216,0.019999999999999962,-1.050999999999994,stop,645,-1.050999999999994,stop,645,84.99,0.035453216374268966,-0.40206185567010416,eod,955,-0.40206185567010416,eod,955
2026-04-01,CALM,14,900,82.305,82.305,82.14,83.01,82.305,False,False,False,True,False,True,False,80.43,80.43,83.95110000000001,0.02000000000000005,-0.5740841990158501,eod,955,-0.5740841990158501,eod,955,83.12805,0.009999999999999938,-1.1009999999999822,stop,949,-1.1009999999999822,stop,949
2026-04-01,CALX,14,900,47.47,47.435,49.53,47.83,47.47,False,False,False,True,False,True,True,47.2,46.85,48.4194,0.02000000000000009,0.38971982304612995,eod,955,0.38971982304612995,eod,955,47.9447,0.00999999999999997,0.7794396460922658,eod,955,0.7794396460922658,eod,955
2026-04-01,COGT,9,600,34.9,34.91,37.75,38.0,34.9,False,True,False,False,False,True,False,34.4,34.345,35.598,0.02000000000000001,-1.0509999999999902,stop,625,-1.0509999999999902,stop,625,38.0,0.08882521489971351,-0.1064516129032252,eod,955,-0.1064516129032252,eod,955
2026-04-01,COGT,12,780,34.89,34.89,37.75,36.0,34.89,False,True,False,False,False,True,False,34.345,34.345,35.5878,0.020000000000000025,-1.0509999999999924,stop,800,-1.0509999999999924,stop,800,36.0,0.03181427343078244,-0.3063063063063031,eod,955,-0.3063063063063031,eod,955
2026-04-01,COGT,13,840,35.09,35.06,37.75,35.62,35.09,False,False,False,True,False,True,True,34.345,34.345,35.7918,0.01999999999999996,-0.19948703334282378,eod,955,-0.19948703334282378,eod,955,35.62,0.015104018238814305,-1.0672075471698015,stop,930,-1.0672075471698015,stop,930
2026-04-01,DBVT,14,905,20.85,20.9826,21.29,21.245,20.85,False,False,False,True,False,False,False,20.85,20.34,21.267000000000003,0.020000000000000073,-1.0509999999999953,stop,920,-1.0509999999999953,stop,920,21.245,0.018944844124700218,-1.0537848101265743,stop,920,-1.0537848101265743,stop,920
2026-04-01,DUG,14,900,18.07,18.07,17.67,18.25,18.07,False,False,False,True,False,True,False,17.17,17.17,18.4314,0.019999999999999983,0.16602102933037843,eod,955,0.16602102933037843,eod,955,18.250700000000002,0.01000000000000009,0.3320420586607536,eod,955,0.3320420586607536,eod,955
2026-04-01,ECC,14,900,4.055,4.055,3.75,4.06,4.055,True,True,True,False,False,True,False,3.75,3.75,4.1361,0.020000000000000046,1.356350184956839,eod,955,1.356350184956839,eod,955,4.095549999999999,0.009999999999999912,2.7127003699137076,eod,955,2.0,target,901
2026-04-01,EDN,13,841,30.58,30.605,30.14,31.05,30.58,False,True,True,False,False,True,False,28.445,28.445,31.191599999999998,0.019999999999999976,-1.0509999999999937,stop,903,-1.0509999999999937,stop,903,31.05,0.015369522563767248,-1.3535851063829665,stop,892,-1.3535851063829665,stop,892
2026-04-01,ENGS,12,780,1.195,1.1902,1.155,1.2,1.195,False,True,True,False,False,True,True,1.14,1.14,1.2189,0.020000000000000025,-1.0509999999999915,stop,785,-1.0509999999999915,stop,785,1.20695,0.00999999999999992,-1.1009999999999855,stop,781,-1.1009999999999855,stop,781
2026-04-01,ERY,11,720,11.0865,11.0889,10.76,11.125,11.0865,False,False,False,True,False,True,False,10.49,10.49,11.30823,0.02000000000000008,0.34501420646732084,eod,955,0.34501420646732084,eod,955,11.197365,0.01000000000000004,-1.1009999999999927,stop,797,-1.1009999999999927,stop,797
2026-04-01,ERY,12,780,11.11,11.0999,10.76,11.1086,11.11,False,False,False,True,False,True,True,10.49,10.49,11.3322,0.020000000000000077,0.45004500450044677,eod,955,0.45004500450044677,eod,955,11.2211,0.010000000000000038,-1.1009999999999855,stop,801,-1.1009999999999855,stop,801
2026-04-01,ERY,13,840,11.152,11.16,10.76,11.24,11.152,False,False,False,True,False,True,False,10.49,10.49,11.37504,0.020000000000000094,0.636657101865131,eod,955,0.636657101865131,eod,955,11.26352,0.010000000000000047,1.273314203730262,eod,955,1.273314203730262,eod,955
2026-04-01,ERY,14,900,11.05,11.055,10.76,11.1701,11.05,False,False,False,True,False,True,False,10.49,10.49,11.271,0.020000000000000007,0.18099547511312628,eod,955,0.18099547511312628,eod,955,11.1701,0.010868778280542894,0.3330557868443069,eod,955,0.3330557868443069,eod,955
2026-04-01,EWTX,12,780,32.06,32.16,31.98,32.99,32.06,False,False,False,True,False,True,False,31.79,31.79,32.7012,0.019999999999999928,-1.0509999999999975,stop,798,-1.0509999999999975,stop,798,32.99,0.029008109794135983,-1.0354731182795678,stop,840,-1.0354731182795678,stop,840
2026-04-01,FF,14,900,4.015,4.015,3.83,4.0175,4.015,False,True,True,False,False,True,False,3.825,3.825,4.0953,0.020000000000000066,0.6226650062266458,eod,955,0.6226650062266458,eod,955,4.055149999999999,0.009999999999999922,1.2453300124533055,eod,955,1.2453300124533055,eod,955
2026-04-01,GDXD,11,720,33.43,33.436,37.49,35.71,33.43,False,True,False,False,False,True,False,33.2,33.2,34.0986,0.019999999999999938,-1.0509999999999897,stop,731,-1.0509999999999897,stop,731,35.71,0.06820221358061625,-1.015662280701752,stop,859,-1.015662280701752,stop,859
2026-04-01,GDXD,14,900,35.93,35.97,37.49,36.359,35.93,False,True,True,False,False,True,False,33.2,33.2,36.6486,0.02000000000000006,-0.08349568605622334,eod,955,-0.08349568605622334,eod,955,36.359,0.011939883106039578,-0.1398601398601445,eod,955,-0.1398601398601445,eod,955
