symbol,tradable,shortable,easy_to_borrow,exchange
MCEM,False,False,False,AssetExchange.OTC
FABTQ,False,False,False,AssetExchange.OTC
AONCW,False,False,False,AssetExchange.OTC
SRAX,False,False,False,AssetExchange.OTC
TTSH,False,False,False,AssetExchange.OTC
MDNAF,False,False,False,AssetExchange.OTC
GOEVQ,False,False,False,AssetExchange.OTC
KSPN,False,False,False,AssetExchange.OTC
DNABW,False,False,False,AssetExchange.OTC
CREVF,False,False,False,AssetExchange.OTC
CRCUF,False,False,False,AssetExchange.OTC
ZEVY,False,False,False,AssetExchange.OTC
IMVIF,False,False,False,AssetExchange.OTC
EJH,False,False,False,AssetExchange.NASDAQ
ADTI,False,False,False,AssetExchange.OTC
THMO,False,False,False,AssetExchange.OTC
FEED,False,False,False,AssetExchange.OTC
WBXWF,False,False,False,AssetExchange.OTC
HPCO,False,False,False,AssetExchange.OTC
CNXXW,False,False,False,AssetExchange.OTC
VRPX,False,False,False,AssetExchange.OTC
GLSHQ,False,False,False,AssetExchange.OTC
MMVVF,False,False,False,AssetExchange.OTC
AILWQ,False,False,False,AssetExchange.OTC
LUXHQ,False,False,False,AssetExchange.OTC
PHCFF,False,False,False,AssetExchange.OTC
NBSTW,False,False,False,AssetExchange.OTC
SGLN,False,False,False,AssetExchange.OTC
FRBKQ,False,False,False,AssetExchange.OTC
HGAS,False,False,False,AssetExchange.OTC
IMPLQ,False,False,False,AssetExchange.OTC
GMBLZ,False,False,False,AssetExchange.OTC
VSEEW,False,False,False,AssetExchange.OTC
PNSWQ,False,False,False,AssetExchange.OTC
ZCARW,False,False,False,AssetExchange.OTC
HSPOF,False,False,False,AssetExchange.OTC
VSTWF,False,False,False,AssetExchange.OTC
TKAMY,False,False,False,AssetExchange.OTC
BKSYW,False,False,False,AssetExchange.OTC
CXDC,False,False,False,AssetExchange.OTC
CNXX,False,False,False,AssetExchange.OTC
ALCE,False,False,False,AssetExchange.OTC
ENZB,False,False,False,AssetExchange.OTC
SVIRF,False,False,False,AssetExchange.OTC
ETAOF,False,False,False,AssetExchange.OTC
ISRLF,False,False,False,AssetExchange.OTC
ELIQQ,False,False,False,AssetExchange.OTC
ATXG,False,False,False,AssetExchange.NASDAQ
MAPSW,False,False,False,AssetExchange.OTC
LSBWF,False,False,False,AssetExchange.OTC
ZYXIQ,False,False,False,AssetExchange.OTC
GLBZ,False,False,False,AssetExchange.OTC
ONCSQ,False,False,False,AssetExchange.OTC
NEPTF,False,False,False,AssetExchange.OTC
REEAF,False,False,False,AssetExchange.OTC
ZAPPF,False,False,False,AssetExchange.OTC
OCEAW,False,False,False,AssetExchange.OTC
MSPRZ,False,False,False,AssetExchange.OTC
GOEWQ,False,False,False,AssetExchange.OTC
CORBF,False,False,False,AssetExchange.OTC
GOLLQ,False,False,False,AssetExchange.OTC
CRKN,False,False,False,AssetExchange.OTC
NXTP,False,False,False,AssetExchange.OTC
EGLXF,False,False,False,AssetExchange.OTC
RNMBY,False,False,False,AssetExchange.OTC
FTHWF,False,False,False,AssetExchange.OTC
NXGCF,False,False,False,AssetExchange.OTC
SNRBY,False,False,False,AssetExchange.OTC
AGRX,False,False,False,AssetExchange.OTC
GRFXY,False,False,False,AssetExchange.OTC
SCPX,False,False,False,AssetExchange.OTC
SQBGQ,False,False,False,AssetExchange.OTC
AGNPF,False,False,False,AssetExchange.OTC
ATEK,False,False,False,AssetExchange.OTC
SFRX,False,False,False,AssetExchange.OTC
CEROW,False,False,False,AssetExchange.OTC
NOTE,False,False,False,AssetExchange.OTC
NYMXF,False,False,False,AssetExchange.OTC
PETWQ,False,False,False,AssetExchange.OTC
TELFY,False,False,False,AssetExchange.OTC
LMPX,False,False,False,AssetExchange.OTC
LTCH,False,False,False,AssetExchange.OTC
ECDAW,False,False,False,AssetExchange.OTC
SMTSF,False,False,False,AssetExchange.OTC
TSLVF,False,False,False,AssetExchange.OTC
MCOM,False,False,False,AssetExchange.OTC
NPPTF,False,False,False,AssetExchange.OTC
MGTEW,False,False,False,AssetExchange.OTC
CSSLQ,False,False,False,AssetExchange.OTC
CIMG,False,False,False,AssetExchange.OTC
SWMAY,False,False,False,AssetExchange.OTC
WORX,False,False,False,AssetExchange.OTC
BNGLF,False,False,False,AssetExchange.OTC
CLOE,False,False,False,AssetExchange.OTC
SCPS,False,False,False,AssetExchange.OTC
IVCBF,False,False,False,AssetExchange.OTC
FTRKD,False,False,False,AssetExchange.OTC
RMGCF,False,False,False,AssetExchange.OTC
ITRMF,False,False,False,AssetExchange.OTC
VTRBY,False,False,False,AssetExchange.OTC
GBNY,False,False,False,AssetExchange.OTC
VHAIW,False,False,False,AssetExchange.OTC
MYNAY,False,False,False,AssetExchange.OTC
GWHWW,False,False,False,AssetExchange.OTC
MIMOQ,False,False,False,AssetExchange.OTC
BETSF,False,False,False,AssetExchange.OTC
BTTX,False,False,False,AssetExchange.OTC
DEVSF,False,False,False,AssetExchange.OTC
SLAMF,False,False,False,AssetExchange.OTC
IOBTQ,False,False,False,AssetExchange.OTC
CMLSQ,False,False,False,AssetExchange.OTC
PRETQ,False,False,False,AssetExchange.OTC
EXNRF,False,False,False,AssetExchange.OTC
BIMI,False,False,False,AssetExchange.OTC
NUVOQ,False,False,False,AssetExchange.OTC
IGTAW,False,False,False,AssetExchange.OTC
SDCCQ,False,False,False,AssetExchange.OTC
WEJOF,False,False,False,AssetExchange.OTC
AMBWQ,False,False,False,AssetExchange.OTC
SVUWF,False,False,False,AssetExchange.OTC
MTCR,False,False,False,AssetExchange.OTC
CAUD,False,False,False,AssetExchange.OTC
VEVMQ,False,False,False,AssetExchange.OTC
PMNT,False,False,False,AssetExchange.OTC
NUVWQ,False,False,False,AssetExchange.OTC
NWBO,False,False,False,AssetExchange.OTC
FRCJL,False,False,False,AssetExchange.OTC
DNMWQ,False,False,False,AssetExchange.OTC
EBZT,False,False,False,AssetExchange.OTC
TUEMQ,False,False,False,AssetExchange.OTC
AAGR,False,False,False,AssetExchange.OTC
HLPPY,False,False,False,AssetExchange.OTC
ADNWW,False,False,False,AssetExchange.OTC
IMAQW,False,False,False,AssetExchange.OTC
NOTVQ,False,False,False,AssetExchange.OTC
UNBX,False,False,False,AssetExchange.OTC
MMVXF,False,False,False,AssetExchange.OTC
GNFTY,False,False,False,AssetExchange.OTC
FRTX,False,False,False,AssetExchange.OTC
FNVUF,False,False,False,AssetExchange.OTC
GDSTR,False,False,False,AssetExchange.OTC
ASNS,False,False,False,AssetExchange.OTC
PKBO,False,False,False,AssetExchange.OTC
NXTT,False,False,False,AssetExchange.NASDAQ
CRPWF,False,False,False,AssetExchange.OTC
IONM,False,False,False,AssetExchange.OTC
OMCC,False,False,False,AssetExchange.OTC
LCINQ,False,False,False,AssetExchange.OTC
CMBMF,False,False,False,AssetExchange.OTC
LSBCF,False,False,False,AssetExchange.OTC
INFIQ,False,False,False,AssetExchange.OTC
SSTPW,False,False,False,AssetExchange.OTC
BTAIQ,False,False,False,AssetExchange.OTC
MCLDF,False,False,False,AssetExchange.OTC
FOACW,False,False,False,AssetExchange.OTC
QTNTQ,False,False,False,AssetExchange.OTC
AUMN,False,False,False,AssetExchange.OTC
SPLP,False,False,False,AssetExchange.OTC
AFMDQ,False,False,False,AssetExchange.OTC
LTRPA,False,False,False,AssetExchange.OTC
APGH,False,False,False,AssetExchange.OTC
SESCW,False,False,False,AssetExchange.OTC
VHAQR,False,False,False,AssetExchange.OTC
ARVLF,False,False,False,AssetExchange.OTC
BSFC,False,False,False,AssetExchange.OTC
MGTE,False,False,False,AssetExchange.OTC
CREG,False,False,False,AssetExchange.OTC
VNTRF,False,False,False,AssetExchange.OTC
VQSSF,False,False,False,AssetExchange.OTC
VIVE,False,False,False,AssetExchange.OTC
CRTD,False,False,False,AssetExchange.OTC
OMH,False,False,False,AssetExchange.NASDAQ
YOTAW,False,False,False,AssetExchange.OTC
AXXA,False,False,False,AssetExchange.OTC
AEAEW,False,False,False,AssetExchange.OTC
OPITQ,False,False,False,AssetExchange.OTC
LUNA,False,False,False,AssetExchange.OTC
HCVIU,False,False,False,AssetExchange.OTC
JENGQ,False,False,False,AssetExchange.OTC
IGTA,False,False,False,AssetExchange.OTC
BCEL,False,False,False,AssetExchange.OTC
CARM,False,False,False,AssetExchange.OTC
CNTM,False,False,False,AssetExchange.OTC
OCAXW,False,False,False,AssetExchange.OTC
KVAUF,False,False,False,AssetExchange.OTC
MAMO,False,False,False,AssetExchange.NASDAQ
IRRX,False,False,False,AssetExchange.OTC
HSPUF,False,False,False,AssetExchange.OTC
VHAI,False,False,False,AssetExchange.OTC
SHAZW,False,False,False,AssetExchange.OTC
CZOOF,False,False,False,AssetExchange.OTC
ASPU,False,False,False,AssetExchange.OTC
FTCHQ,False,False,False,AssetExchange.OTC
YGFGF,False,False,False,AssetExchange.OTC
BNBX,False,False,False,AssetExchange.OTC
CTSWF,False,False,False,AssetExchange.OTC
CPTAF,False,False,False,AssetExchange.OTC
BPTH,False,False,False,AssetExchange.OTC
LILWF,False,False,False,AssetExchange.OTC
IBAAY,False,False,False,AssetExchange.OTC
AACRF,False,False,False,AssetExchange.OTC
VLNWF,False,False,False,AssetExchange.OTC
UFABQ,False,False,False,AssetExchange.OTC
OLYMY,False,False,False,AssetExchange.OTC
YOTA,False,False,False,AssetExchange.OTC
KRBPQ,False,False,False,AssetExchange.OTC
POLCQ,False,False,False,AssetExchange.OTC
KACWF,False,False,False,AssetExchange.OTC
CGBSF,False,False,False,AssetExchange.OTC
COMS,False,False,False,AssetExchange.OTC
ALPWF,False,False,False,AssetExchange.OTC
VSEE,False,False,False,AssetExchange.OTC
SQZB,False,False,False,AssetExchange.OTC
CDAUF,False,False,False,AssetExchange.OTC
VRYWF,False,False,False,AssetExchange.OTC
PIKM,False,False,False,AssetExchange.OTC
SFES,False,False,False,AssetExchange.OTC
RMGWF,False,False,False,AssetExchange.OTC
BARKW,False,False,False,AssetExchange.OTC
WINVW,False,False,False,AssetExchange.OTC
VIWWQ,False,False,False,AssetExchange.OTC
WNDW,False,False,False,AssetExchange.OTC
WTMAR,False,False,False,AssetExchange.OTC
SRNE,False,False,False,AssetExchange.OTC
VSTD,False,False,False,AssetExchange.OTC
TWNPQ,False,False,False,AssetExchange.OTC
PTRAQ,False,False,False,AssetExchange.OTC
HOLO,False,False,False,AssetExchange.NASDAQ
RMGUF,False,False,False,AssetExchange.OTC
ZMENY,False,False,False,AssetExchange.OTC
AMPWF,False,False,False,AssetExchange.OTC
RPMT,False,False,False,AssetExchange.OTC
LUXPQ,False,False,False,AssetExchange.OTC
AAMCF,False,False,False,AssetExchange.OTC
HUDI,False,False,False,AssetExchange.NASDAQ
GROM,False,False,False,AssetExchange.OTC
AMBIQ,False,False,False,AssetExchange.OTC
AREB,False,False,False,AssetExchange.OTC
HLGN,False,False,False,AssetExchange.OTC
ALUR,False,False,False,AssetExchange.OTC
NKGNW,False,False,False,AssetExchange.OTC
BGXXQ,False,False,False,AssetExchange.OTC
FNCHQ,False,False,False,AssetExchange.OTC
HYB,False,False,False,AssetExchange.NYSE
RNGE,False,False,False,AssetExchange.OTC
IVPR,False,False,False,AssetExchange.OTC
KANT,False,False,False,AssetExchange.OTC
ASCWF,False,False,False,AssetExchange.OTC
VCNX,False,False,False,AssetExchange.OTC
AWINW,False,False,False,AssetExchange.OTC
RBOT,False,False,False,AssetExchange.OTC
AIRDF,False,False,False,AssetExchange.OTC
IVCAF,False,False,False,AssetExchange.OTC
CEIN,False,False,False,AssetExchange.OTC
AFIB,False,False,False,AssetExchange.OTC
GPAK,False,False,False,AssetExchange.OTC
SLNWF,False,False,False,AssetExchange.OTC
IFXY,False,False,False,AssetExchange.OTC
FORLW,False,False,False,AssetExchange.OTC
QVCPQ,False,False,False,AssetExchange.OTC
DNMRQ,False,False,False,AssetExchange.OTC
RTCJF,False,False,False,AssetExchange.OTC
SEAC,False,False,False,AssetExchange.OTC
BCOW,False,False,False,AssetExchange.OTC
TOGIW,False,False,False,AssetExchange.OTC
PRTCY,False,False,False,AssetExchange.OTC
SLHGF,False,False,False,AssetExchange.OTC
ETWOW,False,False,False,AssetExchange.OTC
HYREQ,False,False,False,AssetExchange.OTC
ISLWF,False,False,False,AssetExchange.OTC
FFMGF,False,False,False,AssetExchange.OTC
NAVBQ,False,False,False,AssetExchange.OTC
ALCYF,False,False,False,AssetExchange.OTC
RGRLF,False,False,False,AssetExchange.OTC
BCLI,False,False,False,AssetExchange.OTC
AVYAQ,False,False,False,AssetExchange.OTC
CASIF,False,False,False,AssetExchange.OTC
RHEPZ,False,False,False,AssetExchange.OTC
ZVOI,False,False,False,AssetExchange.OTC
ABVWF,False,False,False,AssetExchange.OTC
OGBLY,False,False,False,AssetExchange.OTC
ARQQW,False,False,False,AssetExchange.NASDAQ
VMCWF,False,False,False,AssetExchange.OTC
AGACF,False,False,False,AssetExchange.OTC
NOTEW,False,False,False,AssetExchange.OTC
SHRG,False,False,False,AssetExchange.OTC
BRSHF,False,False,False,AssetExchange.OTC
PTIXW,False,False,False,AssetExchange.OTC
SYBX,False,False,False,AssetExchange.OTC
LVRWF,False,False,False,AssetExchange.OTC
ICCT,False,False,False,AssetExchange.OTC
CSSPQ,False,False,False,AssetExchange.OTC
JTKWY,False,False,False,AssetExchange.OTC
LEGWQ,False,False,False,AssetExchange.OTC
TOGI,False,False,False,AssetExchange.OTC
MDLM,False,False,False,AssetExchange.OTC
IVAUF,False,False,False,AssetExchange.OTC
ATIP,False,False,False,AssetExchange.OTC
FOXO,False,False,False,AssetExchange.OTC
USDP,False,False,False,AssetExchange.OTC
NMHI,False,False,False,AssetExchange.OTC
AWHL,False,False,False,AssetExchange.OTC
ZAPWF,False,False,False,AssetExchange.OTC
ARGGY,False,False,False,AssetExchange.OTC
ADNH,False,False,False,AssetExchange.OTC
PRIAF,False,False,False,AssetExchange.OTC
LVROF,False,False,False,AssetExchange.OTC
ORPHY,False,False,False,AssetExchange.OTC
ALCUF,False,False,False,AssetExchange.OTC
SOARW,False,False,False,AssetExchange.OTC
CRTWF,False,False,False,AssetExchange.OTC
BACK,False,False,False,AssetExchange.OTC
CTNT,False,False,False,AssetExchange.NASDAQ
CLRWF,False,False,False,AssetExchange.OTC
CFEIY,False,False,False,AssetExchange.OTC
WTER,False,False,False,AssetExchange.OTC
OSRH,False,False,False,AssetExchange.OTC
AKAN,False,False,False,AssetExchange.NASDAQ
RNLXY,False,False,False,AssetExchange.OTC
AILEQ,False,False,False,AssetExchange.OTC
SNBRQ,False,False,False,AssetExchange.OTC
STAB,False,False,False,AssetExchange.OTC
FTIIW,False,False,False,AssetExchange.OTC
CDAQF,False,False,False,AssetExchange.OTC
AVCTQ,False,False,False,AssetExchange.OTC
AHPIQ,False,False,False,AssetExchange.OTC
CLVRW,False,False,False,AssetExchange.OTC
TBIO,False,False,False,AssetExchange.OTC
IVCRQ,False,False,False,AssetExchange.OTC
AEYGQ,False,False,False,AssetExchange.OTC
OSAPQ,False,False,False,AssetExchange.OTC
AVHI,False,False,False,AssetExchange.OTC
EGIOQ,False,False,False,AssetExchange.OTC
ILLMF,False,False,False,AssetExchange.OTC
CRGEQ,False,False,False,AssetExchange.OTC
BPTSY,False,False,False,AssetExchange.OTC
BOTX,False,False,False,AssetExchange.OTC
SNYRQ,False,False,False,AssetExchange.OTC
VISL,False,False,False,AssetExchange.OTC
QVCAQ,False,False,False,AssetExchange.OTC
MCTA,False,False,False,AssetExchange.NASDAQ
AVHIW,False,False,False,AssetExchange.OTC
NVACW,False,False,False,AssetExchange.OTC
STWWF,False,False,False,AssetExchange.OTC
ILAG,False,False,False,AssetExchange.NASDAQ
TGIDW,False,False,False,AssetExchange.OTC
UNAM,False,False,False,AssetExchange.OTC
GMBLW,False,False,False,AssetExchange.OTC
RADCQ,False,False,False,AssetExchange.OTC
LIANY,False,False,False,AssetExchange.OTC
BSLKW,False,False,False,AssetExchange.OTC
FMTOF,False,False,False,AssetExchange.OTC
GMBL,False,False,False,AssetExchange.OTC
LZRFY,False,False,False,AssetExchange.OTC
XAGE,False,False,False,AssetExchange.OTC
CORLQ,False,False,False,AssetExchange.OTC
GLSTR,False,False,False,AssetExchange.OTC
SBIG,False,False,False,AssetExchange.OTC
CCTSF,False,False,False,AssetExchange.OTC
GETR,False,False,False,AssetExchange.OTC
VTNRQ,False,False,False,AssetExchange.OTC
PLAOF,False,False,False,AssetExchange.OTC
SWSSW,False,False,False,AssetExchange.OTC
ALLGF,False,False,False,AssetExchange.OTC
SOBR,False,False,False,AssetExchange.OTC
ELYS,False,False,False,AssetExchange.OTC
HMNY,False,False,False,AssetExchange.OTC
CPPMF,False,False,False,AssetExchange.OTC
EGOXF,False,False,False,AssetExchange.OTC
MKDTY,False,False,False,AssetExchange.OTC
TLIS,False,False,False,AssetExchange.OTC
FATPQ,False,False,False,AssetExchange.OTC
UMICY,False,False,False,AssetExchange.OTC
DTEAF,False,False,False,AssetExchange.OTC
OTRQQ,False,False,False,AssetExchange.OTC
SGRP,False,False,False,AssetExchange.OTC
HIPOW,False,False,False,AssetExchange.OTC
RCACW,False,False,False,AssetExchange.OTC
LOVLQ,False,False,False,AssetExchange.OTC
HNPIY,False,False,False,AssetExchange.OTC
WLGSF,False,False,False,AssetExchange.OTC
AMPE,False,False,False,AssetExchange.OTC
SPEC,False,False,False,AssetExchange.OTC
GDSTW,False,False,False,AssetExchange.OTC
RENEF,False,False,False,AssetExchange.OTC
GMBLP,False,False,False,AssetExchange.OTC
BGICF,False,False,False,AssetExchange.OTC
LYSDY,False,True,True,AssetExchange.OTC
AAUAF,False,False,False,AssetExchange.OTC
GBGWF,False,False,False,AssetExchange.OTC
TCDAQ,False,False,False,AssetExchange.OTC
CWBR,False,False,False,AssetExchange.OTC
LILMF,False,False,False,AssetExchange.OTC
RITRF,False,False,False,AssetExchange.OTC
ADTX,False,False,False,AssetExchange.OTC
AMRSQ,False,False,False,AssetExchange.OTC
EVTWF,False,False,False,AssetExchange.OTC
ARDS,False,False,False,AssetExchange.OTC
IFMK,False,False,False,AssetExchange.OTC
SOPAQ,False,False,False,AssetExchange.OTC
OCEA,False,False,False,AssetExchange.OTC
PSGTY,False,False,False,AssetExchange.OTC
ACLLY,False,False,False,AssetExchange.OTC
TRKAQ,False,False,False,AssetExchange.OTC
SONX,False,False,False,AssetExchange.OTC
RAASY,False,False,False,AssetExchange.OTC
PETVW,False,False,False,AssetExchange.OTC
MFLTY,False,False,False,AssetExchange.OTC
WXXWY,False,True,True,AssetExchange.OTC
CMCWF,False,False,False,AssetExchange.OTC
TMPOQ,False,False,False,AssetExchange.OTC
LIPO,False,False,False,AssetExchange.OTC
HEPA,False,False,False,AssetExchange.OTC
EVVAQ,False,False,False,AssetExchange.OTC
HOFV,False,False,False,AssetExchange.OTC
PRST,False,False,False,AssetExchange.OTC
XELA,False,False,False,AssetExchange.OTC
IMPMQ,False,False,False,AssetExchange.OTC
CALA,False,False,False,AssetExchange.OTC
MCAGR,False,False,False,AssetExchange.OTC
JGSMY,False,False,False,AssetExchange.OTC
SHPSQ,False,False,False,AssetExchange.OTC
OMQS,False,False,False,AssetExchange.OTC
QTEKQ,False,False,False,AssetExchange.OTC
CLRCF,False,False,False,AssetExchange.OTC
SYRS,False,False,False,AssetExchange.OTC
AGILQ,False,False,False,AssetExchange.OTC
APXIF,False,False,False,AssetExchange.OTC
DOMAW,False,False,False,AssetExchange.OTC
MBGAF,False,True,True,AssetExchange.OTC
INND,False,False,False,AssetExchange.OTC
CMRA,False,False,False,AssetExchange.OTC
SAFRY,False,True,True,AssetExchange.OTC
CYBL,False,False,False,AssetExchange.OTC
ZSPC,False,False,False,AssetExchange.OTC
SEELQ,False,False,False,AssetExchange.OTC
ENDPQ,False,False,False,AssetExchange.OTC
ALFIQ,False,False,False,AssetExchange.OTC
AXIAY,False,True,True,AssetExchange.OTC
SNFI,False,False,False,AssetExchange.OTC
AATC,False,False,False,AssetExchange.OTC
CYAN,False,False,False,AssetExchange.OTC
ELMSQ,False,False,False,AssetExchange.OTC
ATROB,False,True,True,AssetExchange.OTC
MPNGY,False,True,True,AssetExchange.OTC
CGLD,False,False,False,AssetExchange.OTC
MRAI,False,True,True,AssetExchange.OTC
VLGDF,False,True,True,AssetExchange.OTC
BNSOF,False,False,False,AssetExchange.OTC
AEAEU,False,False,False,AssetExchange.OTC
SIOX,False,False,False,AssetExchange.OTC
MOBQ,False,False,False,AssetExchange.OTC
ATEKW,False,False,False,AssetExchange.OTC
SNAXW,False,False,False,AssetExchange.OTC
DGLY,False,False,False,AssetExchange.NASDAQ
ALURW,False,False,False,AssetExchange.OTC
NJDCY,False,False,False,AssetExchange.OTC
WCPRF,False,True,True,AssetExchange.OTC
BRSWF,False,False,False,AssetExchange.OTC
SFUNY,False,False,False,AssetExchange.OTC
EGRX,False,False,False,AssetExchange.OTC
CZOWF,False,False,False,AssetExchange.OTC
GGEI,False,False,False,AssetExchange.OTC
QVCGQ,False,False,False,AssetExchange.OTC
AXICY,False,True,True,AssetExchange.OTC
RBTCW,False,False,False,AssetExchange.OTC
MNKTQ,False,False,False,AssetExchange.OTC
LDTDF,False,False,False,AssetExchange.OTC
SNAX,False,False,False,AssetExchange.OTC
FPBC,False,False,False,AssetExchange.OTC
PXMD,False,False,False,AssetExchange.OTC
VIAOY,False,False,False,AssetExchange.OTC
LFLYW,False,False,False,AssetExchange.OTC
CERO,False,False,False,AssetExchange.OTC
BKSC,False,False,False,AssetExchange.OTC
CDAKQ,False,False,False,AssetExchange.OTC
WILCF,False,False,False,AssetExchange.OTC
OIBZQ,False,False,False,AssetExchange.OTC
SALM,False,False,False,AssetExchange.OTC
DTRUY,False,True,True,AssetExchange.OTC
HGASW,False,False,False,AssetExchange.OTC
CNTGF,False,False,False,AssetExchange.OTC
BANL,False,False,False,AssetExchange.NASDAQ
FRCIL,False,False,False,AssetExchange.OTC
GLSTU,False,False,False,AssetExchange.OTC
KERNW,False,False,False,AssetExchange.OTC
KBNT,False,False,False,AssetExchange.OTC
OSRHW,False,False,False,AssetExchange.OTC
STAI,False,False,False,AssetExchange.OTC
TTOO,False,False,False,AssetExchange.OTC
CORRQ,False,False,False,AssetExchange.OTC
MJNA,False,False,False,AssetExchange.OTC
LDTCF,False,False,False,AssetExchange.OTC
RCAC,False,False,False,AssetExchange.OTC
BXRXQ,False,False,False,AssetExchange.OTC
ABBNY,False,True,True,AssetExchange.OTC
FLZH,False,False,False,AssetExchange.OTC
ORISF,False,False,False,AssetExchange.OTC
BLMZF,False,False,False,AssetExchange.OTC
IDBAY,False,False,False,AssetExchange.OTC
FRCB,False,False,False,AssetExchange.OTC
APCXW,False,False,False,AssetExchange.OTC
KVACF,False,False,False,AssetExchange.OTC
TBLT,False,False,False,AssetExchange.OTC
ZPTA,False,False,False,AssetExchange.OTC
SHPH,False,False,False,AssetExchange.NASDAQ
EVFM,False,False,False,AssetExchange.OTC
TWNFF,False,False,False,AssetExchange.OTC
AXAC,False,False,False,AssetExchange.OTC
EFTRW,False,False,False,AssetExchange.OTC
PRTYQ,False,False,False,AssetExchange.OTC
VLDXW,False,False,False,AssetExchange.OTC
CHSN,False,False,False,AssetExchange.NASDAQ
ENSV,False,False,False,AssetExchange.OTC
NXUR,False,False,False,AssetExchange.OTC
SELXF,False,False,False,AssetExchange.OTC
NSTB,False,False,False,AssetExchange.OTC
BEOLF,False,False,False,AssetExchange.OTC
OTRKQ,False,False,False,AssetExchange.OTC
WBEVQ,False,False,False,AssetExchange.OTC
BCHPY,False,True,True,AssetExchange.OTC
BSLK,False,False,False,AssetExchange.OTC
CSSNQ,False,False,False,AssetExchange.OTC
ATXI,False,False,False,AssetExchange.OTC
AIJTY,False,False,False,AssetExchange.OTC
YGMZF,False,False,False,AssetExchange.OTC
FASWF,False,False,False,AssetExchange.OTC
ITCLY,False,False,False,AssetExchange.OTC
AWCA,False,False,False,AssetExchange.OTC
ENGCQ,False,False,False,AssetExchange.OTC
NBRVF,False,False,False,AssetExchange.OTC
HAIAF,False,False,False,AssetExchange.OTC
PITWF,False,False,False,AssetExchange.OTC
SHPWQ,False,False,False,AssetExchange.OTC
SUNWQ,False,False,False,AssetExchange.OTC
DLAPQ,False,False,False,AssetExchange.OTC
SONDQ,False,False,False,AssetExchange.OTC
LYRA,False,False,False,AssetExchange.OTC
LHDXQ,False,False,False,AssetExchange.OTC
OST,False,False,False,AssetExchange.NASDAQ
PPYAW,False,False,False,AssetExchange.OTC
KACLF,False,False,False,AssetExchange.OTC
ZENVF,False,False,False,AssetExchange.OTC
NCLX,False,False,False,AssetExchange.OTC
KTEL,False,False,False,AssetExchange.OTC
SRGAQ,False,False,False,AssetExchange.OTC
PAIYY,False,False,False,AssetExchange.OTC
CNVIF,False,False,False,AssetExchange.OTC
EVKG,False,False,False,AssetExchange.OTC
CSTAF,False,False,False,AssetExchange.OTC
GLLRF,False,False,False,AssetExchange.OTC
TRVN,False,False,False,AssetExchange.OTC
ALSAF,False,False,False,AssetExchange.OTC
CLVR,False,False,False,AssetExchange.OTC
SONWQ,False,False,False,AssetExchange.OTC
GBAT,False,False,False,AssetExchange.OTC
GDC,False,False,False,AssetExchange.NASDAQ
IGOT,False,False,False,AssetExchange.OTC
CLOER,False,False,False,AssetExchange.OTC
NKGN,False,False,False,AssetExchange.OTC
ATTOF,False,False,False,AssetExchange.OTC
QNGYQ,False,False,False,AssetExchange.OTC
NCNCF,False,False,False,AssetExchange.OTC
IZM,False,False,False,AssetExchange.NASDAQ
SSUNF,False,False,False,AssetExchange.OTC
SMXWW,False,False,False,AssetExchange.NASDAQ
EBET,False,False,False,AssetExchange.OTC
CEAYY,False,False,False,AssetExchange.OTC
MUI,False,False,False,AssetExchange.NYSE
ALSWF,False,False,False,AssetExchange.OTC
ENFY,False,False,False,AssetExchange.OTC
ULYX,False,False,False,AssetExchange.OTC
CHRA,False,False,False,AssetExchange.OTC
ONCR,False,False,False,AssetExchange.OTC
BRQSF,False,False,False,AssetExchange.OTC
THNPY,False,False,False,AssetExchange.OTC
MOTS,False,False,False,AssetExchange.OTC
LEJUY,False,False,False,AssetExchange.OTC
PETV,False,False,False,AssetExchange.OTC
JPPYY,False,False,False,AssetExchange.OTC
ALCWF,False,False,False,AssetExchange.OTC
TIRXF,False,False,False,AssetExchange.OTC
MGAM,False,False,False,AssetExchange.OTC
HLTHQ,False,False,False,AssetExchange.OTC
HAIWF,False,False,False,AssetExchange.OTC
JBDI,False,False,False,AssetExchange.NASDAQ
MSSWF,False,False,False,AssetExchange.NASDAQ
BIOCQ,False,False,False,AssetExchange.OTC
SPIEQ,False,False,False,AssetExchange.OTC
SISI,False,False,False,AssetExchange.OTC
WINV,False,False,False,AssetExchange.OTC
OBSEF,False,False,False,AssetExchange.OTC
JZ,False,False,False,AssetExchange.NASDAQ
CPTWF,False,False,False,AssetExchange.OTC
LNWO,False,False,False,AssetExchange.OTC
VINC,False,False,False,AssetExchange.OTC
UOKAF,False,False,False,AssetExchange.OTC
PEARQ,False,False,False,AssetExchange.OTC
HSPWF,False,False,False,AssetExchange.OTC
RBTC,False,False,False,AssetExchange.OTC
WINT,False,False,False,AssetExchange.OTC
FXCOR,False,False,False,AssetExchange.OTC
CUEN,False,False,False,AssetExchange.OTC
AREBW,False,False,False,AssetExchange.OTC
SBNYL,False,False,False,AssetExchange.OTC
IVCWF,False,False,False,AssetExchange.OTC
ADAPY,False,False,False,AssetExchange.OTC
INVLW,False,False,False,AssetExchange.OTC
NOVNQ,False,False,False,AssetExchange.OTC
TETWF,False,False,False,AssetExchange.OTC
APTOF,False,False,False,AssetExchange.OTC
ALPP,False,False,False,AssetExchange.OTC
KUKEY,False,False,False,AssetExchange.OTC
