symbol,tradable,shortable,easy_to_borrow,exchange
COF.PRN,True,False,False,AssetExchange.NYSE
COF.PRK,True,False,False,AssetExchange.NYSE
APRJ,True,False,False,AssetExchange.BATS
LGCY,True,True,True,AssetExchange.AMEX
LI,True,True,True,AssetExchange.NASDAQ
COCH,True,False,False,AssetExchange.NASDAQ
LIDR,True,True,True,AssetExchange.NASDAQ
LIFE,True,True,True,AssetExchange.NASDAQ
LION,True,True,True,AssetExchange.NYSE
LIT,True,True,True,AssetExchange.ARCA
LKQ,True,True,True,AssetExchange.NASDAQ
LSPD,True,True,True,AssetExchange.NYSE
CNYA,True,False,False,AssetExchange.BATS
LW,True,True,True,AssetExchange.NYSE
LWAY,True,True,True,AssetExchange.NASDAQ
CNOBP,True,False,False,AssetExchange.NASDAQ
MAA,True,True,True,AssetExchange.NYSE
MAGN,True,True,True,AssetExchange.NYSE
MAGS,True,True,True,AssetExchange.BATS
MAIR,True,True,True,AssetExchange.NYSE
MAKO,True,True,True,AssetExchange.NASDAQ
MANH,True,True,True,AssetExchange.NASDAQ
CNBS,True,False,False,AssetExchange.ARCA
MAR,True,True,True,AssetExchange.NASDAQ
CMSD,True,False,False,AssetExchange.NYSE
MCY,True,True,True,AssetExchange.NYSE
CMSC,True,False,False,AssetExchange.NYSE
CMS.PRC,True,False,False,AssetExchange.NYSE
CMAY,True,False,False,AssetExchange.BATS
MD,True,True,True,AssetExchange.NYSE
CRZBY,True,False,False,AssetExchange.OTC
MFIN,True,True,True,AssetExchange.NASDAQ
MGM,True,True,True,AssetExchange.NYSE
CLRO,True,False,False,AssetExchange.NASDAQ
MGNI,True,True,True,AssetExchange.NASDAQ
MLCO,True,True,True,AssetExchange.NASDAQ
MLI,True,True,True,AssetExchange.NYSE
CJUL,True,False,False,AssetExchange.BATS
MLKN,True,True,True,AssetExchange.NASDAQ
MLM,True,True,True,AssetExchange.NYSE
MLTX,True,True,True,AssetExchange.NASDAQ
MLYS,True,True,True,AssetExchange.NASDAQ
CISO,True,False,False,AssetExchange.NASDAQ
MMD,True,True,True,AssetExchange.NYSE
MRAM,True,True,True,AssetExchange.NASDAQ
MSEX,True,True,True,AssetExchange.NASDAQ
CIRC,True,False,False,AssetExchange.NASDAQ
MTRX,True,True,True,AssetExchange.NASDAQ
MTSI,True,True,True,AssetExchange.NASDAQ
MXL,True,True,True,AssetExchange.NASDAQ
MYGN,True,True,True,AssetExchange.NASDAQ
NAVN,True,True,True,AssetExchange.NASDAQ
NB,True,True,True,AssetExchange.NASDAQ
BDVG,True,False,False,AssetExchange.ARCA
NBBK,True,True,True,AssetExchange.NASDAQ
NBHC,True,True,True,AssetExchange.NYSE
CIR,True,False,False,AssetExchange.BATS
CIM.PRC,True,False,False,AssetExchange.NYSE
NBR,True,True,True,AssetExchange.NYSE
NERV,True,True,True,AssetExchange.NASDAQ
NESR,True,True,True,AssetExchange.NASDAQ
CIM.PRB,True,False,False,AssetExchange.NYSE
NGNE,True,True,True,AssetExchange.NASDAQ
CIK,True,False,False,AssetExchange.AMEX
NGS,True,True,True,AssetExchange.NYSE
NNBR,True,True,True,AssetExchange.NASDAQ
CIG.C,True,False,False,AssetExchange.NYSE
CHPY,True,False,False,AssetExchange.ARCA
NNDM,True,True,True,AssetExchange.NASDAQ
NPK,True,True,True,AssetExchange.NYSE
NPKI,True,True,True,AssetExchange.NYSE
NUSC,True,True,True,AssetExchange.BATS
NUTX,True,True,True,AssetExchange.NASDAQ
NWN,True,True,True,AssetExchange.NYSE
CHPX,True,False,False,AssetExchange.NASDAQ
CHPT,True,False,False,AssetExchange.NYSE
CHPS,True,False,False,AssetExchange.NASDAQ
NYT,True,True,True,AssetExchange.NYSE
OFRM,True,True,True,AssetExchange.NYSE
BDSX,True,False,False,AssetExchange.NASDAQ
BDCIW,True,False,False,AssetExchange.NASDAQ
BDCI,True,False,False,AssetExchange.NASDAQ
BDBT,True,False,False,AssetExchange.ARCA
OGC,True,True,True,AssetExchange.NYSE
CHPGU,True,False,False,AssetExchange.NASDAQ
OGN,True,True,True,AssetExchange.NYSE
OLLI,True,True,True,AssetExchange.NASDAQ
OLMA,True,True,True,AssetExchange.NASDAQ
ONEW,True,True,True,AssetExchange.NASDAQ
ORCL,True,True,True,AssetExchange.NYSE
CHPG,True,False,False,AssetExchange.NASDAQ
CHNR,True,False,False,AssetExchange.NASDAQ
CHI,True,False,False,AssetExchange.NASDAQ
CHEC,True,False,False,AssetExchange.NASDAQ
CHDG,True,False,False,AssetExchange.BATS
ORGO,True,True,True,AssetExchange.NASDAQ
ORI,True,True,True,AssetExchange.NYSE
ORR,True,True,True,AssetExchange.NASDAQ
CHAU,True,False,False,AssetExchange.ARCA
ORRF,True,True,True,AssetExchange.NASDAQ
CHARU,True,False,False,AssetExchange.NASDAQ
PBFS,True,True,True,AssetExchange.NASDAQ
CGPT,True,False,False,AssetExchange.NASDAQ
CGCFW,True,False,False,AssetExchange.NASDAQ
PBI,True,True,True,AssetExchange.NYSE
CGCFU,True,False,False,AssetExchange.NASDAQ
CGBL,True,False,False,AssetExchange.ARCA
PBLS,True,True,True,AssetExchange.NASDAQ
SILC,True,True,True,AssetExchange.NASDAQ
PBR,True,True,True,AssetExchange.NYSE
PDEX,True,True,True,AssetExchange.NASDAQ
PDFS,True,True,True,AssetExchange.NASDAQ
PG,True,True,True,AssetExchange.NYSE
PGC,True,True,True,AssetExchange.NASDAQ
PGEN,True,True,True,AssetExchange.NASDAQ
CGBD,True,False,False,AssetExchange.NASDAQ
PHK,True,True,True,AssetExchange.NYSE
PHUN,True,True,True,AssetExchange.NASDAQ
PINE,True,True,True,AssetExchange.NYSE
CGABL,True,False,False,AssetExchange.NASDAQ
CFTR.PRA,True,False,False,AssetExchange.NYSE
PINK,True,True,True,AssetExchange.ARCA
CFG.PRH,True,False,False,AssetExchange.NYSE
PLD,True,True,True,AssetExchange.NYSE
ROLR,True,False,False,AssetExchange.AMEX
PLGO,True,True,True,AssetExchange.NYSE
PM,True,True,True,AssetExchange.NYSE
CEE,True,False,False,AssetExchange.NYSE
CDIO,True,False,False,AssetExchange.NASDAQ
CDIG,True,False,False,AssetExchange.NASDAQ
POWA,True,True,True,AssetExchange.ARCA
POWR,True,True,True,AssetExchange.ARCA
POWW,True,True,True,AssetExchange.NASDAQ
PPA,True,True,True,AssetExchange.ARCA
PPC,True,True,True,AssetExchange.NASDAQ
PPH,True,True,True,AssetExchange.NASDAQ
CDEI,True,False,False,AssetExchange.ARCA
CCXIU,True,False,False,AssetExchange.NASDAQ
PPIH,True,True,True,AssetExchange.NASDAQ
PRAX,True,True,True,AssetExchange.NASDAQ
PRQR,True,True,True,AssetExchange.NASDAQ
PRS,True,True,True,AssetExchange.NYSE
PTLC,True,True,True,AssetExchange.BATS
CCUP,True,False,False,AssetExchange.BATS
PTLO,True,True,True,AssetExchange.NASDAQ
PTON,True,True,True,AssetExchange.NASDAQ
PTRN,True,True,True,AssetExchange.NASDAQ
CCSB,True,False,False,AssetExchange.NASDAQ
PTY,True,True,True,AssetExchange.NYSE
CCRP,True,False,False,AssetExchange.ARCA
CCPX,True,False,False,AssetExchange.BATS
CCOM,True,False,False,AssetExchange.ARCA
PULS,True,True,True,AssetExchange.ARCA
PYPL,True,True,True,AssetExchange.NASDAQ
PYXS,True,True,True,AssetExchange.NASDAQ
QLYS,True,True,True,AssetExchange.NASDAQ
CCNR,True,False,False,AssetExchange.NASDAQ
CCHH,True,False,False,AssetExchange.NASDAQ
QMCO,True,True,True,AssetExchange.NASDAQ
CCGWW,True,False,False,AssetExchange.NASDAQ
QRHC,True,True,True,AssetExchange.NASDAQ
RAL,True,True,True,AssetExchange.NYSE
CCG,True,False,False,AssetExchange.NASDAQ
CBXY,True,False,False,AssetExchange.BATS
BD,True,False,False,AssetExchange.ARCA
RDN,True,True,True,AssetExchange.NYSE
RDNT,True,True,True,AssetExchange.NASDAQ
RDVT,True,True,True,AssetExchange.NASDAQ
BCUS,True,False,False,AssetExchange.ARCA
CBXJ,True,False,False,AssetExchange.BATS
CBXA,True,False,False,AssetExchange.BATS
CBUS,True,False,False,AssetExchange.NASDAQ
REI,True,True,True,AssetExchange.AMEX
RELL,True,True,True,AssetExchange.NASDAQ
REMX,True,True,True,AssetExchange.ARCA
CBTY,True,False,False,AssetExchange.BATS
RFMZ,True,True,True,AssetExchange.NYSE
RJET,True,True,True,AssetExchange.NASDAQ
RKLB,True,True,True,AssetExchange.NASDAQ
RPAY,True,True,True,AssetExchange.NASDAQ
RSBT,True,True,True,AssetExchange.BATS
ATEN,True,True,True,AssetExchange.NYSE
AZTA,True,True,True,AssetExchange.NASDAQ
CBRE,True,True,True,AssetExchange.NYSE
CECO,True,True,True,AssetExchange.NASDAQ
NEPH,True,True,True,AssetExchange.NASDAQ
PBH,True,True,True,AssetExchange.NYSE
SG,True,True,True,AssetExchange.NYSE
SI,True,True,True,AssetExchange.NYSE
SM,True,True,True,AssetExchange.NYSE
AGNG,True,False,False,AssetExchange.NASDAQ
CARD,True,False,False,AssetExchange.ARCA
CAQUW,True,False,False,AssetExchange.NASDAQ
APIE,True,False,False,AssetExchange.ARCA
TELA,True,True,True,AssetExchange.NASDAQ
TNET,True,True,True,AssetExchange.NYSE
VAL,True,True,True,AssetExchange.NYSE
WLK,True,True,True,AssetExchange.NYSE
SAN,True,True,True,AssetExchange.NYSE
DSDVY,True,False,False,AssetExchange.OTC
CAQUU,True,False,False,AssetExchange.NASDAQ
CAQ,True,False,False,AssetExchange.NASDAQ
CAPS,True,False,False,AssetExchange.NASDAQ
SANM,True,True,True,AssetExchange.NASDAQ
SARO,True,True,True,AssetExchange.NYSE
CAPR,True,False,False,AssetExchange.NASDAQ
CAPN,True,False,False,AssetExchange.NASDAQ
ESALY,True,False,False,AssetExchange.OTC
BUYZ,True,False,False,AssetExchange.BATS
SBCF,True,True,True,AssetExchange.NASDAQ
SBGI,True,True,True,AssetExchange.NASDAQ
BULG,True,False,False,AssetExchange.NASDAQ
BCTXZ,True,False,False,AssetExchange.NASDAQ
SCI,True,True,True,AssetExchange.NYSE
SCJ,True,True,True,AssetExchange.ARCA
SCLX,True,True,True,AssetExchange.NASDAQ
BCTXL,True,False,False,AssetExchange.NASDAQ
BUI,True,False,False,AssetExchange.NYSE
BUFZ,True,False,False,AssetExchange.BATS
BUFX,True,False,False,AssetExchange.BATS
SCYB,True,True,True,AssetExchange.ARCA
BUFT,True,False,False,AssetExchange.BATS
SCYX,True,True,True,AssetExchange.NASDAQ
BUFS,True,False,False,AssetExchange.BATS
BUFP,True,False,False,AssetExchange.BATS
BUFM,True,False,False,AssetExchange.NASDAQ
SFLR,True,True,True,AssetExchange.ARCA
SFM,True,True,True,AssetExchange.NASDAQ
BUFI,True,False,False,AssetExchange.NASDAQ
BUFG,True,False,False,AssetExchange.BATS
BUFF,True,False,False,AssetExchange.BATS
BSTU,True,False,False,AssetExchange.NASDAQ
SHO,True,True,True,AssetExchange.NYSE
CSEX,True,False,False,AssetExchange.BATS
BSTS,True,False,False,AssetExchange.NASDAQ
SITC,True,True,True,AssetExchange.NYSE
SIVR,True,True,True,AssetExchange.ARCA
SLYG,True,True,True,AssetExchange.ARCA
SMTC,True,True,True,AssetExchange.NASDAQ
AAAD,True,False,False,AssetExchange.ARCA
SOFI,True,True,True,AssetExchange.NASDAQ
SPAI,True,True,True,AssetExchange.NASDAQ
SPCX,True,True,True,AssetExchange.NASDAQ
BCTX,True,False,False,AssetExchange.NASDAQ
SPDW,True,True,True,AssetExchange.ARCA
SPEM,True,True,True,AssetExchange.ARCA
SPH,True,True,True,AssetExchange.NYSE
SPHD,True,True,True,AssetExchange.ARCA
SPTI,True,True,True,AssetExchange.ARCA
SPTL,True,True,True,AssetExchange.ARCA
SPTM,True,True,True,AssetExchange.ARCA
SPTS,True,True,True,AssetExchange.ARCA
SPXL,True,True,True,AssetExchange.ARCA
SRAD,True,True,True,AssetExchange.NASDAQ
SRET,True,True,True,AssetExchange.NASDAQ
SRTA,True,True,True,AssetExchange.NASDAQ
BCTK,True,False,False,AssetExchange.NASDAQ
SRTS,True,True,True,AssetExchange.NASDAQ
BSTP,True,False,False,AssetExchange.ARCA
SSYS,True,True,True,AssetExchange.NASDAQ
STAA,True,True,True,AssetExchange.NASDAQ
BSSX,True,False,False,AssetExchange.NASDAQ
BSMZ,True,False,False,AssetExchange.NASDAQ
BSMY,True,False,False,AssetExchange.NASDAQ
STPZ,True,True,True,AssetExchange.ARCA
STRC,True,True,True,AssetExchange.NASDAQ
SUZ,True,True,True,AssetExchange.NYSE
BSMW,True,False,False,AssetExchange.NASDAQ
SVC,True,True,True,AssetExchange.NASDAQ
TACO,True,True,True,AssetExchange.NASDAQ
TBLD,True,True,True,AssetExchange.NASDAQ
BSMQ,True,False,False,AssetExchange.NASDAQ
TDS,True,True,True,AssetExchange.NYSE
TDUP,True,True,True,AssetExchange.NASDAQ
BSL,True,False,False,AssetExchange.NYSE
TH,True,True,True,AssetExchange.NASDAQ
THC,True,True,True,AssetExchange.NYSE
BSJY,True,False,False,AssetExchange.NASDAQ
BSJX,True,False,False,AssetExchange.NASDAQ
THFF,True,True,True,AssetExchange.NASDAQ
TILE,True,True,True,AssetExchange.NASDAQ
TIPX,True,True,True,AssetExchange.ARCA
TITN,True,True,True,AssetExchange.NASDAQ
TK,True,True,True,AssetExchange.NYSE
TM,True,True,True,AssetExchange.NYSE
TMC,True,True,True,AssetExchange.NASDAQ
TMCI,True,True,True,AssetExchange.NASDAQ
TNDM,True,True,True,AssetExchange.NASDAQ
TRTX,True,True,True,AssetExchange.NYSE
TTAN,True,True,True,AssetExchange.NASDAQ
UAL,True,True,True,AssetExchange.NASDAQ
BSJU,True,False,False,AssetExchange.NASDAQ
UFCS,True,True,True,AssetExchange.NASDAQ
BCLO,True,False,False,AssetExchange.NASDAQ
URNM,True,True,True,AssetExchange.ARCA
UROY,True,True,True,AssetExchange.NASDAQ
USA,True,True,True,AssetExchange.NYSE
BSJT,True,False,False,AssetExchange.NASDAQ
BSJS,True,False,False,AssetExchange.NASDAQ
BSGT,True,False,False,AssetExchange.NASDAQ
BSGR,True,False,False,AssetExchange.NASDAQ
OXSQH,True,False,False,AssetExchange.NASDAQ
BSET,True,False,False,AssetExchange.NASDAQ
BSCZ,True,False,False,AssetExchange.NASDAQ
USAR,True,True,True,AssetExchange.NASDAQ
USAS,True,True,True,AssetExchange.AMEX
BSCY,True,False,False,AssetExchange.NASDAQ
USCB,True,True,True,AssetExchange.NASDAQ
USXF,True,True,True,AssetExchange.NASDAQ
BSCX,True,False,False,AssetExchange.NASDAQ
UTG,True,True,True,AssetExchange.AMEX
BSCV,True,False,False,AssetExchange.NASDAQ
UVV,True,True,True,AssetExchange.NYSE
VBIL,True,True,True,AssetExchange.NASDAQ
VET,True,True,True,AssetExchange.NYSE
VEU,True,True,True,AssetExchange.ARCA
VFF,True,True,True,AssetExchange.NASDAQ
BSCU,True,False,False,AssetExchange.NASDAQ
VFH,True,True,True,AssetExchange.ARCA
BSCQ,True,False,False,AssetExchange.NASDAQ
VFLO,True,True,True,AssetExchange.NASDAQ
VLY,True,True,True,AssetExchange.NASDAQ
VMBS,True,True,True,AssetExchange.NASDAQ
VMC,True,True,True,AssetExchange.NYSE
NMZ,True,False,False,AssetExchange.NYSE
BCKT,True,False,False,AssetExchange.BATS
VMD,True,True,True,AssetExchange.NASDAQ
BRVE,True,False,False,AssetExchange.NASDAQ
VMRK,True,True,True,AssetExchange.NYSE
VNO,True,True,True,AssetExchange.NYSE
BRTMW,True,False,False,AssetExchange.NASDAQ
BRTMU,True,False,False,AssetExchange.NASDAQ
BRLS,True,False,False,AssetExchange.NASDAQ
BRLN,True,False,False,AssetExchange.BATS
BRKU,True,False,False,AssetExchange.NASDAQ
VNOM,True,True,True,AssetExchange.NASDAQ
VSH,True,True,True,AssetExchange.NYSE
BRKRP,True,False,False,AssetExchange.NASDAQ
BRIF,True,False,False,AssetExchange.ARCA
VSNT,True,True,True,AssetExchange.NASDAQ
BRIE,True,False,False,AssetExchange.NYSE
VSS,True,True,True,AssetExchange.ARCA
BRIB,True,False,False,AssetExchange.ARCA
VSXY,True,True,True,AssetExchange.NYSE
VT,True,True,True,AssetExchange.ARCA
BRFH,True,False,False,AssetExchange.NASDAQ
VTEC,True,True,True,AssetExchange.BATS
VTI,True,True,True,AssetExchange.ARCA
BREM,True,False,False,AssetExchange.NASDAQ
VTN,True,True,True,AssetExchange.NYSE
WDI,True,True,True,AssetExchange.NYSE
BREE,True,False,False,AssetExchange.NYSE
WDIV,True,True,True,AssetExchange.ARCA
WDS,True,True,True,AssetExchange.NYSE
BRCE,True,False,False,AssetExchange.NYSE
BPI,True,False,False,AssetExchange.ARCA
YDESW,True,False,False,AssetExchange.NASDAQ
PPL,True,True,True,AssetExchange.NYSE
BNR,True,False,False,AssetExchange.NASDAQ
WEN,True,True,True,AssetExchange.NASDAQ
WERN,True,True,True,AssetExchange.NASDAQ
WES,True,True,True,AssetExchange.NYSE
WGS,True,True,True,AssetExchange.NASDAQ
WH,True,True,True,AssetExchange.NYSE
WHF,True,True,True,AssetExchange.NASDAQ
WKC,True,True,True,AssetExchange.NYSE
WLDN,True,True,True,AssetExchange.NASDAQ
WLFC,True,True,True,AssetExchange.NASDAQ
BNOV,True,False,False,AssetExchange.BATS
WLTH,True,True,True,AssetExchange.NASDAQ
WM,True,True,True,AssetExchange.NYSE
BNKU,True,False,False,AssetExchange.ARCA
WMB,True,True,True,AssetExchange.NYSE
BNDP,True,False,False,AssetExchange.NASDAQ
WMG,True,True,True,AssetExchange.NASDAQ
WMK,True,True,True,AssetExchange.NYSE
ANV,True,False,False,AssetExchange.NASDAQ
BNDI,True,False,False,AssetExchange.ARCA
WULF,True,True,True,AssetExchange.NASDAQ
BNAV,True,False,False,AssetExchange.BATS
WVE,True,True,True,AssetExchange.NASDAQ
BNAIW,True,False,False,AssetExchange.NASDAQ
BNAI,True,False,False,AssetExchange.NASDAQ
XRAY,True,True,True,AssetExchange.NASDAQ
ZAP,True,True,True,AssetExchange.NASDAQ
JAPSY,True,False,False,AssetExchange.OTC
ZVRA,True,True,True,AssetExchange.NASDAQ
BML.PRL,True,False,False,AssetExchange.NYSE
ZWS,True,True,True,AssetExchange.NYSE
BML.PRJ,True,False,False,AssetExchange.NYSE
WTRE,True,False,False,AssetExchange.ARCA
BCIL,True,False,False,AssetExchange.ARCA
AMBP,True,True,True,AssetExchange.NYSE
ALRM,True,True,True,AssetExchange.NASDAQ
CRSP,True,True,True,AssetExchange.NASDAQ
CLPHY,True,False,False,AssetExchange.OTC
BML.PRH,True,False,False,AssetExchange.NYSE
BKMC,True,False,False,AssetExchange.ARCA
BKLG,True,False,False,AssetExchange.ARCA
CRSR,True,True,True,AssetExchange.NASDAQ
EXE,True,True,True,AssetExchange.NASDAQ
BKKT.WS,True,False,False,AssetExchange.NYSE
EXEL,True,True,True,AssetExchange.NASDAQ
JIII,True,False,False,AssetExchange.ARCA
FAF,True,True,True,AssetExchange.NYSE
ETHW,True,False,False,AssetExchange.ARCA
KFIIR,True,False,False,AssetExchange.NASDAQ
HCAT,True,True,True,AssetExchange.NASDAQ
KMTS,True,True,True,AssetExchange.NASDAQ
MSI,True,True,True,AssetExchange.NYSE
NEXN,True,True,True,AssetExchange.NASDAQ
NEXT,True,True,True,AssetExchange.NASDAQ
NFJ,True,True,True,AssetExchange.NYSE
STHO,True,True,True,AssetExchange.NASDAQ
VEA,True,True,True,AssetExchange.ARCA
HEEM,True,False,False,AssetExchange.BATS
VECO,True,True,True,AssetExchange.NASDAQ
BKHY,True,False,False,AssetExchange.ARCA
VEGN,True,True,True,AssetExchange.BATS
BKDV,True,False,False,AssetExchange.ARCA
VXUS,True,True,True,AssetExchange.NASDAQ
WSM,True,True,True,AssetExchange.NYSE
ZD,True,True,True,AssetExchange.NASDAQ
STAG,True,True,True,AssetExchange.NYSE
ALLY,True,True,True,AssetExchange.NYSE
BKCH,True,False,False,AssetExchange.NASDAQ
AMSF,True,True,True,AssetExchange.NASDAQ
AVES,True,True,True,AssetExchange.ARCA
DV,True,True,True,AssetExchange.NYSE
ECL,True,True,True,AssetExchange.NYSE
BITI,True,False,False,AssetExchange.ARCA
EMF,True,True,True,AssetExchange.NYSE
ESNT,True,True,True,AssetExchange.NYSE
PUMP,True,True,True,AssetExchange.NYSE
JPM,True,True,True,AssetExchange.NYSE
KGS,True,True,True,AssetExchange.NYSE
LMAT,True,True,True,AssetExchange.NASDAQ
LULU,True,True,True,AssetExchange.NASDAQ
MNOV,True,True,True,AssetExchange.NASDAQ
MUSA,True,True,True,AssetExchange.NYSE
OPY,True,True,True,AssetExchange.NYSE
BITC,True,False,False,AssetExchange.ARCA
OVL,True,True,True,AssetExchange.BATS
RBA,True,True,True,AssetExchange.NYSE
RJF,True,True,True,AssetExchange.NYSE
SGI,True,True,True,AssetExchange.NYSE
SLSR,True,True,True,AssetExchange.AMEX
STN,True,True,True,AssetExchange.NYSE
BITA,True,False,False,AssetExchange.NASDAQ
TAC,True,True,True,AssetExchange.NYSE
TCHP,True,True,True,AssetExchange.ARCA
BIS,True,False,False,AssetExchange.NASDAQ
BIPH,True,False,False,AssetExchange.NYSE
BIP.PRB,True,False,False,AssetExchange.NYSE
BIDD,True,False,False,AssetExchange.ARCA
TEX,True,True,True,AssetExchange.NYSE
BID,True,False,False,AssetExchange.NASDAQ
TSQ,True,True,True,AssetExchange.NYSE
USCI,True,True,True,AssetExchange.ARCA
UNH,True,True,True,AssetExchange.NYSE
UCON,True,False,False,AssetExchange.ARCA
KEYS,True,True,True,AssetExchange.NYSE
VIR,True,True,True,AssetExchange.NASDAQ
AMMO,True,False,False,AssetExchange.ARCA
UUPP,True,False,False,AssetExchange.BATS
VOXR,True,True,True,AssetExchange.NASDAQ
EUDAW,True,False,False,AssetExchange.NASDAQ
AIRJ,True,True,True,AssetExchange.NASDAQ
ATEC,True,True,True,AssetExchange.NASDAQ
BIXIW,True,False,False,AssetExchange.NASDAQ
LPAAW,True,False,False,AssetExchange.NASDAQ
BNTC,True,True,True,AssetExchange.NASDAQ
BNTX,True,True,True,AssetExchange.NASDAQ
BPRN,True,True,True,AssetExchange.NASDAQ
BBLU,True,False,False,AssetExchange.ARCA
BRAG,True,True,True,AssetExchange.NASDAQ
BRBS,True,True,True,AssetExchange.AMEX
CAI,True,True,True,AssetExchange.NASDAQ
XSHP,True,False,False,AssetExchange.BATS
CEF,True,True,True,AssetExchange.ARCA
XRMI,True,False,False,AssetExchange.ARCA
CLDX,True,True,True,AssetExchange.NASDAQ
COO,True,True,True,AssetExchange.NASDAQ
XRLX,True,False,False,AssetExchange.ARCA
CPIX,True,True,True,AssetExchange.NASDAQ
CRESY,True,True,True,AssetExchange.NASDAQ
CREX,True,True,True,AssetExchange.NASDAQ
CRGY,True,True,True,AssetExchange.NYSE
DGX,True,True,True,AssetExchange.NYSE
DGXX,True,True,True,AssetExchange.NASDAQ
DHC,True,True,True,AssetExchange.NASDAQ
DJT,True,True,True,AssetExchange.NASDAQ
DKNG,True,True,True,AssetExchange.NASDAQ
FUJHY,True,False,False,AssetExchange.OTC
EJAN,True,True,True,AssetExchange.ARCA
XQTM,True,False,False,AssetExchange.BATS
XPH,True,False,False,AssetExchange.ARCA
EL,True,True,True,AssetExchange.NYSE
BBLB,True,False,False,AssetExchange.BATS
ELAN,True,True,True,AssetExchange.NYSE
BBIB,True,False,False,AssetExchange.BATS
XPEG,True,False,False,AssetExchange.NASDAQ
EOD,True,True,True,AssetExchange.NYSE
EOI,True,True,True,AssetExchange.NYSE
ERC,True,True,True,AssetExchange.AMEX
FEIM,True,True,True,AssetExchange.NASDAQ
FND,True,True,True,AssetExchange.NYSE
FNDA,True,True,True,AssetExchange.ARCA
GWRS,True,True,True,AssetExchange.NASDAQ
GWW,True,True,True,AssetExchange.NYSE
WPRT,True,False,False,AssetExchange.NASDAQ
WOOD,True,False,False,AssetExchange.NASDAQ
GWX,True,True,True,AssetExchange.ARCA
WOMN,True,False,False,AssetExchange.ARCA
WOK,True,False,False,AssetExchange.NASDAQ
WNW,True,False,False,AssetExchange.NASDAQ
WNTR,True,False,False,AssetExchange.ARCA
HGTY,True,True,True,AssetExchange.NYSE
IBDS,True,True,True,AssetExchange.ARCA
IGLD,True,True,True,AssetExchange.BATS
IGM,True,True,True,AssetExchange.ARCA
WNDR,True,False,False,AssetExchange.BATS
WBIF,True,False,False,AssetExchange.ARCA
WARP,True,False,False,AssetExchange.NASDAQ
VPLS,True,False,False,AssetExchange.NASDAQ
VPFF,True,False,False,AssetExchange.ARCA
IUSB,True,True,True,AssetExchange.NASDAQ
IVV,True,True,True,AssetExchange.ARCA
IWB,True,True,True,AssetExchange.ARCA
JJSF,True,True,True,AssetExchange.NASDAQ
VOYA.PRB,True,False,False,AssetExchange.NYSE
JKHY,True,True,True,AssetExchange.NASDAQ
KBE,True,True,True,AssetExchange.ARCA
LAMR,True,True,True,AssetExchange.NASDAQ
NATR,True,True,True,AssetExchange.NASDAQ
NEM,True,True,True,AssetExchange.NYSE
NEO,True,True,True,AssetExchange.NASDAQ
PBAP,True,True,True,AssetExchange.BATS
PFS,True,True,True,AssetExchange.NYSE
VNO.PRM,True,False,False,AssetExchange.NYSE
PFSI,True,True,True,AssetExchange.NYSE
QGEN,True,True,True,AssetExchange.NYSE
QGRO,True,True,True,AssetExchange.ARCA
QQQX,True,True,True,AssetExchange.NASDAQ
REG,True,True,True,AssetExchange.NASDAQ
BLND,True,True,True,AssetExchange.NYSE
BYD,True,True,True,AssetExchange.NYSE
SAMG,True,True,True,AssetExchange.NASDAQ
VNO.PRL,True,False,False,AssetExchange.NYSE
SFD,True,True,True,AssetExchange.NASDAQ
VIOT,True,False,False,AssetExchange.NASDAQ
SFIX,True,True,True,AssetExchange.NASDAQ
VIDI,True,False,False,AssetExchange.ARCA
SFL,True,True,True,AssetExchange.NYSE
SLVP,True,True,True,AssetExchange.BATS
SLVR,True,True,True,AssetExchange.NASDAQ
SPSC,True,True,True,AssetExchange.NASDAQ
VIAG,True,False,False,AssetExchange.BATS
SPSM,True,True,True,AssetExchange.ARCA
SPT,True,True,True,AssetExchange.NASDAQ
VHUB,True,False,False,AssetExchange.NASDAQ
VERI,True,False,False,AssetExchange.NASDAQ
VEMY,True,False,False,AssetExchange.ARCA
T.PRA,True,True,True,AssetExchange.NYSE
TIL,True,True,True,AssetExchange.NASDAQ
TLT,True,True,True,AssetExchange.NASDAQ
TLTI,True,True,True,AssetExchange.BATS
TLTW,True,True,True,AssetExchange.BATS
VEM,True,False,False,AssetExchange.ARCA
UA,True,True,True,AssetExchange.NYSE
URI,True,True,True,AssetExchange.NYSE
VELO,True,False,False,AssetExchange.NASDAQ
VEEA,True,False,False,AssetExchange.NASDAQ
URNJ,True,True,True,AssetExchange.NASDAQ
UUP,True,True,True,AssetExchange.ARCA
WPM,True,True,True,AssetExchange.NYSE
VECA,True,False,False,AssetExchange.NYSE
WRD,True,True,True,AssetExchange.NASDAQ
MELI,True,True,True,AssetExchange.NASDAQ
VCX,True,False,False,AssetExchange.NYSE
SCCO,True,True,True,AssetExchange.NYSE
VCV,True,False,False,AssetExchange.NYSE
VCRM,True,False,False,AssetExchange.BATS
VCOB,True,False,False,AssetExchange.ARCA
VCHY,True,False,False,AssetExchange.BATS
BAP,True,True,True,AssetExchange.NYSE
ABT,True,True,True,AssetExchange.NYSE
PFE,True,True,True,AssetExchange.NYSE
ALX,True,True,True,AssetExchange.NYSE
FIG,True,True,True,AssetExchange.NYSE
TW,True,True,True,AssetExchange.NASDAQ
VBNB,True,False,False,AssetExchange.NASDAQ
UZF,True,False,False,AssetExchange.NYSE
