symbol,day,ts,n_quotes,q_ts,nbb,nbo,spread,err
HCAI,2026-05-04,2026-05-04T17:47:00+00:00,4267,2026-05-04T17:46:59.942460+00:00,19.05,19.2,0.14999999999999858,
HCAI,2026-05-04,2026-05-04T17:48:00+00:00,4344,2026-05-04T17:47:59.735915+00:00,19.33,19.6,0.2700000000000031,
HCAI,2026-05-04,2026-05-04T18:09:00+00:00,203,2026-05-04T18:04:12.955231+00:00,21.27,21.33,0.05999999999999872,
HCAI,2026-05-04,2026-05-04T18:12:00+00:00,1953,2026-05-04T18:11:59.960676+00:00,23.47,23.6,0.13000000000000256,
HCAI,2026-05-04,2026-05-04T18:13:00+00:00,2428,2026-05-04T18:12:59.653283+00:00,22.06,22.53,0.4700000000000024,
HCAI,2026-05-04,2026-05-04T18:16:00+00:00,1704,2026-05-04T18:15:59.583430+00:00,21.7,22.13,0.4299999999999997,
HCAI,2026-05-04,2026-05-04T18:17:00+00:00,1683,2026-05-04T18:16:59.575656+00:00,21.26,21.42,0.16000000000000014,
HCAI,2026-05-04,2026-05-04T18:31:00+00:00,1858,2026-05-04T18:30:56.234029+00:00,21.42,21.74,0.31999999999999673,
HCAI,2026-05-04,2026-05-04T18:41:00+00:00,674,2026-05-04T18:40:58.890392+00:00,19.51,19.93,0.41999999999999815,
HCAI,2026-05-04,2026-05-04T18:42:00+00:00,844,2026-05-04T18:41:59.265481+00:00,19.72,20.0,0.28000000000000114,
HCAI,2026-05-18,2026-05-18T13:48:00+00:00,417,2026-05-18T13:43:37.288934+00:00,9.0,9.02,0.019999999999999574,
HCAI,2026-05-18,2026-05-18T13:55:00+00:00,766,2026-05-18T13:54:57.861105+00:00,9.15,9.25,0.09999999999999964,
HCAI,2026-05-18,2026-05-18T13:56:00+00:00,781,2026-05-18T13:55:59.779076+00:00,8.8,9.0,0.1999999999999993,
HCAI,2026-05-18,2026-05-18T14:13:00+00:00,668,2026-05-18T14:12:57.474913+00:00,7.58,7.66,0.08000000000000007,
HCAI,2026-05-18,2026-05-18T14:20:00+00:00,401,2026-05-18T14:19:59.804539+00:00,7.58,7.78,0.20000000000000018,
HCAI,2026-05-18,2026-05-18T14:21:00+00:00,360,2026-05-18T14:20:59.282409+00:00,7.69,7.85,0.15999999999999925,
HCAI,2026-05-18,2026-05-18T16:56:00+00:00,177,2026-05-18T16:51:00.086919+00:00,15.26,15.27,0.009999999999999787,
HCAI,2026-05-18,2026-05-18T17:21:00+00:00,219,2026-05-18T17:20:59.781276+00:00,13.56,13.57,0.009999999999999787,
HCAI,2026-05-21,2026-05-21T16:10:00+00:00,253,2026-05-21T16:09:50.313739+00:00,11.08,11.6,0.5199999999999996,
HCAI,2026-05-21,2026-05-21T16:35:00+00:00,43,2026-05-21T16:34:39.688615+00:00,10.82,11.42,0.5999999999999996,
HCAI,2026-05-21,2026-05-21T19:50:00+00:00,21,2026-05-21T19:48:40.181255+00:00,10.4,10.7,0.29999999999999893,
HCAI,2026-06-10,2026-06-10T15:06:00+00:00,0,,,,,no_quote_at_or_before_cover
HCAI,2026-06-10,2026-06-10T15:13:00+00:00,352,2026-06-10T15:12:59.906108+00:00,9.97,10.6,0.629999999999999,
HCAI,2026-06-10,2026-06-10T15:26:00+00:00,269,2026-06-10T15:25:59.269637+00:00,9.9,10.22,0.3200000000000003,
HCAI,2026-06-10,2026-06-10T15:27:00+00:00,395,2026-06-10T15:26:57.573249+00:00,9.91,10.1,0.1899999999999995,
HCAI,2026-06-10,2026-06-10T15:33:00+00:00,213,2026-06-10T15:28:45.239564+00:00,8.6,8.94,0.33999999999999986,
HCAI,2026-06-10,2026-06-10T15:38:00+00:00,360,2026-06-10T15:37:51.384551+00:00,9.17,9.48,0.3100000000000005,
HCAI,2026-06-10,2026-06-10T15:40:00+00:00,287,2026-06-10T15:39:45.532545+00:00,9.5,9.84,0.33999999999999986,
HCAI,2026-06-10,2026-06-10T15:41:00+00:00,265,2026-06-10T15:40:59.874453+00:00,9.51,10.45,0.9399999999999995,
HCAI,2026-06-10,2026-06-10T16:02:00+00:00,0,,,,,no_quote_at_or_before_cover
HCAI,2026-06-10,2026-06-10T16:05:00+00:00,346,2026-06-10T16:04:57.610887+00:00,8.52,9.0,0.4800000000000004,
HCAI,2026-06-10,2026-06-10T16:06:00+00:00,438,2026-06-10T16:05:55.025488+00:00,8.5,8.7,0.1999999999999993,
HCAI,2026-06-10,2026-06-10T16:09:00+00:00,382,2026-06-10T16:08:58.942991+00:00,8.75,9.0,0.25,
HCAI,2026-06-10,2026-06-10T16:18:00+00:00,125,2026-06-10T16:17:50.599773+00:00,8.6,9.0,0.40000000000000036,
HCAI,2026-06-10,2026-06-10T16:35:00+00:00,61,2026-06-10T16:34:56.772167+00:00,8.4,9.0,0.5999999999999996,
HCAI,2026-06-10,2026-06-10T19:54:00+00:00,2,2026-06-10T19:49:12.850546+00:00,9.02,9.35,0.33000000000000007,
HIT,2025-03-12,2025-03-12T18:32:00+00:00,725,2025-03-12T18:27:39.695944+00:00,1.35,1.37,0.020000000000000018,
HIT,2025-03-12,2025-03-12T18:39:00+00:00,1560,2025-03-12T18:38:58.416928+00:00,1.36,1.37,0.010000000000000009,
HIT,2025-03-12,2025-03-12T18:57:00+00:00,237,2025-03-12T18:56:48.731681+00:00,1.27,1.28,0.010000000000000009,
HIT,2025-03-12,2025-03-12T19:04:00+00:00,246,2025-03-12T19:03:55.159197+00:00,1.31,1.32,0.010000000000000009,
HOLO,2025-06-03,2025-06-03T16:12:00+00:00,8500,2025-06-03T16:11:59.587593+00:00,7.31,7.33,0.020000000000000462,
HOLO,2025-06-03,2025-06-03T16:14:00+00:00,8369,2025-06-03T16:13:59.791415+00:00,7.06,7.1,0.040000000000000036,
HOLO,2025-06-03,2025-06-03T16:37:00+00:00,3401,2025-06-03T16:36:59.908717+00:00,5.91,5.92,0.009999999999999787,
HOLO,2025-06-03,2025-06-03T16:39:00+00:00,2527,2025-06-03T16:38:59.769342+00:00,5.81,5.83,0.020000000000000462,
HOLX,2025-05-27,2025-05-27T17:05:00+00:00,13831,2025-05-27T17:04:59.413973+00:00,65.81,65.92,0.10999999999999943,
HOLX,2025-05-27,2025-05-27T17:06:00+00:00,8137,2025-05-27T17:05:58.742167+00:00,65.5,65.76,0.2600000000000051,
HOLX,2025-05-27,2025-05-27T17:30:00+00:00,3422,2025-05-27T17:29:59.748499+00:00,62.69,62.83,0.14000000000000057,
HOLX,2025-05-27,2025-05-27T17:31:00+00:00,2861,2025-05-27T17:30:58.335658+00:00,62.22,62.43,0.21000000000000085,
HSDT,2025-10-16,2025-10-16T16:13:00+00:00,715,2025-10-16T16:12:59.700503+00:00,10.95,11.0,0.05000000000000071,
HSDT,2025-10-16,2025-10-16T16:16:00+00:00,161,2025-10-16T16:15:52.918069+00:00,10.51,10.74,0.23000000000000043,
HSDT,2025-10-16,2025-10-16T16:17:00+00:00,197,2025-10-16T16:16:53.856665+00:00,10.34,10.6,0.2599999999999998,
HSDT,2025-10-16,2025-10-16T16:38:00+00:00,311,2025-10-16T16:37:49.354678+00:00,10.62,10.8,0.1800000000000015,
HSDT,2025-10-16,2025-10-16T16:41:00+00:00,319,2025-10-16T16:40:29.171028+00:00,10.51,10.85,0.33999999999999986,
HSDT,2025-10-16,2025-10-16T16:43:00+00:00,106,2025-10-16T16:42:19.752565+00:00,10.58,10.89,0.3100000000000005,
HTCO,2026-04-02,2026-04-02T14:46:00+00:00,603,2026-04-02T14:45:56.956609+00:00,9.63,10.0,0.3699999999999992,
HTCO,2026-04-02,2026-04-02T15:11:00+00:00,243,2026-04-02T15:10:54.002776+00:00,10.76,10.9,0.14000000000000057,
HTCO,2026-04-02,2026-04-02T19:55:00+00:00,47,2026-04-02T19:54:05.401996+00:00,10.81,10.91,0.09999999999999964,
HTCO,2026-04-06,2026-04-06T17:16:00+00:00,0,,,,,no_quote_at_or_before_cover
HTCO,2026-04-06,2026-04-06T17:37:00+00:00,0,,,,,no_quote_at_or_before_cover
HTCO,2026-04-06,2026-04-06T17:49:00+00:00,375,2026-04-06T17:48:59.339035+00:00,7.68,8.0,0.3200000000000003,
HTCO,2026-04-06,2026-04-06T18:17:00+00:00,52,2026-04-06T18:16:30.325495+00:00,6.65,6.96,0.3099999999999996,
HTCO,2026-04-06,2026-04-06T19:55:00+00:00,96,2026-04-06T19:54:27.266562+00:00,7.19,7.59,0.39999999999999947,
HTCO,2026-04-27,2026-04-27T14:21:00+00:00,6072,2026-04-27T14:20:59.445064+00:00,24.25,25.24,0.9899999999999984,
HTCO,2026-04-27,2026-04-27T14:27:00+00:00,102,2026-04-27T14:22:00.879931+00:00,23.49,31.92,8.430000000000003,
HTCO,2026-04-27,2026-04-27T14:46:00+00:00,2993,2026-04-27T14:45:59.895752+00:00,21.8,22.38,0.5799999999999983,
HTCO,2026-04-27,2026-04-27T14:48:00+00:00,2200,2026-04-27T14:47:55.438455+00:00,22.16,22.57,0.41000000000000014,
HTCO,2026-04-27,2026-04-27T16:18:00+00:00,273,2026-04-27T16:13:29.086960+00:00,18.99,25.37,6.380000000000003,
HTCO,2026-04-27,2026-04-27T16:25:00+00:00,2975,2026-04-27T16:24:59.929409+00:00,26.0,26.2,0.1999999999999993,
HTCO,2026-04-27,2026-04-27T16:30:00+00:00,666,2026-04-27T16:25:43.573910+00:00,22.89,30.21,7.32,
HTCO,2026-04-27,2026-04-27T16:37:00+00:00,1978,2026-04-27T16:36:59.287876+00:00,26.04,26.28,0.240000000000002,
HTCO,2026-04-27,2026-04-27T16:40:00+00:00,2417,2026-04-27T16:39:59.902516+00:00,28.08,28.71,0.6300000000000026,
HTCO,2026-04-27,2026-04-27T16:41:00+00:00,2952,2026-04-27T16:40:59.794214+00:00,28.0,28.77,0.7699999999999996,
HTCO,2026-04-27,2026-04-27T16:50:00+00:00,2040,2026-04-27T16:49:59.834298+00:00,30.72,31.46,0.740000000000002,
HTCO,2026-04-27,2026-04-27T16:51:00+00:00,2759,2026-04-27T16:50:56.617538+00:00,30.11,30.58,0.46999999999999886,
HTCO,2026-04-27,2026-04-27T17:02:00+00:00,1565,2026-04-27T17:01:59.847315+00:00,30.45,30.85,0.40000000000000213,
HTCO,2026-04-27,2026-04-27T18:29:00+00:00,194,2026-04-27T18:24:29.474905+00:00,51.77,59.28,7.509999999999998,
HTCO,2026-04-27,2026-04-27T18:30:00+00:00,725,2026-04-27T18:29:59.886167+00:00,49.0,49.53,0.5300000000000011,
HTCO,2026-04-27,2026-04-27T18:53:00+00:00,186,2026-04-27T18:48:15.875905+00:00,37.5,42.65,5.149999999999999,
HTCO,2026-04-27,2026-04-27T18:54:00+00:00,857,2026-04-27T18:53:59.664721+00:00,40.32,41.81,1.490000000000002,
HTCO,2026-04-27,2026-04-27T18:55:00+00:00,1766,2026-04-27T18:54:59.736611+00:00,37.5,38.0,0.5,
HTCO,2026-04-27,2026-04-27T19:16:00+00:00,381,2026-04-27T19:15:59.595902+00:00,39.0,39.34,0.3400000000000034,
HTCO,2026-04-27,2026-04-27T19:22:00+00:00,1465,2026-04-27T19:21:59.881839+00:00,38.51,39.0,0.490000000000002,
HTCO,2026-04-27,2026-04-27T19:36:00+00:00,2581,2026-04-27T19:35:59.266120+00:00,39.05,39.85,0.8000000000000043,
HTCO,2026-04-27,2026-04-27T19:37:00+00:00,1711,2026-04-27T19:36:59.836471+00:00,39.13,40.0,0.8699999999999974,
HTCO,2026-04-27,2026-04-27T19:47:00+00:00,902,2026-04-27T19:46:59.124232+00:00,39.68,40.0,0.3200000000000003,
HTCO,2026-04-27,2026-04-27T19:56:00+00:00,931,2026-04-27T19:55:59.865266+00:00,37.74,38.9,1.1599999999999966,
HTCO,2026-04-28,2026-04-28T14:33:00+00:00,115,2026-04-28T14:28:50.412910+00:00,13.76,18.29,4.529999999999999,
HTCO,2026-04-28,2026-04-28T14:55:00+00:00,646,2026-04-28T14:54:59.408940+00:00,14.0,14.22,0.22000000000000064,
HTCO,2026-04-28,2026-04-28T14:56:00+00:00,523,2026-04-28T14:55:58.522414+00:00,14.05,14.46,0.41000000000000014,
HTCO,2026-04-28,2026-04-28T14:57:00+00:00,483,2026-04-28T14:56:59.680426+00:00,13.6,14.0,0.40000000000000036,
HTCO,2026-04-28,2026-04-28T14:59:00+00:00,446,2026-04-28T14:58:59.373475+00:00,14.09,15.16,1.0700000000000003,
HTCO,2026-04-28,2026-04-28T15:21:00+00:00,288,2026-04-28T15:20:59.799242+00:00,15.15,15.63,0.4800000000000004,
HTCO,2026-04-28,2026-04-28T15:22:00+00:00,315,2026-04-28T15:21:56.517291+00:00,15.04,15.63,0.5900000000000016,
HTCO,2026-04-28,2026-04-28T15:24:00+00:00,327,2026-04-28T15:23:59.983578+00:00,15.2,15.62,0.41999999999999993,
HTCO,2026-04-28,2026-04-28T17:13:00+00:00,20,2026-04-28T17:08:04.721857+00:00,7.31,9.66,2.3500000000000005,
HTCO,2026-04-28,2026-04-28T17:38:00+00:00,236,2026-04-28T17:37:58.129367+00:00,7.35,7.58,0.23000000000000043,
HTCO,2026-04-29,2026-04-29T13:48:00+00:00,231,2026-04-29T13:47:59.555598+00:00,6.16,6.41,0.25,
HTCO,2026-04-29,2026-04-29T13:49:00+00:00,226,2026-04-29T13:48:58.610017+00:00,6.21,6.4,0.1900000000000004,
HTCO,2026-04-29,2026-04-29T13:50:00+00:00,229,2026-04-29T13:49:57.016398+00:00,6.21,6.4,0.1900000000000004,
HTCO,2026-04-29,2026-04-29T14:13:00+00:00,66,2026-04-29T14:12:57.661204+00:00,6.99,7.14,0.14999999999999947,
HTCO,2026-04-29,2026-04-29T14:14:00+00:00,63,2026-04-29T14:13:29.124834+00:00,6.9,7.12,0.21999999999999975,
HTCO,2026-04-29,2026-04-29T14:15:00+00:00,42,2026-04-29T14:14:23.327077+00:00,6.9,7.1,0.1999999999999993,
HTCO,2026-05-04,2026-05-04T14:21:00+00:00,1849,2026-05-04T14:20:58.177364+00:00,11.75,12.19,0.4399999999999995,
HTCO,2026-05-04,2026-05-04T14:22:00+00:00,1710,2026-05-04T14:21:59.433258+00:00,11.61,11.86,0.25,
HTCO,2026-05-04,2026-05-04T14:46:00+00:00,424,2026-05-04T14:45:57.133225+00:00,10.28,10.49,0.21000000000000085,
HTCO,2026-05-04,2026-05-04T14:47:00+00:00,427,2026-05-04T14:46:58.388563+00:00,9.97,10.08,0.10999999999999943,
HTCO,2026-05-27,2026-05-27T16:48:00+00:00,100,2026-05-27T16:43:57.362541+00:00,3.17,3.19,0.020000000000000018,
HTCO,2026-05-27,2026-05-27T16:55:00+00:00,90,2026-05-27T16:50:35.094564+00:00,2.83,2.85,0.020000000000000018,
HTCO,2026-05-27,2026-05-27T17:11:00+00:00,0,,,,,no_quote_at_or_before_cover
HTCO,2026-05-27,2026-05-27T17:12:00+00:00,110,2026-05-27T17:11:58.851845+00:00,3.26,3.34,0.08000000000000007,
HTCO,2026-05-27,2026-05-27T17:18:00+00:00,312,2026-05-27T17:17:53.308511+00:00,3.4,3.49,0.0900000000000003,
HTCO,2026-05-27,2026-05-27T17:20:00+00:00,264,2026-05-27T17:19:56.126127+00:00,3.39,3.4,0.009999999999999787,
HTCO,2026-05-27,2026-05-27T17:43:00+00:00,151,2026-05-27T17:42:58.233167+00:00,3.69,3.8,0.10999999999999988,
INBS,2026-01-05,2026-01-05T14:42:00+00:00,2522,2026-01-05T14:41:59.845470+00:00,10.31,10.32,0.009999999999999787,
INBS,2026-01-05,2026-01-05T14:43:00+00:00,2718,2026-01-05T14:42:59.506413+00:00,10.2,10.31,0.11000000000000121,
INBS,2026-01-05,2026-01-05T15:07:00+00:00,1156,2026-01-05T15:06:59.927598+00:00,10.75,10.96,0.21000000000000085,
INBS,2026-01-05,2026-01-05T15:08:00+00:00,968,2026-01-05T15:07:59.689294+00:00,11.1,11.22,0.120000000000001,
INHD,2025-09-08,2025-09-08T14:59:00+00:00,3693,2025-09-08T14:58:59.723749+00:00,13.65,13.79,0.1399999999999988,
INHD,2025-09-08,2025-09-08T15:01:00+00:00,3323,2025-09-08T15:00:59.527038+00:00,13.25,13.4,0.15000000000000036,
INHD,2025-09-08,2025-09-08T15:02:00+00:00,2784,2025-09-08T15:01:59.955629+00:00,13.0,13.23,0.23000000000000043,
INHD,2025-09-08,2025-09-08T15:24:00+00:00,589,2025-09-08T15:23:59.541701+00:00,10.55,10.69,0.1399999999999988,
INHD,2025-09-08,2025-09-08T15:26:00+00:00,875,2025-09-08T15:25:59.380518+00:00,10.15,10.2,0.049999999999998934,
INHD,2025-09-08,2025-09-08T15:27:00+00:00,807,2025-09-08T15:26:59.685405+00:00,10.08,10.17,0.08999999999999986,
INHD,2025-09-08,2025-09-08T16:49:00+00:00,266,2025-09-08T16:48:59.580313+00:00,7.35,7.39,0.040000000000000036,
INHD,2025-09-08,2025-09-08T16:55:00+00:00,1803,2025-09-08T16:54:56.024504+00:00,7.08,7.11,0.03000000000000025,
INHD,2025-09-08,2025-09-08T17:14:00+00:00,245,2025-09-08T17:13:59.212497+00:00,6.65,6.74,0.08999999999999986,
INHD,2025-09-08,2025-09-08T17:20:00+00:00,126,2025-09-08T17:19:59.139757+00:00,6.79,6.9,0.11000000000000032,
INHD,2026-08-03,2026-08-03T14:03:00+00:00,207,2026-08-03T14:02:55.105863+00:00,12.84,13.5,0.6600000000000001,
INHD,2026-08-03,2026-08-03T14:06:00+00:00,269,2026-08-03T14:05:43.147743+00:00,12.05,12.23,0.17999999999999972,
INHD,2026-08-03,2026-08-03T14:28:00+00:00,107,2026-08-03T14:27:58.334427+00:00,13.48,13.95,0.46999999999999886,
INHD,2026-08-03,2026-08-03T14:31:00+00:00,137,2026-08-03T14:30:57.380879+00:00,13.48,13.78,0.29999999999999893,
INHD,2026-08-13,2026-08-13T19:03:00+00:00,1598,2026-08-13T19:02:58.955231+00:00,12.47,12.53,0.05999999999999872,
INHD,2026-08-13,2026-08-13T19:26:00+00:00,735,2026-08-13T19:25:58.401604+00:00,11.82,12.0,0.17999999999999972,
INHD,2026-08-13,2026-08-13T19:28:00+00:00,631,2026-08-13T19:27:57.730176+00:00,12.21,12.46,0.25,
INHD,2026-08-13,2026-08-13T20:00:00+00:00,44,,,,,no_quote_at_or_before_cover
INLF,2025-02-14,2025-02-14T17:13:00+00:00,262,2025-02-14T17:12:58.186908+00:00,8.4,9.09,0.6899999999999995,
INLF,2025-02-14,2025-02-14T17:14:00+00:00,283,2025-02-14T17:13:54.383794+00:00,8.6,9.24,0.6400000000000006,
INLF,2025-02-14,2025-02-14T17:38:00+00:00,552,2025-02-14T17:37:57.057135+00:00,11.6,11.7,0.09999999999999964,
INLF,2025-02-14,2025-02-14T17:39:00+00:00,685,2025-02-14T17:38:58.004518+00:00,11.63,11.93,0.29999999999999893,
INLF,2025-02-14,2025-02-14T17:41:00+00:00,468,2025-02-14T17:40:53.408070+00:00,11.22,11.49,0.2699999999999996,
INLF,2025-02-14,2025-02-14T17:42:00+00:00,452,2025-02-14T17:41:59.915972+00:00,10.55,10.9,0.34999999999999964,
INLF,2025-02-14,2025-02-14T18:06:00+00:00,105,2025-02-14T18:05:54.510536+00:00,10.0,10.47,0.47000000000000064,
INLF,2025-02-14,2025-02-14T18:08:00+00:00,109,2025-02-14T18:07:49.498596+00:00,10.0,10.5,0.5,
INLF,2025-02-14,2025-02-14T19:32:00+00:00,759,2025-02-14T19:31:58.819612+00:00,15.1,15.55,0.45000000000000107,
INLF,2025-02-14,2025-02-14T19:57:00+00:00,259,2025-02-14T19:56:59.817990+00:00,19.1,19.79,0.6899999999999977,
INLF,2025-02-14,2025-02-14T20:17:00+00:00,360,2025-02-14T20:12:48.211647+00:00,18.82,18.83,0.00999999999999801,
INLF,2025-02-14,2025-02-14T20:24:00+00:00,1120,2025-02-14T20:23:59.647439+00:00,17.43,17.48,0.05000000000000071,
INLF,2025-02-14,2025-02-14T20:38:00+00:00,1080,2025-02-14T20:37:58.182564+00:00,17.55,17.95,0.3999999999999986,
INLF,2025-02-14,2025-02-14T20:49:00+00:00,776,2025-02-14T20:48:58.802251+00:00,16.21,16.5,0.28999999999999915,
INLF,2025-02-18,2025-02-18T15:31:00+00:00,0,,,,,no_quote_at_or_before_cover
INLF,2025-02-18,2025-02-18T15:52:00+00:00,620,2025-02-18T15:51:58.922273+00:00,7.07,7.19,0.1200000000000001,
INLF,2025-02-18,2025-02-18T16:09:00+00:00,634,2025-02-18T16:08:59.816448+00:00,6.21,6.41,0.20000000000000018,
INLF,2025-02-18,2025-02-18T16:34:00+00:00,750,2025-02-18T16:33:55.174835+00:00,5.2,5.32,0.1200000000000001,
INLF,2025-02-18,2025-02-18T17:34:00+00:00,371,2025-02-18T17:29:53.399137+00:00,2.94,2.95,0.010000000000000231,
INLF,2025-02-18,2025-02-18T17:35:00+00:00,11,2025-02-18T17:34:59.818324+00:00,3.05,3.18,0.13000000000000034,
INLF,2025-02-18,2025-02-18T17:43:00+00:00,434,2025-02-18T17:38:31.331631+00:00,2.74,2.75,0.009999999999999787,
INLF,2025-02-18,2025-02-18T17:50:00+00:00,561,2025-02-18T17:45:42.166598+00:00,2.5,2.53,0.029999999999999805,
INLF,2025-02-18,2025-02-18T17:57:00+00:00,1400,2025-02-18T17:56:59.850940+00:00,2.73,2.74,0.010000000000000231,
INLF,2025-02-18,2025-02-18T17:58:00+00:00,1600,2025-02-18T17:57:59.872807+00:00,2.65,2.68,0.03000000000000025,
INLF,2025-02-18,2025-02-18T17:59:00+00:00,1737,2025-02-18T17:58:58.758753+00:00,2.62,2.63,0.009999999999999787,
INLF,2025-02-18,2025-02-18T18:04:00+00:00,463,2025-02-18T17:59:56.051587+00:00,2.86,2.87,0.010000000000000231,
INLF,2025-02-18,2025-02-18T18:06:00+00:00,901,2025-02-18T18:05:59.568736+00:00,3.12,3.13,0.009999999999999787,
INLF,2025-02-18,2025-02-18T18:11:00+00:00,1599,2025-02-18T18:10:59.825673+00:00,3.07,3.11,0.040000000000000036,
INLF,2025-02-18,2025-02-18T18:12:00+00:00,1523,2025-02-18T18:11:59.657786+00:00,3.06,3.11,0.04999999999999982,
INLF,2025-02-18,2025-02-18T18:15:00+00:00,622,2025-02-18T18:14:57.595454+00:00,3.01,3.06,0.050000000000000266,
INLF,2025-02-18,2025-02-18T18:22:00+00:00,392,2025-02-18T18:21:57.730012+00:00,3.04,3.12,0.08000000000000007,
INLF,2025-02-18,2025-02-18T18:23:00+00:00,425,2025-02-18T18:22:54.888043+00:00,3.05,3.06,0.010000000000000231,
INLF,2025-02-18,2025-02-18T18:36:00+00:00,967,2025-02-18T18:35:59.427829+00:00,2.83,2.86,0.029999999999999805,
INLF,2025-02-18,2025-02-18T18:37:00+00:00,501,2025-02-18T18:36:58.520790+00:00,2.71,2.78,0.06999999999999984,
INLF,2025-02-18,2025-02-18T19:35:00+00:00,0,,,,,no_quote_at_or_before_cover
INLF,2025-02-18,2025-02-18T19:56:00+00:00,510,2025-02-18T19:55:59.222878+00:00,3.65,3.67,0.020000000000000018,
INLF,2026-07-07,2026-07-07T14:47:00+00:00,177,2026-07-07T14:46:59.868243+00:00,6.3,6.39,0.08999999999999986,
INLF,2026-07-07,2026-07-07T15:12:00+00:00,63,2026-07-07T15:11:49.870377+00:00,6.01,6.14,0.1299999999999999,
INMB,2025-06-27,2025-06-27T16:31:00+00:00,818,2025-06-27T16:26:41.621897+00:00,6.0,7.21,1.21,
INMB,2025-06-27,2025-06-27T16:53:00+00:00,3706,2025-06-27T16:52:59.892818+00:00,5.45,5.5,0.04999999999999982,
IPDN,2025-09-03,2025-09-03T14:38:00+00:00,72,2025-09-03T14:37:59.884206+00:00,7.61,7.77,0.15999999999999925,
IPDN,2025-09-03,2025-09-03T14:44:00+00:00,2300,2025-09-03T14:43:55.326657+00:00,7.8,7.84,0.040000000000000036,
IPDN,2025-09-03,2025-09-03T14:48:00+00:00,1043,2025-09-03T14:47:56.123082+00:00,7.67,7.74,0.07000000000000028,
IPDN,2025-09-03,2025-09-03T15:03:00+00:00,371,2025-09-03T15:02:45.628245+00:00,7.67,7.71,0.040000000000000036,
IPDN,2025-09-03,2025-09-03T15:09:00+00:00,391,2025-09-03T15:08:49.529756+00:00,7.7,7.8,0.09999999999999964,
IPDN,2025-09-03,2025-09-03T15:13:00+00:00,158,2025-09-03T15:12:55.740337+00:00,7.71,7.8,0.08999999999999986,
IPST,2025-11-25,2025-11-25T20:36:00+00:00,95,2025-11-25T20:35:59.255544+00:00,5.13,5.6,0.46999999999999975,
IPST,2025-11-25,2025-11-25T20:56:00+00:00,66,2025-11-25T20:55:57.055046+00:00,6.01,6.32,0.3100000000000005,
IPST,2026-08-18,2026-08-18T14:18:00+00:00,1289,2026-08-18T14:13:41.319160+00:00,10.75,10.76,0.009999999999999787,
IPST,2026-08-18,2026-08-18T14:25:00+00:00,2600,2026-08-18T14:24:59.843147+00:00,9.01,9.02,0.009999999999999787,
IPST,2026-08-18,2026-08-18T14:37:00+00:00,1392,2026-08-18T14:36:59.392601+00:00,9.59,9.7,0.10999999999999943,
IPST,2026-08-18,2026-08-18T14:38:00+00:00,1490,2026-08-18T14:37:58.725932+00:00,9.55,9.56,0.009999999999999787,
IPST,2026-08-18,2026-08-18T14:42:00+00:00,2735,2026-08-18T14:41:59.413889+00:00,10.52,10.59,0.07000000000000028,
IPST,2026-08-18,2026-08-18T14:43:00+00:00,3397,2026-08-18T14:42:59.910498+00:00,11.24,11.28,0.03999999999999915,
IPST,2026-08-18,2026-08-18T14:50:00+00:00,685,2026-08-18T14:45:36.642885+00:00,12.03,12.04,0.009999999999999787,
IPST,2026-08-18,2026-08-18T15:02:00+00:00,4296,2026-08-18T15:01:59.905635+00:00,15.29,15.4,0.11000000000000121,
IPST,2026-08-18,2026-08-18T15:03:00+00:00,7423,2026-08-18T15:02:59.730819+00:00,15.16,15.39,0.23000000000000043,
IPST,2026-08-18,2026-08-18T15:19:00+00:00,888,2026-08-18T15:14:25.025864+00:00,14.74,17.07,2.33,
IPST,2026-08-18,2026-08-18T15:20:00+00:00,1120,2026-08-18T15:19:59.737981+00:00,17.53,17.67,0.14000000000000057,
IPST,2026-08-18,2026-08-18T15:26:00+00:00,4678,2026-08-18T15:25:59.095107+00:00,15.8,15.92,0.11999999999999922,
IPST,2026-08-18,2026-08-18T15:44:00+00:00,3661,2026-08-18T15:43:59.901113+00:00,16.12,16.27,0.14999999999999858,
IPST,2026-08-18,2026-08-18T15:45:00+00:00,2918,2026-08-18T15:44:58.649174+00:00,16.41,16.59,0.17999999999999972,
IPST,2026-08-18,2026-08-18T15:51:00+00:00,1897,2026-08-18T15:50:59.164026+00:00,15.0,15.1,0.09999999999999964,
IPST,2026-08-18,2026-08-18T17:37:00+00:00,4059,2026-08-18T17:36:59.968681+00:00,21.09,21.36,0.2699999999999996,
IPST,2026-08-18,2026-08-18T17:38:00+00:00,3586,2026-08-18T17:37:59.533339+00:00,20.5,20.7,0.1999999999999993,
IPST,2026-08-18,2026-08-18T18:02:00+00:00,1221,2026-08-18T18:01:59.967009+00:00,21.45,21.96,0.5100000000000016,
IPST,2026-08-18,2026-08-18T18:03:00+00:00,1549,2026-08-18T18:02:59.786409+00:00,20.35,20.62,0.2699999999999996,
IPST,2026-08-18,2026-08-18T18:07:00+00:00,1248,2026-08-18T18:06:59.663260+00:00,20.66,20.67,0.010000000000001563,
IPST,2026-08-18,2026-08-18T18:32:00+00:00,1177,2026-08-18T18:31:59.299947+00:00,20.13,20.35,0.22000000000000242,
IPST,2026-08-20,2026-08-20T14:24:00+00:00,792,2026-08-20T14:19:27.996538+00:00,13.3,13.31,0.009999999999999787,
