period_end,days,pnl_price,pnl_borrow,pnl_txn,pnl_net
2019-02-28,28,-524.45,-99.85,-32.54,-656.84
2019-03-29,29,615.37,-103.42,-32.54,479.4
2019-04-30,32,84.42,-114.12,-32.54,-62.24
2019-05-31,31,-1006.63,-110.55,-32.54,-1149.72
2019-06-28,28,-748.71,-99.85,-32.54,-881.1
2019-07-31,33,308.71,-117.68,-32.54,158.48
2019-08-30,30,798.59,-106.99,-32.54,659.07
2019-09-30,31,442.04,-110.55,-32.54,298.94
2019-10-31,31,306.78,-110.55,-32.54,163.68
2019-11-29,29,-158.16,-103.42,-32.54,-294.12
2019-12-31,32,-45.55,-114.12,-32.54,-192.21
2020-01-31,31,0.55,-110.55,-32.54,-142.54
2020-02-28,28,-690.35,-99.85,-32.54,-822.75
2020-03-31,32,14432.75,-114.12,-32.54,14286.09
2020-04-30,30,2502.0,-106.99,-32.54,2362.47
2020-05-29,29,2535.65,-103.42,-32.54,2399.69
2020-06-30,32,3934.06,-114.12,-32.54,3787.4
2020-07-31,31,1035.05,-110.55,-32.54,891.96
2020-08-31,31,-240.33,-110.55,-32.54,-383.42
2020-09-30,30,1463.92,-106.99,-32.54,1324.39
2020-10-30,30,1126.67,-106.99,-32.54,987.14
2020-11-30,31,-6593.9,-110.55,-32.54,-6737.0
2020-12-31,31,-1256.71,-110.55,-32.54,-1399.81
2021-01-29,29,881.37,-103.42,-32.54,745.41
2021-02-26,28,57.36,-99.85,-32.54,-75.04
2021-03-31,33,3012.16,-117.68,-32.54,2861.94
2021-04-30,30,646.67,-106.99,-32.54,507.14
2021-05-28,28,1186.5,-99.85,-32.54,1054.1
2021-06-30,33,598.96,-117.68,-32.54,448.73
2021-07-30,30,838.15,-106.99,-32.54,698.62
2021-08-31,32,801.21,-114.12,-32.54,654.55
2021-09-30,30,621.2,-106.99,-32.54,481.67
2021-10-29,29,161.85,-103.42,-32.54,25.88
2021-11-30,32,612.23,-114.12,-32.54,465.57
2021-12-31,31,1523.91,-110.55,-32.54,1380.82
2022-01-31,31,-860.59,-110.55,-32.54,-1003.69
2022-02-28,28,1495.29,-99.85,-32.54,1362.9
2022-03-31,31,1984.5,-110.55,-32.54,1841.41
2022-04-29,29,-1305.99,-103.42,-32.54,-1441.96
2022-05-31,32,3095.88,-114.12,-32.54,2949.22
2022-06-30,30,704.17,-106.99,-32.54,564.64
2022-07-29,29,-1563.25,-103.42,-32.54,-1699.21
2022-08-31,33,1247.11,-117.68,-32.54,1096.88
2022-09-30,30,-962.22,-106.99,-32.54,-1101.75
2022-10-31,31,-1070.2,-110.55,-32.54,-1213.29
2022-11-30,30,2083.16,-106.99,-32.54,1943.64
2022-12-30,30,-414.22,-106.99,-32.54,-553.75
2023-01-31,32,-1719.68,-114.12,-32.54,-1866.34
2023-02-28,28,566.01,-99.85,-32.54,433.62
2023-03-31,31,832.29,-110.55,-32.54,689.2
2023-04-28,28,357.2,-99.85,-32.54,224.81
2023-05-31,33,584.36,-117.68,-32.54,434.14
2023-06-30,30,-753.75,-106.99,-32.54,-893.27
2023-07-31,31,-504.55,-110.55,-32.54,-647.64
2023-08-31,31,-761.55,-110.55,-32.54,-904.64
2023-09-29,29,-810.75,-103.42,-32.54,-946.71
2023-10-31,32,-735.41,-114.12,-32.54,-882.07
2023-11-30,30,-569.74,-106.99,-32.54,-709.27
2023-12-29,29,-2513.03,-103.42,-32.54,-2648.99
2024-01-31,33,240.67,-117.68,-32.54,90.44
2024-02-29,29,376.47,-103.42,-32.54,240.51
2024-03-28,28,180.43,-99.85,-32.54,48.04
2024-04-30,33,-916.71,-117.68,-32.54,-1066.94
2024-05-31,31,-179.37,-110.55,-32.54,-322.46
2024-06-28,28,116.73,-99.85,-32.54,-15.67
2024-07-31,33,-1495.81,-117.68,-32.54,-1646.03
2024-08-30,30,1734.85,-106.99,-32.54,1595.32
2024-09-30,31,656.56,-110.55,-32.54,513.46
2024-10-31,31,409.82,-110.55,-32.54,266.72
2024-11-29,29,-1718.79,-103.42,-32.54,-1854.75
2024-12-31,32,-1547.93,-114.12,-32.54,-1694.59
2025-01-31,31,339.68,-110.55,-32.54,196.58
2025-02-28,28,-401.31,-99.85,-32.54,-533.71
2025-03-31,31,-336.4,-110.55,-32.54,-479.5
2025-04-30,30,5215.42,-106.99,-32.54,5075.89
2025-05-30,30,350.17,-106.99,-32.54,210.64
2025-06-30,31,-343.76,-110.55,-32.54,-486.85
2025-07-31,31,517.58,-110.55,-32.54,374.49
2025-08-29,29,-291.3,-103.42,-32.54,-427.26
2025-09-30,32,111.87,-114.12,-32.54,-34.79
2025-10-31,31,918.75,-110.55,-32.54,775.66
2025-11-28,28,1060.13,-99.85,-32.54,927.73
2025-12-31,33,388.42,-117.68,-32.54,238.19
2026-01-30,30,-323.45,-106.99,-32.54,-462.98
2026-02-27,28,843.62,-99.85,-32.54,711.22
2026-03-31,32,840.59,-114.12,-32.54,693.93
2026-04-30,30,-3084.81,-106.99,-32.54,-3224.34
2026-05-29,29,194.7,-103.42,-32.54,58.74
2026-06-30,32,696.76,-114.12,-32.54,550.1
2026-07-31,31,-94.61,-110.55,-32.54,-237.71
2026-08-31,31,379.12,-110.55,-32.54,236.02
2026-09-24,24,-279.87,-85.59,-32.54,-398.0
