period_end,days,pnl_price,pnl_borrow,pnl_txn,pnl_net
2019-02-28,28,-115.93,-99.85,-32.54,-248.32
2019-03-29,29,86.68,-103.42,-32.54,-49.28
2019-04-30,32,-713.51,-114.12,-32.54,-860.17
2019-05-31,31,-1196.94,-110.55,-32.54,-1340.03
2019-06-28,28,-866.65,-99.85,-32.54,-999.04
2019-07-31,33,214.2,-117.68,-32.54,63.97
2019-08-30,30,1589.46,-106.99,-32.54,1449.94
2019-09-30,31,348.18,-110.55,-32.54,205.09
2019-10-31,31,81.3,-110.55,-32.54,-61.8
2019-11-29,29,-345.33,-103.42,-32.54,-481.29
2019-12-31,32,-176.6,-114.12,-32.54,-323.26
2020-01-31,31,293.93,-110.55,-32.54,150.84
2020-02-28,28,915.58,-99.85,-32.54,783.19
2020-03-31,32,17810.5,-114.12,-32.54,17663.84
2020-04-30,30,-1972.4,-106.99,-32.54,-2111.93
2020-05-29,29,22.73,-103.42,-32.54,-113.23
2020-06-30,32,603.44,-114.12,-32.54,456.78
2020-07-31,31,-215.2,-110.55,-32.54,-358.3
2020-08-31,31,-2334.0,-110.55,-32.54,-2477.09
2020-09-30,30,2331.38,-106.99,-32.54,2191.86
2020-10-30,30,1736.21,-106.99,-32.54,1596.68
2020-11-30,31,-1729.34,-110.55,-32.54,-1872.43
2020-12-31,31,-250.77,-110.55,-32.54,-393.87
2021-01-29,29,1158.04,-103.42,-32.54,1022.08
2021-02-26,28,962.71,-99.85,-32.54,830.32
2021-03-31,33,2304.58,-117.68,-32.54,2154.35
2021-04-30,30,-317.46,-106.99,-32.54,-456.99
2021-05-28,28,1000.44,-99.85,-32.54,868.04
2021-06-30,33,-650.91,-117.68,-32.54,-801.14
2021-07-30,30,133.91,-106.99,-32.54,-5.62
2021-08-31,32,-134.31,-114.12,-32.54,-280.97
2021-09-30,30,-395.52,-106.99,-32.54,-535.04
2021-10-29,29,-1049.02,-103.42,-32.54,-1184.98
2021-11-30,32,554.2,-114.12,-32.54,407.54
2021-12-31,31,1338.75,-110.55,-32.54,1195.66
2022-01-31,31,-63.63,-110.55,-32.54,-206.72
2022-02-28,28,2009.01,-99.85,-32.54,1876.62
2022-03-31,31,2093.11,-110.55,-32.54,1950.01
2022-04-29,29,-2731.61,-103.42,-32.54,-2867.57
2022-05-31,32,4232.78,-114.12,-32.54,4086.12
2022-06-30,30,991.08,-106.99,-32.54,851.55
2022-07-29,29,-2177.98,-103.42,-32.54,-2313.95
2022-08-31,33,853.76,-117.68,-32.54,703.53
2022-09-30,30,-1478.93,-106.99,-32.54,-1618.46
2022-10-31,31,2254.26,-110.55,-32.54,2111.17
2022-11-30,30,2555.85,-106.99,-32.54,2416.33
2022-12-30,30,-1547.27,-106.99,-32.54,-1686.8
2023-01-31,32,-1718.64,-114.12,-32.54,-1865.3
2023-02-28,28,1289.6,-99.85,-32.54,1157.21
2023-03-31,31,-1286.46,-110.55,-32.54,-1429.55
2023-04-28,28,467.39,-99.85,-32.54,335.0
2023-05-31,33,-870.62,-117.68,-32.54,-1020.85
2023-06-30,30,-490.58,-106.99,-32.54,-630.1
2023-07-31,31,36.57,-110.55,-32.54,-106.53
2023-08-31,31,515.18,-110.55,-32.54,372.09
2023-09-29,29,-536.94,-103.42,-32.54,-672.9
2023-10-31,32,580.2,-114.12,-32.54,433.54
2023-11-30,30,-2472.65,-106.99,-32.54,-2612.18
2023-12-29,29,-596.55,-103.42,-32.54,-732.51
2024-01-31,33,379.74,-117.68,-32.54,229.52
2024-02-29,29,-210.16,-103.42,-32.54,-346.12
2024-03-28,28,263.06,-99.85,-32.54,130.66
2024-04-30,33,103.33,-117.68,-32.54,-46.9
2024-05-31,31,-789.08,-110.55,-32.54,-932.18
2024-06-28,28,-889.63,-99.85,-32.54,-1022.03
2024-07-31,33,1221.53,-117.68,-32.54,1071.31
2024-08-30,30,1321.06,-106.99,-32.54,1181.53
2024-09-30,31,674.76,-110.55,-32.54,531.67
2024-10-31,31,445.59,-110.55,-32.54,302.5
2024-11-29,29,-252.24,-103.42,-32.54,-388.21
2024-12-31,32,788.2,-114.12,-32.54,641.54
2025-01-31,31,729.23,-110.55,-32.54,586.14
2025-02-28,28,415.31,-99.85,-32.54,282.91
2025-03-31,31,-193.14,-110.55,-32.54,-336.23
2025-04-30,30,7556.91,-106.99,-32.54,7417.39
2025-05-30,30,-1292.82,-106.99,-32.54,-1432.35
2025-06-30,31,-773.0,-110.55,-32.54,-916.09
2025-07-31,31,-138.41,-110.55,-32.54,-281.5
2025-08-29,29,407.3,-103.42,-32.54,271.34
2025-09-30,32,-651.47,-114.12,-32.54,-798.13
2025-10-31,31,231.69,-110.55,-32.54,88.6
2025-11-28,28,836.16,-99.85,-32.54,703.76
2025-12-31,33,251.32,-117.68,-32.54,101.09
2026-01-30,30,272.48,-106.99,-32.54,132.96
2026-02-27,28,447.95,-99.85,-32.54,315.56
2026-03-31,32,381.07,-114.12,-32.54,234.41
2026-04-30,30,-5413.8,-106.99,-32.54,-5553.32
2026-05-29,29,-2215.68,-103.42,-32.54,-2351.64
2026-06-30,32,2319.9,-114.12,-32.54,2173.24
2026-07-31,31,-76.2,-110.55,-32.54,-219.29
2026-08-31,31,213.67,-110.55,-32.54,70.57
2026-09-24,24,165.37,-85.59,-32.54,47.24
