period_end,days,pnl_price,pnl_borrow,pnl_txn,pnl_net
2019-01-11,7,1524.18,-9.36,-4.88,1509.94
2019-01-18,7,818.13,-9.36,-4.88,803.89
2019-01-25,7,-20.61,-9.36,-4.88,-34.85
2019-02-01,7,851.67,-9.36,-4.88,837.42
2019-02-08,7,382.99,-9.36,-4.88,368.75
2019-02-15,7,674.15,-9.36,-4.88,659.91
2019-02-22,7,913.07,-9.36,-4.88,898.82
2019-03-01,7,296.39,-9.36,-4.88,282.15
2019-03-08,7,-1590.46,-9.36,-4.88,-1604.7
2019-03-15,7,1987.81,-9.36,-4.88,1973.57
2019-03-22,7,-1786.95,-9.36,-4.88,-1801.19
2019-03-29,7,1283.79,-9.36,-4.88,1269.55
2019-04-05,7,624.9,-9.36,-4.88,610.66
2019-04-12,7,922.35,-9.36,-4.88,908.11
2019-04-18,6,417.5,-8.02,-4.88,404.6
2019-04-26,8,148.48,-10.7,-4.88,132.9
2019-05-03,7,-81.67,-9.36,-4.88,-95.91
2019-05-10,7,-1588.66,-9.36,-4.88,-1602.9
2019-05-17,7,-26.79,-9.36,-4.88,-41.03
2019-05-24,7,80.15,-9.36,-4.88,65.91
2019-05-31,7,-1050.6,-9.36,-4.88,-1064.84
2019-06-07,7,1145.52,-9.36,-4.88,1131.28
2019-06-14,7,371.98,-9.36,-4.88,357.74
2019-06-21,7,395.31,-9.36,-4.88,381.07
2019-06-28,7,361.24,-9.36,-4.88,347.0
2019-07-05,7,1345.48,-9.36,-4.88,1331.24
2019-07-12,7,499.81,-9.36,-4.88,485.57
2019-07-19,7,-375.19,-9.36,-4.88,-389.43
2019-07-26,7,1083.91,-9.36,-4.88,1069.67
2019-08-02,7,-2799.83,-9.36,-4.88,-2814.08
2019-08-09,7,-596.6,-9.36,-4.88,-610.84
2019-08-16,7,-502.1,-9.36,-4.88,-516.35
2019-08-23,7,-337.43,-9.36,-4.88,-351.67
2019-08-30,7,986.75,-9.36,-4.88,972.51
2019-09-06,7,1211.47,-9.36,-4.88,1197.23
2019-09-13,7,947.81,-9.36,-4.88,933.57
2019-09-20,7,-89.42,-9.36,-4.88,-103.66
2019-09-27,7,-739.7,-9.36,-4.88,-753.94
2019-10-04,7,290.08,-9.36,-4.88,275.84
2019-10-11,7,679.13,-9.36,-4.88,664.89
2019-10-18,7,1122.62,-9.36,-4.88,1108.38
2019-10-25,7,990.59,-9.36,-4.88,976.35
2019-11-01,7,688.41,-9.36,-4.88,674.17
2019-11-08,7,182.48,-9.36,-4.88,168.23
2019-11-15,7,946.17,-9.36,-4.88,931.92
2019-11-22,7,139.29,-9.36,-4.88,125.05
2019-11-29,7,645.1,-9.36,-4.88,630.85
2019-12-06,7,-177.62,-9.36,-4.88,-191.86
2019-12-13,7,1059.59,-9.36,-4.88,1045.35
2019-12-20,7,507.33,-9.36,-4.88,493.09
2019-12-27,7,-198.77,-9.36,-4.88,-213.01
2020-01-03,7,14.98,-9.36,-4.88,0.74
2020-01-10,7,1065.54,-9.36,-4.88,1051.3
2020-01-17,7,817.05,-9.36,-4.88,802.81
2020-01-24,7,-1011.18,-9.36,-4.88,-1025.42
2020-01-31,7,-2024.13,-9.36,-4.88,-2038.37
2020-02-07,7,1745.52,-9.36,-4.88,1731.27
2020-02-14,7,781.33,-9.36,-4.88,767.09
2020-02-21,7,-1506.84,-9.36,-4.88,-1521.08
2020-02-28,7,-8378.0,-9.36,-4.88,-8392.25
2020-03-06,7,-4478.9,-9.36,-4.88,-4493.14
2020-03-13,7,-6943.17,-9.36,-4.88,-6957.42
2020-03-20,7,-5776.64,-9.36,-4.88,-5790.88
2020-03-27,7,2608.04,-9.36,-4.88,2593.8
2020-04-03,7,1488.42,-9.36,-4.88,1474.18
2020-04-09,6,1228.29,-8.02,-4.88,1215.38
2020-04-17,8,951.18,-10.7,-4.88,935.6
2020-04-24,7,-885.51,-9.36,-4.88,-899.75
2020-05-01,7,220.51,-9.36,-4.88,206.27
2020-05-08,7,2163.74,-9.36,-4.88,2149.5
2020-05-15,7,-574.42,-9.36,-4.88,-588.66
2020-05-22,7,982.97,-9.36,-4.88,968.72
2020-05-29,7,473.18,-9.36,-4.88,458.94
2020-06-05,7,1750.67,-9.36,-4.88,1736.43
2020-06-12,7,-4574.72,-9.36,-4.88,-4588.96
2020-06-19,7,714.21,-9.36,-4.88,699.97
2020-06-26,7,-166.61,-9.36,-4.88,-180.86
2020-07-02,6,1988.84,-8.02,-4.88,1975.94
