period_end,days,pnl_price,pnl_borrow,pnl_txn,pnl_net
2019-01-11,7,-447.09,-24.96,-32.54,-504.6
2019-01-18,7,-85.25,-24.96,-32.54,-142.75
2019-01-25,7,143.56,-24.96,-32.54,86.05
2019-02-01,7,59.83,-24.96,-32.54,2.33
2019-02-08,7,51.74,-24.96,-32.54,-5.77
2019-02-15,7,-422.54,-24.96,-32.54,-480.04
2019-02-22,7,-37.6,-24.96,-32.54,-95.11
2019-03-01,7,81.46,-24.96,-32.54,23.96
2019-03-08,7,-367.85,-24.96,-32.54,-425.35
2019-03-15,7,-18.75,-24.96,-32.54,-76.26
2019-03-22,7,212.86,-24.96,-32.54,155.36
2019-03-29,7,-163.78,-24.96,-32.54,-221.28
2019-04-05,7,-98.99,-24.96,-32.54,-156.5
2019-04-12,7,118.0,-24.96,-32.54,60.5
2019-04-18,6,-145.57,-21.4,-32.54,-199.51
2019-04-26,8,66.47,-28.53,-32.54,5.4
2019-05-03,7,120.07,-24.96,-32.54,62.57
2019-05-10,7,-124.27,-24.96,-32.54,-181.78
2019-05-17,7,256.43,-24.96,-32.54,198.92
2019-05-24,7,159.37,-24.96,-32.54,101.87
2019-05-31,7,-182.29,-24.96,-32.54,-239.8
2019-06-07,7,-87.16,-24.96,-32.54,-144.67
2019-06-14,7,34.89,-24.96,-32.54,-22.61
2019-06-21,7,-35.97,-24.96,-32.54,-93.47
2019-06-28,7,181.51,-24.96,-32.54,124.01
2019-07-05,7,26.23,-24.96,-32.54,-31.28
2019-07-12,7,28.73,-24.96,-32.54,-28.77
2019-07-19,7,-88.31,-24.96,-32.54,-145.82
2019-07-26,7,84.2,-24.96,-32.54,26.7
2019-08-02,7,-149.76,-24.96,-32.54,-207.27
2019-08-09,7,429.31,-24.96,-32.54,371.81
2019-08-16,7,431.21,-24.96,-32.54,373.7
2019-08-23,7,170.45,-24.96,-32.54,112.95
2019-08-30,7,48.56,-24.96,-32.54,-8.94
2019-09-06,7,162.03,-24.96,-32.54,104.53
2019-09-13,7,-443.91,-24.96,-32.54,-501.41
2019-09-20,7,-46.55,-24.96,-32.54,-104.05
2019-09-27,7,-6.08,-24.96,-32.54,-63.58
2019-10-04,7,146.97,-24.96,-32.54,89.47
2019-10-11,7,99.17,-24.96,-32.54,41.67
2019-10-18,7,71.16,-24.96,-32.54,13.65
2019-10-25,7,-60.35,-24.96,-32.54,-117.86
2019-11-01,7,0.62,-24.96,-32.54,-56.88
2019-11-08,7,24.34,-24.96,-32.54,-33.17
2019-11-15,7,6.44,-24.96,-32.54,-51.07
2019-11-22,7,46.0,-24.96,-32.54,-11.51
2019-11-29,7,-47.2,-24.96,-32.54,-104.71
2019-12-06,7,91.78,-24.96,-32.54,34.27
2019-12-13,7,12.83,-24.96,-32.54,-44.68
2019-12-20,7,-124.88,-24.96,-32.54,-182.38
2019-12-27,7,56.81,-24.96,-32.54,-0.69
2020-01-03,7,-41.24,-24.96,-32.54,-98.75
2020-01-10,7,26.06,-24.96,-32.54,-31.45
2020-01-17,7,-112.48,-24.96,-32.54,-169.99
2020-01-24,7,-51.89,-24.96,-32.54,-109.39
2020-01-31,7,-86.31,-24.96,-32.54,-143.81
2020-02-07,7,15.06,-24.96,-32.54,-42.45
2020-02-14,7,-22.73,-24.96,-32.54,-80.24
2020-02-21,7,24.65,-24.96,-32.54,-32.86
2020-02-28,7,-3407.1,-24.96,-32.54,-3464.61
2020-03-06,7,979.1,-24.96,-32.54,921.59
2020-03-13,7,562.52,-24.96,-32.54,505.02
2020-03-20,7,6484.67,-24.96,-32.54,6427.16
2020-03-27,7,620.21,-24.96,-32.54,562.71
2020-04-03,7,569.35,-24.96,-32.54,511.84
2020-04-09,6,-5714.46,-21.4,-32.54,-5768.4
2020-04-17,8,1384.79,-28.53,-32.54,1323.72
2020-04-24,7,465.95,-24.96,-32.54,408.44
2020-05-01,7,1913.66,-24.96,-32.54,1856.15
2020-05-08,7,-415.14,-24.96,-32.54,-472.64
2020-05-15,7,-75.0,-24.96,-32.54,-132.5
2020-05-22,7,-260.38,-24.96,-32.54,-317.89
2020-05-29,7,371.57,-24.96,-32.54,314.06
2020-06-05,7,-1125.54,-24.96,-32.54,-1183.04
2020-06-12,7,563.2,-24.96,-32.54,505.7
2020-06-19,7,197.59,-24.96,-32.54,140.09
2020-06-26,7,594.91,-24.96,-32.54,537.4
2020-07-02,6,-249.49,-21.4,-32.54,-303.43
2020-07-10,8,404.01,-28.53,-32.54,342.94
2020-07-17,7,138.28,-24.96,-32.54,80.78
2020-07-24,7,132.35,-24.96,-32.54,74.85
2020-07-31,7,181.82,-24.96,-32.54,124.32
2020-08-07,7,-665.25,-24.96,-32.54,-722.75
2020-08-14,7,35.66,-24.96,-32.54,-21.84
2020-08-21,7,2.05,-24.96,-32.54,-55.45
2020-08-28,7,27.23,-24.96,-32.54,-30.27
2020-09-04,7,249.64,-24.96,-32.54,192.13
2020-09-11,7,-63.4,-24.96,-32.54,-120.9
2020-09-18,7,132.95,-24.96,-32.54,75.45
2020-09-25,7,183.1,-24.96,-32.54,125.59
2020-10-02,7,-275.28,-24.96,-32.54,-332.78
2020-10-09,7,-753.86,-24.96,-32.54,-811.36
2020-10-16,7,170.33,-24.96,-32.54,112.82
2020-10-23,7,167.13,-24.96,-32.54,109.62
2020-10-30,7,-711.26,-24.96,-32.54,-768.77
2020-11-06,7,-601.71,-24.96,-32.54,-659.22
2020-11-13,7,-299.55,-24.96,-32.54,-357.06
2020-11-20,7,136.67,-24.96,-32.54,79.16
2020-11-27,7,-270.6,-24.96,-32.54,-328.1
2020-12-04,7,209.3,-24.96,-32.54,151.79
2020-12-11,7,117.85,-24.96,-32.54,60.35
2020-12-18,7,16.74,-24.96,-32.54,-40.76
2020-12-24,6,-84.03,-21.4,-32.54,-137.97
2020-12-31,7,92.66,-24.96,-32.54,35.16
2021-01-08,8,-127.62,-28.53,-32.54,-188.69
2021-01-15,7,275.39,-24.96,-32.54,217.89
2021-01-22,7,-28.24,-24.96,-32.54,-85.75
2021-01-29,7,-302.74,-24.96,-32.54,-360.24
2021-02-05,7,-1402.93,-24.96,-32.54,-1460.43
2021-02-12,7,61.47,-24.96,-32.54,3.96
2021-02-19,7,313.03,-24.96,-32.54,255.52
2021-02-26,7,-26.62,-24.96,-32.54,-84.12
2021-03-05,7,1123.77,-24.96,-32.54,1066.26
2021-03-12,7,-1081.49,-24.96,-32.54,-1139.0
2021-03-19,7,78.21,-24.96,-32.54,20.7
2021-03-26,7,683.59,-24.96,-32.54,626.08
2021-04-01,6,367.44,-21.4,-32.54,313.5
2021-04-09,8,133.24,-28.53,-32.54,72.17
2021-04-16,7,51.16,-24.96,-32.54,-6.35
2021-04-23,7,426.29,-24.96,-32.54,368.78
2021-04-30,7,76.82,-24.96,-32.54,19.31
2021-05-07,7,156.42,-24.96,-32.54,98.91
2021-05-14,7,700.84,-24.96,-32.54,643.33
2021-05-21,7,49.08,-24.96,-32.54,-8.43
2021-05-28,7,-6.55,-24.96,-32.54,-64.05
2021-06-04,7,65.75,-24.96,-32.54,8.25
2021-06-11,7,48.17,-24.96,-32.54,-9.33
2021-06-18,7,-372.72,-24.96,-32.54,-430.22
2021-06-25,7,-274.31,-24.96,-32.54,-331.81
2021-07-02,7,47.09,-24.96,-32.54,-10.41
2021-07-09,7,158.89,-24.96,-32.54,101.38
2021-07-16,7,-522.63,-24.96,-32.54,-580.14
2021-07-23,7,405.47,-24.96,-32.54,347.97
2021-07-30,7,110.34,-24.96,-32.54,52.83
2021-08-06,7,183.14,-24.96,-32.54,125.64
2021-08-13,7,6.58,-24.96,-32.54,-50.92
2021-08-20,7,50.69,-24.96,-32.54,-6.82
2021-08-27,7,-269.29,-24.96,-32.54,-326.8
2021-09-03,7,11.83,-24.96,-32.54,-45.68
2021-09-10,7,-114.27,-24.96,-32.54,-171.78
2021-09-17,7,105.15,-24.96,-32.54,47.64
2021-09-24,7,359.17,-24.96,-32.54,301.66
2021-10-01,7,382.96,-24.96,-32.54,325.45
2021-10-08,7,118.23,-24.96,-32.54,60.73
2021-10-15,7,43.93,-24.96,-32.54,-13.57
2021-10-22,7,-1.55,-24.96,-32.54,-59.06
2021-10-29,7,267.78,-24.96,-32.54,210.27
2021-11-05,7,-651.68,-24.96,-32.54,-709.18
2021-11-12,7,107.33,-24.96,-32.54,49.82
2021-11-19,7,-140.63,-24.96,-32.54,-198.13
2021-11-26,7,-133.46,-24.96,-32.54,-190.96
2021-12-03,7,289.86,-24.96,-32.54,232.35
2021-12-10,7,265.2,-24.96,-32.54,207.7
2021-12-17,7,201.07,-24.96,-32.54,143.57
2021-12-23,6,112.29,-21.4,-32.54,58.35
