day,symbol,split,stop,R,exit_m,exit_price,why,raw_R,cost_R,net_R,net_R_stopslip,changed,stopped_infill
2025-10-07,STEM,TRAIN,22.503999999999998,0.6960000000000015,666.0,22.503999999999998,stop,-1.0,0.23629022988505702,-1.236290229885057,-1.3332902298850569,True,False
2025-10-07,TEMT,TRAIN,42.5745,0.6554999999999964,621.0,42.5745,stop,-1.0,0.1965964565266492,-1.1965964565266491,-1.3914454267783665,False,False
2025-10-07,TMDX,TRAIN,118.3939,1.886099999999999,667.0,118.37,stop,-1.0126716504957307,0.2573747751340225,-1.2700464256297532,-1.4583238234347478,False,False
2025-10-07,USAR,TRAIN,29.5074,0.9126000000000012,653.0,29.5074,stop,-1.0,0.03562575692904713,-1.0356257569290472,-1.1326257569290472,True,False
2025-10-08,AMBQ,TRAIN,33.785,0.4550000000000054,733.0,33.785,stop,-1.0,0.4763890109890072,-1.4763890109890072,-1.6991472527472462,False,False
2025-10-08,AMDG,TRAIN,33.464999999999996,1.0350000000000037,776.0,36.57000000000001,target,2.0,0.04542495938998565,1.9545750406100144,1.9545750406100144,True,False
2025-10-08,AMDL,TRAIN,19.81,0.25,849.0,20.56,target,2.0,0.056447999999992,1.943552000000008,1.943552000000008,False,False
2025-10-08,AMUU,TRAIN,69.84,2.1599999999999966,784.0,76.32,target,2.0,0.05758989958477443,1.9424101004152257,1.9424101004152257,True,False
2025-10-08,APGE,TRAIN,41.99,0.8099999999999952,664.0,44.41999999999999,target,2.0,0.5253132324813078,1.4746867675186923,1.4746867675186923,False,False
2025-10-08,ARCX,TRAIN,21.62,0.379999999999999,759.0,22.76,target,2.0,0.3388040747028852,1.661195925297115,1.661195925297115,False,False
2025-10-08,BEAM,TRAIN,26.295,0.3349999999999973,763.0,27.299999999999997,target,2.0,0.1532055950613415,1.8467944049386584,1.8467944049386584,False,False
2025-10-08,CCCX,TRAIN,19.95,0.3100000000000023,822.0,20.88000000000001,target,2.0,0.077987096774203,1.9220129032257969,1.9220129032257969,False,False
2025-10-08,CDE,TRAIN,20.37,0.2199999999999988,724.0,20.37,stop,-1.0,0.0639727272727347,-1.0639727272727346,-1.3417454545454635,False,False
2025-10-08,CENX,TRAIN,29.92,0.3699999999999974,635.0,31.029999999999998,target,2.0,0.1789351351351329,1.821064864864867,1.821064864864867,False,False
2025-10-08,CGON,TRAIN,41.2,0.7099999999999937,655.0,41.2,stop,-1.0,0.1794301484583182,-1.1794301484583185,-1.3535146555005735,False,False
2025-10-08,CLPT,TRAIN,27.7,0.3300000000000018,668.0,28.690000000000005,target,2.0,0.2765310344827597,1.7234689655172404,1.7234689655172404,False,False
2025-10-08,CRSP,TRAIN,73.745,1.0249999999999917,679.0,76.81999999999998,target,2.0,0.0854261484856574,1.9145738515143425,1.9145738515143425,False,False
2025-10-08,CRWL,TRAIN,38.305,0.4249999999999971,729.0,38.29,stop,-1.0352941176470605,0.1827247058823548,-1.2180188235294154,-1.4883011764705936,False,False
2025-10-08,CRWV,TRAIN,137.11,1.759999999999991,787.1117544584333,137.11,stop_bar,-1.0,0.0450454207083215,-1.0450454207083215,-1.27875564798105,False,False
2025-10-08,CWVX,TRAIN,19.71,0.4699999999999988,594.0,19.71,stop,-1.0,0.0484298263095146,-1.0484298263095146,-1.1742383369478129,False,False
2025-10-08,ELVR,TRAIN,27.145,0.3449999999999988,674.0255052488,27.145,stop_bar,-1.0,2.015736231884058,-3.015736231884058,-3.2517797101449286,False,False
2025-10-08,FIG,TRAIN,69.42,0.789999999999992,766.0,69.42,stop,-1.0,0.0489211159392851,-1.048921115939285,-1.3125413691038448,False,False
2025-10-08,FLY,TRAIN,30.339,0.7210000000000001,613.0,30.339,stop,-1.0,0.1130521559334852,-1.1130521559334852,-1.239289326529879,False,False
2025-10-08,FORD,TRAIN,24.25,0.5,705.0,25.75,target,2.0,0.7103000000000028,1.2896999999999972,1.2896999999999972,False,False
2025-10-08,GEMI,TRAIN,25.1601,0.3899000000000008,677.0,25.1601,stop,-1.0,0.1510289475934025,-1.1510289475934026,-1.3446178165341562,False,False
2025-10-08,GRAL,TRAIN,66.705,0.7950000000000017,690.0,69.09,target,2.0,0.4198968553459025,1.5801031446540974,1.5801031446540974,False,False
2025-10-08,HIMZ,TRAIN,24.1445,0.3655000000000008,685.0,24.1441,stop,-1.0010943912448675,0.0769920700662019,-1.0780864613110694,-1.2762596487255697,False,False
2025-10-08,HUT,TRAIN,44.13,0.4699999999999988,852.0,44.13,stop,-1.0,0.1171614262560833,-1.1171614262560834,-1.3988422773199138,False,False
2025-10-08,IDR,TRAIN,40.1328,1.0071999999999974,955.0,42.38,eod,1.2311358220810218,0.6298501696873461,0.6012856523936757,0.6012856523936757,False,False
2025-10-08,INTW,TRAIN,47.9,0.5799999999999983,766.0,47.9,stop,-1.0,0.106356099190112,-1.106356099190112,-1.3541147198797678,False,False
2025-10-08,IRON,TRAIN,71.515,0.8250000000000028,788.0,71.42,stop,-1.1151515151515137,0.4415563636363724,-1.556707878787886,-1.816416969696976,False,False
2025-10-08,JANX,TRAIN,23.895,0.3049999999999997,749.0,23.885,stop,-1.0327868852458952,0.2451704918032798,-1.277957377049175,-1.5128918032786833,False,False
2025-10-08,KNX,TRAIN,43.91,0.740000000000002,955.0,45.705,eod,1.4256756756756714,0.0867057791834357,1.3389698964922356,1.3389698964922356,False,False
2025-10-08,LSTR,TRAIN,128.211,1.4189999999999827,769.0,132.46799999999996,target,2.0,0.4151772072888394,1.5848227927111609,1.5848227927111609,False,False
2025-10-08,MRAL,TRAIN,29.5924,0.3475999999999999,820.0,29.4739,stop,-1.3409090909090935,0.3019693539754363,-1.6428784448845302,-1.8972561779109975,False,False
2025-10-08,MRNA,TRAIN,28.55,0.3000000000000007,761.0,28.55,stop,-1.0,0.0523666666666717,-1.0523666666666718,-1.3378666666666712,False,False
2025-10-08,MUU,TRAIN,55.0373,0.6026999999999987,653.0,55.0373,stop,-1.0,0.1344075991372166,-1.134407599137217,-1.4083613074498107,False,False
2025-10-08,NGNE,TRAIN,25.93,0.5500000000000007,687.0,27.58,target,2.0,0.1918472727272751,1.808152727272725,1.808152727272725,False,False
2025-10-08,NTLA,TRAIN,21.1398,0.5001999999999995,632.0,22.6404,target,2.0,0.0410541268384747,1.9589458731615248,1.9589458731615248,False,False
2025-10-08,OMDA,TRAIN,24.3,0.6999999999999993,663.0,24.3,stop,-1.0,0.4355142857142871,-1.435514285714287,-1.5396571428571444,False,False
2025-10-08,SANM,TRAIN,130.575,2.375,955.0,134.685,eod,0.7305263157894795,0.2654721355932161,0.4650541801962634,0.4650541801962634,False,False
2025-10-08,SEI,TRAIN,47.2,0.529999999999994,955.0,48.06,eod,0.6226415094339794,0.225683018867926,0.3969584905660535,0.3969584905660535,False,False
2025-10-08,SEPN,TRAIN,21.9,0.4600000000000008,955.0,22.74,eod,0.8260869565217355,0.3559967963386733,0.4700901601830621,0.4700901601830621,False,False
2025-10-08,SKYT,TRAIN,19.6814,0.3985999999999983,620.0,19.6814,stop,-1.0,0.1854899147014476,-1.1854899147014475,-1.333618866031102,False,False
2025-10-08,SLON,TRAIN,58.22,0.8100000000000023,955.0,59.86,eod,1.0246913580246864,0.1252468045019586,0.8994445535227277,0.8994445535227277,False,False
2025-10-08,SMCL,TRAIN,19.87,0.2300000000000004,647.0,19.87,stop,-1.0,0.0724997155627832,-1.0724997155627831,-1.331673628606261,False,False
2025-10-08,SMCX,TRAIN,52.7,0.6699999999999946,647.0,52.7,stop,-1.0,0.132864125972078,-1.132864125972078,-1.3688342752258111,False,False
2025-10-08,SMST,TRAIN,26.9752,0.4247999999999976,797.0,26.9752,stop,-1.0,0.0734129338508354,-1.0734129338508356,-1.2639157587095937,False,False
2025-10-08,SNDK,TRAIN,124.16,3.8400000000000034,616.0,124.16,stop,-1.0,0.08507942319651748,-1.0850794231965175,-1.1820794231965175,True,False
2025-10-08,SNDR,TRAIN,22.335,0.254999999999999,759.0,23.1,target,2.0,0.2141960784313761,1.785803921568624,1.785803921568624,False,False
2025-10-08,SOUN,TRAIN,19.685,0.3550000000000004,607.0,19.685,stop,-1.0,0.0392591549295718,-1.0392591549295718,-1.2056112676056279,False,False
2025-10-08,SOUX,TRAIN,63.7,1.5,611.0,63.7,stop,-1.0,0.1751599999999999,-1.17516,-1.30256,False,False
2025-10-08,STUB,TRAIN,19.8,0.1999999999999993,672.0,19.8,stop,-1.0,0.069800000000008,-1.069800000000008,-1.3668000000000091,False,False
2025-10-08,SYM,TRAIN,68.3,1.5600000000000025,695.0,68.3,stop,-1.0,0.1996133603238871,-1.1996133603238872,-1.3309595141700408,False,False
2025-10-08,TEM,TRAIN,96.58,1.9200000000000017,851.0,102.34,target,2.0,0.0326002529149535,1.9673997470850464,1.9673997470850464,False,False
2025-10-08,TEMT,TRAIN,41.92,0.7299999999999969,670.0,44.10999999999999,target,2.0,0.1762842817429727,1.8237157182570272,1.8237157182570272,False,False
2025-10-08,TIL,TRAIN,19.7782,0.2818000000000005,614.0,19.7782,stop,-1.0,0.8657048970901278,-1.865704897090128,-2.0762606103619516,False,False
2025-10-08,TSAT,TRAIN,33.05,0.3700000000000045,700.0,34.16000000000001,target,2.0,0.4238702702702612,1.5761297297297387,1.5761297297297387,False,False
2025-10-08,TWST,TRAIN,32.91,0.4300000000000068,624.0,32.91,stop,-1.0,0.2701146690518769,-1.270114669051877,-1.499719320214664,False,False
2025-10-08,VKTX,TRAIN,32.84,0.6599999999999966,885.0,32.84,stop,-1.0,0.0690304467600902,-1.0690304467600902,-1.2183031740328183,False,False
2025-10-08,VOYG,TRAIN,35.64,0.4600000000000008,855.0,35.64,stop,-1.0,0.1776625525946732,-1.1776625525946731,-1.4100973352033683,False,False
2025-10-08,VRTL,TRAIN,57.53,0.769999999999996,852.0,57.51,stop,-1.0259740259740302,0.3396129870129888,-1.3655870129870191,-1.5896519480519553,False,False
2025-10-08,VSAT,TRAIN,33.2,0.6799999999999997,594.0,33.2,stop,-1.0,0.0685882352941164,-1.0685882352941165,-1.2150588235294106,False,False
2025-10-08,WERN,TRAIN,27.62,0.4499999999999993,631.0,28.97,target,2.0,0.1284700974658867,1.8715299025341128,1.8715299025341128,False,False
2025-10-08,WYFI,TRAIN,34.871500000000005,1.0784999999999982,620.0,34.871500000000005,stop,-1.0,0.34477839359057966,-1.3447783935905797,-1.44177839359058,True,False
2025-10-09,AAOI,TRAIN,33.72,0.3800000000000025,609.0,33.72,stop,-1.0,0.0440631578947313,-1.0440631578947313,-1.310273684210519,False,False
2025-10-09,ABVX,TRAIN,90.08,1.6299999999999957,842.0,90.07,stop,-1.0061349693251564,0.1828988411724567,-1.1890338104976133,-1.354806816632583,False,False
2025-10-09,ALNT,TRAIN,46.7,0.7199999999999989,955.0,48.045,eod,0.8680555555555569,0.2185927469135846,0.6494628086419723,0.6494628086419723,False,False
2025-10-09,ASTS,TRAIN,82.30449999999999,2.545500000000004,617.0,82.30449999999999,stop,-1.0,0.07464560310346413,-1.0746456031034641,-1.1716456031034639,True,False
2025-10-09,ASTX,TRAIN,77.32,1.5200000000000102,681.0,77.32,stop,-1.0,0.1878052631579002,-1.1878052631579,-1.3404105263157935,False,False
2025-10-09,AZZ,TRAIN,103.0,1.1800000000000068,726.4884762862666,103.0,stop_bar,-1.0,0.339491525423735,-1.339491525423735,-1.6013559322033943,False,False
2025-10-09,BKKT,TRAIN,41.857,1.143000000000001,622.0,41.83,stop,-1.0236220472440951,0.1123062117235322,-1.1359282589676276,-1.2457182852143467,False,False
2025-10-09,BMA,TRAIN,47.59,0.8599999999999994,649.0,47.59,stop,-1.0,0.3958650301464286,-1.3958650301464286,-1.5618766580534054,False,False
2025-10-09,BRKR,TRAIN,36.205,0.625,750.0,36.2,stop,-1.007999999999993,0.0842857543859618,-1.0922857543859543,-1.2660457543859542,False,False
2025-10-09,BROS,TRAIN,49.94,0.6099999999999994,630.0,49.94,stop,-1.0,0.0758794255941004,-1.0758794255941004,-1.3214859829711498,False,False
2025-10-09,CCCX,TRAIN,20.9423,0.6477000000000004,807.0,20.9423,stop,-1.0,0.2071514590087987,-1.2071514590087986,-1.3041514590087986,True,False
2025-10-09,CFLT,TRAIN,23.4525,0.2774999999999998,955.0,24.11,eod,1.3693693693693665,0.0894486486486471,1.2799207207207193,1.2799207207207193,False,False
2025-10-09,CLSK,TRAIN,19.96,0.2799999999999976,616.0,19.96,stop,-1.0,0.0499714285714219,-1.049971428571422,-1.2638285714285666,False,False
2025-10-09,ENPH,TRAIN,37.79,0.4600000000000008,743.0,39.17,target,2.0,0.0822478260869588,1.9177521739130408,1.9177521739130408,False,False
2025-10-09,GGAL,TRAIN,30.1,0.3499999999999978,690.0,31.149999999999995,target,2.0,0.264052100840335,1.735947899159665,1.735947899159665,False,False
2025-10-09,GPCR,TRAIN,30.1118,0.3582000000000001,797.0,30.1101,stop,-1.0047459519821318,0.5332831379117774,-1.538029089893909,-1.7902074818537081,False,False
2025-10-09,INBX,TRAIN,34.86,0.3900000000000005,954.0,35.55,eod_fallback,0.7692307692307608,0.2746410256410289,0.4945897435897319,0.4945897435897319,False,False
2025-10-09,JANX,TRAIN,25.19,0.3099999999999987,730.0,25.19,stop,-1.0,0.5214359447004668,-1.5214359447004668,-1.765210138248855,False,False
2025-10-09,KRRO,TRAIN,48.4058,0.5942000000000007,672.9758964131667,48.4058,stop_bar,-1.0,1.5156075683992851,-2.515607568399285,-2.759999019089288,False,False
2025-10-09,LABX,TRAIN,36.485,0.3950000000000031,760.0,36.4301,stop,-1.1389873417721417,0.2209772658227967,-1.3599646075949383,-1.6366489113924045,False,False
2025-10-09,LEU,TRAIN,384.77,4.189999999999998,727.0,384.77,stop,-1.0,0.2140701670644376,-1.2140701670644376,-1.4895618138424807,False,False
2025-10-09,METC,TRAIN,45.5,1.259999999999998,955.0,47.12,eod,0.2857142857142857,0.1618077631052425,0.1239065226090431,0.1239065226090431,False,False
2025-10-09,MIRM,TRAIN,75.925,0.894999999999996,686.0,75.92,stop,-1.005586592178766,0.2379350359138052,-1.2435216280925712,-1.4980020750199465,False,False
2025-10-09,MP,TRAIN,75.9998,1.5002000000000066,670.0,75.9998,stop,-1.0,0.0332602433851273,-1.0332602433851272,-1.185239579473648,False,False
2025-10-09,NBIS,TRAIN,126.9,1.3100000000000025,779.0,126.9,stop,-1.0,0.057541984732833,-1.0575419847328331,-1.3481526717557333,False,False
2025-10-09,NEBX,TRAIN,75.563,2.3370000000000033,726.0,82.57400000000001,target,2.0,0.10442032215065795,1.8955796778493421,1.8955796778493421,True,False
2025-10-09,NGNE,TRAIN,28.89,0.3200000000000003,718.0,29.85,target,2.0,1.2374062500000007,0.7625937499999993,0.7625937499999993,False,False
2025-10-09,NTLA,TRAIN,26.2,0.4400000000000013,740.0,26.2,stop,-1.0,0.0670713417598459,-1.067071341759846,-1.2457077053962091,False,False
2025-10-09,ORCX,TRAIN,44.1,0.740000000000002,778.0,44.1,stop,-1.0,0.1326754571282879,-1.132675457128288,-1.3114592409120713,False,False
2025-10-09,ORKA,TRAIN,23.49,0.3900000000000005,828.0,24.66,target,2.0,0.2690564102564044,1.7309435897435956,1.7309435897435956,False,False
2025-10-09,OUST,TRAIN,31.8,0.6099999999999959,592.0,31.8,stop,-1.0,0.253697577685344,-1.253697577685344,-1.410091020308296,False,False
2025-10-09,PPIH,TRAIN,26.695,0.3049999999999997,724.0,26.695,stop,-1.0,0.5879967213114734,-1.5879967213114734,-1.850570491803277,False,False
2025-10-09,PSIX,TRAIN,91.0,1.5,935.0,91.0,stop,-1.0,0.4789388888888877,-1.4789388888888877,-1.6609388888888876,False,False
2025-10-09,QBTS,TRAIN,35.7501,0.8898999999999972,629.0,35.7501,stop,-1.0,0.0314181965465517,-1.0314181965465516,-1.1519376931192007,False,False
2025-10-09,RDTL,TRAIN,46.0978,0.7321999999999989,888.0,48.2944,target,2.0,0.1689087410255243,1.831091258974476,1.831091258974476,False,False
2025-10-09,RGTI,TRAIN,44.1544,1.3656000000000006,644.0,44.1544,stop,-1.0,0.021107205623903783,-1.021107205623904,-1.1181072056239039,True,False
2025-10-09,RGTX,TRAIN,347.0078,10.732200000000034,629.0,347.0078,stop,-1.0,0.18163918860997638,-1.1816391886099764,-1.2786391886099762,True,False
2025-10-09,RKLB,TRAIN,67.1201,1.0799000000000092,602.0,67.1201,stop,-1.0,0.0447956752921597,-1.04479567529216,-1.2312576625131975,False,False
2025-10-09,RKLX,TRAIN,155.76260000000002,4.817399999999992,955.0,158.45,eod,-0.4421472163407704,0.12925919027008334,-0.5714064066108537,-0.5714064066108537,True,False
2025-10-09,RUN,TRAIN,20.495,0.3349999999999973,801.0,20.495,stop,-1.0,0.0593458306920985,-1.0593458306920984,-1.2428831441249357,False,False
2025-10-09,SBIT,TRAIN,25.85,0.2999999999999971,817.0,25.85,stop,-1.0,0.0505666666666605,-1.0505666666666604,-1.3090666666666628,False,False
2025-10-09,SEDG,TRAIN,36.627199999999995,1.1328000000000031,714.0,40.025600000000004,target,2.0,0.042833920579955276,1.9571660794200447,1.9571660794200447,True,False
2025-10-09,SMR,TRAIN,39.98,1.1400000000000006,694.0,39.98,stop,-1.0,0.0303995462794891,-1.0303995462794893,-1.1356100725952787,False,False
2025-10-09,SMU,TRAIN,24.96,0.7699999999999996,634.0,24.96,stop,-1.0,0.0584311688311677,-1.0584311688311678,-1.1556779220779212,False,False
2025-10-09,SYRE,TRAIN,20.37,0.2300000000000004,755.0,21.06,target,2.0,0.6270086956521752,1.3729913043478248,1.3729913043478248,False,False
2025-10-09,USAR,TRAIN,29.905,0.634999999999998,647.0,31.809999999999995,target,2.0,0.0619122876087839,1.938087712391216,1.938087712391216,False,False
2025-10-09,UUUU,TRAIN,19.91,0.3200000000000003,681.0,19.91,stop,-1.0,0.0557241904145099,-1.0557241904145098,-1.2423804404145096,False,False
2025-10-09,VIST,TRAIN,36.21792,0.29207999999999856,764.0,36.21792,stop,-1.0,0.3330662832100683,-1.3330662832100684,-1.7050662832100703,True,False
2025-10-10,AMSC,TRAIN,61.74,0.759999999999998,617.0,61.74,stop,-1.0,1.1873000000000038,-2.187300000000004,-2.431010526315794,False,False
2025-10-10,BE,TRAIN,89.77,2.700000000000003,658.0,89.77,stop,-1.0,0.0733162962962934,-1.0733162962962934,-1.1730607407407379,False,False
2025-10-10,BETR,TRAIN,63.27,1.249999999999993,596.0,63.27,stop,-1.0,0.3411956637681171,-1.341195663768117,-1.493043663768118,False,False
2025-10-10,BTDR,TRAIN,21.34,0.5599999999999987,613.0,21.34,stop,-1.0,0.0670063492063476,-1.0670063492063475,-1.1813277777777764,False,False
2025-10-10,CONI,TRAIN,34.788,0.402000000000001,803.0,34.77,stop,-1.044776119402969,0.2080923259807081,-1.2528684453836771,-1.512346057323975,False,False
2025-10-10,CWVX,TRAIN,23.6486,0.7314000000000007,617.0,23.6486,stop,-1.0,0.047451462947767954,-1.047451462947768,-1.144451462947768,True,False
2025-10-10,EXOD,TRAIN,30.27,0.7199999999999989,666.0,30.27,stop,-1.0,0.4771583333333316,-1.4771583333333316,-1.6032833333333318,False,False
2025-10-10,FRMI,TRAIN,27.57,0.7899999999999991,744.0,29.94,target,2.0,0.0637739017125836,1.9362260982874164,1.9362260982874164,False,False
2025-10-10,HNRG,TRAIN,20.76,0.2799999999999976,661.0,20.74,stop,-1.0714285714285832,0.4189809523809494,-1.4904095238095325,-1.7126238095238202,False,False
2025-10-10,IDR,TRAIN,43.67,0.6400000000000006,651.0,43.67,stop,-1.0,0.2904119212962996,-1.2904119212962997,-1.4951150462962994,False,False
2025-10-10,KTOS,TRAIN,98.455,3.0450000000000017,608.0,98.455,stop,-1.0,0.09591161407713043,-1.0959116140771303,-1.1929116140771303,True,False
2025-10-10,LEU,TRAIN,393.905,6.535000000000025,656.0,413.5100000000001,target,2.0,0.1268333352951564,1.8731666647048435,1.8731666647048435,False,False
2025-10-10,LTBR,TRAIN,24.7932,0.7667999999999999,660.0,24.7932,stop,-1.0,0.12253747930416668,-1.1225374793041667,-1.2195374793041667,True,False
2025-10-10,MLYS,TRAIN,42.04,0.4500000000000028,869.0,42.04,stop,-1.0,0.1297955555555642,-1.1297955555555643,-1.4100622222222292,False,False
2025-10-10,MP,TRAIN,81.41210000000001,2.5178999999999974,676.0,81.41210000000001,stop,-1.0,0.05771800862347539,-1.0577180086234754,-1.1547180086234756,True,False
2025-10-10,MUX,TRAIN,19.8758,0.4741999999999997,597.0,19.87,stop,-1.0122311261071293,0.0906024189147406,-1.10283354502187,-1.2285399979952991,False,False
2025-10-10,NEBX,TRAIN,93.41,2.3599999999999994,659.0,93.4,stop,-1.0042372881355894,0.1461405655482521,-1.1503778536838416,-1.2691066672431637,False,False
2025-10-10,NLR,TRAIN,152.603,2.396999999999992,681.0,152.603,stop,-1.0,0.2670279743618923,-1.2670279743618922,-1.4580204649751594,False,False
2025-10-10,NVA,TRAIN,24.153,0.7469999999999999,882.0,26.394,target,2.0,0.32840160642570076,1.6715983935742993,1.6715983935742993,True,False
2025-10-10,OKLL,TRAIN,96.95,2.9099999999999966,602.0,105.68,target,2.0,0.1000467353951877,1.8999532646048125,1.8999532646048125,False,False
2025-10-10,OKLO,TRAIN,140.623,4.287000000000006,604.0,153.484,target,2.0,0.0561457429437853,1.9438542570562147,1.9438542570562147,False,False
2025-10-10,PPTA,TRAIN,25.5416,0.3684000000000011,597.0,25.5416,stop,-1.0,0.1767326818675312,-1.1767326818675312,-1.38472616720955,False,False
2025-10-10,PTGX,TRAIN,85.7286,2.6513999999999953,955.0,87.12,eod,-0.4752206381534258,0.23990997215276316,-0.715130610306189,-0.715130610306189,True,False
2025-10-10,SARK,TRAIN,27.89,0.3900000000000005,704.0,27.88,stop,-1.0256410256410295,0.0601440112702921,-1.0857850369113218,-1.30024657537286,False,False
2025-10-10,SBIT,TRAIN,26.25,0.379999999999999,905.0,27.39,target,2.0,0.0424887788016357,1.9575112211983643,1.9575112211983643,False,False
2025-10-10,SEI,TRAIN,49.37,0.8500000000000014,629.0,49.37,stop,-1.0,0.2365413310433657,-1.2365413310433655,-1.4107883898668947,False,False
2025-10-10,SION,TRAIN,29.49,0.4600000000000008,939.0,29.49,stop,-1.0,0.3062999999999989,-1.306299999999999,-1.4986260869565202,False,False
2025-10-10,SMR,TRAIN,42.38,0.9099999999999966,660.0,42.38,stop,-1.0,0.0404680861947674,-1.0404680861947675,-1.1801823719090536,False,False
2025-10-10,SMST,TRAIN,28.88,0.5899999999999999,690.0,30.65,target,2.0,0.0872612766979144,1.9127387233020856,1.9127387233020856,False,False
2025-10-10,SOFX,TRAIN,45.7588,1.1311999999999998,613.0,45.7588,stop,-1.0,0.1318526874115988,-1.1318526874115988,-1.253207355021217,False,False
2025-10-10,STEM,TRAIN,24.7447,0.7652999999999999,633.0,24.7447,stop,-1.0,0.20246125702339227,-1.2024612570233923,-1.2994612570233923,True,False
2025-10-10,URA,TRAIN,54.29,0.8599999999999994,681.0,54.29,stop,-1.0,0.1172767441860423,-1.1172767441860425,-1.3066604651162752,False,False
2025-10-10,URNJ,TRAIN,31.7458,0.4942000000000028,659.0,31.7458,stop,-1.0,0.3241507767020559,-1.324150776702056,-1.5168610154717836,False,False
2025-10-10,URNM,TRAIN,63.37,1.1199999999999974,682.0,63.37,stop,-1.0,0.3562836038961011,-1.356283603896101,-1.526024675324673,False,False
2025-10-10,UUUU,TRAIN,21.6698,0.6702000000000012,736.0,21.6698,stop,-1.0,0.03082457323564468,-1.0308245732356447,-1.1278245732356444,True,False
2025-10-10,VIXY,TRAIN,33.49,0.7800000000000011,693.0,35.830000000000005,target,2.0,0.0444211013732919,1.955578898626708,1.955578898626708,False,False
2025-10-10,VXX,TRAIN,34.2676,0.7123999999999953,691.0,36.40479999999999,target,2.0,0.0382944413250929,1.961705558674907,1.961705558674907,False,False
2025-10-10,WYFI,TRAIN,35.57,0.5200000000000031,604.0,37.13000000000001,target,2.0,0.4275173864147522,1.572482613585248,1.572482613585248,False,False
2025-10-10,YANG,TRAIN,23.328500000000002,0.7214999999999989,690.0,25.493,target,2.0,0.022533883962456345,1.9774661160375437,1.9774661160375437,True,False
2025-10-13,AGX,TRAIN,280.9,5.360000000000014,622.0,280.615,stop,-1.0531716417910386,0.9442393656716382,-1.9974110074626767,-2.1544716417910346,False,False
2025-10-13,ALB,TRAIN,96.245,1.0949999999999989,615.0,96.245,stop,-1.0,0.1636977168949742,-1.1636977168949745,-1.4273826484018242,False,False
2025-10-13,ARCX,TRAIN,22.78,0.4699999999999988,783.0,24.19,target,2.0,0.1534040526849028,1.8465959473150968,1.8465959473150968,False,False
2025-10-13,ARQQ,TRAIN,52.42849999999999,1.6215000000000046,648.0,57.293000000000006,target,2.0,0.16240983557637767,1.8375901644236223,1.8375901644236223,True,False
2025-10-13,BE,TRAIN,109.65,1.8399999999999888,867.0,115.16999999999996,target,2.0,0.0443952314165475,1.9556047685834528,1.9556047685834528,False,False
2025-10-13,BKSY,TRAIN,29.0722,0.3778000000000006,595.0,29.0601,stop,-1.0320275277924833,0.544764478560082,-1.5767920063525651,-1.8075498147167786,False,False
2025-10-13,BNTX,TRAIN,105.16,2.5900000000000034,688.0,105.16,stop,-1.0,0.1287693514112112,-1.1287693514112114,-1.250576301218161,False,False
2025-10-13,BTU,TRAIN,32.54,0.6099999999999994,736.0,32.54,stop,-1.0,0.1271938473993115,-1.1271938473993115,-1.2872266342845575,False,False
2025-10-13,CCCX,TRAIN,25.72,0.3200000000000003,837.0,26.68,target,2.0,0.4541750000000014,1.545824999999999,1.545824999999999,False,False
2025-10-13,CIFR,TRAIN,19.79,0.2200000000000024,835.0,20.450000000000006,target,2.0,0.0640454545454609,1.935954545454539,1.935954545454539,False,False
2025-10-13,CRML,TRAIN,21.437,0.6630000000000003,823.0,21.437,stop,-1.0,0.06745677224736442,-1.0674567722473645,-1.1644567722473644,True,False
2025-10-13,EAT,TRAIN,131.0684,1.921600000000012,627.0,131.0684,stop,-1.0,0.497728924969933,-1.497728924969933,-1.7023527800906644,False,False
2025-10-13,EDN,TRAIN,20.01,0.509999999999998,876.0,20.01,stop,-1.0,0.7529450980392167,-1.7529450980392167,-1.8706509803921583,False,False
2025-10-13,ETHT,TRAIN,88.79,1.2999999999999972,955.0,92.09,eod,1.538461538461542,0.1180451439699555,1.4204163944915864,1.4204163944915864,False,False
2025-10-13,ETHU,TRAIN,127.98,1.3999999999999917,917.0,132.17999999999998,target,2.0,0.1130667118570291,1.8869332881429708,1.8869332881429708,False,False
2025-10-13,FRMI,TRAIN,28.76,0.7999999999999972,711.0,31.159999999999997,target,2.0,0.0918136686390528,1.908186331360947,1.908186331360947,False,False
2025-10-13,GEVX,TRAIN,31.831,0.549000000000003,730.0,33.47800000000001,target,2.0,0.1899163809666385,1.8100836190333616,1.8100836190333616,False,False
2025-10-13,HIMZ,TRAIN,20.9596,0.3104000000000013,606.0,20.9596,stop,-1.0,0.0744707781050533,-1.074470778105053,-1.2770442317132997,False,False
2025-10-13,HUT,TRAIN,47.35,0.75,742.0,47.35,stop,-1.0,0.1235397741777136,-1.1235397741777138,-1.3129397741777138,False,False
2025-10-13,INTW,TRAIN,47.395,0.5549999999999997,621.0,47.395,stop,-1.0,0.1071693693693771,-1.1071693693693772,-1.3633585585585664,False,False
2025-10-13,IONL,TRAIN,137.89,1.5,819.0,142.39,target,2.0,0.2893581646363887,1.7106418353636113,1.7106418353636113,False,False
2025-10-13,IONQ,TRAIN,77.0501,0.8898999999999972,621.0,77.0501,stop,-1.0,0.0583316646907786,-1.0583316646907786,-1.3180802881316154,False,False
2025-10-13,IONX,TRAIN,167.1019,5.16810000000001,637.0,182.60620000000003,target,2.0,0.12689614358688953,1.8731038564131104,1.8731038564131104,True,False
