day,symbol,split,wk,pdh,n_cross,status,b0_net_R,fill,stop,level,fill_min,exit_m,exit_price,why,R,raw_R,cost_R,net_R
2026-02-02,TSMX,VAL,2026-01-31/2026-02-06,60.51,0,not_armed,,,,,,,,,,,,
2026-02-02,TTMI,VAL,2026-01-31/2026-02-06,103.5,1,fill,2.0,103.6,102.4,103.5,623.4056923102667,929.0,102.4,stop,1.1999999999999886,-1.0,0.17539999999999978,-1.1753999999999998
2026-02-02,URTY,VAL,2026-01-31/2026-02-06,63.9,0,not_armed,,,,,,,,,,,,
2026-02-03,CORD,VAL,2026-01-31/2026-02-06,20.9,0,not_armed,,,,,,,,,,,,
2026-02-03,IONZ,VAL,2026-01-31/2026-02-06,25.8,1,nofill,-1.009999999999998,,,,,,,,,,,
2026-02-03,KFRC,VAL,2026-01-31/2026-02-06,36.81,0,not_armed,,,,,,,,,,,,
2026-02-03,METC,VAL,2026-01-31/2026-02-06,20.75,0,not_armed,,,,,,,,,,,,
2026-02-03,SMCZ,VAL,2026-01-31/2026-02-06,53.51,0,not_armed,,,,,,,,,,,,
2026-02-03,USAX,VAL,2026-01-31/2026-02-06,47.5,0,not_armed,,,,,,,,,,,,
2026-02-03,UVXY,VAL,2026-01-31/2026-02-06,36.92,1,fill,2.0,36.93,36.165,36.92,732.32287474275,834.0,38.46,target,0.7650000000000006,2.0,0.0231267973856183,1.9768732026143816
2026-02-04,ALGN,VAL,2026-01-31/2026-02-06,165.465,0,not_armed,,,,,,,,,,,,
2026-02-04,ANPA,VAL,2026-01-31/2026-02-06,79.52,0,not_armed,,,,,,,,,,,,
2026-02-04,APLZ,VAL,2026-01-31/2026-02-06,22.6016,0,not_armed,,,,,,,,,,,,
2026-02-04,ASGN,VAL,2026-01-31/2026-02-06,53.3,0,not_armed,,,,,,,,,,,,
2026-02-04,CORD,VAL,2026-01-31/2026-02-06,23.06,0,not_armed,,,,,,,,,,,,
2026-02-04,GPN,VAL,2026-01-31/2026-02-06,70.61,0,not_armed,,,,,,,,,,,,
2026-02-04,IONZ,VAL,2026-01-31/2026-02-06,27.2,1,nofill,2.0,,,,,,,,,,,
2026-02-04,NAIL,VAL,2026-01-31/2026-02-06,67.73,1,fill,2.0,67.75,66.96,67.73,605.4412800896166,641.0,69.33000000000001,target,0.7900000000000063,2.0,0.08084303797467932,1.9191569620253206
2026-02-04,RGTZ,VAL,2026-01-31/2026-02-06,29.33,1,fill,2.0,29.34,28.4,29.33,633.7530461291167,703.0,31.220000000000002,target,0.9400000000000013,2.0,0.05983404255319216,1.9401659574468078
2026-02-04,RNG,VAL,2026-01-31/2026-02-06,26.195,1,fill,-1.0,26.22,25.73,26.195,640.40093633135,726.0,25.73,stop,0.48999999999999844,-1.0,0.15335918367347046,-1.1533591836734705
2026-02-04,SRTY,VAL,2026-01-31/2026-02-06,36.59,1,fill,-1.0,36.61,36.19,36.59,747.05575594095,878.0,36.19,stop,0.4200000000000017,-1.0,0.06485238095237122,-1.0648523809523711
2026-02-04,UVXY,VAL,2026-01-31/2026-02-06,39.105,1,fill,-1.0,39.1,37.98,39.105,749.1324259585167,870.0,37.98,stop,1.1200000000000045,-1.0,0.015710714285712444,-1.0157107142857125
2026-02-04,VIXY,VAL,2026-01-31/2026-02-06,27.54,1,fill,-1.0,27.54,26.98,27.54,749.1329442607833,870.0,26.98,stop,0.5599999999999987,-1.0,0.027492857142853655,-1.0274928571428537
2026-02-04,VXX,VAL,2026-01-31/2026-02-06,28.45,1,fill,-1.0,28.46,27.86,28.45,749.16925176575,870.0,27.86,stop,0.6000000000000014,-1.0,0.02595333333333588,-1.025953333333336
2026-02-04,WDAY,VAL,2026-01-31/2026-02-06,170.225,1,fill,-1.0,170.39,167.01,170.225,641.0890646753166,730.0,167.01,stop,3.3799999999999955,-1.0,0.1844384615384544,-1.1844384615384544
2026-02-04,WEX,VAL,2026-01-31/2026-02-06,151.49,0,not_armed,,,,,,,,,,,,
2026-02-05,CLS,VAL,2026-01-31/2026-02-06,290.65,0,not_armed,,,,,,,,,,,,
2026-02-05,COR,VAL,2026-01-31/2026-02-06,356.97,1,fill,-1.0,357.46,353.12,356.97,603.5630340164834,799.0,353.12,stop,4.339999999999975,-1.0,0.29507465437787717,-1.2950746543778773
2026-02-05,DGII,VAL,2026-01-31/2026-02-06,46.62,0,not_armed,,,,,,,,,,,,
2026-02-05,LINT,VAL,2026-01-31/2026-02-06,44.43,0,not_armed,,,,,,,,,,,,
2026-02-05,PBH,VAL,2026-01-31/2026-02-06,67.99,0,not_armed,,,,,,,,,,,,
2026-02-05,ROAD,VAL,2026-01-31/2026-02-06,119.0,0,not_armed,,,,,,,,,,,,
2026-02-05,SYM,VAL,2026-01-31/2026-02-06,56.2799,0,not_armed,,,,,,,,,,,,
2026-02-05,TTAN,VAL,2026-01-31/2026-02-06,67.01,0,not_armed,,,,,,,,,,,,
2026-02-05,UI,VAL,2026-01-31/2026-02-06,579.51,1,nofill,-0.34457755359394876,,,,,,,,,,,
2026-02-06,AEHR,VAL,2026-01-31/2026-02-06,25.399,1,nofill,2.0,,,,,,,,,,,
2026-02-06,AGQ,VAL,2026-01-31/2026-02-06,137.0,0,not_armed,,,,,,,,,,,,
2026-02-06,AMUU,VAL,2026-01-31/2026-02-06,45.72,0,not_armed,,,,,,,,,,,,
2026-02-06,AN,VAL,2026-01-31/2026-02-06,215.39,0,not_armed,,,,,,,,,,,,
2026-02-06,ANDG,VAL,2026-01-31/2026-02-06,21.62,0,not_armed,,,,,,,,,,,,
2026-02-06,ANPA,VAL,2026-01-31/2026-02-06,79.0,0,not_armed,,,,,,,,,,,,
2026-02-06,APLX,VAL,2026-01-31/2026-02-06,71.74,0,not_armed,,,,,,,,,,,,
2026-02-06,ASTX,VAL,2026-01-31/2026-02-06,66.82,1,fill,-1.0,66.88,66.03,66.82,694.4028031588167,706.0,66.03,stop,0.8499999999999943,-1.0,0.19200705882352065,-1.1920070588235205
2026-02-06,BITW,VAL,2026-01-31/2026-02-06,46.34,0,not_armed,,,,,,,,,,,,
2026-02-06,BKCH,VAL,2026-01-31/2026-02-06,62.41,0,not_armed,,,,,,,,,,,,
2026-02-06,BLTE,VAL,2026-01-31/2026-02-06,189.89,0,not_armed,,,,,,,,,,,,
2026-02-06,BTCO,VAL,2026-01-31/2026-02-06,70.41,0,not_armed,,,,,,,,,,,,
2026-02-06,BULZ,VAL,2026-01-31/2026-02-06,212.62,0,not_armed,,,,,,,,,,,,
2026-02-06,CAPR,VAL,2026-01-31/2026-02-06,24.83,0,not_armed,,,,,,,,,,,,
2026-02-06,CCOI,VAL,2026-01-31/2026-02-06,24.31,0,not_armed,,,,,,,,,,,,
2026-02-06,CNXC,VAL,2026-01-31/2026-02-06,39.84,0,not_armed,,,,,,,,,,,,
2026-02-06,ETOR,VAL,2026-01-31/2026-02-06,26.8,0,not_armed,,,,,,,,,,,,
2026-02-06,EZBC,VAL,2026-01-31/2026-02-06,40.89,0,not_armed,,,,,,,,,,,,
2026-02-06,FWRD,VAL,2026-01-31/2026-02-06,29.845,0,not_armed,,,,,,,,,,,,
2026-02-06,GLUE,VAL,2026-01-31/2026-02-06,20.25,0,not_armed,,,,,,,,,,,,
2026-02-06,INTW,VAL,2026-01-31/2026-02-06,73.11,0,not_armed,,,,,,,,,,,,
2026-02-06,JNUG,VAL,2026-01-31/2026-02-06,247.0,1,fill,-1.0,247.1,243.5599,247.0,609.4792283651167,645.0,243.5599,stop,3.5400999999999954,-1.0,0.15217422671675415,-1.152174226716754
2026-02-06,MULL,VAL,2026-01-31/2026-02-06,156.1427,0,not_armed,,,,,,,,,,,,
2026-02-06,MUU,VAL,2026-01-31/2026-02-06,176.49,0,not_armed,,,,,,,,,,,,
2026-02-06,NUGT,VAL,2026-01-31/2026-02-06,226.97,1,fill,-1.0719424460431612,227.0,224.2,226.97,610.2749995733334,645.0,224.0,stop,2.8000000000000114,-1.0714285714285672,0.23742857142857207,-1.3088571428571392
2026-02-06,OXM,VAL,2026-01-31/2026-02-06,40.68,0,not_armed,,,,,,,,,,,,
2026-02-06,PHVS,VAL,2026-01-31/2026-02-06,26.935,0,not_armed,,,,,,,,,,,,
2026-02-06,PSLV,VAL,2026-01-31/2026-02-06,25.03,0,not_armed,,,,,,,,,,,,
2026-02-06,PVLA,VAL,2026-01-31/2026-02-06,83.47,1,nofill,-0.4391143911439093,,,,,,,,,,,
2026-02-06,SLVR,VAL,2026-01-31/2026-02-06,64.49,0,not_armed,,,,,,,,,,,,
2026-02-06,TDW,VAL,2026-01-31/2026-02-06,66.64,0,not_armed,,,,,,,,,,,,
2026-02-06,TERN,VAL,2026-01-31/2026-02-06,38.0,0,not_armed,,,,,,,,,,,,
2026-02-06,XPO,VAL,2026-01-31/2026-02-06,200.13,0,not_armed,,,,,,,,,,,,
2026-02-06,Z,VAL,2026-01-31/2026-02-06,57.71,0,not_armed,,,,,,,,,,,,
2026-02-09,APLX,VAL,2026-02-07/2026-02-13,83.92,0,not_armed,,,,,,,,,,,,
2026-02-09,ASTX,VAL,2026-02-07/2026-02-13,70.5,0,not_armed,,,,,,,,,,,,
2026-02-09,ETHU,VAL,2026-02-07/2026-02-13,24.25,1,fill,0.9418604651162743,24.26,23.4,24.25,705.1902671748334,955.0,25.07,eod,0.860000000000003,0.9418604651162743,0.01745813953488548,0.9244023255813888
2026-02-09,MSTR,VAL,2026-02-07/2026-02-13,135.67,0,not_armed,,,,,,,,,,,,
2026-02-09,MSTY,VAL,2026-02-07/2026-02-13,24.29,0,not_armed,,,,,,,,,,,,
2026-02-09,VNT,VAL,2026-02-07/2026-02-13,42.26,0,not_armed,,,,,,,,,,,,
2026-02-10,AMSC,VAL,2026-02-07/2026-02-13,30.125,1,fill,2.0,30.15,29.24,30.125,670.8778936703167,737.0,31.97,target,0.9100000000000001,2.0,0.11691648351648115,1.883083516483519
2026-02-10,APLX,VAL,2026-02-07/2026-02-13,104.26,0,not_armed,,,,,,,,,,,,
2026-02-10,PVLA,VAL,2026-02-07/2026-02-13,82.73,0,not_armed,,,,,,,,,,,,
2026-02-10,WULX,VAL,2026-02-07/2026-02-13,29.5499,0,not_armed,,,,,,,,,,,,
2026-02-10,WW,VAL,2026-02-07/2026-02-13,25.21,0,not_armed,,,,,,,,,,,,
2026-02-12,ANPA,VAL,2026-02-07/2026-02-13,75.12,0,not_armed,,,,,,,,,,,,
2026-02-12,CRCD,VAL,2026-02-07/2026-02-13,53.54,0,not_armed,,,,,,,,,,,,
2026-02-12,CXT,VAL,2026-02-07/2026-02-13,55.05,0,not_armed,,,,,,,,,,,,
2026-02-12,ETHD,VAL,2026-02-07/2026-02-13,94.6065,0,not_armed,,,,,,,,,,,,
2026-02-12,GSHD,VAL,2026-02-07/2026-02-13,52.44,0,not_armed,,,,,,,,,,,,
2026-02-12,HOOZ,VAL,2026-02-07/2026-02-13,41.1269,1,fill,2.0,41.14,39.91,41.1269,586.0567701297833,641.0,43.60000000000001,target,1.230000000000004,2.0,0.05586991869918866,1.9441300813008113
2026-02-12,SBIT,VAL,2026-02-07/2026-02-13,67.045,0,not_armed,,,,,,,,,,,,
2026-02-12,SMST,VAL,2026-02-07/2026-02-13,82.31,1,nofill,2.0,,,,,,,,,,,
2026-02-12,SRTY,VAL,2026-02-07/2026-02-13,34.84,0,not_armed,,,,,,,,,,,,
2026-02-12,UVXY,VAL,2026-02-07/2026-02-13,37.59,1,fill,2.0,37.59,36.95,37.59,662.0304546745,680.0,38.870000000000005,target,0.6400000000000006,2.0,0.027771875000007974,1.972228124999992
2026-02-13,APLX,VAL,2026-02-07/2026-02-13,93.4138,0,not_armed,,,,,,,,,,,,
2026-02-13,BAX,VAL,2026-02-07/2026-02-13,20.11,0,not_armed,,,,,,,,,,,,
2026-02-13,DK,VAL,2026-02-07/2026-02-13,34.95,0,not_armed,,,,,,,,,,,,
2026-02-13,DXCM,VAL,2026-02-07/2026-02-13,69.0,0,not_armed,,,,,,,,,,,,
2026-02-13,FEIM,VAL,2026-02-07/2026-02-13,47.94,0,not_armed,,,,,,,,,,,,
2026-02-13,HRB,VAL,2026-02-07/2026-02-13,30.5,0,not_armed,,,,,,,,,,,,
2026-02-13,HUT,VAL,2026-02-07/2026-02-13,54.34,1,fill,-0.28835978835978915,53.41,52.46,54.34,613.9160591315666,630.0,55.30999999999999,target,0.9499999999999957,2.0,0.02217052631578748,1.9778294736842126
2026-02-13,IMCR,VAL,2026-02-07/2026-02-13,33.75,0,not_armed,,,,,,,,,,,,
2026-02-13,IONZ,VAL,2026-02-07/2026-02-13,31.89,0,not_armed,,,,,,,,,,,,
2026-02-13,IREZ,VAL,2026-02-07/2026-02-13,31.905,0,not_armed,,,,,,,,,,,,
2026-02-13,LB,VAL,2026-02-07/2026-02-13,63.955,0,not_armed,,,,,,,,,,,,
2026-02-13,MDB,VAL,2026-02-07/2026-02-13,372.58,0,not_armed,,,,,,,,,,,,
2026-02-13,NBR,VAL,2026-02-07/2026-02-13,69.0,1,fill,-1.010526315789479,69.07,68.06,69.0,675.0362192816833,952.0,68.05,stop,1.009999999999991,-1.009900990099015,0.23129702970297125,-1.2411980198019863
2026-02-13,OKLO,VAL,2026-02-07/2026-02-13,67.71,1,fill,-1.0,67.75,66.77,67.71,630.2776861563333,642.0,66.77,stop,0.980000000000004,-1.0,0.21770816326530815,-1.2177081632653082
2026-02-13,PLMR,VAL,2026-02-07/2026-02-13,133.86,0,not_armed,,,,,,,,,,,,
2026-02-13,RMBS,VAL,2026-02-07/2026-02-13,102.0,0,not_armed,,,,,,,,,,,,
2026-02-13,SA,VAL,2026-02-07/2026-02-13,34.56,0,not_armed,,,,,,,,,,,,
2026-02-13,SSRM,VAL,2026-02-07/2026-02-13,27.78,1,fill,-1.0,27.79,27.49,27.78,651.8134010839333,659.0,27.49,stop,0.3000000000000007,-1.0,0.08499333333333171,-1.0849933333333317
2026-02-13,TWLO,VAL,2026-02-07/2026-02-13,113.45,0,not_armed,,,,,,,,,,,,
2026-02-13,UCTT,VAL,2026-02-07/2026-02-13,55.91,0,not_armed,,,,,,,,,,,,
2026-02-13,VC,VAL,2026-02-07/2026-02-13,103.77,0,not_armed,,,,,,,,,,,,
2026-02-13,WGS,VAL,2026-02-07/2026-02-13,94.75,0,not_armed,,,,,,,,,,,,
2026-02-13,WULX,VAL,2026-02-07/2026-02-13,29.9,0,not_armed,,,,,,,,,,,,
2026-02-13,ZIM,VAL,2026-02-07/2026-02-13,21.85,0,not_armed,,,,,,,,,,,,
2026-02-17,AVGG,VAL,2026-02-14/2026-02-20,24.36,0,not_armed,,,,,,,,,,,,
2026-02-17,AVGU,VAL,2026-02-14/2026-02-20,30.89,0,not_armed,,,,,,,,,,,,
2026-02-17,AVGX,VAL,2026-02-14/2026-02-20,42.01,0,not_armed,,,,,,,,,,,,
2026-02-17,AVL,VAL,2026-02-14/2026-02-20,39.6,0,not_armed,,,,,,,,,,,,
2026-02-17,BE,VAL,2026-02-14/2026-02-20,144.6,0,not_armed,,,,,,,,,,,,
2026-02-17,BLLN,VAL,2026-02-14/2026-02-20,93.79,0,not_armed,,,,,,,,,,,,
2026-02-17,COHR,VAL,2026-02-14/2026-02-20,223.38,0,not_armed,,,,,,,,,,,,
2026-02-17,CRDO,VAL,2026-02-14/2026-02-20,124.01,0,not_armed,,,,,,,,,,,,
2026-02-17,DNTH,VAL,2026-02-14/2026-02-20,49.64,0,not_armed,,,,,,,,,,,,
2026-02-17,DRUG,VAL,2026-02-14/2026-02-20,82.88,0,not_armed,,,,,,,,,,,,
2026-02-17,FIGR,VAL,2026-02-14/2026-02-20,36.66,1,fill,-1.0,36.67,35.98,36.66,678.7305875440667,744.0,35.98,stop,0.6900000000000048,-1.0,0.053907246376812865,-1.0539072463768129
2026-02-17,FLY,VAL,2026-02-14/2026-02-20,20.4,0,not_armed,,,,,,,,,,,,
2026-02-17,GEVX,VAL,2026-02-14/2026-02-20,47.5,0,not_armed,,,,,,,,,,,,
2026-02-17,ISSC,VAL,2026-02-14/2026-02-20,21.4621,0,not_armed,,,,,,,,,,,,
2026-02-17,KOD,VAL,2026-02-14/2026-02-20,23.0037,0,not_armed,,,,,,,,,,,,
2026-02-17,LITX,VAL,2026-02-14/2026-02-20,76.0,0,not_armed,,,,,,,,,,,,
2026-02-17,MRNA,VAL,2026-02-14/2026-02-20,44.8,1,fill,-1.0,44.82,43.6001,44.8,589.67977720765,594.0,43.6001,stop,1.2199000000000026,-1.0,0.03993771620624563,-1.0399377162062455
2026-02-17,NUTX,VAL,2026-02-14/2026-02-20,107.5,0,not_armed,,,,,,,,,,,,
2026-02-17,OKLO,VAL,2026-02-14/2026-02-20,68.1883,0,not_armed,,,,,,,,,,,,
2026-02-17,PLTU,VAL,2026-02-14/2026-02-20,38.84,0,not_armed,,,,,,,,,,,,
2026-02-17,RKLB,VAL,2026-02-14/2026-02-20,69.6,0,not_armed,,,,,,,,,,,,
2026-02-17,RKLX,VAL,2026-02-14/2026-02-20,34.46,0,not_armed,,,,,,,,,,,,
2026-02-17,TSAT,VAL,2026-02-14/2026-02-20,27.395,0,not_armed,,,,,,,,,,,,
2026-02-17,VKTX,VAL,2026-02-14/2026-02-20,31.0,0,not_armed,,,,,,,,,,,,
2026-02-18,BLKB,VAL,2026-02-14/2026-02-20,49.91,0,not_armed,,,,,,,,,,,,
2026-02-18,CABO,VAL,2026-02-14/2026-02-20,113.5,0,not_armed,,,,,,,,,,,,
2026-02-18,CTEV,VAL,2026-02-14/2026-02-20,24.49,0,not_armed,,,,,,,,,,,,
2026-02-18,CWVX,VAL,2026-02-14/2026-02-20,34.0,1,nofill,-1.0,,,,,,,,,,,
2026-02-18,FLY,VAL,2026-02-14/2026-02-20,21.7,1,nofill,-1.0,,,,,,,,,,,
2026-02-18,ICLR,VAL,2026-02-14/2026-02-20,94.33,0,not_armed,,,,,,,,,,,,
2026-02-18,MULL,VAL,2026-02-14/2026-02-20,172.0,0,not_armed,,,,,,,,,,,,
2026-02-18,MUU,VAL,2026-02-14/2026-02-20,194.88,1,fill,2.0,193.79,191.66,194.88,609.5186858880334,615.0,198.04999999999998,target,2.1299999999999955,2.0,0.25333802816901463,1.7466619718309855
2026-02-18,NSP,VAL,2026-02-14/2026-02-20,26.04,0,not_armed,,,,,,,,,,,,
2026-02-18,OLN,VAL,2026-02-14/2026-02-20,25.7,0,not_armed,,,,,,,,,,,,
2026-02-18,ROBN,VAL,2026-02-14/2026-02-20,22.38,1,fill,-1.0192307692307723,22.4,21.87,22.38,598.0385131578834,805.0,21.86,stop,0.5299999999999976,-1.018867924528305,0.10258867924527812,-1.1214566037735831
2026-02-18,SAH,VAL,2026-02-14/2026-02-20,61.14,1,nofill,-1.0,,,,,,,,,,,
2026-02-18,SGI,VAL,2026-02-14/2026-02-20,92.08,0,not_armed,,,,,,,,,,,,
2026-02-19,AXTI,VAL,2026-02-14/2026-02-20,24.29,0,not_armed,,,,,,,,,,,,
2026-02-19,BEX,VAL,2026-02-14/2026-02-20,26.76,1,nofill,-1.0740740740740726,,,,,,,,,,,
2026-02-19,DRUG,VAL,2026-02-14/2026-02-20,84.31,0,not_armed,,,,,,,,,,,,
2026-02-19,LITX,VAL,2026-02-14/2026-02-20,79.155,0,not_armed,,,,,,,,,,,,
2026-02-19,NEBX,VAL,2026-02-14/2026-02-20,38.34,1,fill,2.0,38.35,37.14,38.34,592.1789507906167,633.0,40.77,target,1.2100000000000009,2.0,0.12244132231404997,1.87755867768595
2026-02-19,PL,VAL,2026-02-14/2026-02-20,24.6,1,fill,-1.0,24.61,24.32,24.6,646.5956672535667,654.0,24.32,stop,0.28999999999999915,-1.0,0.051255172413786396,-1.0512551724137864
2026-02-19,RKLX,VAL,2026-02-14/2026-02-20,40.5893,1,fill,2.0,40.6,39.9401,40.5893,631.91459207285,646.0,41.9198,target,0.6599000000000004,2.0,0.13393538414911083,1.8660646158508891
2026-02-19,SNXX,VAL,2026-02-14/2026-02-20,38.7,1,fill,2.0,38.71,37.67,38.7,612.1962124014833,619.0,40.79,target,1.0399999999999991,2.0,0.04630576923076845,1.9536942307692315
2026-02-19,VOYG,VAL,2026-02-14/2026-02-20,28.43,0,not_armed,,,,,,,,,,,,
2026-02-19,WINA,VAL,2026-02-14/2026-02-20,464.73,0,not_armed,,,,,,,,,,,,
2026-02-20,ALGM,VAL,2026-02-14/2026-02-20,38.31,0,not_armed,,,,,,,,,,,,
2026-02-20,AMSC,VAL,2026-02-14/2026-02-20,35.06,0,not_armed,,,,,,,,,,,,
2026-02-20,ATEX,VAL,2026-02-14/2026-02-20,36.74,1,fill,-1.0,36.75,35.98,36.74,602.8466451504,611.0,35.98,stop,0.7700000000000031,-1.0,0.13921558441558568,-1.1392155844155858
2026-02-20,NAIL,VAL,2026-02-14/2026-02-20,74.92,0,not_armed,,,,,,,,,,,,
2026-02-20,NFLU,VAL,2026-02-14/2026-02-20,22.27,0,not_armed,,,,,,,,,,,,
2026-02-20,NFXL,VAL,2026-02-14/2026-02-20,21.0421,0,not_armed,,,,,,,,,,,,
2026-02-20,SNXX,VAL,2026-02-14/2026-02-20,40.86,0,not_armed,,,,,,,,,,,,
2026-02-20,VICR,VAL,2026-02-14/2026-02-20,159.87,0,not_armed,,,,,,,,,,,,
2026-02-23,ASTS,VAL,2026-02-21/2026-02-27,87.0899,0,not_armed,,,,,,,,,,,,
2026-02-23,KOD,VAL,2026-02-21/2026-02-27,26.83,0,not_armed,,,,,,,,,,,,
2026-02-23,MBX,VAL,2026-02-21/2026-02-27,37.26,1,nofill,-1.0,,,,,,,,,,,
2026-02-23,SION,VAL,2026-02-21/2026-02-27,37.5,0,not_armed,,,,,,,,,,,,
2026-02-23,ZEPP,VAL,2026-02-21/2026-02-27,22.71,0,not_armed,,,,,,,,,,,,
2026-02-24,AEHR,VAL,2026-02-21/2026-02-27,37.18,0,not_armed,,,,,,,,,,,,
2026-02-24,AG,VAL,2026-02-21/2026-02-27,29.49,0,not_armed,,,,,,,,,,,,
2026-02-24,BMRN,VAL,2026-02-21/2026-02-27,65.945,0,not_armed,,,,,,,,,,,,
2026-02-24,CDNS,VAL,2026-02-21/2026-02-27,293.59,0,not_armed,,,,,,,,,,,,
2026-02-24,CHYM,VAL,2026-02-21/2026-02-27,20.55,0,not_armed,,,,,,,,,,,,
2026-02-24,DOCN,VAL,2026-02-21/2026-02-27,63.15,1,nofill,-1.0,,,,,,,,,,,
2026-02-24,ELE,VAL,2026-02-21/2026-02-27,22.94,0,not_armed,,,,,,,,,,,,
2026-02-24,ESTA,VAL,2026-02-21/2026-02-27,78.25,0,not_armed,,,,,,,,,,,,
2026-02-24,ESTC,VAL,2026-02-21/2026-02-27,56.93,1,fill,-1.0555555555555545,56.95,56.22,56.93,622.20687890045,668.0,56.18,stop,0.730000000000004,-1.0547945205479436,0.09758356164383819,-1.152378082191782
2026-02-24,GDXU,VAL,2026-02-21/2026-02-27,415.99,0,not_armed,,,,,,,,,,,,
2026-02-24,IOT,VAL,2026-02-21/2026-02-27,26.31,1,nofill,-1.0,,,,,,,,,,,
2026-02-24,NFLU,VAL,2026-02-21/2026-02-27,21.8,0,not_armed,,,,,,,,,,,,
2026-02-24,NFXL,VAL,2026-02-21/2026-02-27,20.54,0,not_armed,,,,,,,,,,,,
2026-02-24,NUGT,VAL,2026-02-21/2026-02-27,285.86,0,not_armed,,,,,,,,,,,,
2026-02-24,PEGA,VAL,2026-02-21/2026-02-27,44.67,1,fill,-1.0,44.7,43.65,44.67,584.4179414128666,595.0,43.65,stop,1.0500000000000043,-1.0,0.32260000000000383,-1.3226000000000038
2026-02-24,PL,VAL,2026-02-21/2026-02-27,24.705,1,fill,-1.0,24.72,24.34,24.705,631.80162507555,636.0,24.34,stop,0.379999999999999,-1.0,0.039126315789468555,-1.0391263157894686
2026-02-24,SNSE,VAL,2026-02-21/2026-02-27,34.99,0,not_armed,,,,,,,,,,,,
2026-02-24,TECH,VAL,2026-02-21/2026-02-27,57.485,0,not_armed,,,,,,,,,,,,
2026-02-24,TNDM,VAL,2026-02-21/2026-02-27,28.9,0,not_armed,,,,,,,,,,,,
2026-02-24,UAL,VAL,2026-02-21/2026-02-27,113.4999,0,not_armed,,,,,,,,,,,,
2026-02-25,GRAL,VAL,2026-02-21/2026-02-27,52.0,1,fill,-0.16093803885504124,52.0,51.1401,52.0,645.0715242370334,955.0,51.87,eod,0.8599000000000032,-0.1511803698104455,0.07021048959180944,-0.22139085940225495
2026-02-25,QURE,VAL,2026-02-21/2026-02-27,24.78,0,not_armed,,,,,,,,,,,,
2026-02-26,CRSP,VAL,2026-02-21/2026-02-27,58.5,1,fill,2.0,58.5,57.3,58.5,655.0191385039167,915.0,60.900000000000006,target,1.2000000000000028,2.0,0.026816666666669212,1.9731833333333308
2026-02-26,FNGD,VAL,2026-02-21/2026-02-27,69.89,0,not_armed,,,,,,,,,,,,
2026-02-26,GDXU,VAL,2026-02-21/2026-02-27,444.44,0,not_armed,,,,,,,,,,,,
2026-02-26,GUSH,VAL,2026-02-21/2026-02-27,30.5074,0,not_armed,,,,,,,,,,,,
2026-02-26,KYMR,VAL,2026-02-21/2026-02-27,93.64,0,not_armed,,,,,,,,,,,,
2026-02-26,OILU,VAL,2026-02-21/2026-02-27,39.63,0,not_armed,,,,,,,,,,,,
2026-02-26,RKLX,VAL,2026-02-21/2026-02-27,36.0,1,fill,-1.0,36.05,34.7,36.0,605.8150148813,616.0,34.7,stop,1.3499999999999943,-1.0,0.07180740740740497,-1.0718074074074049
2026-02-26,RUN,VAL,2026-02-21/2026-02-27,20.34,0,not_armed,,,,,,,,,,,,
2026-02-27,CABO,VAL,2026-02-21/2026-02-27,94.205,0,not_armed,,,,,,,,,,,,
2026-02-27,FWONK,VAL,2026-02-21/2026-02-27,91.75,0,not_armed,,,,,,,,,,,,
2026-02-27,INOD,VAL,2026-02-21/2026-02-27,47.99,0,not_armed,,,,,,,,,,,,
2026-02-27,INTU,VAL,2026-02-21/2026-02-27,406.87,1,fill,-1.0,407.0,402.11,406.87,627.3673285362333,661.0,402.11,stop,4.889999999999986,-1.0,0.1841353783231075,-1.1841353783231074
2026-02-27,IRDM,VAL,2026-02-21/2026-02-27,23.7399,0,not_armed,,,,,,,,,,,,
2026-02-27,PLTU,VAL,2026-02-21/2026-02-27,40.9,0,not_armed,,,,,,,,,,,,
2026-02-27,SNDK,VAL,2026-02-21/2026-02-27,659.86,1,fill,-1.0,659.89,645.5,659.86,611.0237866343833,634.0,645.5,stop,14.389999999999986,-1.0,0.043022932592078504,-1.0430229325920786
2026-03-02,AMRC,VAL,2026-02-28/2026-03-06,31.275,0,not_armed,,,,,,,,,,,,
2026-03-02,ANDG,VAL,2026-02-28/2026-03-06,23.79,0,not_armed,,,,,,,,,,,,
2026-03-02,APLD,VAL,2026-02-28/2026-03-06,27.74,0,not_armed,,,,,,,,,,,,
2026-03-02,APLX,VAL,2026-02-28/2026-03-06,50.4,1,nofill,-1.0315789473684225,,,,,,,,,,,
2026-03-02,ASTS,VAL,2026-02-28/2026-03-06,83.5,1,fill,1.6228571428571368,83.51,81.76,83.5,609.2630659477834,955.0,86.35,eod,1.75,1.6228571428571368,0.07272571428571396,1.5501314285714227
2026-03-02,AVL,VAL,2026-02-28/2026-03-06,36.14,0,not_armed,,,,,,,,,,,,
2026-03-02,BNAI,VAL,2026-02-28/2026-03-06,35.693,0,not_armed,,,,,,,,,,,,
2026-03-02,BOBS,VAL,2026-02-28/2026-03-06,21.59,1,nofill,-0.45695364238410763,,,,,,,,,,,
2026-03-02,BWIN,VAL,2026-02-28/2026-03-06,23.51,0,not_armed,,,,,,,,,,,,
2026-03-02,CCB,VAL,2026-02-28/2026-03-06,75.985,0,not_armed,,,,,,,,,,,,
