day,symbol,fill_min,split,flag_1457,flag_1458,flag_1459,flag_1460,flag_1461,flag_1462,net_R_corr_v2,net_R_corr_flat30,slip_bps_1463_20bps,slip_bps_1463_50bps,net_R_1464,slip_bps_1464
2025-07-01,ENPH,705.0229101465,TRAIN-H2,1,1.0,1.0,1.0,,0.0,-1.2220732313151519,-1.213517675759593,19.379844961239897,31.492248062016124,-1.1466292912513847,31.492248062016124
2025-07-01,FUN,613.7200322201834,TRAIN-H2,0,0.0,0.0,0.0,,0.0,-1.4272784795321642,-1.3853118128654975,,,0.04395604395603968,
2025-07-01,HELE,621.8392879346167,TRAIN-H2,1,0.0,1.0,0.0,,0.0,1.7976938173567774,1.7976938173567774,,,1.9530673818303743,
2025-07-01,HOOX,601.2656885673,TRAIN-H2,1,1.0,1.0,1.0,,0.0,-1.8719646627402962,-1.597573397044112,47.16595669783775,41.92762299083691,-1.3758219318598677,81.73895916404508
2025-07-01,HOV,643.4804705839167,TRAIN-H2,1,0.0,1.0,0.0,,0.0,1.6825062623826348,1.6825062623826348,,,-0.05615020178978887,
2025-07-01,ICHR,840.0996767221,TRAIN-H2,1,0.0,1.0,0.0,,0.0,0.0358700000000019,-0.05941333333333071,,,0.09505703422053374,
2025-07-01,INTW,738.95398510905,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.4088760000000016,-1.3671360000000015,,,-1.3574810606060574,35.0
2025-07-01,JANX,684.5345877505167,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.3948129032258114,-1.2686193548387106,-38.54515050167152,-38.54515050167152,-1.3948129032258114,
2025-07-01,LABU,709.0013302675334,TRAIN-H2,1,1.0,1.0,0.0,,0.0,-1.3219171059011612,-1.2838781448622003,,,-1.163458719460825,35.0
2025-07-01,LGIH,625.8917365837667,TRAIN-H2,1,0.0,1.0,0.0,,0.0,1.8600707692307714,1.8600707692307714,,,1.9401533570226308,
2025-07-01,MRAL,607.2785150995834,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.2478434782608638,-1.20462608695652,-4.9900199600806205,39.920159680637866,-1.2142252081203402,39.920159680637866
2025-07-01,MRNA,704.08126872445,TRAIN-H2,1,0.0,0.0,0.0,,0.0,1.9648838709677454,1.9648838709677454,,,-0.1596667823672314,
2025-07-01,NAIL,607.5246595695667,TRAIN-H2,1,1.0,1.0,0.0,,1.0,1.9111565483696622,1.9111565483696622,,,1.9963490324936115,
2025-07-01,NGNE,721.5546639889167,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.8064654611211535,-1.2325613019891488,-117.22090858781534,-117.22090858781534,-1.8064654611211535,
2025-07-01,NXT,719.1919251299333,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.1363291479820672,-1.3366624813153964,3.524229074890419,3.524229074890419,0.10086956521738862,
2025-07-01,OLN,678.2263530467167,TRAIN-H2,0,0.0,0.0,0.0,,0.0,1.8951214285714275,1.8951214285714275,,,0.009402914903621641,
2025-07-01,OPRA,692.2885879701834,TRAIN-H2,0,0.0,0.0,0.0,,0.0,-1.1533511111111103,-1.2425066666666669,9.980039920159467,9.980039920159467,-0.30258662762322863,
2025-07-01,PGY,592.1446788165833,TRAIN-H2,0,1.0,1.0,0.0,,0.0,-1.067780594148877,-1.2373190556873381,0.0,0.0,-1.0267498885421322,0.0
2025-07-01,ROBN,607.77009609945,TRAIN-H2,1,1.0,1.0,1.0,,0.0,-1.0909794900921357,-1.1950667916794375,7.011393514460851,7.011393514460851,-1.0616438687657355,7.011393514460851
2025-07-01,SDHC,717.9992832500833,TRAIN-H2,1,0.0,1.0,0.0,,0.0,-2.8143084745762863,-2.0628338983050942,135.03909026297092,135.03909026297092,-2.7144584155324782,135.03909026297092
2025-07-01,SEDG,698.8224503087333,TRAIN-H2,1,1.0,1.0,1.0,,1.0,1.94743695006992,1.94743695006992,,,1.9814643188137169,
2025-07-01,SMST,650.3687052895,TRAIN-H2,1,1.0,1.0,1.0,,0.0,1.4691210220673654,1.366999070847851,,,0.9688321441982759,
2025-07-01,SYM,783.1243830596334,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.1772760312151533,-1.3971745819397985,5.369429217186188,5.369429217186188,-0.7853791059520908,
2025-07-01,THS,668.07196234855,TRAIN-H2,1,0.0,0.0,0.0,,0.0,1.9197333333333306,1.9197333333333306,,,-0.10556621880998009,
2025-07-01,TIL,642.98763326755,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.8900778469750952,-1.613323398576518,0.18189755529804844,0.18189755529804844,-1.533753053025637,86.58323632130399
2025-07-01,TNA,733.0532426143,TRAIN-H2,0,1.0,1.0,0.0,,1.0,-1.0961012987013006,-1.3038545454545483,7.1438776968134245,7.1438776968134245,-1.0335140342668685,7.1438776968134245
2025-07-01,UPST,828.5856181424167,TRAIN-H2,0,1.0,1.0,0.0,,1.0,-1.3673425240054915,-1.3214090534979468,,,0.19497784342687863,
2025-07-01,URTY,733.0707289910666,TRAIN-H2,0,1.0,1.0,0.0,,1.0,-1.1453969355181937,-1.301239242391997,12.186786215552985,12.186786215552985,-1.0571484758606642,12.186786215552985
2025-07-01,VOYG,604.3630129375167,TRAIN-H2,0,0.0,,1.0,,0.0,-1.7827382716049418,-1.3108493827160508,56.13772455089856,37.42514970059845,-1.594663613948571,114.77045908183655
2025-07-01,VSCO,684.05376051505,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.1439999999999997,-1.2598823529411776,10.101010101009887,10.101010101009887,-1.089046372363155,10.101010101009887
2025-07-01,WLK,707.1403831127833,TRAIN-H2,0,0.0,0.0,0.0,,0.0,-1.225700874635554,-1.3867241982507232,12.781743928670641,12.781743928670641,-0.47624922887106436,
2025-07-01,ZD,708.09054198565,TRAIN-H2,1,0.0,1.0,0.0,,0.0,-1.2770363636363398,-1.5084303030302875,6.2266500622652625,6.2266500622652625,-0.9306625577812038,
2025-07-02,AAOI,728.9440897723167,TRAIN-H2,1,1.0,1.0,1.0,,0.0,-1.4407160905422023,-1.2891307246885424,44.50867052023153,42.38921001926761,0.4400606980273163,
2025-07-02,AEVA,639.00066267235,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.8343956521739113,1.8343956521739113,,,1.121121121121121,
2025-07-02,AMR,638.8639436660667,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.8147049554422294,1.8147049554422294,,,0.34600306800749625,
2025-07-02,AMSC,613.0779131490333,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.8198379788738375,1.8198379788738375,,,1.1656992084432722,
2025-07-02,CLDX,659.5092729842333,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.896830555555558,-1.7972055555555582,6.80889695869295,40.85338175215608,-1.2457478790097416,40.85338175215608
2025-07-02,CNR,651.11372722855,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.786228571428576,1.786228571428576,,,0.8981533296026813,
2025-07-02,CONL,662.0101391500667,TRAIN-H2,1,1.0,1.0,1.0,,1.0,1.9674156515725447,1.9674156515725447,,,1.0798946444249318,
2025-07-02,CPS,621.5359002986334,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-0.1584698412698369,-0.2577396825396815,,,-0.1584698412698369,
2025-07-02,CROX,632.2547639367333,TRAIN-H2,0,1.0,0.0,1.0,,0.0,-1.1527590428823968,-1.139726910218289,,,-1.1527590428823968,
2025-07-02,ETHU,737.1214965002,TRAIN-H2,1,0.0,1.0,0.0,,0.0,1.9803744186046477,1.9803744186046477,,,1.1929946245881742,
2025-07-02,FSLR,677.00129266185,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.2668971872948547,-1.2371933545422416,,,-0.5768010613139531,
2025-07-02,GLXY,747.6998789984667,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.0976370097467698,-1.211588229258966,8.992805755395493,8.992805755395493,-0.7770419426048554,
2025-07-02,GRRR,597.3610676853167,TRAIN-H2,1,1.0,1.0,0.0,,0.0,1.8943156709956708,1.8943156709956708,,,1.9333015721772304,
2025-07-02,HCC,586.1871397672334,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.6258879580355792,-1.5895930667477578,,,1.8057851239669427,
2025-07-02,HELE,676.5757092697166,TRAIN-H2,0,0.0,1.0,1.0,,0.0,1.0287957947855304,0.541893355761141,,,0.402193784277882,
2025-07-02,HOOD,607.1011064410167,TRAIN-H2,1,1.0,1.0,1.0,,1.0,1.9788688208195453,1.9788688208195453,,,0.7592303692147632,
2025-07-02,HOOG,610.0711260407334,TRAIN-H2,1,1.0,1.0,1.0,,0.0,1.9445781021822428,1.9445781021822428,,,1.9445781021822428,
2025-07-02,HOOX,633.6646531722166,TRAIN-H2,1,1.0,1.0,1.0,,0.0,-1.4747778127022246,-1.4412743644263628,,,-1.4747778127022246,
2025-07-02,IONS,604.5080167786833,TRAIN-H2,0,0.0,0.0,0.0,,0.0,1.9390027300303345,1.9390027300303345,,,1.5241724220052328,
2025-07-02,LABU,603.0477991301667,TRAIN-H2,0,1.0,1.0,1.0,,0.0,1.9246101626016248,1.9246101626016248,,,0.6393305439330539,
2025-07-02,MRAL,678.1190158441,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.9079685366993924,1.9079685366993924,,,1.9159310634720492,
2025-07-02,MRNA,675.3546366729,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.3709204103214883,-1.3239829103214884,,,-0.13175230566534624,
2025-07-02,MSTX,768.7214845907666,TRAIN-H2,1,1.0,1.0,1.0,,1.0,1.9689411650133184,1.9689411650133184,,,1.9947061937533097,
2025-07-02,NGNE,660.57839271085,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.5625754862314618,-1.5429426150587293,,,-1.5516403634624527,35.0
2025-07-02,NNNN,754.0796040828667,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.744663157894739,1.744663157894739,,,1.744663157894739,
2025-07-02,NVDL,650.8366610429167,TRAIN-H2,0,1.0,1.0,1.0,,1.0,0.555183505343291,0.2784057275655199,,,0.2452040963507888,
2025-07-02,ONON,629.1910665887833,TRAIN-H2,0,0.0,0.0,0.0,,0.0,-1.1551979023722647,-1.1367047752244985,,,-1.1551979023722647,
2025-07-02,PHH,712.2096305379,TRAIN-H2,0,1.0,1.0,1.0,,0.0,0.7246393442623004,0.6434098360655794,,,0.5293967930771218,
2025-07-02,PSIX,739.1621742865833,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.7760603801169603,1.7760603801169603,,,-1.1851270022883296,35.0
2025-07-02,RARE,607.130739676,TRAIN-H2,0,0.0,1.0,0.0,,0.0,0.8270713270125255,0.7153159420289893,,,0.6393400360917788,
2025-07-02,RDDT,597.27212721215,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.082726179715225,-1.2189874908878868,6.522742097142431,6.522742097142431,-0.23396934626211754,
2025-07-02,RDTL,599.6593466755,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.8901659574468055,1.8901659574468055,,,1.9440472489897398,
2025-07-02,RGTX,606.0760490685,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.9310495461825945,1.9310495461825945,,,1.9433784208870715,
2025-07-02,RH,629.2279530416833,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.1482708126761934,-1.1349748809176632,,,-1.1482708126761934,
2025-07-02,RKLX,628.4417992698334,TRAIN-H2,1,1.0,1.0,1.0,,0.0,-1.239988322293629,-1.2370101834027134,-9.589696668543494,30.749371535653964,-1.210912770880177,30.749371535653964
2025-07-02,ROBN,588.4312025599834,TRAIN-H2,1,1.0,1.0,1.0,,0.0,1.9675608558942803,1.9675608558942803,,,1.9675608558942803,
2025-07-02,SEDG,697.1353496739666,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.1990057142857242,-1.2840914285714313,17.19690455718087,17.19690455718087,-1.1094228621228575,17.19690455718087
2025-07-02,SION,656.98256352625,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.7150485470085488,1.7150485470085488,,,-0.39980961446930546,
2025-07-02,SN,631.0055399959167,TRAIN-H2,0,0.0,0.0,0.0,,0.0,-1.100327704485486,-1.1250321899736142,-7.9043572769501536,20.748937851990295,-1.100327704485486,
2025-07-02,SOC,828.3495246154166,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.2134326530612265,-1.1901061224489817,,,-1.1707612419700233,35.0
2025-07-02,SOXL,667.2265714641833,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-0.07219642857141854,-0.3337142857142815,,,-0.015337423312880344,
2025-07-02,SYM,653.6603314902,TRAIN-H2,1,1.0,1.0,1.0,,1.0,0.2819569216490273,0.15372488317756453,,,0.27305389221556486,
2025-07-02,TIL,632.0429710091666,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.8400848484848482,1.8400848484848482,,,-1.2655322580645159,35.0
2025-07-02,TSDD,600.6235782986,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.192123572605487,-1.197419027150941,17.420157610949,29.033596018249806,-1.1315313975913222,29.033596018249806
2025-07-02,TSMX,632.0053437774,TRAIN-H2,0,0.0,1.0,1.0,,0.0,1.8875306481481398,1.4451084259259241,,,0.7388987566607415,
2025-07-02,TWST,630.5653685360834,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.179384183673481,-1.3650448979591878,2.6322716504356714,2.6322716504356714,-0.970168612191956,
2025-07-02,UPST,610.30575717415,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.352933028455282,-1.3096769308943068,,,0.8082497212931986,
2025-07-02,VKTX,652.3225031879,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.2451076923076965,-1.3319794871794892,17.882689556509554,17.882689556509554,-1.1261798790411113,17.882689556509554
2025-07-02,VRNT,669.6211436192833,TRAIN-H2,1,1.0,1.0,1.0,,0.0,1.9335724137931074,1.9335724137931074,,,1.5718418514947037,
2025-07-02,W,637.56086958475,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.7970848484848587,-1.3215393939393958,-45.377392560491245,-45.377392560491245,-1.3630103246172272,86.67388949079161
2025-07-02,WWW,632.0835297790334,TRAIN-H2,0,0.0,0.0,1.0,,0.0,-1.347697324940988,-1.1684876475216364,-10.137544574630569,-10.137544574630569,-1.347697324940988,
2025-07-03,AAOI,623.0321434190834,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.848,1.848,,,1.9219858156028375,
2025-07-03,AEVA,702.3234378674,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.3001181818181864,-1.2706181818181863,,,-0.43030303030303363,
2025-07-03,APGE,777.0030749939667,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-0.6536218181818156,-0.6536218181818156,,,0.1592957451268054,
2025-07-03,BE,580.8262258454833,TRAIN-H2,0,0.0,1.0,1.0,,0.0,0.00024689473684308405,-0.026575999999998892,,,0.00024689473684308405,
2025-07-03,BKSY,704.3933248283,TRAIN-H2,0,0.0,1.0,1.0,,0.0,0.5608764705882415,0.5608764705882415,,,0.3851573508689518,
2025-07-03,DFDV,753.4124689974167,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-2.1480785413744723,-1.71730855539972,161.89290161892856,161.89290161892856,-2.1480785413744723,
2025-07-03,ENPH,656.0475737074333,TRAIN-H2,0,1.0,1.0,0.0,,0.0,-1.1339236363636376,-1.297323636363638,9.240009240009043,9.240009240009043,-1.0588462550141393,9.240009240009043
2025-07-03,EXOD,681.2010038874834,TRAIN-H2,1,0.0,1.0,0.0,,0.0,1.5334713621912437,1.5334713621912437,,,1.5334713621912437,
2025-07-03,FSLR,587.1726818582,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.2619365461847505,-1.3215068273092387,12.358282736017312,22.0299822685522,-1.1293951917169183,22.0299822685522
2025-07-03,KOLD,675.3562888633166,TRAIN-H2,0,1.0,1.0,0.0,,1.0,1.9688363636363613,1.9688363636363613,,,0.7996894409937846,
2025-07-03,MSTX,601.3669810101667,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.095028465875935,-1.283434260159438,6.2888926410151775,6.2888926410151775,-1.0390264396373208,6.2888926410151775
2025-07-03,MTSR,652.3102204982833,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-2.340892857142858,-1.4096428571428574,0.03389830508466676,0.03389830508466676,-2.0427686998883554,206.77966101694895
2025-07-03,NXT,779.0023246715167,TRAIN-H2,0,1.0,1.0,1.0,,1.0,0.15516025720946913,0.00443496406215263,,,0.1307622777945236,
2025-07-03,PARR,770.00590108855,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.8441477113402067,-1.8120600824742272,,,-0.2530844669408405,
2025-07-03,PSIX,776.60572482475,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-2.4425723351955284,-2.400295798882679,,,0.728744939271262,
2025-07-03,PVLA,600.1334041419833,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.4445455696202534,-1.4289443037974687,,,-1.4445455696202534,
2025-07-03,QBTX,764.1306643139334,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.5047793893129715,-1.4711190839694601,,,-0.7262569832402244,
2025-07-03,RGTX,775.53002158985,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.3227160139775915,-1.2452733100373536,44.05582995123168,46.64582583313771,-1.263054623386151,46.64582583313771
2025-07-03,SEDG,587.2838961132,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.9430193548387102,1.9430193548387102,,,1.9527559055118122,
2025-07-03,SYM,601.0907600300833,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.1219884057971008,-1.2779014492753606,6.541648495421095,6.541648495421095,-1.0641805279506154,6.541648495421095
2025-07-03,WGMI,579.0151975176,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.0836363636363648,-1.1563636363636358,11.538461538461975,11.538461538461975,-1.07500750187547,11.538461538461975
2025-07-07,BOIL,795.3811979076667,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.3191189655172373,-1.2794896551724095,,,-1.1493893662728225,35.0
2025-07-07,CONL,601.3775372799,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.2606348105989928,-1.189971767120731,140.6993585764535,43.45127250155201,-1.1816427038728041,43.45127250155201
2025-07-07,CRCL,608.2566559478333,TRAIN-H2,1,1.0,1.0,1.0,,1.0,-1.187505216236496,-1.1653835348205668,,,-1.1472579462102699,35.0
2025-07-07,ESTA,727.2774337973333,TRAIN-H2,0,0.0,1.0,0.0,,0.0,-0.5142246153846264,-0.6199015384615492,,,-0.22006472491909954,
2025-07-07,GDXU,794.3077924433833,TRAIN-H2,1,1.0,1.0,0.0,,0.0,-1.1941058823529411,-1.4235176470588236,4.000000000000152,4.000000000000152,0.6460118655240631,
2025-07-07,NEON,693.5729559904166,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.4685090225563993,-1.3777947368421108,-76.92307692307723,43.95604395604432,-1.2075036075036065,43.95604395604432
2025-07-07,PLTU,711.0899054650166,TRAIN-H2,1,1.0,1.0,0.0,,1.0,-1.2952707376826673,-1.2579171502115007,,,0.6767158434894142,
2025-07-07,RKLX,798.6807552218667,TRAIN-H2,1,1.0,1.0,0.0,,0.0,-1.2845417490210658,-1.2608537012865906,57.408582223652274,33.970130036532396,-1.2908529538104154,33.970130036532396
2025-07-07,SOFX,607.1566669241333,TRAIN-H2,0,0.0,1.0,1.0,,0.0,-1.9498709677419481,-1.6822903225806498,18.657718120806393,18.657718120806393,-1.4442858242949501,67.1140939597325
2025-07-07,TSSI,755.0579029063167,TRAIN-H2,1,1.0,1.0,1.0,,0.0,-1.3130579919426584,-1.2092758018102865,19.20988891672905,36.61015061666526,-1.278667818919098,54.010412316601474
2025-07-07,U,601.2733970084333,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.226287781114645,-1.171009345520816,-43.429460139532246,41.302003477291414,-1.1682668861710712,41.302003477291414
2025-07-07,XXRP,730.1025600173833,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.1084909090909132,-1.3419151515151522,3.447087211306985,3.447087211306985,-1.0817321530995498,3.447087211306985
2025-07-07,YB,703.3251131410667,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.6938451612903196,1.6938451612903196,,,-1.287001672240806,35.0
2025-07-08,ALB,633.4399278339166,TRAIN-H2,0,0.0,1.0,0.0,,0.0,1.9304000000000012,1.9304000000000012,,,0.14882655981683587,
2025-07-08,BEAM,676.2980115601,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.1358521739130436,-1.3997217391304344,0.0,0.0,-0.2737047898338258,
2025-07-08,CEP,599.71686603585,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.1851365853658584,-1.328039024390246,10.159160176092495,10.159160176092495,0.2271209084836291,
2025-07-08,CIVI,625.0941690759,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.9226936170212778,1.9226936170212778,,,1.405792385291243,
2025-07-08,CNXC,615.0890600447833,TRAIN-H2,0,0.0,1.0,0.0,,0.0,1.8609061224489796,1.8609061224489796,,,0.4221105527638185,
2025-07-08,CRSP,609.0005233837,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.1731275135975179,-1.3410775135975157,11.196118678858419,11.196118678858419,0.43919542350987095,
2025-07-08,DFDV,588.2922980761666,TRAIN-H2,1,1.0,1.0,1.0,,0.0,-1.236270707070704,-1.204826262626262,4.184100418409209,41.84100418409953,-1.236270707070704,
2025-07-08,GUSH,651.0551274792833,TRAIN-H2,0,0.0,1.0,1.0,,0.0,1.947181083075107,1.947181083075107,,,0.37322515212982055,
2025-07-08,HIMZ,774.00186706905,TRAIN-H2,1,1.0,1.0,1.0,,0.0,1.900931428571428,1.900931428571428,,,-1.1921844547563825,35.0
2025-07-08,HRI,836.1321657963833,TRAIN-H2,0,0.0,1.0,1.0,,0.0,0.27149112978522727,-0.014685340803007818,,,0.14037019197687367,
2025-07-08,INSP,620.0114440041833,TRAIN-H2,0,0.0,0.0,1.0,,0.0,-0.24819051993764546,-0.3738961538461557,,,-0.10333208536129171,
2025-07-08,INTW,586.0113166767833,TRAIN-H2,1,0.0,1.0,0.0,,0.0,1.934779453416149,1.934779453416149,,,1.931102362204724,
2025-07-08,JOYY,602.26750501155,TRAIN-H2,0,0.0,0.0,0.0,,0.0,-0.18070403665505708,-0.3301476190476185,,,-0.033582089552240006,
2025-07-08,LEGN,598.4916909819167,TRAIN-H2,0,0.0,1.0,0.0,,0.0,-1.3327370324794048,-1.2990532663635523,,,-0.11686586985391284,
2025-07-08,MRNA,586.1389944803667,TRAIN-H2,1,1.0,1.0,0.0,,1.0,1.9652572129836465,1.9652572129836465,,,1.9874174268637939,
2025-07-08,MUR,651.17605528725,TRAIN-H2,0,0.0,0.0,1.0,,0.0,1.0588749752061857,0.8903466666666635,,,0.54794520547945,
2025-07-08,OILU,637.9691404443666,TRAIN-H2,0,0.0,1.0,1.0,,0.0,1.9411259259259266,1.9411259259259266,,,1.067796610169484,
2025-07-08,OLN,651.1966239282667,TRAIN-H2,0,0.0,0.0,0.0,,0.0,-1.3403960606060659,-1.3037127272727322,,,-0.22411474675032889,
2025-07-08,PAM,787.7049569402833,TRAIN-H2,1,0.0,0.0,1.0,,0.0,-1.7724681089743495,-1.3941451923076877,12.453300124531507,30.44140030441385,0.8329919431926822,
2025-07-08,PGNY,603.1973460785167,TRAIN-H2,1,0.0,0.0,0.0,,0.0,1.892173076923078,1.892173076923078,,,1.9297629499561004,
2025-07-08,SMCX,634.0411993126834,TRAIN-H2,0,1.0,1.0,1.0,,0.0,-1.3213141390087797,-1.2859382646227102,,,0.738436009126738,
2025-07-08,SMTC,776.2070854049666,TRAIN-H2,0,0.0,1.0,0.0,,0.0,-1.1043617021276655,-1.3506382978723404,4.419889502763121,4.419889502763121,-0.41994750656167995,
2025-07-08,SOXL,668.0970262984333,TRAIN-H2,0,1.0,1.0,1.0,,1.0,-1.0754755025492486,-1.335216243289984,3.7439161362791324,3.7439161362791324,-0.8228317272053371,
2025-07-08,SQM,651.0514068169666,TRAIN-H2,0,0.0,0.0,0.0,,0.0,-0.39080328616440363,-0.5268127028934411,,,-0.16272965879265572,
2025-07-08,VKTX,634.40380639465,TRAIN-H2,1,0.0,1.0,0.0,,0.0,1.9383618948803838,1.9383618948803838,,,1.9862637362637365,
2025-07-08,VOYG,593.03166740795,TRAIN-H2,1,1.0,1.0,1.0,,0.0,1.8536491680085891,1.8536491680085891,,,1.6984318455970953,
2025-07-08,YB,631.1801841093,TRAIN-H2,1,0.0,1.0,1.0,,0.0,1.9381365853658545,1.9381365853658545,,,1.96923076923077,
2025-07-09,AEVA,586.0828299527667,TRAIN-H2,1,0.0,1.0,1.0,,0.0,-1.0738909090909081,-1.095890909090908,10.732484076433,22.29299363057334,-1.0738909090909081,
2025-07-09,AGIO,662.30446486465,TRAIN-H2,0,0.0,0.0,0.0,,0.0,-1.4784582963432615,-1.503145043331221,10.412599245086334,27.333073018351392,-1.189009492111254,27.333073018351392
