day,symbol,fill_min,split,stop_new,R_new,exit_m_new,exit_price_new,why_new,raw_new,cost_new,net_new,delta_vs_base,changed,why_base
2025-07-01,ROBN,607.77009609945,TRAIN-H2,56.85225,1.4577500000000043,617.0,56.85225,stop,-1.0,0.07815073573389889,-1.0781507357338989,0.012828754358236827,True,stop
2025-07-01,SDHC,717.9992832500833,TRAIN-H2,20.865,0.5350000000000001,871.0,20.53,stop,-1.6261682242990603,0.996554672897198,-2.622722897196258,0.19158557738002813,True,stop
2025-07-01,SEDG,698.8224503087333,TRAIN-H2,21.040499999999998,0.5395000000000003,742.0,22.659,target,2.0,0.037977899652910166,1.96202210034709,0.01458515027716989,True,target
2025-07-01,SMST,650.3687052895,TRAIN-H2,25.96425,0.6657499999999992,955.0,27.29,eod,0.9913631242959083,0.08660965971067264,0.9047534645852358,-0.5643675574821296,True,eod
2025-07-01,SYM,783.1243830596334,TRAIN-H2,39.47775,1.0122500000000016,955.0,39.745,eod,-0.7359841936280596,-0.06346326006421657,-0.672520933563843,0.5047550976513101,True,stop
2025-07-01,THS,668.07196234855,TRAIN-H2,20.319,0.5210000000000008,955.0,20.8,eod,-0.07677543186180247,0.03697504798464596,-0.11375047984644843,-2.033483813179779,True,target
2025-07-01,TIL,642.98763326755,TRAIN-H2,21.879,0.5609999999999999,664.0,21.879,stop,-1.0,0.5431756862745125,-1.5431756862745125,0.34690216070058266,True,stop
2025-07-01,TNA,733.0532426143,TRAIN-H2,34.4955,0.8845000000000027,912.0,34.4955,stop,-1.0,0.03980304691916461,-1.0398030469191646,0.05629825178213599,True,stop
2025-07-01,UPST,828.5856181424167,TRAIN-H2,66.00750000000001,1.6924999999999955,955.0,68.05,eod,0.2067946824224492,0.01616945937961776,0.19062522304283144,1.5579677470483229,True,stop
2025-07-01,URTY,733.0707289910666,TRAIN-H2,40.540499999999994,1.0395000000000039,909.0,40.540499999999994,stop,-1.0,0.06375868783068615,-1.0637586878306862,0.08163824768750749,True,stop
2025-07-01,VOYG,604.3630129375167,TRAIN-H2,39.779999999999994,1.0200000000000031,616.0,39.779999999999994,stop,-1.0,0.5514652505446622,-1.5514652505446622,0.23127302106027958,True,stop
2025-07-01,VSCO,684.05376051505,TRAIN-H2,19.6365,0.503499999999999,793.0,19.6365,stop,-1.0,0.09607355511420052,-1.0960735551142005,0.047926444885799224,True,stop
2025-07-01,WLK,707.1403831127833,TRAIN-H2,79.02374999999999,2.0262500000000045,955.0,80.16,eod,-0.4392350400987038,-0.04656512029611936,-0.3926699198025844,0.8330309548329695,True,stop
2025-07-01,ZD,708.09054198565,TRAIN-H2,31.63875,0.8112500000000011,955.0,31.75,eod,-0.8628659476117126,-0.04172930662558318,-0.8211366409861295,0.4558997226502103,True,stop
2025-07-02,AAOI,728.9440897723167,TRAIN-H2,25.701,0.6589999999999989,955.0,26.68,eod,0.48558421851289957,0.1328271580004601,0.3527570605124395,1.793473151054642,True,stop
2025-07-02,AEVA,639.00066267235,TRAIN-H2,29.22075,0.74925,955.0,30.88,eod,1.214547881214548,0.10167233900567267,1.1128755422088754,-0.7215201099650361,True,target
2025-07-02,AMR,638.8639436660667,TRAIN-H2,114.4065,2.9335000000000093,955.0,118.53,eod,0.40565876938810086,0.12262255667291597,0.28303621271518487,-1.5316687427270443,True,target
2025-07-02,AMSC,613.0779131490333,TRAIN-H2,36.9525,0.947499999999998,955.0,39.1095,eod,1.2765171503957795,0.09891322785206254,1.177603922543717,-0.6422340563301203,True,target
2025-07-02,CLDX,659.5092729842333,TRAIN-H2,21.71325,0.556750000000001,742.0,21.68,stop,-1.0597215985630872,0.3843427630594201,-1.4440643616225073,0.45276619393305073,True,stop
2025-07-02,CNR,651.11372722855,TRAIN-H2,69.693,1.7870000000000061,955.0,73.235,eod,0.9820928931169499,0.092111919418018,0.8899809736989319,-0.896247597729644,True,target
2025-07-02,CONL,662.0101391500667,TRAIN-H2,44.421,1.139000000000003,955.0,46.81,eod,1.097453906935906,0.021312853010056424,1.0761410539258496,-0.8912745976466951,True,target
2025-07-02,CPS,621.5359002986334,TRAIN-H2,23.57,0.629999999999999,955.0,24.18,eod,-0.0317460317460311,0.1267238095238058,-0.1584698412698369,0.0,False,eod
2025-07-02,CROX,632.2547639367333,TRAIN-H2,105.9356,4.064400000000006,644.0,105.9356,stop,-1.0,0.15275904288239683,-1.1527590428823968,0.0,False,stop
2025-07-02,ETHU,737.1214965002,TRAIN-H2,56.22825,1.441749999999999,955.0,59.395,eod,1.1964626322177927,0.01170660655453636,1.1847560256632563,-0.7956183929413916,True,target
2025-07-02,FSLR,677.00129266185,TRAIN-H2,169.03575,4.334249999999997,955.0,171.0,eod,-0.5468074061256286,0.03550785661561629,-0.5823152627412449,0.68458192455361,True,stop
2025-07-02,GLXY,747.6998789984667,TRAIN-H2,22.08375,0.5662500000000001,955.0,22.22,eod,-0.7593818984547455,-0.07030538808622401,-0.6890765103685215,0.40856049937824834,True,stop
2025-07-02,GRRR,597.3610676853167,TRAIN-H2,20.465249999999997,0.5247500000000009,752.0,22.0395,target,2.0,0.07048978590093365,1.9295102140990663,0.03519454310339554,True,target
2025-07-02,HCC,586.1871397672334,TRAIN-H2,47.19,1.2100000000000009,718.0,50.82,target,2.0,0.19855508512396633,1.8014449148760336,3.427332872911613,True,stop
2025-07-02,HELE,676.5757092697166,TRAIN-H2,31.9995,0.8204999999999991,955.0,33.21,eod,0.4753199268738586,-0.03876450440227997,0.5140844312761386,-0.5147113635093918,True,eod
2025-07-02,HOOD,607.1011064410167,TRAIN-H2,93.74625,2.4037500000000023,955.0,97.99,eod,0.7654706188247478,0.014153384703289458,0.7513172341214583,-1.227551586698087,True,target
2025-07-02,HOOG,610.0711260407334,TRAIN-H2,57.5583,1.9216999999999942,637.0,63.32339999999999,target,2.0,0.0554218978177572,1.9445781021822428,0.0,False,target
2025-07-02,HOOX,633.6646531722166,TRAIN-H2,96.14475,2.4652499999999975,860.0,96.1,stop,-1.018152317209211,0.21303998718922268,-1.2311923043984336,0.243585508303791,True,stop
2025-07-02,IONS,604.5080167786833,TRAIN-H2,40.94025,1.049750000000003,955.0,43.61,eod,1.543224577280298,0.026728977552794655,1.5164955997275034,-0.42250713030283094,True,target
2025-07-02,LABU,603.0477991301667,TRAIN-H2,58.25625,1.4937499999999986,955.0,60.75,eod,0.6694560669456073,0.03633853250331724,0.6331175344422901,-1.2914926281593346,True,target
2025-07-02,MRAL,678.1190158441,TRAIN-H2,23.195249999999998,0.5947500000000012,929.0,24.9795,target,2.0,0.07118028267049936,1.9288197173295005,0.020851180630108157,True,target
2025-07-02,MRNA,675.3546366729,TRAIN-H2,29.601,0.7590000000000003,955.0,30.265,eod,-0.12516469038208014,0.014296352177702795,-0.13946104255978292,1.2314593677617056,True,stop
2025-07-02,MSTX,768.7214845907666,TRAIN-H2,36.8355,0.9444999999999979,880.0,39.669,target,2.0,0.016606364921412733,1.9833936350785872,0.014452470065268841,True,target
2025-07-02,NGNE,660.57839271085,TRAIN-H2,20.387249999999998,0.522750000000002,724.0,20.32,stop,-1.1286465805834482,0.5570428503108548,-1.685689430894303,-0.12311394466284109,True,stop
2025-07-02,NNNN,754.0796040828667,TRAIN-H2,33.5205,0.8595000000000041,941.0,36.09900000000001,target,2.0,0.11288888888888816,1.8871111111111118,0.14244795321637294,True,target
2025-07-02,NVDL,650.8366610429167,TRAIN-H2,67.59675,1.7332499999999982,955.0,69.76,eod,0.2480888504255054,0.017463075812974464,0.23062577461253095,-0.32455773073076,True,eod
2025-07-02,ONON,629.1910665887833,TRAIN-H2,53.815,1.4550000000000054,644.0,53.815,stop,-1.0,0.15519790237226472,-1.1551979023722647,0.0,False,stop
2025-07-02,PHH,712.2096305379,TRAIN-H2,38.30775,0.9822500000000005,955.0,39.85,eod,0.5701196233138224,0.12010180707559107,0.45001781623823134,-0.27462152802406903,True,eod
2025-07-02,PSIX,739.1621742865833,TRAIN-H2,68.172,1.7480000000000047,905.0,68.172,stop,-1.0,0.2629974342607086,-1.2629974342607087,-3.039057814377669,True,target
2025-07-02,RARE,607.130739676,TRAIN-H2,37.82025,0.9697499999999977,955.0,39.51,eod,0.7424593967517408,0.15397863816587623,0.5884807585858646,-0.23859056842666093,True,eod
2025-07-02,RDDT,597.27212721215,TRAIN-H2,155.85375,3.9962500000000034,955.0,158.99,eod,-0.21520175164216065,-0.08511991077160579,-0.13008184087055485,0.9526443388446701,True,stop
2025-07-02,RDTL,599.6593466755,TRAIN-H2,31.365750000000002,0.8042499999999997,616.0,33.7785,target,2.0,0.06418650917003645,1.9358134908299636,0.0456475333831583,True,target
2025-07-02,RGTX,606.0760490685,TRAIN-H2,30.99525,0.7947500000000005,621.0,33.3795,target,2.0,0.06499865366467449,1.9350013463353255,0.003951800152731,True,target
2025-07-02,RH,629.2279530416833,TRAIN-H2,202.63,7.6200000000000045,645.0,202.63,stop,-1.0,0.1482708126761933,-1.1482708126761934,0.0,False,stop
2025-07-02,RKLX,628.4417992698334,TRAIN-H2,54.512249999999995,1.397750000000002,689.0,54.49,stop,-1.0159184403505581,0.2014923803852954,-1.2174108207358536,0.02257750155777538,True,stop
2025-07-02,ROBN,588.4312025599834,TRAIN-H2,52.26,1.980000000000004,627.0,58.20000000000001,target,2.0,0.032439144105719686,1.9675608558942803,0.0,False,target
2025-07-02,SEDG,697.1353496739666,TRAIN-H2,23.01975,0.590250000000001,749.0,23.01975,stop,-1.0,0.11654299449386346,-1.1165429944938634,0.08246271979186082,True,stop
2025-07-02,SION,656.98256352625,TRAIN-H2,20.484750000000002,0.5252499999999998,955.0,20.84,eod,-0.323655402189437,0.2441278512063853,-0.5677832533958223,-2.282831800404371,True,target
2025-07-02,SN,631.0055399959167,TRAIN-H2,101.21,3.7900000000000063,644.0,101.21,stop,-1.0,0.100327704485486,-1.100327704485486,0.0,False,stop
2025-07-02,SOC,828.3495246154166,TRAIN-H2,22.76625,0.583750000000002,894.0,22.76625,stop,-1.0,0.178578907922914,-1.178578907922914,0.03485374513831241,True,stop
2025-07-02,SOXL,667.2265714641833,TRAIN-H2,25.427999999999997,0.652000000000001,955.0,26.075,eod,-0.00766871165644018,0.02333588957054907,-0.031004601226989247,0.041191827344429256,True,eod
2025-07-02,SYM,653.6603314902,TRAIN-H2,40.70625,1.0437500000000028,955.0,42.05,eod,0.2874251497005953,0.11453659415053334,0.17288855555006194,-0.10906836609896536,True,eod
2025-07-02,TIL,632.0429710091666,TRAIN-H2,24.18,0.620000000000001,743.0,24.18,stop,-1.0,0.2676841935483873,-1.2676841935483874,-3.1077690420332353,True,target
2025-07-02,TSDD,600.6235782986,TRAIN-H2,23.93625,0.6137499999999996,612.0,23.93,stop,-1.0101832993890043,0.1366813392202275,-1.1468646386092318,0.045258933996255246,True,stop
2025-07-02,TSMX,632.0053437774,TRAIN-H2,32.9355,0.8445000000000036,955.0,34.424,eod,0.762581409117816,-0.04204977304124427,0.8046311821590603,-1.0828994659890796,True,eod
2025-07-02,TWST,630.5653685360834,TRAIN-H2,37.58625,0.9637499999999974,955.0,37.75,eod,-0.8300907911802846,-0.03728037057624027,-0.7928104206040444,0.3865737630694367,True,stop
2025-07-02,UPST,610.30575717415,TRAIN-H2,69.96600000000001,1.793999999999997,955.0,73.23,eod,0.8193979933110376,0.0193592437755485,0.800038749535489,2.1529717779907713,True,stop
2025-07-02,VKTX,652.3225031879,TRAIN-H2,27.64125,0.708750000000002,950.0,27.64125,stop,-1.0,0.13325952380952588,-1.1332595238095258,0.1118481684981707,True,stop
2025-07-02,VRNT,669.6211436192833,TRAIN-H2,20.2215,0.5184999999999995,955.0,21.57,eod,1.600771456123438,0.03715332690452989,1.5636181292189082,-0.36995428457419943,True,target
2025-07-02,W,637.56086958475,TRAIN-H2,54.638999999999996,1.4010000000000034,645.0,54.638999999999996,stop,-1.0,0.37360157744468425,-1.3736015774446844,0.42348327104017436,True,stop
2025-07-02,WWW,632.0835297790334,TRAIN-H2,19.63,0.620000000000001,645.0,19.63,stop,-1.0,0.34769732494098804,-1.347697324940988,0.0,False,stop
2025-07-03,AAOI,623.0321434190834,TRAIN-H2,27.494999999999997,0.7050000000000018,642.0,29.610000000000003,target,2.0,0.08624113475177247,1.9137588652482276,0.0657588652482275,True,target
2025-07-03,AEVA,702.3234378674,TRAIN-H2,32.175,0.8250000000000028,958.0,32.69,eod,-0.37575757575757723,0.05887212121212301,-0.4346296969697002,0.8654884848484862,True,stop
2025-07-03,APGE,777.0030749939667,TRAIN-H2,46.51725,1.1927500000000038,957.0,48.0,eod,0.24313561098302094,0.09179794592328741,0.15133766505973353,0.8049594832415492,True,eod_fallback
2025-07-03,BE,580.8262258454833,TRAIN-H2,23.24,0.7600000000000016,955.0,24.0618,eod,0.0813157894736861,0.0810688947368431,0.0002468947368430008,7.589415207398531e-19,False,eod
2025-07-03,BKSY,704.3933248283,TRAIN-H2,20.757749999999998,0.5322500000000012,958.0,21.52,eod,0.43212775951150756,0.055053076561766646,0.3770746829497409,-0.18380178763850064,True,eod_fallback
2025-07-03,DFDV,753.4124689974167,TRAIN-H2,23.287,0.713000000000001,786.0,22.9,stop,-1.5427769985974753,0.605301542776997,-2.1480785413744723,0.0,False,stop
2025-07-03,ENPH,656.0475737074333,TRAIN-H2,42.744,1.0960000000000036,715.0,42.744,stop,-1.0,0.06541775547445347,-1.0654177554744535,0.06850588088918408,True,stop
2025-07-03,EXOD,681.2010038874834,TRAIN-H2,30.1822,0.8177999999999983,727.0,32.6356,target,2.0,0.4665286378087563,1.5334713621912437,0.0,False,target
2025-07-03,FSLR,587.1726818582,TRAIN-H2,183.885,4.715000000000003,632.0,183.885,stop,-1.0,0.1366350477200473,-1.1366350477200473,0.12530149846470318,True,stop
2025-07-03,KOLD,675.3562888633166,TRAIN-H2,25.116,0.6440000000000019,956.0,26.28,eod,0.8074534161490653,0.01596894409938013,0.7914844720496852,-1.177351891586676,True,target
2025-07-03,MSTX,601.3669810101667,TRAIN-H2,40.3455,1.0345000000000013,616.0,40.3455,stop,-1.0,0.04543801063315022,-1.0454380106331502,0.049590455242784826,True,stop
2025-07-03,MTSR,652.3102204982833,TRAIN-H2,29.3085,0.7515000000000001,660.0,29.265,stop,-1.0578842315369237,0.9980789753825665,-2.05596320691949,0.284929650223368,True,stop
2025-07-03,NXT,779.0023246715167,TRAIN-H2,64.72049999999999,1.6595000000000084,955.0,66.617,eod,0.1428141006327254,0.062162556270635896,0.0806515443620895,-0.0745087128473796,True,eod
2025-07-03,PARR,770.00590108855,TRAIN-H2,30.81975,0.7902500000000003,803.0,31.45,eod_fallback,-0.2024675735526733,0.05604027459664555,-0.2585078481493189,1.585639863190888,True,stop
2025-07-03,PSIX,776.60572482475,TRAIN-H2,74.65575,1.9142499999999956,939.0,78.0,eod_fallback,0.7470288624787829,0.024361450698705746,0.7226674117800771,3.1652397469756055,True,stop
2025-07-03,PVLA,600.1334041419833,TRAIN-H2,24.65,0.7900000000000027,618.0,24.58,stop,-1.0886075949367089,0.35593797468354454,-1.4445455696202534,0.0,False,stop
2025-07-03,QBTX,764.1306643139334,TRAIN-H2,87.2625,2.237499999999997,958.0,88.0,eod,-0.6703910614525148,0.06051968715083807,-0.7309107486033529,0.7738686407096186,True,stop
2025-07-03,RGTX,775.53002158985,TRAIN-H2,38.45399999999999,0.9860000000000042,782.0,38.45399999999999,stop,-1.0,0.2710564107505075,-1.2710564107505076,0.05165960322708396,True,stop
2025-07-03,SEDG,587.2838961132,TRAIN-H2,24.764999999999997,0.6350000000000016,683.0,26.67,target,2.0,0.0556346456692902,1.9443653543307098,0.0013459994919993168,True,target
2025-07-03,SYM,601.0907600300833,TRAIN-H2,45.38625,1.1637500000000003,621.0,45.38625,stop,-1.0,0.07086679914070827,-1.0708667991407084,0.051121606656392427,True,stop
2025-07-03,WGMI,579.0151975176,TRAIN-H2,25.9935,0.6664999999999992,586.0,25.9935,stop,-1.0,0.0827856939234822,-1.0827856939234821,0.0008506697128827234,True,stop
2025-07-07,BOIL,795.3811979076667,TRAIN-H2,45.38625,1.1637500000000003,829.0,45.38625,stop,-1.0,0.15724454350160863,-1.1572445435016085,0.16187442201562874,True,stop
2025-07-07,CONL,601.3775372799,TRAIN-H2,48.01875,1.2312500000000028,606.0,48.01875,stop,-1.0,0.19384092446787676,-1.1938409244678767,0.06679388613111614,True,stop
2025-07-07,CRCL,608.2566559478333,TRAIN-H2,199.3875,5.112500000000011,664.0,199.3875,stop,-1.0,0.16535872907363566,-1.1653587290736356,0.022146487162860495,True,stop
2025-07-07,ESTA,727.2774337973333,TRAIN-H2,45.191250000000004,1.1587499999999977,955.0,46.23,eod,-0.10355987055016594,0.18489406688241838,-0.2884539374325843,0.2257706779520421,True,eod
2025-07-07,GDXU,794.3077924433833,TRAIN-H2,73.95375,1.8962499999999949,955.0,77.145,eod,0.6829268292682954,-0.08125537244561569,0.764182201713911,1.9582880840668522,True,stop
2025-07-07,NEON,693.5729559904166,TRAIN-H2,27.026999999999997,0.6930000000000014,908.0,27.026999999999997,stop,-1.0,0.26815240905293636,-1.2681524090529364,0.2003566135034629,True,stop
2025-07-07,PLTU,711.0899054650166,TRAIN-H2,60.800999999999995,1.5590000000000046,955.0,63.43,eod,0.6863373957665152,0.014303521250297324,0.6720338745162179,1.9673046121988849,True,stop
2025-07-07,RKLX,798.6807552218667,TRAIN-H2,63.44324999999999,1.6267500000000013,870.0,63.26,stop,-1.1126479176271669,0.1859856855693827,-1.2986336031965495,-0.014091854175483753,True,stop
2025-07-07,SOFX,607.1566669241333,TRAIN-H2,22.0935,0.5665000000000013,615.0,22.08,stop,-1.0238305383936461,0.4301327449249804,-1.4539632833186265,0.49590768442332145,True,stop
2025-07-07,TSSI,755.0579029063167,TRAIN-H2,28.665,0.7349999999999994,786.0,28.665,stop,-1.0,0.282814877610176,-1.282814877610176,0.03024311433248239,True,stop
2025-07-07,U,601.2733970084333,TRAIN-H2,27.1245,0.6954999999999991,630.0,27.1245,stop,-1.0,0.18064274650367165,-1.1806427465036717,0.045645034610973356,True,stop
2025-07-07,XXRP,730.1025600173833,TRAIN-H2,28.6065,0.7334999999999994,748.0,28.5764,stop,-1.0410361281526939,0.04668762917518908,-1.0877237573278828,0.020767151763030345,True,stop
2025-07-07,YB,703.3251131410667,TRAIN-H2,23.322000000000003,0.597999999999999,741.0,23.322000000000003,stop,-1.0,0.2987190301003377,-1.2987190301003377,-2.9925641913906573,True,target
2025-07-08,ALB,633.4399278339166,TRAIN-H2,68.133,1.7469999999999999,955.0,70.18,eod,0.17172295363480905,0.031074985689753563,0.1406479679450555,-1.7897520320549454,True,target
2025-07-08,BEAM,676.2980115601,TRAIN-H2,19.9485,0.5115000000000016,955.0,20.325,eod,-0.26392961876833065,-0.08089872922776108,-0.18303088954056956,0.952821284372474,True,stop
2025-07-08,CEP,599.71686603585,TRAIN-H2,29.1915,0.7484999999999999,955.0,30.15,eod,0.2805611222444854,-0.040222712090845734,0.3207838343353311,1.5059204197011895,True,stop
2025-07-08,CIVI,625.0941690759,TRAIN-H2,29.96175,0.7682500000000019,955.0,31.84,eod,1.4448421737715544,0.0472945004881215,1.3975476732834329,-0.5251459437378447,True,target
2025-07-08,CNXC,615.0890600447833,TRAIN-H2,58.2075,1.4924999999999997,955.0,60.42,eod,0.48241206030150685,0.06849849246231131,0.41391356783919553,-1.4469925546097846,True,target
2025-07-08,CRSP,609.0005233837,TRAIN-H2,52.835249999999995,1.3547500000000028,955.0,54.855,eod,0.49086547333456193,-0.06533426229303557,0.5561997356275975,1.7293272492251157,True,stop
2025-07-08,DFDV,588.2922980761666,TRAIN-H2,23.9,0.9000000000000021,590.0,23.9,stop,-1.0,0.23627070707070397,-1.236270707070704,0.0,False,stop
2025-07-08,GUSH,651.0551274792833,TRAIN-H2,24.033749999999998,0.6162500000000009,955.0,24.89,eod,0.3894523326572035,0.023141756705429693,0.36631057595177385,-1.580870507123333,True,target
2025-07-08,HIMZ,774.00186706905,TRAIN-H2,21.01125,0.5387500000000003,860.0,21.01125,stop,-1.0,0.18598149486244628,-1.1859814948624463,-3.086912923433874,True,target
2025-07-08,HRI,836.1321657963833,TRAIN-H2,141.69675,3.633250000000004,955.0,145.95,eod,0.17064611573659272,0.056318329712675405,0.11432778602391731,-0.15716334376130991,True,eod
2025-07-08,INSP,620.0114440041833,TRAIN-H2,130.21125,3.3387500000000045,955.0,133.97,eod,0.12579558217895528,0.2804152097252839,-0.1546196275463286,0.0935708923913168,True,eod
2025-07-08,INTW,586.0113166767833,TRAIN-H2,19.812,0.5079999999999991,659.0,21.336,target,2.0,0.06419345136205809,1.9358065486379419,0.0010270952217927842,True,target
2025-07-08,JOYY,602.26750501155,TRAIN-H2,52.26,1.3400000000000034,955.0,53.6,eod,0.0,0.09439763108846276,-0.09439763108846276,0.08630640556659423,True,eod
2025-07-08,LEGN,598.4916909819167,TRAIN-H2,36.708749999999995,0.9412500000000037,955.0,37.615,eod,-0.03718459495351549,0.053175879719955084,-0.09036047467347058,1.2423765578059343,True,stop
2025-07-08,MRNA,586.1389944803667,TRAIN-H2,30.99525,0.7947500000000005,665.0,33.3795,target,2.0,0.022294836588034352,1.9777051634119656,0.012447950428319254,True,target
2025-07-08,MUR,651.17605528725,TRAIN-H2,24.91125,0.6387500000000017,955.0,25.905,eod,0.5557729941291577,0.058454023386526645,0.49731897074263104,-0.5615560044635546,True,eod
