day,symbol,fill_min,split,stop_new,R_new,exit_m_new,exit_price_new,why_new,raw_new,cost_new,net_new,delta_vs_base,changed,why_base
2025-07-01,AAP,605.3112178731833,TRAIN-H2,47.53125,1.21875,955.0,49.49,eod,0.6071794871794888,0.024636717948717586,0.5825427692307712,-1.3739412887402438,True,target
2025-07-01,AMN,676.707353299,TRAIN-H2,21.137999999999998,0.5420000000000016,955.0,21.99,eod,0.5719557195571915,0.06477088225427706,0.5071848373029144,-1.333243261870638,True,target
2025-07-01,ANF,682.0074844224833,TRAIN-H2,86.27775,2.2122499999999974,955.0,88.64,eod,0.0678042716691178,0.08033811730138846,-0.012533845632270654,0.014979549882703645,True,eod
2025-07-01,ARCB,679.2420015327,TRAIN-H2,79.95,2.049999999999997,955.0,82.17,eod,0.08292682926829363,0.0838458536585372,-0.0009190243902435641,-1.8588661318282584,True,target
2025-07-01,BIIB,668.28254410055,TRAIN-H2,129.07049999999998,3.309500000000014,955.0,130.015,eod,-0.714609457621997,0.007941652817637262,-0.7225511104396343,0.6104542586878607,True,stop
2025-07-01,BLDR,667.0013154351167,TRAIN-H2,121.6215,3.1184999999999974,955.0,126.61,eod,0.599647266313935,0.049858585858584444,0.5497886804553505,-1.3341784837237565,True,target
2025-07-01,BXC,667.8126619143334,TRAIN-H2,78.29249999999999,2.0075000000000074,955.0,81.61,eod,0.652552926525528,0.1973142588022167,0.4552386677233113,-1.2297145061051693,True,target
2025-07-01,CE,705.367759572,TRAIN-H2,57.37875,1.4712500000000048,955.0,58.115,eod,-0.4995751911639742,-0.004822158028883632,-0.49475303313509056,0.7892300654564653,True,stop
2025-07-01,CLDX,711.02021752975,TRAIN-H2,21.08925,0.5407499999999992,955.0,21.33,eod,-0.5547850208044405,0.07007679329454644,-0.6248618140989869,-2.4636106397414292,True,target
2025-07-01,CMP,712.0665467954667,TRAIN-H2,20.465249999999997,0.5247500000000009,955.0,21.215,eod,0.42877560743211246,0.008085755121483032,0.42068985231062944,-0.29142950252809346,True,eod
2025-07-01,CONL,592.0586892983666,TRAIN-H2,44.54774999999999,1.1422500000000042,639.0,44.54774999999999,stop,-1.0,0.04168415189319224,-1.0416841518931923,0.022771111264701327,True,stop
2025-07-01,DFH,706.1832558810166,TRAIN-H2,26.52,0.6799999999999997,955.0,26.69,eod,-0.7499999999999973,0.0964235294117655,-0.8464235294117628,-2.6415235294117614,True,target
2025-07-01,DIN,621.0503321274833,TRAIN-H2,25.311,0.6490000000000009,955.0,26.13,eod,0.26194144838212313,0.09088201335387759,0.17105943502824555,-1.638305701795715,True,target
2025-07-01,DOW,706.7919422761834,TRAIN-H2,27.5925,0.7074999999999996,777.0,27.5925,stop,-1.0,0.034331625441693187,-1.0343316254416932,0.0398451861525031,True,stop
2025-07-01,DPST,682.2641751563167,TRAIN-H2,89.31975,2.2902500000000003,728.0,96.1905,target,2.0,0.02562775242877388,1.9743722475712262,0.037490819460675784,True,target
2025-07-01,ENPH,705.0229101465,TRAIN-H2,40.949999999999996,1.0500000000000043,777.0,40.949999999999996,stop,-1.0,0.1511505014732463,-1.1511505014732464,0.07092272984190573,True,stop
2025-07-01,FUN,613.7200322201834,TRAIN-H2,31.05375,0.7962500000000006,955.0,31.935,eod,0.10675039246467471,0.05932079098846035,0.04742960147621437,1.4747080810083786,True,stop
2025-07-01,HELE,621.8392879346167,TRAIN-H2,29.084249999999997,0.745750000000001,700.0,31.3215,target,2.0,0.11664989411543487,1.8833501058845652,0.08565628852778784,True,target
2025-07-01,HOOX,601.2656885673,TRAIN-H2,94.81875,2.4312500000000057,618.0,94.81,stop,-1.0035989717223617,0.38217460154241384,-1.3857735732647756,0.48619108947552037,True,stop
2025-07-01,HOV,643.4804705839167,TRAIN-H2,111.1305,2.849500000000006,956.0,114.0,eod,0.007018775223722048,0.27520952164060014,-0.26819074641687807,-1.9506970087995128,True,target
2025-07-01,ICHR,840.0996767221,TRAIN-H2,20.514,0.5259999999999998,955.0,21.195,eod,0.2946768060836525,0.27421863117870837,0.020458174904944115,-0.015411825095057785,True,eod
2025-07-01,INTW,738.95398510905,TRAIN-H2,20.592,0.5280000000000022,778.0,20.5,stop,-1.1742424242424212,0.19108087121212114,-1.3653232954545422,0.04355270454545934,True,stop
2025-07-01,JANX,684.5345877505167,TRAIN-H2,23.92,0.6199999999999974,697.0,23.92,stop,-1.0,0.3948129032258114,-1.3948129032258114,0.0,False,stop
2025-07-01,LABU,709.0013302675334,TRAIN-H2,57.86625,1.4837500000000006,786.0,57.86625,stop,-1.0,0.16533365394702276,-1.1653336539470227,0.15658345195413848,True,stop
2025-07-01,LGIH,625.8917365837667,TRAIN-H2,52.13325,1.336750000000002,703.0,56.1435,target,2.0,0.0680411445670455,1.9319588554329545,0.0718880862021829,True,target
2025-07-01,MRAL,607.2785150995834,TRAIN-H2,19.9875,0.5124999999999993,646.0,19.9875,stop,-1.0,0.22208687804877603,-1.222086878048776,0.02575660021208792,True,stop
2025-07-01,MRNA,704.08126872445,TRAIN-H2,28.08975,0.7202500000000001,955.0,28.7,eod,-0.15272474835126612,0.015114196459561186,-0.1678389448108273,-2.1327228157785725,True,target
2025-07-01,NAIL,607.5246595695667,TRAIN-H2,53.4105,1.3695000000000022,633.0,57.519000000000005,target,2.0,0.039572475717054245,1.9604275242829456,0.04927097591328322,True,target
2025-07-01,NGNE,721.5546639889167,TRAIN-H2,19.877,0.5530000000000008,781.0,19.877,stop,-1.0,0.8064654611211531,-1.806465461121153,2.220446049250313e-16,False,stop
2025-07-01,NXT,719.1919251299333,TRAIN-H2,56.0625,1.4375,955.0,57.73,eod,0.15999999999999784,-0.07059870540066059,0.2305987054006584,1.3669278533827256,True,stop
2025-07-01,OLN,678.2263530467167,TRAIN-H2,20.73825,0.5317499999999988,955.0,21.3,eod,0.056417489421723,0.05522519981194259,0.0011922896097804059,-1.893929138961647,True,target
2025-07-01,OPRA,692.2885879701834,TRAIN-H2,19.977749999999997,0.5122500000000016,955.0,20.38,eod,-0.21473889702293622,-0.005730795510005749,-0.20900810151293048,0.9443430095981798,True,stop
2025-07-01,PGY,592.1446788165833,TRAIN-H2,21.86925,0.5607499999999987,657.0,21.86925,stop,-1.0,0.04604804140537157,-1.0460480414053717,0.021732552743505273,True,stop
