instrument_id,d0,d1,symbol
18603,2024-07-01,2025-01-01,CDLR
2858,2024-07-01,2025-01-01,CDLX
2859,2024-07-01,2025-01-01,CDMO
2861,2024-07-01,2025-01-01,CDNA
2862,2024-07-01,2025-01-01,CDNS
18202,2024-07-01,2025-01-01,CDP
2865,2024-07-01,2025-01-01,CDR-B
2866,2024-07-01,2025-01-01,CDR-C
2867,2024-07-01,2025-01-01,CDRE
2868,2024-07-01,2025-01-01,CDRO
2869,2024-07-01,2025-01-01,CDROW
18245,2024-07-01,2025-01-01,CDT
18986,2024-07-01,2025-01-01,CDTG
18246,2024-07-01,2025-01-01,CDTTW
2871,2024-07-01,2025-01-01,CDTX
2872,2024-07-01,2025-01-01,CDW
2873,2024-07-01,2025-01-01,CDX
2874,2024-07-01,2025-01-01,CDXC
2875,2024-07-01,2025-01-01,CDXS
2876,2024-07-01,2025-01-01,CDZI
2877,2024-07-01,2025-01-01,CDZIP
2878,2024-07-01,2025-01-01,CE
2880,2024-07-01,2025-01-01,CEAD
2881,2024-07-01,2025-01-01,CEADW
2883,2024-07-01,2025-01-01,CECO
2884,2024-07-01,2025-01-01,CEE
2885,2024-07-01,2025-01-01,CEF
2886,2024-07-01,2025-01-01,CEFA
2887,2024-07-01,2025-01-01,CEFD
2889,2024-07-01,2025-01-01,CEFS
2891,2024-07-01,2025-01-01,CEG
2893,2024-07-01,2025-01-01,CEI
2894,2024-07-01,2025-01-01,CEIX
2896,2024-07-01,2025-01-01,CELC
2898,2024-07-01,2025-01-01,CELG^
2900,2024-07-01,2025-01-01,CELH
2903,2024-07-01,2025-01-01,CELU
2904,2024-07-01,2025-01-01,CELUW
2905,2024-07-01,2025-01-01,CELZ
2906,2024-07-01,2025-01-01,CEM
2907,2024-07-01,2025-01-01,CEMB
2913,2024-07-01,2025-01-01,CENN
2917,2024-07-01,2025-01-01,CENT
2918,2024-07-01,2025-01-01,CENTA
2919,2024-07-01,2025-01-01,CENX
19421,2024-08-13,2025-01-01,CEP
19955,2024-12-04,2025-01-01,CEPI
2921,2024-07-01,2025-01-01,CEPU
2926,2024-07-01,2025-01-01,CERE
18795,2024-07-01,2025-01-01,CERO
18799,2024-07-01,2025-01-01,CEROW
2929,2024-07-01,2025-01-01,CERS
2930,2024-07-01,2025-01-01,CERT
19497,2024-09-05,2025-01-01,CERY
2931,2024-07-01,2025-01-01,CET
2932,2024-07-01,2025-01-01,CETF
19341,2024-07-23,2025-01-01,CETH
2933,2024-07-01,2025-01-01,CETU
2934,2024-07-01,2025-01-01,CETUR
2935,2024-07-01,2025-01-01,CETUU
2936,2024-07-01,2025-01-01,CETUW
2938,2024-07-01,2025-01-01,CETX
2941,2024-07-01,2025-01-01,CETY
2942,2024-07-01,2025-01-01,CEV
2943,2024-07-01,2025-01-01,CEVA
2944,2024-07-01,2025-01-01,CEW
2947,2024-07-01,2025-01-01,CF
2948,2024-07-01,2025-01-01,CFA
2952,2024-07-01,2025-01-01,CFB
2954,2024-07-01,2025-01-01,CFBK
2956,2024-07-01,2025-01-01,CFCV
2963,2024-07-01,2025-01-01,CFFI
2964,2024-07-01,2025-01-01,CFFN
2965,2024-07-01,2025-01-01,CFFS
2966,2024-07-01,2025-01-01,CFFSU
2967,2024-07-01,2025-01-01,CFFSW
2970,2024-07-01,2025-01-01,CFG
2971,2024-07-01,2025-01-01,CFG-D
2972,2024-07-01,2025-01-01,CFG-E
19136,2024-07-01,2025-01-01,CFG-H
2979,2024-07-01,2025-01-01,CFLT
2981,2024-07-01,2025-01-01,CFO
2982,2024-07-01,2025-01-01,CFR
2985,2024-07-01,2025-01-01,CFR-B
2987,2024-07-01,2025-01-01,CFSB
2994,2024-07-01,2025-01-01,CG
2995,2024-07-01,2025-01-01,CGA
2996,2024-07-01,2025-01-01,CGABL
2997,2024-07-01,2025-01-01,CGAU
2998,2024-07-01,2025-01-01,CGBD
18499,2024-07-01,2025-01-01,CGBDL
18264,2024-07-01,2025-01-01,CGBL
19293,2024-07-10,2025-01-01,CGBS
19294,2024-07-10,2025-01-01,CGBSW
2999,2024-07-01,2025-01-01,CGC
18266,2024-07-01,2025-01-01,CGCB
3000,2024-07-01,2025-01-01,CGCP
19236,2024-07-01,2025-01-01,CGCV
18262,2024-07-01,2025-01-01,CGDG
3001,2024-07-01,2025-01-01,CGDV
3002,2024-07-01,2025-01-01,CGEM
3003,2024-07-01,2025-01-01,CGEN
19235,2024-07-01,2025-01-01,CGGE
3005,2024-07-01,2025-01-01,CGGO
3006,2024-07-01,2025-01-01,CGGR
19239,2024-07-01,2025-01-01,CGHM
19237,2024-07-01,2025-01-01,CGIB
19238,2024-07-01,2025-01-01,CGIC
18263,2024-07-01,2025-01-01,CGIE
3008,2024-07-01,2025-01-01,CGMS
3009,2024-07-01,2025-01-01,CGMU
19240,2024-07-01,2025-01-01,CGNG
3010,2024-07-01,2025-01-01,CGNT
3012,2024-07-01,2025-01-01,CGNX
3013,2024-07-01,2025-01-01,CGO
18722,2024-07-01,2025-01-01,CGON
3015,2024-07-01,2025-01-01,CGRO
3018,2024-07-01,2025-01-01,CGSD
18265,2024-07-01,2025-01-01,CGSM
19884,2024-11-18,2025-01-01,CGTL
3019,2024-07-01,2025-01-01,CGTX
19241,2024-07-01,2025-01-01,CGUI
3020,2024-07-01,2025-01-01,CGUS
3021,2024-07-01,2025-01-01,CGV
3023,2024-07-01,2025-01-01,CGW
3024,2024-07-01,2025-01-01,CGXU
3026,2024-07-01,2025-01-01,CHAA
19914,2024-11-26,2025-01-01,CHAR
19915,2024-11-26,2025-01-01,CHARR
19793,2024-10-24,2025-01-01,CHARU
3037,2024-07-01,2025-01-01,CHAT
3038,2024-07-01,2025-01-01,CHAU
3040,2024-07-01,2025-01-01,CHCI
3041,2024-07-01,2025-01-01,CHCO
3042,2024-07-01,2025-01-01,CHCT
3043,2024-07-01,2025-01-01,CHD
3044,2024-07-01,2025-01-01,CHDN
3045,2024-07-01,2025-01-01,CHE
19362,2024-07-29,2025-01-01,CHEB
19363,2024-07-29,2025-01-01,CHEB+
19171,2024-07-01,2025-01-01,CHEB=
3049,2024-07-01,2025-01-01,CHEF
3050,2024-07-01,2025-01-01,CHEK
3061,2024-07-01,2025-01-01,CHGG
3062,2024-07-01,2025-01-01,CHGX
3063,2024-07-01,2025-01-01,CHH
3064,2024-07-01,2025-01-01,CHI
3072,2024-07-01,2025-01-01,CHIQ
3077,2024-07-01,2025-01-01,CHK
3080,2024-07-01,2025-01-01,CHKEL
3081,2024-07-01,2025-01-01,CHKEW
3082,2024-07-01,2025-01-01,CHKEZ
3083,2024-07-01,2025-01-01,CHKP
3088,2024-07-01,2025-01-01,CHMG
3089,2024-07-01,2025-01-01,CHMI
3090,2024-07-01,2025-01-01,CHMI-A
3091,2024-07-01,2025-01-01,CHMI-B
3092,2024-07-01,2025-01-01,CHN
3097,2024-07-01,2025-01-01,CHNR
3101,2024-07-01,2025-01-01,CHPS
3102,2024-07-01,2025-01-01,CHPT
18449,2024-07-01,2025-01-01,CHR
3106,2024-07-01,2025-01-01,CHRD
18801,2024-07-01,2025-01-01,CHRO
3108,2024-07-01,2025-01-01,CHRS
3109,2024-07-01,2025-01-01,CHRW
3111,2024-07-01,2025-01-01,CHSCL
3112,2024-07-01,2025-01-01,CHSCM
3113,2024-07-01,2025-01-01,CHSCN
3114,2024-07-01,2025-01-01,CHSCO
3115,2024-07-01,2025-01-01,CHSCP
3116,2024-07-01,2025-01-01,CHSN
3118,2024-07-01,2025-01-01,CHT
3119,2024-07-01,2025-01-01,CHTR
3123,2024-07-01,2025-01-01,CHUY
3124,2024-07-01,2025-01-01,CHW
3128,2024-07-01,2025-01-01,CHWY
3129,2024-07-01,2025-01-01,CHX
3131,2024-07-01,2025-01-01,CHY
3132,2024-07-01,2025-01-01,CI
3133,2024-07-01,2025-01-01,CIA
3135,2024-07-01,2025-01-01,CIB
3136,2024-07-01,2025-01-01,CIBR
19722,2024-10-09,2025-01-01,CICB
3140,2024-07-01,2025-01-01,CID
3142,2024-07-01,2025-01-01,CIEN
3143,2024-07-01,2025-01-01,CIF
3144,2024-07-01,2025-01-01,CIFR
3145,2024-07-01,2025-01-01,CIFRW
3147,2024-07-01,2025-01-01,CIG
3148,2024-07-01,2025-01-01,CIG.C
3149,2024-07-01,2025-01-01,CIGI
3152,2024-07-01,2025-01-01,CII
3159,2024-07-01,2025-01-01,CIK
3160,2024-07-01,2025-01-01,CIL
3161,2024-07-01,2025-01-01,CIM
3162,2024-07-01,2025-01-01,CIM-A
3163,2024-07-01,2025-01-01,CIM-B
3164,2024-07-01,2025-01-01,CIM-C
3165,2024-07-01,2025-01-01,CIM-D
19133,2024-07-01,2025-01-01,CIMN
19460,2024-08-22,2025-01-01,CIMO
3167,2024-07-01,2025-01-01,CINF
3168,2024-07-01,2025-01-01,CING
3169,2024-07-01,2025-01-01,CINGW
3171,2024-07-01,2025-01-01,CINT
3172,2024-07-01,2025-01-01,CIO
3173,2024-07-01,2025-01-01,CIO-A
3174,2024-07-01,2025-01-01,CION
3179,2024-07-01,2025-01-01,CISO
3180,2024-07-01,2025-01-01,CISS
3184,2024-07-01,2025-01-01,CITE
3185,2024-07-01,2025-01-01,CITEU
3186,2024-07-01,2025-01-01,CITEW
3188,2024-07-01,2025-01-01,CIVB
3191,2024-07-01,2025-01-01,CIVI
3192,2024-07-01,2025-01-01,CIX
3194,2024-07-01,2025-01-01,CIZ
3198,2024-07-01,2025-01-01,CJET
3199,2024-07-01,2025-01-01,CJJD
3203,2024-07-01,2025-01-01,CKPT
3204,2024-07-01,2025-01-01,CKX
3205,2024-07-01,2025-01-01,CL
3218,2024-07-01,2025-01-01,CLAR
3225,2024-07-01,2025-01-01,CLB
3226,2024-07-01,2025-01-01,CLBK
3227,2024-07-01,2025-01-01,CLBR
3229,2024-07-01,2025-01-01,CLBR+
3228,2024-07-01,2025-01-01,CLBR=
3231,2024-07-01,2025-01-01,CLBT
3232,2024-07-01,2025-01-01,CLBTW
3233,2024-07-01,2025-01-01,CLCO
18178,2024-07-01,2025-01-01,CLDI
18179,2024-07-01,2025-01-01,CLDI+
3238,2024-07-01,2025-01-01,CLDL
3241,2024-07-01,2025-01-01,CLDT
3242,2024-07-01,2025-01-01,CLDT-A
3243,2024-07-01,2025-01-01,CLDX
3244,2024-07-01,2025-01-01,CLEU
3245,2024-07-01,2025-01-01,CLF
3246,2024-07-01,2025-01-01,CLFD
3247,2024-07-01,2025-01-01,CLGN
3249,2024-07-01,2025-01-01,CLH
3251,2024-07-01,2025-01-01,CLIA
19699,2024-10-02,2025-01-01,CLIK
3262,2024-07-01,2025-01-01,CLIP
3263,2024-07-01,2025-01-01,CLIR
3265,2024-07-01,2025-01-01,CLIX
3266,2024-07-01,2025-01-01,CLLS
3267,2024-07-01,2025-01-01,CLM
3269,2024-07-01,2025-01-01,CLMB
3270,2024-07-01,2025-01-01,CLMT
3272,2024-07-01,2025-01-01,CLNE
3273,2024-07-01,2025-01-01,CLNN
3274,2024-07-01,2025-01-01,CLNNW
3275,2024-07-01,2025-01-01,CLNR
3294,2024-07-01,2025-01-01,CLOA
19644,2024-09-25,2025-01-01,CLOB
18575,2024-07-01,2025-01-01,CLOD
3295,2024-07-01,2025-01-01,CLOE
3296,2024-07-01,2025-01-01,CLOER
3297,2024-07-01,2025-01-01,CLOEU
3298,2024-07-01,2025-01-01,CLOI
3299,2024-07-01,2025-01-01,CLOU
3300,2024-07-01,2025-01-01,CLOV
3302,2024-07-01,2025-01-01,CLOX
3303,2024-07-01,2025-01-01,CLOZ
3304,2024-07-01,2025-01-01,CLPR
3305,2024-07-01,2025-01-01,CLPS
3306,2024-07-01,2025-01-01,CLPT
3308,2024-07-01,2025-01-01,CLRB
3311,2024-07-01,2025-01-01,CLRC
3312,2024-07-01,2025-01-01,CLRCR
3313,2024-07-01,2025-01-01,CLRCU
3314,2024-07-01,2025-01-01,CLRCW
3319,2024-07-01,2025-01-01,CLRO
3320,2024-07-01,2025-01-01,CLS
3323,2024-07-01,2025-01-01,CLSD
3324,2024-07-01,2025-01-01,CLSE
3325,2024-07-01,2025-01-01,CLSK
19834,2024-11-04,2025-01-01,CLSKW
3326,2024-07-01,2025-01-01,CLSM
3328,2024-07-01,2025-01-01,CLST
3334,2024-07-01,2025-01-01,CLVT
3336,2024-07-01,2025-01-01,CLW
3337,2024-07-01,2025-01-01,CLWT
3338,2024-07-01,2025-01-01,CLX
19692,2024-10-03,2025-01-01,CLYM
3342,2024-07-01,2025-01-01,CM
3343,2024-07-01,2025-01-01,CMA
3345,2024-07-01,2025-01-01,CMAX
3346,2024-07-01,2025-01-01,CMAXW
3347,2024-07-01,2025-01-01,CMBM
3348,2024-07-01,2025-01-01,CMBS
19307,2024-07-15,2025-01-01,CMBT
3349,2024-07-01,2025-01-01,CMC
18118,2024-07-01,2025-01-01,CMCI
3353,2024-07-01,2025-01-01,CMCL
3354,2024-07-01,2025-01-01,CMCM
3355,2024-07-01,2025-01-01,CMCO
3356,2024-07-01,2025-01-01,CMCSA
3357,2024-07-01,2025-01-01,CMCT
3360,2024-07-01,2025-01-01,CMDT
3361,2024-07-01,2025-01-01,CMDY
3362,2024-07-01,2025-01-01,CME
3363,2024-07-01,2025-01-01,CMF
3366,2024-07-01,2025-01-01,CMG
3367,2024-07-01,2025-01-01,CMI
3374,2024-07-01,2025-01-01,CMLS
3378,2024-07-01,2025-01-01,CMMB
3379,2024-07-01,2025-01-01,CMND
3382,2024-07-01,2025-01-01,CMP
3384,2024-07-01,2025-01-01,CMPO
3385,2024-07-01,2025-01-01,CMPOW
3386,2024-07-01,2025-01-01,CMPR
3387,2024-07-01,2025-01-01,CMPS
3388,2024-07-01,2025-01-01,CMPX
3391,2024-07-01,2025-01-01,CMRE
3392,2024-07-01,2025-01-01,CMRE-B
3393,2024-07-01,2025-01-01,CMRE-C
3394,2024-07-01,2025-01-01,CMRE-D
3395,2024-07-01,2025-01-01,CMRE-E
3396,2024-07-01,2025-01-01,CMRX
3397,2024-07-01,2025-01-01,CMS
3399,2024-07-01,2025-01-01,CMS-B
3401,2024-07-01,2025-01-01,CMS-C
3398,2024-07-01,2025-01-01,CMSA
3400,2024-07-01,2025-01-01,CMSC
3402,2024-07-01,2025-01-01,CMSD
3407,2024-07-01,2025-01-01,CMT
3409,2024-07-01,2025-01-01,CMTG
3410,2024-07-01,2025-01-01,CMTL
3411,2024-07-01,2025-01-01,CMU
3414,2024-07-01,2025-01-01,CNA
19678,2024-10-01,2025-01-01,CNAV
3422,2024-07-01,2025-01-01,CNBS
3423,2024-07-01,2025-01-01,CNC
19993,2024-12-11,2025-01-01,CNCK
19994,2024-12-11,2025-01-01,CNCKW
3425,2024-07-01,2025-01-01,CNCR
3429,2024-07-01,2025-01-01,CNDA
3431,2024-07-01,2025-01-01,CNDA+
3430,2024-07-01,2025-01-01,CNDA=
3436,2024-07-01,2025-01-01,CNDT
18983,2024-07-01,2025-01-01,CNEQ
3437,2024-07-01,2025-01-01,CNET
3438,2024-07-01,2025-01-01,CNEY
3439,2024-07-01,2025-01-01,CNF
3440,2024-07-01,2025-01-01,CNFR
18090,2024-07-01,2025-01-01,CNFRZ
3442,2024-07-01,2025-01-01,CNGL
3443,2024-07-01,2025-01-01,CNGLU
3444,2024-07-01,2025-01-01,CNGLW
19111,2024-07-01,2025-01-01,CNH
3447,2024-07-01,2025-01-01,CNI
3449,2024-07-01,2025-01-01,CNK
19332,2024-07-22,2025-01-01,CNL
3450,2024-07-01,2025-01-01,CNM
3451,2024-07-01,2025-01-01,CNMD
3453,2024-07-01,2025-01-01,CNNE
3454,2024-07-01,2025-01-01,CNO
3455,2024-07-01,2025-01-01,CNO-A
3456,2024-07-01,2025-01-01,CNOB
3457,2024-07-01,2025-01-01,CNOBP
3458,2024-07-01,2025-01-01,CNP
3460,2024-07-01,2025-01-01,CNQ
3462,2024-07-01,2025-01-01,CNRG
3463,2024-07-01,2025-01-01,CNS
3465,2024-07-01,2025-01-01,CNSL
3466,2024-07-01,2025-01-01,CNSP
3468,2024-07-01,2025-01-01,CNTA
3469,2024-07-01,2025-01-01,CNTB
3471,2024-07-01,2025-01-01,CNTG
19305,2024-07-15,2025-01-01,CNTM
3475,2024-07-01,2025-01-01,CNTX
3476,2024-07-01,2025-01-01,CNTY
3477,2024-07-01,2025-01-01,CNVS
3479,2024-07-01,2025-01-01,CNX
3481,2024-07-01,2025-01-01,CNXC
3484,2024-07-01,2025-01-01,CNXN
3485,2024-07-01,2025-01-01,CNXT
3487,2024-07-01,2025-01-01,CNYA
18705,2024-07-01,2025-01-01,COAL
18283,2024-07-01,2025-01-01,COCH
18284,2024-07-01,2025-01-01,COCHW
3490,2024-07-01,2025-01-01,COCO
3491,2024-07-01,2025-01-01,COCP
3492,2024-07-01,2025-01-01,CODA
3493,2024-07-01,2025-01-01,CODI
3494,2024-07-01,2025-01-01,CODI-A
3495,2024-07-01,2025-01-01,CODI-B
3496,2024-07-01,2025-01-01,CODI-C
3497,2024-07-01,2025-01-01,CODX
3498,2024-07-01,2025-01-01,COE
3499,2024-07-01,2025-01-01,COEP
3500,2024-07-01,2025-01-01,COEPW
3501,2024-07-01,2025-01-01,COF
3510,2024-07-01,2025-01-01,COF-I
3511,2024-07-01,2025-01-01,COF-J
3512,2024-07-01,2025-01-01,COF-K
3513,2024-07-01,2025-01-01,COF-L
3514,2024-07-01,2025-01-01,COF-N
3517,2024-07-01,2025-01-01,COFS
3519,2024-07-01,2025-01-01,COGT
3520,2024-07-01,2025-01-01,COHN
3521,2024-07-01,2025-01-01,COHR
3522,2024-07-01,2025-01-01,COHU
3523,2024-07-01,2025-01-01,COIN
3524,2024-07-01,2025-01-01,COKE
3526,2024-07-01,2025-01-01,COLB
3527,2024-07-01,2025-01-01,COLD
3531,2024-07-01,2025-01-01,COLL
3532,2024-07-01,2025-01-01,COLM
3533,2024-07-01,2025-01-01,COM
3534,2024-07-01,2025-01-01,COMB
3536,2024-07-01,2025-01-01,COMM
3537,2024-07-01,2025-01-01,COMP
3541,2024-07-01,2025-01-01,COMT
19350,2024-07-25,2025-01-01,CON
19891,2024-11-20,2025-01-01,CON#
19492,2024-09-04,2025-01-01,CONI
3543,2024-07-01,2025-01-01,CONL
3544,2024-07-01,2025-01-01,CONN
18080,2024-07-01,2025-01-01,CONY
3548,2024-07-01,2025-01-01,COO
3549,2024-07-01,2025-01-01,COOK
3553,2024-07-01,2025-01-01,COOP
18919,2024-07-01,2025-01-01,COOT
18920,2024-07-01,2025-01-01,COOTW
3554,2024-07-01,2025-01-01,COP
19620,2024-09-24,2025-01-01,COPA
3555,2024-07-01,2025-01-01,COPJ
18856,2024-07-01,2025-01-01,COPP
3556,2024-07-01,2025-01-01,COPX
20098,2024-12-27,2025-01-01,COPY
3557,2024-07-01,2025-01-01,COR
3560,2024-07-01,2025-01-01,CORN
19956,2024-12-04,2025-01-01,CORO
3561,2024-07-01,2025-01-01,CORP
3567,2024-07-01,2025-01-01,CORT
19970,2024-12-05,2025-01-01,CORX
3569,2024-07-01,2025-01-01,CORZ
3570,2024-07-01,2025-01-01,CORZW
18703,2024-07-01,2025-01-01,CORZZ
3571,2024-07-01,2025-01-01,COSM
3572,2024-07-01,2025-01-01,COST
3575,2024-07-01,2025-01-01,COTY
3577,2024-07-01,2025-01-01,COUR
3583,2024-07-01,2025-01-01,COWG
18177,2024-07-01,2025-01-01,COWS
3587,2024-07-01,2025-01-01,COWZ
3588,2024-07-01,2025-01-01,COYA
3589,2024-07-01,2025-01-01,CP
3590,2024-07-01,2025-01-01,CPA
3594,2024-07-01,2025-01-01,CPAC
18513,2024-07-01,2025-01-01,CPAI
18922,2024-07-01,2025-01-01,CPAY
3602,2024-07-01,2025-01-01,CPB
18355,2024-07-01,2025-01-01,CPBI
3606,2024-07-01,2025-01-01,CPER
3607,2024-07-01,2025-01-01,CPF
3609,2024-07-01,2025-01-01,CPHC
3610,2024-07-01,2025-01-01,CPHI
3612,2024-07-01,2025-01-01,CPII
3613,2024-07-01,2025-01-01,CPIX
3614,2024-07-01,2025-01-01,CPK
19954,2024-12-04,2025-01-01,CPLB
3619,2024-07-01,2025-01-01,CPLP
18559,2024-07-01,2025-01-01,CPLS
3621,2024-07-01,2025-01-01,CPNG
19148,2024-07-01,2025-01-01,CPNJ
19933,2024-12-02,2025-01-01,CPNQ
19484,2024-09-03,2025-01-01,CPNS
3622,2024-07-01,2025-01-01,CPOP
3623,2024-07-01,2025-01-01,CPRI
19256,2024-07-01,2025-01-01,CPRJ
19675,2024-10-01,2025-01-01,CPRO
3624,2024-07-01,2025-01-01,CPRT
3625,2024-07-01,2025-01-01,CPRX
3626,2024-07-01,2025-01-01,CPS
19382,2024-08-01,2025-01-01,CPSA
19934,2024-12-02,2025-01-01,CPSD
3627,2024-07-01,2025-01-01,CPSH
19258,2024-07-01,2025-01-01,CPSJ
19512,2024-09-09,2025-01-01,CPSL
19044,2024-07-01,2025-01-01,CPSM
19826,2024-11-01,2025-01-01,CPSN
19671,2024-10-01,2025-01-01,CPSO
3632,2024-07-01,2025-01-01,CPSS
3633,2024-09-03,2025-01-01,CPST
3634,2024-07-01,2025-01-01,CPT
3642,2024-07-01,2025-01-01,CPTN
3643,2024-07-01,2025-01-01,CPTNW
3647,2024-07-01,2025-01-01,CPZ
3649,2024-07-01,2025-01-01,CQP
3650,2024-07-01,2025-01-01,CQQQ
3651,2024-07-01,2025-01-01,CR
3653,2024-07-01,2025-01-01,CRAI
3654,2024-07-01,2025-01-01,CRAK
19976,2024-12-06,2025-01-01,CRBD
3656,2024-07-01,2025-01-01,CRBG
3657,2024-07-01,2025-01-01,CRBN
3658,2024-07-01,2025-01-01,CRBP
3659,2024-07-01,2025-01-01,CRBU
3660,2024-07-01,2025-01-01,CRC
3662,2024-07-01,2025-01-01,CRCT
3663,2024-07-01,2025-01-01,CRD.A
3664,2024-07-01,2025-01-01,CRD.B
3665,2024-07-01,2025-01-01,CRDF
3666,2024-07-01,2025-01-01,CRDL
3667,2024-07-01,2025-01-01,CRDO
3668,2024-07-01,2025-01-01,CRDT
3672,2024-07-01,2025-01-01,CRED
3674,2024-07-01,2025-01-01,CREG
3675,2024-07-01,2025-01-01,CRESW
3676,2024-07-01,2025-01-01,CRESY
18421,2024-07-01,2025-01-01,CREV
18422,2024-07-01,2025-01-01,CREVW
3677,2024-07-01,2025-01-01,CREX
3679,2024-07-01,2025-01-01,CRF
3681,2024-07-01,2025-01-01,CRGO
3682,2024-07-01,2025-01-01,CRGOW
18459,2024-07-01,2025-01-01,CRGX
3683,2024-07-01,2025-01-01,CRGY
3684,2024-07-01,2025-01-01,CRH
3689,2024-07-01,2025-01-01,CRI
3690,2024-07-01,2025-01-01,CRIS
3691,2024-07-01,2025-01-01,CRIT
3692,2024-07-01,2025-01-01,CRK
3693,2024-07-01,2025-01-01,CRKN
3694,2024-07-01,2025-01-01,CRL
3695,2024-07-01,2025-01-01,CRM
3696,2024-07-01,2025-01-01,CRMD
18831,2024-07-01,2025-01-01,CRML
18836,2024-07-01,2025-01-01,CRMLW
3698,2024-07-01,2025-01-01,CRMT
3699,2024-07-01,2025-01-01,CRNC
3701,2024-07-01,2025-01-01,CRNT
3702,2024-07-01,2025-01-01,CRNX
3704,2024-07-01,2025-01-01,CRON
3706,2024-07-01,2025-01-01,CROX
3707,2024-07-01,2025-01-01,CRPT
3709,2024-07-01,2025-01-01,CRS
19054,2024-07-01,2025-01-01,CRSH
3713,2024-07-01,2025-01-01,CRSP
3714,2024-07-01,2025-01-01,CRSR
3715,2024-07-01,2025-01-01,CRT
18476,2024-07-01,2025-01-01,CRTC
3718,2024-07-01,2025-01-01,CRTO
3723,2024-07-01,2025-01-01,CRUS
3725,2024-07-01,2025-01-01,CRUZ
3726,2024-07-01,2025-01-01,CRVL
18081,2024-07-01,2025-01-01,CRVO
3727,2024-07-01,2025-01-01,CRVS
3728,2024-07-01,2025-01-01,CRWD
19859,2024-11-12,2025-01-01,CRWL
3729,2024-07-01,2025-01-01,CRWS
3740,2024-07-01,2025-01-01,CSA
3741,2024-07-01,2025-01-01,CSAN
3743,2024-07-01,2025-01-01,CSB
3744,2024-07-01,2025-01-01,CSBR
19412,2024-08-09,2025-01-01,CSCI
3745,2024-07-01,2025-01-01,CSCO
3747,2024-07-01,2025-01-01,CSD
3748,2024-07-01,2025-01-01,CSF
3750,2024-07-01,2025-01-01,CSGP
3751,2024-07-01,2025-01-01,CSGS
3753,2024-07-01,2025-01-01,CSHI
19323,2024-07-18,2025-01-01,CSHP
3755,2024-07-01,2025-01-01,CSIQ
3757,2024-07-01,2025-01-01,CSL
3758,2024-07-01,2025-01-01,CSLM
3759,2024-07-01,2025-01-01,CSLMR
3760,2024-07-01,2025-01-01,CSLMU
3761,2024-07-01,2025-01-01,CSLMW
3762,2024-07-01,2025-01-01,CSLR
3763,2024-07-01,2025-01-01,CSLRW
3765,2024-07-01,2025-01-01,CSM
18112,2024-07-01,2025-01-01,CSMD
3768,2024-07-01,2025-01-01,CSPI
3770,2024-07-01,2025-01-01,CSQ
3771,2024-07-01,2025-01-01,CSR
3772,2024-07-01,2025-01-01,CSR-C
3774,2024-07-01,2025-01-01,CSSE
3775,2024-07-01,2025-01-01,CSSEL
3776,2024-07-01,2025-01-01,CSSEN
3777,2024-07-01,2025-01-01,CSSEP
3781,2024-07-01,2025-01-01,CSTE
3782,2024-07-01,2025-01-01,CSTL
3783,2024-07-01,2025-01-01,CSTM
3786,2024-07-01,2025-01-01,CSV
3787,2024-07-01,2025-01-01,CSWC
3789,2024-07-01,2025-01-01,CSWCZ
3790,2024-07-01,2025-01-01,CSWI
3791,2024-07-01,2025-01-01,CSX
3792,2024-07-01,2025-01-01,CTA
3794,2024-07-01,2025-01-01,CTA-A
3795,2024-07-01,2025-01-01,CTA-B
3804,2024-07-01,2025-01-01,CTAS
3806,2024-07-01,2025-01-01,CTBB
3807,2024-07-01,2025-01-01,CTBI
3808,2024-07-01,2025-01-01,CTCX
3809,2024-07-01,2025-01-01,CTCXW
3810,2024-07-01,2025-01-01,CTDD
3811,2024-07-01,2025-01-01,CTEC
3813,2024-07-01,2025-01-01,CTEST
3814,2024-07-01,2025-01-01,CTEST.E
3815,2024-07-01,2025-01-01,CTEST.G
3816,2024-07-01,2025-01-01,CTEST.L
3817,2024-07-01,2025-01-01,CTEST.O
3818,2024-07-01,2025-01-01,CTEST.S
3819,2024-07-01,2025-01-01,CTEST.V
3820,2024-07-01,2025-01-01,CTEX
3822,2024-07-01,2025-01-01,CTGO
3823,2024-07-01,2025-01-01,CTHR
3827,2024-07-01,2025-01-01,CTKB
3829,2024-07-01,2025-01-01,CTLP
3830,2024-07-01,2025-01-01,CTLT
3831,2024-07-01,2025-01-01,CTM
3832,2024-07-01,2025-01-01,CTMX
18984,2024-07-01,2025-01-01,CTNM
3833,2024-07-01,2025-01-01,CTNT
3834,2024-07-01,2025-01-01,CTO
3835,2024-07-01,2025-01-01,CTO-A
19420,2024-08-13,2025-01-01,CTOR
3836,2024-07-01,2025-01-01,CTOS
3838,2024-07-01,2025-01-01,CTR
3839,2024-07-01,2025-01-01,CTRA
3841,2024-07-01,2025-01-01,CTRE
19016,2024-07-01,2025-01-01,CTRI
3843,2024-07-01,2025-01-01,CTRM
3845,2024-07-01,2025-01-01,CTRN
3849,2024-07-01,2025-01-01,CTS
3850,2024-07-01,2025-01-01,CTSH
3851,2024-07-01,2025-01-01,CTSO
3856,2024-07-01,2025-01-01,CTV
3857,2024-07-01,2025-01-01,CTV+
3858,2024-07-01,2025-01-01,CTVA
3865,2024-07-01,2025-01-01,CTXR
3870,2024-08-09,2025-01-01,CUB
3871,2024-07-01,2025-01-01,CUBA
