symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
SKYE,2025-07-01,11:43:00,3.62,3.51,3.85,1718,12:28:00,3.50,stop,-206.39,-3.32,42,0.1096,0.2290,2.50,188.30,5.33,46.68,4,5028,2057,0.1825,3.52,3.60,3.55,3.61,3.55,3.58,6684,4.11,4.21,3.41,3.74,1740520,23.34,1899762,0.92,Healthcare,22968531,133,2,-3.41,-1.67,False,0.04,3,5.33,-2.91,2.10,1.00,0.30,0.00,0.30,-0.50,0.00,2.100,0.746,0.00,0.00,23.34,3.250,0.746
IPDN,2025-07-02,14:30:00,3.22,3.10,3.47,3102,14:31:00,3.09,stop,-388.68,-3.90,3,0.1160,0.2500,2.50,359.83,13.79,47.50,3,19389,4165,0.4000,3.11,3.20,3.20,3.20,3.20,3.20,205,2.48,3.30,2.48,2.70,620270,33.06,2819297,0.22,Industrials,9572554,300,2,8.54,-8.15,False,0.01,3,13.79,9.07,2.30,1.80,0.00,0.30,0.30,-0.50,0.00,2.300,0.709,0.20,0.00,33.06,0.049,0.709
HUHU,2025-07-03,12:17:00,7.32,7.18,7.57,563,12:21:00,7.16,stop,-88.92,-2.16,6,0.1364,0.2500,2.50,76.79,6.29,18.60,3,1435,463,0.4300,7.19,7.28,7.28,7.28,7.28,7.28,440,6.07,7.60,6.07,7.60,69497,25.26,22550,3.08,,7240225,167,9,3.38,0.12,False,0.07,2,6.29,3.86,1.80,1.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.616,0.20,0.00,23.61,0.951,0.616
EGG,2025-07-09,09:57:00,7.19,6.96,7.66,1648,10:00:00,7.45,trail_stop,436.13,3.68,6,0.2240,0.4705,2.50,369.10,7.89,35.26,2,6632,3124,0.5238,6.97,7.15,7.12,7.26,7.12,7.18,4603,5.75,13.88,5.75,8.77,2871830,141.39,1142215,2.51,,8255093,27,3,7.42,-4.17,False,0.02,2,7.89,6.96,2.30,1.80,0.30,0.00,0.30,-0.50,0.00,2.300,0.678,0.20,0.00,24.52,1.473,0.678
UCFI,2025-07-09,12:56:00,10.05,9.60,11.05,356,13:07:00,9.57,stop,-170.45,-4.76,7,0.4500,1.0000,2.50,160.20,6.08,18.18,5,2022,1955,0.5500,9.50,10.00,10.00,10.34,10.00,10.34,2104,9.00,10.60,7.77,9.50,255103,36.42,336504,0.76,,4545488,206,1,14.22,-10.63,False,0.02,2,6.08,14.46,1.90,1.00,0.30,-0.30,0.00,-0.50,0.20,1.900,0.678,0.20,0.00,28.70,1.076,0.678
ARTL,2025-07-10,11:48:00,23.92,22.99,25.94,382,11:56:00,22.92,stop,-381.22,-4.17,10,0.9290,2.0250,2.50,354.88,8.20,42.22,2,5412,1372,1.8000,23.00,23.80,23.75,24.49,23.75,24.47,9841,18.60,28.60,18.26,28.50,557023,56.63,1875014,0.30,,2173529,138,3,15.27,-13.89,False,0.01,2,8.20,14.32,2.30,1.80,0.30,0.00,0.30,-0.50,0.00,2.300,0.676,0.20,0.00,31.41,7.170,0.676
CIGL,2025-07-11,10:40:00,3.97,3.87,4.12,3005,10:47:00,4.10,trail_stop,385.45,3.23,10,0.0996,0.1497,2.50,299.45,5.33,34.95,2,7839,3118,0.2000,3.88,3.93,3.95,4.10,3.95,4.03,25532,3.68,4.40,3.31,4.21,1956740,32.93,603615,3.24,Industrials,19934531,70,4,1.65,-34.98,False,0.07,2,5.33,2.54,2.40,1.00,0.30,0.30,0.30,-0.50,0.00,2.400,0.550,0.00,0.00,30.82,8.190,0.550
SPAI,2025-07-11,09:59:00,3.39,3.28,3.51,1540,15:46:00,3.52,force_close,207.06,3.97,129,0.1055,0.1250,2.50,162.54,5.71,22.22,3,4250,1972,0.1800,3.29,3.33,3.37,3.37,3.37,3.37,318,3.00,3.60,2.90,3.57,191938,24.14,30833,6.23,,12748615,29,2,4.04,4.90,False,0.07,2,5.71,5.73,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.550,0.20,0.00,18.16,0.161,0.550
YHC,2025-07-15,12:19:00,4.17,4.04,4.32,5642,12:29:00,4.03,stop,-806.07,-3.43,12,0.1307,0.1495,2.50,737.69,9.07,28.99,2,19019,10142,0.3450,4.05,4.10,4.15,4.20,4.12,4.18,13129,3.46,4.23,2.95,3.95,3573135,43.38,2764153,1.29,Consumer Defensive,18770001,169,6,20.20,-24.78,False,0.04,3,9.07,22.10,2.50,1.80,0.00,0.30,0.30,-0.50,0.20,2.500,0.565,0.20,0.00,40.68,1.294,0.565
DUOT,2025-07-16,14:54:00,7.80,7.57,8.27,1632,15:45:00,7.90,force_close,165.16,1.30,40,0.2288,0.4750,2.50,373.40,5.87,39.53,2,8297,2336,0.4300,7.58,7.76,7.76,7.88,7.75,7.79,26785,6.98,7.97,6.42,7.92,483191,24.05,175508,2.75,,24842256,324,2,11.19,-0.29,False,-0.02,3,5.87,10.61,2.30,1.80,0.30,0.00,0.30,-0.50,0.00,2.300,0.669,0.20,0.00,20.93,11.469,0.669
